InertialMeasurementUnit LUA gyroZ;InertialMeasurementUnit R-SHOE Body_Az;InertialMeasurementUnit BACK gyroY;InertialMeasurementUnit R-SHOE Body_Ay;InertialMeasurementUnit LLA gyroY;InertialMeasurementUnit LLA gyroZ;InertialMeasurementUnit RUA gyroX
-44.0;-828;11.0;348;-26.0;3.0;-122.0
-38.0;-827;?;351;-29.0;21.0;-112.0
-3.0;-836;-40.0;353;-10.0;19.0;-100.0
-40.0;-838;-11.0;353;?;16.0;?
19.0;-835;-13.0;358;-26.0;57.0;3.0
34.0;-835;-2.0;361;10.0;49.0;39.0
?;?;-35.0;354;-17.0;59.0;44.0
-5.0;-829;6.0;356;-20.0;54.0;39.0
-10.0;-830;81.0;366;?;3.0;159.0
?;-834;56.0;361;-48.0;33.0;133.0
?;-831;34.0;?;-45.0;45.0;101.0
-7.0;-827;75.0;354;-37.0;?;37.0
?;-830;51.0;357;-14.0;-19.0;1.0
-42.0;-830;83.0;349;-25.0;-43.0;5.0
?;-829;110.0;354;-3.0;-52.0;-9.0
-73.0;-831;67.0;364;-24.0;-60.0;1.0
-114.0;-829;95.0;361;-13.0;-26.0;-33.0
-39.0;-829;14.0;361;17.0;-86.0;21.0
-10.0;-828;-114.0;360;14.0;-147.0;-46.0
84.0;-824;-192.0;357;-8.0;-86.0;-176.0
145.0;-818;-295.0;363;-25.0;60.0;-166.0
131.0;?;-289.0;367;-26.0;184.0;-218.0
73.0;-827;-109.0;361;?;355.0;-183.0
?;-822;20.0;359;?;339.0;-1.0
-73.0;-822;96.0;361;-148.0;?;79.0
-46.0;?;96.0;360;-138.0;178.0;42.0
-25.0;-820;-10.0;364;-105.0;44.0;37.0
-32.0;-822;28.0;372;-118.0;-16.0;39.0
-58.0;-823;24.0;367;-63.0;-49.0;?
-92.0;-821;47.0;359;-43.0;-103.0;-81.0
-75.0;-821;89.0;361;49.0;-108.0;-124.0
-90.0;-820;?;361;78.0;-134.0;?
-73.0;-818;69.0;367;102.0;-123.0;-177.0
-49.0;-817;81.0;370;104.0;-97.0;-134.0
?;?;?;365;112.0;-88.0;-86.0
-34.0;-821;150.0;370;101.0;-23.0;-34.0
-36.0;-819;117.0;?;72.0;?;39.0
-48.0;-813;130.0;374;108.0;24.0;80.0
-91.0;-811;146.0;?;44.0;-2.0;?
-47.0;-816;?;379;?;18.0;145.0
-87.0;-821;130.0;374;-19.0;2.0;203.0
-70.0;-820;?;366;-17.0;-24.0;208.0
-99.0;-815;155.0;364;-12.0;-52.0;210.0
-64.0;-818;171.0;358;3.0;-76.0;240.0
-57.0;?;159.0;353;11.0;-81.0;192.0
-71.0;-826;143.0;?;?;-34.0;167.0
-32.0;-821;?;365;126.0;-63.0;84.0
-5.0;-823;-10.0;359;148.0;-122.0;-8.0
-11.0;-819;?;353;157.0;-122.0;-57.0
-26.0;-816;-44.0;360;160.0;?;?
-13.0;-820;-28.0;365;160.0;-24.0;-48.0
-8.0;-819;?;361;70.0;72.0;-79.0
-58.0;-817;89.0;363;0.0;?;59.0
?;-822;157.0;361;?;99.0;67.0
-91.0;-821;?;358;-91.0;138.0;86.0
-75.0;-816;159.0;365;-101.0;160.0;117.0
-80.0;-815;157.0;367;-110.0;164.0;138.0
-77.0;-820;161.0;?;?;122.0;101.0
-113.0;-825;216.0;?;-34.0;38.0;137.0
?;-821;126.0;368;-39.0;-14.0;?
?;-817;190.0;360;8.0;-64.0;-62.0
-69.0;-817;105.0;362;84.0;-128.0;-163.0
-90.0;-819;32.0;369;143.0;-140.0;-245.0
-31.0;-819;104.0;378;146.0;-153.0;-117.0
-18.0;-813;46.0;382;161.0;-116.0;?
6.0;-814;19.0;372;175.0;-34.0;-47.0
?;-817;-15.0;368;?;-25.0;?
?;-823;106.0;369;101.0;42.0;100.0
?;?;77.0;?;35.0;7.0;?
-37.0;-807;22.0;376;-15.0;34.0;-19.0
-33.0;-816;-34.0;372;2.0;37.0;?
22.0;-817;-24.0;372;40.0;-15.0;-397.0
13.0;-819;-3.0;?;74.0;-81.0;-424.0
?;-822;-50.0;369;30.0;-78.0;-270.0
?;-816;-65.0;372;10.0;-19.0;-10.0
-15.0;-819;-57.0;376;-35.0;19.0;129.0
4.0;-820;-93.0;373;-117.0;?;211.0
17.0;-815;-131.0;363;-131.0;131.0;?
26.0;-814;-133.0;369;-80.0;142.0;-148.0
73.0;-812;-122.0;372;?;179.0;-268.0
67.0;-816;-89.0;368;21.0;273.0;?
79.0;-821;-100.0;375;16.0;312.0;139.0
49.0;-820;-84.0;371;24.0;290.0;252.0
55.0;-817;-35.0;368;6.0;187.0;45.0
61.0;-817;-92.0;370;41.0;6.0;-279.0
36.0;-819;-56.0;368;?;-15.0;-129.0
37.0;-818;-51.0;367;55.0;-35.0;-57.0
26.0;-815;-87.0;365;31.0;-33.0;-135.0
58.0;-814;-106.0;367;2.0;?;-145.0
36.0;-817;-96.0;365;35.0;-9.0;-151.0
58.0;-821;-81.0;362;?;30.0;-39.0
56.0;-823;-78.0;363;10.0;119.0;32.0
78.0;-826;-32.0;356;13.0;172.0;67.0
65.0;-826;-24.0;357;-14.0;207.0;147.0
45.0;-818;-13.0;370;-26.0;188.0;177.0
32.0;-819;-42.0;374;10.0;173.0;73.0
53.0;-821;-67.0;369;27.0;108.0;-5.0
70.0;-818;-50.0;370;59.0;34.0;49.0
?;-815;46.0;374;?;-13.0;232.0
16.0;-815;114.0;374;?;-25.0;300.0
2.0;-823;110.0;367;?;-17.0;88.0
14.0;-823;65.0;364;16.0;68.0;-65.0
33.0;-816;40.0;?;37.0;56.0;-14.0
39.0;-818;-43.0;369;98.0;3.0;-36.0
62.0;-819;-36.0;363;87.0;-25.0;-28.0
43.0;?;-73.0;367;100.0;22.0;49.0
?;-822;?;368;62.0;79.0;0.0
36.0;-811;?;366;37.0;74.0;-42.0
?;-816;-121.0;370;57.0;42.0;-3.0
28.0;-828;138.0;370;64.0;-19.0;244.0
53.0;-823;75.0;365;58.0;13.0;?
-17.0;-821;-64.0;365;44.0;50.0;-90.0
4.0;-819;-113.0;366;7.0;11.0;-336.0
24.0;-816;-78.0;370;-46.0;71.0;-484.0
77.0;-822;30.0;368;22.0;74.0;-531.0
52.0;?;-19.0;353;54.0;117.0;-353.0
73.0;-827;5.0;354;74.0;140.0;-179.0
100.0;-820;?;368;73.0;173.0;-5.0
63.0;-818;11.0;364;12.0;164.0;69.0
?;?;13.0;363;65.0;155.0;28.0
54.0;-816;52.0;372;108.0;84.0;?
60.0;?;60.0;368;113.0;51.0;136.0
41.0;-821;-36.0;369;?;18.0;390.0
69.0;-815;-71.0;377;128.0;-7.0;88.0
?;-806;-78.0;?;141.0;?;-122.0
41.0;-812;-57.0;373;119.0;-62.0;-142.0
11.0;-817;-101.0;376;131.0;-100.0;?
?;-814;-28.0;378;48.0;-106.0;110.0
24.0;?;14.0;377;21.0;-26.0;67.0
42.0;-811;11.0;370;?;?;-28.0
40.0;-811;-15.0;369;74.0;90.0;-14.0
-22.0;?;-29.0;369;113.0;76.0;-206.0
-39.0;-811;-31.0;370;77.0;54.0;-281.0
?;-815;36.0;376;-43.0;-2.0;162.0
38.0;-815;-16.0;376;-90.0;87.0;177.0
17.0;?;39.0;373;-97.0;85.0;216.0
?;-814;116.0;372;-80.0;180.0;179.0
19.0;?;82.0;370;-9.0;?;216.0
-26.0;-816;1.0;376;51.0;86.0;371.0
-54.0;-816;-45.0;?;70.0;?;209.0
-35.0;-810;-34.0;372;83.0;?;-33.0
-35.0;-812;-12.0;366;47.0;-230.0;-89.0
-13.0;-820;-43.0;371;129.0;-249.0;-5.0
8.0;-818;-13.0;?;100.0;-170.0;?
-4.0;-807;-97.0;360;76.0;-79.0;105.0
2.0;-806;?;372;28.0;?;?
?;-815;-116.0;391;9.0;67.0;-102.0
31.0;-805;-92.0;380;-34.0;102.0;?
37.0;-803;-54.0;381;-46.0;164.0;-174.0
55.0;-806;-30.0;388;-123.0;208.0;-131.0
63.0;-798;11.0;386;-108.0;225.0;-63.0
?;-799;11.0;394;-135.0;282.0;-107.0
52.0;-808;32.0;391;-123.0;237.0;-81.0
88.0;-813;87.0;383;-118.0;?;-299.0
67.0;?;28.0;378;-105.0;185.0;?
?;-815;91.0;379;-21.0;145.0;-258.0
33.0;-806;?;384;31.0;38.0;-145.0
12.0;-803;80.0;388;85.0;-27.0;2.0
-65.0;-806;75.0;394;56.0;-132.0;43.0
-66.0;-805;19.0;382;-7.0;-68.0;112.0
-21.0;-807;-14.0;382;?;-24.0;165.0
25.0;-812;-68.0;?;-39.0;55.0;336.0
13.0;-810;15.0;?;32.0;74.0;?
-26.0;-807;-103.0;388;108.0;-39.0;239.0
-21.0;?;-63.0;387;127.0;-167.0;83.0
?;-798;-88.0;389;121.0;-114.0;39.0
41.0;-808;?;382;129.0;-106.0;112.0
4.0;-812;-20.0;377;?;-75.0;166.0
28.0;-810;-65.0;377;44.0;5.0;96.0
53.0;-815;-15.0;371;-47.0;87.0;-3.0
-12.0;-815;-2.0;371;5.0;135.0;-38.0
45.0;-815;9.0;373;?;155.0;-66.0
49.0;-811;3.0;379;9.0;139.0;-38.0
52.0;-806;-11.0;383;10.0;156.0;-14.0
36.0;-814;14.0;379;5.0;153.0;27.0
13.0;-815;11.0;379;8.0;107.0;10.0
21.0;?;54.0;382;-47.0;91.0;36.0
22.0;-812;158.0;378;12.0;56.0;53.0
0.0;?;157.0;373;-9.0;39.0;114.0
-41.0;-816;7.0;373;?;3.0;107.0
5.0;-814;22.0;373;3.0;7.0;10.0
25.0;-813;?;?;60.0;?;?
46.0;-824;?;371;62.0;-5.0;-61.0
78.0;-819;-76.0;369;73.0;-11.0;-48.0
81.0;-815;-137.0;367;103.0;-22.0;?
38.0;-822;-52.0;370;81.0;44.0;-31.0
42.0;-819;4.0;366;25.0;64.0;-24.0
41.0;-823;-32.0;363;?;135.0;-10.0
57.0;-823;9.0;366;?;167.0;14.0
32.0;-817;-20.0;358;42.0;163.0;42.0
?;?;0.0;357;61.0;161.0;50.0
-21.0;-824;14.0;367;15.0;78.0;98.0
-44.0;-823;?;367;23.0;33.0;128.0
-64.0;-823;?;367;-32.0;-20.0;?
-85.0;-824;40.0;367;-24.0;-62.0;104.0
-99.0;-825;23.0;366;-15.0;-71.0;23.0
-79.0;-824;9.0;359;-18.0;-64.0;32.0
-60.0;?;-4.0;359;-14.0;-56.0;21.0
-23.0;-821;-31.0;?;23.0;?;21.0
-1.0;-821;-45.0;362;5.0;-106.0;25.0
-21.0;-826;?;361;45.0;-35.0;14.0
10.0;-826;-49.0;364;21.0;-21.0;15.0
17.0;-821;-18.0;363;25.0;62.0;-12.0
102.0;?;-30.0;363;120.0;109.0;46.0
84.0;-821;-58.0;363;123.0;72.0;-18.0
78.0;-823;6.0;367;11.0;130.0;-67.0
17.0;-824;12.0;367;-8.0;107.0;-137.0
-7.0;-820;54.0;369;24.0;70.0;-57.0
4.0;?;43.0;366;?;-5.0;33.0
-13.0;-825;51.0;358;-30.0;?;?
-33.0;-821;129.0;361;-32.0;19.0;-6.0
-19.0;-820;52.0;362;-74.0;51.0;?
-28.0;-824;59.0;358;-42.0;37.0;?
?;?;32.0;363;?;17.0;-38.0
-32.0;-819;-30.0;363;-90.0;21.0;-13.0
-43.0;-825;7.0;362;-72.0;?;9.0
-20.0;?;-22.0;367;-69.0;-40.0;-31.0
-1.0;?;-65.0;360;-71.0;8.0;-153.0
59.0;-825;-96.0;353;-27.0;11.0;-200.0
86.0;-821;-110.0;357;-8.0;92.0;-131.0
30.0;-823;-30.0;357;22.0;171.0;-112.0
?;-818;-20.0;362;-27.0;?;-158.0
7.0;-817;4.0;364;-41.0;130.0;-163.0
-16.0;?;?;355;-82.0;27.0;-153.0
-47.0;-817;14.0;365;-63.0;37.0;-91.0
?;-819;11.0;373;-97.0;53.0;-17.0
-48.0;-829;-23.0;?;-73.0;77.0;-135.0
7.0;-826;-90.0;364;-39.0;61.0;-273.0
77.0;?;-133.0;369;?;49.0;-254.0
108.0;-812;-115.0;370;57.0;83.0;-195.0
108.0;-820;-102.0;367;83.0;121.0;-106.0
130.0;?;-179.0;368;90.0;158.0;-54.0
127.0;-822;?;365;127.0;125.0;-11.0
115.0;-827;-150.0;361;92.0;105.0;80.0
126.0;-816;?;363;93.0;95.0;56.0
126.0;-819;-154.0;359;105.0;121.0;109.0
169.0;-826;-245.0;358;78.0;93.0;25.0
243.0;-819;-290.0;363;81.0;68.0;?
385.0;-817;-278.0;362;120.0;95.0;72.0
?;-819;-257.0;361;?;?;114.0
432.0;-819;-202.0;361;132.0;425.0;249.0
333.0;-821;-112.0;360;-2.0;493.0;420.0
110.0;-824;-107.0;359;?;372.0;414.0
-87.0;-820;49.0;359;-110.0;156.0;?
-129.0;-817;?;?;-197.0;-57.0;106.0
-140.0;-820;110.0;360;-178.0;?;11.0
-153.0;-821;56.0;361;?;-250.0;-70.0
-193.0;-823;38.0;?;1.0;-284.0;-121.0
-151.0;-821;-44.0;360;82.0;?;-173.0
-69.0;-820;?;361;132.0;-130.0;-166.0
-22.0;-815;5.0;?;?;-36.0;-195.0
-73.0;-816;52.0;365;201.0;-73.0;-214.0
-142.0;-827;152.0;360;221.0;-164.0;-200.0
-82.0;-820;6.0;360;?;-202.0;-149.0
72.0;-818;44.0;360;215.0;-191.0;-134.0
201.0;-823;-27.0;363;277.0;-48.0;65.0
?;-816;-15.0;367;238.0;?;120.0
?;-816;168.0;?;133.0;342.0;108.0
149.0;-817;71.0;?;44.0;339.0;93.0
104.0;?;95.0;367;-67.0;?;77.0
13.0;-822;-4.0;363;-189.0;307.0;33.0
?;?;-6.0;363;-263.0;246.0;-55.0
-54.0;-822;15.0;363;-233.0;115.0;-124.0
-68.0;-817;38.0;363;-193.0;36.0;-155.0
-71.0;-820;33.0;366;-132.0;-18.0;-138.0
-45.0;-820;?;369;-84.0;-4.0;-74.0
-57.0;-820;60.0;362;-42.0;?;-10.0
-17.0;-827;105.0;353;-6.0;31.0;14.0
-19.0;-824;98.0;357;-2.0;39.0;65.0
?;-817;46.0;367;51.0;31.0;65.0
-47.0;-822;66.0;367;138.0;10.0;?
-56.0;-821;80.0;?;112.0;-34.0;-10.0
-40.0;-818;60.0;358;132.0;-67.0;8.0
?;-819;45.0;360;69.0;-112.0;25.0
-30.0;-819;?;359;67.0;-122.0;-15.0
-17.0;-819;-16.0;359;83.0;-116.0;7.0
16.0;-819;18.0;366;97.0;-88.0;47.0
?;-819;?;363;65.0;-35.0;1.0
13.0;-817;-2.0;358;?;-9.0;25.0
?;-814;7.0;362;35.0;39.0;-16.0
59.0;-815;-31.0;363;?;115.0;15.0
103.0;-815;-52.0;363;68.0;165.0;-3.0
106.0;-818;-40.0;361;67.0;179.0;27.0
75.0;-819;19.0;361;41.0;?;?
79.0;-818;-13.0;?;13.0;209.0;25.0
49.0;-819;38.0;362;-10.0;151.0;-19.0
1.0;-822;?;365;-13.0;94.0;-16.0
7.0;-823;35.0;360;-25.0;37.0;-29.0
-1.0;-823;20.0;359;-18.0;9.0;-44.0
-17.0;-824;-6.0;358;-26.0;11.0;?
-5.0;?;-42.0;361;-8.0;17.0;-79.0
1.0;-825;?;365;21.0;25.0;-34.0
5.0;-823;33.0;359;23.0;46.0;-6.0
-13.0;-821;3.0;355;37.0;15.0;49.0
?;-826;?;356;33.0;25.0;37.0
-29.0;-823;63.0;359;45.0;5.0;39.0
-23.0;-819;50.0;362;32.0;15.0;62.0
-16.0;-824;14.0;361;19.0;7.0;55.0
-10.0;-824;11.0;361;51.0;-35.0;69.0
?;-820;65.0;362;84.0;-19.0;89.0
-2.0;-817;114.0;358;52.0;32.0;136.0
6.0;?;77.0;359;54.0;67.0;115.0
2.0;-823;?;365;77.0;64.0;113.0
8.0;-825;94.0;364;51.0;27.0;121.0
-23.0;-824;67.0;361;79.0;12.0;101.0
?;-821;30.0;361;48.0;0.0;?
?;?;29.0;359;57.0;-35.0;40.0
?;-828;42.0;?;50.0;-5.0;?
-40.0;-825;-99.0;360;35.0;-64.0;-26.0
-19.0;-823;?;358;59.0;-84.0;-149.0
32.0;-824;-113.0;?;97.0;-75.0;-204.0
141.0;-822;-166.0;364;171.0;4.0;-130.0
192.0;-819;-127.0;365;191.0;101.0;?
212.0;-815;-13.0;366;229.0;168.0;72.0
200.0;-819;?;363;141.0;224.0;109.0
?;-825;-102.0;357;111.0;305.0;?
143.0;-822;?;363;78.0;301.0;199.0
81.0;-819;33.0;364;?;306.0;215.0
16.0;-819;-59.0;362;-47.0;228.0;148.0
0.0;-820;-52.0;364;-48.0;134.0;-15.0
1.0;-824;-24.0;359;-5.0;56.0;-127.0
-7.0;-821;?;358;83.0;-61.0;47.0
11.0;-815;138.0;359;137.0;-87.0;49.0
4.0;-819;74.0;356;?;-91.0;-16.0
?;-823;130.0;361;128.0;-82.0;38.0
-15.0;-821;26.0;360;136.0;-43.0;9.0
-14.0;-819;-16.0;355;168.0;-77.0;40.0
0.0;-819;72.0;364;141.0;-73.0;95.0
-28.0;-818;7.0;366;106.0;-39.0;28.0
8.0;-815;-55.0;359;62.0;-32.0;-11.0
?;-815;-22.0;356;40.0;86.0;54.0
-26.0;-814;-5.0;359;29.0;117.0;9.0
-50.0;-813;?;367;17.0;?;13.0
-23.0;-813;26.0;?;-24.0;81.0;18.0
-45.0;-816;19.0;359;-35.0;25.0;-75.0
-41.0;?;20.0;369;-3.0;-6.0;-123.0
?;-822;254.0;367;9.0;5.0;-11.0
-59.0;?;195.0;358;83.0;?;92.0
-59.0;?;147.0;371;143.0;-73.0;94.0
-17.0;-824;32.0;375;181.0;-124.0;-11.0
-51.0;-820;?;363;219.0;-136.0;-77.0
?;-815;?;361;214.0;-146.0;-30.0
-14.0;-815;-111.0;365;228.0;-143.0;-66.0
42.0;-815;-169.0;365;171.0;-91.0;-156.0
40.0;-815;-247.0;366;171.0;-86.0;-296.0
45.0;-816;-180.0;366;?;-49.0;-324.0
16.0;-816;-80.0;363;115.0;-13.0;?
33.0;-816;-38.0;363;-7.0;110.0;-19.0
?;-815;13.0;363;-91.0;110.0;134.0
-54.0;?;80.0;363;-194.0;?;206.0
?;-819;63.0;363;-189.0;249.0;182.0
-52.0;-817;82.0;361;-159.0;194.0;6.0
1.0;-819;?;361;-97.0;179.0;-36.0
56.0;-817;-52.0;361;-45.0;86.0;-102.0
40.0;-813;-83.0;363;?;41.0;-332.0
73.0;-821;-158.0;362;73.0;48.0;-347.0
79.0;-824;-160.0;362;56.0;62.0;-326.0
53.0;?;-89.0;367;59.0;90.0;?
?;-817;-67.0;366;12.0;122.0;-169.0
92.0;-820;-118.0;364;62.0;102.0;-164.0
71.0;-820;-184.0;365;35.0;112.0;-44.0
52.0;?;-133.0;361;-11.0;175.0;248.0
44.0;-827;-101.0;362;-48.0;123.0;444.0
56.0;-820;-150.0;369;-63.0;99.0;?
50.0;-818;-133.0;369;-24.0;18.0;89.0
41.0;-819;-108.0;?;52.0;46.0;0.0
33.0;-818;-30.0;367;5.0;25.0;?
17.0;-819;37.0;365;-18.0;53.0;105.0
-4.0;-822;72.0;367;-16.0;?;89.0
-11.0;-823;63.0;366;?;45.0;101.0
-58.0;-823;79.0;364;-2.0;21.0;200.0
-36.0;-823;102.0;360;-33.0;?;275.0
-41.0;-822;99.0;360;-21.0;27.0;265.0
-40.0;-821;47.0;364;10.0;?;190.0
-30.0;-821;72.0;363;15.0;-22.0;63.0
-37.0;-819;46.0;360;52.0;?;0.0
-10.0;-821;-2.0;358;30.0;-37.0;-72.0
-16.0;-823;-51.0;364;56.0;-13.0;-72.0
25.0;-818;-59.0;367;64.0;-33.0;?
59.0;-818;-75.0;362;77.0;9.0;-118.0
100.0;-821;-77.0;?;?;73.0;-10.0
89.0;-819;-67.0;366;59.0;141.0;-33.0
97.0;-824;-38.0;361;22.0;181.0;-16.0
59.0;-827;-38.0;359;-16.0;200.0;47.0
85.0;-820;-62.0;362;-8.0;153.0;101.0
56.0;-822;-56.0;360;-8.0;134.0;?
38.0;-826;?;357;?;67.0;-17.0
?;-820;-46.0;360;38.0;?;-27.0
61.0;-822;-48.0;365;13.0;29.0;-74.0
14.0;-826;-40.0;367;29.0;56.0;-95.0
25.0;-823;-43.0;363;49.0;75.0;-65.0
33.0;-821;12.0;359;36.0;80.0;-79.0
?;-825;-7.0;359;-4.0;?;-42.0
28.0;-828;13.0;359;19.0;46.0;-19.0
-21.0;-823;0.0;?;-23.0;25.0;-100.0
3.0;?;-11.0;358;23.0;?;-92.0
13.0;-827;-23.0;355;25.0;29.0;-92.0
-12.0;-818;-11.0;360;22.0;39.0;-66.0
4.0;-819;-3.0;359;4.0;27.0;-36.0
16.0;-820;?;359;10.0;48.0;42.0
-7.0;-818;32.0;359;11.0;60.0;59.0
2.0;-821;-11.0;?;-7.0;45.0;2.0
-27.0;-824;13.0;358;34.0;-1.0;-85.0
?;-828;?;358;16.0;-10.0;-113.0
-20.0;-828;-25.0;363;8.0;-27.0;-135.0
-13.0;-820;-23.0;363;-2.0;21.0;-123.0
-5.0;-818;-29.0;357;-37.0;26.0;-161.0
-9.0;-818;-4.0;355;-51.0;66.0;-130.0
11.0;-820;-29.0;355;-82.0;86.0;-144.0
50.0;?;-67.0;355;-89.0;159.0;-135.0
?;-826;-76.0;357;-42.0;167.0;-187.0
95.0;-821;?;356;-17.0;159.0;-217.0
116.0;-821;-134.0;355;?;108.0;-250.0
97.0;-820;-162.0;355;14.0;104.0;-181.0
109.0;-822;?;356;-2.0;139.0;-130.0
120.0;-827;-114.0;359;-26.0;159.0;-175.0
76.0;-821;-83.0;356;-62.0;187.0;-205.0
69.0;-816;-60.0;353;-67.0;173.0;-212.0
39.0;-827;-76.0;361;-82.0;152.0;?
33.0;-830;-59.0;361;-74.0;112.0;-151.0
?;-824;-79.0;357;-73.0;134.0;?
22.0;-825;-97.0;357;-60.0;134.0;-127.0
-2.0;-822;?;354;-63.0;88.0;-149.0
-6.0;?;-35.0;352;-83.0;58.0;-130.0
35.0;-822;?;355;-83.0;57.0;-91.0
25.0;?;-29.0;359;-13.0;53.0;-83.0
21.0;-823;?;364;8.0;78.0;-40.0
55.0;-824;-48.0;363;38.0;81.0;-80.0
49.0;-823;-64.0;363;45.0;86.0;-53.0
53.0;-825;?;365;56.0;47.0;-50.0
55.0;-829;-48.0;361;71.0;?;-64.0
?;-823;-36.0;?;54.0;72.0;-59.0
41.0;-820;-53.0;353;50.0;54.0;-46.0
32.0;-827;-52.0;353;?;?;-87.0
36.0;-826;-19.0;358;-22.0;47.0;-135.0
27.0;-825;-52.0;362;-45.0;67.0;-113.0
13.0;?;-48.0;363;-69.0;?;-143.0
?;-824;-95.0;359;-82.0;77.0;-156.0
44.0;-827;-82.0;358;-71.0;83.0;?
?;-824;-74.0;361;-80.0;66.0;?
82.0;-824;-83.0;355;-57.0;91.0;?
82.0;-825;?;355;-24.0;107.0;-242.0
56.0;-824;-56.0;362;-18.0;139.0;-279.0
93.0;?;?;356;-43.0;79.0;-221.0
42.0;-825;-15.0;356;-29.0;44.0;-189.0
-13.0;-824;16.0;363;-67.0;76.0;-85.0
1.0;-821;47.0;359;-39.0;70.0;26.0
-22.0;-822;5.0;356;-57.0;94.0;91.0
-7.0;-818;?;357;?;32.0;91.0
-18.0;-821;-85.0;358;-31.0;9.0;37.0
-18.0;-825;-67.0;362;?;?;-32.0
-27.0;-818;-52.0;363;?;15.0;-57.0
?;-824;-28.0;364;57.0;-18.0;?
10.0;-828;-42.0;360;-3.0;-19.0;-83.0
-27.0;-822;?;360;-33.0;-22.0;-102.0
0.0;-821;-16.0;361;?;9.0;-72.0
34.0;-821;?;359;?;30.0;-78.0
51.0;?;?;360;29.0;62.0;-23.0
65.0;-822;-83.0;?;25.0;52.0;6.0
39.0;-824;-60.0;360;30.0;103.0;32.0
11.0;-825;-19.0;370;-7.0;104.0;32.0
17.0;-824;-8.0;366;-24.0;106.0;6.0
?;-819;3.0;366;?;?;?
?;-819;-25.0;366;-48.0;13.0;-154.0
15.0;-822;-10.0;?;-26.0;-8.0;-189.0
17.0;-822;?;?;-11.0;46.0;-208.0
40.0;-824;-39.0;356;14.0;98.0;-159.0
?;-822;-24.0;357;?;139.0;-68.0
69.0;-824;?;357;74.0;143.0;-17.0
33.0;-830;-32.0;358;46.0;100.0;24.0
?;-821;-24.0;355;43.0;135.0;24.0
-5.0;-821;-8.0;356;-12.0;19.0;12.0
-23.0;-825;5.0;357;9.0;13.0;46.0
-39.0;-821;-8.0;358;2.0;-35.0;65.0
-31.0;-826;11.0;363;27.0;-16.0;126.0
-39.0;-825;29.0;366;?;-1.0;92.0
-23.0;-826;?;364;21.0;-9.0;74.0
-32.0;-818;11.0;365;30.0;?;120.0
-4.0;-814;-34.0;?;32.0;-27.0;76.0
4.0;-822;0.0;357;67.0;-41.0;?
31.0;-822;-41.0;365;52.0;47.0;56.0
26.0;-823;-55.0;356;82.0;68.0;43.0
75.0;-821;-114.0;363;?;90.0;-2.0
103.0;-824;-156.0;362;60.0;86.0;-71.0
115.0;-826;-254.0;?;36.0;94.0;-118.0
170.0;-816;-298.0;364;65.0;159.0;?
254.0;-819;-372.0;362;46.0;159.0;-289.0
339.0;-823;-345.0;355;58.0;168.0;-381.0
432.0;-824;-469.0;373;38.0;262.0;-377.0
522.0;?;-496.0;358;42.0;328.0;-387.0
709.0;-841;-535.0;371;83.0;379.0;-352.0
816.0;-877;-527.0;419;119.0;427.0;-451.0
907.0;-855;?;349;165.0;501.0;-452.0
923.0;-783;-956.0;295;139.0;565.0;-523.0
990.0;-941;-1030.0;490;128.0;?;-544.0
1095.0;-1147;?;689;110.0;741.0;-566.0
?;-995;?;540;145.0;833.0;-553.0
927.0;?;-935.0;290;183.0;809.0;-468.0
929.0;-915;-846.0;347;170.0;778.0;-262.0
920.0;-978;-737.0;435;152.0;?;-168.0
?;?;-653.0;173;187.0;758.0;-223.0
657.0;-757;-482.0;-85;179.0;693.0;?
599.0;-878;-322.0;-22;227.0;?;-104.0
446.0;-1118;-119.0;165;240.0;446.0;?
207.0;-1169;36.0;250;229.0;412.0;657.0
18.0;-1098;132.0;306;111.0;344.0;801.0
-42.0;-1045;268.0;499;44.0;159.0;643.0
-132.0;-910;372.0;?;64.0;-85.0;531.0
-284.0;-845;451.0;737;45.0;-258.0;503.0
-386.0;-503;?;799;13.0;-459.0;432.0
-431.0;-233;391.0;849;-58.0;-533.0;302.0
-460.0;-297;329.0;799;-90.0;-569.0;110.0
-494.0;264;283.0;1168;-103.0;?;110.0
-457.0;?;291.0;?;-152.0;-670.0;76.0
-437.0;-1715;336.0;-678;-154.0;-620.0;112.0
-380.0;-487;326.0;?;-128.0;-527.0;16.0
?;-481;245.0;757;-127.0;-472.0;?
-275.0;-507;224.0;275;-108.0;-359.0;127.0
-302.0;-497;213.0;167;-119.0;-230.0;?
-303.0;-979;169.0;448;-134.0;-97.0;268.0
-240.0;-780;186.0;332;-213.0;-2.0;296.0
?;-829;148.0;358;?;128.0;358.0
-58.0;-857;143.0;362;-408.0;?;467.0
12.0;?;131.0;328;-475.0;516.0;642.0
-246.0;-843;191.0;?;-695.0;?;746.0
-108.0;-803;?;354;-983.0;?;?
-3.0;-813;224.0;371;-1194.0;?;275.0
98.0;-814;213.0;365;-1032.0;1521.0;-178.0
138.0;-819;?;353;-830.0;978.0;-3.0
?;-817;277.0;358;-786.0;230.0;94.0
-285.0;-806;316.0;363;?;-341.0;-247.0
-329.0;-813;252.0;370;-528.0;?;-263.0
?;-821;213.0;353;-493.0;179.0;-389.0
-164.0;-807;78.0;354;-250.0;324.0;-409.0
-122.0;-808;44.0;386;140.0;190.0;-445.0
-22.0;-860;?;321;477.0;-43.0;-501.0
