InertialMeasurementUnit R-SHOE Nav_Ay;InertialMeasurementUnit R-SHOE AngVelNavFrameZ;InertialMeasurementUnit RLA gyroZ;InertialMeasurementUnit R-SHOE Body_Ax;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE Nav_Ax;InertialMeasurementUnit RUA gyroZ;InertialMeasurementUnit R-SHOE AngVelBodyFrameX;Accelerometer RUA^ accX;Accelerometer RKN^ accX;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;InertialMeasurementUnit RLA gyroY
76;99;442.0;-385;118;-7;239.0;-118;-516.0;-135.0;99;64.0
39;?;463.0;?;-90;-224;224.0;90;-478.0;?;?;78.0
43;-37;429.0;-222;-56;?;80.0;56;?;-161.0;-37;173.0
55;-22;-213.0;-285;64;-137;?;-64;-183.0;-157.0;-22;?
22;?;-709.0;-252;-11;-196;299.0;11;-26.0;-140.0;-115;203.0
45;-42;-276.0;-268;9;-166;293.0;-9;-785.0;-114.0;-42;63.0
34;-7;249.0;-256;-11;-192;?;11;?;-354.0;?;315.0
25;?;442.0;-269;?;-176;?;25;-755.0;-273.0;-4;256.0
32;?;777.0;-273;-43;-160;-20.0;?;-464.0;-906.0;-11;152.0
28;-48;607.0;-287;?;-147;145.0;34;-235.0;493.0;-48;94.0
37;-45;334.0;-266;-43;-154;310.0;43;-184.0;801.0;-45;?
37;-15;?;-257;-55;-160;305.0;55;-462.0;-472.0;-15;180.0
?;-15;483.0;-250;-54;-156;287.0;54;-552.0;-167.0;-15;220.0
40;-15;492.0;-256;-53;-156;275.0;53;-533.0;-120.0;-15;74.0
22;-78;370.0;-266;-56;-162;205.0;56;-455.0;-176.0;?;-89.0
44;-207;215.0;-219;-170;-212;175.0;170;-399.0;-92.0;-207;-153.0
-85;-303;76.0;-340;-414;-239;142.0;414;-405.0;-150.0;-303;-133.0
-135;-391;2.0;-423;-763;-201;?;763;-423.0;-236.0;-391;-140.0
?;-553;-30.0;?;-937;-171;94.0;937;-429.0;?;-553;-154.0
-29;-590;-49.0;-366;-1037;-148;92.0;1037;-437.0;-91.0;-590;-167.0
-14;-417;-56.0;?;?;-82;31.0;1140;-444.0;-66.0;-417;-193.0
3;-362;-66.0;-392;-1049;-51;-2.0;1049;-437.0;-190.0;-362;-161.0
-5;-416;-43.0;-399;?;-94;-68.0;1416;-398.0;-187.0;-416;-111.0
58;?;-112.0;-373;-1584;-29;-37.0;1584;-415.0;?;-412;-34.0
174;-400;-119.0;?;-1176;12;-68.0;1176;-414.0;-141.0;-400;-15.0
225;-296;-206.0;?;-1056;-75;-60.0;1056;-406.0;-133.0;?;-13.0
134;-99;-175.0;-358;-835;-20;-126.0;835;-408.0;-203.0;-99;-71.0
97;-83;-97.0;?;-629;43;-43.0;629;-446.0;-172.0;-83;27.0
128;?;-54.0;-353;-604;-10;-19.0;604;-485.0;-101.0;-202;12.0
?;-97;-19.0;-370;?;16;3.0;247;-460.0;-175.0;?;-15.0
85;-384;8.0;-398;143;-23;?;-143;-461.0;-183.0;?;-30.0
30;-689;-54.0;-356;100;-155;13.0;-100;-463.0;-188.0;-689;-75.0
?;-28;-63.0;-348;-197;-151;0.0;197;-429.0;-334.0;-28;13.0
96;315;-80.0;-369;-245;-180;-17.0;245;-458.0;-158.0;315;19.0
94;-29;-59.0;-348;?;-75;-20.0;?;?;?;-29;-40.0
31;194;?;-424;46;-110;-74.0;-46;?;?;194;-74.0
84;98;-115.0;-438;-209;32;-104.0;209;?;23.0;98;-63.0
79;114;-103.0;-439;-184;21;-124.0;184;-487.0;-62.0;114;43.0
-52;341;-125.0;-496;308;-246;-163.0;?;-509.0;-258.0;341;39.0
199;-603;-145.0;?;-752;416;-182.0;752;-491.0;-212.0;-603;?
-13;651;-209.0;-601;1206;-257;-193.0;-1206;-520.0;-140.0;?;15.0
628;-647;?;-134;-412;1041;-220.0;412;-537.0;-181.0;-647;-2.0
1572;5416;-287.0;?;10681;621;-216.0;-10681;-527.0;-150.0;5416;-19.0
662;14564;-345.0;405;24564;-3233;-268.0;?;-531.0;?;14564;-66.0
353;3453;?;-711;4538;-254;-215.0;-4538;-535.0;-61.0;3453;-170.0
576;-2432;-352.0;-486;-4815;1330;-168.0;4815;-512.0;-171.0;?;-148.0
413;?;-257.0;-186;2291;-419;-131.0;-2291;-514.0;-253.0;?;-104.0
?;-769;-97.0;-306;-1012;433;-118.0;1012;-534.0;-145.0;-769;?
489;4;-14.0;-226;196;67;-51.0;-196;-510.0;?;4;-84.0
276;?;71.0;-237;-98;76;-16.0;98;-432.0;-217.0;-97;105.0
269;-118;47.0;-235;-203;49;9.0;?;-442.0;-90.0;-118;65.0
270;-240;83.0;-261;-496;74;-18.0;496;-435.0;-66.0;-240;42.0
201;-343;73.0;?;-567;119;-1.0;567;-434.0;-144.0;?;70.0
183;-319;57.0;-334;-451;116;-33.0;451;-433.0;-234.0;-319;52.0
241;-550;58.0;?;-1257;136;-31.0;1257;-428.0;-232.0;-550;41.0
199;-654;17.0;?;-1745;100;-20.0;1745;-441.0;-164.0;-654;31.0
226;-312;13.0;-333;-1776;123;-11.0;1776;-438.0;-112.0;-312;20.0
326;-131;23.0;-305;-1709;?;?;?;-465.0;-100.0;-131;6.0
255;-234;-28.0;-378;?;302;-42.0;1218;-425.0;-150.0;?;32.0
228;-260;-13.0;-396;-1218;301;-16.0;1218;-422.0;-165.0;?;?
294;-209;-26.0;-354;-872;278;-7.0;872;-436.0;-141.0;-209;?
285;-249;43.0;-355;?;232;2.0;647;?;-170.0;-249;?
307;-176;18.0;-349;-546;262;-3.0;546;-439.0;-120.0;-176;37.0
332;-91;11.0;-337;-8;209;1.0;8;?;-116.0;-91;22.0
?;-156;24.0;?;-69;97;36.0;?;-454.0;-154.0;-156;40.0
209;-78;-3.0;-396;-73;171;15.0;73;-458.0;-100.0;-78;22.0
432;-26;?;-288;-99;217;69.0;99;-472.0;-174.0;-26;-49.0
97;-59;12.0;-461;15;?;70.0;-15;-462.0;-194.0;-59;-74.0
507;-27;-14.0;-246;-155;206;10.0;155;-481.0;-185.0;-27;-66.0
188;?;?;-442;?;235;2.0;-110;-481.0;-206.0;62;-110.0
61;28;?;-534;264;275;-3.0;-264;-469.0;-151.0;28;-93.0
?;238;-117.0;?;333;733;-34.0;-333;?;-94.0;238;?
-66;?;-128.0;-363;5288;1516;-67.0;-5288;?;-162.0;1700;-59.0
4483;2858;-90.0;2307;7940;923;-95.0;-7940;-457.0;-164.0;?;-27.0
6730;?;-82.0;3170;3552;173;?;-3552;-471.0;-94.0;1577;6.0
?;52;-97.0;-1017;358;494;?;?;-460.0;-129.0;52;?
-332;121;-39.0;-702;-90;232;-103.0;90;-460.0;-179.0;?;24.0
764;?;35.0;78;22;21;-95.0;-22;-477.0;-153.0;-3;?
-234;-276;66.0;-530;67;141;?;-67;-498.0;-152.0;-276;-26.0
511;-80;159.0;-115;-40;?;-41.0;40;-493.0;-180.0;-80;20.0
88;-12;269.0;-394;19;176;-59.0;-19;-464.0;?;-12;8.0
205;39;437.0;-306;-37;144;-167.0;37;-479.0;-169.0;39;55.0
307;54;377.0;-197;?;81;-237.0;95;?;-147.0;54;52.0
?;39;43.0;-222;-76;75;-97.0;76;-122.0;-178.0;?;198.0
325;59;-225.0;-167;?;59;502.0;85;-256.0;-193.0;59;284.0
257;33;-71.0;-219;-43;83;272.0;43;-719.0;-148.0;33;133.0
228;15;277.0;-254;57;117;?;-57;-614.0;-205.0;15;?
233;17;310.0;-250;47;114;-90.0;-47;-591.0;-225.0;17;395.0
235;?;341.0;-250;43;?;-8.0;-43;-358.0;-415.0;15;159.0
236;33;83.0;-236;51;105;64.0;-51;-251.0;-730.0;33;-65.0
236;?;?;-233;8;?;-8.0;?;-309.0;636.0;25;?
224;-16;-65.0;?;-18;119;39.0;18;-451.0;399.0;-16;-34.0
229;4;?;-245;?;?;89.0;12;-459.0;-85.0;4;-9.0
234;27;21.0;-240;-13;110;94.0;?;-426.0;-280.0;27;-13.0
230;-7;53.0;-232;-31;104;107.0;31;-373.0;-248.0;-7;-58.0
224;?;84.0;-235;?;?;159.0;17;-371.0;?;-23;-113.0
217;-22;172.0;-243;36;109;127.0;-36;-400.0;-36.0;-22;-69.0
?;14;266.0;-239;18;100;?;-18;-385.0;-44.0;14;-42.0
193;34;309.0;-241;?;?;204.0;35;-411.0;-149.0;34;-22.0
183;-12;324.0;-239;-6;93;181.0;6;-416.0;-281.0;-12;26.0
159;-25;270.0;-230;?;72;152.0;-8;-415.0;-195.0;-25;9.0
158;-18;167.0;-227;-43;?;90.0;43;?;-122.0;-18;?
126;22;93.0;-232;-37;58;62.0;37;-395.0;?;22;55.0
98;7;?;-238;10;58;7.0;?;-397.0;-151.0;7;95.0
96;-55;-19.0;?;13;59;39.0;-13;-392.0;-179.0;-55;109.0
74;18;-71.0;-243;-29;50;31.0;29;?;-137.0;18;11.0
72;92;-70.0;-229;-31;43;27.0;31;-376.0;-91.0;92;-50.0
41;37;-48.0;-233;21;-1;59.0;-21;-382.0;-115.0;37;-92.0
28;-43;58.0;-248;?;54;94.0;?;-382.0;-140.0;-43;-91.0
24;-21;94.0;-209;-78;-74;90.0;78;-381.0;?;-21;-45.0
1;?;76.0;-197;-733;-223;68.0;733;-383.0;?;-292;-74.0
-15;-748;85.0;-316;?;33;90.0;?;-375.0;-159.0;-748;-89.0
-36;-729;141.0;-379;-2096;132;86.0;2096;-378.0;-116.0;-729;-48.0
?;-663;135.0;-277;-1692;54;73.0;1692;-376.0;-114.0;-663;-24.0
90;-573;?;-257;-1564;55;35.0;?;-384.0;-138.0;-573;1.0
48;-318;30.0;-281;-1348;32;2.0;1348;-380.0;-150.0;-318;?
101;-322;9.0;-282;-1051;101;?;1051;-349.0;-137.0;-322;50.0
65;-430;11.0;-343;?;128;-20.0;793;-387.0;-121.0;-430;92.0
18;-362;31.0;-332;-542;42;-29.0;542;-386.0;-111.0;-362;77.0
213;-79;?;?;-705;?;-49.0;705;-377.0;-141.0;-79;54.0
-41;97;-11.0;-286;-252;-106;?;252;?;-145.0;97;12.0
233;130;-8.0;-284;-744;185;-45.0;744;-390.0;-120.0;130;62.0
-17;473;-39.0;-429;-196;145;-12.0;196;-400.0;-163.0;473;40.0
17;394;-47.0;-386;682;252;-56.0;-682;-441.0;-123.0;394;40.0
1391;372;4.0;-63;310;?;-127.0;-310;-440.0;-150.0;372;12.0
-604;2503;-72.0;105;7845;?;-133.0;-7845;-399.0;-121.0;2503;?
?;4038;-196.0;1008;10473;310;-140.0;-10473;-400.0;-201.0;?;-18.0
4182;2524;-285.0;1031;3189;2554;-202.0;-3189;-425.0;-94.0;2524;-60.0
77;726;-299.0;-317;1088;-59;-270.0;-1088;-469.0;9.0;726;-101.0
-266;124;-280.0;-273;?;-264;-290.0;-405;-462.0;-67.0;124;?
?;?;-235.0;?;-155;312;-331.0;155;-471.0;-198.0;?;-88.0
?;-141;-166.0;-315;327;-217;-339.0;?;-463.0;-173.0;-141;-106.0
183;-162;-37.0;-238;-152;206;-346.0;152;-454.0;-132.0;-162;11.0
-76;-58;?;-338;23;68;-392.0;-23;-415.0;-166.0;-58;35.0
13;6;105.0;-264;9;?;?;-9;-380.0;-228.0;6;98.0
101;39;-150.0;-198;-44;?;?;44;-217.0;-213.0;39;-9.0
16;10;-310.0;-238;12;25;-369.0;-12;-124.0;-218.0;10;134.0
47;25;?;-239;-24;65;389.0;24;-341.0;-211.0;25;?
25;23;-429.0;-247;15;51;265.0;-15;?;-256.0;23;198.0
?;-15;21.0;-238;23;51;67.0;-23;?;-231.0;-15;184.0
45;25;162.0;-225;-52;42;?;52;-500.0;-293.0;?;122.0
38;?;123.0;-235;18;52;67.0;-18;-353.0;-596.0;?;68.0
24;2;56.0;-241;25;?;93.0;-25;-301.0;?;2;-148.0
27;15;?;-237;-21;43;109.0;21;-353.0;?;15;-178.0
24;14;181.0;-243;-27;49;156.0;27;-461.0;424.0;14;-107.0
17;?;263.0;-244;-3;46;154.0;3;-460.0;-559.0;5;-76.0
20;-3;235.0;-243;65;47;178.0;-65;?;-314.0;-3;-74.0
26;-6;213.0;-239;-8;51;161.0;8;-372.0;-49.0;-6;-70.0
27;0;182.0;-238;-48;50;120.0;48;?;?;?;?
27;-10;144.0;-239;-28;52;131.0;28;-368.0;-102.0;-10;7.0
27;5;?;-237;-31;48;109.0;31;-388.0;-158.0;5;?
25;14;144.0;-232;?;37;156.0;?;-407.0;-210.0;?;50.0
22;-13;189.0;-230;?;32;129.0;32;-414.0;-194.0;-13;4.0
18;?;204.0;-235;-9;28;128.0;9;-405.0;-104.0;9;-21.0
14;12;134.0;?;35;24;119.0;-35;?;-131.0;12;-66.0
16;-12;103.0;-237;?;?;118.0;-53;-380.0;-198.0;-12;-26.0
?;?;?;-240;37;23;?;-37;-383.0;-210.0;2;-16.0
9;6;65.0;-242;-5;20;81.0;?;-382.0;-163.0;6;30.0
14;6;58.0;-233;-13;11;45.0;13;-378.0;-90.0;?;-9.0
4;-16;62.0;-234;-14;5;56.0;14;-365.0;-139.0;-16;-18.0
?;-53;14.0;-239;-10;13;70.0;10;?;-194.0;-53;-53.0
13;23;28.0;-232;-24;12;?;24;-387.0;-171.0;23;-6.0
4;44;73.0;?;-27;5;46.0;27;-371.0;?;44;?
-8;-36;64.0;-243;18;6;35.0;?;-383.0;?;-36;-23.0
-5;-19;131.0;-239;5;3;39.0;-5;-379.0;-106.0;-19;?
-1;-14;62.0;-235;-27;?;41.0;?;-368.0;-139.0;-14;22.0
4;4;96.0;?;27;2;19.0;?;-367.0;-153.0;4;-11.0
5;5;73.0;-231;20;5;35.0;-20;-361.0;?;5;49.0
-1;-38;56.0;-235;2;1;?;-2;-377.0;-132.0;-38;22.0
?;8;?;?;37;-1;6.0;-37;-368.0;-151.0;8;6.0
3;22;-21.0;?;4;4;?;-4;-380.0;-151.0;22;-15.0
1;-6;-22.0;-234;-5;2;-11.0;5;-372.0;-142.0;-6;-50.0
3;9;2.0;-231;-12;3;45.0;12;-368.0;-150.0;9;-27.0
2;?;38.0;-231;2;1;12.0;-2;-367.0;-131.0;-9;?
-2;-33;21.0;-233;37;-6;44.0;-37;-369.0;-143.0;?;-17.0
2;?;77.0;-232;7;1;46.0;-7;-362.0;?;6;-58.0
4;29;78.0;-232;13;9;67.0;-13;-355.0;-137.0;29;-43.0
?;3;79.0;-236;9;6;75.0;-9;-327.0;-157.0;3;-13.0
?;-28;114.0;-234;-13;-1;57.0;?;-338.0;-128.0;-28;17.0
3;7;129.0;-233;6;2;90.0;?;-376.0;-127.0;7;14.0
-3;36;118.0;-242;19;?;50.0;-19;-353.0;-131.0;36;-19.0
-4;17;131.0;-243;36;4;?;-36;-340.0;-154.0;17;14.0
-3;44;148.0;-238;57;-2;18.0;?;?;?;44;37.0
-8;18;105.0;-241;44;-5;?;-44;-351.0;-126.0;18;60.0
-3;-36;127.0;-236;37;-4;16.0;-37;-366.0;-160.0;-36;65.0
5;10;111.0;-229;53;-3;?;-53;-348.0;-121.0;10;23.0
-1;34;?;-234;?;-5;-32.0;-56;-365.0;-125.0;34;12.0
-6;-2;35.0;-238;38;-6;-47.0;-38;-378.0;-113.0;-2;14.0
-1;-13;-2.0;-234;26;0;-42.0;-26;-355.0;-155.0;-13;24.0
1;-17;-2.0;-231;28;-2;-50.0;-28;-341.0;-152.0;-17;?
-1;-7;-52.0;-234;-5;-10;?;?;-351.0;-123.0;-7;-7.0
2;-26;-69.0;?;-21;-5;-20.0;21;?;-147.0;-26;-38.0
-5;?;?;?;-3;5;-25.0;3;-316.0;-124.0;-29;-16.0
-10;33;-24.0;-247;-21;0;-28.0;21;-350.0;-135.0;33;?
3;19;4.0;-234;6;-2;28.0;-6;-352.0;-96.0;19;48.0
0;-2;48.0;-237;60;7;46.0;-60;-357.0;-134.0;-2;-71.0
-6;10;83.0;-244;12;3;67.0;-12;-350.0;-119.0;10;-72.0
-2;-14;154.0;-242;-7;?;71.0;7;?;-114.0;-14;?
-6;-36;158.0;-247;16;-4;53.0;?;-349.0;-124.0;-36;-44.0
-6;-36;81.0;-247;14;-4;-39.0;-14;-304.0;-114.0;-36;1.0
-4;-12;58.0;-245;64;-3;?;-64;?;-95.0;?;-1.0
-5;5;146.0;-247;36;0;-117.0;-36;-358.0;-50.0;5;110.0
-3;9;152.0;-244;28;?;-186.0;-28;-340.0;-90.0;9;236.0
1;18;-13.0;?;39;-8;-149.0;?;-307.0;-79.0;18;276.0
?;5;-155.0;-242;-14;1;-105.0;14;-333.0;-21.0;5;233.0
-1;-14;-189.0;-244;5;0;-11.0;-5;-359.0;-60.0;-14;76.0
-6;-6;-94.0;-249;-27;-2;?;27;-390.0;-79.0;-6;-22.0
-5;?;9.0;?;-35;1;52.0;35;-392.0;-59.0;?;-26.0
-5;1;?;-250;12;?;86.0;-12;-376.0;?;1;-98.0
?;4;156.0;?;5;-11;67.0;?;-353.0;-40.0;4;-62.0
-5;-14;124.0;-252;39;-5;111.0;-39;-331.0;-4.0;-14;?
-2;9;121.0;-247;?;1;100.0;-61;-300.0;-18.0;9;-77.0
-2;40;133.0;-247;19;0;143.0;-19;-337.0;-38.0;40;-23.0
-8;?;182.0;-253;7;0;91.0;-7;-313.0;-55.0;?;23.0
-10;?;?;-257;27;-7;89.0;-27;-321.0;-28.0;16;54.0
-4;1;185.0;-251;68;-9;118.0;-68;-341.0;1.0;1;52.0
-1;7;178.0;-247;87;-1;80.0;-87;-357.0;3.0;7;41.0
?;40;211.0;-245;43;-5;?;-43;-343.0;?;40;44.0
1;-4;?;?;?;-5;87.0;-43;-355.0;-5.0;-4;?
-8;5;176.0;-252;34;-10;72.0;?;-324.0;-10.0;?;?
?;17;76.0;-252;-11;-16;70.0;11;-315.0;-20.0;17;?
-4;-41;?;?;-66;-13;33.0;66;-301.0;0.0;-41;-47.0
-6;-15;32.0;?;-104;-9;37.0;104;-295.0;10.0;-15;-58.0
?;3;-20.0;-242;-62;?;22.0;62;-303.0;21.0;3;-83.0
?;-26;6.0;-244;-54;?;37.0;54;-301.0;18.0;-26;-68.0
-6;-17;-31.0;-250;-30;?;45.0;30;?;7.0;-17;-119.0
0;-36;-27.0;-245;15;6;67.0;-15;-299.0;-19.0;-36;-92.0
-2;-26;-25.0;-249;-9;-3;55.0;9;-275.0;-8.0;-26;-73.0
?;26;17.0;-251;-32;-7;67.0;32;?;8.0;26;-43.0
0;-4;49.0;-247;-44;0;81.0;44;-282.0;3.0;-4;-13.0
-1;-16;70.0;-244;-23;2;72.0;23;-292.0;7.0;-16;-27.0
-1;4;77.0;-247;11;-3;66.0;?;-283.0;?;4;-30.0
-6;-11;73.0;?;0;-5;69.0;0;-272.0;-13.0;-11;-11.0
-11;-26;61.0;-258;-1;?;74.0;1;-281.0;6.0;-26;-20.0
-9;-26;?;?;16;?;42.0;-16;-306.0;17.0;?;-9.0
-7;2;?;-257;16;0;67.0;-16;-267.0;39.0;2;-45.0
?;4;18.0;-254;24;3;84.0;-24;-278.0;39.0;4;-45.0
-7;25;34.0;-256;19;-5;?;-19;-273.0;50.0;25;?
?;67;49.0;-258;-12;-7;95.0;12;-285.0;31.0;67;-62.0
1;54;122.0;-250;-23;-1;84.0;23;-265.0;34.0;54;-19.0
4;2;?;-246;-23;-2;88.0;23;?;-11.0;2;-77.0
-4;-31;59.0;?;-19;-5;89.0;19;?;-23.0;-31;-96.0
-12;9;42.0;-260;?;-1;91.0;-13;-230.0;-87.0;9;-14.0
-7;?;34.0;-254;55;0;96.0;-55;-231.0;?;21;-16.0
4;-9;70.0;?;50;-2;97.0;?;-243.0;-5.0;-9;39.0
9;9;?;-240;25;-8;41.0;-25;-267.0;8.0;9;37.0
8;18;-4.0;-240;-32;-12;36.0;32;-245.0;12.0;18;43.0
4;0;-2.0;-242;-104;-4;-11.0;104;-255.0;?;0;73.0
3;-2;-7.0;-242;-15;-1;0.0;15;-252.0;?;-2;19.0
9;12;32.0;?;64;?;30.0;-64;-227.0;22.0;12;19.0
3;1;15.0;-243;40;-3;54.0;-40;-232.0;-14.0;1;-20.0
-12;-3;32.0;-261;15;-15;?;-15;-220.0;-3.0;-3;-34.0
-7;16;122.0;-255;-23;-6;43.0;23;-255.0;-19.0;?;-7.0
6;?;196.0;-242;11;-3;47.0;-11;-293.0;0.0;1;56.0
1;4;260.0;-246;-12;-2;58.0;12;-323.0;0.0;4;106.0
-1;?;229.0;?;-41;1;58.0;41;-293.0;12.0;?;74.0
?;-12;?;-245;6;-4;28.0;-6;-237.0;20.0;-12;?
?;-24;-125.0;-250;27;?;-48.0;-27;-187.0;19.0;-24;-11.0
-1;1;-196.0;-248;32;-2;-55.0;-32;-203.0;4.0;1;-21.0
?;?;-226.0;-244;-16;5;-19.0;16;-226.0;?;18;-21.0
?;10;-146.0;-247;-1;-1;7.0;1;-276.0;1.0;10;36.0
-7;4;-71.0;-252;5;-5;?;-5;-300.0;?;4;88.0
-4;-7;9.0;-249;-35;?;30.0;35;-311.0;1.0;-7;144.0
?;-4;39.0;-241;-13;-2;-10.0;13;-274.0;-13.0;-4;84.0
2;?;48.0;-243;-45;-1;?;45;-242.0;-11.0;10;34.0
?;?;113.0;-248;-48;-2;25.0;48;-219.0;20.0;-25;-31.0
-6;-26;215.0;-253;-22;-5;62.0;22;-265.0;3.0;-26;66.0
-1;2;?;-249;-20;-2;95.0;20;-279.0;7.0;2;47.0
6;?;219.0;-240;13;1;61.0;-13;-257.0;11.0;-5;35.0
1;6;152.0;-244;18;-1;63.0;-18;-237.0;-20.0;6;53.0
0;10;73.0;-245;-23;-4;32.0;23;-225.0;11.0;10;42.0
-2;?;48.0;-247;-54;-2;13.0;54;-255.0;-5.0;-14;59.0
-9;-29;27.0;-255;-36;0;-7.0;36;-283.0;-1.0;-29;18.0
?;2;?;?;14;0;-24.0;-14;-272.0;13.0;?;-1.0
-7;?;?;-252;38;7;-93.0;-38;-254.0;-11.0;?;-30.0
-7;38;-129.0;-252;38;6;-56.0;-38;-263.0;-19.0;38;-31.0
-2;15;-168.0;-250;12;-6;-81.0;-12;-250.0;-16.0;15;-51.0
4;-15;-121.0;-244;-46;-5;-69.0;46;-243.0;15.0;-15;?
7;4;-86.0;-241;-33;1;-35.0;33;?;13.0;4;33.0
3;30;-43.0;-245;?;-3;-57.0;0;-283.0;13.0;30;45.0
-7;15;-58.0;-255;-26;-11;-59.0;26;-252.0;-19.0;15;-28.0
-6;?;-48.0;-255;-25;-11;-50.0;25;-206.0;-6.0;16;?
2;4;-26.0;-245;12;1;-39.0;-12;-223.0;3.0;4;-37.0
-2;-15;32.0;-247;50;3;?;-50;-264.0;-28.0;-15;30.0
-4;-13;13.0;-252;2;-7;?;-2;-284.0;-30.0;?;54.0
-2;-34;?;-249;-15;-4;-2.0;15;-264.0;-19.0;?;?
-6;-43;46.0;-251;26;0;-19.0;-26;-235.0;10.0;?;-54.0
-2;-17;25.0;-249;8;-1;34.0;-8;-247.0;-1.0;?;-35.0
1;-7;12.0;-247;?;-1;79.0;-27;-249.0;-17.0;-7;-47.0
-12;5;?;-258;-5;-6;62.0;5;-249.0;-38.0;5;-23.0
-3;?;40.0;-252;-34;-6;64.0;34;-271.0;2.0;-1;-48.0
8;-15;?;-242;-11;2;35.0;11;-288.0;8.0;?;-111.0
-4;-4;38.0;-253;-23;0;3.0;23;-207.0;-7.0;?;-95.0
?;-12;?;-255;-6;-1;-56.0;6;-244.0;-1.0;-12;-7.0
-6;-16;110.0;-254;-9;-5;-20.0;9;-275.0;9.0;?;117.0
-3;-18;?;?;-7;-9;?;7;-264.0;-11.0;-18;?
-1;-22;40.0;-250;9;-4;?;-9;?;-2.0;-22;228.0
-4;20;-35.0;-249;-5;12;?;5;-282.0;0.0;20;233.0
-1;47;-101.0;-247;30;12;-83.0;-30;-306.0;8.0;47;185.0
-3;5;-132.0;-254;52;?;-115.0;-52;-298.0;10.0;5;140.0
-2;-27;-137.0;-251;10;1;-125.0;-10;?;10.0;?;?
1;?;-101.0;?;27;5;-73.0;?;-299.0;-11.0;-7;61.0
3;29;-45.0;-248;29;-4;-107.0;-29;-301.0;-28.0;29;37.0
?;?;-55.0;?;24;-1;-69.0;-24;-305.0;?;20;18.0
2;-4;-104.0;-246;57;2;-30.0;-57;-274.0;-30.0;-4;-77.0
3;-10;-132.0;-247;?;-7;-27.0;-38;-226.0;?;-10;-82.0
?;-37;-85.0;-254;52;-10;-49.0;-52;-238.0;13.0;-37;-9.0
-1;-1;-125.0;-251;?;-5;?;-4;-269.0;-4.0;-1;43.0
2;42;-119.0;-249;-26;-4;?;26;-299.0;2.0;42;-33.0
2;-5;-146.0;-247;33;-5;?;?;-212.0;3.0;-5;-49.0
8;-35;-166.0;-239;7;-4;?;-7;?;14.0;-35;-62.0
-4;?;-123.0;-249;-7;-1;25.0;7;-254.0;-9.0;-27;21.0
-9;-21;1.0;-254;1;-1;-27.0;-1;?;-25.0;-21;97.0
-7;?;32.0;-251;-8;-1;84.0;8;-257.0;-15.0;-31;86.0
-5;-13;98.0;-252;?;-1;33.0;1;-304.0;-41.0;-13;131.0
4;6;57.0;-246;-4;-3;?;4;-342.0;5.0;6;-29.0
3;6;247.0;-246;-4;-3;95.0;4;-406.0;11.0;6;-280.0
-1;35;294.0;-250;0;-2;186.0;0;?;20.0;35;-250.0
-1;23;314.0;-250;-12;0;194.0;12;-318.0;-3.0;23;-221.0
-2;21;312.0;-251;?;?;178.0;7;-309.0;-18.0;21;-139.0
?;4;175.0;?;-7;-3;66.0;7;?;-13.0;4;?
?;-11;-13.0;?;-23;-8;30.0;23;-212.0;-30.0;-11;-26.0
-5;16;-41.0;-254;4;-4;3.0;-4;-226.0;5.0;16;34.0
-9;-21;-77.0;-256;22;2;-22.0;-22;-288.0;17.0;-21;140.0
1;11;-90.0;-249;7;3;-61.0;-7;-300.0;8.0;11;110.0
-2;34;-123.0;-252;44;2;-77.0;-44;-258.0;14.0;?;49.0
-13;0;-125.0;-257;66;5;-77.0;-66;-262.0;25.0;?;-37.0
-6;6;-11.0;-255;48;-5;-24.0;-48;-264.0;-7.0;6;55.0
-1;5;39.0;?;83;-14;-12.0;?;-274.0;-19.0;5;?
?;42;44.0;-246;89;?;42.0;-89;-273.0;9.0;42;80.0
?;?;?;-240;57;0;21.0;-57;-263.0;9.0;30;8.0
1;23;88.0;?;65;-4;24.0;-65;-279.0;20.0;23;-7.0
?;32;?;-247;40;-4;28.0;?;-276.0;-9.0;?;6.0
7;-16;120.0;-242;-59;-8;?;59;-283.0;-9.0;-16;0.0
7;-8;77.0;-241;-55;-2;36.0;55;-248.0;20.0;-8;7.0
7;9;161.0;-238;30;7;52.0;-30;-272.0;-4.0;?;0.0
1;1;176.0;-242;-20;11;?;20;-293.0;?;?;16.0
2;-18;164.0;-243;-3;9;18.0;3;-280.0;-16.0;-18;53.0
6;-66;124.0;-240;44;4;-54.0;-44;-319.0;-10.0;-66;115.0
8;-52;-25.0;-238;-15;0;-59.0;15;?;31.0;-52;102.0
10;1;-174.0;-239;3;-3;-102.0;-3;-255.0;20.0;1;117.0
-7;2;-131.0;-253;-21;1;-64.0;?;-283.0;8.0;?;79.0
-9;-10;-174.0;-256;-53;0;-32.0;53;-304.0;13.0;-10;84.0
0;?;-172.0;-251;-23;-4;-44.0;23;-275.0;-9.0;-18;0.0
-2;-8;-137.0;?;-37;-3;-53.0;37;-274.0;-19.0;-8;-78.0
1;16;-104.0;-249;-12;-3;-9.0;12;-294.0;10.0;16;-108.0
-3;-9;?;-253;27;-7;62.0;-27;-309.0;-1.0;-9;-117.0
-7;-7;96.0;-257;-10;-11;109.0;10;-306.0;37.0;-7;-88.0
-6;12;143.0;-255;-61;-1;74.0;61;-297.0;21.0;12;?
