Accelerometer RWR accX;Accelerometer RUA^ accX;InertialMeasurementUnit L-SHOE EuZ;Accelerometer BACK accZ;Accelerometer HIP accZ;InertialMeasurementUnit RLA accZ
-284.0;?;-177;-442.0;?;476.0
-307.0;?;?;-483.0;430.0;461.0
-271.0;56.0;-177;-461.0;387.0;450.0
-268.0;?;-177;-446.0;417.0;?
?;?;-177;?;402.0;439.0
?;26.0;-177;-452.0;440.0;441.0
-313.0;36.0;-177;-413.0;?;439.0
-276.0;49.0;-177;?;410.0;448.0
-294.0;63.0;-177;-458.0;450.0;?
-264.0;21.0;-177;-439.0;422.0;449.0
-305.0;62.0;?;?;423.0;457.0
-342.0;57.0;-177;-409.0;410.0;461.0
-331.0;?;?;-460.0;?;463.0
-300.0;23.0;-177;?;435.0;?
-308.0;26.0;-177;-447.0;435.0;467.0
?;30.0;-177;?;?;?
-314.0;32.0;-177;-434.0;445.0;?
-284.0;?;?;-445.0;395.0;472.0
?;12.0;-177;-463.0;427.0;464.0
?;?;-177;-456.0;425.0;468.0
-304.0;15.0;-177;?;?;468.0
-279.0;43.0;-177;-462.0;?;463.0
-295.0;38.0;-177;-434.0;?;466.0
?;10.0;-177;-457.0;?;458.0
-286.0;?;-177;-472.0;419.0;468.0
-334.0;22.0;?;-470.0;399.0;?
?;?;-177;?;413.0;473.0
-309.0;19.0;?;-440.0;420.0;472.0
-353.0;19.0;-177;?;420.0;?
?;?;-177;-448.0;432.0;463.0
-266.0;28.0;-177;-419.0;446.0;454.0
-320.0;15.0;?;-449.0;408.0;449.0
-313.0;12.0;?;-474.0;?;440.0
-237.0;?;?;?;415.0;436.0
-289.0;49.0;-177;-435.0;413.0;443.0
-284.0;?;?;-438.0;409.0;453.0
-335.0;19.0;-177;-457.0;436.0;459.0
-300.0;27.0;-177;?;422.0;?
-356.0;16.0;-177;-439.0;?;468.0
-316.0;?;-177;-449.0;410.0;469.0
-305.0;41.0;-177;-447.0;425.0;455.0
-336.0;20.0;-177;?;436.0;454.0
-310.0;44.0;?;-463.0;?;443.0
-279.0;47.0;-177;-460.0;419.0;?
?;38.0;-177;?;?;?
-339.0;6.0;-177;-453.0;463.0;472.0
-359.0;?;-177;-466.0;428.0;482.0
?;?;-177;?;432.0;?
-296.0;-11.0;-177;-454.0;465.0;487.0
-268.0;-1.0;-177;-447.0;456.0;479.0
-290.0;29.0;-177;-471.0;434.0;460.0
-281.0;60.0;-177;?;439.0;445.0
-291.0;37.0;?;-459.0;467.0;428.0
-304.0;?;?;-472.0;?;?
-302.0;?;-177;-476.0;464.0;?
-352.0;26.0;-177;-460.0;474.0;448.0
-311.0;35.0;-177;-460.0;?;462.0
-286.0;26.0;-177;-451.0;471.0;463.0
-305.0;37.0;-177;-440.0;474.0;478.0
?;47.0;-177;-440.0;448.0;483.0
-292.0;47.0;-177;-430.0;458.0;479.0
-316.0;?;-177;-443.0;475.0;484.0
-298.0;20.0;-177;-446.0;476.0;484.0
-311.0;39.0;-177;-445.0;467.0;479.0
-275.0;?;-177;-456.0;475.0;?
-261.0;30.0;-177;-439.0;456.0;476.0
-334.0;?;?;?;447.0;?
-372.0;?;-177;-424.0;476.0;?
-359.0;25.0;?;-434.0;480.0;459.0
-319.0;11.0;?;?;477.0;?
-322.0;14.0;?;-429.0;463.0;453.0
-324.0;31.0;?;-454.0;?;458.0
-275.0;49.0;-177;-452.0;?;?
-281.0;30.0;-177;?;452.0;457.0
-254.0;37.0;-177;-450.0;464.0;474.0
-266.0;55.0;-177;-460.0;489.0;453.0
-270.0;85.0;-177;?;455.0;?
-297.0;37.0;?;?;477.0;468.0
-279.0;49.0;-177;?;490.0;471.0
-309.0;?;-177;?;483.0;469.0
-281.0;36.0;-177;-423.0;480.0;?
-278.0;30.0;-177;?;416.0;?
?;49.0;?;-439.0;487.0;478.0
?;?;?;-431.0;450.0;472.0
-293.0;49.0;-177;-417.0;?;461.0
?;38.0;-177;-453.0;457.0;455.0
-294.0;?;?;-427.0;469.0;?
?;14.0;-177;-495.0;442.0;450.0
-305.0;?;-177;?;466.0;?
-310.0;33.0;-177;-420.0;469.0;456.0
-286.0;10.0;-177;-439.0;453.0;448.0
?;26.0;-177;-458.0;?;452.0
-267.0;?;-177;-436.0;461.0;460.0
?;28.0;-177;?;435.0;455.0
-248.0;28.0;-177;-429.0;433.0;?
-232.0;55.0;-177;-421.0;491.0;452.0
?;?;-177;?;?;444.0
?;?;-177;-447.0;486.0;440.0
-313.0;69.0;-177;-435.0;476.0;446.0
?;50.0;-177;-426.0;464.0;450.0
-241.0;?;-177;-445.0;?;472.0
?;49.0;-177;-435.0;447.0;481.0
-223.0;33.0;-177;-451.0;443.0;486.0
-207.0;16.0;-177;-433.0;445.0;470.0
-272.0;48.0;-177;-421.0;?;459.0
?;58.0;-177;-401.0;407.0;?
-278.0;58.0;-177;?;?;425.0
-280.0;?;-177;-450.0;437.0;416.0
-285.0;84.0;-177;-425.0;450.0;411.0
-280.0;56.0;-177;-414.0;?;411.0
-323.0;48.0;-177;-427.0;421.0;423.0
-254.0;43.0;-177;?;445.0;451.0
?;16.0;-177;-434.0;393.0;?
-277.0;26.0;-176;-409.0;454.0;469.0
-286.0;55.0;-176;-477.0;395.0;466.0
?;60.0;-177;-460.0;438.0;462.0
-275.0;?;-176;-407.0;426.0;448.0
-242.0;74.0;?;-425.0;?;?
-311.0;72.0;-176;-437.0;?;433.0
-304.0;23.0;-176;-449.0;411.0;?
?;27.0;-176;-441.0;433.0;428.0
-204.0;56.0;-176;-430.0;410.0;?
-293.0;69.0;-176;-440.0;?;439.0
-279.0;42.0;-176;-437.0;426.0;442.0
-301.0;-8.0;-176;-426.0;426.0;445.0
-286.0;19.0;-176;-458.0;405.0;455.0
-283.0;9.0;-176;-441.0;?;461.0
-272.0;32.0;-176;?;413.0;?
-295.0;35.0;?;-435.0;?;?
-252.0;28.0;-176;-450.0;?;?
-302.0;43.0;-176;?;415.0;441.0
-292.0;27.0;-176;-454.0;414.0;435.0
-307.0;28.0;-176;-438.0;408.0;442.0
?;32.0;?;-426.0;446.0;?
-314.0;39.0;-176;-426.0;?;446.0
?;34.0;?;-430.0;420.0;454.0
-266.0;12.0;?;-439.0;425.0;457.0
-278.0;37.0;?;?;443.0;?
-305.0;43.0;?;?;?;463.0
?;58.0;?;?;434.0;454.0
-259.0;38.0;-176;?;?;?
-298.0;57.0;-176;-408.0;411.0;454.0
?;38.0;?;-408.0;425.0;?
-265.0;58.0;?;-400.0;421.0;455.0
-268.0;45.0;-176;?;444.0;456.0
-299.0;47.0;?;-406.0;435.0;453.0
-310.0;34.0;-176;-391.0;?;452.0
?;?;-176;-402.0;416.0;445.0
-354.0;48.0;-176;-411.0;455.0;450.0
-279.0;70.0;?;?;422.0;446.0
-350.0;62.0;-176;-414.0;?;447.0
-313.0;37.0;?;?;444.0;452.0
-300.0;39.0;-176;-409.0;462.0;451.0
-272.0;43.0;-176;-410.0;445.0;464.0
-321.0;50.0;?;-400.0;436.0;471.0
-270.0;37.0;?;-398.0;426.0;479.0
?;64.0;-176;-406.0;437.0;?
-301.0;66.0;-176;-426.0;438.0;474.0
-272.0;65.0;-176;-394.0;?;465.0
-306.0;58.0;-176;?;451.0;462.0
?;?;-176;?;?;?
-288.0;46.0;-176;?;?;?
-289.0;?;-176;?;426.0;?
-304.0;53.0;-176;-402.0;?;454.0
?;64.0;-176;?;?;459.0
?;57.0;-176;?;443.0;463.0
-343.0;45.0;-176;?;433.0;?
-333.0;48.0;-176;?;425.0;479.0
-287.0;46.0;-176;-391.0;456.0;?
?;48.0;-176;-370.0;455.0;477.0
?;46.0;?;-402.0;418.0;469.0
-292.0;56.0;-176;-421.0;457.0;470.0
?;48.0;-176;?;453.0;463.0
-280.0;38.0;?;-399.0;451.0;458.0
?;37.0;-176;?;449.0;449.0
-271.0;30.0;?;-393.0;444.0;446.0
?;?;-176;-384.0;430.0;?
-272.0;60.0;-176;?;439.0;436.0
-306.0;49.0;?;-412.0;458.0;441.0
-290.0;?;-176;-388.0;435.0;448.0
-293.0;?;-176;?;?;454.0
?;60.0;-176;?;?;?
-304.0;42.0;-176;-409.0;443.0;?
-313.0;60.0;-176;-410.0;?;464.0
-272.0;67.0;-176;-400.0;447.0;469.0
-292.0;66.0;-176;-400.0;431.0;465.0
?;60.0;-176;-409.0;?;460.0
-272.0;?;?;?;?;?
-258.0;56.0;-176;-427.0;444.0;?
-322.0;?;-176;?;436.0;458.0
?;19.0;-176;?;?;464.0
-324.0;39.0;-176;-404.0;459.0;466.0
-316.0;?;-176;-460.0;461.0;464.0
?;37.0;-176;-449.0;?;?
?;26.0;-176;-464.0;?;457.0
-235.0;28.0;-176;-459.0;457.0;454.0
?;14.0;?;-434.0;415.0;455.0
-269.0;31.0;-176;-421.0;447.0;450.0
-303.0;?;?;-435.0;439.0;450.0
-304.0;35.0;-176;-451.0;?;454.0
-311.0;?;?;-430.0;459.0;450.0
?;?;-176;-430.0;451.0;450.0
?;?;-176;-420.0;?;441.0
?;24.0;-176;-432.0;424.0;444.0
-272.0;39.0;-176;-441.0;430.0;441.0
-306.0;28.0;?;-451.0;438.0;445.0
?;38.0;-176;-427.0;458.0;448.0
-304.0;20.0;-176;-412.0;428.0;453.0
-328.0;39.0;-176;-444.0;?;459.0
-329.0;?;-176;-441.0;428.0;467.0
-301.0;5.0;-176;-420.0;443.0;445.0
-313.0;6.0;-176;?;426.0;469.0
-291.0;36.0;-176;-429.0;445.0;484.0
-254.0;35.0;-176;-438.0;?;450.0
?;24.0;-176;?;426.0;446.0
-294.0;42.0;?;-431.0;425.0;?
-326.0;40.0;-176;?;?;441.0
?;?;-176;-428.0;405.0;?
-290.0;39.0;-176;-411.0;436.0;452.0
-290.0;54.0;-176;-432.0;440.0;449.0
-320.0;41.0;-176;-430.0;421.0;453.0
?;46.0;-176;?;455.0;456.0
?;?;-176;?;427.0;455.0
?;56.0;-176;-402.0;427.0;?
-282.0;36.0;-176;-425.0;421.0;450.0
-288.0;42.0;?;-439.0;443.0;453.0
-292.0;?;-176;-419.0;428.0;?
-306.0;?;-176;-421.0;424.0;448.0
-322.0;?;-176;-427.0;434.0;449.0
-296.0;47.0;-176;-402.0;455.0;?
-324.0;45.0;?;-399.0;?;444.0
?;27.0;?;-419.0;445.0;448.0
-248.0;47.0;-176;-420.0;433.0;450.0
?;?;?;-401.0;?;452.0
-276.0;27.0;-176;?;423.0;454.0
-270.0;29.0;-176;-441.0;444.0;458.0
-304.0;?;-176;-436.0;434.0;465.0
?;48.0;-176;-432.0;425.0;461.0
-278.0;19.0;-176;-437.0;425.0;?
-311.0;39.0;-176;?;461.0;453.0
-297.0;49.0;-176;-422.0;444.0;453.0
-281.0;?;?;-433.0;433.0;447.0
-336.0;38.0;-176;-448.0;434.0;450.0
-328.0;46.0;?;-406.0;455.0;454.0
-315.0;37.0;?;-422.0;417.0;454.0
-295.0;33.0;-176;-423.0;415.0;456.0
-314.0;35.0;-176;?;424.0;459.0
?;50.0;-176;-440.0;?;456.0
-295.0;45.0;-176;-439.0;442.0;?
-327.0;48.0;-176;?;408.0;443.0
-295.0;46.0;?;?;426.0;439.0
-318.0;42.0;-176;-430.0;423.0;439.0
?;?;?;-457.0;410.0;439.0
?;?;-176;-459.0;452.0;439.0
-317.0;?;-176;-474.0;444.0;443.0
-312.0;38.0;-176;-441.0;427.0;456.0
-312.0;26.0;-176;?;424.0;464.0
-342.0;20.0;-176;-469.0;426.0;?
-323.0;16.0;?;-460.0;417.0;463.0
-309.0;10.0;-176;-444.0;414.0;465.0
-318.0;26.0;-176;-455.0;?;?
-326.0;41.0;-176;-444.0;425.0;?
?;31.0;-176;-448.0;407.0;449.0
?;36.0;-176;-460.0;433.0;?
-290.0;51.0;-176;-461.0;?;?
-317.0;38.0;?;?;416.0;438.0
-273.0;45.0;-176;-458.0;405.0;439.0
-297.0;47.0;-176;-447.0;450.0;434.0
-307.0;48.0;?;-454.0;408.0;436.0
-333.0;23.0;?;-418.0;440.0;441.0
?;-8.0;?;-416.0;445.0;443.0
-372.0;1.0;-176;-430.0;434.0;448.0
-353.0;?;?;-409.0;438.0;?
-333.0;-21.0;-176;-428.0;458.0;461.0
-281.0;-3.0;-176;-443.0;443.0;468.0
-335.0;-5.0;-176;-444.0;?;475.0
-343.0;18.0;-176;-459.0;467.0;460.0
-372.0;40.0;-176;?;456.0;450.0
-342.0;1.0;-176;-430.0;456.0;431.0
-316.0;?;-176;?;454.0;430.0
-346.0;-10.0;?;-520.0;?;431.0
-336.0;-11.0;-176;-517.0;503.0;446.0
?;29.0;-176;-474.0;499.0;?
-277.0;25.0;-176;-488.0;463.0;458.0
-253.0;31.0;-176;-497.0;442.0;?
-352.0;2.0;-176;-484.0;447.0;478.0
-225.0;8.0;-176;-461.0;470.0;469.0
-201.0;?;-176;-498.0;465.0;470.0
-261.0;47.0;-176;-505.0;454.0;462.0
-271.0;?;-176;-460.0;454.0;453.0
-299.0;12.0;-176;-513.0;?;446.0
?;16.0;-176;-530.0;441.0;442.0
-337.0;9.0;-176;-490.0;?;444.0
-295.0;-13.0;-176;-509.0;445.0;448.0
-267.0;-2.0;-176;-500.0;456.0;451.0
-312.0;17.0;-176;-510.0;465.0;450.0
-275.0;17.0;-176;-504.0;442.0;445.0
?;27.0;-176;?;437.0;442.0
-280.0;10.0;-176;?;?;?
-339.0;8.0;-176;-506.0;447.0;443.0
-304.0;18.0;-176;-481.0;461.0;439.0
-301.0;18.0;-176;-463.0;467.0;446.0
-293.0;45.0;-176;-487.0;?;?
-279.0;47.0;-176;-456.0;449.0;458.0
-267.0;?;?;-446.0;438.0;459.0
-324.0;?;-176;-466.0;428.0;461.0
-337.0;42.0;-176;-465.0;421.0;?
-293.0;27.0;-176;-513.0;457.0;454.0
-323.0;28.0;-176;?;486.0;453.0
-314.0;32.0;-176;-474.0;?;448.0
-313.0;54.0;-176;-462.0;415.0;?
-307.0;33.0;-176;-494.0;445.0;443.0
-308.0;33.0;-176;-505.0;448.0;447.0
?;12.0;-176;-384.0;477.0;447.0
-370.0;61.0;-176;-484.0;463.0;445.0
-288.0;-6.0;-176;-425.0;?;?
-313.0;-31.0;-176;?;437.0;449.0
-320.0;?;-176;?;457.0;468.0
?;14.0;-176;-464.0;460.0;465.0
-304.0;19.0;-176;-508.0;?;454.0
-310.0;-2.0;-176;-435.0;470.0;462.0
-302.0;22.0;?;-505.0;482.0;448.0
-319.0;72.0;-176;-510.0;448.0;460.0
-288.0;-28.0;-176;-452.0;469.0;455.0
-282.0;?;-176;-458.0;?;464.0
-304.0;?;-176;-470.0;?;459.0
-255.0;41.0;?;?;455.0;454.0
-298.0;?;-176;-471.0;485.0;453.0
-300.0;66.0;?;?;458.0;454.0
-295.0;25.0;-176;-476.0;486.0;456.0
-289.0;15.0;-176;-462.0;464.0;461.0
-266.0;?;?;-484.0;476.0;464.0
-259.0;?;-176;-476.0;446.0;467.0
-315.0;22.0;?;-489.0;?;465.0
-326.0;18.0;-176;?;?;454.0
-319.0;28.0;?;-476.0;492.0;459.0
-354.0;18.0;-176;-469.0;464.0;?
?;0.0;-176;-470.0;503.0;452.0
-319.0;9.0;-176;?;?;?
?;?;-176;-482.0;471.0;457.0
-304.0;18.0;-176;-470.0;470.0;463.0
-284.0;43.0;-176;-489.0;473.0;457.0
-274.0;46.0;-176;-480.0;486.0;461.0
-291.0;?;?;-471.0;486.0;460.0
?;30.0;-176;-491.0;505.0;459.0
-294.0;20.0;-176;-474.0;499.0;?
-272.0;32.0;-176;-462.0;510.0;458.0
-317.0;39.0;?;-486.0;473.0;467.0
-291.0;?;-176;?;490.0;464.0
-267.0;22.0;-176;-433.0;482.0;455.0
-307.0;19.0;-176;?;465.0;460.0
-308.0;?;-176;-450.0;466.0;460.0
-200.0;10.0;-176;-442.0;494.0;452.0
?;38.0;-176;-501.0;?;?
-285.0;51.0;-176;-503.0;484.0;?
-285.0;?;-176;-493.0;508.0;?
-287.0;62.0;-176;-479.0;481.0;442.0
?;54.0;-176;-509.0;474.0;443.0
-303.0;?;-176;?;?;460.0
-321.0;?;-176;-482.0;466.0;474.0
-349.0;10.0;-176;-478.0;453.0;483.0
-304.0;-6.0;?;-499.0;430.0;494.0
-311.0;?;?;-499.0;476.0;493.0
-289.0;11.0;-176;?;454.0;478.0
-309.0;16.0;-176;-506.0;468.0;472.0
-340.0;-16.0;-176;?;453.0;457.0
-280.0;?;?;-466.0;?;?
?;17.0;-176;?;456.0;?
-312.0;28.0;?;-476.0;468.0;438.0
?;19.0;-176;-482.0;472.0;432.0
?;16.0;-176;-471.0;463.0;?
-338.0;-11.0;-176;-478.0;462.0;423.0
-334.0;-7.0;-176;-480.0;451.0;428.0
-275.0;-8.0;-176;-480.0;468.0;?
-331.0;19.0;-176;-480.0;436.0;433.0
-353.0;5.0;-176;-492.0;475.0;442.0
-306.0;-6.0;-176;-484.0;465.0;454.0
?;-3.0;-176;-462.0;?;462.0
-338.0;-11.0;-176;-480.0;466.0;475.0
-355.0;-8.0;-176;-449.0;463.0;487.0
?;-9.0;-176;-460.0;438.0;?
-311.0;?;-176;-470.0;439.0;?
?;17.0;-176;?;444.0;487.0
-333.0;10.0;-176;-449.0;453.0;479.0
-322.0;9.0;-176;-465.0;?;470.0
-297.0;20.0;-176;?;458.0;?
?;28.0;-176;-473.0;457.0;452.0
-285.0;29.0;-176;?;?;446.0
-275.0;?;-176;-459.0;?;442.0
-304.0;46.0;-176;-440.0;?;?
-280.0;36.0;-176;-451.0;454.0;?
?;59.0;-176;-460.0;457.0;450.0
-303.0;33.0;-176;-471.0;?;452.0
?;5.0;-176;-454.0;446.0;458.0
-342.0;9.0;-176;-474.0;?;?
-324.0;22.0;?;?;483.0;461.0
-309.0;?;-176;-526.0;478.0;472.0
-306.0;?;-176;-529.0;473.0;?
-330.0;2.0;-176;?;497.0;477.0
-365.0;?;-176;?;456.0;?
-360.0;-38.0;?;-535.0;?;?
-306.0;-65.0;-176;?;456.0;?
-315.0;?;-176;-570.0;463.0;499.0
-303.0;?;-176;-561.0;445.0;492.0
-334.0;?;?;-551.0;387.0;494.0
?;6.0;-176;-520.0;395.0;499.0
?;?;-176;-531.0;376.0;494.0
-304.0;?;-176;-539.0;376.0;486.0
-304.0;4.0;-177;?;314.0;?
?;-14.0;-177;-505.0;336.0;458.0
-241.0;4.0;?;-500.0;328.0;?
?;10.0;?;-472.0;?;?
-265.0;14.0;?;-427.0;274.0;384.0
-212.0;29.0;-177;?;269.0;358.0
-206.0;19.0;-177;?;266.0;339.0
-229.0;44.0;-177;?;298.0;324.0
-281.0;57.0;?;-450.0;350.0;305.0
-272.0;46.0;-177;-435.0;380.0;300.0
?;?;-177;?;320.0;?
-164.0;-10.0;-177;-413.0;?;275.0
-232.0;4.0;-177;-429.0;300.0;277.0
?;-11.0;-177;-429.0;304.0;?
-297.0;-40.0;-177;-426.0;?;276.0
-292.0;-3.0;-177;?;312.0;306.0
-273.0;12.0;-177;?;343.0;307.0
?;34.0;-177;?;?;334.0
-302.0;50.0;-177;?;334.0;334.0
-298.0;40.0;?;?;333.0;353.0
-327.0;37.0;-179;?;320.0;380.0
-380.0;?;-173;-497.0;?;407.0
-314.0;41.0;-182;-516.0;352.0;423.0
-340.0;37.0;-172;?;347.0;436.0
?;39.0;-179;-492.0;327.0;456.0
-307.0;0.0;-183;-513.0;324.0;?
-316.0;?;-156;-502.0;325.0;482.0
-296.0;43.0;-225;-673.0;?;?
?;27.0;-58;-592.0;221.0;423.0
-383.0;15.0;?;-780.0;449.0;?
-376.0;-90.0;172;-858.0;511.0;427.0
-398.0;-154.0;148;-779.0;?;403.0
?;?;148;-768.0;440.0;?
-529.0;-330.0;121;-707.0;538.0;398.0
-552.0;-348.0;?;-651.0;529.0;439.0
-593.0;-360.0;129;-567.0;431.0;?
-560.0;-348.0;132;?;?;462.0
-481.0;-354.0;135;-525.0;355.0;502.0
-461.0;-302.0;145;-513.0;335.0;?
-481.0;?;137;-513.0;339.0;494.0
-479.0;-208.0;165;-530.0;380.0;?
-463.0;-255.0;?;-521.0;384.0;473.0
-389.0;?;167;-528.0;431.0;469.0
-383.0;?;211;-521.0;488.0;439.0
-373.0;-210.0;?;-520.0;423.0;?
-390.0;-166.0;?;-551.0;399.0;441.0
-318.0;-103.0;?;-562.0;429.0;431.0
-338.0;-56.0;?;?;446.0;437.0
-413.0;-88.0;-166;-610.0;523.0;444.0
-431.0;-113.0;-164;-764.0;526.0;452.0
-416.0;?;?;-1016.0;497.0;476.0
-408.0;-103.0;-169;?;261.0;487.0
-362.0;?;-180;-681.0;470.0;497.0
?;-228.0;?;-816.0;367.0;523.0
-503.0;?;-178;-750.0;49.0;?
-463.0;-209.0;-180;-731.0;406.0;?
?;-193.0;-177;?;393.0;?
-291.0;?;?;-599.0;381.0;522.0
-265.0;-61.0;-176;-575.0;216.0;519.0
-193.0;-42.0;-180;-572.0;298.0;412.0
?;-55.0;-180;-591.0;279.0;382.0
?;-30.0;-171;-593.0;267.0;?
?;7.0;?;-623.0;264.0;340.0
-260.0;-18.0;?;-630.0;335.0;?
?;-69.0;?;-797.0;311.0;?
-261.0;-74.0;-162;-878.0;196.0;274.0
-322.0;?;142;-652.0;146.0;260.0
?;?;205;-820.0;375.0;293.0
-391.0;-183.0;127;-660.0;478.0;283.0
?;-373.0;162;?;439.0;315.0
-594.0;-317.0;131;-620.0;?;?
-506.0;-306.0;146;-611.0;442.0;371.0
-370.0;-217.0;166;?;426.0;473.0
-309.0;?;144;-453.0;?;566.0
-345.0;-198.0;?;-449.0;377.0;542.0
-337.0;?;60;-479.0;362.0;471.0
-284.0;-177.0;?;-542.0;320.0;473.0
-254.0;-136.0;-166;-544.0;?;463.0
-232.0;-53.0;-152;-505.0;?;400.0
-258.0;-14.0;?;?;451.0;366.0
-269.0;-27.0;-157;-658.0;466.0;?
-246.0;-35.0;?;-881.0;372.0;362.0
?;-5.0;?;-905.0;275.0;381.0
?;?;-177;?;435.0;393.0
?;-110.0;-179;-938.0;?;419.0
-354.0;-268.0;-176;-864.0;-86.0;?
-438.0;-202.0;-178;-896.0;-115.0;?
-440.0;-164.0;?;-870.0;263.0;461.0
?;-260.0;-177;-783.0;184.0;?
-346.0;-193.0;-177;-719.0;-57.0;499.0
-221.0;-15.0;?;?;-15.0;452.0
-141.0;85.0;?;-700.0;18.0;?
-70.0;53.0;-177;?;?;?
?;46.0;?;?;5.0;284.0
-265.0;-1.0;?;-589.0;16.0;232.0
-232.0;-78.0;-177;-512.0;-83.0;208.0
?;-96.0;-177;?;-67.0;235.0
?;-120.0;-177;-566.0;?;251.0
-320.0;-20.0;-177;-528.0;-70.0;253.0
-231.0;7.0;-177;-657.0;?;249.0
-151.0;41.0;-177;-598.0;-177.0;262.0
-136.0;?;-177;-608.0;-150.0;?
-154.0;483.0;-177;-844.0;-119.0;448.0
-67.0;40.0;-177;-838.0;-222.0;349.0
-31.0;188.0;-177;-670.0;-170.0;315.0
-225.0;319.0;?;-685.0;?;376.0
-451.0;?;-176;-681.0;-293.0;392.0
-547.0;123.0;-176;-660.0;-282.0;446.0
?;35.0;-176;?;-163.0;?
-322.0;-60.0;-176;-575.0;-313.0;516.0
?;75.0;-175;-538.0;-312.0;497.0
-64.0;?;-175;-633.0;-404.0;431.0
-54.0;118.0;-174;-872.0;-363.0;443.0
-239.0;117.0;-173;-1209.0;-397.0;413.0
-385.0;?;-171;-1191.0;-286.0;?
-432.0;-157.0;-172;-932.0;-99.0;536.0
-483.0;-272.0;?;?;?;540.0
-458.0;?;-154;-934.0;-107.0;?
-331.0;?;-153;-605.0;379.0;?
-376.0;-513.0;-159;-636.0;?;462.0
-501.0;-563.0;-178;-712.0;93.0;469.0
-553.0;?;-145;-779.0;-29.0;341.0
-628.0;-538.0;-203;-828.0;-89.0;298.0
-714.0;-567.0;-118;-1025.0;-98.0;?
-756.0;-453.0;?;?;-318.0;516.0
-768.0;-531.0;188;-1135.0;-336.0;574.0
-629.0;-473.0;?;-1089.0;-137.0;763.0
-620.0;-313.0;184;?;-154.0;807.0
-533.0;-384.0;161;-1136.0;-315.0;842.0
-391.0;-412.0;?;-1167.0;-252.0;?
-393.0;-308.0;170;-1128.0;-271.0;?
-308.0;?;?;-1128.0;-223.0;828.0
?;-282.0;172;?;-245.0;760.0
?;10.0;167;-1032.0;?;684.0
-30.0;264.0;171;-1028.0;?;680.0
?;-230.0;167;-984.0;-148.0;?
?;-350.0;153;-974.0;-57.0;572.0
-278.0;-330.0;151;?;-108.0;?
-318.0;-237.0;154;-989.0;-44.0;544.0
?;-184.0;152;-982.0;-57.0;687.0
?;?;?;?;-70.0;672.0
-566.0;?;152;-999.0;-35.0;705.0
?;?;152;-1048.0;?;?
-501.0;-85.0;154;-1093.0;-13.0;746.0
-570.0;-46.0;146;-1137.0;-62.0;767.0
-800.0;-118.0;140;?;-161.0;?
?;?;142;-1016.0;67.0;?
-621.0;61.0;141;-963.0;52.0;?
-401.0;-59.0;?;?;72.0;?
-352.0;-64.0;139;-892.0;?;1048.0
-487.0;2.0;139;-884.0;22.0;952.0
?;50.0;139;-901.0;-38.0;916.0
-527.0;46.0;139;-764.0;-19.0;847.0
-524.0;?;139;-803.0;55.0;772.0
-600.0;-102.0;139;-721.0;176.0;795.0
-704.0;-153.0;139;-700.0;271.0;?
-766.0;?;139;-827.0;323.0;915.0
-776.0;-254.0;139;?;480.0;904.0
-772.0;?;139;-616.0;451.0;887.0
-770.0;?;139;-475.0;618.0;991.0
-795.0;-161.0;139;-384.0;634.0;1033.0
-741.0;-275.0;?;?;614.0;993.0
?;?;137;-544.0;?;?
-783.0;?;133;?;736.0;?
-771.0;-294.0;137;?;799.0;986.0
?;-409.0;151;-414.0;756.0;?
-682.0;-347.0;153;-513.0;770.0;?
-792.0;-372.0;?;-546.0;852.0;866.0
-760.0;?;138;?;891.0;?
?;-566.0;142;-378.0;943.0;819.0
-815.0;-612.0;141;-450.0;903.0;?
-795.0;-661.0;139;-426.0;?;809.0
-865.0;-623.0;139;-433.0;?;790.0
-923.0;-598.0;139;-539.0;942.0;786.0
-997.0;?;140;-469.0;906.0;815.0
-932.0;-601.0;141;?;?;848.0
?;-621.0;142;?;882.0;868.0
-1044.0;-632.0;142;-400.0;898.0;924.0
-1025.0;-683.0;141;-388.0;891.0;944.0
-946.0;-618.0;142;-231.0;929.0;912.0
-1029.0;-625.0;141;?;901.0;988.0
-806.0;-323.0;148;?;470.0;?
-498.0;-336.0;?;?;?;?
-418.0;?;150;-773.0;145.0;511.0
-434.0;-263.0;153;-711.0;207.0;533.0
-542.0;-358.0;153;?;319.0;?
-676.0;?;155;-849.0;277.0;422.0
-658.0;-620.0;156;-972.0;213.0;600.0
-702.0;?;155;-987.0;247.0;574.0
-444.0;?;152;-955.0;162.0;608.0
?;-525.0;?;-966.0;63.0;?
-424.0;?;148;-1013.0;171.0;842.0
-892.0;?;145;?;?;747.0
-449.0;-324.0;141;?;101.0;718.0
-448.0;?;?;-1014.0;145.0;785.0
-998.0;-163.0;?;-1185.0;13.0;916.0
?;?;135;-1090.0;-41.0;910.0
422.0;-384.0;134;-1033.0;-158.0;983.0
564.0;-241.0;134;-712.0;-18.0;836.0
661.0;183.0;?;-1078.0;-14.0;793.0
439.0;631.0;134;-999.0;-117.0;535.0
132.0;389.0;135;?;-274.0;261.0
-249.0;?;136;-1048.0;?;?
-129.0;29.0;?;-969.0;-419.0;?
?;274.0;141;-1025.0;-253.0;186.0
-469.0;167.0;?;-1026.0;-389.0;201.0
-403.0;277.0;143;-1022.0;?;352.0
-201.0;91.0;?;-1068.0;-378.0;410.0
-195.0;227.0;154;-1092.0;-441.0;?
-74.0;182.0;156;-1085.0;-356.0;590.0
