InertialMeasurementUnit BACK accY;InertialMeasurementUnit LLA gyroX;InertialMeasurementUnit L-SHOE AngVelNavFrameX;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit L-SHOE Body_Ay;InertialMeasurementUnit LUA gyroX;InertialMeasurementUnit BACK magneticX;InertialMeasurementUnit L-SHOE AngVelBodyFrameY;InertialMeasurementUnit RLA magneticZ;InertialMeasurementUnit L-SHOE Body_Ax;InertialMeasurementUnit L-SHOE EuY
-142.0;-85.0;-2;24;654;?;528.0;-2;-851.0;?;-41
?;-119.0;17;?;?;-16.0;526.0;17;-855.0;-2;?
-147.0;-107.0;11;15;658;-59.0;525.0;?;?;?;-41
-145.0;-125.0;3;20;660;-72.0;?;3;-856.0;-4;-41
-149.0;-130.0;-8;?;660;-32.0;?;-8;-855.0;-3;-41
-143.0;?;9;16;658;40.0;521.0;9;-859.0;-4;-41
?;-301.0;33;?;664;56.0;517.0;33;-861.0;?;-41
?;?;28;17;666;74.0;517.0;28;?;?;-41
-162.0;?;?;19;659;247.0;516.0;-2;-862.0;1;-41
-144.0;-218.0;-18;20;660;619.0;515.0;-18;?;6;-41
-157.0;-43.0;-6;16;?;?;516.0;-6;?;?;-41
-161.0;516.0;-19;14;?;1157.0;517.0;-19;-860.0;1;-41
-161.0;580.0;-1;?;659;?;519.0;-1;-859.0;0;-41
-176.0;-130.0;6;21;?;1786.0;?;6;-860.0;3;-41
-159.0;-589.0;-41;20;654;?;522.0;?;-863.0;-2;-41
-150.0;?;-31;11;658;1984.0;525.0;-31;?;0;-41
-156.0;477.0;-1;13;?;?;527.0;-1;-868.0;?;-41
?;1034.0;-4;21;655;806.0;528.0;-4;?;?;-41
-159.0;?;?;23;656;?;?;-31;-869.0;0;-41
-187.0;282.0;-16;22;?;800.0;534.0;-16;?;1;?
-173.0;128.0;23;18;?;786.0;538.0;23;-873.0;3;?
-166.0;?;-3;14;662;?;538.0;-3;-873.0;?;-41
-152.0;69.0;-7;21;656;444.0;?;-7;?;0;-41
-43.0;508.0;9;25;657;-251.0;?;9;?;1;-41
-27.0;40.0;-30;18;659;-732.0;540.0;?;-881.0;5;-41
-47.0;?;-45;16;655;-745.0;543.0;-45;-882.0;?;?
?;-1429.0;?;21;656;-430.0;544.0;-6;?;?;-41
-109.0;-869.0;21;?;654;-436.0;544.0;21;-886.0;2;-41
-121.0;-102.0;19;19;651;-359.0;?;19;?;?;?
-137.0;267.0;?;21;654;66.0;541.0;?;?;?;-41
-161.0;?;10;22;659;381.0;?;10;-883.0;3;-41
-198.0;478.0;8;?;?;403.0;537.0;8;-882.0;0;-41
-183.0;285.0;?;18;?;440.0;?;?;-878.0;-2;?
-181.0;135.0;12;?;660;326.0;?;?;?;-2;-41
-161.0;-163.0;-8;18;657;83.0;538.0;-8;?;5;-41
-163.0;-326.0;-13;?;655;-22.0;?;-13;-869.0;5;-41
?;-401.0;6;24;655;22.0;534.0;6;-867.0;3;?
-144.0;-159.0;2;?;656;72.0;532.0;2;-864.0;7;?
?;39.0;12;?;?;167.0;?;12;?;9;-41
-128.0;219.0;12;25;650;253.0;?;?;-864.0;11;-41
-138.0;324.0;26;19;654;391.0;530.0;26;-865.0;?;-41
-135.0;?;?;17;657;476.0;?;33;-865.0;6;-41
?;377.0;15;?;652;?;527.0;15;?;9;-41
?;245.0;?;20;657;?;526.0;1;?;?;-41
-119.0;89.0;?;16;662;51.0;523.0;12;-869.0;?;?
-120.0;-123.0;28;13;657;-106.0;524.0;28;-873.0;1;-41
-126.0;?;-14;?;654;-170.0;523.0;-14;?;3;-41
-116.0;-207.0;-17;?;657;-145.0;521.0;-17;-877.0;4;-41
-116.0;-127.0;20;18;656;-78.0;519.0;20;-878.0;3;-41
-117.0;-110.0;-3;19;?;-177.0;523.0;-3;-881.0;2;-41
-106.0;-219.0;?;16;660;-87.0;523.0;-18;?;?;-41
-120.0;-175.0;?;16;654;33.0;524.0;?;-888.0;6;-41
-99.0;-80.0;-15;22;649;30.0;526.0;-15;-889.0;?;-41
-126.0;-66.0;-14;?;?;-76.0;526.0;?;-891.0;?;-41
-161.0;-70.0;-7;?;657;-88.0;527.0;-7;-889.0;6;-41
?;0.0;-6;17;655;-1.0;525.0;-6;-888.0;4;-41
-150.0;75.0;?;20;655;-20.0;527.0;20;-888.0;4;-41
-138.0;79.0;31;16;663;?;?;31;-888.0;9;-41
?;?;-8;16;661;?;524.0;-8;-888.0;5;-41
-125.0;?;?;?;660;25.0;526.0;-11;-887.0;-1;-41
-110.0;-62.0;2;18;?;?;527.0;2;-886.0;5;?
-145.0;-153.0;-20;27;650;-111.0;526.0;?;-886.0;9;-41
-133.0;-192.0;-29;23;651;-42.0;526.0;-29;?;7;-41
-122.0;-27.0;-9;20;654;35.0;?;-9;-885.0;9;-41
-123.0;?;?;18;659;-109.0;?;27;-885.0;9;-41
?;?;20;22;656;?;525.0;20;-884.0;10;-41
-141.0;-238.0;?;?;652;?;526.0;-13;-886.0;7;-41
-133.0;-39.0;4;20;660;37.0;525.0;4;-884.0;3;-41
-128.0;56.0;15;23;658;27.0;528.0;15;-884.0;6;?
-125.0;-88.0;?;19;656;-88.0;529.0;-18;?;3;?
-146.0;-186.0;-34;15;655;-75.0;527.0;-34;-881.0;-2;?
?;?;-20;18;658;46.0;524.0;-20;?;4;-41
-150.0;88.0;-5;18;658;86.0;?;-5;-879.0;10;-41
-128.0;30.0;2;16;654;101.0;524.0;2;-877.0;7;-41
-139.0;54.0;-5;?;657;78.0;?;-5;-877.0;2;-41
-112.0;?;-18;18;657;98.0;524.0;-18;?;7;?
-112.0;95.0;?;?;?;104.0;526.0;-7;-871.0;3;-41
?;?;24;13;661;146.0;524.0;24;-825.0;2;-41
-112.0;?;15;17;656;30.0;525.0;15;?;?;-41
-172.0;-63.0;-18;18;?;-78.0;524.0;-18;-710.0;3;?
?;?;-3;?;658;?;523.0;-3;-703.0;0;?
-140.0;58.0;14;17;658;145.0;524.0;14;-683.0;8;-41
-114.0;?;7;?;655;?;?;?;-676.0;9;?
-101.0;?;1;14;660;361.0;528.0;1;-678.0;-1;?
-94.0;216.0;3;22;655;238.0;530.0;3;?;3;-41
-86.0;?;2;33;650;161.0;531.0;?;-662.0;17;-41
-80.0;1.0;-7;5;679;?;531.0;-7;-646.0;?;-41
?;?;4;3;672;-5.0;533.0;4;-640.0;16;-41
?;60.0;15;20;652;114.0;533.0;15;-648.0;12;-41
-91.0;?;-5;13;661;134.0;534.0;-5;-655.0;8;-41
-114.0;?;8;17;658;-37.0;534.0;8;?;9;-41
-121.0;?;33;?;656;-123.0;534.0;?;-673.0;7;?
-109.0;-137.0;8;17;658;-159.0;?;8;-687.0;2;?
-104.0;-143.0;10;17;655;?;?;10;-705.0;?;-41
-92.0;-211.0;27;24;652;-219.0;530.0;27;-724.0;7;-41
-96.0;-251.0;?;21;?;-249.0;529.0;?;?;11;-41
-77.0;?;?;18;658;-159.0;529.0;?;-757.0;6;-41
?;-65.0;15;21;654;-76.0;?;15;-776.0;8;-41
-57.0;?;-36;22;?;-111.0;522.0;?;-797.0;?;-41
-47.0;-271.0;-5;?;651;-229.0;522.0;?;-818.0;?;-41
?;-432.0;30;18;655;-422.0;520.0;30;-838.0;5;-41
-131.0;-458.0;3;19;653;-376.0;516.0;3;-852.0;9;?
-123.0;-390.0;?;?;654;-393.0;514.0;?;-862.0;?;?
-142.0;-469.0;?;21;656;-359.0;510.0;-18;-869.0;8;-41
-151.0;-529.0;?;24;650;-427.0;508.0;-4;-874.0;8;-41
?;-508.0;-1;?;653;-452.0;506.0;-1;-874.0;6;?
-126.0;-392.0;-33;19;654;-391.0;504.0;-33;-874.0;8;-41
-135.0;?;-18;17;652;-314.0;502.0;-18;-872.0;9;-41
?;-229.0;?;17;658;-200.0;?;1;?;11;-41
-110.0;?;-9;22;653;?;?;?;-866.0;9;-41
?;23.0;24;?;?;-115.0;501.0;?;-861.0;9;?
-99.0;63.0;?;18;653;-48.0;499.0;23;-854.0;8;-41
-81.0;69.0;-9;18;653;?;500.0;-9;-851.0;6;-41
-119.0;75.0;?;24;651;-128.0;502.0;?;?;7;?
-87.0;79.0;2;23;652;41.0;501.0;?;?;?;-41
?;245.0;?;14;?;-8.0;501.0;2;-848.0;6;-41
-119.0;236.0;6;18;656;-30.0;501.0;6;-847.0;11;-41
-128.0;107.0;21;22;651;-20.0;502.0;21;-846.0;8;?
-122.0;?;-7;17;654;9.0;504.0;-7;-847.0;?;-41
-144.0;-108.0;-24;17;658;-48.0;505.0;-24;?;12;?
-147.0;-75.0;13;17;658;?;?;13;-854.0;11;-41
-93.0;19.0;7;15;658;-14.0;509.0;7;-856.0;5;-41
?;?;-14;?;656;-63.0;511.0;-14;-859.0;6;?
-133.0;-133.0;?;21;?;-2.0;508.0;?;-859.0;8;?
-117.0;-67.0;-22;?;?;15.0;509.0;-22;-862.0;13;-41
-124.0;-42.0;7;?;652;17.0;510.0;?;-866.0;11;-41
?;-18.0;12;16;654;3.0;509.0;12;-868.0;5;-41
-124.0;-29.0;-5;17;?;?;511.0;?;-868.0;12;-41
?;-136.0;-13;19;659;?;509.0;?;-872.0;10;-41
?;-56.0;7;17;?;-78.0;511.0;7;?;?;?
-112.0;63.0;26;18;656;87.0;511.0;26;?;1;-41
-114.0;121.0;?;23;656;161.0;?;8;-875.0;10;-41
-141.0;163.0;?;17;662;189.0;511.0;?;-873.0;9;-41
-99.0;146.0;-6;12;?;?;?;?;-872.0;5;?
-114.0;-6.0;-19;22;655;65.0;513.0;-19;?;8;-41
?;-5.0;-5;24;654;42.0;512.0;?;?;?;-41
-123.0;9.0;18;19;655;-11.0;515.0;18;?;4;-41
-130.0;-12.0;?;26;652;?;?;24;-871.0;5;-41
-105.0;132.0;32;23;?;?;516.0;?;?;?;-41
-142.0;?;18;14;657;?;516.0;?;-868.0;-2;?
-131.0;-140.0;4;21;653;?;518.0;4;-868.0;3;?
-169.0;?;-5;19;656;33.0;516.0;?;-867.0;4;?
-155.0;75.0;-23;?;?;?;517.0;-23;-866.0;4;-41
-142.0;171.0;-16;23;656;?;520.0;-16;-864.0;4;-41
-145.0;82.0;1;?;656;115.0;?;1;-864.0;?;-41
-135.0;14.0;10;21;651;29.0;520.0;10;-865.0;2;?
-150.0;-37.0;4;23;653;?;520.0;4;-862.0;6;?
-160.0;-30.0;-41;5;666;16.0;521.0;-41;-861.0;?;-41
-145.0;-37.0;?;0;671;?;?;-3;-862.0;10;-41
-143.0;26.0;?;19;660;110.0;524.0;63;-862.0;8;?
-131.0;21.0;18;?;654;33.0;524.0;18;?;1;?
-134.0;-80.0;6;20;658;?;522.0;6;-863.0;?;-41
?;?;17;22;658;-125.0;520.0;17;?;?;-41
-145.0;-153.0;11;21;654;-92.0;518.0;11;?;?;-41
-137.0;?;8;15;656;-45.0;?;8;-864.0;5;?
?;-38.0;-19;17;654;-43.0;516.0;-19;-867.0;7;?
?;-84.0;?;20;655;-45.0;518.0;-11;-866.0;5;-41
-157.0;-62.0;?;16;661;-4.0;?;-8;-867.0;7;?
-140.0;37.0;-35;19;658;101.0;515.0;-35;-868.0;10;-41
-130.0;81.0;-12;21;654;125.0;516.0;-12;-867.0;?;-41
-130.0;96.0;-1;19;653;201.0;517.0;-1;-866.0;10;-41
-100.0;186.0;-7;19;?;256.0;516.0;-7;?;9;-41
?;162.0;13;12;?;198.0;516.0;13;?;0;-41
-121.0;59.0;-36;9;662;91.0;515.0;?;-866.0;2;-41
-135.0;-72.0;-72;19;658;4.0;516.0;?;-867.0;?;-41
?;-77.0;?;34;645;-5.0;516.0;-47;-866.0;22;-41
-125.0;-21.0;-21;35;638;-9.0;515.0;-21;-865.0;?;?
-127.0;?;23;24;644;46.0;?;23;-866.0;17;-41
-127.0;?;34;20;650;48.0;516.0;34;-866.0;?;-41
-114.0;-41.0;36;22;?;-1.0;?;36;-867.0;22;-41
-108.0;-59.0;?;21;652;-22.0;513.0;?;-868.0;?;?
-103.0;-25.0;19;17;?;?;?;19;-866.0;11;-41
-106.0;-47.0;?;18;659;?;511.0;18;?;?;?
-101.0;-93.0;?;23;648;-83.0;?;53;?;11;-41
-145.0;-115.0;33;?;649;-48.0;506.0;33;-859.0;9;-41
-106.0;34.0;-6;16;659;?;508.0;-6;-862.0;?;-41
-113.0;15.0;-4;20;651;?;507.0;-4;-861.0;13;-41
-147.0;-74.0;-16;23;648;27.0;?;?;-863.0;?;?
-121.0;-15.0;?;19;655;?;510.0;-13;-860.0;10;-41
-127.0;-90.0;12;18;?;?;511.0;12;-862.0;?;-41
-142.0;-180.0;-12;17;660;-141.0;?;-12;-858.0;14;-41
-132.0;?;-18;19;656;-90.0;510.0;-18;-861.0;14;-41
?;-24.0;3;22;653;-37.0;509.0;3;?;?;-41
-149.0;-37.0;16;18;656;-9.0;?;16;-861.0;9;-41
-159.0;?;22;17;653;-13.0;509.0;22;?;9;?
-142.0;-12.0;22;24;650;40.0;507.0;22;?;15;?
-133.0;65.0;33;?;653;38.0;507.0;33;-857.0;?;-41
-121.0;?;14;13;660;?;507.0;14;-859.0;10;-41
-126.0;16.0;-2;20;656;15.0;508.0;-2;-858.0;5;-41
-120.0;-62.0;3;25;654;-11.0;508.0;3;-857.0;14;-41
?;-66.0;2;?;655;-57.0;?;2;-858.0;15;-41
-138.0;-150.0;2;24;652;?;505.0;2;?;?;-41
-147.0;-126.0;-1;17;656;?;?;-1;-857.0;16;?
-154.0;-123.0;21;?;654;-52.0;502.0;21;-857.0;8;-41
-150.0;?;34;28;647;91.0;502.0;34;-857.0;8;-41
-138.0;106.0;18;20;649;186.0;502.0;18;-857.0;5;?
-130.0;73.0;12;20;652;74.0;501.0;12;-857.0;6;-41
-137.0;-1.0;?;21;655;?;503.0;3;-859.0;19;?
-110.0;47.0;-13;13;657;40.0;?;?;?;11;-41
-124.0;-104.0;?;?;?;-52.0;505.0;-23;-862.0;?;-41
?;-183.0;?;21;?;-71.0;507.0;-13;?;16;-41
-142.0;-111.0;-24;22;?;-99.0;506.0;-24;-866.0;16;-41
-138.0;-150.0;?;?;?;?;505.0;-16;?;6;-41
-142.0;-206.0;?;14;657;-161.0;508.0;13;-869.0;5;-41
-150.0;-201.0;?;23;?;-180.0;508.0;-10;-870.0;16;?
-144.0;-201.0;17;24;649;-192.0;?;?;-871.0;8;-41
-141.0;-145.0;-1;22;650;-125.0;509.0;-1;-869.0;9;?
-149.0;-114.0;?;?;649;?;?;-36;-868.0;18;?
-155.0;-120.0;13;22;648;?;510.0;?;-869.0;?;-41
?;-136.0;5;?;651;-60.0;509.0;5;-868.0;14;-41
-157.0;-46.0;4;18;658;-18.0;?;4;-865.0;14;-41
-158.0;?;-18;16;?;48.0;?;?;-863.0;8;-41
-150.0;-5.0;-15;16;654;40.0;512.0;-15;-863.0;10;-41
-147.0;25.0;25;15;658;86.0;513.0;25;-864.0;11;-41
-138.0;54.0;12;?;?;91.0;513.0;?;-864.0;13;?
-140.0;12.0;21;25;650;65.0;512.0;21;?;13;-41
-142.0;16.0;2;23;652;63.0;513.0;2;-865.0;13;-41
-133.0;?;-6;17;654;78.0;513.0;?;-865.0;12;-41
-132.0;?;-2;17;?;29.0;512.0;-2;?;7;-41
-146.0;-33.0;?;?;654;?;514.0;-19;-866.0;7;-41
-126.0;-59.0;?;21;652;14.0;512.0;-9;?;9;-41
-146.0;-24.0;-10;22;655;2.0;513.0;-10;-871.0;?;?
?;43.0;12;22;655;36.0;512.0;12;?;?;-41
-148.0;-32.0;19;?;651;37.0;513.0;19;?;15;?
-137.0;-44.0;-4;18;654;59.0;512.0;-4;-872.0;16;?
-138.0;-34.0;?;17;658;16.0;513.0;4;?;10;-41
?;-75.0;2;?;652;-49.0;511.0;2;-870.0;9;-41
-143.0;-101.0;-8;24;649;-73.0;512.0;?;-871.0;12;-41
-148.0;-82.0;-4;18;653;-20.0;510.0;-4;-870.0;12;-41
-135.0;19.0;13;14;?;-2.0;508.0;13;-869.0;9;-41
-149.0;-33.0;22;?;?;55.0;512.0;22;-870.0;9;-41
-138.0;-39.0;-1;22;653;-18.0;?;-1;-871.0;9;?
-145.0;-77.0;0;20;?;-43.0;511.0;?;-873.0;7;-41
-163.0;?;32;17;652;8.0;?;32;-870.0;9;?
-128.0;?;10;16;655;2.0;513.0;10;-869.0;8;?
-138.0;-147.0;-14;21;651;-134.0;513.0;-14;-869.0;12;-41
?;-199.0;-6;19;653;-168.0;510.0;-6;-871.0;12;-41
-143.0;-164.0;-9;17;658;-127.0;510.0;-9;-869.0;?;-41
-148.0;-44.0;?;21;?;65.0;506.0;-9;?;17;-41
?;-14.0;?;16;659;23.0;508.0;?;-871.0;14;-41
?;-117.0;21;23;652;-39.0;508.0;21;-870.0;8;-41
-104.0;-93.0;29;22;654;-111.0;509.0;29;-870.0;14;-41
-134.0;-176.0;?;19;654;-141.0;508.0;-12;-870.0;?;-41
-129.0;-161.0;-27;26;651;-90.0;508.0;?;-868.0;?;-41
-128.0;-59.0;-1;?;662;-33.0;509.0;?;-870.0;8;-41
-110.0;-103.0;?;14;660;-37.0;508.0;3;-870.0;11;-41
-113.0;?;3;19;656;-83.0;506.0;3;-869.0;11;-41
-120.0;?;-1;?;658;-139.0;507.0;-1;-868.0;10;-41
-115.0;-149.0;6;15;?;-73.0;?;6;-870.0;9;-41
?;-177.0;11;18;?;-183.0;?;11;?;13;?
-142.0;-176.0;0;21;659;-104.0;?;0;-869.0;16;-41
?;-100.0;34;17;655;-66.0;?;34;-870.0;11;-41
-136.0;?;28;17;?;-35.0;506.0;28;-869.0;6;-41
?;-27.0;?;?;653;?;507.0;?;-869.0;4;-41
-121.0;-53.0;?;19;654;-3.0;508.0;7;?;?;-41
-126.0;-91.0;12;18;656;-16.0;508.0;12;?;7;-41
-124.0;?;?;17;?;44.0;507.0;11;-868.0;?;-41
-143.0;29.0;?;17;656;68.0;509.0;?;?;?;-41
-115.0;-73.0;-17;20;654;-15.0;?;-17;-867.0;17;-41
-142.0;-129.0;-29;18;654;-91.0;?;-29;-869.0;14;?
-151.0;-112.0;-16;18;653;-58.0;508.0;-16;-868.0;16;-41
?;-61.0;-8;19;654;?;510.0;-8;-866.0;?;?
-169.0;-21.0;1;16;?;?;514.0;1;-867.0;?;-41
-140.0;66.0;-15;19;655;127.0;514.0;-15;?;?;-41
-132.0;107.0;-38;20;?;86.0;515.0;-38;-865.0;13;?
-143.0;?;?;19;655;70.0;513.0;2;-863.0;14;-41
?;-13.0;17;22;?;24.0;515.0;?;-864.0;15;-41
-153.0;-71.0;-28;17;661;?;516.0;-28;-863.0;9;-41
-159.0;-114.0;?;18;?;-25.0;514.0;?;-861.0;10;-41
-166.0;-102.0;34;24;650;-47.0;516.0;?;?;12;?
-156.0;-96.0;?;20;653;10.0;517.0;-8;?;9;-41
-142.0;49.0;-26;?;658;151.0;517.0;-26;-860.0;10;?
-128.0;?;?;?;?;260.0;?;?;-857.0;13;-41
-115.0;?;-18;17;660;352.0;?;-18;-854.0;?;-41
-99.0;257.0;-21;13;661;313.0;518.0;-21;-851.0;9;-41
-97.0;198.0;-12;?;?;191.0;?;-12;?;9;-41
?;82.0;-5;18;?;56.0;521.0;-5;-850.0;?;?
-108.0;16.0;-16;15;658;48.0;520.0;-16;-851.0;?;?
-139.0;?;?;15;660;41.0;520.0;-40;-852.0;13;-41
-130.0;60.0;-30;16;?;90.0;520.0;-30;?;9;-41
?;?;?;24;652;104.0;521.0;-5;-853.0;?;-41
-143.0;73.0;?;?;656;100.0;519.0;16;-854.0;8;-41
-140.0;66.0;18;14;659;76.0;520.0;?;-852.0;2;?
?;83.0;?;?;656;87.0;520.0;-5;-851.0;6;-41
-155.0;?;-7;18;660;134.0;520.0;?;?;13;-41
-141.0;148.0;?;20;?;201.0;522.0;2;-850.0;6;-41
-131.0;123.0;-1;21;650;120.0;520.0;-1;-848.0;3;?
-137.0;?;?;18;656;88.0;522.0;13;-849.0;9;-41
-138.0;?;-1;?;657;103.0;522.0;-1;-843.0;11;?
-134.0;68.0;-15;22;655;103.0;521.0;-15;-845.0;8;?
-134.0;79.0;36;19;656;133.0;520.0;36;?;5;-41
-133.0;107.0;30;16;658;125.0;519.0;?;?;8;?
-141.0;40.0;-28;?;654;107.0;?;-28;-838.0;13;?
-139.0;?;-1;20;650;?;?;-1;-839.0;13;-41
-132.0;?;1;19;654;163.0;519.0;1;-837.0;17;-41
-120.0;165.0;-16;18;657;163.0;519.0;-16;-835.0;13;-41
?;61.0;12;?;650;?;519.0;12;-836.0;?;-41
-122.0;102.0;-5;22;649;116.0;?;-5;-834.0;11;?
-121.0;100.0;?;?;655;139.0;521.0;-3;?;8;-41
-135.0;79.0;-2;?;653;?;519.0;-2;-831.0;14;-41
-114.0;95.0;-6;21;657;?;521.0;-6;-829.0;14;?
-120.0;?;0;13;661;-23.0;518.0;?;?;4;-41
?;-76.0;-19;21;652;0.0;519.0;?;-829.0;13;?
-124.0;-10.0;6;18;656;?;518.0;6;-827.0;22;-41
-127.0;?;?;16;659;-162.0;515.0;13;-827.0;17;-41
?;-206.0;-12;20;655;-139.0;515.0;-12;?;18;-41
-117.0;39.0;2;?;656;97.0;513.0;2;-824.0;14;-41
-120.0;22.0;24;22;653;7.0;515.0;24;-824.0;12;-41
?;?;12;22;?;-161.0;514.0;12;-823.0;17;-41
-118.0;-135.0;0;18;655;-76.0;515.0;?;-823.0;13;-41
-133.0;-75.0;7;17;?;-56.0;517.0;7;-824.0;11;?
?;-122.0;-11;?;?;-73.0;514.0;-11;-824.0;20;-41
-121.0;-107.0;3;21;655;-121.0;515.0;3;-824.0;?;-41
-142.0;-193.0;7;16;657;-163.0;513.0;7;-824.0;12;-41
-133.0;-119.0;-19;8;668;-65.0;514.0;-19;?;?;-41
-138.0;-35.0;?;20;?;-25.0;514.0;?;-823.0;20;-41
-134.0;-44.0;1;25;645;?;514.0;1;?;16;?
-95.0;-8.0;?;?;653;-16.0;516.0;-24;-826.0;16;-41
-114.0;-119.0;-2;17;655;-146.0;514.0;-2;-826.0;17;-41
-143.0;?;-10;?;656;-205.0;515.0;-10;-826.0;?;-41
-141.0;-135.0;0;18;660;-94.0;515.0;?;-830.0;15;-41
-132.0;-46.0;13;22;?;-89.0;?;?;-830.0;13;-41
-160.0;-190.0;9;23;652;-184.0;517.0;?;?;15;-41
-180.0;-276.0;18;?;662;-275.0;?;18;?;14;?
-168.0;-155.0;19;18;655;?;517.0;?;-843.0;13;-41
-163.0;-157.0;0;22;651;-157.0;517.0;0;-845.0;13;-41
-172.0;-168.0;10;15;658;-163.0;515.0;?;-845.0;13;-41
-157.0;?;27;25;649;-106.0;515.0;27;-847.0;16;-41
?;-31.0;-9;21;651;-69.0;?;-9;?;9;-41
-150.0;-40.0;-30;18;656;?;515.0;-30;?;9;-41
-131.0;?;2;?;?;-24.0;517.0;?;-844.0;5;-41
-140.0;-1.0;-2;11;?;12.0;513.0;-2;-845.0;-3;?
-154.0;-143.0;?;14;?;-138.0;512.0;-62;-848.0;?;-41
?;-209.0;-102;35;633;?;?;?;-848.0;37;-41
-161.0;-210.0;-68;35;?;-143.0;513.0;-68;-851.0;?;-41
-155.0;-159.0;?;?;647;-152.0;?;2;-852.0;29;-41
-168.0;-146.0;20;34;638;-149.0;512.0;20;-853.0;23;-41
-179.0;-135.0;13;32;639;?;?;13;-855.0;21;-41
?;-158.0;?;21;656;-127.0;511.0;31;-858.0;7;-41
-161.0;37.0;20;18;655;112.0;511.0;?;?;6;-41
-154.0;-68.0;9;14;658;-134.0;512.0;9;?;20;?
?;-272.0;9;14;?;-102.0;?;9;-864.0;?;-41
-107.0;56.0;?;?;656;64.0;?;?;-862.0;10;-41
?;-79.0;?;17;654;-125.0;?;-7;-862.0;15;-41
-141.0;-191.0;20;15;659;-55.0;512.0;20;?;10;-41
-150.0;-168.0;?;18;?;?;513.0;?;-865.0;12;-41
-150.0;-131.0;5;?;?;-77.0;?;5;?;16;-41
-140.0;-106.0;?;15;?;-149.0;510.0;2;-866.0;11;-41
-143.0;-159.0;16;19;653;-109.0;511.0;?;-864.0;8;-41
-142.0;-168.0;22;22;652;-79.0;?;22;-863.0;7;-41
?;-33.0;11;?;657;31.0;511.0;11;?;?;-41
-138.0;-87.0;29;?;657;-75.0;509.0;?;-864.0;11;?
-154.0;?;17;24;?;-120.0;509.0;17;?;11;-41
-126.0;-97.0;-15;26;649;-53.0;507.0;-15;-863.0;10;-41
-145.0;-103.0;9;21;?;-46.0;508.0;9;-862.0;9;-41
-135.0;-102.0;22;21;?;?;509.0;22;-863.0;15;-41
?;-86.0;-11;22;656;-57.0;507.0;-11;-864.0;16;-41
-143.0;-165.0;-17;?;?;-125.0;509.0;-17;-865.0;11;-41
-146.0;-201.0;30;14;661;?;?;30;-866.0;9;?
-141.0;-144.0;19;?;658;-93.0;504.0;?;-865.0;12;-41
?;-59.0;5;22;652;?;504.0;5;-867.0;10;-41
-135.0;-40.0;22;20;656;-31.0;505.0;22;?;7;-41
-133.0;-61.0;-14;20;657;-92.0;503.0;?;-867.0;12;-41
-130.0;-66.0;?;17;658;-98.0;503.0;-3;-865.0;12;?
-141.0;-134.0;-16;19;655;-117.0;503.0;?;-866.0;?;-41
?;-77.0;-34;?;654;?;501.0;?;-867.0;16;?
?;-60.0;16;21;656;-58.0;499.0;16;-864.0;12;-41
-148.0;-132.0;4;?;?;-134.0;500.0;4;?;?;?
-146.0;-63.0;?;24;651;-59.0;500.0;3;?;8;-41
?;-11.0;20;25;653;46.0;?;20;-862.0;13;-41
-145.0;26.0;?;?;654;100.0;500.0;1;-864.0;15;?
-153.0;57.0;7;?;653;93.0;499.0;7;-865.0;10;-41
?;25.0;?;21;652;?;?;11;-865.0;?;-41
-133.0;-23.0;1;21;?;3.0;?;?;-863.0;15;?
-136.0;-40.0;?;17;657;-5.0;500.0;?;-863.0;12;?
?;-51.0;15;18;653;-9.0;502.0;15;-861.0;11;-41
-148.0;?;?;?;656;-37.0;500.0;-9;?;13;-41
-153.0;?;-21;19;?;-73.0;500.0;-21;-865.0;9;-41
-142.0;-62.0;-17;?;656;-63.0;499.0;-17;-865.0;7;-41
-151.0;-81.0;0;?;654;-39.0;500.0;?;?;9;?
-147.0;-119.0;1;21;653;-52.0;?;1;?;8;-41
-145.0;-57.0;9;20;657;-56.0;501.0;9;?;8;-41
-142.0;?;?;20;?;-74.0;501.0;6;?;14;-41
-151.0;-108.0;-10;?;?;-101.0;?;-10;-868.0;11;-41
-145.0;-131.0;3;15;656;?;503.0;3;-868.0;?;-41
?;-110.0;12;24;?;-69.0;?;?;-869.0;12;-41
-146.0;-113.0;?;?;?;-93.0;501.0;23;?;12;-41
-143.0;-69.0;?;15;658;-26.0;?;42;?;10;-41
-141.0;-95.0;14;?;657;-52.0;502.0;?;?;7;-41
-137.0;-150.0;-8;15;654;-80.0;502.0;-8;-872.0;8;-41
?;-125.0;12;22;652;-99.0;502.0;?;-873.0;13;?
-141.0;-149.0;-3;17;662;-156.0;501.0;?;-874.0;11;?
?;-176.0;?;16;661;-139.0;499.0;-16;-874.0;13;-41
-145.0;?;8;21;655;-173.0;501.0;8;-873.0;16;-41
-154.0;-219.0;9;21;656;-142.0;499.0;9;-873.0;?;-41
-162.0;-128.0;15;21;656;-84.0;?;15;?;?;-41
-164.0;-63.0;12;?;658;64.0;?;12;?;13;-41
-150.0;?;-19;17;?;?;500.0;-19;?;14;-41
?;-56.0;9;17;?;?;?;9;-872.0;8;-41
-146.0;-39.0;18;?;659;-24.0;499.0;18;-870.0;9;-41
-144.0;-60.0;0;20;?;-19.0;500.0;0;-871.0;10;-41
-149.0;-31.0;13;19;?;11.0;?;13;-873.0;7;?
-157.0;-5.0;?;17;660;-9.0;501.0;2;?;15;?
