InertialMeasurementUnit BACK gyroY;InertialMeasurementUnit RLA gyroY;InertialMeasurementUnit RUA gyroY;InertialMeasurementUnit L-SHOE AngVelNavFrameZ;InertialMeasurementUnit BACK gyroX;InertialMeasurementUnit L-SHOE Body_Az;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;InertialMeasurementUnit RUA gyroX;InertialMeasurementUnit RLA gyroX
-131.0;123.0;-202.0;-1;-86.0;731;-1;143.0;97.0
-152.0;175.0;?;19;-96.0;736;19;-57.0;-45.0
-73.0;185.0;-55.0;8;-101.0;731;8;-144.0;-210.0
47.0;169.0;-52.0;?;-96.0;730;6;-196.0;-224.0
7.0;66.0;17.0;?;-107.0;734;39;-60.0;-106.0
47.0;?;18.0;26;-36.0;733;26;63.0;22.0
36.0;-116.0;14.0;1;?;730;1;3.0;144.0
96.0;-145.0;49.0;?;33.0;727;?;?;108.0
36.0;-110.0;24.0;-18;?;729;-18;81.0;139.0
-56.0;?;21.0;11;?;733;11;117.0;?
-44.0;?;55.0;26;-24.0;729;26;11.0;?
10.0;?;77.0;-12;?;725;-12;-201.0;-61.0
16.0;111.0;174.0;-4;?;?;-4;-207.0;-140.0
-22.0;121.0;126.0;26;-63.0;?;26;-64.0;-82.0
14.0;?;120.0;26;-91.0;728;?;-158.0;-33.0
-26.0;111.0;?;-14;-145.0;?;-14;-198.0;-158.0
?;25.0;19.0;-41;?;725;-41;-168.0;?
-53.0;13.0;?;-8;-83.0;?;-8;-74.0;-41.0
-10.0;28.0;-39.0;11;?;723;?;-6.0;?
-34.0;26.0;?;?;-76.0;730;-11;-58.0;-84.0
7.0;-8.0;-53.0;-28;?;736;-28;-69.0;?
37.0;-35.0;-79.0;-10;-25.0;?;-10;17.0;-10.0
8.0;-80.0;-92.0;-2;46.0;728;-2;34.0;49.0
?;-142.0;-68.0;-10;?;736;?;?;198.0
-81.0;-345.0;-34.0;7;103.0;734;7;?;869.0
-84.0;?;30.0;1;99.0;730;1;320.0;?
-95.0;-909.0;-25.0;?;95.0;729;-21;580.0;4941.0
-99.0;-576.0;-127.0;4;?;?;4;691.0;6516.0
?;-268.0;-111.0;4;-43.0;?;4;819.0;4709.0
3.0;-59.0;-239.0;-20;84.0;728;?;469.0;1443.0
?;-84.0;-170.0;-2;183.0;730;-2;62.0;-218.0
32.0;-173.0;?;-8;?;731;?;?;-120.0
-57.0;-127.0;-148.0;0;278.0;?;0;96.0;?
-131.0;?;-161.0;6;231.0;733;6;?;386.0
-163.0;-93.0;-102.0;-11;172.0;727;-11;206.0;?
-161.0;-9.0;-95.0;0;?;?;0;172.0;?
-90.0;?;-111.0;14;104.0;728;?;105.0;248.0
-59.0;118.0;-41.0;48;93.0;737;48;?;?
6.0;214.0;-16.0;?;51.0;731;29;?;-313.0
-15.0;152.0;68.0;-6;21.0;732;?;-194.0;-500.0
16.0;165.0;112.0;-2;10.0;730;-2;-183.0;-544.0
29.0;162.0;73.0;-29;?;723;-29;?;-703.0
42.0;174.0;115.0;?;-94.0;731;-28;-171.0;?
46.0;178.0;95.0;?;-69.0;732;-3;-126.0;-982.0
48.0;136.0;?;2;-101.0;726;2;-148.0;?
46.0;117.0;?;15;?;728;15;?;-1174.0
46.0;144.0;205.0;19;-195.0;729;19;?;-1240.0
16.0;?;179.0;10;?;729;10;-240.0;-1418.0
-6.0;355.0;?;3;-352.0;731;3;-248.0;-1684.0
13.0;?;?;?;-469.0;731;-10;-441.0;-1807.0
?;463.0;?;-5;-553.0;732;-5;?;-1694.0
40.0;454.0;?;-2;-536.0;733;-2;?;-1402.0
10.0;391.0;-53.0;-10;-584.0;729;-10;-397.0;-980.0
30.0;293.0;-85.0;-1;-524.0;727;-1;-184.0;-590.0
11.0;180.0;-65.0;-7;-494.0;728;?;-238.0;?
10.0;87.0;-91.0;-4;-326.0;725;-4;-132.0;?
29.0;?;-104.0;24;-312.0;730;24;-103.0;-175.0
32.0;-85.0;-79.0;28;-240.0;735;28;-190.0;-126.0
30.0;-82.0;-42.0;8;-171.0;731;?;?;?
-16.0;-135.0;?;-9;-149.0;?;-9;-137.0;-75.0
?;-111.0;-47.0;-7;-76.0;731;?;-191.0;-10.0
16.0;-131.0;?;15;-49.0;?;15;?;95.0
?;-65.0;-14.0;18;?;733;18;-60.0;?
-2.0;-24.0;23.0;9;-48.0;727;9;-147.0;51.0
-25.0;40.0;111.0;10;-63.0;?;10;-98.0;25.0
-29.0;130.0;?;10;-145.0;735;10;-139.0;-30.0
-3.0;135.0;152.0;?;-107.0;731;11;-218.0;-63.0
-53.0;159.0;137.0;?;?;730;8;-223.0;?
9.0;?;?;13;-33.0;?;13;-99.0;-146.0
25.0;182.0;154.0;6;-66.0;730;6;?;-25.0
37.0;170.0;118.0;-10;49.0;732;-10;148.0;39.0
98.0;141.0;106.0;?;32.0;?;6;300.0;?
59.0;127.0;101.0;14;35.0;731;?;?;75.0
40.0;123.0;95.0;3;33.0;727;3;?;?
8.0;130.0;31.0;?;20.0;728;-1;49.0;?
69.0;105.0;-8.0;1;18.0;732;1;132.0;-48.0
?;?;-10.0;20;?;736;20;160.0;?
61.0;8.0;-19.0;?;3.0;735;10;?;?
?;27.0;-2.0;-39;39.0;?;?;122.0;?
63.0;-27.0;-12.0;-16;94.0;727;-16;?;57.0
?;-75.0;-62.0;13;132.0;731;13;279.0;?
48.0;-82.0;?;-2;?;724;?;210.0;?
57.0;-81.0;-54.0;?;136.0;?;-10;131.0;153.0
-63.0;-28.0;-15.0;-45;103.0;734;-45;137.0;83.0
28.0;-22.0;-32.0;-39;90.0;726;?;102.0;113.0
?;21.0;36.0;-1;55.0;724;-1;66.0;?
-15.0;17.0;51.0;12;?;?;12;23.0;39.0
?;48.0;63.0;-6;?;724;?;36.0;23.0
16.0;95.0;74.0;-30;-31.0;725;?;?;24.0
7.0;114.0;88.0;7;?;?;7;-91.0;-34.0
-8.0;130.0;60.0;31;-31.0;729;31;-210.0;-150.0
?;?;27.0;?;?;729;?;-135.0;-90.0
?;?;21.0;-15;81.0;?;?;?;?
7.0;15.0;?;?;68.0;?;-32;?;139.0
-16.0;3.0;8.0;-14;69.0;733;?;13.0;40.0
-10.0;15.0;13.0;38;20.0;732;38;-31.0;-54.0
-25.0;?;-24.0;14;54.0;726;14;?;7.0
-11.0;-17.0;-20.0;-17;76.0;739;-17;19.0;44.0
-13.0;-6.0;-9.0;?;97.0;741;9;88.0;71.0
28.0;?;?;9;118.0;?;9;129.0;95.0
-16.0;?;-36.0;8;87.0;723;8;99.0;27.0
1.0;-3.0;-32.0;17;84.0;725;17;80.0;9.0
-10.0;?;?;-16;19.0;724;-16;23.0;22.0
47.0;?;-15.0;-33;39.0;728;-33;-13.0;-39.0
24.0;16.0;?;-30;19.0;735;-30;27.0;-52.0
27.0;?;-53.0;-7;?;735;-7;56.0;15.0
39.0;-34.0;-43.0;29;?;730;29;86.0;?
28.0;-78.0;-54.0;?;106.0;?;1;131.0;70.0
-9.0;?;?;-7;?;728;-7;148.0;103.0
-17.0;-83.0;?;17;?;728;17;163.0;88.0
-33.0;-80.0;-53.0;6;?;732;6;96.0;77.0
-51.0;-72.0;-96.0;?;104.0;?;?;54.0;67.0
-74.0;-56.0;?;3;?;?;?;23.0;-15.0
-18.0;-5.0;-67.0;2;46.0;?;?;-58.0;-68.0
?;22.0;-38.0;?;?;727;57;-28.0;-51.0
?;-10.0;-17.0;40;33.0;719;?;34.0;11.0
?;-17.0;-23.0;?;69.0;?;13;108.0;56.0
-44.0;3.0;?;40;?;?;?;?;76.0
-29.0;64.0;-8.0;?;83.0;?;-9;-4.0;?
-8.0;72.0;8.0;-31;65.0;723;-31;13.0;-29.0
?;32.0;-13.0;?;34.0;729;?;50.0;-15.0
-35.0;13.0;-18.0;-14;-15.0;735;-14;32.0;11.0
0.0;49.0;12.0;-7;-46.0;729;-7;?;-19.0
-22.0;65.0;17.0;10;-61.0;732;10;-87.0;-59.0
-39.0;51.0;?;21;12.0;732;21;?;-127.0
-58.0;57.0;55.0;1;36.0;730;1;-18.0;-51.0
?;?;11.0;-13;-20.0;731;-13;-33.0;?
-33.0;25.0;10.0;9;-14.0;731;9;?;-70.0
30.0;68.0;-10.0;7;-19.0;731;?;-76.0;-131.0
32.0;-4.0;2.0;-10;-16.0;730;-10;-25.0;-31.0
?;-2.0;8.0;-2;21.0;729;-2;5.0;5.0
102.0;-39.0;20.0;-5;52.0;730;-5;42.0;48.0
122.0;-65.0;-6.0;-10;?;?;?;?;95.0
84.0;-83.0;4.0;5;111.0;?;?;125.0;98.0
100.0;-98.0;6.0;9;160.0;735;?;144.0;?
87.0;?;-6.0;?;151.0;728;0;167.0;?
122.0;-105.0;?;-9;114.0;727;-9;196.0;?
130.0;-79.0;?;-7;126.0;734;-7;197.0;161.0
?;3.0;-38.0;10;87.0;?;10;136.0;115.0
72.0;?;31.0;19;36.0;723;19;86.0;40.0
?;-16.0;25.0;-16;-10.0;727;-16;48.0;?
?;?;?;-33;?;?;?;18.0;?
?;-88.0;-3.0;13;-47.0;732;13;94.0;93.0
92.0;-41.0;-27.0;15;-34.0;731;?;113.0;97.0
65.0;27.0;?;15;-8.0;726;15;-24.0;?
?;31.0;36.0;?;?;734;?;14.0;?
?;24.0;-2.0;?;?;733;?;77.0;82.0
?;38.0;33.0;-1;4.0;727;-1;100.0;?
0.0;95.0;8.0;-9;-45.0;736;?;25.0;-4.0
?;119.0;52.0;2;-61.0;734;2;-6.0;-6.0
-55.0;?;46.0;1;?;726;1;-47.0;-45.0
-17.0;131.0;40.0;-37;-118.0;725;-37;-110.0;-107.0
?;91.0;36.0;-6;-134.0;?;-6;-93.0;-90.0
-18.0;106.0;12.0;39;?;736;39;?;-94.0
?;57.0;1.0;15;-145.0;729;15;-118.0;?
-69.0;48.0;-1.0;-13;-141.0;728;-13;-93.0;-133.0
-45.0;?;-10.0;20;-99.0;?;20;-86.0;?
-53.0;?;?;38;-107.0;727;38;-112.0;-66.0
-45.0;55.0;?;9;?;734;?;-95.0;-110.0
-34.0;31.0;?;8;-61.0;?;8;?;-46.0
-37.0;2.0;3.0;18;7.0;?;18;?;-16.0
-62.0;-7.0;-5.0;20;37.0;?;?;19.0;?
?;28.0;?;-3;68.0;?;-3;8.0;?
-34.0;43.0;24.0;-20;?;732;-20;58.0;?
-22.0;58.0;9.0;?;49.0;730;0;?;?
-58.0;52.0;4.0;-6;?;728;-6;56.0;51.0
-47.0;35.0;-13.0;-11;?;?;?;28.0;32.0
-21.0;67.0;-33.0;?;?;?;16;7.0;-28.0
-40.0;55.0;-26.0;?;-29.0;734;?;34.0;-5.0
-16.0;40.0;?;-28;?;731;?;37.0;-3.0
-8.0;26.0;-27.0;9;-62.0;?;9;11.0;-39.0
-27.0;-71.0;-71.0;14;55.0;726;14;114.0;?
14.0;-58.0;-98.0;?;7.0;726;0;80.0;?
-11.0;-43.0;-75.0;-2;22.0;732;-2;?;7.0
?;?;-64.0;-14;?;?;?;83.0;40.0
11.0;-20.0;-49.0;6;?;731;6;75.0;38.0
-27.0;-27.0;-42.0;30;28.0;730;?;?;23.0
-8.0;-15.0;-31.0;?;7.0;728;-8;17.0;39.0
28.0;-10.0;4.0;-27;?;733;-27;71.0;41.0
50.0;23.0;24.0;?;-42.0;?;17;48.0;35.0
?;?;-1.0;26;?;728;26;60.0;29.0
-18.0;12.0;?;9;19.0;728;9;45.0;58.0
?;27.0;42.0;10;?;735;?;-38.0;?
-18.0;?;-17.0;1;?;736;1;?;-36.0
-4.0;52.0;16.0;10;-36.0;734;10;33.0;14.0
?;40.0;4.0;?;?;731;22;19.0;-15.0
9.0;22.0;-1.0;2;-44.0;732;2;-74.0;-110.0
?;1.0;13.0;-11;-75.0;731;-11;-136.0;-61.0
-38.0;33.0;-19.0;-11;?;725;-11;-18.0;-4.0
-51.0;0.0;-34.0;2;-39.0;?;2;0.0;-30.0
-27.0;3.0;?;22;-43.0;727;22;12.0;-41.0
-7.0;26.0;?;10;-92.0;727;10;-71.0;-69.0
11.0;-35.0;-25.0;0;-52.0;731;0;-120.0;-68.0
-16.0;9.0;-48.0;-2;-39.0;725;-2;19.0;-11.0
-37.0;-1.0;-34.0;-19;?;730;?;92.0;44.0
-36.0;39.0;-29.0;-1;?;733;-1;-46.0;?
-29.0;27.0;?;?;-30.0;730;19;-49.0;?
?;?;?;-3;-68.0;733;-3;-43.0;-45.0
-44.0;16.0;?;-24;-103.0;735;-24;?;?
-32.0;?;-55.0;-31;?;729;-31;-136.0;?
-37.0;43.0;-43.0;-23;-108.0;725;-23;-114.0;-128.0
-38.0;-14.0;?;?;-64.0;?;-6;?;?
-19.0;21.0;?;?;?;734;8;-50.0;13.0
?;16.0;-24.0;9;?;?;9;22.0;-15.0
-25.0;-1.0;?;12;-7.0;?;?;78.0;37.0
-17.0;29.0;-6.0;20;12.0;732;?;37.0;?
?;37.0;5.0;?;?;733;5;?;?
?;?;24.0;-18;?;?;-18;97.0;53.0
-11.0;65.0;-1.0;-13;-38.0;730;-13;?;25.0
?;?;31.0;9;-71.0;732;?;-84.0;-101.0
4.0;81.0;21.0;21;-48.0;733;21;-45.0;-63.0
-6.0;30.0;-2.0;?;13.0;732;10;15.0;57.0
-25.0;-23.0;7.0;-16;72.0;729;?;2.0;51.0
-46.0;-18.0;0.0;-20;?;?;-20;79.0;?
-29.0;?;-31.0;5;82.0;731;?;93.0;131.0
-44.0;14.0;?;?;79.0;731;4;84.0;?
-21.0;22.0;18.0;-11;?;729;-11;4.0;48.0
-33.0;?;-4.0;0;33.0;728;0;17.0;42.0
-59.0;?;-37.0;-13;?;727;?;-5.0;?
-37.0;?;?;-28;81.0;728;-28;47.0;8.0
-35.0;-116.0;-72.0;27;158.0;729;27;?;159.0
-57.0;-179.0;-64.0;46;260.0;728;?;284.0;291.0
?;-202.0;-81.0;17;250.0;?;?;345.0;344.0
-27.0;-185.0;-88.0;?;301.0;729;1;384.0;344.0
-1.0;?;-88.0;?;226.0;734;-23;295.0;?
40.0;5.0;-54.0;13;181.0;730;13;221.0;204.0
30.0;-7.0;?;24;146.0;730;?;?;?
71.0;17.0;5.0;?;117.0;734;-4;211.0;127.0
77.0;33.0;?;23;127.0;731;23;218.0;128.0
76.0;?;-1.0;?;70.0;730;13;190.0;97.0
?;23.0;?;-19;88.0;726;-19;?;132.0
59.0;5.0;-29.0;?;111.0;725;-10;237.0;231.0
38.0;-34.0;-31.0;4;120.0;734;4;228.0;241.0
26.0;-33.0;?;?;125.0;733;-5;260.0;219.0
-5.0;-58.0;-26.0;-9;172.0;727;-9;214.0;182.0
-17.0;?;-73.0;?;?;?;26;?;105.0
?;-60.0;?;41;137.0;732;41;152.0;35.0
18.0;-62.0;-33.0;-13;140.0;731;?;90.0;89.0
?;?;-33.0;-45;130.0;730;?;90.0;81.0
4.0;-40.0;-96.0;?;155.0;726;-9;142.0;93.0
8.0;-50.0;-69.0;-1;149.0;730;-1;132.0;132.0
41.0;-71.0;-62.0;?;124.0;732;-3;123.0;?
47.0;-42.0;-60.0;23;125.0;730;23;?;51.0
?;?;-93.0;-6;?;733;-6;177.0;161.0
30.0;-60.0;?;-13;?;?;-13;217.0;218.0
20.0;-35.0;?;?;142.0;730;12;?;201.0
31.0;-49.0;-61.0;0;142.0;736;0;244.0;?
42.0;-65.0;-70.0;16;?;732;16;252.0;?
35.0;-13.0;-89.0;?;?;?;19;?;218.0
?;4.0;-28.0;1;?;724;1;227.0;174.0
22.0;2.0;-104.0;20;?;?;20;?;126.0
49.0;10.0;?;15;19.0;734;15;49.0;36.0
?;20.0;-23.0;?;?;732;?;?;2.0
87.0;6.0;?;17;?;731;17;27.0;-46.0
90.0;-34.0;4.0;10;-48.0;730;10;-55.0;-81.0
27.0;-33.0;7.0;-8;?;?;?;26.0;35.0
27.0;-27.0;4.0;4;-37.0;729;4;-100.0;-67.0
2.0;?;9.0;-17;-9.0;729;-17;-44.0;-98.0
-42.0;27.0;3.0;-21;-34.0;730;-21;-85.0;-68.0
21.0;56.0;0.0;33;-51.0;731;33;-150.0;?
?;57.0;40.0;32;-145.0;?;?;-123.0;?
?;20.0;21.0;9;-85.0;729;9;?;-45.0
-26.0;55.0;22.0;?;-133.0;727;-7;-142.0;-87.0
-18.0;59.0;55.0;?;-53.0;732;-7;-159.0;-125.0
-51.0;?;?;?;-82.0;734;10;?;-15.0
?;63.0;47.0;-24;-46.0;728;-24;0.0;-8.0
8.0;?;66.0;-19;-62.0;730;?;32.0;31.0
6.0;74.0;66.0;10;?;734;10;?;?
-24.0;117.0;29.0;-8;-134.0;732;-8;-24.0;43.0
-22.0;150.0;?;?;?;729;-8;?;5.0
45.0;129.0;62.0;0;-162.0;728;?;?;-33.0
?;?;40.0;-9;?;727;-9;-55.0;-16.0
0.0;127.0;56.0;?;-218.0;727;-1;-137.0;-57.0
-1.0;166.0;47.0;17;-134.0;?;17;-149.0;-89.0
?;96.0;22.0;4;-150.0;732;4;-38.0;-106.0
32.0;89.0;?;13;-101.0;?;13;-115.0;-202.0
62.0;3.0;15.0;?;-78.0;?;13;-135.0;?
52.0;-42.0;-1.0;?;-39.0;728;-33;-9.0;-98.0
29.0;4.0;-11.0;9;-22.0;731;?;-3.0;?
56.0;?;45.0;18;-70.0;730;18;-28.0;-54.0
36.0;64.0;?;-27;-161.0;721;?;-67.0;-27.0
41.0;131.0;4.0;4;-182.0;728;4;-138.0;-56.0
?;?;37.0;?;-206.0;732;37;?;?
-13.0;173.0;47.0;62;-216.0;728;62;-211.0;-154.0
-65.0;121.0;43.0;26;?;726;?;-86.0;-78.0
?;?;14.0;-25;?;724;-25;-92.0;?
15.0;89.0;11.0;-2;-95.0;726;-2;-149.0;?
9.0;?;-15.0;-2;-117.0;?;-2;-113.0;-218.0
4.0;14.0;-43.0;-21;-52.0;727;-21;?;-201.0
-20.0;-30.0;-43.0;-4;-30.0;731;-4;-97.0;-110.0
-73.0;-37.0;-42.0;-11;89.0;?;-11;?;-52.0
14.0;-53.0;?;?;69.0;726;-38;?;39.0
?;-23.0;28.0;-8;-52.0;?;-8;-16.0;13.0
-18.0;52.0;2.0;?;-62.0;?;20;-150.0;-113.0
?;61.0;?;-6;-80.0;732;?;-112.0;-102.0
-6.0;64.0;-15.0;-19;-83.0;730;-19;6.0;1.0
61.0;17.0;-6.0;-20;?;?;-20;-44.0;-44.0
25.0;22.0;23.0;3;-64.0;733;3;-162.0;-137.0
-18.0;17.0;-5.0;18;-101.0;?;18;-134.0;-150.0
-13.0;53.0;-11.0;-10;-81.0;?;-10;-107.0;-102.0
1.0;10.0;-19.0;-5;-45.0;725;-5;-103.0;-104.0
-20.0;-17.0;-20.0;11;-99.0;?;11;-111.0;-64.0
-22.0;?;?;5;-37.0;?;?;-81.0;-38.0
-14.0;10.0;?;-1;-26.0;?;-1;-55.0;0.0
-7.0;11.0;?;14;-21.0;729;?;-69.0;-49.0
7.0;?;-11.0;20;-65.0;726;20;-143.0;-111.0
?;17.0;-19.0;7;-20.0;725;7;?;?
48.0;-2.0;-4.0;26;-60.0;734;26;-4.0;33.0
73.0;-6.0;?;-8;-42.0;731;-8;23.0;6.0
37.0;-33.0;10.0;-8;-12.0;724;-8;61.0;19.0
66.0;-18.0;-17.0;16;?;?;16;99.0;80.0
?;-33.0;?;-20;?;730;-20;101.0;61.0
66.0;?;-40.0;26;18.0;726;26;94.0;?
?;-31.0;?;38;-38.0;730;38;98.0;15.0
95.0;-18.0;-16.0;?;-53.0;?;11;?;42.0
76.0;-1.0;26.0;23;-80.0;726;?;31.0;?
73.0;-21.0;?;7;-12.0;?;7;29.0;-4.0
63.0;-23.0;11.0;-9;-33.0;729;?;28.0;27.0
82.0;-14.0;17.0;-29;?;728;-29;46.0;27.0
?;-38.0;7.0;?;5.0;724;-11;?;16.0
?;-11.0;7.0;19;?;723;?;35.0;79.0
?;-41.0;-5.0;-15;55.0;?;?;109.0;138.0
22.0;2.0;10.0;-28;?;?;?;130.0;?
?;7.0;?;-2;33.0;725;?;57.0;60.0
7.0;51.0;28.0;?;?;731;-7;40.0;17.0
10.0;?;?;-11;-16.0;734;?;15.0;19.0
8.0;14.0;-3.0;-10;?;729;-10;50.0;19.0
10.0;28.0;-10.0;9;-36.0;727;9;5.0;15.0
6.0;-1.0;-7.0;29;?;728;29;12.0;?
31.0;19.0;-40.0;?;8.0;731;3;?;?
4.0;15.0;-26.0;5;-19.0;730;5;10.0;-51.0
0.0;?;-20.0;5;-24.0;727;5;-3.0;-23.0
2.0;-19.0;-13.0;-19;-40.0;729;-19;4.0;-23.0
0.0;6.0;-32.0;-4;-16.0;738;?;-20.0;-43.0
7.0;32.0;-16.0;-1;?;?;?;-16.0;-23.0
-30.0;?;-2.0;-20;-21.0;722;-20;-41.0;-50.0
19.0;27.0;?;?;?;730;-24;-28.0;-2.0
?;4.0;-6.0;-40;-41.0;?;-40;-22.0;31.0
-5.0;37.0;0.0;11;?;730;11;-28.0;-33.0
-31.0;48.0;19.0;32;-68.0;736;32;10.0;-51.0
-44.0;32.0;?;?;-109.0;729;-31;-58.0;-41.0
5.0;7.0;-19.0;-9;-63.0;727;?;?;-68.0
11.0;11.0;-28.0;8;-111.0;729;8;-94.0;-135.0
-16.0;26.0;-10.0;?;?;?;-10;?;-127.0
-6.0;12.0;-32.0;?;-76.0;727;-11;-13.0;?
-9.0;18.0;-24.0;-7;-31.0;?;?;-45.0;-61.0
?;-34.0;-18.0;10;5.0;730;10;-50.0;-41.0
-18.0;-10.0;?;-13;?;731;-13;34.0;?
-24.0;14.0;0.0;-29;?;730;?;62.0;88.0
-37.0;21.0;?;-2;20.0;728;-2;66.0;32.0
?;13.0;?;12;7.0;727;12;38.0;42.0
24.0;63.0;44.0;8;21.0;727;?;64.0;?
37.0;44.0;-14.0;-19;32.0;730;?;95.0;?
?;47.0;18.0;?;27.0;?;-28;62.0;39.0
-4.0;21.0;14.0;?;27.0;727;?;108.0;112.0
-5.0;?;-9.0;9;67.0;?;9;95.0;114.0
-1.0;?;-10.0;5;73.0;730;5;?;95.0
-46.0;-14.0;-31.0;5;?;735;5;69.0;56.0
-55.0;22.0;-27.0;?;73.0;732;?;91.0;62.0
-43.0;21.0;-35.0;-6;77.0;733;-6;26.0;7.0
-103.0;40.0;?;27;16.0;732;?;-34.0;-53.0
-100.0;?;-33.0;12;8.0;736;?;5.0;-32.0
-107.0;?;-18.0;8;-52.0;735;8;-71.0;-69.0
?;76.0;-33.0;-13;-47.0;727;?;-118.0;-162.0
-95.0;35.0;?;-12;-83.0;729;?;?;-141.0
-125.0;56.0;-49.0;16;-76.0;728;16;-97.0;?
-94.0;46.0;-65.0;12;-54.0;728;12;-79.0;-65.0
?;-2.0;-44.0;?;-77.0;?;-8;?;-57.0
-70.0;19.0;?;8;-47.0;?;8;?;-67.0
?;46.0;-54.0;19;-36.0;728;19;-24.0;-58.0
-45.0;53.0;-42.0;11;-54.0;732;?;?;-63.0
-38.0;2.0;?;6;-49.0;?;6;?;-33.0
-24.0;?;-27.0;-18;-26.0;729;?;?;-45.0
-6.0;14.0;-32.0;-9;?;737;-9;?;-19.0
-5.0;7.0;-14.0;10;-31.0;?;10;-3.0;-30.0
11.0;27.0;2.0;-11;1.0;728;-11;53.0;?
-43.0;?;-2.0;5;-1.0;731;?;26.0;27.0
-1.0;33.0;2.0;19;-11.0;727;19;?;10.0
?;70.0;17.0;-14;-13.0;730;-14;?;-28.0
-2.0;62.0;18.0;-11;23.0;734;-11;-27.0;?
7.0;?;24.0;13;-21.0;?;13;-39.0;-45.0
-37.0;3.0;-12.0;?;4.0;?;10;?;-47.0
-23.0;10.0;3.0;10;25.0;730;?;-37.0;-93.0
0.0;-11.0;2.0;?;27.0;733;9;-29.0;-140.0
16.0;-22.0;?;16;46.0;726;16;50.0;-1.0
14.0;-37.0;-49.0;16;53.0;726;16;128.0;145.0
4.0;-21.0;?;-3;?;?;-3;86.0;101.0
0.0;-31.0;-44.0;0;43.0;730;0;75.0;90.0
31.0;-6.0;?;2;5.0;728;?;?;?
31.0;24.0;-11.0;-16;-13.0;733;-16;?;18.0
27.0;30.0;-24.0;-15;-12.0;731;-15;52.0;11.0
15.0;3.0;?;?;-25.0;?;10;48.0;23.0
?;7.0;14.0;19;-37.0;?;19;40.0;18.0
10.0;23.0;-19.0;10;-29.0;730;10;-30.0;-15.0
4.0;?;?;1;-21.0;731;1;-10.0;?
-21.0;?;17.0;3;?;?;?;12.0;?
1.0;12.0;?;?;-31.0;737;17;3.0;29.0
-8.0;3.0;?;0;?;732;0;-3.0;23.0
-16.0;?;24.0;?;-31.0;727;-7;-11.0;-45.0
4.0;?;14.0;19;?;729;19;?;-45.0
?;60.0;14.0;6;-18.0;728;6;7.0;?
21.0;?;14.0;-10;-12.0;726;-10;-7.0;8.0
-11.0;20.0;28.0;-8;-8.0;?;?;24.0;?
-22.0;18.0;-7.0;6;-1.0;?;6;?;29.0
-49.0;?;-20.0;8;?;?;?;62.0;32.0
-35.0;56.0;?;-1;3.0;730;?;9.0;?
?;61.0;-5.0;20;9.0;?;?;43.0;31.0
-33.0;35.0;?;4;?;?;4;19.0;11.0
-23.0;46.0;?;16;?;732;16;10.0;?
-35.0;21.0;-39.0;?;-1.0;729;38;19.0;-15.0
-30.0;40.0;?;?;26.0;732;-16;27.0;5.0
-7.0;-14.0;?;-24;54.0;732;-24;31.0;-12.0
-2.0;-16.0;?;22;14.0;728;22;25.0;14.0
?;28.0;-30.0;31;17.0;724;31;50.0;-6.0
6.0;-1.0;-29.0;7;17.0;728;7;72.0;19.0
19.0;?;-23.0;2;14.0;?;2;14.0;-26.0
1.0;9.0;-31.0;?;10.0;?;9;14.0;?
-9.0;-12.0;?;-8;-18.0;729;-8;-18.0;-4.0
-2.0;-4.0;?;-13;11.0;729;?;-16.0;-11.0
47.0;4.0;30.0;-7;3.0;731;-7;7.0;14.0
-46.0;-9.0;3.0;?;-9.0;733;-18;?;16.0
4.0;-26.0;-8.0;-33;-12.0;730;-33;?;10.0
-7.0;-10.0;-17.0;-19;9.0;730;?;31.0;33.0
-26.0;9.0;-16.0;?;35.0;728;?;34.0;12.0
-71.0;29.0;-33.0;-2;52.0;725;-2;9.0;?
-86.0;40.0;?;5;?;?;5;-11.0;-45.0
-164.0;59.0;-17.0;?;-1.0;734;-12;-67.0;-46.0
-98.0;?;-28.0;?;-41.0;728;-16;-143.0;?
-111.0;65.0;-41.0;10;?;732;10;-116.0;-156.0
?;50.0;?;-14;-69.0;736;-14;-109.0;-105.0
-59.0;71.0;-39.0;-28;?;733;-28;?;-92.0
-62.0;?;-66.0;-1;?;730;-1;-95.0;-120.0
-33.0;15.0;-57.0;32;?;732;32;-164.0;?
?;32.0;?;?;-116.0;733;25;-73.0;-94.0
?;21.0;-23.0;20;?;732;?;-16.0;-29.0
16.0;-28.0;-32.0;44;-25.0;?;44;27.0;-19.0
48.0;-66.0;2.0;?;-11.0;?;?;63.0;21.0
41.0;-37.0;-34.0;8;-29.0;725;8;119.0;99.0
38.0;-31.0;-17.0;23;-19.0;728;23;?;54.0
?;?;-17.0;-26;-72.0;?;-26;?;?
-7.0;26.0;9.0;-11;-81.0;?;-11;?;-64.0
29.0;7.0;11.0;-7;-108.0;733;-7;-58.0;-43.0
-32.0;-22.0;19.0;-14;-119.0;730;-14;-97.0;?
-62.0;33.0;?;-8;-59.0;?;-8;?;-136.0
?;39.0;?;-11;-42.0;728;-11;-157.0;-111.0
-55.0;?;17.0;-10;-15.0;728;?;-66.0;?
-135.0;-46.0;-31.0;-10;?;?;-10;-40.0;38.0
-189.0;?;-50.0;-9;99.0;?;?;32.0;69.0
?;-77.0;-103.0;-14;153.0;729;?;?;127.0
