InertialMeasurementUnit L-SHOE AngVelBodyFrameX;InertialMeasurementUnit BACK accZ;Accelerometer RUA_ accX;InertialMeasurementUnit L-SHOE AngVelNavFrameY;InertialMeasurementUnit RLA accY;InertialMeasurementUnit RUA magneticZ;Accelerometer LH accX;InertialMeasurementUnit L-SHOE Nav_Ax;InertialMeasurementUnit RUA accY;InertialMeasurementUnit RLA gyroZ;Accelerometer RKN_ accX;InertialMeasurementUnit BACK Quaternion2;InertialMeasurementUnit BACK Quaternion4
?;293.0;327.0;-352;264.0;-480.0;310.0;?;?;50.0;?;318.0;-271.0
-353;233.0;?;353;148.0;-477.0;318.0;-200;?;?;-244.0;321.0;-265.0
?;?;?;-183;224.0;-473.0;377.0;119;4.0;85.0;-199.0;322.0;-259.0
-81;233.0;?;81;210.0;-467.0;270.0;-41;47.0;?;-217.0;?;-254.0
-29;286.0;?;29;245.0;-458.0;187.0;-14;156.0;-221.0;?;320.0;?
35;257.0;293.0;-35;298.0;-451.0;102.0;14;167.0;-428.0;-72.0;?;?
-7;246.0;277.0;7;311.0;-442.0;115.0;-5;148.0;?;-38.0;313.0;-239.0
2;210.0;194.0;-2;299.0;-434.0;191.0;10;?;-256.0;-40.0;310.0;-240.0
10;220.0;211.0;-10;338.0;-434.0;?;-11;142.0;85.0;-35.0;308.0;-240.0
1;187.0;266.0;?;303.0;-436.0;?;-3;167.0;255.0;?;307.0;-241.0
-6;194.0;282.0;6;231.0;?;177.0;-3;170.0;?;-108.0;308.0;-244.0
-2;212.0;252.0;?;216.0;-440.0;223.0;-2;?;71.0;-85.0;309.0;-248.0
-34;189.0;273.0;?;254.0;-443.0;225.0;?;184.0;-28.0;?;310.0;-251.0
-47;144.0;?;47;257.0;-444.0;307.0;-27;205.0;-56.0;-90.0;312.0;-255.0
-30;144.0;275.0;30;?;-444.0;350.0;4;144.0;?;-129.0;314.0;?
-122;158.0;?;122;244.0;-448.0;384.0;-18;144.0;139.0;?;314.0;-259.0
-151;120.0;238.0;151;219.0;-449.0;451.0;?;143.0;136.0;-160.0;?;?
-190;141.0;239.0;190;204.0;-449.0;507.0;?;173.0;69.0;-161.0;314.0;-260.0
-750;126.0;282.0;750;240.0;-447.0;529.0;-113;221.0;-4.0;?;313.0;-259.0
-1300;109.0;323.0;?;?;-445.0;?;3;240.0;-44.0;-156.0;?;-258.0
-1264;95.0;300.0;1264;241.0;-440.0;492.0;250;236.0;?;-74.0;311.0;?
-1349;93.0;?;1349;255.0;-439.0;482.0;?;241.0;?;-62.0;309.0;-257.0
-1618;88.0;305.0;1618;261.0;?;?;?;256.0;?;-44.0;?;?
-1515;79.0;305.0;?;274.0;-436.0;?;?;273.0;-261.0;-101.0;305.0;-259.0
-1422;?;319.0;1422;271.0;-434.0;423.0;?;274.0;-195.0;-45.0;304.0;?
-1388;103.0;?;1388;267.0;-436.0;409.0;?;287.0;-148.0;-52.0;?;-264.0
-1234;?;?;1234;261.0;-440.0;391.0;?;262.0;-143.0;-284.0;301.0;-267.0
-964;164.0;310.0;964;248.0;-445.0;379.0;-11;221.0;-143.0;?;299.0;-268.0
-776;160.0;?;?;?;-450.0;378.0;?;?;-195.0;?;?;-270.0
-823;?;277.0;823;236.0;?;346.0;71;166.0;-141.0;-1326.0;293.0;-272.0
-375;170.0;247.0;?;233.0;-461.0;280.0;?;139.0;?;-235.0;290.0;-273.0
67;208.0;217.0;-67;217.0;-466.0;236.0;-46;121.0;-56.0;?;286.0;-273.0
-13;204.0;218.0;13;?;-469.0;297.0;39;130.0;?;-225.0;280.0;-274.0
-64;224.0;?;?;206.0;-470.0;291.0;-2;?;?;-290.0;275.0;-274.0
-120;235.0;231.0;120;197.0;-472.0;307.0;-53;136.0;56.0;-46.0;270.0;-275.0
-109;239.0;217.0;109;165.0;-475.0;?;-105;143.0;70.0;-57.0;264.0;?
-63;281.0;208.0;?;?;?;273.0;-57;161.0;42.0;-53.0;259.0;-277.0
-69;248.0;?;69;?;-481.0;254.0;42;152.0;-48.0;-137.0;254.0;-278.0
?;261.0;218.0;?;162.0;-484.0;217.0;42;118.0;-30.0;-109.0;252.0;-280.0
?;282.0;?;-21;156.0;-489.0;243.0;?;111.0;-67.0;-97.0;251.0;-280.0
-3;287.0;210.0;3;?;-492.0;219.0;-18;98.0;?;?;251.0;-280.0
164;278.0;206.0;-164;164.0;-493.0;?;?;?;-185.0;-198.0;251.0;-280.0
249;?;195.0;-249;190.0;-493.0;299.0;-3;?;-172.0;-182.0;252.0;-279.0
189;283.0;?;?;?;-488.0;?;34;77.0;-95.0;-181.0;252.0;-278.0
?;?;214.0;-288;192.0;-486.0;?;85;98.0;-31.0;-152.0;?;-277.0
241;281.0;201.0;?;194.0;-483.0;336.0;48;125.0;27.0;-155.0;252.0;-275.0
?;?;225.0;-166;212.0;-482.0;367.0;-64;149.0;74.0;?;253.0;-274.0
320;?;?;-320;216.0;?;353.0;-2;?;78.0;-174.0;?;-272.0
-27;257.0;228.0;27;209.0;-476.0;370.0;-182;143.0;103.0;-137.0;254.0;-271.0
?;245.0;233.0;-822;202.0;-475.0;?;136;130.0;?;?;?;-271.0
?;242.0;216.0;-1522;189.0;-474.0;385.0;-318;113.0;195.0;-162.0;260.0;-271.0
5084;?;210.0;?;177.0;-475.0;411.0;-313;?;223.0;?;262.0;-270.0
9651;?;209.0;?;178.0;?;363.0;1388;126.0;169.0;?;264.0;-269.0
3614;326.0;232.0;?;200.0;-476.0;291.0;127;130.0;149.0;134.0;266.0;-269.0
-1294;308.0;212.0;1294;224.0;?;468.0;-779;88.0;318.0;-148.0;269.0;-270.0
511;300.0;203.0;-511;193.0;?;608.0;274;?;418.0;-279.0;273.0;?
-94;321.0;74.0;94;?;-482.0;657.0;-77;-19.0;536.0;-179.0;280.0;-267.0
-15;417.0;311.0;15;245.0;?;534.0;?;?;?;-307.0;288.0;-261.0
132;320.0;203.0;-132;215.0;-481.0;334.0;27;-125.0;81.0;-328.0;297.0;-254.0
?;288.0;97.0;131;194.0;-474.0;?;-81;-27.0;?;-158.0;304.0;-246.0
?;263.0;?;-78;217.0;-465.0;?;17;12.0;63.0;?;307.0;-240.0
-80;?;159.0;?;210.0;-450.0;?;?;93.0;27.0;?;309.0;-236.0
-3;294.0;221.0;3;257.0;-433.0;474.0;-39;237.0;-44.0;-46.0;309.0;-235.0
?;246.0;?;?;324.0;-424.0;746.0;-37;313.0;-225.0;-93.0;311.0;-236.0
-28;?;359.0;28;368.0;-420.0;930.0;?;279.0;-274.0;-106.0;?;-241.0
-2;196.0;355.0;2;346.0;-423.0;1085.0;-14;225.0;-171.0;?;319.0;-247.0
-5;140.0;275.0;5;309.0;?;1162.0;-12;?;-1.0;-130.0;324.0;-254.0
-14;154.0;207.0;14;262.0;?;1241.0;-9;79.0;167.0;-180.0;?;?
17;148.0;197.0;?;?;?;1432.0;-18;108.0;224.0;-159.0;334.0;-266.0
16;160.0;?;?;219.0;-441.0;?;-15;160.0;244.0;-180.0;337.0;-272.0
28;?;260.0;-28;235.0;-441.0;1340.0;-19;204.0;218.0;-166.0;340.0;-278.0
34;?;311.0;-34;253.0;-440.0;1075.0;?;?;143.0;-110.0;345.0;-285.0
-31;?;?;31;?;-443.0;956.0;-9;276.0;79.0;-111.0;350.0;-296.0
-24;?;?;24;258.0;-453.0;988.0;-7;245.0;73.0;-115.0;355.0;-306.0
13;59.0;319.0;-13;243.0;-461.0;755.0;-1;200.0;94.0;-172.0;362.0;-314.0
-25;121.0;300.0;?;?;?;700.0;-7;145.0;98.0;-125.0;367.0;?
0;140.0;?;0;209.0;-481.0;641.0;-6;117.0;128.0;-113.0;?;-326.0
19;?;253.0;-19;217.0;-490.0;460.0;-1;101.0;172.0;?;377.0;?
?;112.0;?;7;203.0;-495.0;383.0;-5;94.0;169.0;-112.0;?;-331.0
-19;110.0;199.0;?;215.0;-497.0;95.0;?;?;190.0;-115.0;382.0;-333.0
?;?;226.0;-8;208.0;-501.0;?;?;133.0;207.0;-174.0;384.0;-335.0
?;110.0;229.0;-41;219.0;-500.0;?;?;172.0;163.0;-131.0;385.0;?
?;117.0;261.0;?;?;-500.0;42.0;2;177.0;?;-207.0;?;-338.0
?;112.0;265.0;-1;239.0;-500.0;?;6;201.0;118.0;-17.0;390.0;?
18;93.0;297.0;-18;247.0;?;103.0;?;177.0;152.0;-407.0;392.0;?
?;86.0;?;20;221.0;-506.0;?;?;?;110.0;858.0;?;-344.0
5;61.0;?;-5;211.0;-508.0;380.0;?;120.0;153.0;834.0;?;-343.0
?;130.0;197.0;5;203.0;-510.0;520.0;0;132.0;?;-1022.0;401.0;-342.0
?;81.0;236.0;-5;214.0;-510.0;483.0;4;?;54.0;-693.0;402.0;?
-25;?;242.0;25;229.0;-505.0;584.0;0;182.0;71.0;61.0;403.0;-340.0
-44;61.0;?;?;243.0;-503.0;452.0;-2;202.0;?;-168.0;405.0;-340.0
?;?;281.0;-14;?;-501.0;545.0;0;202.0;?;-278.0;408.0;-339.0
26;?;301.0;-26;?;-496.0;490.0;0;?;-127.0;-140.0;409.0;-339.0
44;62.0;299.0;-44;?;?;609.0;?;202.0;-144.0;-134.0;410.0;?
36;25.0;301.0;-36;258.0;-494.0;597.0;7;208.0;-96.0;-191.0;411.0;-339.0
-13;38.0;?;?;253.0;-491.0;634.0;5;?;-71.0;-209.0;412.0;-339.0
?;82.0;260.0;6;251.0;-494.0;553.0;0;172.0;-48.0;-176.0;411.0;-337.0
30;107.0;?;?;265.0;-493.0;615.0;-1;191.0;-51.0;-132.0;409.0;-336.0
16;90.0;306.0;-16;?;-493.0;?;-2;202.0;-96.0;-130.0;407.0;-336.0
-8;92.0;287.0;8;283.0;?;615.0;-2;190.0;-29.0;-136.0;405.0;?
11;89.0;?;-11;275.0;-493.0;530.0;-4;184.0;?;-116.0;?;-337.0
7;78.0;274.0;-7;242.0;-495.0;471.0;-3;181.0;217.0;-137.0;404.0;-338.0
-9;106.0;263.0;?;224.0;-496.0;418.0;-2;186.0;192.0;-145.0;401.0;-339.0
?;?;281.0;7;232.0;-499.0;391.0;-6;?;120.0;-153.0;400.0;-340.0
-7;?;281.0;7;225.0;-500.0;140.0;-1;191.0;?;-140.0;398.0;-341.0
?;104.0;273.0;-19;220.0;-503.0;-83.0;?;?;?;-135.0;397.0;-342.0
23;88.0;262.0;?;225.0;-507.0;-224.0;-2;179.0;?;-136.0;396.0;-343.0
-17;89.0;262.0;?;220.0;?;70.0;0;175.0;54.0;-136.0;395.0;-344.0
?;73.0;?;9;219.0;-512.0;126.0;2;160.0;53.0;-137.0;394.0;-344.0
?;98.0;250.0;12;208.0;-513.0;174.0;?;151.0;37.0;-157.0;393.0;?
-40;?;243.0;?;211.0;-511.0;408.0;9;153.0;56.0;-162.0;391.0;-340.0
3;67.0;?;-3;231.0;-506.0;?;?;197.0;16.0;-154.0;?;?
15;62.0;281.0;-15;243.0;-505.0;1142.0;1;?;-69.0;-154.0;387.0;-333.0
0;69.0;283.0;0;246.0;-502.0;1004.0;1;197.0;?;-176.0;384.0;?
5;72.0;?;-5;?;?;984.0;4;184.0;-6.0;-190.0;381.0;-322.0
6;104.0;263.0;?;233.0;-497.0;1011.0;-2;187.0;-29.0;-174.0;377.0;-318.0
25;84.0;?;-25;?;-490.0;900.0;?;?;-69.0;-149.0;373.0;?
11;?;288.0;-11;247.0;?;844.0;?;213.0;?;?;368.0;-309.0
9;89.0;?;-9;262.0;?;1159.0;?;207.0;-74.0;?;364.0;-304.0
?;101.0;278.0;-37;250.0;-472.0;?;1;201.0;-88.0;?;?;-299.0
14;80.0;?;-14;240.0;-466.0;1451.0;?;226.0;-73.0;-144.0;354.0;-294.0
-6;?;301.0;6;238.0;?;800.0;2;219.0;-185.0;-161.0;349.0;-289.0
22;113.0;299.0;?;245.0;-453.0;524.0;0;?;-287.0;-173.0;343.0;-283.0
?;118.0;320.0;-23;252.0;-445.0;613.0;-1;?;?;-164.0;335.0;-278.0
8;94.0;?;-8;253.0;-436.0;561.0;1;252.0;?;?;329.0;-275.0
?;?;?;?;265.0;?;367.0;?;300.0;-296.0;-143.0;326.0;-275.0
?;146.0;?;-7;294.0;-424.0;320.0;6;?;-282.0;-124.0;325.0;-277.0
-6;160.0;416.0;6;321.0;-426.0;?;6;356.0;?;-118.0;327.0;-282.0
5;177.0;408.0;-5;315.0;-433.0;345.0;-1;?;-366.0;?;?;-286.0
-28;139.0;377.0;28;311.0;-439.0;273.0;-6;267.0;?;-158.0;335.0;-290.0
-36;132.0;323.0;36;318.0;-448.0;254.0;1;210.0;-300.0;-175.0;339.0;-294.0
-8;?;274.0;8;312.0;-454.0;226.0;3;?;-138.0;?;343.0;-298.0
-6;133.0;247.0;6;300.0;-463.0;176.0;-1;126.0;93.0;-189.0;345.0;-299.0
27;124.0;218.0;-27;?;-468.0;?;-4;119.0;300.0;?;346.0;-300.0
?;120.0;?;-51;246.0;-468.0;180.0;-4;130.0;470.0;-187.0;?;?
?;114.0;?;-16;?;-468.0;180.0;2;148.0;626.0;-161.0;346.0;-302.0
-3;?;227.0;3;259.0;-471.0;178.0;3;?;690.0;-144.0;346.0;-302.0
-14;112.0;250.0;14;236.0;?;256.0;0;181.0;738.0;-146.0;346.0;?
-28;100.0;253.0;28;211.0;-473.0;300.0;?;174.0;?;-144.0;344.0;?
?;105.0;233.0;-4;198.0;-473.0;?;?;195.0;608.0;-154.0;342.0;-299.0
19;103.0;263.0;-19;?;-470.0;?;7;203.0;468.0;?;341.0;-298.0
?;117.0;272.0;4;197.0;-471.0;379.0;3;207.0;400.0;-160.0;340.0;-297.0
-4;104.0;294.0;4;?;-468.0;421.0;4;225.0;188.0;-139.0;339.0;-294.0
-15;107.0;299.0;15;?;-467.0;415.0;?;222.0;3.0;-166.0;338.0;-293.0
-28;133.0;300.0;28;?;-466.0;427.0;4;209.0;-138.0;-150.0;337.0;-292.0
-8;111.0;283.0;8;?;-462.0;445.0;5;225.0;-349.0;-154.0;337.0;-291.0
11;111.0;?;-11;233.0;?;?;-3;?;-466.0;-141.0;336.0;-291.0
27;?;?;-27;250.0;-459.0;349.0;-1;236.0;-533.0;-145.0;336.0;-291.0
11;110.0;?;-11;263.0;?;321.0;1;226.0;?;-125.0;336.0;-292.0
-10;115.0;302.0;10;266.0;?;314.0;?;219.0;-556.0;-141.0;336.0;-292.0
-7;?;279.0;?;273.0;?;334.0;-1;?;-508.0;-133.0;?;-293.0
-7;64.0;300.0;7;292.0;-449.0;370.0;-6;288.0;-395.0;-137.0;336.0;-294.0
11;118.0;341.0;-11;322.0;-451.0;?;1;287.0;-305.0;-155.0;?;-296.0
15;112.0;361.0;-15;?;-453.0;352.0;4;241.0;-244.0;-138.0;336.0;-297.0
17;142.0;306.0;?;286.0;-458.0;350.0;-1;183.0;-155.0;-127.0;337.0;-298.0
11;145.0;262.0;?;279.0;-461.0;350.0;0;?;-80.0;-127.0;339.0;-298.0
18;140.0;270.0;?;283.0;?;347.0;-1;178.0;12.0;-117.0;?;?
18;123.0;?;-18;289.0;-460.0;304.0;-1;163.0;?;-110.0;340.0;-296.0
?;113.0;253.0;?;276.0;?;287.0;5;192.0;313.0;-117.0;?;?
-6;91.0;251.0;?;262.0;-458.0;387.0;0;199.0;?;-122.0;340.0;-293.0
?;73.0;256.0;-9;240.0;-455.0;422.0;-6;237.0;432.0;-137.0;340.0;-293.0
?;97.0;299.0;?;260.0;-454.0;?;-1;306.0;390.0;-139.0;340.0;?
25;93.0;319.0;-25;274.0;-457.0;341.0;2;245.0;?;-145.0;342.0;-292.0
-13;122.0;?;13;224.0;?;357.0;0;248.0;234.0;-150.0;?;-292.0
-8;113.0;289.0;8;224.0;-458.0;351.0;?;215.0;77.0;-149.0;342.0;-293.0
11;103.0;280.0;-11;248.0;-459.0;?;3;214.0;?;?;?;-293.0
2;101.0;?;-2;253.0;-462.0;286.0;?;204.0;101.0;?;344.0;-295.0
19;?;264.0;-19;227.0;-466.0;346.0;1;190.0;125.0;?;345.0;-297.0
14;?;260.0;-14;215.0;-467.0;?;-2;197.0;79.0;?;345.0;-298.0
4;?;?;-4;239.0;-468.0;?;1;203.0;37.0;?;345.0;?
4;?;281.0;-4;243.0;-469.0;359.0;-3;213.0;59.0;-126.0;345.0;-300.0
2;103.0;271.0;-2;228.0;-471.0;349.0;-9;187.0;27.0;-118.0;345.0;-300.0
7;?;252.0;-7;235.0;-470.0;?;-2;194.0;-51.0;-118.0;345.0;-301.0
?;119.0;252.0;-17;223.0;-471.0;347.0;?;177.0;-77.0;-118.0;344.0;-300.0
26;?;251.0;-26;?;-472.0;380.0;-1;182.0;-131.0;-117.0;344.0;-300.0
27;138.0;?;-27;101.0;?;368.0;-4;152.0;?;-122.0;342.0;-299.0
?;121.0;180.0;?;-86.0;-464.0;362.0;0;?;?;-136.0;339.0;?
0;124.0;134.0;0;?;?;316.0;-3;165.0;-1555.0;?;?;-299.0
7;?;66.0;?;?;-445.0;336.0;-5;99.0;-1588.0;-139.0;336.0;-299.0
1;137.0;348.0;?;1182.0;?;334.0;?;147.0;-394.0;-128.0;?;-300.0
-7;170.0;?;?;1026.0;-423.0;?;-4;353.0;834.0;?;334.0;-299.0
2;?;621.0;-2;529.0;-420.0;339.0;-7;390.0;1004.0;-122.0;?;-297.0
?;?;436.0;-10;436.0;-423.0;304.0;2;210.0;807.0;-136.0;329.0;-294.0
?;125.0;344.0;-17;488.0;?;276.0;?;136.0;746.0;-128.0;?;-290.0
-11;123.0;375.0;11;531.0;-425.0;325.0;-7;199.0;819.0;-128.0;323.0;-288.0
-11;96.0;408.0;11;501.0;-419.0;406.0;?;221.0;882.0;-112.0;320.0;?
?;115.0;414.0;-47;466.0;-417.0;379.0;11;275.0;795.0;-101.0;318.0;-287.0
?;109.0;455.0;-45;505.0;-413.0;?;?;271.0;630.0;?;316.0;-286.0
17;?;478.0;?;528.0;-413.0;377.0;8;301.0;488.0;-118.0;315.0;?
?;?;511.0;-10;517.0;-413.0;386.0;1;?;323.0;?;?;-284.0
?;141.0;?;18;506.0;-415.0;316.0;-2;284.0;172.0;-136.0;314.0;?
-13;159.0;?;13;?;-419.0;332.0;-1;258.0;-45.0;-138.0;?;-283.0
24;131.0;486.0;-24;571.0;-421.0;325.0;-1;244.0;-138.0;-156.0;314.0;-283.0
12;138.0;495.0;?;548.0;-422.0;365.0;?;248.0;?;-136.0;315.0;-284.0
?;142.0;483.0;6;504.0;-425.0;?;?;263.0;-273.0;?;315.0;?
?;?;?;?;?;-426.0;388.0;-1;292.0;-390.0;-119.0;316.0;-287.0
18;?;?;-18;470.0;?;375.0;3;296.0;-561.0;-107.0;317.0;-289.0
5;?;?;?;480.0;-432.0;342.0;-2;276.0;-682.0;-112.0;319.0;-291.0
15;120.0;419.0;-15;468.0;-437.0;330.0;0;256.0;-701.0;-132.0;320.0;-294.0
-11;122.0;?;?;?;-440.0;295.0;5;278.0;-625.0;-129.0;323.0;-298.0
-13;108.0;381.0;13;?;?;244.0;-3;278.0;-595.0;?;?;-304.0
17;114.0;327.0;-17;311.0;?;244.0;-3;228.0;-591.0;?;332.0;-311.0
6;122.0;265.0;-6;302.0;-467.0;233.0;1;187.0;-559.0;-127.0;337.0;-317.0
-20;133.0;262.0;20;308.0;-473.0;?;-2;?;?;-119.0;343.0;?
-20;122.0;243.0;?;299.0;-480.0;?;2;184.0;-330.0;-109.0;?;?
0;131.0;?;?;336.0;?;366.0;1;158.0;?;-111.0;354.0;-335.0
?;118.0;262.0;0;?;-488.0;400.0;?;?;-24.0;?;358.0;-338.0
?;120.0;?;9;?;-491.0;389.0;1;199.0;57.0;-139.0;361.0;-341.0
11;124.0;275.0;?;319.0;?;370.0;0;175.0;222.0;-139.0;?;-343.0
13;115.0;272.0;-13;309.0;-497.0;354.0;2;185.0;?;-119.0;365.0;-345.0
3;116.0;?;-3;295.0;-501.0;351.0;0;?;513.0;-136.0;?;-346.0
?;126.0;225.0;-16;267.0;?;?;?;148.0;595.0;-110.0;367.0;-347.0
3;115.0;233.0;-3;253.0;-506.0;?;-1;167.0;666.0;-128.0;367.0;?
19;122.0;220.0;?;261.0;?;?;-3;181.0;636.0;-118.0;?;?
?;125.0;258.0;-31;?;-510.0;?;?;171.0;670.0;-128.0;?;?
-20;115.0;260.0;20;243.0;-511.0;325.0;-2;216.0;544.0;-111.0;369.0;-348.0
-13;110.0;257.0;?;239.0;-512.0;?;-3;201.0;488.0;-135.0;370.0;-349.0
9;104.0;270.0;-9;249.0;-514.0;?;3;191.0;361.0;-142.0;373.0;-349.0
-10;111.0;272.0;10;?;-518.0;271.0;-1;170.0;250.0;-125.0;?;-349.0
?;112.0;242.0;?;223.0;-521.0;228.0;?;162.0;131.0;-144.0;375.0;?
12;107.0;263.0;?;226.0;-521.0;322.0;5;?;?;-127.0;378.0;-347.0
?;110.0;270.0;8;?;-518.0;315.0;?;?;?;-99.0;?;-344.0
?;?;275.0;-8;268.0;?;296.0;-2;209.0;-240.0;-102.0;379.0;?
30;89.0;304.0;-30;287.0;?;?;?;221.0;-335.0;-107.0;380.0;-342.0
7;92.0;291.0;-7;302.0;?;?;2;197.0;-324.0;?;?;-341.0
?;102.0;267.0;11;?;?;?;6;?;-221.0;-135.0;379.0;-340.0
-6;94.0;275.0;?;285.0;-501.0;326.0;2;186.0;-243.0;-128.0;380.0;-339.0
4;?;288.0;-4;?;-499.0;312.0;-5;222.0;-288.0;-135.0;380.0;-338.0
22;90.0;310.0;?;317.0;-496.0;392.0;?;?;?;-122.0;380.0;-337.0
18;?;?;-18;311.0;-493.0;364.0;?;206.0;-190.0;-110.0;380.0;-336.0
-18;80.0;266.0;18;303.0;-489.0;264.0;-8;176.0;-135.0;-120.0;380.0;-334.0
-2;85.0;258.0;2;?;-485.0;292.0;?;199.0;?;-119.0;?;-332.0
54;72.0;291.0;-54;321.0;-481.0;?;4;?;-34.0;-93.0;378.0;-331.0
48;?;?;-48;318.0;-477.0;302.0;?;?;28.0;-96.0;377.0;-329.0
0;?;281.0;0;300.0;-475.0;341.0;-1;224.0;158.0;-116.0;375.0;?
-7;96.0;291.0;7;291.0;?;326.0;3;214.0;98.0;-110.0;374.0;-326.0
19;?;291.0;?;?;?;266.0;4;231.0;139.0;?;374.0;-325.0
21;103.0;299.0;-21;?;-471.0;275.0;-2;213.0;120.0;-117.0;373.0;-324.0
1;91.0;?;-1;284.0;-473.0;342.0;0;225.0;?;-100.0;374.0;-323.0
3;86.0;?;?;293.0;-469.0;326.0;-1;220.0;112.0;?;374.0;?
?;94.0;?;-15;296.0;-469.0;?;-6;218.0;112.0;-90.0;?;-323.0
2;112.0;276.0;-2;?;?;288.0;-1;179.0;?;?;375.0;-323.0
-13;113.0;250.0;13;259.0;-476.0;?;0;144.0;192.0;?;375.0;-322.0
?;104.0;250.0;3;249.0;-474.0;?;0;176.0;111.0;-104.0;375.0;?
2;105.0;268.0;-2;276.0;?;363.0;?;?;?;-105.0;374.0;-319.0
-17;111.0;278.0;17;295.0;-472.0;358.0;-7;210.0;79.0;-103.0;374.0;-317.0
-1;105.0;?;?;283.0;?;368.0;?;191.0;?;?;373.0;-317.0
34;105.0;252.0;-34;264.0;-472.0;363.0;2;178.0;47.0;?;372.0;-316.0
-25;112.0;?;25;270.0;-470.0;358.0;?;171.0;25.0;-108.0;371.0;-315.0
-24;?;263.0;24;268.0;-470.0;?;?;179.0;?;-95.0;?;-313.0
24;111.0;?;-24;281.0;-469.0;372.0;4;?;-16.0;-98.0;368.0;-312.0
-6;118.0;281.0;6;?;?;380.0;-4;203.0;11.0;-100.0;?;-312.0
29;107.0;?;-29;285.0;-463.0;303.0;-1;207.0;-41.0;-109.0;365.0;-311.0
9;103.0;?;-9;?;-463.0;371.0;7;228.0;-69.0;-109.0;?;-311.0
-16;?;280.0;16;?;-463.0;381.0;2;201.0;?;-119.0;?;-311.0
19;106.0;279.0;-19;287.0;-465.0;398.0;-2;202.0;?;-118.0;363.0;-311.0
-9;?;274.0;9;297.0;?;375.0;-1;188.0;-53.0;-131.0;362.0;-310.0
8;88.0;294.0;-8;?;-461.0;400.0;?;?;?;-132.0;362.0;?
?;98.0;?;-24;308.0;-458.0;?;?;?;-86.0;-131.0;361.0;-308.0
-3;97.0;?;3;308.0;-458.0;347.0;4;?;-39.0;-128.0;359.0;?
18;98.0;296.0;-18;309.0;-456.0;317.0;1;228.0;-32.0;-103.0;?;-306.0
?;104.0;300.0;?;307.0;-456.0;337.0;1;225.0;9.0;-117.0;?;-305.0
-31;109.0;298.0;31;?;?;?;0;234.0;22.0;-116.0;353.0;-305.0
-33;98.0;267.0;33;303.0;-455.0;331.0;?;236.0;26.0;?;352.0;-305.0
-24;107.0;282.0;24;288.0;-456.0;330.0;?;217.0;46.0;-139.0;?;-305.0
-40;102.0;295.0;40;281.0;?;350.0;?;197.0;55.0;-128.0;350.0;?
-38;97.0;?;38;?;?;321.0;11;210.0;-25.0;-127.0;349.0;?
?;94.0;291.0;43;291.0;-458.0;?;-2;206.0;-48.0;-141.0;?;?
-29;98.0;291.0;?;299.0;-456.0;366.0;2;230.0;-7.0;-173.0;347.0;-302.0
28;96.0;299.0;?;303.0;-454.0;?;6;229.0;?;-136.0;346.0;-301.0
36;97.0;291.0;-36;299.0;-457.0;357.0;?;221.0;0.0;-136.0;?;-301.0
?;?;290.0;-15;?;-454.0;388.0;?;228.0;-1.0;-137.0;344.0;-301.0
33;?;297.0;?;300.0;-453.0;388.0;-3;239.0;-10.0;-144.0;344.0;-302.0
17;107.0;309.0;-17;306.0;?;?;-1;?;-17.0;-136.0;344.0;-302.0
?;?;315.0;8;?;-449.0;382.0;-3;249.0;25.0;-131.0;?;-303.0
21;106.0;288.0;-21;299.0;-451.0;370.0;?;206.0;82.0;-136.0;345.0;?
9;?;280.0;-9;291.0;?;323.0;-2;222.0;86.0;-154.0;?;-303.0
?;107.0;281.0;18;?;?;391.0;0;223.0;49.0;-142.0;?;-304.0
2;116.0;274.0;-2;301.0;-456.0;370.0;2;217.0;94.0;-143.0;?;-304.0
14;115.0;283.0;-14;286.0;-458.0;348.0;-3;209.0;?;-127.0;344.0;-303.0
14;104.0;281.0;-14;272.0;-458.0;?;-5;?;76.0;-134.0;345.0;-303.0
14;101.0;272.0;-14;291.0;-459.0;379.0;?;197.0;83.0;-136.0;346.0;-302.0
?;103.0;280.0;-20;287.0;-460.0;398.0;2;?;63.0;-136.0;346.0;-300.0
27;92.0;?;-27;286.0;?;378.0;-4;?;52.0;-136.0;347.0;-298.0
2;99.0;?;-2;300.0;-456.0;392.0;-3;?;39.0;-144.0;346.0;-296.0
-17;102.0;290.0;17;305.0;-452.0;397.0;-5;229.0;?;-154.0;345.0;-294.0
22;83.0;?;-22;305.0;?;?;2;230.0;?;-124.0;344.0;-292.0
?;80.0;?;-28;304.0;-447.0;375.0;?;245.0;?;-111.0;?;-289.0
-25;?;303.0;?;316.0;-443.0;364.0;-2;260.0;-12.0;-128.0;344.0;-287.0
-7;82.0;315.0;?;?;-440.0;332.0;-6;269.0;?;?;343.0;-286.0
28;68.0;333.0;-28;319.0;-438.0;323.0;2;273.0;?;-139.0;?;-284.0
?;?;323.0;0;320.0;?;343.0;?;259.0;?;-128.0;344.0;-284.0
?;?;318.0;-1;316.0;-436.0;?;5;?;-13.0;?;346.0;-284.0
?;82.0;294.0;-23;?;-436.0;312.0;?;236.0;?;-106.0;?;-283.0
30;77.0;?;-30;332.0;?;349.0;-4;?;?;-116.0;348.0;-283.0
39;79.0;325.0;-39;335.0;?;347.0;-4;264.0;8.0;-115.0;349.0;-283.0
12;77.0;?;?;317.0;-431.0;311.0;?;243.0;26.0;-128.0;349.0;?
?;69.0;292.0;19;?;?;350.0;-6;243.0;26.0;-117.0;349.0;?
