InertialMeasurementUnit R-SHOE Nav_Ax;InertialMeasurementUnit R-SHOE AngVelNavFrameX;InertialMeasurementUnit R-SHOE Nav_Ay;InertialMeasurementUnit LLA gyroY;InertialMeasurementUnit LLA gyroZ;InertialMeasurementUnit R-SHOE Nav_Az;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE Body_Ay;InertialMeasurementUnit R-SHOE AngVelBodyFrameX;InertialMeasurementUnit R-SHOE AngVelBodyFrameY
2;?;0;37.0;-39.0;67;-49;369;49;?
-7;18;?;0.0;3.0;?;2;368;-2;18
-7;?;-3;19.0;-61.0;?;-9;?;9;-26
1;3;-3;32.0;-9.0;67;2;373;-2;3
6;4;?;33.0;-69.0;67;?;?;-27;4
?;-8;-4;53.0;-46.0;69;9;372;-9;?
0;13;?;88.0;12.0;67;-62;?;62;13
0;3;0;127.0;64.0;69;-54;371;54;3
1;-17;-3;160.0;124.0;71;-16;374;16;?
-3;25;1;208.0;?;66;-26;374;?;?
1;17;-1;273.0;161.0;68;-43;376;43;17
2;-54;?;248.0;?;70;-73;374;?;-54
?;-9;?;197.0;?;67;-44;374;44;?
?;12;?;188.0;27.0;69;?;376;18;12
5;-23;2;138.0;-30.0;67;-40;374;40;-23
?;-15;8;119.0;?;?;-31;371;?;?
?;-25;5;97.0;-47.0;70;?;372;?;-25
2;-5;?;59.0;-51.0;73;-40;375;?;-5
?;?;0;?;?;69;-1;377;1;15
0;?;4;25.0;26.0;64;?;376;-28;?
?;4;9;?;?;63;40;373;?;?
2;25;4;57.0;78.0;68;34;?;-34;25
-1;25;?;32.0;50.0;70;17;378;?;?
2;30;2;12.0;82.0;68;?;375;-22;30
4;-13;?;-27.0;112.0;?;-13;373;13;-13
0;-68;2;-12.0;108.0;70;?;375;7;-68
0;-59;0;4.0;127.0;69;34;376;-34;?
-1;-34;-3;32.0;125.0;69;14;378;-14;-34
-1;-18;-2;-19.0;?;68;6;378;-6;-18
2;?;3;52.0;68.0;70;12;371;-12;1
1;5;?;14.0;26.0;68;28;370;-28;5
-1;9;0;82.0;24.0;64;11;376;-11;?
0;32;?;?;-2.0;65;?;?;?;32
-1;22;4;77.0;38.0;65;19;372;-19;22
-1;-13;2;117.0;?;68;37;372;-37;?
2;-11;-1;?;48.0;73;29;?;-29;-11
2;0;6;?;?;69;15;367;-15;0
4;11;?;?;113.0;67;-19;366;19;11
5;11;-3;160.0;?;68;-16;373;16;11
-3;-17;-3;135.0;71.0;?;18;376;-18;-17
?;-18;?;?;-2.0;?;19;370;-19;-18
6;-15;-2;116.0;?;69;0;369;?;?
-1;-9;?;85.0;-24.0;67;-35;369;35;-9
?;14;2;?;?;66;-16;?;16;14
4;?;3;32.0;66.0;67;?;366;-4;?
3;-37;5;?;68.0;67;?;364;?;?
-2;-27;?;41.0;102.0;?;?;371;7;-27
3;23;?;41.0;92.0;68;1;?;-1;23
2;-19;7;38.0;109.0;68;27;362;-27;-19
6;13;0;-6.0;84.0;63;26;368;-26;13
7;18;-2;-28.0;82.0;?;-18;369;18;18
-9;-87;4;6.0;?;66;-13;?;?;-87
-5;-47;-1;2.0;78.0;58;-27;374;27;-47
1;-55;-5;-10.0;52.0;61;?;?;25;-55
-3;-76;-1;?;46.0;69;27;369;-27;-76
2;-35;?;16.0;79.0;69;11;368;-11;?
-2;-22;?;1.0;36.0;63;-23;?;23;-22
?;4;1;77.0;50.0;?;5;370;-5;4
1;-28;-2;83.0;42.0;?;?;366;-19;?
3;-30;-1;?;36.0;?;14;366;-14;?
3;-8;2;32.0;?;67;?;363;-21;-8
7;-1;1;40.0;101.0;78;10;358;-10;?
5;1;-2;39.0;43.0;74;-4;362;?;1
?;-25;-2;28.0;48.0;64;-13;367;?;-25
-2;-3;3;30.0;?;67;-11;363;11;-3
-1;?;?;21.0;7.0;?;21;360;?;0
3;-25;?;26.0;-17.0;72;22;358;-22;-25
-1;-9;3;23.0;-55.0;71;35;361;-35;-9
-3;?;0;34.0;-60.0;72;20;363;-20;-19
1;-9;0;9.0;?;71;-24;363;24;-9
3;?;-4;16.0;?;?;?;?;-34;?
2;5;1;14.0;?;74;28;361;?;5
5;10;-1;87.0;-21.0;70;7;364;-7;?
-1;17;-4;92.0;27.0;57;26;374;-26;17
?;?;5;?;73.0;69;?;363;4;-13
5;48;4;57.0;?;73;4;359;-4;?
0;64;?;54.0;?;65;5;?;-5;64
?;47;?;?;79.0;64;25;?;-25;47
-6;?;-3;-19.0;94.0;64;?;371;-31;40
-6;39;4;?;110.0;65;15;365;-15;39
0;?;?;-29.0;?;65;5;368;?;44
-2;17;1;?;123.0;64;-7;?;?;17
6;25;-2;-38.0;125.0;69;?;364;-49;25
4;?;-5;-52.0;?;71;27;?;-27;-2
-3;-23;0;-66.0;147.0;68;-4;366;?;-23
5;?;?;-69.0;160.0;?;18;363;-18;25
1;24;?;?;161.0;?;7;364;-7;24
-5;12;0;-31.0;?;?;9;367;?;?
-2;29;?;-2.0;121.0;?;-24;367;?;29
2;-1;-4;?;?;?;?;368;?;-1
-2;-33;-4;33.0;?;69;49;369;-49;?
-3;-8;1;66.0;?;?;24;365;-24;-8
3;4;3;81.0;48.0;64;17;?;-17;?
5;-6;?;77.0;40.0;64;?;368;14;-6
0;9;-3;66.0;-25.0;64;24;370;-24;?
-3;11;6;76.0;0.0;66;?;362;-10;11
2;-17;4;122.0;24.0;70;-62;360;62;-17
3;-37;1;98.0;?;69;?;363;?;?
-1;?;5;65.0;23.0;66;-14;364;14;-26
3;1;-2;88.0;13.0;65;-8;369;8;1
5;5;-4;?;54.0;70;20;368;-20;5
?;2;-2;?;69.0;66;?;368;-21;2
-1;-11;-4;?;103.0;69;-18;369;18;?
-2;1;0;69.0;77.0;69;?;?;20;1
4;25;0;32.0;62.0;60;-13;367;?;?
4;?;-5;35.0;40.0;70;-29;368;29;-8
-3;-10;?;21.0;?;?;?;367;-19;?
-1;20;3;?;62.0;65;30;363;-30;20
2;?;-3;11.0;40.0;70;1;?;-1;?
0;?;-9;?;?;64;-6;374;6;30
?;5;-5;5.0;?;63;-23;370;23;?
3;34;6;25.0;24.0;61;2;362;-2;34
1;10;3;37.0;?;65;?;363;?;10
4;0;?;32.0;2.0;?;-1;367;?;0
3;13;-1;-5.0;26.0;66;32;?;?;13
?;-5;?;22.0;43.0;65;?;366;-15;-5
2;13;-5;81.0;63.0;66;-2;371;?;13
0;0;-3;60.0;39.0;65;-23;371;23;0
?;7;0;41.0;52.0;67;-7;367;?;7
5;?;-2;-4.0;?;?;11;?;-11;31
?;6;-2;-5.0;80.0;66;21;?;?;?
-2;?;-3;?;?;65;?;374;-12;-5
?;4;-2;40.0;54.0;?;-49;?;?;4
0;7;2;17.0;111.0;66;-32;369;32;7
3;0;3;-25.0;87.0;66;0;367;0;?
?;?;2;-12.0;48.0;66;?;?;22;15
?;?;-1;17.0;50.0;66;11;371;-11;24
-4;25;?;12.0;28.0;69;36;371;-36;25
?;36;3;46.0;64.0;?;17;364;-17;36
7;4;5;18.0;?;67;?;364;-32;4
-1;2;3;56.0;104.0;?;-11;367;?;2
3;37;-2;72.0;83.0;71;-48;?;?;37
9;16;-5;85.0;?;70;-15;371;15;16
4;-6;?;57.0;?;71;?;368;4;?
-1;?;0;24.0;36.0;66;-18;370;?;-12
?;-29;-6;?;42.0;65;?;376;40;?
3;-7;-3;-5.0;23.0;?;-5;371;5;-7
0;-1;1;?;42.0;65;?;371;7;-1
1;?;-5;-15.0;36.0;64;?;376;32;?
?;15;-3;-22.0;40.0;?;?;374;14;15
-7;50;4;-11.0;90.0;65;-56;?;?;?
-3;19;-1;8.0;90.0;65;-51;374;?;19
?;?;-3;?;70.0;68;-22;?;22;23
-5;-3;-1;46.0;66.0;69;-20;374;20;?
6;-20;0;21.0;-25.0;75;-2;369;?;-20
-1;35;4;31.0;-41.0;69;-23;370;23;35
-3;14;0;58.0;-41.0;?;?;377;36;14
6;13;-2;?;-87.0;?;-15;374;15;13
0;50;?;133.0;-6.0;?;?;370;-6;50
2;2;2;126.0;77.0;68;0;373;0;2
?;-9;-2;58.0;144.0;73;-27;373;27;-9
-1;34;2;45.0;200.0;?;-25;372;25;34
2;6;?;27.0;176.0;68;-20;372;20;6
-3;-6;-4;20.0;104.0;70;-24;?;24;-6
1;37;-6;-26.0;19.0;67;?;?;-30;37
?;24;-1;-15.0;?;63;19;376;-19;24
0;18;?;31.0;-68.0;65;-21;374;21;18
-3;26;5;74.0;-57.0;66;24;374;?;26
0;-13;0;88.0;?;68;5;375;-5;-13
1;8;2;82.0;?;?;4;374;?;8
3;?;?;59.0;-63.0;?;13;370;-13;25
2;?;0;85.0;-22.0;71;?;373;5;15
2;23;-1;114.0;0.0;68;19;376;?;?
3;-30;1;104.0;53.0;?;44;372;-44;-30
?;-48;?;94.0;?;70;60;371;-60;-48
0;-15;?;55.0;96.0;70;?;?;11;-15
1;-19;-3;93.0;115.0;68;-37;?;37;-19
?;?;-3;?;83.0;66;17;375;-17;?
?;12;1;94.0;99.0;67;?;372;17;12
2;-16;0;77.0;91.0;67;-29;371;29;-16
6;32;?;84.0;93.0;69;?;374;-16;32
5;26;-8;138.0;?;68;?;377;?;26
?;-37;-3;?;81.0;67;13;372;-13;-37
8;-14;?;169.0;43.0;71;36;370;-36;-14
?;25;-8;82.0;?;69;27;376;-27;25
-4;19;2;91.0;?;69;31;369;?;?
-2;?;5;?;8.0;67;-19;366;19;-11
2;-12;-8;96.0;-31.0;?;14;376;-14;?
0;?;-8;54.0;-41.0;69;36;375;-36;-3
0;7;1;22.0;?;65;-50;369;?;7
?;-16;?;-4.0;-39.0;63;-53;?;53;-16
9;-50;-1;15.0;-55.0;73;-26;?;26;-50
8;?;-1;3.0;-11.0;?;-6;367;6;-9
?;-36;-2;19.0;10.0;66;20;372;-20;-36
-2;-45;-1;3.0;5.0;65;10;371;?;-45
-1;-4;0;76.0;-6.0;?;8;372;-8;?
-1;-16;?;55.0;?;61;7;372;?;-16
3;13;1;50.0;79.0;65;10;369;?;13
-1;-33;-1;24.0;36.0;65;37;372;-37;-33
0;-75;1;47.0;?;66;-4;368;4;-75
?;-8;2;-1.0;29.0;?;?;366;-20;-8
3;25;-5;22.0;99.0;68;36;372;-36;25
2;?;1;?;117.0;67;-23;368;23;16
3;-11;9;6.0;131.0;?;45;360;-45;?
0;-16;1;-55.0;?;?;?;369;-29;-16
5;7;-3;-76.0;90.0;67;24;368;?;?
6;12;5;-98.0;90.0;69;69;359;?;12
-1;?;5;-86.0;64.0;64;10;362;-10;4
0;4;5;-59.0;?;?;14;362;-14;4
?;?;7;-59.0;-66.0;64;23;360;?;5
1;8;0;-41.0;-42.0;67;6;366;-6;?
1;?;-1;-79.0;83.0;68;5;366;-5;?
1;21;4;-57.0;121.0;65;-5;363;5;21
0;-9;1;10.0;?;67;9;?;-9;-9
-1;-18;?;32.0;164.0;65;18;370;?;-18
?;17;0;6.0;?;63;?;366;1;17
7;30;0;-1.0;153.0;64;4;366;-4;30
-1;18;3;-22.0;?;68;23;363;?;18
1;15;4;-39.0;60.0;67;-8;362;8;15
3;26;1;-28.0;-84.0;?;-32;366;?;26
3;18;0;-34.0;-159.0;62;19;367;-19;18
?;?;1;-25.0;?;63;41;368;-41;?
-2;36;4;32.0;-122.0;65;-4;364;4;36
4;50;2;?;-77.0;70;17;362;-17;50
1;4;-3;28.0;-13.0;71;?;367;-47;4
0;17;?;?;56.0;?;26;368;-26;17
?;20;-3;30.0;113.0;67;27;367;-27;20
1;-32;?;39.0;142.0;68;?;369;-6;?
0;?;-5;42.0;131.0;69;3;369;?;-16
8;5;-5;?;185.0;68;39;366;-39;?
?;-3;-6;-59.0;173.0;64;1;368;-1;-3
?;37;-5;?;151.0;64;-33;?;?;37
?;41;?;43.0;89.0;64;-5;370;5;?
-2;?;?;59.0;-8.0;64;?;368;31;15
0;24;1;3.0;?;67;-36;366;36;24
?;22;-3;1.0;-33.0;66;17;369;-17;22
-1;28;?;21.0;?;63;23;?;-23;28
-1;25;0;9.0;2.0;66;6;368;-6;25
0;-13;1;16.0;18.0;66;-10;?;10;-13
?;4;3;?;?;?;-24;363;?;4
-2;12;0;17.0;10.0;?;-21;365;21;12
?;-8;-1;?;?;67;-27;?;?;-8
2;21;1;50.0;40.0;66;-19;365;19;21
3;15;-4;65.0;81.0;72;-3;368;3;15
3;-23;?;?;?;73;-21;366;21;-23
?;-18;?;44.0;80.0;63;-18;365;?;-18
-3;?;-4;26.0;91.0;65;-17;371;17;-25
0;-37;-1;49.0;140.0;71;-20;?;20;-37
1;?;8;?;112.0;?;11;358;-11;-37
-2;-28;0;22.0;?;66;17;367;?;-28
-3;4;-3;-22.0;42.0;64;14;370;-14;4
-7;-10;-2;?;21.0;61;21;?;-21;-10
-3;22;?;-42.0;-53.0;64;10;372;-10;22
?;36;-2;-12.0;-50.0;68;29;365;-29;36
1;?;?;-18.0;-74.0;?;56;364;?;-20
-2;1;4;-16.0;-86.0;62;11;364;-11;?
3;17;2;22.0;-9.0;69;-26;362;26;17
4;9;1;?;-17.0;?;5;361;-5;9
3;-7;3;?;38.0;67;38;361;?;-7
2;-13;0;?;?;?;13;?;?;-13
?;5;-2;53.0;52.0;66;-24;368;24;5
?;4;-1;47.0;44.0;66;-7;?;7;4
1;17;-5;64.0;?;67;36;370;?;17
?;-2;1;73.0;34.0;64;45;367;-45;-2
0;6;0;1.0;3.0;64;-18;367;18;?
2;6;-6;-28.0;69.0;68;-20;370;20;6
-1;?;-2;?;38.0;?;38;368;-38;-37
?;-11;-2;-16.0;?;67;-4;368;?;-11
1;-8;-3;-13.0;?;69;-28;367;28;?
0;?;-5;?;55.0;67;?;?;-29;?
-1;2;4;-50.0;46.0;67;69;362;?;2
-4;0;13;8.0;91.0;69;60;353;-60;0
-9;?;?;6.0;66.0;66;15;362;?;-28
-4;-40;-1;?;42.0;60;-20;368;20;-40
?;4;0;?;75.0;62;-34;366;34;?
-6;17;2;28.0;?;65;-20;?;?;?
-3;?;4;59.0;?;63;29;363;-29;?
6;-7;-1;?;91.0;?;42;364;?;-7
0;-46;0;82.0;23.0;68;-4;364;4;-46
?;3;?;20.0;28.0;67;-9;363;9;3
?;26;-2;30.0;56.0;67;22;366;-22;26
?;-7;-3;6.0;60.0;?;28;368;-28;-7
-1;-17;0;?;71.0;60;44;367;-44;-17
?;-15;-1;32.0;120.0;61;27;368;-27;-15
?;-5;-2;31.0;92.0;64;-24;368;?;-5
1;-5;-3;18.0;97.0;?;-17;366;17;?
1;?;-1;32.0;?;64;?;365;11;3
?;?;?;15.0;?;65;-13;365;13;32
1;27;?;?;50.0;71;-15;362;15;27
0;3;3;-25.0;52.0;67;3;?;?;?
?;4;-1;-6.0;31.0;65;27;?;-27;4
6;?;-1;34.0;2.0;?;?;364;9;?
?;17;3;26.0;-8.0;?;-2;362;2;?
?;23;7;31.0;?;69;3;360;?;23
0;?;7;9.0;-1.0;66;3;361;?;-8
?;?;2;-9.0;-27.0;61;?;368;-26;?
3;-36;1;50.0;?;63;-10;368;10;-36
-4;-40;4;?;?;67;?;365;41;?
-1;-12;?;?;28.0;?;-34;367;34;-12
5;16;0;71.0;15.0;64;18;369;-18;16
?;9;-3;57.0;52.0;?;28;373;?;9
-1;-6;-3;66.0;95.0;?;-17;?;17;-6
1;3;1;87.0;100.0;?;-24;366;?;3
1;24;-1;?;145.0;68;-7;368;7;24
-2;14;-1;102.0;168.0;62;41;370;-41;14
?;-1;-1;92.0;170.0;65;-1;368;?;-1
?;?;0;51.0;?;67;-39;367;39;-7
-3;-5;?;35.0;279.0;66;31;363;?;-5
6;4;3;44.0;220.0;70;21;361;-21;4
10;1;1;-8.0;184.0;71;9;361;-9;1
-2;16;6;7.0;?;69;22;361;-22;?
-7;-2;4;?;115.0;69;-13;?;13;-2
?;-27;2;-23.0;67.0;69;-18;363;?;-27
-4;-16;1;?;24.0;?;?;?;?;-16
-5;-17;?;?;-19.0;69;8;?;-8;-17
?;2;6;-16.0;-67.0;66;1;361;-1;2
-2;?;5;48.0;?;61;-19;?;?;-8
-4;?;3;?;-86.0;68;-41;365;41;?
8;?;3;53.0;-87.0;?;-27;362;27;30
-1;13;1;66.0;?;65;8;368;-8;13
?;11;?;82.0;-50.0;71;3;364;-3;11
4;21;0;87.0;-11.0;69;-34;365;34;21
-3;-1;0;?;28.0;64;?;369;11;?
-3;-2;2;101.0;?;66;7;367;-7;?
0;?;2;99.0;87.0;68;-4;?;4;3
-1;-16;7;68.0;?;69;-4;?;4;-16
?;?;?;53.0;65.0;65;-30;364;30;-25
1;-32;-4;4.0;59.0;66;-22;369;22;-32
?;-27;1;-15.0;18.0;70;-9;363;9;-27
1;?;0;-19.0;17.0;?;5;366;-5;26
-6;?;-2;-40.0;7.0;60;14;372;-14;14
-1;-26;3;0.0;52.0;60;?;366;-7;?
7;10;-1;?;34.0;64;20;?;-20;?
-4;0;-7;?;16.0;63;-17;373;17;0
-7;9;-3;-14.0;46.0;?;0;371;0;9
?;21;-2;30.0;?;68;22;365;-22;21
0;7;0;?;101.0;70;-16;363;16;7
-1;?;2;40.0;77.0;65;-4;?;?;?
?;4;-1;33.0;?;64;-24;?;24;4
0;-4;-3;33.0;68.0;64;-32;368;?;-4
?;6;4;23.0;28.0;68;10;359;-10;?
2;11;3;39.0;85.0;69;12;360;-12;11
0;35;-2;19.0;64.0;67;-5;365;5;35
?;7;?;28.0;42.0;69;-4;360;?;7
3;0;?;19.0;?;66;?;?;?;?
4;8;0;?;25.0;?;25;364;?;8
-4;1;?;43.0;73.0;?;23;369;-23;1
-7;7;-4;?;60.0;65;-2;370;?;7
1;?;2;22.0;80.0;67;0;361;0;3
3;-15;-2;43.0;66.0;66;26;365;-26;?
6;-12;?;45.0;48.0;65;-7;363;7;?
?;7;2;?;44.0;65;-42;362;42;7
?;-4;-3;43.0;?;?;?;368;12;-4
1;1;-3;54.0;95.0;?;21;367;-21;?
?;25;?;68.0;?;67;-20;?;20;25
0;?;1;33.0;26.0;67;-64;364;?;-9
-1;-34;3;55.0;50.0;64;-26;364;?;-34
0;?;-4;80.0;57.0;67;0;369;?;3
2;10;?;65.0;23.0;68;?;?;-40;10
-2;-10;?;39.0;?;?;48;369;-48;?
-5;-5;-5;?;34.0;64;-4;371;4;?
-5;3;1;69.0;38.0;66;-4;366;4;3
?;9;1;?;67.0;61;?;?;14;9
?;-12;3;75.0;37.0;67;6;362;-6;-12
?;-28;4;53.0;35.0;65;7;361;-7;-28
?;-11;?;59.0;2.0;63;?;?;10;?
1;?;1;84.0;-10.0;73;?;361;-27;?
2;6;?;66.0;?;68;-4;364;4;?
-1;?;-6;?;54.0;69;-24;369;24;-5
-4;3;-5;31.0;90.0;71;0;369;0;3
-4;19;-1;11.0;101.0;?;-9;369;?;19
-5;?;-3;?;136.0;68;1;?;?;13
-4;15;-2;35.0;?;67;-4;370;4;15
?;?;?;30.0;173.0;66;-49;364;49;18
?;4;1;19.0;180.0;68;-38;365;?;4
-2;18;-1;-9.0;147.0;65;?;370;?;18
?;?;2;?;107.0;?;?;367;15;37
1;?;4;?;42.0;71;-12;363;12;9
?;4;4;-21.0;-74.0;67;16;366;-16;?
-2;11;?;38.0;-167.0;?;?;365;-35;11
?;-31;0;73.0;-218.0;70;?;368;27;-31
-2;-16;-1;88.0;-218.0;69;?;370;19;-16
?;1;2;78.0;-219.0;67;57;?;-57;1
1;-28;-5;104.0;?;67;38;373;?;-28
-2;-7;-7;55.0;-17.0;67;-11;376;?;-7
0;?;?;61.0;?;68;-4;365;?;?
2;-14;2;46.0;184.0;69;28;366;?;-14
1;?;-4;?;?;71;-21;370;21;?
2;-30;?;40.0;388.0;67;-51;366;51;-30
?;-37;-1;24.0;403.0;66;-10;368;10;?
?;42;-4;14.0;?;72;-13;370;?;42
-1;24;0;?;311.0;?;-8;367;8;24
0;28;-4;-6.0;305.0;69;?;370;14;28
-1;42;?;?;271.0;64;-41;370;41;42
?;-13;5;-18.0;165.0;62;6;367;?;-13
-4;-37;3;17.0;131.0;?;11;365;-11;-37
-1;-28;4;61.0;73.0;69;-33;365;33;-28
-10;?;?;?;?;68;8;371;?;?
-3;40;-1;91.0;-14.0;71;-1;?;1;?
4;8;?;?;-44.0;65;-25;367;?;8
-2;-5;0;?;-91.0;67;?;370;-4;-5
?;5;2;195.0;-89.0;69;18;?;-18;5
?;-3;?;155.0;-192.0;65;?;367;-21;?
-2;-21;0;?;?;72;-44;368;44;-21
2;14;2;95.0;-110.0;?;-63;?;63;14
1;39;4;76.0;-147.0;64;-9;368;9;39
2;17;0;?;-95.0;72;23;367;?;17
?;-17;-1;88.0;-87.0;68;36;370;-36;?
?;-21;-2;74.0;-51.0;67;-5;372;5;-21
-4;21;1;62.0;-10.0;?;?;371;?;21
-6;?;0;8.0;?;?;-23;373;23;12
7;14;-3;7.0;34.0;68;-32;372;32;14
10;18;-1;6.0;43.0;68;-40;?;40;18
-4;?;0;5.0;59.0;66;?;?;?;-37
?;-32;?;-52.0;?;69;16;371;-16;-32
8;-12;3;-109.0;98.0;71;-24;367;?;-12
?;16;0;-89.0;98.0;71;?;370;-30;16
-4;?;-2;-77.0;100.0;?;28;374;-28;37
-2;?;0;-46.0;79.0;68;-13;?;?;?
?;4;4;-15.0;50.0;70;?;368;-17;4
1;-9;2;-1.0;23.0;?;-16;369;16;-9
2;21;?;?;?;68;?;371;20;21
?;9;7;61.0;6.0;67;-13;366;13;?
-3;-2;5;95.0;24.0;68;15;368;-15;?
-4;13;-1;96.0;35.0;68;?;374;-30;13
-6;-15;6;84.0;?;64;?;370;22;-15
-2;?;4;79.0;110.0;63;2;?;?;12
3;29;-2;58.0;158.0;?;-12;373;12;29
2;?;-2;29.0;93.0;65;-7;375;7;-30
?;-26;?;-20.0;141.0;64;27;375;-27;-26
-1;-19;?;-84.0;122.0;68;-44;376;?;?
?;-27;-3;-75.0;?;?;-37;376;37;-27
1;?;?;-46.0;47.0;71;13;368;-13;?
1;3;2;-39.0;?;68;?;371;41;3
-9;-27;4;-9.0;-27.0;65;-28;373;28;-27
?;35;7;-6.0;-53.0;70;25;369;-25;35
?;?;0;57.0;-65.0;69;4;372;-4;42
-7;16;2;63.0;0.0;64;-3;?;3;16
-11;1;4;84.0;-55.0;65;-12;373;12;?
3;-20;-3;99.0;-56.0;?;-10;375;10;?
2;-23;?;112.0;-10.0;68;-22;?;22;-23
0;3;?;?;31.0;?;4;378;-4;3
3;13;-5;?;75.0;66;46;?;-46;13
-7;4;-3;86.0;108.0;68;10;375;-10;4
-2;12;-5;?;?;68;23;?;-23;12
4;12;-4;27.0;55.0;68;6;374;-6;12
2;2;?;44.0;71.0;?;?;370;8;2
4;5;0;17.0;103.0;66;36;?;-36;?
?;-7;?;-6.0;105.0;68;25;369;-25;-7
?;-9;0;-22.0;101.0;72;7;?;-7;-9
?;16;2;-24.0;?;64;2;369;-2;16
-5;-7;5;39.0;95.0;64;?;368;15;-7
2;-23;0;16.0;107.0;71;-27;369;27;-23
7;?;?;20.0;?;69;-19;371;19;28
-1;23;2;-19.0;68.0;70;-4;370;?;23
-2;-31;0;-32.0;20.0;71;-20;?;20;-31
5;-29;-1;?;6.0;?;-11;?;11;-29
7;-32;-3;?;-6.0;67;?;372;-38;-32
5;-30;-6;34.0;?;69;34;373;?;-30
6;-2;-6;37.0;-91.0;69;-23;374;23;-2
6;-6;-6;13.0;-47.0;69;-12;374;12;?
5;-7;2;20.0;-12.0;70;42;?;?;?
8;-6;5;16.0;?;71;?;362;-46;-6
-1;-4;?;32.0;?;68;?;366;-52;-4
?;11;0;30.0;-63.0;68;13;?;-13;?
7;26;-2;12.0;?;69;-20;368;?;26
-1;5;?;-13.0;-120.0;?;27;370;-27;?
-1;-20;-2;?;?;69;9;369;-9;-20
?;9;-1;25.0;-160.0;66;-26;371;26;9
-3;-28;0;?;-146.0;68;-16;370;16;?
-2;?;5;17.0;-62.0;70;-15;366;15;-31
-5;28;8;-3.0;74.0;65;-25;366;?;?
1;6;2;-22.0;154.0;66;-24;370;24;?
1;10;2;-75.0;220.0;66;?;?;?;?
3;4;2;-115.0;254.0;66;?;368;?;4
4;-31;1;?;262.0;70;-6;367;6;-31
-2;?;?;-185.0;281.0;65;13;?;?;-16
?;18;0;-182.0;?;66;-13;370;13;18
?;7;5;-179.0;238.0;72;24;362;?;7
4;-22;5;-153.0;215.0;64;28;364;-28;-22
0;?;4;-133.0;192.0;63;?;366;?;15
1;?;0;-114.0;194.0;?;25;366;-25;-19
2;?;0;?;184.0;64;?;367;-16;-51
-2;20;4;-18.0;147.0;?;-2;365;?;20
-1;9;?;-36.0;?;71;16;364;-16;9
?;-20;3;39.0;85.0;72;?;362;3;-20
-2;-1;0;36.0;51.0;64;15;367;-15;-1
1;4;3;?;-4.0;63;-9;364;9;4
?;-12;?;64.0;?;?;?;363;56;-12
-1;-26;-3;43.0;-43.0;65;2;370;-2;-26
?;?;2;44.0;-54.0;66;?;364;?;?
?;-7;-2;54.0;-61.0;69;?;367;1;-7
-7;?;?;83.0;-14.0;66;-6;370;6;?
-6;-72;4;88.0;-13.0;62;?;366;?;-72
4;?;-3;83.0;?;?;-19;369;19;-30
10;-7;-5;67.0;6.0;72;?;367;-19;-7
-2;?;?;?;26.0;69;23;360;-23;?
-4;23;7;?;11.0;68;-17;359;17;23
-2;-3;7;93.0;48.0;68;22;359;-22;?
-7;10;1;75.0;?;?;?;364;-42;10
3;100;-4;61.0;10.0;73;-2;367;?;100
?;?;?;54.0;36.0;69;7;366;?;64
-5;24;0;12.0;?;?;-5;368;5;24
?;33;0;11.0;42.0;67;-39;?;39;33
?;9;-14;-18.0;36.0;57;-11;?;11;9
?;?;-8;-79.0;47.0;60;-12;380;12;38
13;91;10;-89.0;?;65;?;360;22;?
9;46;?;-90.0;?;58;-14;?;14;46
2;-12;2;?;?;?;?;?;42;?
4;-7;7;-167.0;122.0;74;-21;364;21;-7
3;-15;-3;-191.0;102.0;60;-31;379;31;-15
-5;-23;?;-244.0;70.0;64;-71;?;71;-23
-2;11;?;-276.0;39.0;71;?;371;49;11
4;15;5;?;33.0;64;-43;374;43;15
?;-18;?;-345.0;29.0;64;?;?;51;?
-2;-44;-2;?;119.0;66;-56;383;56;-44
?;-39;?;-509.0;170.0;76;-48;373;?;-39
?;-34;?;-515.0;85.0;71;-92;376;?;-34
-10;16;0;-460.0;?;70;-228;385;228;16
19;11;20;-450.0;?;72;-378;366;378;11
?;103;41;-444.0;-237.0;48;-573;362;573;?
?;452;43;?;?;55;-736;369;?;452
109;574;63;-418.0;-176.0;4;-738;369;738;574
65;1455;?;-422.0;-63.0;-36;-774;407;774;1455
-59;1869;83;-402.0;-5.0;59;-647;398;647;1869
?;951;135;?;103.0;163;-320;339;320;951
-193;902;?;?;163.0;?;-291;342;291;?
?;384;102;-359.0;?;93;-189;278;?;384
519;-192;39;-439.0;559.0;?;174;206;-174;-192
467;199;-17;?;968.0;9;393;278;?;199
314;108;-44;-906.0;1350.0;-29;?;354;-471;108
265;126;-36;-1158.0;1651.0;14;539;331;-539;?
280;200;-27;-1286.0;?;33;566;313;?;200
201;?;-52;?;1472.0;-6;?;350;-489;?
178;98;-35;?;1184.0;15;470;295;-470;98
216;333;?;-573.0;948.0;11;434;235;-434;333
?;370;29;-238.0;734.0;27;?;204;-383;?
118;?;142;-82.0;598.0;36;534;84;-534;259
132;259;189;22.0;577.0;-22;601;?;?;259
91;?;114;?;472.0;99;587;76;-587;?
109;562;?;178.0;?;-46;754;71;-754;?
?;403;-60;309.0;275.0;224;505;215;-505;?
-82;703;?;460.0;117.0;343;?;313;-347;703
-44;874;-194;556.0;10.0;249;416;?;?;874
