PT08.S3(NOx);RH;C6H6(GT);T;AH;PT08.S1(CO);PT08.S2(NMHC);PT08.S4(NO2);PT08.S5(O3);NMHC(GT);CO(GT);NOx(GT);NO2(GT)
663.0;47.4;20.6;17.9;0.9657;1310.0;1313.0;1958.0;1475.0;-200.0;-200.0;-200.0;-200.0
1643.0;46.6;1.1;10.4;0.5901;840.0;509.0;1076.0;352.0;23.0;0.5;22.0;38.0
1136.0;50.6;2.6;20.6;1.2119;796.0;628.0;1385.0;555.0;-200.0;0.3;29.0;36.0
580.0;27.8;21.8;31.5;1.2671;1397.0;1346.0;2017.0;1837.0;-200.0;3.6;228.0;165.0
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0
593.0;41.6;26.1;19.2;0.9154;1538.0;1458.0;2186.0;1743.0;-200.0;-200.0;-200.0;-200.0
924.0;51.0;9.0;16.3;0.9341;1324.0;940.0;1587.0;1423.0;100.0;2.1;146.0;121.0
1172.0;80.2;2.4;16.6;1.5002;806.0;615.0;1525.0;543.0;-200.0;0.5;21.0;34.0
659.0;31.5;21.1;24.7;0.9672;1379.0;1326.0;1961.0;1307.0;-200.0;3.8;191.0;151.0
1269.0;67.8;2.2;14.0;1.0787;831.0;602.0;1386.0;535.0;-200.0;-200.0;32.0;41.0
1305.0;53.6;2.8;15.2;0.919;789.0;638.0;1309.0;672.0;-200.0;-200.0;-200.0;-200.0
555.0;58.6;26.9;19.8;1.3392;1626.0;1476.0;2356.0;1786.0;642.0;5.7;281.0;135.0
1131.0;26.8;5.5;17.9;0.5446;984.0;790.0;1268.0;532.0;139.0;1.5;103.0;92.0
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;1.2;59.0;67.0
1165.0;53.4;2.0;18.4;1.117;751.0;587.0;1353.0;678.0;-200.0;0.5;43.0;50.0
946.0;35.7;40.2;20.4;0.844;1303.0;1776.0;1467.0;1608.0;-200.0;4.0;-200.0;-200.0
653.0;62.5;18.9;15.7;1.1092;1559.0;1267.0;2047.0;1373.0;535.0;4.3;230.0;149.0
1048.0;46.7;4.8;17.8;0.9466;967.0;753.0;1420.0;544.0;-200.0;-200.0;-200.0;-200.0
1196.0;53.9;3.6;13.9;0.8501;970.0;687.0;1351.0;969.0;42.0;0.7;-200.0;-200.0
1176.0;43.8;2.5;22.7;1.1952;787.0;620.0;1403.0;618.0;-200.0;0.5;-200.0;-200.0
1144.0;23.8;14.9;26.1;0.7938;1137.0;1146.0;1392.0;1327.0;-200.0;2.2;188.0;136.0
1625.0;67.1;1.2;13.1;1.0079;758.0;517.0;1294.0;351.0;-200.0;-200.0;15.0;22.0
567.0;42.7;28.9;22.8;1.1667;1355.0;1526.0;2397.0;1658.0;-200.0;4.8;333.0;134.0
