PT08.S3(NOx);PT08.S1(CO);PT08.S5(O3);CO(GT);NOx(GT);NO2(GT);NMHC(GT);PT08.S2(NMHC);PT08.S4(NO2);RH;C6H6(GT);T;AH
1813.0;842.0;394.0;?;-200.0;-200.0;?;468.0;1274.0;53.9;0.7;16.9;?
1756.0;854.0;396.0;?;17.0;27.0;-200.0;?;1304.0;?;0.8;16.1;1.0153
1786.0;845.0;378.0;?;?;23.0;?;472.0;1278.0;?;0.7;?;?
1480.0;?;?;0.6;?;46.0;?;?;?;54.0;?;16.4;0.9979
1072.0;1090.0;?;1.2;86.0;?;-200.0;768.0;?;?;5.1;15.7;1.0195
732.0;?;1252.0;3.6;226.0;116.0;-200.0;1230.0;1996.0;?;17.7;15.8;0.9571
711.0;?;?;3.7;214.0;115.0;?;1252.0;1962.0;42.1;?;17.4;0.8281
?;1074.0;772.0;1.8;115.0;?;-200.0;?;1484.0;38.4;6.9;17.9;0.7793
1026.0;1090.0;766.0;1.6;124.0;?;-200.0;868.0;1509.0;36.7;7.3;18.5;0.7764
947.0;1110.0;?;?;122.0;90.0;-200.0;964.0;1577.0;29.6;9.6;21.0;0.7263
?;1102.0;783.0;2.0;107.0;87.0;-200.0;994.0;1599.0;28.1;10.4;21.3;0.7067
?;1100.0;822.0;?;?;99.0;-200.0;1021.0;1607.0;26.1;11.2;?;0.6539
?;1094.0;813.0;2.1;130.0;99.0;-200.0;1003.0;1574.0;?;10.7;21.3;0.6681
964.0;1076.0;813.0;2.3;150.0;?;?;1034.0;1544.0;24.2;11.6;21.3;0.606
928.0;1152.0;850.0;?;138.0;103.0;185.0;1062.0;1606.0;28.5;?;20.2;0.6682
720.0;?;?;3.8;213.0;?;?;?;1932.0;43.1;18.3;17.0;0.8264
678.0;1438.0;1401.0;4.4;232.0;143.0;672.0;1325.0;1993.0;47.4;21.0;15.6;0.8347
678.0;1425.0;1356.0;?;238.0;146.0;?;?;?;47.4;21.0;15.3;0.8178
775.0;1279.0;1243.0;3.3;180.0;?;325.0;1131.0;1758.0;49.7;14.5;14.5;0.8177
?;1132.0;1083.0;2.0;?;?;143.0;916.0;1561.0;52.0;?;13.9;0.8231
1142.0;1006.0;795.0;1.1;65.0;?;89.0;?;1370.0;49.4;4.3;14.5;?
1204.0;982.0;?;0.9;53.0;72.0;73.0;700.0;1359.0;51.4;3.8;13.8;0.8071
1271.0;969.0;684.0;0.8;47.0;64.0;48.0;636.0;1309.0;51.3;2.7;14.0;0.8163
?;?;714.0;0.7;51.0;?;47.0;621.0;1330.0;56.8;2.5;13.0;0.8444
1522.0;892.0;?;0.5;-200.0;?;36.0;522.0;1285.0;?;?;11.0;0.9215
1701.0;855.0;401.0;-200.0;20.0;?;25.0;?;1261.0;76.8;0.8;10.1;0.9483
1908.0;834.0;361.0;0.3;?;22.0;19.0;459.0;1212.0;80.5;0.6;?;0.9147
1542.0;909.0;418.0;0.5;33.0;47.0;26.0;?;1287.0;75.4;1.8;9.6;0.9004
1178.0;1061.0;616.0;1.1;103.0;88.0;?;745.0;1429.0;75.0;4.6;9.8;0.9093
851.0;1441.0;1089.0;?;224.0;?;?;1124.0;1829.0;74.2;14.2;10.0;0.9117
684.0;1498.0;1329.0;3.8;244.0;132.0;535.0;1325.0;2095.0;?;21.0;11.2;0.9232
760.0;?;1311.0;?;237.0;132.0;340.0;1185.0;1857.0;?;16.2;12.0;?
792.0;1308.0;1236.0;3.0;220.0;131.0;325.0;?;1794.0;?;?;12.8;0.821
837.0;1209.0;1147.0;2.7;207.0;?;267.0;1097.0;1746.0;?;13.4;13.1;0.8234
770.0;1310.0;1301.0;?;208.0;132.0;325.0;1207.0;1847.0;53.4;16.9;?;0.8351
?;1171.0;1097.0;2.8;?;110.0;268.0;1064.0;1639.0;42.4;12.4;?;0.7674
924.0;?;900.0;1.9;131.0;99.0;136.0;980.0;1589.0;49.8;10.1;14.1;0.7971
944.0;1132.0;781.0;2.0;128.0;100.0;118.0;?;1570.0;?;8.7;?;0.8537
818.0;?;1013.0;3.0;176.0;122.0;276.0;1111.0;?;54.6;?;13.6;0.8465
962.0;1065.0;790.0;1.9;107.0;97.0;151.0;953.0;1514.0;49.5;9.3;13.7;?
854.0;1236.0;1059.0;?;131.0;112.0;236.0;1084.0;1688.0;57.1;13.0;11.7;0.7822
812.0;1309.0;1205.0;3.3;?;128.0;?;1126.0;1722.0;58.2;14.3;11.5;0.7867
1006.0;1089.0;975.0;1.7;89.0;101.0;87.0;884.0;1487.0;?;7.6;12.6;0.7881
1141.0;1000.0;896.0;1.3;?;96.0;81.0;776.0;1375.0;54.9;5.3;12.0;0.7664
?;1041.0;911.0;1.3;78.0;86.0;74.0;782.0;1425.0;61.4;?;?;0.8057
1137.0;1045.0;902.0;1.2;70.0;85.0;55.0;756.0;1411.0;62.2;4.9;11.1;0.8199
1151.0;997.0;832.0;1.1;76.0;79.0;74.0;744.0;?;62.5;4.6;10.8;0.8082
?;948.0;715.0;0.9;43.0;61.0;35.0;634.0;1326.0;60.0;2.7;11.3;0.8025
1493.0;878.0;683.0;0.6;-200.0;-200.0;29.0;551.0;1272.0;61.6;1.6;10.6;0.7856
1477.0;908.0;721.0;-200.0;?;66.0;29.0;559.0;1287.0;62.7;1.7;10.2;0.7813
1572.0;892.0;?;0.6;?;54.0;?;?;1255.0;58.6;?;10.9;0.7628
1496.0;954.0;?;0.8;?;57.0;32.0;561.0;1255.0;57.2;1.7;10.8;0.7382
1186.0;1045.0;800.0;1.2;79.0;75.0;84.0;751.0;1403.0;59.2;4.8;10.4;0.7455
832.0;1383.0;?;3.1;174.0;97.0;245.0;1109.0;?;?;?;11.0;0.7501
652.0;1597.0;1519.0;4.4;?;110.0;553.0;1395.0;2080.0;56.9;?;?;0.7565
762.0;?;1287.0;3.4;218.0;113.0;?;1124.0;1770.0;54.9;14.2;12.1;0.7734
?;1138.0;966.0;1.7;136.0;88.0;118.0;898.0;?;44.3;8.0;15.1;0.7535
1012.0;1098.0;828.0;?;117.0;85.0;118.0;?;1440.0;?;?;15.6;0.7146
959.0;1118.0;825.0;1.7;119.0;?;144.0;927.0;?;34.6;8.7;?;?
?;?;872.0;2.2;126.0;106.0;?;1009.0;1566.0;35.6;10.8;16.6;0.6697
1015.0;1112.0;680.0;?;100.0;?;122.0;842.0;?;63.9;6.7;11.3;0.8554
829.0;1390.0;1002.0;2.7;197.0;126.0;230.0;1028.0;?;81.1;11.4;?;0.972
774.0;1353.0;?;2.8;195.0;130.0;320.0;1096.0;1783.0;69.1;?;11.7;0.9497
828.0;1260.0;979.0;?;156.0;?;263.0;1050.0;1722.0;68.5;12.0;10.7;0.8794
681.0;1501.0;?;?;247.0;134.0;556.0;1302.0;?;?;20.2;10.7;0.8643
795.0;1273.0;1071.0;3.5;190.0;136.0;458.0;1130.0;1744.0;65.7;14.4;10.8;?
928.0;?;899.0;?;169.0;125.0;214.0;955.0;1571.0;66.3;?;?;0.8336
1064.0;1047.0;?;1.7;118.0;108.0;97.0;?;1435.0;?;5.9;10.1;0.8248
?;973.0;589.0;1.3;81.0;87.0;79.0;739.0;1354.0;61.1;4.5;10.4;0.7717
?;997.0;631.0;1.3;80.0;89.0;81.0;737.0;1341.0;?;4.5;10.3;0.7516
1400.0;970.0;479.0;1.0;?;?;52.0;?;1249.0;?;2.5;11.0;?
1450.0;902.0;479.0;0.7;38.0;54.0;38.0;568.0;1253.0;68.1;1.8;9.1;0.789
1564.0;921.0;417.0;0.7;-200.0;-200.0;35.0;538.0;?;68.2;1.4;9.5;0.8091
?;858.0;?;?;18.0;28.0;29.0;?;1212.0;72.3;0.9;9.3;0.8496
?;878.0;?;?;12.0;20.0;21.0;457.0;?;66.8;0.6;9.9;0.8152
?;893.0;?;0.6;43.0;51.0;46.0;540.0;1268.0;83.2;1.4;7.6;0.8695
1260.0;1038.0;605.0;?;?;82.0;?;697.0;?;79.0;3.8;?;0.8544
902.0;1320.0;?;2.7;184.0;112.0;271.0;1035.0;?;74.6;?;8.7;?
740.0;1353.0;1175.0;3.5;202.0;119.0;434.0;1235.0;1937.0;75.1;17.8;8.6;0.8415
969.0;1133.0;?;2.3;133.0;99.0;?;?;1552.0;69.7;?;9.7;0.8389
1039.0;1066.0;829.0;1.6;130.0;98.0;116.0;849.0;?;64.4;6.8;?;?
1081.0;1027.0;733.0;1.3;106.0;88.0;95.0;809.0;1442.0;53.0;5.9;13.6;?
958.0;1106.0;819.0;2.0;?;96.0;211.0;935.0;?;48.4;?;?;0.778
976.0;1038.0;723.0;?;106.0;81.0;?;907.0;1492.0;?;?;14.2;?
?;1084.0;786.0;1.9;125.0;92.0;?;924.0;1501.0;41.3;8.6;16.0;0.7462
?;1105.0;?;2.2;138.0;?;267.0;982.0;1545.0;35.4;10.1;17.7;?
968.0;?;820.0;2.0;120.0;88.0;143.0;957.0;1527.0;37.4;?;17.1;0.7225
836.0;1240.0;991.0;2.9;158.0;103.0;374.0;1137.0;1748.0;40.5;14.6;14.9;0.6835
666.0;?;1454.0;5.2;253.0;?;797.0;1418.0;?;?;24.6;13.4;0.7293
692.0;1389.0;1488.0;?;231.0;133.0;698.0;1341.0;1982.0;52.5;21.6;12.6;0.7642
904.0;1183.0;?;?;150.0;119.0;234.0;989.0;1539.0;53.2;10.3;12.2;?
1083.0;1014.0;909.0;?;99.0;106.0;104.0;798.0;1376.0;56.1;5.7;10.6;0.714
1154.0;979.0;769.0;1.2;75.0;92.0;67.0;736.0;1324.0;?;?;9.9;0.7276
1098.0;1048.0;835.0;?;93.0;?;88.0;787.0;1373.0;61.1;5.5;9.6;0.7323
1131.0;1024.0;793.0;?;79.0;91.0;79.0;753.0;1357.0;?;4.8;9.7;0.7425
1208.0;974.0;733.0;1.2;?;83.0;61.0;690.0;1313.0;62.6;?;?;0.7398
?;?;?;0.6;-200.0;?;43.0;?;1219.0;68.5;1.7;?;?
?;925.0;562.0;0.7;45.0;59.0;40.0;602.0;?;69.4;?;8.0;0.7459
1210.0;952.0;832.0;0.8;72.0;?;52.0;654.0;1312.0;72.4;3.0;7.7;0.7655
1130.0;1005.0;924.0;0.9;103.0;78.0;64.0;713.0;1363.0;71.8;4.0;8.0;0.7711
1015.0;?;974.0;?;132.0;90.0;88.0;842.0;1438.0;66.3;6.7;8.5;0.7375
783.0;1351.0;1307.0;3.4;239.0;?;375.0;1201.0;1828.0;59.6;?;?;0.7214
682.0;?;1481.0;3.8;?;114.0;592.0;1278.0;1928.0;57.0;19.3;11.2;0.7544
772.0;?;1405.0;3.1;232.0;?;357.0;1142.0;1747.0;44.1;14.8;14.8;0.7407
826.0;1207.0;1195.0;2.7;180.0;121.0;?;1098.0;?;35.3;13.4;16.8;0.6729
948.0;1099.0;?;2.0;112.0;97.0;181.0;?;1503.0;?;?;?;?
915.0;1106.0;874.0;?;116.0;99.0;211.0;1068.0;?;26.2;12.5;19.1;0.5741
1015.0;1009.0;738.0;?;103.0;85.0;?;916.0;1391.0;30.8;8.4;16.3;0.5683
1152.0;962.0;?;1.3;89.0;75.0;?;776.0;1279.0;36.8;5.3;14.2;?
976.0;1093.0;?;1.9;?;87.0;143.0;933.0;?;41.0;8.8;13.4;?
886.0;1180.0;966.0;2.3;127.0;102.0;247.0;?;1588.0;43.3;11.2;14.2;0.6982
?;1168.0;990.0;2.4;125.0;105.0;?;?;?;?;11.6;12.1;?
?;1168.0;944.0;2.7;120.0;98.0;267.0;1063.0;?;48.0;12.4;10.4;0.6046
?;1140.0;962.0;2.6;120.0;93.0;261.0;1000.0;1490.0;51.1;10.6;10.0;0.628
1097.0;1001.0;778.0;?;99.0;91.0;?;?;1308.0;50.8;?;9.8;0.6172
?;953.0;690.0;1.2;79.0;85.0;66.0;743.0;1252.0;50.4;4.6;9.7;?
1237.0;972.0;644.0;1.1;?;?;60.0;715.0;?;50.2;4.1;9.9;0.6103
1144.0;1021.0;753.0;1.5;94.0;87.0;77.0;?;?;53.4;?;9.4;0.63
1290.0;940.0;646.0;1.0;70.0;79.0;57.0;?;1232.0;57.8;3.2;?;?
?;1046.0;?;1.2;75.0;78.0;65.0;?;1312.0;62.1;4.5;8.1;0.6746
?;1026.0;851.0;1.1;?;-200.0;59.0;699.0;1292.0;63.5;3.8;7.9;0.6777
1209.0;983.0;801.0;-200.0;57.0;63.0;?;698.0;?;64.8;3.8;7.4;0.6683
1417.0;915.0;665.0;0.8;32.0;48.0;27.0;578.0;1212.0;?;?;8.2;0.6444
1373.0;935.0;717.0;0.9;54.0;59.0;25.0;615.0;1250.0;66.6;?;6.3;?
1270.0;976.0;795.0;1.1;?;65.0;42.0;669.0;?;62.9;3.3;7.2;?
?;1124.0;936.0;1.5;98.0;?;78.0;842.0;1418.0;63.9;6.7;7.2;0.65
922.0;?;1076.0;1.8;128.0;84.0;?;919.0;?;50.5;8.5;11.1;0.6654
942.0;1167.0;1016.0;2.1;129.0;93.0;184.0;?;1520.0;36.1;?;15.5;?
992.0;1121.0;834.0;2.1;130.0;99.0;156.0;955.0;1451.0;29.2;9.4;?;?
994.0;1071.0;756.0;1.9;111.0;?;176.0;940.0;1449.0;?;?;17.6;0.6013
950.0;1065.0;766.0;?;106.0;96.0;232.0;979.0;1467.0;26.8;10.0;19.1;0.5861
?;?;?;2.5;137.0;114.0;305.0;1072.0;1596.0;28.6;12.6;?;?
1051.0;1046.0;765.0;1.9;?;?;150.0;883.0;1357.0;28.4;7.6;17.8;0.5737
934.0;1147.0;830.0;2.2;?;108.0;?;1042.0;1538.0;26.0;11.8;18.7;?
916.0;?;853.0;2.3;137.0;117.0;221.0;1022.0;1508.0;31.3;11.2;?;0.6038
886.0;1210.0;981.0;2.7;165.0;125.0;219.0;1062.0;1586.0;36.1;?;15.8;0.644
827.0;1306.0;?;3.0;?;133.0;306.0;1079.0;1621.0;40.1;12.9;14.7;0.6657
841.0;1258.0;1244.0;2.8;174.0;119.0;270.0;1057.0;1633.0;44.9;12.2;13.6;0.6991
948.0;?;1056.0;2.2;140.0;107.0;231.0;930.0;1475.0;48.1;8.8;12.5;0.6946
1023.0;1108.0;?;1.6;?;96.0;125.0;848.0;1421.0;?;6.8;11.8;0.7042
906.0;1231.0;1245.0;?;?;105.0;?;924.0;1483.0;56.1;8.6;10.9;0.7326
930.0;1293.0;?;?;121.0;102.0;161.0;937.0;1464.0;55.9;8.9;10.9;0.7277
939.0;1274.0;1188.0;2.3;111.0;97.0;101.0;912.0;1451.0;58.1;8.3;10.3;0.7278
1013.0;1135.0;1070.0;1.7;87.0;?;95.0;827.0;1395.0;62.2;6.3;9.3;0.7294
?;1151.0;?;2.2;-200.0;-200.0;?;911.0;1501.0;66.7;?;8.2;0.7276
1110.0;1010.0;895.0;1.3;77.0;69.0;96.0;?;1396.0;64.9;5.1;8.3;0.7124
1325.0;?;755.0;0.8;39.0;52.0;54.0;626.0;1284.0;58.5;2.6;9.6;0.7
?;983.0;806.0;1.1;77.0;62.0;63.0;?;1342.0;66.4;3.6;?;0.699
?;?;836.0;1.4;?;69.0;?;691.0;1321.0;68.0;?;7.4;0.7043
1136.0;1024.0;?;?;105.0;75.0;91.0;747.0;1382.0;58.6;?;9.7;0.7035
959.0;?;1073.0;1.9;133.0;83.0;127.0;880.0;1486.0;50.1;?;12.5;?
918.0;1218.0;?;?;?;94.0;193.0;?;1501.0;36.9;9.0;16.8;0.7018
933.0;?;?;2.3;126.0;?;188.0;958.0;1514.0;31.3;9.5;19.2;0.6887
?;1114.0;768.0;1.8;?;86.0;151.0;?;1438.0;?;7.7;?;?
1159.0;995.0;587.0;1.4;66.0;72.0;103.0;796.0;1287.0;23.1;5.7;?;0.5768
1285.0;927.0;452.0;?;50.0;53.0;55.0;700.0;1189.0;25.0;?;?;0.5319
1189.0;1002.0;470.0;?;70.0;65.0;104.0;754.0;1260.0;27.3;4.8;?;0.5594
?;987.0;502.0;1.3;73.0;?;116.0;727.0;1244.0;28.3;?;18.2;?
1217.0;993.0;516.0;?;?;75.0;93.0;714.0;?;?;4.1;17.0;0.6048
1174.0;1012.0;555.0;1.4;86.0;86.0;?;746.0;1301.0;35.0;?;15.6;0.617
?;?;671.0;1.9;93.0;?;155.0;823.0;1357.0;40.2;6.2;?;0.6438
?;1093.0;788.0;1.8;105.0;103.0;?;789.0;1329.0;43.2;5.5;13.4;?
1261.0;968.0;538.0;?;67.0;?;?;669.0;?;?;3.3;12.3;0.6686
1266.0;960.0;544.0;1.1;63.0;80.0;?;666.0;1224.0;?;3.2;11.9;?
1300.0;942.0;?;1.1;63.0;77.0;57.0;?;?;?;2.9;11.5;0.6319
1396.0;888.0;417.0;0.9;?;58.0;40.0;598.0;?;48.0;2.2;10.6;0.6135
1588.0;818.0;?;0.6;?;31.0;27.0;524.0;1071.0;45.8;?;10.7;?
1643.0;840.0;352.0;0.5;?;38.0;23.0;509.0;1076.0;?;?;10.4;0.5901
?;894.0;397.0;0.7;-200.0;-200.0;?;524.0;1095.0;47.8;?;10.1;?
1496.0;864.0;502.0;0.6;39.0;59.0;21.0;516.0;1153.0;46.9;1.2;11.3;?
?;898.0;648.0;0.7;?;70.0;33.0;559.0;1180.0;?;1.7;10.1;0.6341
1309.0;?;760.0;0.9;76.0;75.0;40.0;643.0;1232.0;50.7;2.9;9.9;0.6167
844.0;1309.0;1183.0;2.9;181.0;103.0;?;1125.0;1687.0;56.8;14.3;8.1;0.615
714.0;1326.0;1431.0;4.1;259.0;134.0;743.0;1289.0;1806.0;44.1;19.7;10.9;0.5748
1111.0;966.0;705.0;1.5;118.0;98.0;147.0;?;?;?;5.5;11.8;?
1133.0;975.0;637.0;1.5;?;97.0;97.0;793.0;1254.0;33.2;?;13.9;0.5222
1105.0;988.0;658.0;1.5;123.0;98.0;118.0;?;?;30.1;5.8;15.6;0.5285
1129.0;971.0;?;?;?;78.0;91.0;786.0;1272.0;29.0;5.5;16.5;0.5406
1070.0;?;?;1.6;91.0;83.0;146.0;833.0;1332.0;27.9;6.5;17.5;0.5517
1131.0;984.0;?;?;?;92.0;139.0;?;?;26.8;5.5;?;0.5446
?;962.0;535.0;1.4;102.0;81.0;155.0;776.0;1247.0;26.1;5.2;18.2;0.5387
1098.0;1012.0;525.0;1.5;94.0;?;128.0;801.0;1289.0;27.1;5.8;18.0;?
996.0;?;603.0;1.9;98.0;?;166.0;896.0;1358.0;28.9;?;17.0;0.5558
905.0;1173.0;802.0;2.5;?;114.0;299.0;?;?;31.3;10.2;16.1;0.568
957.0;1127.0;796.0;2.1;?;?;163.0;?;1404.0;?;8.2;14.5;0.5839
1066.0;1020.0;689.0;1.6;95.0;?;154.0;797.0;1302.0;?;5.7;13.2;0.5733
1221.0;949.0;?;1.2;78.0;90.0;80.0;700.0;1178.0;34.4;3.8;13.1;0.517
1278.0;?;509.0;?;61.0;82.0;?;?;1137.0;28.5;4.0;13.5;0.4405
1339.0;900.0;455.0;?;55.0;74.0;55.0;643.0;?;?;2.8;12.4;?
1418.0;899.0;?;?;57.0;?;33.0;630.0;1050.0;26.8;2.6;13.1;0.4023
?;866.0;436.0;0.7;?;66.0;33.0;569.0;1055.0;?;1.8;?;0.4595
1402.0;900.0;618.0;0.7;?;73.0;32.0;563.0;1130.0;42.9;?;10.5;?
1457.0;949.0;747.0;0.8;-200.0;-200.0;25.0;?;1104.0;?;1.4;11.7;0.5298
?;897.0;693.0;-200.0;41.0;69.0;29.0;529.0;1101.0;37.2;1.3;?;0.5277
?;?;691.0;0.7;?;71.0;26.0;605.0;1117.0;33.9;?;12.9;0.5037
1080.0;1054.0;1013.0;1.1;111.0;98.0;86.0;779.0;1266.0;40.3;5.3;11.3;?
839.0;1343.0;1311.0;2.6;191.0;?;294.0;1096.0;1587.0;38.4;13.4;11.9;0.5341
642.0;1584.0;1675.0;4.0;244.0;130.0;664.0;1399.0;1947.0;35.6;23.8;?;?
674.0;1556.0;?;4.2;?;?;695.0;1337.0;1852.0;?;21.5;16.3;0.5305
695.0;1565.0;1688.0;4.7;?;159.0;?;1324.0;1872.0;28.2;?;17.9;0.5741
734.0;1429.0;1548.0;?;249.0;146.0;?;1251.0;1754.0;26.6;18.4;18.3;0.5529
742.0;1419.0;1490.0;3.7;219.0;138.0;586.0;1267.0;1763.0;22.5;18.9;20.8;0.5463
791.0;1373.0;?;3.4;200.0;128.0;546.0;?;1711.0;?;?;?;0.5352
?;1185.0;1014.0;2.2;138.0;97.0;245.0;?;?;21.7;?;20.9;0.5295
991.0;1122.0;?;?;118.0;91.0;178.0;897.0;1372.0;26.5;?;19.1;?
1060.0;1085.0;699.0;?;99.0;81.0;130.0;?;1325.0;30.6;?;?;0.6295
874.0;1249.0;926.0;2.1;112.0;99.0;151.0;968.0;1527.0;34.7;9.7;?;0.6788
853.0;?;928.0;2.2;117.0;101.0;272.0;?;1532.0;40.4;9.6;15.8;0.7228
?;1334.0;?;?;129.0;106.0;301.0;1047.0;1638.0;42.0;11.9;15.9;0.7541
884.0;1264.0;1035.0;2.4;132.0;102.0;237.0;928.0;1534.0;?;8.7;15.9;0.779
?;1073.0;?;?;73.0;84.0;95.0;?;1360.0;?;4.7;?;0.7833
1147.0;1053.0;692.0;1.2;68.0;81.0;?;701.0;1323.0;?;?;15.1;?
1094.0;1098.0;764.0;?;80.0;91.0;?;747.0;1360.0;43.5;4.7;?;0.7302
1180.0;1029.0;639.0;1.3;68.0;82.0;81.0;702.0;1287.0;?;?;14.8;?
1287.0;?;541.0;1.0;44.0;64.0;50.0;631.0;1240.0;40.8;2.7;14.8;0.6814
1222.0;972.0;678.0;0.9;47.0;70.0;?;639.0;?;?;?;?;0.6834
?;832.0;?;0.5;-200.0;-200.0;22.0;496.0;1066.0;36.1;1.0;14.2;0.5823
1699.0;851.0;343.0;0.5;15.0;26.0;18.0;477.0;1064.0;36.1;0.8;14.5;0.5928
1473.0;909.0;436.0;0.6;?;58.0;31.0;545.0;1131.0;36.0;1.5;14.6;0.5947
?;1038.0;?;1.0;85.0;?;57.0;684.0;1279.0;38.5;3.5;?;0.6291
721.0;?;1438.0;3.1;207.0;110.0;342.0;1168.0;1926.0;?;15.6;13.8;0.9129
639.0;?;?;4.1;230.0;115.0;644.0;1295.0;?;?;19.9;13.2;?
?;1262.0;1093.0;2.2;181.0;125.0;216.0;924.0;1576.0;74.4;8.6;?;?
?;1197.0;965.0;1.7;144.0;?;117.0;?;?;71.0;6.5;11.5;0.9582
902.0;1277.0;?;1.9;140.0;109.0;156.0;886.0;?;70.0;7.7;12.2;0.9924
779.0;1430.0;1166.0;?;204.0;123.0;?;?;1772.0;73.3;11.3;12.3;1.0442
846.0;1242.0;991.0;2.2;?;114.0;232.0;944.0;?;78.1;9.1;11.3;?
804.0;1349.0;?;2.6;171.0;?;295.0;1023.0;1748.0;?;11.2;13.6;1.0746
755.0;1390.0;1192.0;3.1;195.0;119.0;386.0;1100.0;1799.0;59.3;13.5;14.9;0.9974
850.0;1224.0;1055.0;2.3;152.0;111.0;278.0;?;1637.0;50.9;10.1;15.7;0.8997
?;1253.0;?;2.4;?;103.0;263.0;?;1681.0;52.9;11.3;15.2;0.9087
821.0;1312.0;1073.0;?;121.0;?;322.0;1041.0;1712.0;50.8;?;?;0.8881
819.0;1254.0;1068.0;2.7;142.0;?;226.0;?;1669.0;?;11.5;14.3;0.8581
882.0;1198.0;?;2.3;?;105.0;221.0;953.0;?;56.0;9.3;13.2;0.8446
1044.0;1060.0;833.0;1.5;81.0;91.0;?;787.0;1418.0;?;5.5;?;0.8315
1078.0;1050.0;759.0;1.4;60.0;79.0;105.0;?;1409.0;57.8;5.1;12.3;0.8224
1098.0;1029.0;749.0;1.2;57.0;79.0;84.0;754.0;?;?;4.8;12.0;0.8164
986.0;1143.0;978.0;?;96.0;86.0;106.0;825.0;1477.0;?;6.3;12.0;0.8593
?;1044.0;944.0;1.2;85.0;70.0;?;770.0;1425.0;?;5.1;11.5;0.8652
1085.0;1034.0;891.0;1.1;50.0;55.0;71.0;?;?;?;4.1;10.7;0.863
1099.0;?;849.0;0.9;-200.0;-200.0;72.0;?;1422.0;73.1;4.0;9.0;0.8394
1237.0;909.0;790.0;0.7;57.0;?;?;615.0;1322.0;?;2.4;10.2;0.8299
?;996.0;852.0;0.9;64.0;50.0;45.0;648.0;?;63.7;2.9;11.0;0.8325
1002.0;1154.0;987.0;1.7;153.0;67.0;?;?;1561.0;68.8;7.4;9.6;0.8243
675.0;1510.0;1435.0;4.2;342.0;94.0;?;?;1949.0;69.6;19.8;9.5;0.8273
539.0;?;1798.0;6.2;378.0;119.0;1042.0;1595.0;2439.0;?;31.9;?;0.8455
631.0;1512.0;1677.0;4.6;304.0;139.0;737.0;1323.0;2001.0;48.6;21.0;?;0.8892
?;1258.0;?;2.8;?;113.0;375.0;1040.0;1701.0;39.6;11.7;19.2;0.8693
970.0;1094.0;?;1.6;130.0;88.0;?;850.0;?;38.4;6.8;19.7;0.8743
974.0;?;?;1.7;?;73.0;137.0;?;1524.0;36.7;7.4;20.6;0.8797
937.0;1125.0;790.0;?;?;73.0;?;924.0;1542.0;33.9;8.6;21.8;0.8771
?;-200.0;-200.0;?;99.0;?;222.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0
-200.0;-200.0;-200.0;1.9;?;81.0;197.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0
-200.0;-200.0;-200.0;2.3;131.0;?;319.0;-200.0;-200.0;-200.0;?;-200.0;-200.0
793.0;1308.0;1187.0;3.3;163.0;106.0;388.0;1193.0;1193.0;27.5;16.4;23.6;0.7913
700.0;1529.0;1399.0;4.2;211.0;?;589.0;1331.0;2028.0;32.1;21.2;22.8;0.8814
624.0;1592.0;1644.0;?;267.0;164.0;840.0;1429.0;2089.0;?;25.0;20.8;0.8878
666.0;1536.0;1599.0;?;269.0;161.0;?;?;1922.0;40.9;?;18.3;0.8493
?;1192.0;1223.0;2.5;?;124.0;254.0;1007.0;1604.0;44.0;10.8;16.8;0.8341
844.0;1186.0;1200.0;2.0;127.0;113.0;?;?;?;48.0;9.9;15.8;0.8569
898.0;1203.0;?;2.0;122.0;103.0;?;920.0;1529.0;52.0;8.5;14.9;0.8757
921.0;1139.0;?;2.0;?;104.0;157.0;899.0;1514.0;54.4;8.0;14.1;0.8701
986.0;1072.0;1048.0;?;84.0;?;?;795.0;?;58.8;5.6;13.3;0.8922
1180.0;954.0;718.0;?;58.0;60.0;68.0;667.0;1350.0;60.9;?;13.3;0.9229
1137.0;?;797.0;0.9;-200.0;-200.0;57.0;673.0;1381.0;64.3;3.3;?;0.8869
?;?;749.0;-200.0;37.0;52.0;36.0;?;?;?;2.8;11.2;?
1197.0;968.0;737.0;0.7;56.0;66.0;51.0;?;1372.0;72.9;?;?;0.9738
1055.0;1067.0;903.0;1.1;91.0;82.0;?;727.0;1448.0;?;4.3;11.4;0.9671
?;1386.0;1159.0;2.6;159.0;109.0;284.0;1083.0;1833.0;73.7;?;?;1.0254
634.0;1474.0;?;3.9;190.0;114.0;486.0;1306.0;2060.0;70.2;20.3;12.6;1.0221
?;1569.0;?;?;249.0;139.0;798.0;1316.0;2054.0;65.3;20.7;13.6;1.0136
?;?;1386.0;3.3;?;127.0;?;1177.0;1898.0;?;15.9;16.9;1.0013
738.0;1328.0;?;2.9;180.0;127.0;468.0;?;1821.0;44.1;14.2;19.4;0.9855
748.0;1341.0;1347.0;3.1;?;135.0;?;1176.0;1825.0;33.8;?;?;0.9322
765.0;1297.0;?;3.0;159.0;130.0;461.0;1183.0;1773.0;31.3;16.1;23.6;?
790.0;1303.0;1138.0;2.7;152.0;126.0;391.0;?;?;30.5;14.7;24.7;0.9371
809.0;?;1080.0;2.7;149.0;121.0;337.0;1116.0;1703.0;27.3;14.0;?;0.9101
