InertialMeasurementUnit LUA magneticZ;InertialMeasurementUnit L-SHOE AngVelNavFrameZ;InertialMeasurementUnit BACK magneticY;InertialMeasurementUnit BACK Quaternion1;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit BACK Quaternion3;InertialMeasurementUnit L-SHOE Body_Ay;InertialMeasurementUnit L-SHOE Nav_Ax
523.0;-6;-480.0;-664.0;26;-561.0;652;0
523.0;?;-476.0;-664.0;23;-562.0;656;-1
521.0;7;-476.0;-664.0;14;-561.0;657;-6
524.0;31;-477.0;-664.0;21;-561.0;653;?
?;3;?;-666.0;?;-559.0;656;?
520.0;-15;-475.0;-667.0;16;-559.0;657;0
?;-32;-472.0;-668.0;23;?;656;?
519.0;-14;-472.0;-669.0;17;-559.0;656;-7
518.0;38;-469.0;?;21;?;651;-3
517.0;14;-468.0;?;23;-559.0;?;2
?;?;-468.0;?;5;-559.0;666;0
515.0;9;-467.0;-673.0;0;-559.0;671;?
516.0;9;-465.0;-673.0;19;-560.0;660;4
515.0;8;-464.0;-674.0;?;?;?;-4
514.0;17;-464.0;-675.0;20;-561.0;658;-1
517.0;-16;-465.0;?;22;-562.0;658;7
517.0;?;-463.0;-674.0;21;-563.0;654;2
517.0;-30;?;-674.0;15;-563.0;656;?
519.0;-7;-465.0;-674.0;17;-564.0;654;-1
?;29;-465.0;-674.0;20;-565.0;655;-2
?;1;-464.0;-674.0;16;-566.0;661;2
521.0;-7;-463.0;-675.0;19;-567.0;658;4
?;17;-461.0;-676.0;21;-567.0;654;?
522.0;6;-459.0;-677.0;19;-568.0;653;?
523.0;10;?;?;19;-568.0;654;0
523.0;3;-456.0;-679.0;?;-568.0;661;-8
523.0;2;-458.0;-679.0;9;-568.0;662;-4
?;57;?;-680.0;19;-568.0;658;14
524.0;?;-455.0;-680.0;34;-569.0;645;?
523.0;13;-454.0;-680.0;35;-569.0;638;?
?;40;-457.0;-681.0;?;-569.0;644;?
524.0;-9;-454.0;-682.0;?;-570.0;650;6
?;-31;-453.0;-682.0;22;?;657;10
522.0;-8;-452.0;-682.0;21;?;?;4
525.0;-14;-450.0;-682.0;?;-570.0;652;-3
525.0;-7;-451.0;-682.0;18;-570.0;659;-1
526.0;?;-456.0;-682.0;23;-570.0;648;-3
527.0;21;-453.0;?;22;-569.0;649;-5
526.0;1;-451.0;?;16;-569.0;?;?
522.0;-13;-452.0;-683.0;20;-569.0;651;0
522.0;?;-454.0;-683.0;23;?;648;?
522.0;7;-451.0;?;?;-568.0;655;-3
524.0;-10;-454.0;-683.0;18;-568.0;658;-5
523.0;-2;-450.0;-682.0;?;-569.0;?;3
?;-5;-448.0;-682.0;19;-570.0;656;2
525.0;?;-451.0;-681.0;22;-572.0;653;-4
526.0;5;-447.0;-681.0;18;-573.0;656;-3
526.0;9;-447.0;-681.0;17;-575.0;653;?
?;?;-445.0;-681.0;24;-577.0;650;2
525.0;?;-441.0;-681.0;?;?;653;?
?;-7;?;-680.0;13;-581.0;660;?
529.0;10;-437.0;-679.0;20;-582.0;656;-6
527.0;19;-434.0;?;25;-583.0;654;?
528.0;-16;-437.0;-678.0;21;-584.0;?;4
?;-33;-437.0;-676.0;?;-585.0;?;?
533.0;?;-436.0;-675.0;17;-586.0;656;4
534.0;15;-436.0;-674.0;19;-586.0;654;-4
534.0;15;-435.0;-674.0;28;-587.0;647;?
533.0;15;-434.0;-674.0;20;?;649;-8
533.0;-11;-436.0;-674.0;20;-587.0;652;-6
533.0;-1;-436.0;-674.0;21;-587.0;655;8
532.0;-9;-432.0;?;?;-587.0;657;0
530.0;2;-432.0;-674.0;14;-586.0;658;?
531.0;1;-435.0;?;21;-585.0;656;6
?;-37;-434.0;-673.0;22;-584.0;656;6
528.0;-6;?;-673.0;16;-584.0;?;?
528.0;?;-438.0;-672.0;14;?;657;-5
527.0;15;-437.0;-672.0;23;-581.0;651;5
527.0;-13;-440.0;-672.0;24;-580.0;649;?
524.0;20;-441.0;-672.0;22;-579.0;650;-3
?;38;-440.0;-672.0;25;-578.0;649;7
522.0;9;-442.0;-672.0;22;?;648;-3
521.0;?;?;-672.0;21;?;651;1
521.0;18;?;-673.0;?;?;658;3
521.0;20;-441.0;?;16;-575.0;657;-3
520.0;-3;-439.0;?;?;-574.0;654;-3
519.0;-20;-436.0;-676.0;15;-574.0;658;0
518.0;?;?;-677.0;20;-574.0;656;2
519.0;-6;-438.0;-678.0;?;-574.0;650;1
519.0;-11;-437.0;-678.0;23;?;652;1
?;?;-439.0;?;17;?;654;-1
?;-6;-441.0;?;17;?;654;-5
520.0;-28;-437.0;-678.0;20;-574.0;654;-5
?;9;-437.0;-678.0;21;-574.0;652;-4
522.0;14;-438.0;?;22;-574.0;655;?
523.0;0;-441.0;-679.0;22;-575.0;655;-1
?;-2;?;-679.0;20;-575.0;651;4
?;-14;-436.0;-679.0;18;?;654;?
?;?;?;?;?;-576.0;?;1
523.0;?;-435.0;-680.0;22;-576.0;?;-1
522.0;-8;?;-680.0;24;-576.0;?;2
?;-27;-433.0;-680.0;18;-576.0;653;1
521.0;17;?;-679.0;14;-577.0;657;-2
522.0;26;-433.0;-680.0;?;?;?;0
521.0;9;-432.0;?;22;-577.0;653;-2
?;10;?;-679.0;?;?;648;-6
522.0;1;-436.0;-680.0;17;-577.0;652;?
521.0;10;-436.0;?;16;-577.0;655;-3
522.0;22;-437.0;-679.0;21;-577.0;651;0
524.0;2;-436.0;-679.0;19;-577.0;?;?
?;-11;-439.0;-678.0;17;-577.0;658;-2
526.0;-11;-436.0;?;?;-577.0;658;6
526.0;2;-440.0;?;16;?;659;2
?;22;-437.0;-678.0;23;-576.0;652;-3
?;10;-441.0;-677.0;22;?;?;3
526.0;?;-441.0;?;19;?;654;-1
527.0;-2;-442.0;-677.0;26;?;651;-8
528.0;-19;?;-677.0;14;-577.0;662;-1
527.0;-1;-444.0;?;14;-577.0;660;2
526.0;19;?;-677.0;19;-577.0;656;1
525.0;-3;-447.0;-676.0;15;?;658;0
?;-24;-449.0;?;15;-576.0;655;-1
528.0;-31;?;-675.0;18;-575.0;658;?
529.0;-23;-454.0;?;21;-574.0;659;7
529.0;?;-454.0;-676.0;17;?;?;0
528.0;8;-452.0;-676.0;17;-573.0;653;-4
527.0;9;-453.0;-677.0;?;-572.0;653;-6
528.0;12;-450.0;-677.0;19;-572.0;654;-4
525.0;20;-450.0;-677.0;18;-572.0;656;-2
?;?;-452.0;-678.0;17;-571.0;656;-6
527.0;-18;-452.0;-679.0;17;-570.0;656;1
524.0;-13;-448.0;-679.0;20;-570.0;654;?
?;9;?;-679.0;?;?;654;4
524.0;21;?;-679.0;18;-570.0;?;5
523.0;10;-450.0;-679.0;?;-569.0;654;?
524.0;-16;-449.0;?;16;-569.0;661;?
523.0;-20;-449.0;-681.0;?;-569.0;?;-3
522.0;5;-445.0;-682.0;?;?;652;1
520.0;4;?;-684.0;19;-568.0;655;3
521.0;-11;?;-684.0;22;-568.0;652;3
?;0;-442.0;-685.0;17;-568.0;?;1
523.0;-13;-441.0;?;18;-568.0;660;1
525.0;-28;-439.0;-687.0;24;-568.0;650;2
524.0;27;-442.0;?;?;-568.0;653;-1
525.0;46;-438.0;-690.0;19;?;658;?
523.0;17;-434.0;-692.0;23;?;656;3
?;1;?;-694.0;17;?;660;0
520.0;?;-427.0;-696.0;13;-572.0;661;-3
521.0;?;-422.0;-697.0;?;-574.0;656;-4
515.0;24;-420.0;-697.0;18;?;656;-3
516.0;-4;-418.0;?;15;-576.0;658;0
517.0;?;-417.0;?;15;?;?;0
517.0;13;?;-698.0;16;-579.0;660;-3
516.0;-19;-410.0;-698.0;24;-580.0;652;-4
516.0;-10;-411.0;-698.0;22;-581.0;656;-4
516.0;?;-407.0;-699.0;14;-582.0;659;-11
518.0;?;?;-699.0;?;-583.0;656;-8
518.0;-9;-406.0;-700.0;18;-584.0;660;2
515.0;26;-401.0;-701.0;?;-584.0;653;-7
515.0;41;-394.0;?;21;-585.0;?;-10
515.0;-13;?;-703.0;18;-586.0;656;-3
?;?;-393.0;-703.0;18;-587.0;657;-2
515.0;-9;-388.0;?;?;?;655;-4
514.0;-1;-390.0;-705.0;19;-589.0;656;?
513.0;-3;-388.0;-705.0;16;?;658;-4
512.0;23;-385.0;?;20;-591.0;?;0
514.0;-6;?;-705.0;20;-593.0;650;-1
?;-13;-382.0;-706.0;?;-594.0;654;?
512.0;12;-379.0;-706.0;18;-595.0;657;?
514.0;0;-378.0;-707.0;19;-596.0;650;-6
?;16;-375.0;-707.0;22;?;649;-4
?;19;-372.0;?;19;?;655;-5
511.0;1;-370.0;-708.0;25;-599.0;653;1
510.0;20;?;-708.0;?;?;?;?
511.0;15;-365.0;-708.0;13;?;661;-10
513.0;0;-369.0;-708.0;?;-601.0;652;-2
?;?;?;-706.0;18;-603.0;656;6
513.0;10;-368.0;-705.0;16;-604.0;659;3
515.0;-8;?;-706.0;?;-604.0;?;?
514.0;4;-369.0;?;19;-604.0;?;?
513.0;-17;-371.0;-705.0;22;-604.0;653;-3
517.0;-21;-370.0;-705.0;22;-604.0;652;?
517.0;33;-369.0;-705.0;?;-604.0;655;-3
517.0;32;-372.0;-704.0;17;-604.0;656;-4
?;9;?;-704.0;17;?;659;6
?;-7;-372.0;-704.0;21;?;655;?
518.0;-7;-376.0;-704.0;16;-602.0;657;-2
519.0;?;-375.0;-704.0;8;?;668;2
517.0;-24;-375.0;-704.0;20;?;?;6
516.0;-19;-378.0;-704.0;25;-600.0;?;0
515.0;?;-377.0;?;?;-600.0;653;1
515.0;?;-375.0;-704.0;17;-599.0;?;3
514.0;?;-377.0;?;19;-598.0;?;2
?;0;-379.0;-702.0;18;-598.0;?;3
514.0;-9;-381.0;-701.0;22;-597.0;654;?
512.0;?;-383.0;-700.0;23;-596.0;652;?
511.0;17;-387.0;-699.0;13;-596.0;662;2
512.0;4;-385.0;-698.0;18;-595.0;655;0
513.0;?;-388.0;?;?;-595.0;?;-1
?;13;-392.0;?;15;?;658;0
513.0;?;-387.0;-696.0;25;-595.0;649;3
513.0;9;?;-695.0;21;-596.0;?;-4
512.0;18;?;-694.0;18;?;656;-2
512.0;-27;-391.0;?;?;-596.0;657;-3
?;4;-391.0;?;11;-597.0;670;-9
514.0;37;-396.0;-690.0;14;-596.0;661;11
512.0;62;-397.0;-689.0;35;?;633;22
511.0;?;-400.0;?;35;-594.0;635;18
513.0;-25;-404.0;?;?;?;647;11
?;?;-407.0;-688.0;34;-593.0;638;?
516.0;-2;-406.0;-687.0;32;-592.0;639;1
517.0;-21;-408.0;-686.0;?;-592.0;?;-8
515.0;-4;-406.0;-686.0;18;-592.0;655;?
515.0;-11;-407.0;-688.0;14;-591.0;658;5
?;-38;-408.0;?;?;-592.0;666;3
515.0;-8;-404.0;-687.0;21;-593.0;656;-4
?;20;-411.0;-687.0;17;-593.0;654;-1
517.0;-6;-407.0;-687.0;?;-592.0;659;-5
518.0;-19;-408.0;-686.0;18;?;657;-2
519.0;?;-410.0;-685.0;16;-593.0;656;?
?;3;?;-684.0;?;?;657;-4
519.0;18;?;-684.0;19;-593.0;653;-7
?;-10;-414.0;-684.0;22;-592.0;652;-7
524.0;-5;-413.0;-684.0;22;-592.0;657;-2
519.0;11;-418.0;-683.0;20;-592.0;657;-2
?;5;-416.0;-683.0;?;-592.0;652;-3
520.0;-1;-419.0;-684.0;26;-592.0;649;-4
522.0;14;-422.0;-683.0;21;?;653;-4
521.0;20;-418.0;?;21;-592.0;?;3
526.0;7;-423.0;-683.0;22;-592.0;656;4
524.0;?;-421.0;?;?;-592.0;655;-4
526.0;-8;-426.0;-681.0;14;?;661;-3
527.0;-8;-427.0;-681.0;21;-593.0;658;1
526.0;?;-424.0;-680.0;22;-594.0;652;-2
526.0;-20;-425.0;-679.0;?;-595.0;?;-4
527.0;26;?;-679.0;20;-596.0;?;2
528.0;38;-425.0;-678.0;17;-597.0;658;1
526.0;11;-423.0;-677.0;19;?;?;0
528.0;23;-426.0;-676.0;?;-598.0;654;?
?;7;-424.0;?;21;-599.0;656;0
529.0;-9;-425.0;?;22;?;652;-4
529.0;-29;-425.0;-674.0;24;-600.0;651;?
529.0;-11;-424.0;?;25;?;653;2
?;19;-421.0;?;25;-601.0;654;4
528.0;-15;-424.0;?;21;-601.0;?;-3
526.0;-28;?;-675.0;21;-601.0;?;-1
527.0;-2;?;?;?;-601.0;657;?
528.0;-7;-419.0;-675.0;?;-601.0;657;?
526.0;-11;-416.0;-675.0;?;-601.0;653;-1
527.0;-10;?;?;19;?;656;3
527.0;9;?;-675.0;19;?;659;?
527.0;29;-418.0;-675.0;21;-601.0;656;-3
526.0;3;-421.0;-674.0;?;-601.0;654;-2
529.0;5;-422.0;-674.0;21;-601.0;653;-3
?;5;?;-674.0;?;-601.0;657;-2
525.0;-19;-416.0;-674.0;?;-601.0;655;4
525.0;-4;?;-674.0;16;-601.0;652;-1
?;-1;-418.0;-674.0;15;-601.0;656;-4
525.0;-20;-417.0;-674.0;24;-600.0;657;5
526.0;-24;-422.0;?;16;-601.0;659;3
526.0;-40;-420.0;-673.0;15;-600.0;658;1
?;11;-421.0;-673.0;17;-600.0;657;-1
528.0;32;-426.0;?;15;?;654;-3
528.0;-31;-423.0;-672.0;22;-599.0;652;?
529.0;-9;-424.0;-672.0;?;-599.0;662;4
530.0;8;-427.0;-671.0;?;-599.0;661;?
530.0;-10;-428.0;-670.0;21;-599.0;655;6
?;-11;-429.0;-670.0;21;?;656;6
?;-7;-429.0;-669.0;21;-598.0;656;6
528.0;10;-426.0;?;18;-598.0;658;4
529.0;-13;-429.0;?;17;?;658;4
?;-29;?;-671.0;17;-597.0;?;0
528.0;-2;-426.0;?;18;-597.0;659;1
?;12;-425.0;-671.0;20;-597.0;657;?
528.0;8;-423.0;-671.0;19;-597.0;658;-1
?;-19;-425.0;-671.0;17;-598.0;660;?
527.0;?;-422.0;-671.0;16;-598.0;660;8
527.0;13;?;-671.0;20;-598.0;657;2
525.0;9;-418.0;?;21;-598.0;659;3
525.0;?;-418.0;-673.0;?;-598.0;658;-1
523.0;5;-414.0;-674.0;15;-598.0;656;-4
522.0;-39;-415.0;-675.0;?;-598.0;?;0
523.0;-6;-413.0;-676.0;16;-598.0;656;-2
521.0;?;-412.0;-677.0;17;-597.0;656;-4
518.0;12;-412.0;?;12;-596.0;659;-5
518.0;?;-413.0;-678.0;15;?;655;-6
522.0;-13;-416.0;?;24;-594.0;?;?
518.0;-12;-417.0;?;20;-593.0;656;1
520.0;?;?;-680.0;21;-591.0;654;0
520.0;12;-419.0;-681.0;21;-590.0;654;-2
520.0;?;-420.0;-681.0;?;-589.0;660;-2
?;8;-418.0;-682.0;20;-588.0;655;4
?;19;-421.0;-682.0;?;-588.0;652;5
520.0;11;-422.0;-682.0;17;-587.0;658;1
519.0;6;-420.0;?;24;-587.0;?;7
518.0;-18;-420.0;?;21;-586.0;653;?
?;-9;-420.0;-682.0;16;?;653;-6
519.0;10;-421.0;-682.0;22;-586.0;?;5
519.0;?;-421.0;-682.0;18;?;660;4
?;5;-421.0;?;16;-586.0;659;?
518.0;?;-419.0;-683.0;21;-586.0;655;-1
518.0;-14;-420.0;?;?;-587.0;657;3
?;-11;-420.0;-683.0;12;-587.0;661;?
518.0;13;-424.0;-682.0;?;-587.0;660;6
519.0;10;-423.0;-683.0;23;?;656;?
?;10;-419.0;-684.0;18;-586.0;657;-2
?;9;-419.0;-684.0;14;-586.0;660;-2
520.0;16;-419.0;-684.0;?;?;656;2
?;?;-417.0;-684.0;?;-587.0;652;-2
521.0;-3;-418.0;?;20;?;652;?
520.0;0;-415.0;?;19;-588.0;656;?
519.0;2;-414.0;-685.0;19;-588.0;?;?
?;-16;-413.0;-684.0;?;-589.0;657;-2
521.0;-15;-415.0;-684.0;17;-589.0;657;0
519.0;?;-416.0;-684.0;?;-590.0;655;-2
521.0;19;?;-683.0;19;-590.0;656;-2
521.0;10;?;?;18;-590.0;658;2
518.0;1;-417.0;?;19;-590.0;655;-2
519.0;3;-417.0;-683.0;13;-590.0;660;-9
520.0;17;-416.0;-683.0;12;-590.0;659;-6
518.0;0;-416.0;?;19;-589.0;?;?
520.0;-7;-415.0;?;22;-589.0;654;1
519.0;?;-414.0;-683.0;21;?;?;1
?;6;-411.0;?;20;-589.0;656;-2
520.0;-10;-417.0;?;?;-589.0;658;-1
521.0;-8;-417.0;?;24;-589.0;?;6
520.0;6;-414.0;-683.0;?;-589.0;649;4
518.0;8;-412.0;?;19;-588.0;656;-4
518.0;-1;-413.0;-684.0;19;?;?;-3
516.0;20;-411.0;-684.0;?;-588.0;652;?
517.0;?;-411.0;-685.0;22;-588.0;650;-1
517.0;16;-413.0;?;17;-588.0;?;-5
?;38;-411.0;-685.0;17;?;660;-4
516.0;-16;-410.0;?;17;?;657;-2
515.0;-24;-408.0;-686.0;20;?;652;-4
513.0;22;-410.0;-686.0;22;-588.0;652;-3
514.0;31;-411.0;-687.0;22;?;657;1
514.0;7;-410.0;-687.0;20;-588.0;655;0
514.0;2;-408.0;-686.0;19;-589.0;654;-1
515.0;9;-410.0;?;20;-589.0;658;?
516.0;-8;?;-686.0;21;?;654;-1
?;-13;-410.0;-686.0;21;-589.0;653;-1
515.0;-7;-410.0;-686.0;19;-590.0;654;-3
517.0;-18;-411.0;-686.0;15;-589.0;658;?
517.0;?;?;-686.0;17;-590.0;659;-2
517.0;-19;-411.0;-686.0;21;-590.0;654;3
519.0;-1;-410.0;?;20;-590.0;?;-2
516.0;?;-413.0;-687.0;20;-590.0;659;-2
?;5;-411.0;?;?;-589.0;655;-3
516.0;-12;-411.0;-690.0;?;?;653;0
516.0;-16;-410.0;-690.0;23;-587.0;652;2
515.0;10;-410.0;-691.0;?;-586.0;?;-3
517.0;-14;-415.0;?;?;?;658;?
516.0;-28;-413.0;-692.0;19;-584.0;653;0
515.0;?;-415.0;-691.0;20;?;653;4
?;32;-416.0;-691.0;14;-583.0;659;5
517.0;25;-417.0;-691.0;14;-582.0;659;?
?;20;-418.0;?;18;?;656;2
?;44;?;-690.0;?;?;654;4
520.0;0;-421.0;?;22;?;651;?
520.0;8;-422.0;-689.0;28;-583.0;647;2
520.0;23;-420.0;-688.0;24;-584.0;?;0
521.0;-26;-421.0;-688.0;20;-584.0;658;10
?;?;-421.0;?;?;-583.0;656;11
525.0;-7;-423.0;-687.0;18;-583.0;653;-3
527.0;-14;-426.0;-687.0;?;?;656;-1
530.0;-8;?;-687.0;18;-581.0;658;4
533.0;-11;-427.0;-688.0;19;-581.0;657;-1
?;-10;-427.0;-688.0;19;-580.0;658;0
?;-10;-431.0;-690.0;14;-579.0;660;?
531.0;-9;?;-692.0;16;-577.0;660;-6
528.0;-14;-424.0;-695.0;?;-574.0;659;-11
527.0;2;-420.0;-699.0;18;-572.0;660;-2
523.0;8;?;-702.0;20;-571.0;659;1
516.0;?;-413.0;-706.0;?;-569.0;658;0
513.0;10;-409.0;-710.0;18;?;658;7
508.0;-7;-403.0;-712.0;?;-567.0;655;-1
?;?;-400.0;-716.0;22;-566.0;652;-1
501.0;?;?;-719.0;28;-564.0;651;4
?;-24;-390.0;-721.0;18;-564.0;?;?
497.0;-40;-390.0;-722.0;13;-565.0;660;?
494.0;-31;-386.0;?;?;-565.0;655;-2
494.0;-34;-382.0;-724.0;20;-566.0;653;-3
?;-14;-381.0;?;20;-567.0;?;-1
493.0;6;-377.0;-723.0;20;-569.0;656;1
493.0;12;-378.0;-724.0;?;?;658;-1
490.0;20;-371.0;-725.0;19;-572.0;?;-1
?;3;-368.0;-726.0;23;-573.0;653;-2
?;-11;-366.0;-727.0;17;-574.0;?;-8
485.0;-9;?;-728.0;22;?;?;4
486.0;-10;-361.0;-728.0;?;-576.0;?;8
488.0;?;-362.0;-728.0;16;-576.0;660;?
487.0;20;?;-728.0;20;-577.0;?;1
487.0;3;?;-727.0;25;-578.0;654;2
?;1;-352.0;-727.0;24;-579.0;654;?
489.0;?;-350.0;-727.0;18;-580.0;659;?
488.0;-16;-349.0;-727.0;19;?;660;?
488.0;18;?;-727.0;24;-582.0;655;4
486.0;?;?;?;?;-584.0;658;1
484.0;-3;?;-725.0;18;-586.0;660;-2
486.0;15;-344.0;?;17;-588.0;660;-2
487.0;18;-341.0;?;13;-590.0;?;-2
488.0;-13;-343.0;-721.0;19;-592.0;657;0
489.0;26;-338.0;-721.0;26;?;654;1
485.0;10;-339.0;?;24;-592.0;654;0
486.0;-12;-340.0;-722.0;21;?;?;1
488.0;5;-343.0;-722.0;?;-591.0;654;-2
487.0;12;-343.0;-722.0;16;-590.0;656;-9
489.0;7;-344.0;-721.0;18;-590.0;659;-1
?;-2;-348.0;-720.0;20;-590.0;?;4
492.0;-10;?;-720.0;21;?;652;-6
?;?;?;-719.0;21;-590.0;?;-4
494.0;-4;-352.0;-719.0;22;-589.0;657;5
493.0;5;-349.0;-719.0;23;-589.0;657;3
496.0;10;-348.0;?;21;?;657;-3
493.0;?;-346.0;-719.0;?;-589.0;650;0
494.0;-20;?;-719.0;?;?;?;0
492.0;1;-344.0;-719.0;14;-590.0;659;-8
?;23;-343.0;-720.0;?;-591.0;?;3
489.0;11;-345.0;-719.0;24;-591.0;653;3
488.0;?;?;-720.0;20;-592.0;657;-1
489.0;40;-340.0;-720.0;22;-592.0;657;4
490.0;14;?;?;23;-592.0;652;?
492.0;?;-341.0;-719.0;16;?;658;0
494.0;6;-342.0;-718.0;17;?;661;4
494.0;4;?;-718.0;18;?;662;-1
495.0;4;-343.0;-717.0;?;-594.0;659;?
497.0;?;-343.0;?;21;-594.0;656;-1
496.0;2;-344.0;-717.0;17;?;660;0
496.0;?;-345.0;?;22;-594.0;653;2
?;?;-349.0;-717.0;23;-594.0;653;3
494.0;-4;?;-717.0;18;-593.0;655;0
?;?;-347.0;-718.0;24;-592.0;651;?
496.0;10;?;-718.0;25;-592.0;654;?
495.0;26;-353.0;-718.0;19;-592.0;656;-6
496.0;33;-351.0;-718.0;15;-591.0;660;-3
496.0;-11;-354.0;-718.0;?;?;665;-1
497.0;-10;-350.0;-717.0;18;?;657;-6
497.0;10;-353.0;-717.0;20;-593.0;?;-4
498.0;-11;-353.0;-716.0;17;-593.0;658;-2
498.0;-12;-351.0;-716.0;22;-594.0;?;2
501.0;-10;-352.0;-716.0;26;-595.0;?;?
500.0;-5;-352.0;-715.0;16;-596.0;?;-7
501.0;-5;-353.0;?;18;-597.0;655;-1
499.0;-22;-351.0;-714.0;21;-598.0;655;?
?;?;-356.0;?;?;-599.0;660;-4
500.0;?;-356.0;-712.0;18;-600.0;?;?
502.0;?;-355.0;-711.0;22;?;656;6
502.0;?;-356.0;-711.0;16;-601.0;654;?
501.0;-13;-355.0;-712.0;17;-599.0;?;1
502.0;-28;?;-713.0;18;-598.0;656;4
?;9;?;-713.0;21;-595.0;656;4
501.0;16;-364.0;-712.0;22;-593.0;655;4
507.0;-15;-371.0;?;16;-592.0;658;4
510.0;-17;-380.0;?;17;?;653;-4
?;-10;-388.0;?;26;-589.0;650;1
517.0;-10;-393.0;-702.0;23;-588.0;657;11
520.0;-1;-399.0;-700.0;17;-586.0;658;3
520.0;22;-402.0;-699.0;16;?;657;0
521.0;40;-409.0;-698.0;12;-584.0;?;-4
523.0;6;?;-698.0;17;-582.0;657;-12
?;-7;?;-697.0;20;-580.0;?;-7
523.0;-3;-422.0;-696.0;13;-578.0;659;1
?;-30;-424.0;-695.0;15;-576.0;660;-1
?;-14;?;?;?;-575.0;656;?
519.0;-22;-431.0;-692.0;19;-573.0;654;-4
520.0;-23;-435.0;-691.0;24;-572.0;649;-1
520.0;?;-435.0;?;20;?;651;-6
?;-1;-441.0;-690.0;19;-569.0;656;-6
519.0;8;?;-690.0;24;?;?;2
?;?;-441.0;-690.0;21;?;?;-1
?;?;-440.0;?;23;-566.0;651;2
520.0;?;-445.0;?;20;-565.0;653;8
519.0;23;-444.0;-689.0;13;?;658;4
521.0;49;-445.0;-688.0;18;-564.0;655;?
?;15;?;-688.0;21;-564.0;652;-1
?;2;-444.0;-689.0;?;-564.0;650;?
522.0;23;?;-689.0;18;-565.0;650;?
522.0;?;-446.0;-689.0;17;?;653;3
519.0;2;-443.0;?;16;?;?;?
?;9;-442.0;-690.0;?;-566.0;642;7
521.0;?;-442.0;-690.0;24;?;?;?
?;-11;-444.0;?;18;-568.0;655;-5
?;-13;?;-690.0;?;-568.0;655;-6
521.0;-4;-441.0;-690.0;24;?;647;4
?;-4;-440.0;-690.0;25;-568.0;651;?
?;-10;?;-690.0;15;?;656;-6
521.0;18;-441.0;?;16;-568.0;655;-6
523.0;-4;-441.0;-688.0;22;?;650;?
523.0;-28;-448.0;-688.0;17;-566.0;?;7
522.0;?;-445.0;-688.0;16;-564.0;656;6
520.0;20;-447.0;?;23;-561.0;650;0
?;?;-452.0;-688.0;22;-558.0;652;-7
518.0;?;-456.0;-689.0;17;-554.0;657;-4
?;2;-458.0;-689.0;25;-549.0;?;1
516.0;47;-467.0;-690.0;27;-543.0;646;?
513.0;?;-471.0;?;26;-537.0;646;?
511.0;-30;?;-687.0;30;-531.0;629;14
509.0;-41;-485.0;?;20;?;?;11
?;-30;?;-678.0;13;-517.0;659;-2
502.0;-45;-504.0;-670.0;25;-509.0;?;3
?;-46;-513.0;?;23;?;645;-10
499.0;?;?;-648.0;6;?;666;?
?;7;-534.0;-635.0;10;-482.0;660;2
?;?;-545.0;-623.0;23;-471.0;650;-3
?;?;?;-610.0;18;-460.0;651;1
?;33;-556.0;-598.0;14;-450.0;655;-1
458.0;14;-561.0;-586.0;20;-439.0;653;1
447.0;24;-562.0;-574.0;?;-429.0;648;6
?;18;?;-561.0;?;-418.0;662;?
421.0;1;-563.0;?;11;-405.0;?;-3
406.0;-16;-561.0;-538.0;?;?;647;?
389.0;-28;-555.0;-529.0;18;-381.0;665;1
?;-31;-552.0;-521.0;14;?;658;?
346.0;-31;-547.0;?;22;-361.0;?;-13
?;-43;-545.0;-508.0;19;-354.0;654;-9
296.0;-52;-542.0;-501.0;22;?;658;-6
274.0;-23;-541.0;-496.0;20;?;658;-1
?;4;?;-493.0;15;-337.0;662;4
220.0;-14;-540.0;-491.0;26;-332.0;642;-2
189.0;-33;-539.0;-491.0;29;?;634;-3
?;?;-538.0;?;19;-324.0;655;5
?;-5;-540.0;-494.0;21;-320.0;659;1
131.0;11;-538.0;?;23;-316.0;646;-12
126.0;-64;-542.0;-498.0;16;-314.0;651;?
125.0;?;-545.0;-500.0;31;-312.0;630;5
129.0;-47;?;-502.0;13;?;?;-6
138.0;-56;-548.0;-503.0;33;-310.0;639;-2
146.0;-42;-554.0;-504.0;46;-310.0;?;1
154.0;?;?;-505.0;-25;-311.0;684;-24
164.0;72;?;-506.0;93;-311.0;?;77
170.0;-473;-561.0;?;15;-313.0;489;18
181.0;?;?;-507.0;-42;-315.0;606;?
?;-1551;?;?;?;-317.0;787;376
194.0;-3750;?;-510.0;-645;-323.0;1356;749
200.0;-2017;-578.0;-511.0;-239;-328.0;?;1602
209.0;660;-576.0;-509.0;-200;-330.0;1775;1710
218.0;447;-576.0;-507.0;?;?;2410;1672
222.0;?;-574.0;?;-507;-335.0;1901;1460
222.0;1557;-570.0;-502.0;408;-337.0;460;356
218.0;1119;-569.0;-500.0;400;?;346;182
213.0;404;?;-500.0;?;-342.0;564;374
215.0;519;-567.0;?;221;-345.0;491;365
220.0;1197;-570.0;-498.0;?;-349.0;594;436
228.0;1734;-569.0;-500.0;?;-351.0;631;?
?;1764;-566.0;-502.0;-292;-353.0;768;-24
239.0;?;-570.0;?;-326;-355.0;843;-344
250.0;?;-574.0;-508.0;-418;-356.0;905;-642
262.0;?;-570.0;-512.0;-18;?;1140;-228
