InertialMeasurementUnit RLA accZ;InertialMeasurementUnit L-SHOE EuZ;InertialMeasurementUnit RLA Quaternion1;InertialMeasurementUnit LUA Quaternion2;InertialMeasurementUnit BACK Quaternion2;InertialMeasurementUnit RLA Quaternion3;InertialMeasurementUnit LLA Quaternion2;InertialMeasurementUnit RUA Quaternion1;InertialMeasurementUnit LLA magneticY
482.0;-177;?;242.0;368.0;-57.0;-196.0;-236.0;486.0
?;-177;?;217.0;?;-60.0;-141.0;-240.0;?
480.0;-177;153.0;200.0;359.0;?;?;-245.0;?
498.0;-177;149.0;?;?;-65.0;-16.0;-250.0;622.0
518.0;-177;144.0;141.0;349.0;-67.0;39.0;-254.0;588.0
517.0;-177;136.0;102.0;343.0;-69.0;?;-259.0;522.0
519.0;-177;128.0;71.0;?;-71.0;114.0;-265.0;448.0
?;?;121.0;53.0;329.0;?;134.0;-272.0;398.0
512.0;-177;114.0;48.0;326.0;-76.0;139.0;-278.0;?
494.0;-177;109.0;52.0;325.0;-76.0;125.0;-282.0;?
500.0;-177;?;57.0;327.0;?;100.0;?;311.0
505.0;-177;109.0;67.0;?;-62.0;77.0;-278.0;294.0
?;-177;?;80.0;335.0;-50.0;61.0;?;?
532.0;-177;114.0;?;339.0;-40.0;49.0;-267.0;313.0
542.0;-177;118.0;96.0;343.0;-33.0;42.0;-262.0;344.0
?;?;124.0;99.0;345.0;-30.0;36.0;-258.0;387.0
515.0;-177;131.0;100.0;?;-31.0;29.0;-255.0;416.0
500.0;-177;?;101.0;346.0;?;22.0;-251.0;436.0
?;-177;147.0;104.0;346.0;-42.0;14.0;-248.0;453.0
474.0;-177;156.0;107.0;346.0;-50.0;?;-246.0;464.0
472.0;-177;?;109.0;346.0;-59.0;?;?;472.0
462.0;-177;?;110.0;?;-66.0;-3.0;-241.0;478.0
?;?;177.0;108.0;342.0;-73.0;0.0;?;481.0
?;-177;180.0;103.0;341.0;-79.0;?;-239.0;?
457.0;-177;?;96.0;340.0;-83.0;20.0;-239.0;492.0
453.0;-177;?;86.0;?;-85.0;33.0;-238.0;497.0
463.0;-177;179.0;75.0;338.0;-84.0;46.0;-238.0;499.0
476.0;?;174.0;67.0;337.0;-82.0;?;-238.0;?
486.0;?;167.0;60.0;337.0;-78.0;65.0;-240.0;499.0
496.0;-177;159.0;56.0;336.0;-74.0;70.0;-242.0;492.0
505.0;-177;150.0;54.0;336.0;-69.0;71.0;?;?
518.0;-177;142.0;53.0;?;?;70.0;-244.0;475.0
523.0;-177;134.0;53.0;336.0;-58.0;69.0;-246.0;471.0
494.0;-177;127.0;54.0;336.0;-55.0;67.0;-250.0;469.0
?;?;121.0;56.0;336.0;-54.0;64.0;-254.0;467.0
503.0;?;?;56.0;336.0;-51.0;?;-256.0;466.0
517.0;-177;119.0;?;336.0;-46.0;58.0;-256.0;461.0
?;-177;121.0;?;337.0;-42.0;56.0;-255.0;462.0
503.0;-177;?;?;339.0;-40.0;?;-255.0;463.0
?;-177;?;63.0;340.0;?;?;-254.0;464.0
494.0;-177;125.0;65.0;340.0;-46.0;?;-253.0;465.0
472.0;?;129.0;66.0;340.0;-51.0;55.0;-251.0;?
468.0;-177;134.0;?;340.0;-57.0;55.0;-251.0;?
455.0;-177;138.0;66.0;340.0;-64.0;56.0;-252.0;476.0
445.0;-177;143.0;65.0;340.0;?;58.0;-250.0;479.0
470.0;-177;148.0;65.0;?;-71.0;58.0;-248.0;478.0
478.0;?;?;65.0;342.0;?;?;-243.0;476.0
496.0;-177;?;63.0;342.0;-69.0;58.0;-241.0;474.0
505.0;?;153.0;?;343.0;-68.0;58.0;-238.0;475.0
502.0;?;155.0;64.0;344.0;-66.0;56.0;?;?
511.0;-177;?;?;345.0;-65.0;54.0;?;467.0
?;-177;157.0;63.0;345.0;-64.0;53.0;-235.0;466.0
510.0;-177;157.0;62.0;345.0;-64.0;55.0;-235.0;469.0
?;?;158.0;62.0;345.0;-63.0;55.0;?;471.0
503.0;-177;158.0;?;345.0;-61.0;54.0;-234.0;468.0
495.0;-177;157.0;?;345.0;?;55.0;-235.0;469.0
495.0;-177;154.0;61.0;344.0;?;57.0;-235.0;?
497.0;?;149.0;59.0;?;-62.0;58.0;-237.0;468.0
604.0;-177;?;?;342.0;-70.0;61.0;-239.0;471.0
627.0;?;91.0;55.0;339.0;?;63.0;-244.0;?
233.0;-177;19.0;54.0;?;-152.0;64.0;-254.0;477.0
92.0;-177;-57.0;52.0;?;-234.0;65.0;-267.0;480.0
219.0;-177;-93.0;51.0;335.0;-302.0;66.0;-281.0;482.0
373.0;-177;-87.0;52.0;334.0;-332.0;65.0;-285.0;483.0
?;-177;-71.0;53.0;332.0;-337.0;?;-279.0;?
?;-177;-62.0;52.0;329.0;-340.0;65.0;-271.0;488.0
297.0;-177;-55.0;49.0;326.0;?;?;-269.0;493.0
302.0;-177;-48.0;44.0;323.0;-362.0;75.0;-269.0;?
317.0;-177;-40.0;40.0;320.0;-372.0;80.0;-268.0;505.0
?;?;-32.0;37.0;318.0;-380.0;83.0;-268.0;507.0
292.0;-177;-26.0;35.0;316.0;-387.0;85.0;-269.0;510.0
280.0;?;-20.0;34.0;315.0;-391.0;?;-269.0;509.0
282.0;-177;-13.0;33.0;315.0;-389.0;?;-268.0;?
333.0;-177;-8.0;30.0;314.0;-382.0;91.0;-264.0;?
331.0;?;?;29.0;314.0;-374.0;?;-262.0;?
342.0;?;-2.0;31.0;314.0;-363.0;89.0;-260.0;514.0
374.0;-177;2.0;33.0;315.0;-348.0;?;-259.0;515.0
398.0;-177;5.0;?;315.0;-332.0;84.0;-258.0;?
413.0;-177;7.0;37.0;316.0;-313.0;82.0;-255.0;515.0
?;-177;?;40.0;317.0;-292.0;79.0;-251.0;514.0
?;?;?;42.0;319.0;-268.0;?;?;511.0
435.0;?;?;44.0;320.0;-243.0;75.0;-243.0;513.0
492.0;-177;?;?;323.0;-213.0;74.0;-240.0;?
501.0;-177;22.0;?;327.0;-182.0;69.0;-236.0;?
518.0;-177;?;?;332.0;?;?;-233.0;510.0
?;?;32.0;57.0;337.0;-127.0;57.0;-232.0;505.0
567.0;-177;35.0;61.0;?;-109.0;52.0;-233.0;504.0
564.0;-177;?;64.0;348.0;-98.0;47.0;-234.0;496.0
555.0;-177;38.0;?;354.0;-92.0;43.0;-235.0;488.0
532.0;-177;?;72.0;358.0;?;40.0;-236.0;?
521.0;-177;45.0;75.0;361.0;-88.0;38.0;-235.0;469.0
514.0;?;51.0;77.0;364.0;?;38.0;-233.0;458.0
?;-177;58.0;78.0;365.0;-93.0;39.0;?;450.0
482.0;-177;?;78.0;367.0;?;42.0;?;440.0
?;-177;75.0;?;367.0;-102.0;45.0;-224.0;435.0
441.0;-177;83.0;?;?;-109.0;47.0;-223.0;432.0
437.0;-177;90.0;77.0;367.0;-116.0;?;-221.0;434.0
?;-177;98.0;79.0;368.0;?;48.0;-219.0;431.0
423.0;-177;104.0;80.0;369.0;-126.0;48.0;?;431.0
429.0;-177;110.0;80.0;370.0;?;49.0;-214.0;?
449.0;-177;114.0;?;373.0;?;52.0;-211.0;442.0
444.0;-177;117.0;81.0;?;-129.0;51.0;-209.0;446.0
?;?;?;82.0;375.0;?;48.0;-208.0;447.0
475.0;?;117.0;84.0;?;-125.0;46.0;-208.0;448.0
489.0;?;113.0;?;379.0;-123.0;43.0;-210.0;450.0
490.0;-177;108.0;87.0;379.0;-122.0;?;-213.0;451.0
495.0;-177;?;89.0;?;-120.0;41.0;-213.0;455.0
?;-177;97.0;90.0;380.0;-116.0;?;-214.0;458.0
494.0;?;?;91.0;379.0;?;38.0;?;459.0
?;-177;91.0;91.0;380.0;-110.0;38.0;-219.0;460.0
513.0;-177;86.0;?;?;-108.0;37.0;-221.0;464.0
514.0;?;82.0;91.0;380.0;-107.0;38.0;-222.0;466.0
506.0;-177;79.0;91.0;380.0;-106.0;38.0;-223.0;468.0
498.0;?;77.0;93.0;380.0;-106.0;?;-225.0;468.0
486.0;-177;75.0;91.0;?;-108.0;42.0;-227.0;468.0
480.0;?;72.0;89.0;?;-112.0;?;-228.0;468.0
459.0;-177;72.0;86.0;377.0;-115.0;?;-229.0;470.0
?;-177;?;83.0;375.0;?;57.0;-230.0;?
458.0;?;?;81.0;374.0;-120.0;58.0;-230.0;476.0
443.0;?;75.0;80.0;?;-123.0;?;?;?
454.0;-177;76.0;79.0;?;-125.0;60.0;-229.0;482.0
?;-177;77.0;78.0;374.0;-125.0;60.0;?;484.0
?;-177;78.0;76.0;374.0;-127.0;61.0;-228.0;489.0
474.0;-177;80.0;76.0;375.0;-127.0;62.0;-227.0;492.0
482.0;-177;83.0;77.0;375.0;?;62.0;-225.0;493.0
481.0;-177;85.0;77.0;375.0;-125.0;62.0;-224.0;493.0
473.0;-177;?;75.0;375.0;-127.0;?;-224.0;493.0
?;-177;?;73.0;?;-129.0;67.0;-225.0;497.0
454.0;-177;85.0;72.0;374.0;-130.0;69.0;?;502.0
?;-177;86.0;71.0;373.0;?;71.0;?;?
453.0;-177;85.0;?;372.0;?;73.0;-225.0;?
453.0;-177;?;69.0;371.0;-131.0;74.0;?;?
451.0;?;82.0;69.0;370.0;-131.0;76.0;-227.0;505.0
450.0;-177;80.0;66.0;368.0;-132.0;78.0;-228.0;505.0
447.0;-177;80.0;65.0;?;-133.0;79.0;-229.0;508.0
449.0;-177;?;?;365.0;-132.0;80.0;?;508.0
457.0;-177;76.0;?;364.0;-132.0;80.0;-231.0;507.0
465.0;-177;75.0;66.0;364.0;-131.0;79.0;?;506.0
470.0;-177;74.0;66.0;363.0;-129.0;79.0;-232.0;506.0
486.0;?;73.0;66.0;362.0;-129.0;80.0;-233.0;506.0
?;-177;71.0;66.0;362.0;-129.0;80.0;-234.0;?
484.0;?;?;?;361.0;-129.0;?;-235.0;505.0
478.0;?;67.0;64.0;359.0;-130.0;82.0;-236.0;505.0
472.0;-177;?;62.0;357.0;?;85.0;?;508.0
?;-177;65.0;?;355.0;-133.0;88.0;-237.0;510.0
?;?;64.0;?;353.0;-134.0;91.0;-238.0;?
?;-177;65.0;52.0;352.0;?;?;-238.0;?
?;-177;66.0;50.0;?;?;95.0;-238.0;521.0
455.0;-177;66.0;49.0;350.0;-133.0;95.0;?;522.0
462.0;-177;65.0;49.0;349.0;-133.0;95.0;-238.0;520.0
?;-177;?;48.0;349.0;-133.0;?;-239.0;522.0
463.0;-177;?;47.0;347.0;-134.0;98.0;-240.0;523.0
476.0;-177;62.0;?;346.0;-133.0;99.0;?;523.0
478.0;-177;63.0;45.0;345.0;-133.0;100.0;-240.0;?
480.0;-177;63.0;44.0;344.0;-132.0;101.0;-241.0;?
481.0;-177;63.0;44.0;344.0;-132.0;101.0;-241.0;518.0
?;-177;?;44.0;?;-132.0;?;?;517.0
?;-177;64.0;45.0;345.0;-131.0;101.0;-239.0;?
478.0;-177;66.0;46.0;?;?;100.0;-238.0;517.0
479.0;?;67.0;45.0;343.0;?;100.0;-237.0;516.0
484.0;?;?;44.0;343.0;-130.0;101.0;-236.0;516.0
476.0;-177;70.0;44.0;344.0;-130.0;?;-235.0;516.0
478.0;-177;73.0;43.0;344.0;-129.0;?;-233.0;?
?;-177;73.0;44.0;345.0;?;101.0;-233.0;514.0
473.0;-177;74.0;45.0;346.0;-130.0;100.0;?;512.0
474.0;-177;74.0;46.0;?;-131.0;99.0;-231.0;510.0
476.0;-177;73.0;47.0;347.0;-132.0;98.0;-231.0;508.0
476.0;-177;73.0;48.0;?;?;98.0;-231.0;511.0
?;-177;72.0;49.0;345.0;-136.0;97.0;?;509.0
473.0;-177;71.0;49.0;344.0;-138.0;97.0;-230.0;508.0
474.0;-177;?;49.0;344.0;-140.0;97.0;-231.0;514.0
465.0;-177;?;49.0;344.0;-142.0;97.0;-231.0;516.0
?;-177;66.0;49.0;343.0;-144.0;96.0;-231.0;518.0
469.0;-177;66.0;49.0;344.0;-144.0;95.0;-230.0;521.0
471.0;-177;65.0;?;344.0;-145.0;93.0;-230.0;522.0
472.0;-177;64.0;52.0;346.0;-146.0;90.0;-229.0;?
464.0;-177;63.0;54.0;347.0;?;87.0;-229.0;527.0
461.0;?;?;56.0;348.0;-148.0;85.0;-229.0;526.0
467.0;-177;61.0;?;349.0;-148.0;86.0;-229.0;529.0
?;-177;62.0;?;349.0;-149.0;89.0;-229.0;531.0
457.0;-177;61.0;50.0;349.0;-150.0;92.0;-230.0;533.0
?;-177;61.0;49.0;349.0;?;94.0;-231.0;534.0
457.0;?;?;47.0;?;-151.0;?;-231.0;536.0
467.0;-177;60.0;46.0;350.0;?;96.0;?;537.0
483.0;-177;60.0;46.0;?;-150.0;96.0;?;532.0
487.0;?;61.0;47.0;353.0;-148.0;96.0;?;532.0
?;-177;62.0;47.0;354.0;-146.0;95.0;-230.0;530.0
497.0;-177;63.0;48.0;355.0;-145.0;?;-230.0;527.0
488.0;-177;64.0;49.0;?;-143.0;94.0;-229.0;?
?;-177;65.0;50.0;358.0;-141.0;93.0;-229.0;516.0
475.0;-177;66.0;51.0;358.0;-141.0;92.0;?;512.0
468.0;-177;?;52.0;359.0;-141.0;?;-227.0;509.0
460.0;-177;70.0;52.0;360.0;-140.0;?;-226.0;506.0
459.0;-177;72.0;?;360.0;?;91.0;-225.0;505.0
448.0;-177;73.0;53.0;360.0;?;92.0;?;?
?;-177;73.0;52.0;?;-142.0;93.0;-225.0;503.0
444.0;?;73.0;?;358.0;-143.0;93.0;-225.0;501.0
444.0;-177;73.0;50.0;?;-144.0;94.0;-226.0;?
450.0;-177;72.0;48.0;?;-145.0;95.0;-228.0;505.0
456.0;-177;71.0;47.0;355.0;-145.0;96.0;-229.0;509.0
464.0;-177;69.0;46.0;354.0;?;?;-229.0;509.0
472.0;-177;?;?;353.0;-144.0;?;-231.0;511.0
480.0;?;65.0;43.0;352.0;-142.0;98.0;-232.0;?
488.0;-177;63.0;43.0;352.0;?;98.0;-232.0;517.0
485.0;?;61.0;?;352.0;?;98.0;-233.0;518.0
477.0;-177;?;42.0;?;-139.0;99.0;-235.0;520.0
476.0;-177;?;41.0;?;-139.0;101.0;-236.0;521.0
461.0;-177;?;?;351.0;?;102.0;?;?
?;-177;54.0;38.0;350.0;?;103.0;?;520.0
444.0;-177;54.0;37.0;?;-140.0;?;-238.0;521.0
?;?;53.0;37.0;349.0;?;104.0;-238.0;?
441.0;-177;53.0;38.0;349.0;-141.0;103.0;-238.0;517.0
439.0;?;?;38.0;349.0;-142.0;103.0;-238.0;517.0
448.0;?;53.0;38.0;350.0;-143.0;?;-238.0;?
452.0;-177;54.0;37.0;349.0;-144.0;103.0;?;517.0
449.0;?;55.0;?;349.0;-145.0;103.0;-238.0;520.0
457.0;-177;55.0;38.0;349.0;?;?;-237.0;521.0
461.0;?;56.0;38.0;349.0;?;102.0;-237.0;521.0
463.0;-177;56.0;38.0;349.0;-147.0;102.0;-236.0;524.0
465.0;-177;57.0;39.0;349.0;-147.0;101.0;-236.0;524.0
467.0;-177;?;41.0;349.0;-145.0;99.0;-235.0;523.0
479.0;?;?;42.0;350.0;-144.0;98.0;-234.0;522.0
471.0;?;59.0;41.0;350.0;-145.0;99.0;-233.0;?
472.0;-177;60.0;40.0;349.0;-145.0;?;-234.0;523.0
464.0;-177;60.0;39.0;?;-144.0;100.0;?;525.0
468.0;-177;61.0;39.0;349.0;?;100.0;?;?
468.0;-177;61.0;?;349.0;?;99.0;?;520.0
?;-177;61.0;41.0;349.0;-143.0;98.0;-232.0;519.0
466.0;-177;60.0;40.0;349.0;-144.0;98.0;-233.0;519.0
?;-177;60.0;40.0;348.0;-143.0;98.0;-233.0;519.0
468.0;-177;61.0;?;348.0;?;98.0;-233.0;?
478.0;-177;61.0;41.0;348.0;-141.0;98.0;?;519.0
473.0;-177;62.0;41.0;348.0;-139.0;97.0;-232.0;517.0
472.0;-177;63.0;42.0;?;?;96.0;?;516.0
470.0;?;?;?;350.0;-136.0;95.0;-230.0;514.0
463.0;-177;64.0;43.0;350.0;-135.0;95.0;-230.0;512.0
?;-177;63.0;42.0;350.0;-135.0;96.0;?;512.0
?;-177;63.0;41.0;350.0;?;96.0;-231.0;512.0
440.0;?;63.0;41.0;?;-136.0;97.0;-232.0;511.0
436.0;-177;62.0;40.0;350.0;-136.0;97.0;?;511.0
443.0;-177;61.0;40.0;350.0;-137.0;97.0;-233.0;?
453.0;-177;59.0;39.0;350.0;-137.0;?;-234.0;513.0
459.0;-177;?;39.0;351.0;-137.0;97.0;-234.0;515.0
461.0;-177;60.0;?;352.0;-136.0;96.0;-234.0;514.0
468.0;-177;?;41.0;353.0;-135.0;95.0;-234.0;514.0
469.0;-177;60.0;41.0;353.0;-136.0;95.0;-234.0;516.0
455.0;?;?;?;352.0;-138.0;96.0;?;515.0
454.0;?;60.0;?;?;-140.0;98.0;-235.0;515.0
443.0;?;59.0;?;350.0;-142.0;100.0;-236.0;520.0
441.0;-177;59.0;37.0;349.0;-143.0;101.0;?;522.0
?;-177;57.0;36.0;349.0;?;101.0;-238.0;521.0
472.0;-177;56.0;35.0;348.0;-143.0;100.0;-238.0;526.0
482.0;-177;55.0;35.0;347.0;-143.0;99.0;?;526.0
492.0;?;54.0;36.0;346.0;-142.0;?;-239.0;525.0
487.0;-177;52.0;37.0;?;?;98.0;-240.0;529.0
479.0;-177;48.0;35.0;341.0;-149.0;101.0;?;528.0
?;-177;44.0;31.0;338.0;-154.0;105.0;-246.0;532.0
445.0;-177;40.0;?;?;-159.0;111.0;-250.0;536.0
428.0;-177;?;?;331.0;-163.0;115.0;-252.0;541.0
?;-177;33.0;19.0;?;-165.0;119.0;-254.0;545.0
439.0;-177;29.0;18.0;327.0;-165.0;?;-256.0;550.0
?;-177;25.0;?;326.0;-165.0;120.0;-259.0;?
462.0;-177;20.0;17.0;325.0;-165.0;119.0;-261.0;556.0
463.0;-177;16.0;?;325.0;?;120.0;-263.0;559.0
478.0;-177;12.0;16.0;324.0;?;121.0;-266.0;563.0
?;?;8.0;15.0;323.0;-166.0;123.0;-269.0;568.0
?;-177;5.0;?;322.0;-169.0;123.0;-271.0;573.0
484.0;?;2.0;14.0;321.0;-172.0;?;-273.0;575.0
484.0;-177;?;12.0;319.0;-174.0;128.0;-274.0;578.0
479.0;-177;-1.0;9.0;317.0;-176.0;131.0;-275.0;583.0
476.0;-177;-1.0;7.0;316.0;?;135.0;-276.0;587.0
476.0;-177;-1.0;5.0;314.0;-178.0;137.0;-277.0;588.0
466.0;-177;-2.0;3.0;312.0;?;140.0;-278.0;590.0
467.0;-177;-2.0;1.0;310.0;-181.0;142.0;?;?
459.0;-177;?;-2.0;308.0;-183.0;145.0;-282.0;595.0
454.0;-177;-6.0;?;307.0;-184.0;148.0;-283.0;594.0
453.0;-177;?;-6.0;305.0;-184.0;150.0;-285.0;?
458.0;-177;-12.0;-9.0;303.0;-185.0;152.0;-288.0;?
460.0;-177;?;-11.0;301.0;?;155.0;-291.0;601.0
457.0;-177;?;-14.0;299.0;-188.0;158.0;-294.0;?
474.0;?;-28.0;-15.0;297.0;-189.0;159.0;?;?
453.0;-177;-33.0;-17.0;296.0;?;161.0;-300.0;?
?;-177;-37.0;-18.0;294.0;-193.0;162.0;-303.0;?
?;-177;?;-19.0;293.0;-194.0;163.0;-305.0;615.0
?;-177;-42.0;?;292.0;-195.0;164.0;-306.0;619.0
469.0;-177;-43.0;-21.0;291.0;-195.0;164.0;-307.0;622.0
478.0;-177;-43.0;-21.0;291.0;-195.0;163.0;-307.0;624.0
?;-177;-42.0;?;292.0;-195.0;163.0;-306.0;626.0
478.0;-177;-40.0;-20.0;292.0;-194.0;163.0;-305.0;626.0
472.0;-177;?;-18.0;292.0;-196.0;161.0;-304.0;625.0
461.0;?;-35.0;-19.0;292.0;-196.0;162.0;-302.0;626.0
455.0;-177;?;-20.0;291.0;-196.0;164.0;-301.0;?
461.0;-177;-29.0;-20.0;291.0;-197.0;?;-299.0;628.0
450.0;-177;-25.0;-19.0;292.0;-196.0;163.0;-297.0;624.0
446.0;-177;-22.0;-19.0;293.0;-194.0;163.0;?;?
?;?;?;-19.0;294.0;-194.0;163.0;-295.0;624.0
448.0;-177;?;-19.0;295.0;-193.0;163.0;-294.0;622.0
452.0;-177;-18.0;-18.0;295.0;-192.0;162.0;-292.0;620.0
460.0;-177;-18.0;-17.0;296.0;-192.0;162.0;-292.0;?
455.0;?;?;-17.0;297.0;?;164.0;?;617.0
452.0;?;-18.0;-17.0;298.0;-192.0;164.0;-293.0;614.0
452.0;-177;-19.0;-17.0;299.0;-193.0;164.0;-293.0;?
444.0;-177;-19.0;-16.0;300.0;-194.0;163.0;-293.0;612.0
440.0;-177;-18.0;-13.0;303.0;?;161.0;-292.0;?
446.0;?;-18.0;-11.0;306.0;?;158.0;-292.0;606.0
450.0;?;-18.0;-10.0;308.0;-192.0;157.0;-292.0;607.0
472.0;-177;-19.0;-8.0;310.0;-191.0;?;?;?
?;?;-18.0;?;312.0;-189.0;153.0;-289.0;602.0
486.0;-177;-18.0;-2.0;?;?;152.0;-288.0;597.0
?;-177;-15.0;-1.0;?;-184.0;152.0;-287.0;595.0
?;-177;-11.0;1.0;318.0;-182.0;?;?;589.0
445.0;-177;?;?;319.0;-182.0;152.0;-284.0;586.0
425.0;-177;-5.0;3.0;319.0;-183.0;152.0;-284.0;588.0
416.0;-177;-2.0;?;320.0;-183.0;?;-283.0;584.0
411.0;-177;1.0;5.0;322.0;-184.0;151.0;-281.0;584.0
?;?;4.0;?;?;-185.0;148.0;?;587.0
?;-177;6.0;8.0;325.0;-182.0;145.0;?;587.0
451.0;?;?;11.0;328.0;?;141.0;-277.0;?
462.0;-177;8.0;14.0;329.0;-178.0;138.0;?;588.0
469.0;-176;8.0;16.0;330.0;-175.0;136.0;-276.0;589.0
466.0;-176;9.0;17.0;332.0;-173.0;135.0;?;587.0
462.0;-177;12.0;18.0;333.0;-170.0;?;-273.0;586.0
448.0;-176;?;20.0;?;-168.0;135.0;?;582.0
439.0;-176;?;?;?;-167.0;136.0;-271.0;?
433.0;?;?;16.0;332.0;-167.0;?;-271.0;580.0
426.0;?;?;18.0;332.0;?;137.0;-271.0;573.0
428.0;-176;18.0;16.0;332.0;-168.0;?;?;572.0
423.0;-176;20.0;?;332.0;?;139.0;?;?
439.0;-176;?;16.0;?;-166.0;137.0;-268.0;567.0
442.0;-176;?;18.0;?;-167.0;135.0;-267.0;566.0
445.0;?;?;19.0;?;-166.0;133.0;-265.0;564.0
455.0;-176;?;?;?;-164.0;132.0;-263.0;564.0
461.0;-176;26.0;22.0;334.0;-162.0;?;-262.0;564.0
462.0;-176;28.0;?;334.0;-161.0;128.0;-261.0;563.0
453.0;-176;30.0;?;334.0;-160.0;?;-259.0;565.0
452.0;?;31.0;22.0;?;-160.0;127.0;?;567.0
441.0;-176;32.0;23.0;334.0;?;126.0;-257.0;566.0
?;-176;?;23.0;334.0;-161.0;126.0;-256.0;563.0
?;-176;?;23.0;?;-160.0;?;-255.0;563.0
440.0;-176;35.0;22.0;333.0;-159.0;?;?;561.0
446.0;-176;35.0;22.0;?;-159.0;127.0;-254.0;561.0
454.0;-176;35.0;?;334.0;-159.0;126.0;-254.0;559.0
457.0;-176;34.0;?;?;?;?;-254.0;556.0
461.0;-176;33.0;24.0;335.0;-159.0;125.0;?;554.0
463.0;-176;32.0;?;?;-160.0;125.0;-255.0;552.0
454.0;-176;31.0;25.0;336.0;-161.0;124.0;-255.0;?
456.0;-176;30.0;26.0;336.0;-161.0;123.0;-256.0;549.0
454.0;?;29.0;28.0;?;-161.0;121.0;-256.0;549.0
453.0;-176;28.0;30.0;337.0;-162.0;118.0;-255.0;552.0
455.0;-176;?;32.0;338.0;-162.0;116.0;-254.0;552.0
456.0;-176;29.0;?;339.0;-162.0;115.0;-254.0;555.0
453.0;-176;29.0;?;340.0;-163.0;?;-254.0;?
452.0;-176;?;37.0;341.0;-164.0;?;-253.0;556.0
445.0;?;?;37.0;?;?;112.0;-252.0;558.0
450.0;-176;32.0;36.0;341.0;-167.0;113.0;-252.0;561.0
446.0;-176;32.0;35.0;340.0;-170.0;114.0;?;563.0
447.0;?;31.0;33.0;340.0;?;115.0;-253.0;564.0
452.0;-176;31.0;33.0;340.0;-173.0;116.0;-252.0;567.0
?;-176;?;33.0;340.0;-173.0;117.0;-252.0;?
464.0;?;30.0;32.0;341.0;-173.0;117.0;-252.0;568.0
471.0;?;28.0;?;341.0;-172.0;117.0;-253.0;?
479.0;-176;?;33.0;?;-172.0;116.0;-253.0;564.0
473.0;-176;27.0;?;342.0;-171.0;?;-253.0;565.0
474.0;?;27.0;?;342.0;?;116.0;-254.0;565.0
465.0;-176;?;?;342.0;-170.0;?;-254.0;564.0
462.0;-176;27.0;34.0;343.0;-170.0;115.0;-253.0;563.0
457.0;-176;27.0;35.0;343.0;-169.0;115.0;?;560.0
455.0;-176;28.0;?;343.0;-169.0;115.0;-253.0;?
452.0;-176;?;36.0;?;-169.0;114.0;-252.0;561.0
454.0;?;29.0;36.0;?;?;114.0;-252.0;?
459.0;-176;29.0;37.0;343.0;-168.0;113.0;-251.0;556.0
463.0;-176;29.0;36.0;343.0;-168.0;113.0;?;557.0
468.0;-176;29.0;36.0;343.0;?;114.0;-250.0;555.0
479.0;-176;?;36.0;344.0;?;113.0;-250.0;555.0
477.0;-176;31.0;36.0;344.0;-167.0;112.0;-249.0;554.0
?;-176;32.0;?;?;-166.0;111.0;-248.0;?
469.0;-176;33.0;38.0;346.0;-165.0;110.0;-247.0;546.0
470.0;-176;35.0;?;347.0;-163.0;109.0;-246.0;549.0
?;-176;36.0;41.0;348.0;-163.0;107.0;-246.0;543.0
?;?;37.0;42.0;?;-162.0;106.0;-246.0;541.0
449.0;-176;38.0;41.0;348.0;-162.0;106.0;-245.0;541.0
?;-176;38.0;40.0;?;-163.0;107.0;-245.0;538.0
442.0;-176;38.0;40.0;348.0;-165.0;107.0;-246.0;539.0
436.0;-176;38.0;40.0;348.0;-165.0;107.0;-246.0;538.0
441.0;-176;?;?;348.0;-166.0;107.0;-246.0;539.0
448.0;?;35.0;41.0;349.0;-166.0;106.0;-246.0;?
454.0;-176;33.0;?;349.0;?;106.0;?;540.0
462.0;?;32.0;42.0;349.0;-165.0;105.0;-248.0;?
467.0;-176;29.0;?;349.0;-166.0;105.0;-250.0;542.0
?;-176;28.0;41.0;349.0;-168.0;105.0;?;548.0
469.0;?;26.0;?;348.0;?;105.0;-252.0;550.0
465.0;-176;?;?;?;-169.0;107.0;-252.0;?
460.0;?;25.0;37.0;?;-170.0;108.0;-253.0;557.0
457.0;-176;25.0;35.0;344.0;?;?;-254.0;560.0
454.0;-176;?;33.0;343.0;?;111.0;-254.0;?
458.0;?;25.0;?;?;-169.0;113.0;-254.0;566.0
464.0;-176;26.0;30.0;341.0;?;114.0;-254.0;567.0
466.0;-176;27.0;28.0;341.0;-165.0;115.0;-254.0;?
?;?;28.0;26.0;341.0;-163.0;117.0;-254.0;564.0
465.0;-176;28.0;24.0;341.0;?;119.0;?;561.0
457.0;?;28.0;?;341.0;-160.0;120.0;-254.0;557.0
454.0;-176;28.0;21.0;342.0;-159.0;121.0;?;553.0
455.0;-176;28.0;20.0;341.0;-158.0;122.0;-255.0;547.0
450.0;-176;29.0;20.0;341.0;-157.0;?;-255.0;542.0
450.0;-176;29.0;20.0;341.0;-156.0;124.0;-256.0;538.0
?;-176;29.0;20.0;341.0;-156.0;124.0;-255.0;?
450.0;-176;30.0;21.0;?;?;123.0;?;531.0
450.0;-176;30.0;22.0;342.0;-155.0;121.0;-255.0;529.0
441.0;-176;30.0;23.0;342.0;-155.0;120.0;-255.0;?
444.0;-176;30.0;25.0;342.0;-155.0;118.0;-255.0;528.0
