InertialMeasurementUnit L-SHOE Compass;InertialMeasurementUnit R-SHOE Body_Az;Accelerometer RUA^ accY;Accelerometer LUA^ accX;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;InertialMeasurementUnit RUA accX;InertialMeasurementUnit RUA accY
?;798;?;327.0;-16;?;-968.0;225.0
16;?;1064.0;?;18;?;?;234.0
16;799;1057.0;325.0;?;8;-965.0;236.0
16;?;?;329.0;0;?;?;217.0
?;802;?;319.0;-35;?;-969.0;197.0
16;804;1068.0;332.0;-16;?;-967.0;210.0
?;802;?;332.0;4;-9;-974.0;206.0
?;803;1052.0;334.0;-23;11;-978.0;?
16;803;1060.0;315.0;-7;?;-978.0;229.0
16;800;1061.0;323.0;1;-34;-966.0;221.0
16;803;1079.0;322.0;27;-2;-955.0;228.0
?;804;1057.0;326.0;?;-1;-953.0;239.0
?;801;?;340.0;-18;0;-967.0;246.0
?;807;1085.0;317.0;-13;51;-964.0;249.0
16;810;1061.0;297.0;-27;16;-987.0;?
16;803;1048.0;306.0;?;?;?;222.0
?;?;1076.0;336.0;27;27;?;223.0
?;?;?;282.0;11;20;-958.0;217.0
?;802;1077.0;285.0;-23;48;?;?
?;?;?;?;5;-18;-971.0;?
16;792;1074.0;?;19;?;-972.0;197.0
16;795;?;?;14;?;-974.0;199.0
16;797;1085.0;346.0;21;5;-975.0;215.0
16;787;1082.0;316.0;10;10;-965.0;?
16;790;1060.0;?;?;30;?;229.0
?;799;1060.0;?;-13;2;-969.0;?
16;?;1058.0;315.0;-11;-12;-968.0;245.0
16;796;1038.0;?;21;?;?;260.0
16;794;1040.0;321.0;22;-30;-953.0;269.0
16;795;1039.0;328.0;35;-7;?;273.0
16;795;1040.0;324.0;20;?;-944.0;?
16;?;?;?;-24;-7;-932.0;240.0
16;797;1088.0;?;34;?;?;236.0
16;792;1080.0;330.0;28;-71;-983.0;279.0
16;?;1056.0;322.0;7;-97;?;264.0
16;805;1047.0;313.0;26;-54;-971.0;243.0
16;800;1056.0;?;-4;-9;-959.0;?
16;794;1067.0;323.0;4;?;-956.0;?
16;802;1078.0;?;5;-26;-959.0;268.0
16;801;?;352.0;25;-11;-974.0;281.0
16;803;1070.0;?;?;?;-969.0;276.0
16;?;1070.0;323.0;15;-29;-972.0;252.0
16;803;1061.0;331.0;?;21;-970.0;?
16;805;1082.0;?;-7;-4;-965.0;244.0
16;797;1090.0;334.0;49;-23;-969.0;?
16;794;?;345.0;27;-19;-983.0;?
?;801;1062.0;333.0;-4;-14;-984.0;238.0
?;?;1063.0;328.0;18;19;?;228.0
16;801;?;322.0;7;30;-972.0;220.0
?;803;1073.0;300.0;9;-3;-968.0;198.0
16;801;1086.0;308.0;-24;-22;-969.0;195.0
16;799;1085.0;?;?;14;-974.0;199.0
16;798;1070.0;326.0;49;-10;-987.0;206.0
16;802;1077.0;330.0;24;-23;?;211.0
16;805;?;326.0;17;31;-977.0;215.0
16;801;1088.0;322.0;-14;0;-980.0;228.0
16;802;?;323.0;24;-14;-975.0;?
16;805;?;?;10;17;-981.0;227.0
16;?;1090.0;332.0;-62;18;-981.0;228.0
16;799;1079.0;324.0;?;-7;-972.0;228.0
16;805;1080.0;332.0;?;-31;-960.0;?
16;?;?;337.0;?;9;?;226.0
?;795;1078.0;?;20;48;-974.0;217.0
?;800;1063.0;302.0;?;40;-976.0;223.0
16;?;1062.0;318.0;-18;-27;-973.0;224.0
16;800;?;314.0;-20;?;-963.0;235.0
?;807;1080.0;332.0;-13;30;-962.0;226.0
16;796;?;?;-29;?;-967.0;233.0
16;802;1073.0;340.0;19;33;-976.0;225.0
16;805;1084.0;342.0;30;24;?;224.0
?;?;1061.0;335.0;?;5;-967.0;223.0
16;801;1085.0;323.0;-6;?;-984.0;235.0
16;803;1091.0;333.0;-23;-5;?;248.0
?;810;1090.0;?;?;?;-984.0;206.0
16;805;1077.0;345.0;-6;-20;-989.0;238.0
?;795;1053.0;?;?;-20;-979.0;250.0
?;802;1079.0;326.0;32;-3;-969.0;232.0
16;805;1074.0;356.0;15;11;-967.0;?
16;801;1118.0;316.0;-2;2;-979.0;221.0
?;?;?;?;-23;-12;-982.0;?
?;800;1053.0;320.0;-7;-2;-986.0;260.0
16;798;1080.0;303.0;11;-5;-954.0;233.0
16;801;1093.0;325.0;21;-11;-953.0;195.0
?;803;1074.0;306.0;12;-23;?;210.0
16;803;1076.0;336.0;-49;-33;?;243.0
16;803;?;338.0;-32;3;-978.0;247.0
?;802;1082.0;308.0;0;?;-970.0;226.0
16;802;1060.0;303.0;-22;23;?;227.0
?;803;1087.0;304.0;?;39;-965.0;231.0
16;801;1071.0;304.0;36;22;?;216.0
16;?;1060.0;304.0;17;65;-971.0;203.0
16;802;1050.0;?;32;53;-968.0;195.0
?;801;1075.0;318.0;-11;-30;?;200.0
16;796;?;305.0;-48;-3;-971.0;185.0
16;794;1077.0;311.0;-15;?;-976.0;?
?;797;1083.0;289.0;-4;?;-970.0;?
16;802;1088.0;307.0;-18;-17;-970.0;216.0
16;801;1069.0;333.0;?;9;-980.0;?
16;797;1057.0;?;-5;-30;-979.0;234.0
16;803;1065.0;291.0;-7;-30;?;207.0
16;801;1080.0;335.0;?;2;-976.0;?
16;797;1101.0;?;-14;-21;?;186.0
16;806;?;333.0;-56;-17;-977.0;?
16;801;1087.0;317.0;?;11;-986.0;213.0
?;798;1091.0;?;-22;7;?;214.0
16;?;1080.0;323.0;-20;?;-981.0;209.0
16;792;?;?;-2;9;?;206.0
16;801;?;344.0;-23;-31;-994.0;210.0
16;805;?;328.0;-36;15;-985.0;?
16;795;1089.0;357.0;-15;0;-988.0;162.0
?;?;?;337.0;?;4;?;170.0
?;?;1075.0;320.0;0;11;-970.0;172.0
16;792;1043.0;?;-27;-45;-958.0;196.0
?;796;1052.0;324.0;-25;-23;?;216.0
16;?;?;292.0;-20;-16;-967.0;249.0
16;?;1068.0;279.0;?;-21;?;262.0
16;796;?;325.0;30;2;-955.0;?
16;800;1072.0;341.0;?;?;-953.0;231.0
16;803;1060.0;341.0;?;33;?;219.0
16;803;1068.0;?;?;32;-970.0;228.0
?;799;1078.0;343.0;?;?;?;?
16;800;1099.0;333.0;4;-41;-978.0;224.0
?;799;1080.0;323.0;?;?;?;233.0
?;796;?;323.0;-5;?;-980.0;?
16;799;?;325.0;19;?;-986.0;253.0
16;?;1084.0;334.0;?;23;-989.0;251.0
16;798;?;333.0;60;46;?;?
?;798;?;332.0;-11;-15;-976.0;241.0
16;798;1081.0;338.0;?;-48;-971.0;214.0
16;799;1079.0;335.0;17;-18;-972.0;222.0
16;801;1076.0;313.0;-17;21;-974.0;229.0
16;801;1062.0;321.0;-29;5;-970.0;?
16;?;1059.0;317.0;16;-29;?;219.0
16;796;1059.0;?;?;?;-961.0;213.0
16;?;1065.0;?;13;-21;?;212.0
16;?;1080.0;343.0;?;-2;-963.0;228.0
?;795;?;315.0;27;9;-960.0;?
16;?;1090.0;?;31;-19;-960.0;232.0
?;?;1070.0;341.0;-19;?;-969.0;253.0
?;799;1079.0;319.0;?;?;-974.0;273.0
16;797;1071.0;307.0;36;-25;-977.0;?
?;805;?;342.0;-50;2;-967.0;251.0
16;805;1063.0;332.0;-53;-10;-970.0;246.0
16;794;1078.0;?;?;14;-970.0;240.0
?;795;?;333.0;-6;33;-959.0;238.0
16;801;1076.0;310.0;20;?;-969.0;249.0
16;803;1095.0;?;10;10;-963.0;244.0
16;807;1071.0;325.0;8;-25;-983.0;236.0
16;807;1057.0;291.0;7;-11;-979.0;256.0
16;803;?;306.0;10;21;-961.0;233.0
16;802;1071.0;378.0;37;-4;-966.0;209.0
16;802;1051.0;321.0;-4;-32;-963.0;242.0
16;?;1084.0;303.0;?;?;?;232.0
16;797;?;314.0;?;-20;-963.0;?
?;801;?;323.0;-23;-20;-975.0;210.0
?;804;?;324.0;45;-17;-965.0;211.0
16;805;1063.0;318.0;29;?;-955.0;218.0
?;799;1078.0;308.0;24;41;-956.0;218.0
16;801;1085.0;320.0;69;9;-964.0;236.0
16;807;1079.0;302.0;10;?;-973.0;247.0
16;807;1069.0;325.0;?;-11;-989.0;?
16;807;1121.0;339.0;?;-8;-988.0;251.0
16;801;1094.0;334.0;?;-15;?;244.0
16;800;1092.0;?;5;?;-988.0;?
16;805;1071.0;333.0;-5;-21;-988.0;236.0
16;803;1059.0;345.0;?;-14;?;215.0
16;803;1095.0;324.0;18;22;-974.0;201.0
16;803;1086.0;339.0;-1;?;?;195.0
16;802;?;361.0;?;-14;-975.0;224.0
16;?;?;352.0;23;?;-975.0;232.0
16;803;?;342.0;-8;2;-972.0;233.0
16;?;1100.0;329.0;-32;-31;?;232.0
16;?;1100.0;328.0;19;-6;-982.0;251.0
16;?;1085.0;?;41;42;?;209.0
16;805;1074.0;354.0;?;?;-983.0;224.0
16;799;?;359.0;17;-39;-970.0;209.0
16;?;1091.0;333.0;?;-12;-966.0;219.0
16;801;1079.0;?;26;-11;-990.0;?
16;801;1105.0;333.0;27;-12;-975.0;214.0
16;?;1115.0;?;6;19;-953.0;184.0
16;797;1073.0;327.0;3;38;-996.0;166.0
?;796;1049.0;328.0;39;0;-997.0;256.0
16;800;1055.0;334.0;1;-3;-961.0;233.0
?;803;1075.0;380.0;-33;?;-960.0;223.0
16;?;1089.0;288.0;-5;-36;-965.0;198.0
?;805;1089.0;307.0;-31;-28;-979.0;232.0
?;801;1099.0;377.0;?;-25;?;244.0
16;?;1100.0;342.0;17;-19;-976.0;219.0
16;803;1089.0;?;23;?;?;?
?;803;1078.0;332.0;6;0;-982.0;214.0
16;?;1071.0;?;-10;-15;-968.0;205.0
16;801;1097.0;332.0;?;6;-971.0;203.0
16;799;1088.0;324.0;-21;-19;-978.0;203.0
16;802;1068.0;323.0;?;-5;-978.0;216.0
16;802;1060.0;348.0;-19;33;?;216.0
16;795;1055.0;299.0;-3;?;-967.0;?
16;?;1079.0;?;-21;13;-968.0;202.0
?;?;?;?;-18;-1;?;207.0
?;801;1074.0;339.0;-17;?;?;?
16;797;1067.0;326.0;-20;-3;-977.0;213.0
?;?;1079.0;314.0;11;-28;-967.0;214.0
16;803;1079.0;333.0;17;9;-966.0;226.0
?;803;1080.0;?;?;-3;-970.0;?
16;808;1060.0;324.0;21;-9;?;248.0
16;802;1081.0;318.0;10;7;-973.0;246.0
16;798;1079.0;308.0;?;14;-961.0;244.0
?;806;?;340.0;56;20;?;233.0
16;?;1064.0;?;11;?;-971.0;240.0
16;800;1063.0;329.0;-26;?;-957.0;231.0
16;?;1067.0;?;5;20;?;223.0
16;802;1057.0;?;38;11;-962.0;230.0
?;?;1064.0;311.0;13;21;-963.0;241.0
16;803;1071.0;315.0;-24;-3;-966.0;254.0
16;803;?;?;?;-20;-967.0;262.0
16;?;1098.0;329.0;?;?;-961.0;267.0
16;805;?;?;45;-13;-969.0;261.0
?;804;?;342.0;?;13;?;249.0
?;798;1074.0;333.0;-20;21;-979.0;250.0
16;801;1060.0;333.0;?;45;-972.0;?
16;801;1070.0;?;-4;65;-968.0;?
16;?;1080.0;334.0;-28;-7;-970.0;253.0
16;799;1078.0;328.0;?;-36;?;247.0
16;803;1070.0;327.0;69;?;-975.0;?
16;807;1067.0;329.0;60;20;-974.0;242.0
16;807;1060.0;324.0;15;?;-971.0;260.0
16;809;1072.0;311.0;-20;26;-964.0;240.0
16;?;?;313.0;-34;-22;-964.0;248.0
16;806;1075.0;322.0;-20;-21;-970.0;253.0
16;808;?;303.0;29;?;-969.0;264.0
16;801;1080.0;311.0;42;6;-969.0;258.0
?;?;?;322.0;-4;?;?;268.0
16;803;1061.0;332.0;-9;-33;-970.0;271.0
16;800;1059.0;333.0;22;-14;-960.0;256.0
16;803;1068.0;324.0;28;-15;-963.0;241.0
16;807;1079.0;330.0;44;-20;?;239.0
?;806;1080.0;?;?;-22;?;229.0
16;?;?;?;-24;-10;-967.0;?
16;799;1069.0;?;-17;46;-968.0;221.0
16;?;?;?;-11;31;-960.0;232.0
?;?;1058.0;320.0;-13;-7;-963.0;242.0
16;797;?;?;-15;?;-963.0;247.0
16;802;1081.0;?;3;-9;-960.0;251.0
16;803;1062.0;?;27;-10;-963.0;243.0
16;799;1066.0;307.0;-9;-29;-972.0;?
?;?;?;329.0;-2;-17;-971.0;240.0
16;802;?;?;3;-15;?;248.0
16;804;1068.0;324.0;3;-34;-976.0;251.0
16;807;1083.0;331.0;26;-16;-975.0;255.0
16;803;?;333.0;-10;9;-978.0;258.0
16;802;1081.0;315.0;-41;?;-979.0;262.0
16;801;1079.0;331.0;?;?;?;255.0
16;801;1080.0;328.0;18;-3;-977.0;?
?;803;1071.0;347.0;28;2;-970.0;?
?;801;1088.0;310.0;?;0;?;242.0
16;799;1072.0;344.0;-24;?;-976.0;224.0
16;799;?;335.0;-7;22;?;?
16;804;1086.0;334.0;41;9;?;224.0
?;?;1088.0;?;-1;?;-969.0;221.0
16;799;1077.0;339.0;-39;-13;-973.0;217.0
16;805;1077.0;333.0;31;-8;-973.0;219.0
16;798;1069.0;311.0;?;?;-975.0;208.0
?;795;?;331.0;9;?;-974.0;213.0
16;801;1077.0;324.0;22;20;-975.0;206.0
16;802;?;339.0;-13;9;-972.0;211.0
?;800;1083.0;352.0;-18;-10;-970.0;213.0
16;801;1088.0;352.0;8;12;-979.0;214.0
?;801;?;329.0;8;12;-977.0;217.0
16;802;?;320.0;1;-3;-979.0;?
16;808;1070.0;337.0;-19;-29;-976.0;231.0
16;802;1092.0;314.0;-41;?;?;223.0
16;?;?;340.0;?;3;?;219.0
16;803;?;340.0;8;42;-977.0;215.0
16;800;?;320.0;3;36;?;205.0
16;798;1079.0;328.0;-34;?;?;203.0
16;804;1083.0;344.0;-11;23;-979.0;198.0
16;803;1086.0;?;?;24;-982.0;212.0
?;801;1077.0;327.0;-4;-18;-977.0;223.0
?;803;1080.0;336.0;-4;?;?;218.0
16;803;1079.0;336.0;?;?;?;231.0
16;799;1073.0;?;-22;-36;-970.0;236.0
?;799;?;352.0;-9;-48;-968.0;227.0
16;802;1058.0;?;5;-25;-971.0;233.0
16;?;?;341.0;14;-17;-971.0;233.0
16;809;1090.0;334.0;7;0;-966.0;?
16;802;1070.0;329.0;?;?;-969.0;?
?;802;1061.0;329.0;?;-2;-971.0;223.0
?;806;?;?;0;-8;-972.0;230.0
16;800;1070.0;?;22;0;-963.0;?
16;800;1065.0;342.0;-16;19;-975.0;226.0
16;?;1067.0;?;-4;-9;?;226.0
16;803;1091.0;331.0;-24;?;-976.0;218.0
16;802;1075.0;334.0;-32;35;-972.0;218.0
?;802;1081.0;325.0;10;25;-973.0;209.0
16;800;?;330.0;?;20;-979.0;220.0
16;?;1081.0;341.0;-5;22;-978.0;229.0
16;801;1072.0;351.0;?;21;-972.0;233.0
16;?;1073.0;333.0;13;9;-976.0;?
16;803;1098.0;334.0;25;33;?;232.0
?;802;1091.0;340.0;23;?;-973.0;221.0
16;803;1090.0;336.0;-2;?;?;219.0
16;803;1080.0;335.0;0;11;-976.0;227.0
16;801;1089.0;316.0;26;11;-974.0;?
16;802;1068.0;?;-7;?;-973.0;221.0
16;803;1072.0;340.0;?;0;-980.0;?
16;801;1080.0;345.0;-12;12;-974.0;?
?;801;1077.0;?;21;-7;-974.0;237.0
16;801;1084.0;341.0;-20;?;-973.0;233.0
16;802;1084.0;322.0;?;-4;-973.0;229.0
16;805;1084.0;330.0;-26;10;-971.0;229.0
16;799;?;334.0;0;?;-968.0;219.0
16;797;?;332.0;40;?;-977.0;229.0
?;?;?;342.0;48;?;-975.0;228.0
16;803;1103.0;333.0;-4;-2;-966.0;220.0
16;804;?;322.0;-4;-18;-977.0;?
?;808;1082.0;305.0;-14;-34;-980.0;224.0
?;801;1082.0;?;6;?;-981.0;232.0
16;804;?;?;7;?;-970.0;231.0
16;805;1090.0;331.0;-10;21;-971.0;?
16;?;1090.0;?;27;?;-980.0;210.0
?;?;1090.0;338.0;-4;0;?;208.0
16;797;1086.0;?;?;0;-986.0;213.0
16;796;?;327.0;0;-3;?;205.0
16;802;1087.0;328.0;?;-13;-968.0;193.0
?;800;?;?;1;?;-975.0;182.0
16;801;?;344.0;-4;-10;-976.0;192.0
16;800;1086.0;?;-49;?;-971.0;195.0
?;797;1079.0;322.0;-38;-6;?;185.0
16;801;1065.0;332.0;-13;?;-981.0;210.0
16;801;1072.0;342.0;-15;2;?;?
16;799;?;322.0;-12;-4;-960.0;224.0
16;803;1087.0;316.0;16;?;-961.0;?
16;805;1099.0;?;35;-9;?;220.0
16;800;1110.0;323.0;-27;10;-985.0;219.0
?;799;1110.0;?;?;-23;-1000.0;196.0
?;?;1086.0;?;57;-40;?;179.0
16;798;?;344.0;38;-3;-988.0;176.0
16;799;1096.0;314.0;-11;21;-975.0;174.0
16;802;1047.0;?;?;-4;?;175.0
16;799;1043.0;316.0;?;?;?;203.0
?;795;1051.0;291.0;?;-27;-958.0;212.0
16;801;1063.0;311.0;-51;-24;?;226.0
16;800;1049.0;?;-10;14;-957.0;221.0
?;795;1066.0;311.0;-13;-6;?;193.0
16;798;?;323.0;-8;-41;-983.0;199.0
?;797;?;?;?;22;-981.0;?
16;803;1105.0;?;-41;?;-976.0;209.0
16;?;?;329.0;6;-16;-981.0;202.0
?;800;1088.0;319.0;11;13;-986.0;210.0
16;800;1109.0;342.0;-33;13;-974.0;?
16;802;1100.0;332.0;8;?;-981.0;186.0
16;797;1079.0;330.0;-1;23;-989.0;193.0
?;802;?;349.0;-25;?;?;?
16;801;1070.0;370.0;4;-11;-966.0;?
16;799;1085.0;355.0;18;?;-971.0;187.0
16;805;1081.0;339.0;21;45;-974.0;193.0
16;?;1075.0;338.0;-44;-15;-976.0;199.0
16;799;1087.0;?;-63;-26;-977.0;195.0
16;803;1085.0;358.0;-9;?;-977.0;?
16;795;1101.0;330.0;23;2;-974.0;206.0
16;799;1070.0;329.0;36;-9;-980.0;181.0
16;?;1083.0;390.0;-5;18;-969.0;?
16;?;1091.0;361.0;?;4;-969.0;174.0
?;804;?;360.0;-23;-15;?;?
16;?;?;355.0;-32;?;-982.0;186.0
16;796;1069.0;?;?;18;-967.0;194.0
16;801;1100.0;338.0;8;-20;-983.0;205.0
16;?;?;357.0;16;26;-989.0;?
16;794;?;350.0;-24;-4;-993.0;244.0
?;795;1077.0;372.0;30;-43;?;258.0
16;797;1069.0;357.0;28;-4;?;?
16;799;1068.0;355.0;-13;-2;-970.0;232.0
?;?;?;330.0;17;10;-952.0;235.0
16;797;1055.0;328.0;-16;24;-961.0;220.0
16;798;1044.0;334.0;-20;6;-968.0;242.0
16;803;1068.0;333.0;-13;26;?;234.0
?;801;?;332.0;?;1;-954.0;223.0
16;799;1106.0;352.0;30;-25;-962.0;208.0
?;?;1048.0;353.0;-22;49;-993.0;174.0
16;805;1108.0;359.0;?;?;-992.0;234.0
16;797;1089.0;357.0;?;-31;-957.0;?
16;799;1068.0;376.0;?;11;?;176.0
?;800;1070.0;314.0;27;8;-987.0;252.0
16;?;1072.0;316.0;-44;-18;-978.0;?
16;797;1109.0;349.0;-37;9;-973.0;?
16;797;1071.0;327.0;?;?;-962.0;185.0
16;?;1053.0;?;-41;-19;-1015.0;209.0
16;803;1071.0;364.0;-28;36;-965.0;262.0
16;800;1071.0;332.0;25;18;-952.0;209.0
16;797;?;349.0;4;1;-975.0;237.0
16;804;?;330.0;-3;2;-972.0;262.0
16;805;?;335.0;-12;-29;?;?
16;796;1080.0;362.0;-10;?;?;243.0
?;?;1089.0;323.0;-22;15;-962.0;246.0
16;?;1093.0;381.0;?;-3;-977.0;221.0
16;797;1064.0;346.0;46;37;?;228.0
16;799;1076.0;337.0;?;56;?;242.0
16;?;?;352.0;?;-13;-975.0;229.0
16;796;1090.0;352.0;6;?;-970.0;219.0
16;797;1090.0;350.0;-8;-10;-972.0;210.0
16;?;1088.0;335.0;?;?;?;206.0
16;?;1068.0;341.0;25;2;-978.0;197.0
16;797;?;355.0;7;12;-970.0;201.0
16;804;1072.0;353.0;2;-7;?;191.0
16;806;1079.0;364.0;-15;-5;-965.0;194.0
16;796;1083.0;322.0;-27;-2;-971.0;209.0
16;796;1089.0;363.0;?;-11;?;?
16;799;1091.0;348.0;?;0;-977.0;237.0
16;?;?;?;-20;-14;-985.0;?
16;798;1054.0;333.0;-11;-39;-982.0;233.0
16;796;1068.0;?;38;4;-970.0;211.0
16;794;1063.0;349.0;34;35;-958.0;228.0
16;794;?;346.0;-23;?;-967.0;231.0
16;795;1050.0;342.0;-12;?;?;251.0
16;798;1031.0;316.0;42;23;-950.0;239.0
16;798;1040.0;?;46;17;-948.0;233.0
16;?;1062.0;329.0;?;26;-939.0;?
16;800;1081.0;?;13;?;?;239.0
16;797;1107.0;324.0;-20;?;?;?
16;801;1127.0;336.0;27;52;?;251.0
16;?;1105.0;?;9;12;-1013.0;257.0
16;802;1108.0;344.0;?;-21;?;261.0
16;800;1095.0;391.0;-16;-16;?;?
16;800;1103.0;394.0;-15;-2;?;198.0
16;807;1090.0;362.0;-25;36;-988.0;180.0
?;801;?;361.0;-24;13;-990.0;?
16;802;1071.0;361.0;-19;-51;-983.0;174.0
16;801;?;348.0;-39;?;-971.0;195.0
16;?;?;322.0;-6;24;?;215.0
16;803;1077.0;322.0;13;-9;-974.0;211.0
16;?;1071.0;312.0;-13;?;-967.0;195.0
16;799;?;316.0;24;11;-966.0;182.0
16;805;1087.0;329.0;28;?;-970.0;?
16;806;1062.0;330.0;-2;?;-967.0;192.0
16;799;1078.0;345.0;25;-9;-970.0;187.0
16;803;1058.0;342.0;16;?;-975.0;178.0
16;807;1072.0;325.0;-2;?;-980.0;173.0
16;800;?;309.0;16;-32;-980.0;?
16;799;1098.0;302.0;-3;-10;-976.0;189.0
16;?;?;305.0;15;23;-978.0;194.0
?;806;1088.0;304.0;?;29;-989.0;197.0
16;804;1091.0;314.0;-56;?;?;?
16;803;1082.0;?;2;20;-983.0;186.0
16;803;1079.0;?;19;3;-989.0;186.0
?;799;1079.0;321.0;-1;?;?;185.0
16;801;1088.0;?;-6;?;-983.0;187.0
?;808;?;314.0;-20;3;-981.0;190.0
16;798;1060.0;311.0;-19;-3;?;196.0
16;791;?;339.0;?;-10;-974.0;200.0
16;801;?;324.0;23;-1;-970.0;205.0
16;803;1078.0;?;-17;8;-968.0;213.0
16;802;1053.0;338.0;22;4;?;222.0
16;800;1058.0;344.0;42;-47;?;233.0
16;794;1078.0;339.0;-2;-67;-958.0;235.0
16;799;1048.0;352.0;7;?;-964.0;?
16;803;1060.0;327.0;-5;-8;-964.0;?
?;802;1070.0;322.0;-39;?;-970.0;250.0
16;804;?;?;-11;-45;-972.0;?
16;804;?;342.0;-12;-47;?;?
16;?;?;331.0;?;?;?;245.0
16;?;?;321.0;-14;-31;-976.0;?
16;?;1069.0;312.0;-42;-32;-978.0;?
16;?;1070.0;316.0;-21;-25;-970.0;?
16;805;1060.0;308.0;-31;-16;-964.0;250.0
16;804;1040.0;307.0;-71;-27;-957.0;234.0
?;801;?;314.0;-49;-13;-940.0;198.0
16;805;1126.0;318.0;-43;40;-941.0;193.0
16;805;1137.0;329.0;-51;38;-977.0;255.0
?;800;1111.0;340.0;-56;19;-1012.0;298.0
16;?;1102.0;347.0;?;52;-1008.0;230.0
16;799;1130.0;370.0;-92;23;-985.0;148.0
16;?;?;?;-228;?;-989.0;119.0
16;?;?;340.0;-378;57;-1009.0;107.0
16;810;1126.0;380.0;-573;-17;-1026.0;79.0
?;?;1124.0;379.0;-736;181;?;66.0
16;842;1106.0;346.0;?;294;-1005.0;?
16;?;1082.0;?;-774;1201;-996.0;74.0
16;842;1064.0;?;-647;1958;-981.0;89.0
16;789;1057.0;317.0;-320;1891;-967.0;98.0
?;776;1119.0;341.0;-291;?;-945.0;84.0
16;816;?;341.0;-189;591;-964.0;75.0
16;?;1198.0;?;174;-419;-1020.0;54.0
16;793;1130.0;383.0;393;546;-1049.0;28.0
16;830;1108.0;407.0;471;722;?;?
?;804;1067.0;376.0;539;808;-1031.0;52.0
16;788;?;366.0;566;918;-1005.0;99.0
?;830;1074.0;?;489;631;?;84.0
16;827;?;302.0;470;?;-975.0;72.0
16;841;1108.0;366.0;?;?;?;?
16;858;1109.0;437.0;?;?;-994.0;?
16;906;1067.0;?;534;1058;?;?
16;975;1080.0;462.0;601;965;-988.0;129.0
16;847;1089.0;367.0;587;?;-978.0;124.0
16;975;1116.0;284.0;754;941;?;?
16;?;1093.0;?;505;1037;-1008.0;120.0
16;572;?;310.0;?;1009;-1000.0;119.0
16;656;1120.0;?;416;959;-992.0;121.0
?;-429;1120.0;?;-974;1259;?;102.0
16;?;1119.0;457.0;-2850;?;-1006.0;89.0
16;1948;1108.0;479.0;-3357;-2795;-1009.0;86.0
16;1364;1188.0;452.0;-1904;?;?;53.0
?;666;1288.0;453.0;-8;58;?;27.0
16;?;1273.0;?;127;?;?;-13.0
16;812;1291.0;524.0;-15;-186;-1120.0;-38.0
15;793;?;535.0;?;?;-1114.0;124.0
15;?;1010.0;466.0;-29;-177;?;145.0
14;811;1020.0;451.0;?;-166;-1005.0;?
11;813;1051.0;533.0;-23;-126;-864.0;20.0
12;802;991.0;538.0;-42;-70;-889.0;-34.0
15;801;949.0;?;-22;-30;-939.0;?
?;814;884.0;311.0;-66;?;-886.0;?
23;809;916.0;254.0;-5;-92;-830.0;43.0
25;?;?;?;22;-56;-814.0;70.0
27;790;982.0;202.0;?;-34;-821.0;45.0
29;783;1003.0;239.0;-1;-41;-851.0;?
?;807;1034.0;236.0;?;17;?;?
?;792;?;185.0;-84;57;-913.0;?
44;762;969.0;196.0;-320;-22;-908.0;67.0
49;873;974.0;198.0;-899;-189;-890.0;116.0
?;?;961.0;241.0;-1379;-458;-863.0;191.0
38;765;?;?;?;-731;?;211.0
36;?;1037.0;?;-2346;-796;-855.0;164.0
35;?;1240.0;287.0;-2010;-762;-884.0;146.0
31;1064;1512.0;328.0;-2526;?;-926.0;138.0
30;2375;?;341.0;-3439;-221;-1107.0;?
30;2386;1120.0;392.0;-1976;906;?;147.0
?;1270;1278.0;429.0;746;1755;-1160.0;-161.0
30;1138;1297.0;564.0;1832;1797;-999.0;-184.0
30;1028;1161.0;675.0;3012;1198;?;-211.0
?;719;1150.0;549.0;4721;?;?;-220.0
30;868;?;400.0;5111;351;?;-70.0
30;1063;1022.0;520.0;5374;497;-1050.0;55.0
31;1132;970.0;?;5824;-461;?;?
31;-386;994.0;474.0;4464;-1858;-903.0;28.0
32;-2074;1021.0;390.0;?;-2899;-871.0;-6.0
32;-2444;?;418.0;?;?;-893.0;-67.0
33;?;1052.0;?;-98;-3423;?;-143.0
35;-2395;1059.0;?;?;-3397;-924.0;-228.0
35;-2524;1276.0;396.0;-152;-3579;-956.0;-248.0
36;?;1283.0;347.0;-83;?;?;?
42;?;997.0;335.0;?;-3811;?;-30.0
46;-1842;1164.0;325.0;-104;-2834;-1116.0;?
53;904;1226.0;319.0;-124;?;-931.0;-41.0
?;950;1078.0;346.0;-147;155;-1008.0;-59.0
87;627;1021.0;478.0;-102;-173;-1063.0;?
103;916;938.0;477.0;-111;126;-972.0;3.0
126;717;884.0;376.0;?;-91;?;109.0
146;814;?;371.0;?;24;-809.0;44.0
154;787;902.0;?;-103;-14;-772.0;23.0
162;793;959.0;225.0;-129;-64;-777.0;63.0
168;?;1015.0;153.0;-313;-110;-797.0;106.0
168;827;974.0;?;-578;-299;-857.0;201.0
169;758;978.0;134.0;-1323;-427;-899.0;259.0
168;768;1088.0;143.0;?;-1685;-863.0;?
?;988;1291.0;?;-7818;-2390;?;262.0
168;856;1380.0;240.0;-8012;?;-983.0;187.0
