InertialMeasurementUnit BACK accZ;Accelerometer RKN^ accZ;Accelerometer BACK accZ;InertialMeasurementUnit LUA gyroZ;InertialMeasurementUnit R-SHOE Compass;Accelerometer LUA_ accX
81.0;142.0;-444.0;27.0;-7;?
111.0;?;?;-4.0;-8;-21.0
86.0;?;?;13.0;-8;-32.0
82.0;140.0;?;?;-8;7.0
102.0;141.0;-409.0;?;-7;29.0
81.0;?;-460.0;-13.0;-7;10.0
73.0;?;-440.0;?;-7;10.0
85.0;?;-447.0;21.0;-7;10.0
79.0;?;-418.0;?;-7;8.0
101.0;139.0;-434.0;40.0;-7;-3.0
?;156.0;-445.0;?;?;-13.0
?;131.0;?;31.0;-7;0.0
71.0;139.0;-456.0;?;-7;?
86.0;137.0;-445.0;72.0;-7;?
?;?;-462.0;41.0;?;5.0
92.0;150.0;?;88.0;-7;?
91.0;147.0;-457.0;73.0;-7;-6.0
93.0;150.0;-472.0;37.0;-7;-7.0
84.0;166.0;-470.0;?;?;?
96.0;172.0;-452.0;44.0;-7;-1.0
?;124.0;-440.0;63.0;-7;10.0
103.0;114.0;-431.0;?;-7;-10.0
106.0;150.0;-448.0;?;-7;24.0
95.0;?;-419.0;?;-7;33.0
?;171.0;?;46.0;-7;12.0
94.0;?;-474.0;64.0;-7;-1.0
?;?;-474.0;54.0;-7;-10.0
105.0;149.0;-435.0;0.0;-7;3.0
?;129.0;-438.0;-24.0;-7;-21.0
92.0;139.0;-457.0;-8.0;-7;-3.0
97.0;148.0;-456.0;?;-7;?
110.0;?;-439.0;2.0;-7;16.0
115.0;106.0;-449.0;-5.0;-7;7.0
119.0;113.0;?;24.0;-7;17.0
109.0;120.0;-486.0;1.0;-7;28.0
107.0;117.0;-463.0;5.0;-7;13.0
115.0;?;-460.0;0.0;-7;-28.0
121.0;143.0;-468.0;-34.0;-7;-28.0
113.0;130.0;?;-33.0;?;-8.0
109.0;132.0;-466.0;-36.0;-7;16.0
?;113.0;-452.0;-38.0;?;40.0
126.0;109.0;-454.0;7.0;?;23.0
?;?;-447.0;50.0;-7;20.0
113.0;119.0;-471.0;32.0;-7;?
126.0;100.0;-456.0;22.0;-7;-1.0
113.0;?;-459.0;-15.0;?;21.0
127.0;100.0;-472.0;?;-7;3.0
131.0;120.0;-476.0;-40.0;-7;14.0
131.0;119.0;-460.0;-75.0;-7;6.0
129.0;115.0;-460.0;-101.0;?;-2.0
113.0;96.0;?;-107.0;-7;8.0
126.0;?;-440.0;-101.0;-7;28.0
110.0;125.0;?;?;-7;10.0
?;150.0;-430.0;-64.0;-7;10.0
111.0;?;-443.0;-72.0;-7;-12.0
110.0;114.0;-446.0;-29.0;-7;-4.0
107.0;128.0;-445.0;-17.0;?;20.0
101.0;?;-456.0;?;-7;5.0
?;?;-439.0;24.0;-7;0.0
?;?;-451.0;31.0;?;2.0
112.0;?;-424.0;47.0;-7;18.0
106.0;119.0;-434.0;33.0;?;5.0
112.0;129.0;-458.0;12.0;-7;-17.0
?;128.0;-429.0;?;?;12.0
115.0;131.0;-454.0;119.0;?;9.0
116.0;137.0;?;14.0;?;-6.0
114.0;?;-450.0;16.0;-7;28.0
112.0;100.0;-450.0;2.0;-7;?
106.0;?;?;-37.0;-7;18.0
109.0;118.0;-472.0;-76.0;-7;29.0
121.0;125.0;-447.0;?;?;-7.0
112.0;?;-406.0;-86.0;-7;-28.0
?;125.0;-438.0;-79.0;?;55.0
?;?;?;-58.0;-7;-5.0
101.0;154.0;-437.0;?;-7;-22.0
122.0;125.0;-439.0;-8.0;-7;10.0
104.0;?;-431.0;22.0;?;?
93.0;139.0;-417.0;-29.0;-7;?
121.0;139.0;-453.0;?;-7;16.0
91.0;140.0;?;56.0;?;?
?;135.0;-495.0;36.0;-7;38.0
?;137.0;-450.0;?;-7;-7.0
?;?;-420.0;39.0;-7;14.0
?;130.0;?;58.0;-7;20.0
136.0;152.0;-458.0;76.0;-7;?
103.0;148.0;?;47.0;-7;-18.0
101.0;?;-502.0;57.0;-7;33.0
105.0;?;-429.0;30.0;-7;34.0
126.0;135.0;?;25.0;-7;4.0
103.0;122.0;-439.0;2.0;-7;7.0
92.0;163.0;-447.0;-7.0;?;?
?;145.0;-435.0;-34.0;-7;23.0
88.0;?;?;-15.0;?;-4.0
93.0;?;-445.0;?;-7;1.0
93.0;109.0;-435.0;44.0;-7;5.0
?;109.0;?;60.0;-7;?
91.0;110.0;-433.0;110.0;-7;54.0
89.0;136.0;-421.0;90.0;-7;?
?;?;-401.0;89.0;-7;30.0
80.0;112.0;?;68.0;-7;29.0
72.0;108.0;-450.0;5.0;-7;29.0
66.0;114.0;?;-49.0;?;?
?;?;-414.0;-96.0;-7;5.0
83.0;?;-427.0;-92.0;?;32.0
?;142.0;-425.0;?;-7;-3.0
70.0;146.0;-434.0;-66.0;-7;85.0
68.0;141.0;?;?;?;-7.0
64.0;?;-477.0;-6.0;-7;-10.0
83.0;?;-460.0;48.0;-7;?
58.0;140.0;-407.0;80.0;?;37.0
93.0;129.0;-425.0;?;-7;26.0
102.0;137.0;-437.0;?;?;6.0
45.0;107.0;-449.0;117.0;-7;?
?;123.0;?;?;?;14.0
75.0;111.0;?;?;-7;17.0
82.0;103.0;-440.0;19.0;-7;?
73.0;125.0;?;52.0;-7;48.0
84.0;135.0;-426.0;-10.0;-7;18.0
98.0;157.0;-458.0;?;-7;-1.0
93.0;151.0;-441.0;19.0;-7;3.0
76.0;153.0;-444.0;1.0;-7;20.0
?;166.0;-435.0;-15.0;-7;21.0
91.0;?;-450.0;13.0;-7;31.0
81.0;114.0;-462.0;24.0;-7;26.0
90.0;108.0;-454.0;28.0;-7;12.0
?;109.0;?;60.0;-7;20.0
82.0;129.0;-426.0;60.0;-7;27.0
?;139.0;-426.0;?;-7;9.0
83.0;?;?;?;-7;18.0
?;110.0;-439.0;?;-7;25.0
?;97.0;?;?;?;40.0
72.0;132.0;-409.0;?;-7;12.0
71.0;130.0;-403.0;14.0;-7;10.0
?;116.0;?;-20.0;-7;0.0
72.0;99.0;-408.0;-59.0;?;1.0
?;86.0;?;?;-7;?
?;?;?;-55.0;-7;19.0
?;116.0;-412.0;-69.0;-7;23.0
44.0;131.0;-406.0;-61.0;-7;43.0
46.0;96.0;-391.0;-70.0;-7;?
45.0;?;-402.0;-48.0;-7;16.0
52.0;121.0;-411.0;?;?;22.0
49.0;?;?;-27.0;-7;10.0
43.0;130.0;-414.0;-2.0;?;29.0
44.0;146.0;-400.0;-3.0;-7;?
45.0;117.0;-409.0;-3.0;-7;23.0
46.0;121.0;-410.0;-14.0;-7;10.0
45.0;?;?;32.0;?;27.0
43.0;103.0;-398.0;8.0;-7;39.0
41.0;83.0;-406.0;20.0;-7;?
47.0;81.0;-426.0;19.0;-7;10.0
46.0;102.0;-394.0;21.0;-7;6.0
?;113.0;-404.0;35.0;-7;-7.0
48.0;130.0;-394.0;9.0;-7;27.0
?;118.0;-392.0;33.0;-7;?
36.0;143.0;?;39.0;-7;19.0
42.0;133.0;-402.0;41.0;?;?
43.0;?;?;62.0;-7;20.0
41.0;?;?;?;-7;14.0
40.0;119.0;-399.0;54.0;-7;4.0
?;110.0;-400.0;60.0;-7;?
?;?;-391.0;?;-7;16.0
32.0;130.0;-370.0;62.0;-7;19.0
32.0;123.0;-402.0;68.0;-7;19.0
35.0;111.0;-421.0;62.0;-7;29.0
34.0;?;?;66.0;-7;27.0
38.0;115.0;-399.0;81.0;-7;4.0
42.0;133.0;-380.0;81.0;?;?
37.0;126.0;-393.0;45.0;-7;-4.0
37.0;136.0;-384.0;?;-7;14.0
32.0;146.0;-386.0;?;-7;-8.0
35.0;143.0;-412.0;4.0;-7;14.0
34.0;136.0;-388.0;-24.0;?;?
37.0;?;-390.0;-30.0;-7;?
31.0;149.0;-410.0;?;-7;26.0
36.0;129.0;-409.0;?;-7;9.0
?;?;-410.0;-38.0;-7;?
?;149.0;?;-49.0;-7;24.0
?;136.0;?;-62.0;?;?
?;143.0;-409.0;-27.0;?;8.0
42.0;?;-414.0;?;-7;38.0
52.0;150.0;-427.0;2.0;-7;?
?;?;-427.0;36.0;-7;29.0
?;123.0;-429.0;44.0;-7;28.0
59.0;?;?;?;-7;18.0
62.0;142.0;-460.0;?;-7;22.0
?;143.0;?;134.0;-7;31.0
65.0;150.0;-464.0;?;-7;?
73.0;147.0;-459.0;191.0;-7;6.0
?;?;-434.0;?;?;?
75.0;148.0;-421.0;?;?;22.0
81.0;129.0;-435.0;158.0;?;-3.0
85.0;119.0;?;146.0;?;16.0
83.0;131.0;?;106.0;-7;?
?;149.0;-430.0;?;-7;?
78.0;132.0;-420.0;9.0;-7;29.0
?;121.0;?;-47.0;?;19.0
75.0;127.0;-441.0;-58.0;-7;38.0
78.0;?;-451.0;-71.0;-7;9.0
?;118.0;?;?;-7;35.0
77.0;124.0;-412.0;-65.0;-7;?
87.0;137.0;-444.0;?;-7;12.0
84.0;169.0;-441.0;?;-7;20.0
76.0;139.0;?;-54.0;-7;55.0
83.0;134.0;-427.0;-21.0;-7;20.0
88.0;132.0;-429.0;0.0;-7;?
?;136.0;-438.0;57.0;?;39.0
75.0;158.0;-441.0;?;-7;7.0
82.0;118.0;-431.0;16.0;-7;12.0
83.0;110.0;?;21.0;-7;?
76.0;122.0;-428.0;?;?;29.0
77.0;142.0;?;-14.0;-7;?
74.0;?;?;-13.0;-7;29.0
73.0;119.0;-430.0;-21.0;?;19.0
?;132.0;-441.0;-26.0;-7;20.0
76.0;103.0;?;-30.0;-7;?
76.0;116.0;-402.0;?;-7;8.0
73.0;?;-425.0;12.0;-7;29.0
67.0;115.0;?;44.0;-7;32.0
74.0;148.0;?;?;-7;24.0
72.0;134.0;-421.0;?;?;41.0
?;?;?;23.0;-7;17.0
70.0;?;-402.0;50.0;-7;?
?;147.0;-399.0;?;-7;22.0
72.0;138.0;-419.0;?;-7;?
?;99.0;-420.0;?;?;28.0
?;124.0;?;16.0;-7;?
65.0;?;-423.0;?;?;36.0
74.0;139.0;-441.0;-3.0;-7;40.0
73.0;120.0;-436.0;?;-7;19.0
76.0;114.0;-432.0;24.0;-7;17.0
79.0;136.0;-437.0;34.0;-7;?
77.0;133.0;-409.0;11.0;-7;35.0
79.0;102.0;-422.0;36.0;-7;10.0
79.0;?;-433.0;44.0;-7;30.0
?;132.0;-448.0;65.0;?;1.0
75.0;122.0;?;41.0;-7;?
78.0;?;-422.0;48.0;?;22.0
76.0;?;-423.0;48.0;-7;26.0
76.0;129.0;-428.0;18.0;?;23.0
78.0;129.0;-440.0;45.0;?;24.0
70.0;109.0;-439.0;22.0;-7;31.0
66.0;122.0;-432.0;22.0;-7;?
77.0;128.0;-448.0;3.0;-7;21.0
83.0;134.0;-430.0;4.0;-7;10.0
89.0;149.0;-457.0;18.0;-7;?
?;147.0;?;24.0;-7;?
92.0;128.0;?;?;-7;29.0
96.0;126.0;-441.0;22.0;-7;19.0
106.0;147.0;-464.0;-1.0;-7;28.0
104.0;139.0;-469.0;38.0;-7;20.0
105.0;115.0;-460.0;65.0;?;?
94.0;143.0;-444.0;72.0;?;2.0
107.0;134.0;-455.0;110.0;?;-1.0
?;136.0;?;116.0;-7;?
105.0;148.0;-448.0;134.0;-7;33.0
?;?;-460.0;158.0;-7;54.0
?;?;-461.0;134.0;-7;40.0
100.0;101.0;-469.0;111.0;-7;-15.0
105.0;120.0;?;68.0;?;6.0
?;?;-447.0;?;-7;19.0
107.0;137.0;-454.0;-58.0;-7;-10.0
108.0;128.0;-418.0;-94.0;?;-21.0
113.0;125.0;-416.0;-119.0;?;-24.0
112.0;?;-430.0;?;-7;13.0
107.0;128.0;-409.0;-95.0;-7;-24.0
?;112.0;-428.0;-72.0;-7;-14.0
100.0;139.0;-443.0;?;-7;26.0
94.0;116.0;-444.0;41.0;-7;12.0
91.0;115.0;-459.0;113.0;-7;8.0
?;?;?;?;-7;-16.0
113.0;?;-430.0;?;-7;?
133.0;?;-510.0;219.0;-7;20.0
153.0;89.0;-520.0;181.0;-7;17.0
155.0;?;-517.0;134.0;?;43.0
169.0;122.0;-474.0;62.0;-7;?
?;144.0;?;?;-7;-10.0
179.0;159.0;?;8.0;?;9.0
181.0;159.0;-484.0;11.0;-7;-9.0
176.0;?;-461.0;9.0;-7;21.0
178.0;113.0;-498.0;-58.0;-7;5.0
187.0;88.0;-505.0;-101.0;-7;5.0
172.0;76.0;-460.0;?;?;41.0
188.0;?;-513.0;-154.0;-7;25.0
189.0;108.0;-530.0;?;?;39.0
186.0;115.0;-490.0;-110.0;-7;46.0
?;129.0;?;-93.0;-7;31.0
172.0;128.0;-500.0;-112.0;-7;35.0
176.0;139.0;-510.0;-113.0;-7;34.0
172.0;119.0;?;-72.0;-7;33.0
177.0;147.0;-521.0;-21.0;-7;19.0
170.0;129.0;-447.0;-15.0;-7;27.0
177.0;149.0;-506.0;-38.0;-7;39.0
?;124.0;-481.0;?;-7;?
157.0;153.0;-463.0;-85.0;-7;27.0
?;145.0;?;?;-7;11.0
161.0;133.0;-456.0;-42.0;?;31.0
150.0;129.0;?;15.0;?;?
142.0;?;-466.0;8.0;-7;24.0
135.0;?;-465.0;35.0;-7;?
135.0;?;?;21.0;-7;?
126.0;98.0;-449.0;0.0;-7;?
132.0;132.0;-474.0;?;-7;53.0
137.0;123.0;?;21.0;-7;11.0
143.0;127.0;?;30.0;?;?
?;129.0;?;74.0;-7;63.0
146.0;129.0;?;68.0;-7;28.0
?;127.0;-484.0;70.0;-7;16.0
166.0;119.0;-425.0;92.0;?;?
128.0;?;-460.0;113.0;-7;38.0
126.0;111.0;-474.0;85.0;-7;?
159.0;138.0;-464.0;83.0;-7;6.0
?;130.0;-508.0;?;-7;24.0
150.0;?;-435.0;-18.0;?;65.0
?;?;-505.0;-10.0;-7;0.0
?;?;-510.0;-61.0;?;34.0
132.0;76.0;?;-65.0;-7;51.0
?;93.0;-458.0;-69.0;-7;8.0
146.0;?;-470.0;-64.0;-7;8.0
?;146.0;?;-38.0;-7;35.0
113.0;141.0;-471.0;-26.0;-7;39.0
117.0;119.0;-481.0;-44.0;-7;40.0
122.0;129.0;-476.0;11.0;-7;30.0
133.0;128.0;-462.0;37.0;-7;?
127.0;132.0;?;?;-7;39.0
130.0;120.0;-476.0;74.0;-7;38.0
133.0;104.0;-489.0;69.0;-7;0.0
127.0;111.0;-499.0;59.0;-7;12.0
131.0;72.0;-476.0;72.0;-7;10.0
140.0;?;-469.0;38.0;?;24.0
144.0;123.0;?;?;-7;29.0
148.0;?;-476.0;?;?;27.0
140.0;121.0;-482.0;66.0;-7;13.0
?;103.0;-470.0;84.0;?;18.0
130.0;122.0;-489.0;58.0;-7;?
133.0;99.0;-480.0;64.0;-7;?
?;126.0;?;35.0;-7;-14.0
129.0;120.0;-491.0;35.0;-7;6.0
131.0;109.0;-474.0;3.0;-7;12.0
128.0;100.0;-462.0;?;?;0.0
102.0;93.0;-486.0;-4.0;?;18.0
?;74.0;-465.0;-49.0;-7;?
117.0;81.0;-433.0;?;-7;22.0
?;69.0;-453.0;-44.0;-7;39.0
102.0;116.0;-450.0;-45.0;-7;55.0
115.0;112.0;-442.0;-49.0;-7;59.0
119.0;111.0;-501.0;-14.0;-7;9.0
129.0;106.0;-503.0;-60.0;-7;30.0
104.0;128.0;?;-71.0;?;?
115.0;136.0;-479.0;-73.0;?;16.0
119.0;120.0;?;-13.0;-7;17.0
104.0;89.0;-470.0;36.0;-7;25.0
118.0;91.0;-482.0;53.0;?;-6.0
?;?;-478.0;117.0;-7;7.0
?;?;?;162.0;-7;-7.0
147.0;120.0;-499.0;207.0;-7;8.0
?;138.0;-486.0;231.0;-7;1.0
138.0;100.0;-506.0;194.0;-7;?
133.0;78.0;-462.0;194.0;-7;?
125.0;63.0;?;?;-7;-12.0
110.0;85.0;-469.0;184.0;-7;-17.0
?;?;-476.0;183.0;-7;8.0
?;?;-482.0;197.0;-7;18.0
?;124.0;?;193.0;?;4.0
?;134.0;?;?;?;3.0
124.0;115.0;-480.0;150.0;?;17.0
123.0;140.0;-480.0;125.0;?;9.0
?;91.0;?;?;-7;?
119.0;93.0;-492.0;?;-7;?
125.0;110.0;?;42.0;?;13.0
118.0;109.0;-462.0;12.0;-7;9.0
?;119.0;?;-16.0;-7;10.0
124.0;107.0;-449.0;16.0;-7;10.0
126.0;100.0;-460.0;-52.0;-7;10.0
125.0;?;-470.0;?;?;12.0
?;92.0;-467.0;-59.0;-7;30.0
126.0;78.0;-449.0;-35.0;-7;29.0
?;?;-465.0;-23.0;?;28.0
?;?;-469.0;-36.0;?;34.0
?;?;-473.0;-4.0;-7;34.0
110.0;116.0;-442.0;-16.0;?;34.0
?;140.0;?;-6.0;-7;30.0
109.0;98.0;-440.0;5.0;?;13.0
107.0;135.0;?;16.0;?;-3.0
?;89.0;?;32.0;-7;-6.0
105.0;86.0;-471.0;54.0;-7;9.0
107.0;99.0;?;33.0;-7;17.0
110.0;119.0;?;99.0;?;20.0
108.0;?;-502.0;51.0;-7;19.0
117.0;?;-526.0;?;-7;?
119.0;119.0;?;?;-7;11.0
?;?;-531.0;?;-7;17.0
153.0;107.0;-528.0;113.0;-7;-15.0
163.0;134.0;?;182.0;-7;0.0
173.0;?;-569.0;171.0;-7;?
138.0;?;-570.0;156.0;-7;85.0
141.0;109.0;-561.0;191.0;?;37.0
166.0;44.0;-551.0;?;-7;7.0
182.0;?;?;242.0;-7;5.0
?;85.0;-531.0;199.0;-7;?
170.0;?;-539.0;?;-7;7.0
?;?;-526.0;139.0;-7;?
186.0;125.0;-505.0;181.0;-7;27.0
178.0;158.0;-500.0;75.0;?;44.0
172.0;149.0;-472.0;112.0;-6;77.0
164.0;143.0;-427.0;138.0;-6;60.0
159.0;123.0;-441.0;201.0;-7;?
?;134.0;-454.0;310.0;-8;?
118.0;?;?;?;-9;131.0
?;70.0;-450.0;?;-9;109.0
92.0;?;-435.0;652.0;-9;240.0
?;81.0;?;753.0;?;198.0
88.0;104.0;-413.0;853.0;-9;159.0
78.0;80.0;-429.0;935.0;-10;106.0
93.0;54.0;?;883.0;-10;30.0
97.0;46.0;-426.0;767.0;-10;-7.0
?;60.0;-493.0;684.0;-11;?
87.0;18.0;-476.0;648.0;-12;72.0
87.0;-10.0;-499.0;?;?;141.0
?;-10.0;?;600.0;-13;200.0
125.0;-61.0;-518.0;581.0;-14;?
132.0;-69.0;-526.0;541.0;?;252.0
152.0;-84.0;-497.0;468.0;-15;255.0
?;-100.0;-516.0;412.0;-16;283.0
144.0;-96.0;-494.0;351.0;-16;308.0
138.0;-67.0;-492.0;314.0;-16;345.0
145.0;-67.0;-513.0;231.0;-16;319.0
154.0;-79.0;-502.0;198.0;-16;188.0
143.0;-92.0;-673.0;146.0;-14;186.0
?;-125.0;-592.0;58.0;-13;238.0
151.0;-131.0;-780.0;48.0;-12;209.0
161.0;-110.0;-858.0;98.0;-10;?
313.0;-66.0;?;52.0;-10;61.0
343.0;-48.0;-768.0;-86.0;-10;-64.0
390.0;-76.0;-707.0;-327.0;-9;-103.0
?;-70.0;-651.0;-521.0;-10;-35.0
396.0;-41.0;-567.0;-622.0;-9;-28.0
?;-59.0;-554.0;-685.0;?;-69.0
370.0;-60.0;-525.0;?;-9;-101.0
295.0;-54.0;-513.0;-999.0;-9;-137.0
250.0;-43.0;-513.0;?;?;-106.0
?;?;-530.0;-1006.0;?;-72.0
225.0;-64.0;-521.0;-857.0;-9;-51.0
210.0;38.0;-528.0;-797.0;-9;-36.0
204.0;7.0;-521.0;-637.0;-9;-22.0
198.0;108.0;-520.0;?;-9;-18.0
184.0;?;-551.0;?;-9;9.0
?;338.0;-562.0;?;-9;57.0
162.0;588.0;?;11.0;?;236.0
172.0;532.0;-610.0;153.0;-9;?
?;208.0;-764.0;275.0;?;351.0
?;111.0;-1016.0;391.0;-8;242.0
?;-140.0;?;443.0;?;315.0
236.0;?;-681.0;496.0;-7;346.0
371.0;94.0;-816.0;?;-2;223.0
503.0;126.0;-750.0;814.0;-2;121.0
?;164.0;?;?;-2;69.0
383.0;152.0;-687.0;469.0;-2;105.0
406.0;211.0;-599.0;-9.0;-3;?
386.0;227.0;-575.0;148.0;-4;71.0
396.0;?;-572.0;271.0;-6;13.0
347.0;206.0;-591.0;151.0;-8;?
?;187.0;-593.0;-22.0;-9;-32.0
268.0;334.0;?;-158.0;-9;-67.0
267.0;468.0;-630.0;?;-8;-108.0
285.0;602.0;-797.0;-165.0;?;45.0
?;371.0;?;-109.0;?;287.0
338.0;?;-652.0;?;-8;?
332.0;0.0;-820.0;?;?;50.0
433.0;2184.0;-660.0;-449.0;-8;48.0
454.0;-79.0;-725.0;-855.0;?;?
391.0;-275.0;-620.0;-860.0;?;-150.0
385.0;-102.0;-611.0;-934.0;-7;-156.0
347.0;49.0;-494.0;?;-7;?
?;-157.0;-453.0;-1106.0;-7;-155.0
266.0;-83.0;-449.0;-899.0;?;-164.0
255.0;22.0;-479.0;-740.0;-7;-198.0
207.0;132.0;?;-717.0;?;-39.0
192.0;158.0;-544.0;-824.0;-7;?
159.0;?;-505.0;-829.0;?;132.0
174.0;440.0;?;?;-6;30.0
189.0;732.0;-658.0;-692.0;-7;120.0
?;575.0;-881.0;-578.0;-5;240.0
169.0;493.0;-905.0;-333.0;-3;353.0
224.0;1217.0;-887.0;?;-1;491.0
363.0;1563.0;-938.0;?;6;463.0
467.0;?;-864.0;741.0;7;440.0
?;-297.0;-896.0;991.0;10;486.0
622.0;-56.0;?;605.0;12;?
628.0;-101.0;?;?;13;378.0
619.0;-102.0;-719.0;?;?;328.0
617.0;-244.0;?;187.0;21;?
564.0;?;-700.0;72.0;24;304.0
?;?;-639.0;-33.0;?;311.0
457.0;?;-638.0;?;34;312.0
429.0;25.0;-589.0;-423.0;37;332.0
420.0;184.0;-512.0;-569.0;40;374.0
386.0;548.0;?;-648.0;47;414.0
352.0;?;-566.0;-684.0;26;?
?;301.0;-528.0;-660.0;-17;524.0
279.0;?;?;-601.0;-31;446.0
313.0;?;-598.0;-551.0;-21;552.0
?;?;-608.0;?;-22;482.0
378.0;?;-844.0;-321.0;-24;520.0
407.0;?;-838.0;-276.0;-15;566.0
360.0;?;-670.0;-238.0;?;548.0
?;-84.0;-685.0;2.0;-6;455.0
490.0;102.0;-681.0;252.0;?;526.0
?;179.0;-660.0;434.0;-1;508.0
464.0;?;?;444.0;0;432.0
441.0;55.0;-575.0;?;?;276.0
389.0;162.0;-538.0;191.0;?;161.0
?;227.0;?;-19.0;6;?
380.0;363.0;-872.0;-52.0;6;?
357.0;164.0;-1209.0;-14.0;0;232.0
361.0;?;-1191.0;148.0;-2;191.0
496.0;275.0;-932.0;?;-2;?
?;306.0;-919.0;125.0;-3;-78.0
1038.0;261.0;-934.0;-56.0;-3;?
901.0;?;-605.0;-302.0;-3;?
930.0;328.0;-636.0;-106.0;-3;66.0
956.0;216.0;?;?;-4;?
940.0;?;-779.0;-135.0;-4;143.0
849.0;311.0;-828.0;?;-4;297.0
758.0;436.0;-1025.0;-142.0;-4;?
894.0;541.0;?;99.0;-4;487.0
882.0;?;?;72.0;-4;614.0
837.0;581.0;-1089.0;10.0;-4;654.0
980.0;531.0;-1157.0;108.0;?;696.0
1090.0;?;-1136.0;185.0;-5;217.0
?;545.0;?;252.0;-5;-72.0
?;388.0;-1128.0;308.0;?;-47.0
1125.0;381.0;?;452.0;-5;120.0
1113.0;968.0;-1101.0;81.0;-5;651.0
?;?;-1032.0;-152.0;?;?
1079.0;?;-1028.0;-32.0;?;-85.0
1050.0;340.0;-984.0;191.0;-6;143.0
1085.0;48.0;?;?;?;45.0
1012.0;347.0;-939.0;684.0;-7;169.0
947.0;37.0;-989.0;336.0;-7;98.0
903.0;739.0;-982.0;-269.0;?;95.0
?;1425.0;?;?;-7;-70.0
841.0;1349.0;-999.0;-171.0;-8;-64.0
843.0;992.0;-1048.0;-161.0;-8;?
831.0;434.0;-1093.0;?;-8;?
?;616.0;-1137.0;-495.0;-8;-27.0
846.0;744.0;-1046.0;?;-8;-234.0
838.0;?;-1016.0;-642.0;?;-109.0
870.0;904.0;-963.0;-588.0;-7;-85.0
897.0;832.0;?;?;-7;-32.0
855.0;862.0;-892.0;-452.0;-7;-239.0
838.0;916.0;-884.0;-395.0;-7;-108.0
757.0;?;-901.0;-586.0;?;?
741.0;?;-764.0;-573.0;-6;110.0
719.0;916.0;-803.0;-502.0;-6;210.0
691.0;?;-721.0;-289.0;-6;?
608.0;987.0;-700.0;-409.0;-5;-371.0
485.0;942.0;?;-262.0;-5;?
494.0;927.0;-731.0;110.0;-5;-452.0
384.0;1060.0;-616.0;?;-5;-753.0
350.0;1083.0;-475.0;211.0;-5;-810.0
297.0;1147.0;-384.0;259.0;-6;-679.0
224.0;1122.0;?;?;-7;-790.0
?;?;-544.0;309.0;-7;-1067.0
56.0;829.0;-588.0;?;?;-915.0
32.0;848.0;-523.0;74.0;-7;?
57.0;993.0;-414.0;295.0;-7;-699.0
?;1081.0;-513.0;268.0;-7;-678.0
68.0;1056.0;-546.0;277.0;-7;-655.0
137.0;936.0;-427.0;19.0;-7;?
49.0;863.0;?;-591.0;?;-576.0
49.0;956.0;-450.0;-1078.0;?;?
?;1196.0;-426.0;?;-7;-527.0
-16.0;?;-433.0;-1808.0;?;?
-15.0;?;-539.0;-1799.0;-6;-429.0
?;987.0;?;?;?;-558.0
-7.0;?;-459.0;-1948.0;-6;-432.0
-14.0;1177.0;-452.0;-2203.0;-2;-419.0
?;1158.0;-400.0;-2267.0;-3;42.0
12.0;?;-388.0;-1610.0;-4;-193.0
-18.0;1230.0;-231.0;?;1;-289.0
14.0;1054.0;-280.0;-581.0;?;-87.0
190.0;934.0;-708.0;701.0;-25;164.0
?;856.0;-858.0;463.0;-19;411.0
168.0;861.0;?;446.0;-22;145.0
48.0;787.0;-711.0;429.0;-25;225.0
?;920.0;-887.0;866.0;-25;?
?;910.0;-849.0;1112.0;-25;251.0
334.0;978.0;-972.0;1051.0;-24;153.0
370.0;986.0;-987.0;?;-21;398.0
415.0;1285.0;-955.0;1233.0;?;?
525.0;1211.0;-966.0;1218.0;-16;259.0
586.0;1072.0;?;?;?;120.0
623.0;?;-1053.0;1117.0;-16;225.0
678.0;1065.0;-1116.0;910.0;-17;138.0
675.0;1277.0;-1014.0;845.0;-18;189.0
720.0;1196.0;-1185.0;682.0;-18;?
707.0;1138.0;-1090.0;835.0;-18;?
767.0;997.0;-1033.0;?;-18;?
702.0;962.0;-712.0;?;-18;?
783.0;975.0;-1078.0;601.0;-18;349.0
803.0;708.0;-999.0;449.0;?;452.0
812.0;859.0;?;?;-18;284.0
808.0;877.0;?;541.0;-18;?
968.0;858.0;?;593.0;-18;127.0
?;1055.0;?;518.0;?;-132.0
1006.0;1185.0;-1026.0;290.0;-18;449.0
1044.0;?;-1022.0;-53.0;?;?
?;761.0;-1068.0;-140.0;-19;605.0
1027.0;808.0;?;-89.0;-19;?
1005.0;?;?;8.0;-19;?
973.0;?;-1061.0;-168.0;-19;462.0
974.0;?;-1078.0;-303.0;-19;511.0
1065.0;1018.0;?;-176.0;-19;386.0
1070.0;?;?;-137.0;-19;?
1066.0;1090.0;?;-219.0;-19;271.0
?;1089.0;-1076.0;-248.0;?;?
1079.0;?;-1008.0;-296.0;?;159.0
1061.0;1132.0;-972.0;-248.0;?;143.0
1073.0;1047.0;?;-343.0;?;?
1013.0;1063.0;?;?;-19;-78.0
993.0;?;-817.0;-729.0;-19;-134.0
?;1039.0;-663.0;-915.0;?;-286.0
?;953.0;-541.0;-1112.0;-18;-394.0
789.0;991.0;-545.0;-1176.0;?;-385.0
722.0;?;-568.0;-1282.0;-18;-382.0
625.0;813.0;-552.0;-1375.0;-18;?
