InertialMeasurementUnit R-SHOE Nav_Ay;InertialMeasurementUnit BACK gyroY;InertialMeasurementUnit R-SHOE AngVelBodyFrameY;InertialMeasurementUnit BACK gyroX;InertialMeasurementUnit RLA gyroX;InertialMeasurementUnit R-SHOE AngVelNavFrameX;InertialMeasurementUnit RUA gyroX
-12;22.0;?;-22.0;-15.0;-19;-19.0
-7;-34.0;-1;205.0;-57.0;-1;-128.0
6;?;-14;80.0;-245.0;-14;?
1;-3.0;-18;-51.0;-384.0;-18;-424.0
-1;-50.0;-6;19.0;-329.0;-6;-270.0
1;?;4;-12.0;-61.0;4;-10.0
-3;-57.0;10;-50.0;115.0;10;?
-1;-93.0;?;-2.0;183.0;7;211.0
-2;-131.0;37;16.0;?;37;89.0
-3;-133.0;?;?;?;25;?
-7;-122.0;14;18.0;-308.0;14;-268.0
-4;-89.0;?;?;-224.0;31;-143.0
6;-100.0;11;-48.0;83.0;?;139.0
2;-84.0;3;-37.0;265.0;3;?
-3;?;-15;-140.0;159.0;-15;45.0
?;?;-11;89.0;-252.0;-11;-279.0
?;-56.0;1;-127.0;-229.0;1;-129.0
?;?;?;?;-8.0;3;?
?;-87.0;10;-124.0;-74.0;10;-135.0
0;-106.0;-17;-85.0;-158.0;?;-145.0
-2;-96.0;?;-37.0;?;-2;-151.0
-9;-81.0;13;?;?;13;-39.0
-8;-78.0;?;100.0;?;-6;32.0
-7;-32.0;-24;76.0;63.0;-24;?
-7;-24.0;-22;14.0;122.0;-22;147.0
?;?;33;-45.0;192.0;33;177.0
?;?;19;8.0;65.0;19;73.0
?;-67.0;?;54.0;-70.0;-25;?
3;-50.0;3;14.0;21.0;3;49.0
-7;46.0;20;-431.0;190.0;20;232.0
-6;114.0;20;-206.0;272.0;20;300.0
2;?;19;-12.0;142.0;19;88.0
?;65.0;?;-210.0;-180.0;-15;-65.0
-4;40.0;-8;-191.0;-131.0;?;-14.0
-2;-43.0;?;-3.0;?;11;-36.0
-6;-36.0;?;?;17.0;-11;-28.0
-2;?;-20;104.0;-3.0;-20;49.0
1;?;-24;249.0;23.0;?;?
-12;-91.0;-5;178.0;-46.0;-5;-42.0
-3;-121.0;-5;261.0;-80.0;-5;-3.0
?;138.0;-4;-197.0;157.0;-4;244.0
-4;75.0;21;-93.0;?;?;90.0
-6;-64.0;12;?;-63.0;12;-90.0
-6;-113.0;2;201.0;-306.0;2;-336.0
-3;-78.0;-43;145.0;-424.0;?;-484.0
?;?;-30;-45.0;-426.0;?;-531.0
-4;-19.0;12;13.0;?;12;?
-1;5.0;-22;-7.0;-148.0;-22;-179.0
-3;-59.0;-23;112.0;-19.0;-23;?
-2;11.0;-20;145.0;?;-20;69.0
1;13.0;-16;207.0;47.0;-16;28.0
3;52.0;-29;149.0;45.0;?;76.0
2;60.0;-9;?;102.0;-9;136.0
?;-36.0;20;173.0;285.0;20;390.0
3;-71.0;-52;119.0;?;-52;88.0
-6;?;-20;95.0;-174.0;-20;-122.0
-1;-57.0;51;77.0;-238.0;51;-142.0
2;-101.0;11;30.0;12.0;11;39.0
2;-28.0;?;-56.0;132.0;?;110.0
8;14.0;31;-47.0;108.0;31;67.0
-4;11.0;?;?;?;?;?
-9;-15.0;18;4.0;?;18;-14.0
-7;-29.0;23;14.0;-340.0;23;-206.0
-5;?;22;-16.0;?;?;?
4;36.0;46;48.0;-87.0;46;162.0
3;-16.0;43;277.0;776.0;43;177.0
?;39.0;-22;123.0;422.0;-22;216.0
-1;?;-5;187.0;207.0;-5;?
-2;82.0;61;?;180.0;?;?
?;1.0;31;45.0;?;31;371.0
-1;-45.0;-10;86.0;270.0;-10;209.0
-5;?;?;?;-83.0;9;-33.0
?;-12.0;6;-27.0;-198.0;6;-89.0
1;-43.0;?;-88.0;?;?;-5.0
?;-13.0;8;-126.0;48.0;8;112.0
?;-97.0;5;-152.0;134.0;?;105.0
-6;?;-23;?;-22.0;?;-41.0
-1;-116.0;-6;-168.0;-140.0;-6;?
2;-92.0;49;-176.0;-197.0;49;-170.0
6;-54.0;?;-160.0;-145.0;18;-174.0
1;-30.0;-15;?;-103.0;-15;-131.0
0;?;20;-152.0;-110.0;?;-63.0
7;11.0;19;-33.0;-55.0;19;?
7;?;-7;-102.0;-86.0;-7;-81.0
7;87.0;0;-134.0;-155.0;0;-299.0
1;28.0;?;-102.0;?;22;-239.0
2;91.0;-9;-115.0;-167.0;-9;-258.0
6;70.0;-11;-103.0;-154.0;-11;-145.0
8;80.0;?;?;-7.0;32;2.0
10;75.0;?;-68.0;93.0;15;43.0
-7;19.0;8;-26.0;?;8;112.0
-9;?;2;?;11.0;2;165.0
0;-68.0;-31;?;202.0;-31;336.0
-2;15.0;-11;112.0;344.0;-11;?
1;-103.0;0;?;?;0;239.0
-3;-63.0;-22;?;84.0;-22;?
-7;-88.0;?;-14.0;-68.0;17;39.0
?;-81.0;35;35.0;84.0;35;?
?;-20.0;32;35.0;?;32;166.0
-1;-65.0;-1;92.0;?;-1;96.0
?;?;-40;9.0;36.0;-40;-3.0
-1;-2.0;-1;31.0;-15.0;-1;?
-10;9.0;-39;-11.0;?;-39;-66.0
?;3.0;-53;-92.0;?;-53;-38.0
?;?;-9;-74.0;13.0;-9;-14.0
5;14.0;?;?;24.0;-10;?
12;11.0;?;-49.0;?;0;10.0
-1;54.0;-3;-66.0;17.0;-3;36.0
?;158.0;30;?;11.0;?;53.0
-1;157.0;27;-158.0;89.0;?;114.0
6;7.0;-22;34.0;81.0;?;?
2;22.0;-4;-10.0;-14.0;-4;10.0
-9;-34.0;30;-51.0;-65.0;30;-9.0
3;-42.0;?;-25.0;?;?;-61.0
2;-76.0;0;29.0;-90.0;0;-48.0
-1;-137.0;16;106.0;-80.0;16;-66.0
2;-52.0;30;-36.0;?;30;?
-4;4.0;22;?;-10.0;22;-24.0
1;-32.0;32;28.0;-49.0;32;-10.0
2;9.0;-3;-28.0;13.0;-3;14.0
-3;-20.0;?;38.0;24.0;2;42.0
-6;0.0;?;69.0;1.0;?;?
-5;?;2;48.0;84.0;2;?
-1;?;-10;14.0;87.0;-10;128.0
-1;71.0;-10;27.0;97.0;?;87.0
1;?;?;?;89.0;4;104.0
0;23.0;12;?;64.0;12;23.0
-6;9.0;-12;-1.0;26.0;-12;32.0
0;-4.0;-1;?;-25.0;-1;21.0
2;-31.0;?;3.0;-6.0;?;21.0
-4;-45.0;14;26.0;13.0;14;?
3;-34.0;18;-10.0;27.0;18;14.0
?;-49.0;45;?;-29.0;45;?
?;-18.0;?;-54.0;-103.0;8;-12.0
0;-30.0;?;-28.0;-115.0;-21;46.0
2;-58.0;-10;-13.0;-45.0;-10;?
0;6.0;-2;?;-116.0;-2;?
-3;12.0;17;-92.0;-229.0;17;-137.0
?;54.0;14;-51.0;-177.0;14;?
2;43.0;17;-101.0;98.0;17;33.0
-2;51.0;28;?;143.0;28;101.0
1;129.0;-31;-94.0;-6.0;-31;-6.0
2;52.0;-42;-60.0;-75.0;?;-11.0
-3;59.0;33;8.0;-36.0;33;-41.0
1;32.0;?;-24.0;-13.0;42;?
?;?;?;-53.0;?;-1;-13.0
2;7.0;18;-125.0;?;18;9.0
0;-22.0;31;-142.0;?;31;?
-12;?;-3;-72.0;-146.0;?;-153.0
2;-96.0;-13;2.0;?;-13;-200.0
?;?;-2;?;-113.0;-2;-131.0
?;-30.0;21;?;-105.0;21;-112.0
?;-20.0;40;?;-170.0;40;-158.0
?;4.0;3;-49.0;-144.0;3;-163.0
-3;-6.0;-31;-45.0;-120.0;?;-153.0
-7;?;?;?;-57.0;-15;-91.0
1;?;-15;-156.0;77.0;-15;-17.0
13;-23.0;-17;?;-52.0;-17;?
?;-90.0;1;-162.0;-260.0;1;?
2;-133.0;-18;-72.0;-247.0;-18;-254.0
-4;?;?;?;-172.0;-15;?
-3;-102.0;35;?;-155.0;35;?
?;?;-3;31.0;-84.0;-3;?
5;?;-41;60.0;27.0;-41;-11.0
5;-150.0;?;86.0;73.0;-8;?
-6;-91.0;-9;-3.0;115.0;-9;56.0
-3;-154.0;-2;15.0;98.0;-2;109.0
?;-245.0;?;107.0;?;?;25.0
-3;-290.0;?;32.0;-65.0;?;?
2;-278.0;?;-85.0;49.0;?;?
0;-257.0;-9;192.0;109.0;-9;114.0
-4;-202.0;10;189.0;206.0;10;249.0
-6;-112.0;-3;121.0;450.0;-3;420.0
?;-107.0;-13;170.0;459.0;-13;414.0
-7;49.0;?;29.0;274.0;-7;227.0
-7;177.0;?;-5.0;131.0;5;106.0
-6;110.0;21;?;21.0;21;11.0
?;56.0;20;-53.0;-5.0;?;-70.0
4;?;23;?;-85.0;23;-121.0
6;-44.0;9;?;-116.0;9;-173.0
?;-17.0;24;?;-126.0;?;-166.0
-2;5.0;?;-141.0;-273.0;37;-195.0
3;52.0;-10;-194.0;-274.0;-10;-214.0
?;152.0;-23;-293.0;-237.0;?;-200.0
0;6.0;-5;?;-142.0;-5;-149.0
-1;44.0;?;-86.0;?;10;-134.0
-1;-27.0;20;58.0;?;?;?
?;-15.0;?;127.0;229.0;-6;120.0
-15;168.0;0;?;131.0;0;108.0
?;71.0;?;33.0;70.0;33;93.0
4;95.0;-6;?;59.0;-6;77.0
1;-4.0;-10;?;?;-10;?
7;-6.0;31;?;-16.0;31;-55.0
4;15.0;15;-189.0;?;15;-124.0
-1;38.0;?;-152.0;?;-9;-155.0
2;33.0;-13;-160.0;-124.0;-13;-138.0
1;88.0;5;?;-97.0;?;-74.0
-4;?;4;-108.0;-3.0;4;-10.0
-8;105.0;-13;-35.0;31.0;-13;14.0
-6;?;?;-17.0;47.0;-9;?
1;46.0;-9;-6.0;96.0;-9;65.0
4;?;?;58.0;52.0;-5;41.0
-1;80.0;15;35.0;-21.0;15;-10.0
-6;60.0;17;33.0;-29.0;17;8.0
-5;45.0;?;84.0;8.0;-7;25.0
-6;3.0;3;53.0;?;3;-15.0
-6;-16.0;4;32.0;-28.0;4;7.0
2;18.0;-48;16.0;57.0;-48;47.0
-1;30.0;-22;-51.0;58.0;-22;1.0
?;?;-1;-52.0;?;-1;25.0
-1;7.0;-23;?;?;-23;-16.0
-2;-31.0;2;11.0;?;2;15.0
-2;-52.0;3;?;19.0;3;-3.0
?;-40.0;-10;10.0;-19.0;?;27.0
5;?;-9;?;22.0;-9;?
4;?;-11;-21.0;2.0;-11;25.0
?;?;-10;-83.0;13.0;-10;-19.0
3;42.0;-10;?;?;-10;-16.0
-1;35.0;?;?;-59.0;-10;?
-3;?;?;?;-61.0;-11;-44.0
?;-6.0;-11;?;-75.0;-11;-49.0
3;-42.0;?;-86.0;-82.0;-30;?
2;22.0;-24;-73.0;-42.0;-24;-34.0
3;33.0;11;-6.0;6.0;11;?
1;3.0;13;-39.0;?;13;49.0
?;?;-1;35.0;25.0;-1;37.0
?;63.0;-32;93.0;45.0;-32;39.0
-4;50.0;-52;46.0;80.0;-52;62.0
?;14.0;?;52.0;59.0;-24;55.0
0;?;?;84.0;64.0;-30;69.0
-6;65.0;-46;33.0;80.0;-46;89.0
-3;114.0;-3;36.0;?;-3;136.0
?;77.0;11;-10.0;86.0;11;115.0
2;108.0;18;8.0;76.0;18;113.0
5;94.0;?;28.0;119.0;28;121.0
?;?;?;?;70.0;-9;101.0
6;?;-13;74.0;65.0;-13;80.0
4;29.0;-17;25.0;45.0;-17;40.0
0;42.0;-42;-16.0;?;?;12.0
3;-99.0;-36;-58.0;?;-36;-26.0
-1;-138.0;?;0.0;-187.0;-29;-149.0
-2;-113.0;-2;-4.0;?;?;-204.0
4;-166.0;31;145.0;?;31;-130.0
1;-127.0;11;?;-122.0;11;?
-1;-13.0;1;78.0;11.0;1;72.0
3;-63.0;11;?;87.0;11;109.0
?;-102.0;0;?;?;0;96.0
0;?;9;192.0;173.0;9;?
0;33.0;1;145.0;?;1;?
1;?;-25;155.0;?;?;148.0
?;?;21;195.0;-9.0;21;-15.0
-3;-24.0;?;144.0;-143.0;32;-127.0
-5;77.0;-35;-148.0;-32.0;-35;?
?;138.0;-35;-105.0;60.0;-35;?
2;74.0;10;-35.0;?;10;-16.0
9;130.0;35;-125.0;?;35;38.0
-5;26.0;?;96.0;37.0;16;9.0
-13;-16.0;?;?;70.0;-14;40.0
?;?;2;20.0;54.0;2;95.0
5;7.0;3;?;54.0;3;28.0
-4;-55.0;-31;?;?;?;?
-6;-22.0;-47;152.0;6.0;-47;?
?;-5.0;-32;83.0;-29.0;-32;9.0
1;98.0;-20;80.0;?;-20;13.0
-1;26.0;-21;60.0;-30.0;-21;18.0
?;?;12;54.0;3.0;?;?
7;?;43;114.0;-172.0;?;-123.0
?;254.0;-10;188.0;-7.0;-10;-11.0
?;195.0;-25;80.0;94.0;-25;92.0
?;?;-13;-94.0;94.0;-13;94.0
?;?;-20;32.0;-7.0;-20;?
3;18.0;18;-69.0;-45.0;?;-77.0
?;-46.0;-7;-50.0;-89.0;-7;?
?;-111.0;-8;-67.0;-109.0;-8;?
-5;-169.0;29;-47.0;-168.0;29;-156.0
-6;-247.0;?;-64.0;-242.0;20;-296.0
?;-180.0;21;?;?;?;-324.0
0;?;-13;5.0;-175.0;-13;-222.0
?;-38.0;?;?;-65.0;-15;?
-5;13.0;20;-120.0;137.0;20;134.0
4;80.0;29;-120.0;276.0;29;206.0
4;63.0;?;-172.0;236.0;7;?
?;82.0;?;-207.0;50.0;29;6.0
?;-2.0;?;-127.0;-31.0;49;-36.0
-1;-52.0;-51;-125.0;-88.0;-51;-102.0
?;-83.0;-3;-108.0;?;-3;?
?;-158.0;74;-117.0;-404.0;?;-347.0
7;-160.0;-9;-7.0;?;-9;-326.0
0;?;-4;-1.0;-231.0;?;-213.0
-2;-67.0;21;-15.0;?;?;?
?;-118.0;31;-36.0;-111.0;31;-164.0
5;-184.0;42;5.0;-53.0;42;-44.0
5;-133.0;27;-40.0;144.0;27;248.0
?;-101.0;?;41.0;337.0;19;444.0
0;-150.0;1;-62.0;378.0;1;313.0
-1;-133.0;1;-69.0;179.0;1;89.0
-1;-108.0;-5;?;-1.0;-5;0.0
1;?;18;96.0;12.0;?;51.0
3;?;41;?;?;41;105.0
?;?;8;33.0;107.0;8;?
1;63.0;7;33.0;118.0;7;101.0
3;?;25;35.0;?;25;200.0
-2;102.0;2;19.0;260.0;2;275.0
-4;99.0;?;-21.0;?;-14;265.0
-4;47.0;-23;-61.0;?;-23;190.0
-4;72.0;-18;-12.0;76.0;?;63.0
0;46.0;17;23.0;?;17;0.0
5;-2.0;?;-12.0;-80.0;?;-72.0
6;-51.0;-16;-24.0;-114.0;?;?
4;-59.0;?;-11.0;?;?;-73.0
0;?;7;7.0;?;7;-118.0
-1;?;21;?;-21.0;21;-10.0
?;-67.0;2;-17.0;-44.0;?;?
4;-38.0;-4;?;?;-4;-16.0
6;?;-26;3.0;73.0;-26;47.0
1;-62.0;-15;-5.0;121.0;-15;?
-3;-56.0;38;?;?;38;6.0
?;-48.0;?;-30.0;-69.0;21;-17.0
-1;-46.0;?;-33.0;-87.0;-10;-27.0
7;-48.0;2;-22.0;?;2;?
4;-40.0;-19;0.0;-111.0;-19;-95.0
-2;-43.0;-41;14.0;-68.0;-41;?
4;12.0;-1;20.0;-107.0;-1;-79.0
3;-7.0;21;-47.0;-54.0;21;-42.0
2;?;17;-65.0;13.0;17;-19.0
1;0.0;31;-47.0;-86.0;31;-100.0
3;-11.0;-9;-55.0;-114.0;?;-92.0
3;-23.0;-24;-49.0;-97.0;-24;?
-6;-11.0;25;-45.0;-86.0;?;-66.0
-5;-3.0;22;?;-7.0;22;-36.0
-4;?;16;-19.0;63.0;16;42.0
-6;32.0;28;-57.0;?;?;59.0
-3;-11.0;6;-47.0;-3.0;6;2.0
?;13.0;4;-49.0;-76.0;?;-85.0
-4;-19.0;8;?;-108.0;8;?
0;-25.0;?;-103.0;-89.0;?;-135.0
?;?;-36;-133.0;-116.0;?;-123.0
?;-29.0;-24;-180.0;-139.0;-24;-161.0
?;-4.0;-37;-147.0;-115.0;-37;-130.0
-8;-29.0;-20;-149.0;?;-20;-144.0
-5;-67.0;11;-134.0;-100.0;11;-135.0
5;-76.0;2;-107.0;-212.0;2;?
?;-115.0;?;?;-301.0;-2;-217.0
?;-134.0;?;-128.0;-225.0;4;-250.0
-5;?;-3;-149.0;-107.0;-3;-181.0
-5;-120.0;4;-114.0;-78.0;4;?
-2;?;10;-130.0;-111.0;10;-175.0
-8;?;1;-124.0;-130.0;1;?
?;-60.0;1;-125.0;-161.0;1;?
0;-76.0;-5;?;?;-5;-159.0
?;-59.0;-13;-123.0;-79.0;-13;-151.0
-6;-79.0;-23;-122.0;-52.0;-23;-104.0
-4;-97.0;?;-129.0;-81.0;-19;-127.0
-6;-80.0;16;-90.0;-102.0;16;-149.0
-10;-35.0;?;?;?;21;-130.0
0;?;31;-138.0;-56.0;31;-91.0
-2;?;39;-119.0;-77.0;39;-83.0
-10;-68.0;16;?;-128.0;16;-40.0
-10;-48.0;?;-73.0;-95.0;20;-80.0
-10;?;?;-84.0;-51.0;23;-53.0
?;-50.0;5;-70.0;?;5;-50.0
?;-48.0;-4;-48.0;-74.0;-4;-64.0
?;-36.0;-14;-69.0;-59.0;-14;-59.0
4;-53.0;-5;-85.0;-82.0;-5;-46.0
?;-52.0;20;-114.0;-81.0;?;?
1;-19.0;6;-132.0;?;6;-135.0
2;-52.0;?;-154.0;?;-7;-113.0
-3;?;?;-171.0;-130.0;14;-143.0
2;-95.0;16;?;-133.0;16;-156.0
7;-82.0;-14;-165.0;-177.0;-14;?
?;-74.0;-2;-231.0;-194.0;?;-232.0
3;-83.0;39;-189.0;-216.0;39;-234.0
6;-56.0;26;-216.0;-261.0;?;-242.0
1;-56.0;27;-206.0;?;27;-279.0
-1;?;24;-188.0;-265.0;24;?
1;-15.0;?;-152.0;-173.0;0;?
-1;?;19;-113.0;-62.0;19;-85.0
-1;47.0;9;-69.0;31.0;9;26.0
?;5.0;-6;?;90.0;?;91.0
-1;-12.0;4;-55.0;?;4;?
-1;-85.0;-21;-60.0;43.0;?;?
-2;-67.0;-41;-59.0;-48.0;-41;?
?;-52.0;-14;-88.0;-19.0;?;-57.0
-1;-28.0;18;-82.0;-14.0;18;-49.0
-1;-42.0;16;-35.0;-54.0;16;-83.0
?;-54.0;?;0.0;-110.0;6;-102.0
-1;?;?;8.0;-53.0;?;-72.0
2;-35.0;-10;-11.0;-53.0;-10;-78.0
2;-83.0;-9;9.0;?;-9;-23.0
2;-83.0;-24;?;?;?;6.0
1;-60.0;-40;-61.0;23.0;-40;?
0;-19.0;-59;?;-2.0;?;32.0
0;-8.0;?;?;?;?;?
1;?;23;-49.0;-94.0;23;?
1;-25.0;?;-79.0;-117.0;?;-154.0
2;?;16;?;-170.0;16;-189.0
4;-50.0;?;-83.0;-246.0;28;?
1;-39.0;11;-54.0;-206.0;11;-159.0
?;-24.0;1;?;-102.0;?;-68.0
-2;-17.0;0;-47.0;-41.0;0;-17.0
2;?;?;-34.0;-19.0;-11;24.0
5;-24.0;5;-53.0;65.0;5;?
?;-8.0;?;?;?;0;12.0
-7;5.0;-27;3.0;36.0;?;46.0
0;-8.0;-16;?;?;-16;?
2;11.0;-10;48.0;99.0;-10;?
2;?;-27;?;124.0;-27;92.0
6;-4.0;-34;54.0;65.0;-34;?
-6;11.0;-24;57.0;93.0;-24;120.0
-4;-34.0;-23;100.0;95.0;-23;?
7;0.0;-44;60.0;?;-44;68.0
?;-41.0;-32;84.0;51.0;?;56.0
-1;-55.0;8;?;41.0;8;43.0
1;-114.0;-6;22.0;16.0;?;-2.0
?;-156.0;-25;14.0;?;-25;-71.0
-9;-254.0;2;-17.0;-76.0;?;?
-8;-298.0;?;-94.0;-160.0;?;-228.0
3;-372.0;-19;-58.0;-233.0;?;-289.0
-9;-345.0;-42;-183.0;-303.0;-42;-381.0
11;-469.0;-35;?;-310.0;-35;-377.0
-10;-496.0;40;-248.0;-262.0;40;?
42;?;-149;-203.0;?;-149;?
47;-527.0;?;-219.0;-305.0;-230;-451.0
2;-879.0;-278;-64.0;-395.0;-278;-452.0
129;?;-541;34.0;-462.0;-541;?
-10;-1030.0;134;86.0;-546.0;134;-544.0
-153;?;569;?;-576.0;?;-566.0
-130;?;540;188.0;?;540;-553.0
-293;-935.0;898;174.0;-440.0;898;-468.0
-322;-846.0;808;?;?;?;-262.0
?;-737.0;752;224.0;-235.0;752;-168.0
-368;-653.0;629;219.0;?;629;-223.0
-283;?;327;207.0;-356.0;327;-234.0
-442;-322.0;-479;250.0;?;-479;-104.0
-642;?;-1088;?;-16.0;?;242.0
-312;36.0;-396;241.0;?;-396;?
-23;132.0;-332;125.0;576.0;-332;801.0
-15;268.0;-657;104.0;458.0;-657;643.0
?;372.0;-396;83.0;217.0;-396;?
83;451.0;?;7.0;117.0;-215;503.0
248;401.0;?;-51.0;183.0;-329;432.0
?;391.0;-154;8.0;261.0;-154;302.0
161;?;212;?;186.0;212;110.0
902;?;-250;24.0;?;?;110.0
-322;291.0;995;50.0;143.0;?;76.0
?;336.0;2142;75.0;235.0;2142;112.0
?;326.0;893;60.0;289.0;893;16.0
?;?;?;57.0;278.0;744;67.0
-754;224.0;705;?;343.0;705;127.0
12;213.0;?;142.0;487.0;449;213.0
-33;169.0;467;106.0;?;467;268.0
-8;186.0;25;122.0;596.0;25;296.0
?;148.0;117;115.0;546.0;?;358.0
-22;?;?;105.0;611.0;150;467.0
?;?;?;84.0;883.0;-35;642.0
-24;191.0;-76;102.0;883.0;-76;746.0
-19;342.0;-90;-44.0;?;-90;708.0
-22;224.0;-30;-28.0;191.0;-30;275.0
-21;213.0;29;111.0;-52.0;29;-178.0
?;177.0;45;-160.0;-172.0;45;-3.0
-13;277.0;?;-323.0;-45.0;14;94.0
-19;316.0;-6;-397.0;-58.0;-6;?
-20;252.0;?;-525.0;-173.0;26;-263.0
-9;213.0;-74;-617.0;-285.0;?;-389.0
-18;78.0;-139;-732.0;-326.0;?;-409.0
-20;44.0;-99;-758.0;-348.0;-99;-445.0
?;42.0;-405;-796.0;-359.0;-405;?
-47;84.0;-472;-756.0;-321.0;-472;-526.0
-26;40.0;-511;-548.0;-391.0;-511;-621.0
?;-55.0;-586;-546.0;-535.0;?;-753.0
-85;-105.0;-781;-447.0;-757.0;?;-788.0
-30;-139.0;-1128;-221.0;-898.0;-1128;?
?;-110.0;643;-136.0;-847.0;643;-687.0
-1102;-9.0;2308;36.0;-774.0;2308;?
-1185;?;2392;-7.0;-586.0;2392;-320.0
-628;-41.0;2669;67.0;?;?;-173.0
-556;-173.0;2838;-112.0;-491.0;2838;-272.0
-1097;-119.0;2802;-260.0;-522.0;2802;?
-1305;-4.0;?;-357.0;-496.0;?;-158.0
-1157;?;?;?;?;?;-238.0
-992;-473.0;3167;-948.0;-556.0;3167;-413.0
-783;-262.0;1311;?;-989.0;1311;-721.0
-750;-187.0;?;-502.0;-1360.0;971;-715.0
-426;-206.0;-160;-534.0;?;-160;?
?;-158.0;-1863;-803.0;-557.0;-1863;-236.0
?;?;-2313;-1002.0;?;?;-52.0
?;-146.0;?;?;315.0;-2077;-316.0
2021;-156.0;?;-1272.0;?;-1008;?
1902;-149.0;-618;?;-620.0;-618;-1072.0
1688;-223.0;-815;-1430.0;-1280.0;?;-1288.0
1944;-357.0;-99;-1372.0;-1715.0;-99;-1656.0
2038;-403.0;657;-1332.0;-1875.0;657;-1859.0
1901;-433.0;575;-1302.0;-1802.0;575;-1789.0
1951;-450.0;617;?;-1608.0;617;?
2121;-461.0;681;-1223.0;?;681;-1400.0
547;-438.0;226;-1231.0;-1310.0;226;-1167.0
-438;-403.0;84;-1242.0;?;?;-999.0
-30;-407.0;269;-1228.0;?;?;-952.0
-172;-376.0;?;-1054.0;-969.0;232;-1108.0
-149;-266.0;186;-1080.0;-918.0;186;-1119.0
-125;-273.0;?;-981.0;-706.0;118;-668.0
-180;-281.0;40;?;-321.0;40;-546.0
-94;-298.0;66;-644.0;?;66;-973.0
-98;-342.0;103;-537.0;-541.0;?;-1264.0
-150;-287.0;111;-732.0;-852.0;111;?
-205;-269.0;66;?;-798.0;66;-1018.0
-168;-214.0;49;-735.0;-816.0;49;?
-144;-114.0;117;-668.0;-856.0;117;-915.0
-165;?;-19;-541.0;?;-19;-622.0
-156;-235.0;38;-410.0;-399.0;38;-480.0
-146;?;61;?;-35.0;?;-249.0
?;-48.0;40;-498.0;19.0;40;-92.0
-282;?;304;-365.0;-128.0;304;-154.0
-416;?;?;?;?;159;-311.0
-319;-6.0;468;-60.0;-428.0;468;?
-520;?;-1032;133.0;?;-1032;-165.0
?;?;-3371;?;-137.0;-3371;4.0
-922;7.0;?;538.0;176.0;-2114;191.0
-982;51.0;-1444;655.0;395.0;-1444;453.0
?;100.0;-2741;948.0;?;?;626.0
137;?;-2780;1226.0;850.0;-2780;737.0
432;71.0;?;1346.0;993.0;-3571;1045.0
826;?;?;1365.0;?;-3606;1246.0
1133;?;?;1805.0;1514.0;-1033;1413.0
1162;-609.0;-277;?;1546.0;-277;775.0
994;-283.0;-423;?;1101.0;-423;727.0
?;?;350;1780.0;482.0;?;765.0
-232;-453.0;?;1402.0;237.0;-289;?
-994;-441.0;-886;1546.0;331.0;?;379.0
-1729;-368.0;-169;1742.0;670.0;-169;?
-469;?;?;?;916.0;?;661.0
348;-282.0;142;?;1173.0;142;959.0
?;?;70;?;1433.0;70;960.0
-31;-304.0;-92;901.0;1390.0;-92;921.0
-53;-260.0;-121;736.0;1173.0;-121;?
-161;-233.0;-72;722.0;800.0;-72;374.0
?;-320.0;-55;716.0;370.0;-55;-81.0
?;-367.0;?;916.0;-165.0;-29;-529.0
-120;-488.0;-264;823.0;-608.0;-264;-869.0
?;-820.0;?;537.0;-502.0;-395;?
-165;-878.0;-51;495.0;?;?;-498.0
-71;-1006.0;?;545.0;328.0;71;-30.0
-84;?;?;?;768.0;-258;713.0
?;-728.0;-419;575.0;963.0;-419;743.0
-114;-555.0;-352;822.0;774.0;-352;483.0
-126;-585.0;-393;?;561.0;-393;379.0
-130;-766.0;-491;462.0;699.0;?;465.0
-133;-634.0;-501;678.0;610.0;-501;?
?;-388.0;?;767.0;?;-459;-76.0
-105;-196.0;-414;797.0;-254.0;-414;-354.0
-97;-221.0;?;677.0;?;-466;-406.0
-117;-363.0;-589;545.0;-803.0;?;-328.0
?;-318.0;-646;370.0;-1213.0;-646;-481.0
-134;-263.0;?;?;-1842.0;-604;-716.0
-195;-91.0;-477;433.0;-720.0;?;72.0
?;117.0;-421;?;544.0;-421;700.0
-86;?;-539;324.0;815.0;-539;985.0
-216;470.0;-407;?;588.0;-407;688.0
?;425.0;-88;118.0;339.0;?;657.0
-221;437.0;-127;101.0;1520.0;-127;614.0
-182;?;-236;108.0;1885.0;-236;948.0
-79;435.0;?;-32.0;2313.0;-224;1924.0
-119;472.0;?;-25.0;941.0;-223;2030.0
-145;?;-144;66.0;-548.0;-144;715.0
-215;591.0;-144;171.0;-718.0;-144;207.0
-126;601.0;-200;81.0;-917.0;-200;-780.0
14;?;-200;?;-943.0;-200;-592.0
-51;439.0;-227;?;-394.0;-227;-247.0
30;478.0;?;-61.0;-203.0;-175;?
91;277.0;51;65.0;-294.0;51;?
44;186.0;75;-225.0;-569.0;?;?
?;?;-17;-511.0;?;-17;-373.0
-200;?;?;-726.0;-380.0;293;40.0
-191;?;420;-634.0;-385.0;420;252.0
130;696.0;?;-934.0;-189.0;?;220.0
-203;1024.0;-2;-893.0;-160.0;-2;16.0
-426;618.0;-83;-624.0;-438.0;-83;55.0
-439;486.0;-142;-601.0;?;-142;127.0
-315;549.0;?;-342.0;-89.0;-17;?
11;601.0;0;-522.0;?;0;220.0
?;685.0;-74;-441.0;-129.0;-74;271.0
