InertialMeasurementUnit LUA gyroZ;InertialMeasurementUnit L-SHOE AngVelNavFrameY;InertialMeasurementUnit L-SHOE Body_Ay;Accelerometer RKN_ accY;InertialMeasurementUnit L-SHOE Body_Ax;InertialMeasurementUnit LUA gyroX;InertialMeasurementUnit L-SHOE AngVelBodyFrameX;InertialMeasurementUnit LLA gyroZ
-4.0;-5;?;?;-100;-202.0;?;339.0
-73.0;?;?;970.0;-100;?;-11;305.0
-46.0;10;?;940.0;-98;-157.0;-10;?
-25.0;10;491;924.0;?;-190.0;-10;44.0
-32.0;12;489;923.0;-100;-138.0;-12;-16.0
?;6;497;?;-102;-245.0;?;-49.0
?;35;496;936.0;-100;?;-35;-103.0
-75.0;21;497;940.0;?;?;-21;?
-90.0;23;498;?;-99;-176.0;-23;-134.0
?;14;494;926.0;-104;-95.0;-14;-123.0
?;1;493;932.0;-98;-91.0;-1;-97.0
-36.0;?;?;912.0;-100;-106.0;-82;?
-34.0;76;499;931.0;-104;?;-76;-23.0
-36.0;5;498;912.0;-100;?;-5;15.0
-48.0;22;508;?;-108;-68.0;-22;24.0
?;-32;?;930.0;-105;-114.0;32;-2.0
-47.0;?;488;942.0;-93;-85.0;?;18.0
-87.0;-40;493;915.0;-108;?;40;?
-70.0;-27;495;915.0;?;-72.0;27;-24.0
-99.0;-20;497;915.0;-103;?;20;-52.0
-64.0;-25;?;924.0;-99;-70.0;25;-76.0
-57.0;-18;490;924.0;-104;-50.0;?;?
?;2;495;933.0;?;7.0;-2;-34.0
-32.0;-27;488;915.0;-110;23.0;27;-63.0
-5.0;3;492;923.0;?;?;-3;-122.0
-11.0;25;492;927.0;-104;85.0;-25;-122.0
-26.0;3;?;902.0;-104;3.0;?;-134.0
-13.0;-10;495;885.0;-106;?;10;-24.0
-8.0;-2;492;?;-105;-215.0;2;?
-58.0;36;491;893.0;?;-174.0;-36;99.0
-63.0;32;499;888.0;-100;-272.0;?;99.0
-91.0;23;?;?;-98;-273.0;-23;138.0
-75.0;27;491;923.0;-103;-191.0;-27;160.0
?;8;502;924.0;-101;-95.0;-8;164.0
-77.0;-19;501;944.0;-96;-2.0;19;122.0
?;-19;?;959.0;?;-69.0;?;38.0
-93.0;?;499;?;-116;-112.0;-11;-14.0
-78.0;19;491;943.0;-101;-25.0;-19;?
-69.0;?;491;909.0;?;?;-45;?
-90.0;73;505;917.0;-101;80.0;-73;?
-31.0;58;513;912.0;-98;29.0;?;-153.0
-18.0;41;510;916.0;-101;74.0;-41;?
6.0;-2;506;911.0;-103;17.0;2;-34.0
17.0;-35;502;930.0;-106;0.0;?;-25.0
-24.0;?;501;947.0;-107;-89.0;43;42.0
-27.0;-50;503;919.0;-103;-117.0;50;7.0
-37.0;-26;499;914.0;?;-66.0;?;?
-33.0;11;?;922.0;-94;59.0;?;37.0
22.0;28;?;?;-97;243.0;-28;-15.0
13.0;23;497;896.0;-102;231.0;-23;-81.0
26.0;30;?;917.0;-100;64.0;-30;-78.0
-8.0;5;?;943.0;-97;-79.0;-5;-19.0
-15.0;-16;499;936.0;-98;-194.0;16;19.0
4.0;39;498;911.0;-102;?;?;110.0
17.0;?;?;?;-96;-191.0;-39;131.0
?;-12;507;883.0;-98;-30.0;12;142.0
73.0;4;500;906.0;-98;-119.0;-4;179.0
67.0;?;502;914.0;-93;-120.0;?;273.0
79.0;-50;501;?;-100;-58.0;50;312.0
49.0;-3;494;911.0;-98;-139.0;?;290.0
55.0;?;?;913.0;?;-29.0;?;187.0
61.0;-2;500;922.0;?;?;2;6.0
?;?;501;917.0;-92;-111.0;?;-15.0
37.0;-15;500;914.0;-93;-105.0;?;-35.0
26.0;15;497;907.0;-100;-64.0;?;-33.0
58.0;1;502;896.0;-91;-41.0;-1;-13.0
36.0;-7;?;904.0;?;-86.0;7;-9.0
?;19;493;?;-98;-124.0;-19;30.0
56.0;30;493;923.0;-94;-122.0;?;?
78.0;52;493;903.0;?;-122.0;-52;?
65.0;50;493;920.0;-96;-54.0;-50;207.0
?;-3;494;907.0;-95;-5.0;3;188.0
32.0;-30;502;910.0;-106;21.0;30;173.0
53.0;4;505;913.0;-102;20.0;-4;108.0
?;11;499;?;-92;27.0;-11;34.0
?;-6;495;935.0;?;-1.0;6;-13.0
16.0;?;493;925.0;-98;?;-13;-25.0
2.0;29;496;?;-96;-8.0;-29;-17.0
14.0;6;?;924.0;-100;-64.0;-6;?
33.0;-38;?;?;-96;-21.0;38;56.0
?;-26;504;915.0;-91;1.0;26;3.0
62.0;16;493;943.0;-94;-5.0;-16;-25.0
43.0;-3;498;958.0;-95;?;3;22.0
63.0;-5;?;?;-94;23.0;5;79.0
?;23;?;901.0;-94;13.0;-23;?
41.0;18;496;887.0;-96;22.0;-18;42.0
28.0;-16;501;896.0;-94;74.0;16;-19.0
?;-15;497;902.0;-94;56.0;15;?
?;24;496;?;-96;25.0;-24;?
?;0;502;?;?;-131.0;0;11.0
?;-32;500;930.0;?;-76.0;32;71.0
77.0;4;496;933.0;-93;-59.0;?;74.0
52.0;25;497;921.0;-89;-139.0;?;117.0
73.0;-7;497;?;-96;-61.0;7;140.0
100.0;-3;497;913.0;-102;3.0;3;173.0
63.0;39;497;923.0;?;13.0;-39;164.0
80.0;12;497;933.0;-90;186.0;-12;155.0
54.0;-3;497;924.0;-97;?;3;84.0
?;18;498;?;-106;?;-18;51.0
41.0;?;?;?;-91;286.0;-16;?
?;42;497;?;-98;279.0;?;-7.0
39.0;?;491;915.0;?;268.0;-49;0.0
41.0;?;506;922.0;-95;178.0;-23;-62.0
11.0;33;?;?;-99;142.0;-33;?
-14.0;20;502;917.0;-91;-110.0;-20;?
24.0;5;503;939.0;-97;-54.0;?;?
?;11;505;950.0;-95;-9.0;-11;35.0
40.0;-28;508;?;-94;133.0;?;90.0
?;?;511;922.0;-101;169.0;?;76.0
-39.0;-1;504;925.0;-94;80.0;1;54.0
-6.0;?;501;914.0;-93;-73.0;49;-2.0
38.0;2;505;924.0;-101;?;-2;87.0
17.0;3;504;906.0;?;-141.0;?;85.0
51.0;-14;?;924.0;-100;-132.0;14;180.0
19.0;1;505;915.0;?;69.0;-1;205.0
-26.0;8;506;?;-99;?;-8;86.0
-54.0;14;501;923.0;-97;127.0;-14;-11.0
-35.0;-15;?;920.0;-95;78.0;?;-118.0
-35.0;-8;501;901.0;?;30.0;8;?
-13.0;28;502;911.0;-100;-66.0;?;?
8.0;18;503;914.0;-93;-96.0;?;-170.0
?;42;502;919.0;-96;-37.0;-42;-79.0
?;82;501;921.0;-93;-81.0;-82;21.0
-5.0;72;?;904.0;-89;-140.0;-72;67.0
31.0;72;517;919.0;?;-230.0;?;102.0
37.0;56;510;924.0;-93;-278.0;-56;164.0
55.0;?;505;924.0;-92;?;-56;?
63.0;65;?;915.0;-96;-311.0;-65;225.0
48.0;-1;519;924.0;-95;-190.0;1;282.0
52.0;-40;514;914.0;-97;-164.0;40;237.0
88.0;-9;511;908.0;?;-220.0;9;201.0
67.0;?;?;923.0;-102;-292.0;-19;185.0
29.0;12;510;?;-94;-145.0;-12;145.0
33.0;37;519;?;-94;-109.0;?;38.0
?;34;?;928.0;?;193.0;-34;-27.0
-65.0;-33;521;923.0;?;?;33;-132.0
-66.0;-32;524;919.0;-92;-87.0;32;-68.0
-21.0;?;521;?;?;-119.0;44;-24.0
25.0;?;?;928.0;-97;?;63;55.0
13.0;-64;517;903.0;?;110.0;64;74.0
-26.0;-60;517;887.0;-98;162.0;60;-39.0
-21.0;-1;515;892.0;-94;124.0;1;-167.0
34.0;-26;515;914.0;-93;95.0;?;-114.0
41.0;-63;512;906.0;?;93.0;?;-106.0
?;?;507;915.0;-101;12.0;?;-75.0
28.0;-24;?;906.0;?;14.0;24;5.0
53.0;?;505;916.0;-100;23.0;6;?
-12.0;-8;?;899.0;-102;1.0;8;135.0
45.0;12;506;?;?;-45.0;-12;155.0
49.0;1;503;870.0;-88;?;-1;139.0
52.0;?;503;902.0;?;-80.0;18;156.0
36.0;?;?;930.0;-86;-22.0;5;153.0
?;-6;?;930.0;?;-28.0;6;107.0
21.0;5;?;910.0;-97;-109.0;-5;91.0
22.0;-16;502;911.0;-90;-62.0;16;?
0.0;?;?;?;-86;-60.0;?;39.0
-41.0;-14;496;891.0;-93;-92.0;?;3.0
5.0;-18;?;913.0;-91;-28.0;18;7.0
25.0;-17;499;?;-91;-24.0;17;9.0
46.0;-25;?;894.0;-91;-5.0;25;-5.0
78.0;-30;?;942.0;-86;82.0;30;?
81.0;-25;?;?;-93;71.0;25;-22.0
?;-11;?;951.0;-104;-16.0;11;44.0
42.0;5;504;918.0;-98;?;-5;64.0
41.0;5;500;915.0;-86;-30.0;-5;135.0
57.0;-2;495;918.0;-87;23.0;2;167.0
32.0;?;?;917.0;-93;80.0;12;163.0
?;7;497;906.0;-96;59.0;-7;?
-21.0;13;500;915.0;-94;?;-13;?
-44.0;?;?;922.0;-89;?;-5;?
-64.0;7;?;937.0;-89;-15.0;-7;-20.0
-85.0;-18;502;918.0;-88;18.0;18;?
-99.0;6;?;919.0;-87;58.0;-6;-71.0
-79.0;2;493;?;-91;38.0;?;-64.0
-60.0;-30;498;924.0;-90;?;30;-56.0
-23.0;?;499;933.0;-83;?;5;-72.0
-1.0;-5;499;924.0;-82;-3.0;5;-106.0
-21.0;?;500;925.0;-86;4.0;-13;-35.0
10.0;35;511;?;-83;?;?;-21.0
17.0;-9;510;?;-94;?;9;62.0
102.0;-42;494;924.0;-103;-54.0;42;?
84.0;-39;491;?;-93;-96.0;39;72.0
78.0;-30;491;924.0;-91;8.0;?;130.0
17.0;?;490;915.0;?;-136.0;18;?
-7.0;-13;487;?;-79;-147.0;?;?
4.0;22;?;923.0;-85;-82.0;-22;-5.0
-13.0;17;502;914.0;-97;-140.0;-17;?
-33.0;-17;497;?;-97;-160.0;17;19.0
?;29;?;938.0;-88;-55.0;?;51.0
-28.0;30;497;917.0;-89;-106.0;-30;37.0
-26.0;9;496;906.0;-91;-142.0;-9;17.0
-32.0;12;?;923.0;?;-64.0;-12;21.0
-43.0;-23;494;924.0;-103;?;?;9.0
?;-18;495;942.0;?;-138.0;18;-40.0
-1.0;5;501;918.0;-95;-136.0;-5;8.0
59.0;-1;495;922.0;-98;-157.0;?;11.0
?;18;496;939.0;-98;?;?;?
30.0;1;505;920.0;-92;-111.0;-1;171.0
-17.0;-26;502;?;-94;-96.0;?;199.0
7.0;24;499;922.0;-92;-213.0;?;?
-16.0;30;501;923.0;-88;-249.0;-30;27.0
-47.0;?;499;924.0;-98;-227.0;29;37.0
-75.0;-31;500;918.0;-100;-153.0;31;53.0
-48.0;-15;501;913.0;-91;-54.0;15;77.0
?;-18;501;922.0;-94;?;18;61.0
77.0;-37;505;931.0;-95;-99.0;37;49.0
108.0;?;500;925.0;-96;?;?;83.0
108.0;6;?;915.0;-100;?;-6;121.0
?;?;499;923.0;?;-33.0;?;158.0
?;3;502;916.0;-92;-18.0;?;125.0
115.0;2;?;?;-91;?;-2;105.0
?;-26;?;911.0;-87;10.0;26;?
126.0;0;505;918.0;-87;?;0;?
169.0;26;?;925.0;-89;70.0;-26;93.0
?;11;?;918.0;-92;?;-11;?
?;34;?;918.0;-88;11.0;-34;95.0
505.0;11;495;?;-92;95.0;-11;202.0
432.0;-29;?;?;?;247.0;29;425.0
333.0;20;495;929.0;?;585.0;-20;?
110.0;34;492;912.0;-96;258.0;-34;372.0
-87.0;-19;495;?;-97;81.0;19;156.0
?;?;500;901.0;-84;?;?;-57.0
-140.0;?;501;904.0;-98;-214.0;-6;?
-153.0;?;497;915.0;-101;?;-26;-250.0
-193.0;14;?;925.0;-93;-196.0;-14;-284.0
?;-3;497;?;-90;-60.0;3;-211.0
-69.0;?;?;944.0;?;39.0;?;-130.0
-22.0;24;496;933.0;-96;168.0;?;-36.0
-73.0;5;492;916.0;?;79.0;-5;-73.0
-142.0;?;497;?;-88;?;-12;-164.0
-82.0;20;491;?;?;-91.0;-20;-202.0
72.0;8;493;?;-94;-95.0;-8;-191.0
201.0;3;498;938.0;-92;-23.0;-3;-48.0
192.0;?;491;942.0;-91;115.0;9;149.0
156.0;4;501;936.0;-91;?;-4;?
149.0;37;?;?;-89;219.0;-37;339.0
104.0;15;495;?;?;5.0;?;333.0
?;5;?;941.0;?;-127.0;-5;?
-67.0;-3;501;926.0;-87;-157.0;3;?
-54.0;?;499;?;-89;?;?;115.0
-68.0;15;499;915.0;-97;-297.0;-15;36.0
-71.0;9;?;914.0;-95;-221.0;-9;-18.0
-45.0;7;496;929.0;?;-165.0;-7;-4.0
?;15;496;?;-94;-106.0;-15;?
-17.0;-19;503;933.0;-98;-66.0;?;31.0
-19.0;-13;499;926.0;-95;-15.0;?;?
-26.0;5;490;?;-93;128.0;?;31.0
-47.0;?;?;913.0;-95;159.0;10;10.0
-56.0;25;503;921.0;?;158.0;-25;-34.0
-40.0;22;?;916.0;-97;?;-22;-67.0
-77.0;-25;489;927.0;-100;100.0;?;?
?;10;489;?;-100;104.0;-10;-122.0
-17.0;9;489;?;-100;76.0;-9;-116.0
16.0;-33;493;934.0;-94;74.0;33;-88.0
?;8;496;924.0;-90;71.0;-8;?
?;19;493;?;-89;?;-19;-9.0
14.0;-11;494;?;-93;-28.0;11;39.0
59.0;6;?;923.0;?;-33.0;-6;115.0
103.0;6;498;925.0;-98;-37.0;-6;?
106.0;-4;?;934.0;-98;?;4;179.0
75.0;-14;491;929.0;-95;-12.0;14;189.0
79.0;-16;494;923.0;?;?;?;209.0
49.0;-19;493;?;-94;-37.0;?;151.0
1.0;-4;?;?;-93;-102.0;4;94.0
7.0;35;?;928.0;-91;-111.0;-35;37.0
?;?;494;921.0;?;-128.0;?;9.0
?;?;499;929.0;-96;-94.0;-36;11.0
?;-4;499;935.0;-93;-70.0;?;17.0
1.0;?;492;923.0;-89;-14.0;48;?
5.0;17;493;933.0;-93;0.0;-17;46.0
-13.0;31;498;924.0;-94;19.0;-31;15.0
2.0;14;499;?;-95;-7.0;-14;25.0
?;18;493;905.0;-101;8.0;?;5.0
-23.0;15;?;?;-96;35.0;-15;15.0
-16.0;14;493;925.0;-94;15.0;-14;?
?;?;491;931.0;-97;-10.0;6;-35.0
10.0;?;?;922.0;?;-5.0;?;-19.0
-2.0;?;498;925.0;-93;-19.0;8;?
6.0;-32;?;938.0;-102;46.0;32;?
2.0;-12;497;913.0;-99;46.0;12;64.0
8.0;29;491;922.0;-95;23.0;-29;?
?;6;?;922.0;?;2.0;-6;12.0
?;-18;?;924.0;-96;-13.0;?;0.0
?;-8;493;935.0;?;-24.0;8;-35.0
-13.0;-12;494;925.0;-94;-11.0;12;-5.0
-40.0;?;488;915.0;-94;-12.0;?;-64.0
-19.0;7;493;?;-105;-113.0;-7;-84.0
32.0;-15;498;?;-97;-101.0;15;-75.0
141.0;-82;488;925.0;?;-21.0;?;4.0
?;-91;506;944.0;-125;66.0;91;101.0
212.0;-47;477;934.0;?;92.0;47;168.0
200.0;-25;445;?;-84;68.0;25;224.0
226.0;-28;486;934.0;-119;123.0;?;305.0
143.0;-19;491;918.0;?;?;?;?
?;-5;483;931.0;-110;-22.0;?;306.0
?;-20;495;923.0;-108;27.0;?;228.0
?;?;480;?;-92;-36.0;?;134.0
?;?;476;920.0;-93;41.0;10;56.0
-7.0;19;483;924.0;-94;34.0;-19;-61.0
11.0;38;473;928.0;-111;?;-38;-87.0
4.0;12;?;958.0;-102;?;-12;?
-44.0;9;477;945.0;-98;32.0;-9;-82.0
?;42;475;?;?;235.0;?;-43.0
?;?;483;?;?;163.0;-46;-77.0
0.0;38;486;933.0;-114;40.0;-38;-73.0
-28.0;47;491;?;-118;25.0;?;?
8.0;38;484;942.0;?;48.0;-38;-32.0
11.0;6;484;923.0;-115;-23.0;-6;86.0
-26.0;?;496;887.0;-114;11.0;?;?
-50.0;25;494;915.0;-113;-124.0;-25;88.0
-23.0;16;492;?;?;-33.0;-16;81.0
-45.0;26;490;?;?;85.0;-26;?
-41.0;11;485;?;?;110.0;?;-6.0
-98.0;8;488;920.0;-106;?;-8;5.0
-59.0;?;488;945.0;-102;134.0;-17;?
-59.0;16;489;946.0;?;202.0;-16;-73.0
?;15;497;933.0;-116;231.0;?;-124.0
-51.0;-5;?;933.0;-112;306.0;5;?
-23.0;14;?;924.0;-115;348.0;-14;-146.0
-14.0;32;?;?;-109;189.0;?;-143.0
42.0;26;?;905.0;-106;223.0;-26;-91.0
40.0;39;487;919.0;?;352.0;-39;-86.0
45.0;27;497;930.0;-108;331.0;-27;-49.0
?;-3;496;924.0;-106;152.0;3;-13.0
33.0;-3;494;916.0;-106;-148.0;3;110.0
?;?;491;908.0;?;?;-14;110.0
-54.0;12;490;911.0;-112;-471.0;-12;167.0
-28.0;5;494;911.0;?;-352.0;-5;249.0
-52.0;5;?;929.0;-98;-337.0;-5;194.0
1.0;2;489;?;?;-123.0;-2;179.0
56.0;?;484;906.0;-106;25.0;-25;?
40.0;37;?;910.0;?;-76.0;-37;41.0
73.0;1;?;932.0;-102;-63.0;-1;48.0
79.0;?;493;916.0;?;-39.0;16;62.0
53.0;13;495;924.0;-102;-31.0;?;90.0
65.0;29;?;?;-100;43.0;?;122.0
92.0;17;490;918.0;-104;149.0;-17;102.0
71.0;18;492;?;-113;5.0;-18;112.0
52.0;9;?;909.0;?;-188.0;-9;175.0
?;-6;490;912.0;-106;?;?;123.0
56.0;3;495;921.0;-110;-82.0;?;99.0
50.0;5;494;918.0;?;-21.0;-5;18.0
?;10;490;938.0;?;-45.0;?;46.0
33.0;15;490;923.0;?;-105.0;-15;25.0
?;0;495;?;?;-39.0;0;?
?;?;497;907.0;-115;?;?;53.0
-11.0;3;495;?;-103;4.0;?;45.0
?;-4;496;911.0;-102;?;?;21.0
-36.0;-45;491;?;-106;-37.0;?;41.0
-41.0;-40;489;925.0;-106;-41.0;40;27.0
-40.0;-30;492;906.0;-108;4.0;?;?
-30.0;?;491;923.0;-99;4.0;?;-22.0
-37.0;4;491;916.0;-94;40.0;-4;-11.0
-10.0;?;?;921.0;-104;20.0;23;?
-16.0;?;493;905.0;-104;27.0;6;-13.0
25.0;11;492;914.0;-103;37.0;-11;-33.0
59.0;-21;490;903.0;-109;27.0;21;9.0
100.0;-6;?;903.0;-106;-16.0;6;?
89.0;-14;494;896.0;-105;-69.0;14;141.0
?;-21;494;918.0;-112;-109.0;21;181.0
59.0;-16;496;923.0;-115;-117.0;16;?
?;-17;494;924.0;-112;-107.0;17;153.0
?;-19;493;923.0;?;-95.0;19;134.0
38.0;-28;493;925.0;-100;?;28;67.0
32.0;-27;493;915.0;-103;-109.0;27;33.0
?;?;493;?;-112;?;33;29.0
14.0;?;494;915.0;-100;-28.0;12;56.0
?;?;492;932.0;-96;-28.0;16;75.0
33.0;-39;489;914.0;-106;-66.0;39;80.0
36.0;-18;489;914.0;-94;-86.0;18;74.0
28.0;-8;489;919.0;?;?;8;46.0
-21.0;5;491;932.0;-109;?;-5;25.0
?;-11;490;922.0;?;?;11;30.0
13.0;-27;489;918.0;-105;-9.0;27;29.0
-12.0;-4;?;903.0;-125;-20.0;?;39.0
4.0;-6;487;?;?;-46.0;6;27.0
16.0;-14;491;936.0;-105;-88.0;?;48.0
-7.0;-29;488;932.0;?;-47.0;?;?
2.0;-21;488;?;-110;-36.0;21;?
-27.0;-42;?;923.0;-94;-36.0;?;-1.0
-7.0;-58;?;917.0;?;-24.0;58;-10.0
-20.0;-29;482;906.0;-94;-105.0;?;-27.0
-13.0;?;?;924.0;?;-138.0;51;21.0
-5.0;-11;475;914.0;-111;-170.0;11;26.0
-9.0;15;487;916.0;?;-297.0;-15;66.0
11.0;-8;?;924.0;?;-297.0;8;86.0
50.0;18;480;923.0;-108;?;-18;159.0
61.0;26;482;924.0;-111;?;-26;167.0
?;32;481;922.0;-113;-122.0;-32;159.0
116.0;2;?;925.0;?;-65.0;-2;108.0
?;7;489;916.0;?;-53.0;-7;104.0
109.0;?;485;925.0;-108;-169.0;-21;139.0
120.0;-17;482;929.0;-104;-241.0;17;159.0
76.0;28;489;920.0;?;?;-28;187.0
69.0;53;490;932.0;-125;-266.0;-53;?
39.0;10;487;932.0;-109;-222.0;-10;152.0
33.0;33;484;933.0;-107;-162.0;-33;112.0
-2.0;26;486;924.0;-106;?;?;134.0
22.0;?;489;933.0;-104;-117.0;17;134.0
-2.0;11;?;924.0;?;-141.0;-11;?
-6.0;6;?;923.0;-99;-148.0;-6;?
35.0;?;?;915.0;?;-139.0;?;57.0
25.0;2;483;?;-107;-132.0;-2;53.0
21.0;?;488;933.0;-96;-124.0;-19;78.0
?;15;495;930.0;?;-71.0;-15;?
49.0;-16;487;?;-102;?;16;86.0
53.0;-1;483;932.0;-89;?;1;47.0
55.0;-8;484;922.0;-98;-73.0;8;44.0
?;-29;485;923.0;-98;-48.0;?;72.0
41.0;14;475;925.0;?;-26.0;-14;54.0
32.0;27;466;915.0;-104;?;-27;17.0
36.0;13;486;923.0;-103;-91.0;-13;47.0
27.0;29;499;923.0;-109;-156.0;-29;67.0
13.0;6;488;942.0;-107;?;-6;?
32.0;-24;490;924.0;-104;-209.0;?;77.0
44.0;?;490;924.0;?;?;43;83.0
74.0;-41;482;?;?;-221.0;41;66.0
82.0;20;491;?;-82;?;?;91.0
82.0;3;489;?;-92;-241.0;-3;107.0
?;?;481;?;-92;?;17;?
?;10;490;922.0;-95;?;-10;79.0
42.0;-10;491;931.0;-102;-251.0;10;44.0
-13.0;-18;?;940.0;-102;-221.0;18;76.0
1.0;?;493;927.0;-96;?;10;70.0
?;13;488;?;-90;-77.0;-13;94.0
-7.0;?;486;915.0;?;?;-29;32.0
-18.0;8;490;?;-109;?;-8;9.0
?;?;487;907.0;-94;-30.0;-6;-2.0
-27.0;15;485;931.0;?;?;-15;15.0
-16.0;?;485;915.0;-91;-52.0;-14;?
10.0;?;485;925.0;-99;-77.0;-19;-19.0
-27.0;7;487;931.0;-100;-54.0;-7;-22.0
0.0;9;490;925.0;-94;-48.0;-9;9.0
34.0;?;489;?;-91;-54.0;-14;30.0
51.0;-6;?;?;-92;-6.0;6;62.0
65.0;19;489;914.0;-96;-4.0;?;52.0
39.0;22;481;?;-84;-41.0;-22;103.0
11.0;?;486;928.0;-89;?;-19;104.0
17.0;?;493;910.0;?;?;?;106.0
-9.0;-7;487;917.0;-87;-205.0;?;74.0
13.0;11;?;918.0;-100;-184.0;-11;13.0
15.0;21;490;919.0;-98;-167.0;?;-8.0
?;6;492;925.0;-92;-170.0;-6;46.0
?;8;494;930.0;-97;?;-8;98.0
51.0;18;?;942.0;-92;-56.0;-18;139.0
69.0;15;?;915.0;-93;-32.0;-15;143.0
33.0;-4;489;917.0;-94;-27.0;4;?
?;5;490;?;-91;-77.0;-5;?
-5.0;?;492;?;-92;-62.0;-24;?
-23.0;8;490;943.0;-91;-30.0;-8;13.0
-39.0;22;489;915.0;-101;?;-22;-35.0
-31.0;37;490;917.0;-106;97.0;-37;?
-39.0;8;494;?;-87;85.0;-8;?
-23.0;8;497;913.0;-99;?;-8;-9.0
-32.0;-18;494;938.0;-116;71.0;18;-3.0
-4.0;-36;490;933.0;?;95.0;36;-27.0
4.0;-3;489;?;-114;64.0;?;-41.0
31.0;-6;490;906.0;-112;81.0;6;47.0
26.0;0;492;918.0;-87;60.0;0;68.0
75.0;9;495;933.0;-96;50.0;-9;90.0
103.0;-4;498;?;?;22.0;4;?
?;?;490;?;-94;-87.0;24;?
170.0;-13;496;?;-103;?;13;159.0
254.0;?;494;921.0;-101;-94.0;15;159.0
339.0;-68;482;906.0;-85;-147.0;68;168.0
?;-60;512;915.0;?;-176.0;60;262.0
522.0;?;480;916.0;?;-186.0;76;328.0
?;-59;519;923.0;-150;-120.0;59;379.0
816.0;?;?;927.0;-205;?;131;427.0
907.0;-335;464;928.0;-31;?;335;501.0
923.0;-243;467;926.0;41;-142.0;243;?
990.0;-95;420;935.0;-8;-81.0;95;656.0
1095.0;-65;?;920.0;?;13.0;65;741.0
1014.0;95;404;?;79;69.0;-95;833.0
927.0;?;362;931.0;?;117.0;?;809.0
929.0;539;501;924.0;15;56.0;?;778.0
?;276;566;941.0;-39;?;-276;748.0
800.0;123;515;924.0;-50;31.0;-123;?
657.0;134;?;?;-52;45.0;-134;693.0
599.0;60;?;977.0;-27;-97.0;?;582.0
446.0;37;506;962.0;-31;?;-37;446.0
207.0;10;?;1000.0;-27;?;?;?
18.0;9;496;?;-45;163.0;-9;344.0
?;90;485;1010.0;-51;?;?;159.0
?;112;?;?;-39;-205.0;-112;-85.0
-284.0;155;?;1117.0;-47;-275.0;?;-258.0
-386.0;?;498;1019.0;?;?;-212;-459.0
-431.0;205;?;?;-31;32.0;-205;-533.0
-460.0;397;517;944.0;-44;55.0;-397;-569.0
-494.0;?;506;819.0;-38;58.0;-678;-578.0
-457.0;655;?;847.0;?;57.0;-655;-670.0
-437.0;?;502;843.0;?;97.0;-788;-620.0
-380.0;1705;476;814.0;?;173.0;-1705;?
?;3254;531;832.0;-43;245.0;-3254;-472.0
-275.0;4753;635;820.0;?;299.0;-4753;-359.0
-302.0;5840;1250;827.0;142;237.0;?;-230.0
-303.0;6257;?;?;220;?;-6257;-97.0
?;3997;887;?;425;134.0;-3997;-2.0
-130.0;-264;1260;918.0;821;-38.0;264;128.0
?;-2487;?;937.0;343;-302.0;2487;245.0
12.0;-2856;-157;926.0;-433;-243.0;2856;516.0
-246.0;-3035;?;941.0;?;?;3035;1096.0
-108.0;-3523;462;843.0;?;340.0;3523;?
-3.0;?;754;956.0;-391;107.0;4200;?
98.0;-4277;848;?;-368;?;4277;1521.0
?;-4018;870;1480.0;-235;-214.0;4018;978.0
-46.0;-3708;1001;1297.0;-436;-728.0;3708;230.0
-285.0;-3130;788;?;-417;-1585.0;?;-341.0
-329.0;-2564;1509;350.0;-625;?;2564;-184.0
-97.0;-3236;?;812.0;?;-746.0;3236;?
-164.0;-3958;2047;1061.0;117;-194.0;?;324.0
-122.0;?;1656;781.0;-420;-276.0;?;?
-22.0;1542;?;979.0;907;-85.0;-1542;-43.0
64.0;2256;-412;933.0;785;-361.0;-2256;-335.0
222.0;2598;-655;939.0;?;-626.0;?;-540.0
206.0;2589;?;?;?;-741.0;?;-578.0
137.0;?;1086;896.0;168;-337.0;-891;-539.0
114.0;?;765;894.0;272;?;-321;?
116.0;382;470;902.0;-244;?;-382;-184.0
128.0;84;545;928.0;-66;487.0;-84;-201.0
?;?;?;854.0;-6;113.0;-185;-178.0
?;?;514;877.0;-51;358.0;-118;-86.0
318.0;124;?;932.0;-34;424.0;?;0.0
163.0;147;?;909.0;-9;?;-147;-55.0
187.0;108;?;895.0;-1;-528.0;-108;-71.0
279.0;127;518;?;2;-679.0;-127;-20.0
287.0;87;531;1064.0;-13;-339.0;-87;46.0
326.0;35;516;?;-42;-234.0;-35;-104.0
234.0;35;514;1201.0;-19;-718.0;-35;-251.0
86.0;?;524;1362.0;-44;-450.0;-116;-208.0
43.0;?;493;1469.0;?;?;-135;-113.0
?;?;525;1213.0;?;?;-262;?
37.0;?;536;1090.0;?;?;-224;-347.0
?;478;?;?;-24;-1710.0;-478;-674.0
119.0;847;?;?;-186;-2436.0;-847;-765.0
?;782;594;661.0;-5;-2329.0;-782;-640.0
78.0;2058;?;?;-176;-2217.0;-2058;-359.0
?;2760;589;281.0;?;?;-2760;-312.0
247.0;3337;418;?;-230;?;-3337;-64.0
281.0;5851;?;355.0;?;?;-5851;?
363.0;5808;?;525.0;946;-1457.0;?;304.0
434.0;?;1070;588.0;-50;-1376.0;-2910;474.0
?;126;1625;751.0;439;-1437.0;-126;?
517.0;-1905;?;783.0;1032;-1521.0;1905;784.0
580.0;-2802;-237;840.0;-842;?;2802;915.0
