InertialMeasurementUnit L-SHOE Nav_Ax;InertialMeasurementUnit L-SHOE AngVelBodyFrameY;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;InertialMeasurementUnit L-SHOE Body_Az;InertialMeasurementUnit L-SHOE AngVelNavFrameX;InertialMeasurementUnit L-SHOE Nav_Az;Accelerometer RKN^ accX;InertialMeasurementUnit L-SHOE AngVelNavFrameZ
-2;19;2;-881;19;-17;-17.0;2
0;?;5;-877;12;-10;-38.0;5
2;-9;11;-879;-9;?;2.0;11
?;-7;-4;-882;-7;-19;8.0;-4
-1;24;-9;-882;24;-16;?;?
?;?;9;-885;-19;-19;?;?
-4;-16;14;-888;-16;?;9.0;14
?;?;7;-882;30;?;-11.0;7
-2;-12;17;?;-12;-14;-2.0;17
-6;-30;18;-885;-30;?;0.0;18
0;16;0;?;16;-20;8.0;0
6;10;-1;-884;10;-19;10.0;-1
9;-3;3;?;-3;-17;?;3
?;18;-4;-876;18;-12;?;?
0;?;7;-875;3;-11;?;7
9;-15;8;-881;-15;?;1.0;8
-7;5;1;?;5;-21;-30.0;1
1;7;?;-884;7;-19;?;?
0;-5;-18;-882;?;-15;13.0;?
?;-1;-4;?;?;-18;-4.0;-4
1;8;10;-874;8;-18;2.0;10
-4;16;2;?;16;?;3.0;?
?;5;11;?;5;-16;?;11
-1;-23;-8;-873;-23;?;-9.0;-8
?;-16;5;-867;?;-10;-25.0;5
4;?;3;-875;4;-19;-15.0;3
-3;?;-7;-885;2;-23;-41.0;-7
-4;-5;11;-881;-5;-17;5.0;11
5;4;?;-878;4;-17;?;-8
2;24;?;?;24;?;20.0;?
4;?;?;-879;19;-17;-3.0;-7
?;12;-12;-880;12;-20;-18.0;?
2;-2;-6;-882;-2;?;-13.0;-6
?;-2;14;-884;?;-20;-30.0;14
-1;24;13;-882;24;-17;5.0;13
6;11;?;-881;11;-18;?;?
3;0;-11;-883;?;?;8.0;-11
-4;7;21;?;7;-21;14.0;21
0;4;6;-883;4;?;25.0;6
-2;4;37;-879;4;-16;-7.0;37
-5;?;63;-875;4;?;-19.0;63
1;6;0;-876;?;-22;9.0;0
1;1;?;-870;1;-13;?;?
0;12;?;?;12;-11;20.0;?
3;?;19;-878;?;-23;-9.0;19
2;6;?;-868;6;-15;-9.0;?
3;16;2;-864;16;-9;20.0;2
8;-4;?;-875;-4;-19;-4.0;?
8;12;5;-874;12;-17;?;5
1;22;-7;?;22;-14;-16.0;?
0;3;-4;-876;3;-22;-10.0;-4
?;15;?;-871;?;-19;?;?
-5;?;-7;-865;8;-13;?;-7
-2;-3;-3;-867;-3;?;8.0;?
?;-11;-5;-870;-11;-19;13.0;?
2;?;-26;-871;-16;?;-9.0;-26
3;-16;-16;?;-16;-18;-19.0;?
3;-15;?;-871;?;-17;10.0;-20
-1;3;-31;-869;?;-14;-1.0;?
?;?;-18;-873;?;-18;37.0;-18
0;-22;?;-879;-22;-22;21.0;-31
4;-9;-17;-871;-9;-13;21.0;-17
3;-5;-3;-874;-5;?;38.0;?
3;5;?;?;5;-22;8.0;?
5;25;1;?;?;-18;15.0;1
-1;8;29;-884;8;?;32.0;?
-7;-13;33;-885;?;-22;7.0;33
-4;?;23;-877;-1;?;-6.0;23
-8;-21;-1;-880;?;-19;?;-1
-7;-17;1;?;-17;-19;?;1
4;35;?;-881;35;?;?;-14
-3;-5;-26;-881;-5;-18;-16.0;-26
-7;-18;-10;?;-18;-15;9.0;-10
1;26;-12;?;26;?;9.0;-12
?;11;-7;-879;?;-14;3.0;-7
-1;4;10;-882;4;?;40.0;?
-1;13;-4;-883;13;-19;?;-4
-5;22;-8;?;22;-13;70.0;?
4;21;2;-878;21;-11;13.0;?
15;-2;-34;-884;-2;-17;?;?
7;?;-35;-882;-4;?;?;?
-4;5;8;-884;5;-18;-29.0;8
-2;-4;-2;?;-4;-15;-31.0;?
3;-5;-18;-881;-5;-16;-5.0;-18
?;-10;-22;?;?;-20;10.0;?
4;?;-15;-885;-15;-20;22.0;?
-1;-5;-11;-884;-5;-18;17.0;-11
-1;-6;?;-884;-6;-18;-14.0;-13
-3;2;42;-883;2;-19;0.0;42
-3;6;30;?;6;?;-1.0;30
1;5;-7;-887;5;-19;?;-7
0;?;?;-886;0;-20;-10.0;19
?;-38;31;?;-38;-23;10.0;31
-8;-41;32;?;-41;?;-10.0;32
-5;?;16;-885;7;-20;1.0;?
?;8;6;?;8;?;-16.0;6
0;10;?;-878;?;-20;-27.0;-7
10;11;-5;?;?;-18;-6.0;-5
0;6;10;-892;?;?;-16.0;10
-2;44;-7;-885;44;-16;-18.0;-7
-4;7;-2;?;7;-13;?;-2
-10;-26;-5;-887;-26;-15;-20.0;-5
-6;-11;-4;-886;-11;-18;-11.0;?
?;-17;10;-883;-17;?;?;10
5;-15;-9;-884;-15;-18;-21.0;-9
?;-10;12;-887;-10;-19;?;?
-4;21;33;-887;?;?;-19.0;33
-1;7;?;?;7;-21;-30.0;?
1;?;-17;-883;-18;-18;-20.0;-17
?;-3;?;-882;-3;-16;-19.0;-11
10;-5;-10;?;?;-16;?;-10
4;-5;19;?;-5;?;-13.0;19
7;?;?;-886;-10;-20;-18.0;?
6;?;-42;-884;6;-19;-6.0;?
?;-8;-18;-878;-8;-17;3.0;?
1;?;2;-879;-21;?;12.0;2
-1;?;1;-880;23;?;-16.0;1
?;11;-9;-884;11;-19;?;?
5;3;?;?;?;-15;-20.0;-3
5;-5;2;-878;-5;?;-18.0;2
-4;-31;1;?;-31;-23;-21.0;1
-1;?;0;-885;?;?;-20.0;0
-1;-16;0;-884;?;-22;?;0
1;2;?;?;2;-21;-28.0;?
?;?;18;-883;12;-17;-30.0;18
3;46;5;-879;46;-16;-29.0;5
0;46;-1;-877;46;-15;?;-1
1;3;2;-880;3;-13;17.0;2
?;4;?;-885;4;?;9.0;28
-5;-17;31;?;-17;-24;-22.0;31
?;?;-3;-883;-26;-18;-18.0;?
1;-12;-5;-879;-12;-14;-8.0;?
-4;-32;0;-878;?;-14;-34.0;?
-1;-23;2;?;-23;-17;-3.0;2
?;4;12;?;4;-20;-4.0;12
-7;?;-9;?;?;-16;7.0;-9
3;?;8;-880;-17;-13;-27.0;?
2;4;15;-879;?;-13;1.0;15
-12;?;-14;-877;1;-13;20.0;-14
2;?;?;-880;?;?;20.0;?
6;21;-9;-886;21;?;?;?
?;23;4;-883;23;-19;0.0;4
-5;6;8;-882;6;-17;0.0;8
0;25;-19;?;25;-20;?;-19
3;3;-1;-879;?;?;-14.0;-1
-4;-36;?;-876;-36;-8;-21.0;10
?;?;-18;-884;-1;-18;-18.0;-18
2;-4;?;?;-4;-16;-4.0;-10
2;-19;-22;-882;-19;-16;3.0;-22
0;4;-22;-884;4;?;?;-22
0;16;0;-883;?;-15;?;0
-1;25;-29;-882;25;-18;-15.0;-29
-4;?;-11;-879;33;-17;0.0;-11
5;36;31;-880;?;-14;-1.0;?
8;-1;20;-878;-1;?;1.0;20
-3;-10;7;-878;?;-15;?;7
?;17;?;-884;17;-19;20.0;-14
7;?;-20;-882;15;-18;-30.0;-20
4;17;23;-879;?;-15;?;23
0;-1;31;-884;-1;-18;5.0;31
4;-2;13;-885;-2;-19;-14.0;13
6;?;9;?;?;-21;?;9
?;-22;?;-881;?;?;-5.0;-12
3;4;-11;-882;?;?;?;-11
3;-23;10;-884;-23;-19;4.0;10
?;2;3;-881;2;-19;7.0;3
5;26;8;-880;26;-13;-7.0;8
8;0;22;-882;?;-13;-17.0;22
8;29;9;-880;29;?;?;9
8;28;10;?;28;?;-13.0;10
2;?;8;-882;-5;-15;9.0;8
-3;7;-13;-887;?;?;1.0;-13
-3;13;3;-887;?;-19;0.0;?
0;3;?;?;3;-18;-11.0;7
4;4;-9;-883;?;-19;-20.0;-9
4;-4;?;-880;-4;-15;-5.0;9
?;-2;6;-886;-2;-18;11.0;6
3;27;-6;-886;27;-18;?;-6
0;?;-12;-882;55;-15;-3.0;-12
1;33;-4;?;33;-17;?;-4
1;-17;10;-888;-17;-20;1.0;10
0;-19;-7;-888;-19;-21;11.0;-7
?;8;?;-884;8;-17;-1.0;-4
3;19;3;-885;19;?;?;?
?;7;1;-887;?;-22;-18.0;?
-2;?;-2;-886;-8;-17;-22.0;-2
1;?;-20;-888;?;-20;?;-20
0;?;-13;-886;-10;-21;-10.0;-13
1;25;1;-884;25;?;0.0;1
8;29;-4;-882;29;-15;1.0;-4
?;-10;-12;-882;-10;-15;?;?
1;3;-7;?;3;?;-10.0;?
5;25;1;-884;25;-16;-16.0;1
-2;-18;?;-883;-18;-16;-23.0;?
-1;?;-5;-885;?;-20;-2.0;-5
8;3;9;-885;3;?;-22.0;9
4;13;8;-883;13;-18;-4.0;8
0;-38;-15;-884;-38;?;-16.0;?
2;?;-30;?;?;-19;-3.0;-30
?;52;2;-883;52;-19;?;2
-4;?;21;-884;3;-17;2.0;?
-3;?;-7;-880;-17;-14;3.0;-7
-2;18;?;-884;18;-15;0.0;0
9;-7;?;-887;-7;-20;-10.0;19
0;-14;-17;-882;-14;-17;0.0;-17
-11;-82;-34;?;-82;-13;-9.0;-34
27;-84;-18;?;-84;?;?;-18
8;-25;-28;-907;-25;-30;7.0;?
?;19;-22;-918;19;?;-2.0;-22
?;18;13;-884;18;-16;?;13
?;-51;-6;-891;-51;-22;-5.0;-6
9;-41;-36;-890;-41;-19;?;-36
?;-1;?;?;-1;-17;-12.0;?
-9;?;9;?;?;-16;-9.0;?
?;-3;-42;-891;-3;-14;-11.0;-42
-7;-25;?;-893;-25;-19;?;?
10;-7;30;-891;-7;-14;-5.0;30
0;-17;-4;-885;-17;-11;-21.0;-4
-4;?;-31;?;-32;-17;-2.0;-31
12;?;-8;-895;-18;-20;9.0;-8
9;-18;?;-888;-18;-18;-1.0;-16
9;-37;-17;-886;-37;?;?;-17
11;-30;18;?;-30;-18;14.0;18
5;10;9;-888;10;?;6.0;?
7;12;-3;?;12;-19;-1.0;?
6;25;?;-884;?;?;5.0;1
5;15;4;-887;15;-21;2.0;4
6;-14;?;-886;-14;-19;-3.0;32
?;30;35;-885;?;-17;6.0;35
-1;14;12;-890;14;-19;-18.0;?
?;-24;15;-887;-24;-18;4.0;15
-4;-25;?;-887;-25;?;-24.0;-1
6;-8;-20;-889;?;-21;-23.0;-20
6;25;-9;-884;25;-20;-27.0;-9
2;24;-9;-884;24;?;-31.0;-9
7;33;-3;-882;?;-13;?;-3
1;-11;7;?;-11;-15;0.0;7
-2;-28;?;?;?;-18;-10.0;30
?;?;13;-887;?;-18;?;13
-1;15;0;-884;15;-20;25.0;0
-2;13;50;?;13;-18;-4.0;50
-1;11;10;-887;?;-21;3.0;10
0;?;-4;?;1;-19;-3.0;-4
7;4;4;-885;4;-18;7.0;4
?;?;-31;-883;-20;-18;2.0;-31
-9;-26;-11;?;-26;-18;-11.0;?
-8;-6;-1;-891;-6;-21;20.0;-1
1;-18;17;-883;-18;?;3.0;17
-9;-24;7;-885;-24;-16;16.0;7
-7;?;-7;-886;?;?;5.0;?
3;-15;10;-880;-15;-15;-1.0;?
-7;3;1;-886;3;-19;?;1
-7;10;14;-880;10;-14;-11.0;14
-2;-16;-19;-882;-16;?;?;?
?;-24;-16;-880;-24;-15;-7.0;-16
6;5;?;-877;5;-11;-11.0;13
-2;14;?;-886;14;-18;8.0;?
1;?;11;-882;-4;?;?;11
-3;-6;?;-884;-6;?;?;?
-3;?;?;-886;-10;-18;?;16
3;-14;22;-886;-14;-18;?;22
7;14;?;-884;14;?;-9.0;?
6;13;43;-880;13;-17;-5.0;43
-5;11;18;?;11;-19;9.0;18
-6;?;-19;-886;67;?;?;?
-1;55;-11;-886;55;?;-26.0;?
1;13;12;-882;13;-15;19.0;12
?;?;18;?;?;-12;0.0;18
-4;4;-11;-889;4;-20;30.0;-11
-8;?;-38;-893;?;?;20.0;-38
?;-8;?;?;-8;-15;15.0;-32
1;?;6;-878;?;-13;-7.0;6
1;44;-2;-880;44;-14;?;-2
7;13;-32;-885;?;-17;-26.0;-32
3;-15;-9;-884;-15;-17;-19.0;-9
2;11;10;-876;?;-11;-10.0;10
9;11;11;-882;?;-17;?;11
?;3;10;-887;3;-23;28.0;10
9;5;?;-884;5;?;?;15
3;8;?;-884;?;-17;-3.0;20
-4;25;1;-884;25;-17;-7.0;?
0;?;?;-884;?;-17;-11.0;-10
10;19;-2;-882;19;-16;-19.0;?
-2;?;-2;-882;24;-16;-20.0;-2
-5;?;-10;?;-7;-15;-10.0;-10
?;1;17;-880;1;-12;-11.0;17
-7;25;22;-884;25;-14;-5.0;22
-7;0;-32;-886;?;-17;?;-32
6;-10;-31;?;-10;?;-11.0;-31
?;?;-20;-887;?;?;-13.0;-20
0;-70;?;-889;-70;-20;?;-48
18;?;-36;-886;-27;-19;?;-36
2;?;-20;-888;5;-18;-12.0;?
-2;-13;-23;-887;-13;-19;12.0;?
14;2;0;-885;2;?;-11.0;0
2;50;12;-888;50;-19;-22.0;12
-13;47;-6;-894;47;?;-19.0;-6
-13;12;-10;-891;12;-16;?;-10
-9;-13;-27;-884;-13;?;-11.0;-27
8;-32;-41;?;-32;?;?;-41
6;17;15;-889;17;-14;?;15
-9;51;?;-889;51;-19;-18.0;?
-4;?;?;-891;10;-17;-10.0;-14
3;-3;1;-884;-3;-11;-8.0;1
7;?;-17;-886;?;-14;?;-17
9;45;-25;-885;?;-14;-15.0;-25
3;2;-11;-891;?;-20;-1.0;-11
3;-16;-8;-892;-16;-24;-14.0;-8
2;-5;5;-891;-5;-20;-26.0;5
-2;-15;11;-896;-15;?;4.0;11
11;?;19;-884;?;-17;?;19
17;?;28;-879;26;-14;-33.0;28
4;-13;-5;-888;-13;?;-8.0;-5
?;0;-17;-890;0;-19;28.0;-17
2;25;5;-890;25;-20;12.0;5
0;?;11;-890;16;-21;0.0;11
5;33;12;-888;?;-18;?;?
-3;?;-5;?;?;-17;?;-5
5;-2;?;?;-2;?;7.0;-5
5;10;1;-885;?;-14;-10.0;1
-7;15;4;?;?;-21;2.0;4
7;4;?;-884;4;-19;-19.0;21
2;-17;-2;-881;-17;?;-13.0;-2
-10;14;-23;-886;14;?;-20.0;?
-1;?;?;-890;?;?;-27.0;-14
?;-1;-25;-887;-1;-16;?;-25
?;-8;-1;?;?;-3;-1.0;-1
8;-16;11;-876;-16;3;?;11
3;17;-22;-884;?;-13;-9.0;-22
6;31;15;-889;31;-26;-12.0;15
?;22;?;-883;22;?;1.0;-3
3;?;-8;-884;44;-16;-30.0;-8
3;28;16;-890;?;-21;-11.0;16
-13;-14;?;-886;-14;?;-40.0;-38
?;-10;-9;-890;-10;?;-5.0;-9
-6;?;?;?;-7;-21;-17.0;-13
?;-23;-26;-889;-23;?;-14.0;?
-3;-5;9;-889;-5;-20;-14.0;9
4;28;-1;-883;?;-15;3.0;-1
5;27;0;?;27;-15;-9.0;0
-1;12;-1;-886;12;-19;-29.0;-1
-6;31;16;-891;31;-20;?;16
7;28;?;-889;?;-19;-35.0;?
?;?;-10;-885;?;-18;-20.0;-10
-1;54;?;-891;?;-19;-21.0;12
-7;19;-6;-891;19;-17;-11.0;-6
-3;-12;-18;-888;-12;-16;?;-18
5;-16;11;-888;?;-17;-30.0;11
6;13;-3;-886;13;-16;-29.0;?
2;19;-20;?;19;-14;-22.0;-20
-1;-6;-9;-884;-6;-14;-28.0;-9
1;4;?;-886;4;-16;-22.0;-10
4;?;6;-888;-5;?;?;6
?;?;9;?;11;-18;-30.0;9
-2;22;-5;?;22;-16;-11.0;-5
3;1;-12;?;?;-14;-48.0;-12
-5;4;-19;?;4;-15;-31.0;-19
7;-12;5;-886;-12;?;-25.0;5
4;-14;20;-882;-14;?;-31.0;20
-3;3;-16;-881;3;-13;-17.0;?
2;-18;-24;-883;?;-16;-13.0;-24
-2;-24;6;-886;-24;-16;?;6
-1;-27;0;-886;-27;-16;-29.0;0
-1;-40;?;-886;-40;-16;-50.0;?
-6;13;?;-888;13;-18;-29.0;18
-5;45;?;-891;45;-22;-29.0;39
-5;?;20;-888;26;-18;-20.0;20
7;-3;?;-889;-3;-19;-36.0;?
11;?;-9;-888;?;-19;?;-9
-9;1;-17;-878;1;-11;-13.0;-17
2;-23;-30;?;-23;-18;-31.0;-30
17;-52;?;-886;-52;-21;-30.0;-19
?;11;11;-883;11;?;1.0;11
?;20;21;-887;20;?;-52.0;21
12;?;21;-886;?;-18;?;21
-11;?;15;-884;?;-15;-34.0;15
-1;21;-6;-882;21;-17;?;-6
12;?;1;?;7;-21;-19.0;1
-2;?;27;-885;71;-16;-30.0;?
6;?;19;-886;51;-20;-30.0;19
4;54;20;-886;54;-19;-37.0;20
-9;71;20;-889;71;-15;?;20
18;?;-6;-891;69;-33;-36.0;-6
6;?;50;?;135;4;-13.0;50
?;174;88;?;174;-58;-24.0;88
117;422;198;?;422;-116;-4.0;198
-17;685;?;-899;685;-12;-35.0;360
-62;?;221;?;425;-12;?;221
1;257;122;-891;257;?;-42.0;122
6;299;195;-875;299;39;?;195
-73;154;?;-896;?;18;-42.0;103
-111;-121;?;-886;-121;46;-50.0;-86
-23;?;-188;-896;-329;?;-59.0;-188
12;-224;-154;-907;-224;-67;-26.0;-154
26;-159;-97;?;-159;-48;?;-97
27;-119;-89;-902;-119;?;?;-89
-4;-12;-57;-878;-12;-17;-37.0;-57
-2;?;-19;-881;-62;-16;5.0;-19
-7;-73;?;-888;-73;-19;-32.0;-36
9;-46;-40;-883;-46;?;-111.0;-40
15;-51;-6;-892;-51;-16;?;-6
2;-40;22;?;-40;?;-229.0;22
9;-6;48;?;-6;-17;-116.0;48
?;22;?;-882;22;-12;141.0;61
-5;18;59;-882;18;?;98.0;59
14;71;?;-882;71;-24;13.0;?
19;68;177;-886;68;-18;-61.0;177
21;190;?;-881;190;?;-47.0;227
15;82;205;-887;82;-15;-53.0;205
2;138;234;-932;?;-27;-184.0;234
?;92;289;-1036;92;-110;-355.0;289
109;-562;275;-1241;-562;-295;-330.0;275
?;274;202;-1338;274;-755;-229.0;202
-152;-12;-693;-1071;-12;-327;-150.0;-693
-319;-406;-1135;-1451;-406;4;?;-1135
-701;76;-500;?;76;?;-51.0;?
-311;-2703;?;-806;-2703;720;-137.0;-735
414;-2822;-845;?;?;1049;-178.0;-845
73;320;-38;-576;320;548;-117.0;-38
-167;?;508;-628;709;335;?;508
302;?;579;-663;?;5;-239.0;579
294;1122;210;?;?;-130;-214.0;210
210;1529;-257;-870;1529;-263;?;?
386;1905;-345;-909;?;?;-136.0;-345
508;1777;-558;-1024;1777;-327;-485.0;-558
524;2682;-1699;-989;2682;-470;-532.0;-1699
?;?;-2861;?;4690;?;?;-2861
-634;3251;-3112;?;3251;62;622.0;-3112
-630;769;-2563;626;769;?;190.0;-2563
-834;-86;?;-892;-86;-250;?;-1266
?;-4772;-226;-992;-4772;-29;?;-226
?;?;685;983;-5597;2240;-35.0;685
?;-707;?;285;-707;?;-6.0;890
-444;-906;-161;-1135;?;-490;-50.0;-161
-406;?;-281;-1107;-1041;?;?;-281
155;233;82;-923;233;-64;-42.0;?
-43;?;?;-929;?;-70;?;?
-53;217;105;-873;217;0;?;105
-26;?;122;-897;101;-33;-119.0;?
-39;106;140;-897;106;-34;6.0;140
-50;127;101;?;127;-9;7.0;101
-59;?;53;-884;76;-27;?;53
-62;88;86;-870;88;-10;?;86
-52;38;57;-877;38;?;?;57
-14;44;10;-875;44;-16;-83.0;10
-32;?;33;?;35;-7;?;33
?;-5;54;-867;-5;-13;-128.0;?
-7;-48;6;-880;-48;-14;?;6
-15;45;105;-864;45;?;-492.0;105
-34;?;8;?;-53;-43;-859.0;8
42;-77;?;-923;-77;-23;-73.0;-55
123;23;196;-867;?;-2;651.0;?
24;?;262;-885;78;-103;773.0;?
?;657;?;-950;657;50;627.0;677
218;359;521;-999;359;-194;587.0;521
324;1144;979;-993;1144;54;?;979
719;5251;1859;-1150;5251;-215;499.0;?
?;6763;111;?;6763;-1230;337.0;?
1477;5245;-1715;-1595;5245;?;220.0;-1715
?;?;-2906;-2470;5430;-495;-147.0;-2906
?;2341;-3037;-1656;2341;-631;-298.0;-3037
292;-783;-1336;-124;-783;1315;-352.0;?
?;1605;-573;?;1605;641;-382.0;?
598;1528;-701;?;1528;226;-235.0;?
?;131;-598;-462;131;381;500.0;-598
305;715;-508;-594;715;44;-23.0;-508
-2;168;-120;-652;168;-41;?;-120
?;-413;-14;-806;?;?;391.0;-14
?;-617;277;?;-617;-228;172.0;?
-664;-1181;1237;-688;-1181;-100;103.0;1237
?;-1155;1399;-581;?;91;-2019.0;1399
-1556;-2219;2406;-689;-2219;?;473.0;2406
-1710;-5088;4410;?;?;?;?;4410
-1897;-4665;?;-1;-4665;594;?;?
-1352;997;?;-152;997;519;?;2692
?;4118;3459;789;4118;2254;-134.0;3459
410;?;-178;?;309;-353;?;?
-934;-750;-1582;-2800;-750;?;106.0;?
?;962;560;?;962;-413;-190.0;?
-122;46;18;-852;?;?;-106.0;?
?;202;51;-941;202;-84;-211.0;51
368;462;?;-875;?;9;?;272
?;95;-12;-953;95;-97;81.0;?
220;243;?;-876;243;5;-62.0;170
-53;214;?;-937;214;-73;4.0;129
2;336;227;-928;336;?;-32.0;227
-5;293;159;-885;293;11;-248.0;159
-37;113;43;?;113;70;?;43
15;-22;109;-870;-22;26;-10.0;109
9;29;?;-875;29;32;31.0;-111
-40;-239;?;-893;-239;-17;-34.0;?
30;-362;-125;-918;-362;-49;17.0;?
?;-98;-117;?;-98;-64;-866.0;-117
99;-229;?;-1001;-229;?;?;362
199;180;-685;-886;180;51;-975.0;-685
-43;-694;1300;-1000;-694;-285;22.0;1300
?;-1170;1696;-369;-1170;196;-162.0;?
-37;-257;-1482;23;-257;970;?;-1482
?;-474;927;-1735;-474;?;?;927
-1506;630;1356;?;630;-2171;?;1356
?;84;-1035;-1431;84;?;?;-1035
24;-1002;?;-1049;-1002;-81;?;-392
37;216;-29;?;216;?;137.0;-29
?;?;-2;?;68;?;-20.0;-2
-5;-100;7;?;-100;-11;-497.0;?
-95;?;-32;-935;129;-68;-557.0;-32
-159;?;194;-1018;133;-159;-339.0;194
?;-315;-56;-895;?;?;-221.0;-56
12;-903;-321;-877;-903;32;-135.0;?
?;?;-34;-1007;?;-158;47.0;-34
66;-338;-46;?;?;?;-505.0;?
14;-261;-76;?;?;?;-50.0;-76
19;-22;64;-899;-22;-17;-118.0;?
10;?;-29;?;-209;-26;436.0;-29
15;-302;-16;-965;-302;?;?;-16
?;-99;?;-911;-99;-14;-146.0;?
10;?;67;-924;-32;?;-225.0;67
-64;-98;63;-971;?;-74;-156.0;63
-41;-31;?;-948;-31;-22;-442.0;111
30;38;146;?;?;-38;-271.0;146
6;42;128;-949;42;-45;-49.0;?
-30;85;85;-962;85;-30;-13.0;85
-26;103;80;-949;103;?;?;80
-31;92;158;?;?;9;-116.0;158
-51;?;180;-935;71;?;-368.0;?
?;92;194;-943;92;?;-537.0;194
?;111;246;?;?;45;?;246
?;149;335;?;149;52;-538.0;335
?;292;469;?;292;-61;-479.0;469
-11;347;?;-968;?;13;-338.0;453
?;299;587;-1041;299;-75;-376.0;?
-84;417;847;?;417;101;-387.0;847
-12;568;1216;-1045;568;-79;-460.0;1216
-104;878;1905;-999;878;-35;-430.0;1905
-375;720;2055;-224;720;939;-407.0;?
88;?;1717;-1343;-338;-480;?;1717
395;96;1200;-1330;?;-381;-419.0;1200
-406;-330;142;-256;-330;958;-429.0;142
170;-3057;-1226;-1795;-3057;-1245;-442.0;-1226
1425;-2366;-1437;-2182;-2366;-1746;-470.0;-1437
?;?;-1154;-1262;724;-261;-369.0;?
-1057;1733;-2172;-1110;1733;68;-353.0;?
-375;1217;-166;-1127;1217;-27;-372.0;-166
-187;845;2710;-1163;845;-179;-372.0;2710
-225;605;1940;?;605;?;?;1940
?;217;1736;-872;217;-168;-223.0;1736
32;147;1375;-745;147;12;-330.0;1375
?;415;19;-590;415;208;-277.0;19
128;?;?;-527;849;?;-241.0;-922
266;1712;-1623;?;1712;322;?;-1623
419;2700;-1707;?;2700;372;-332.0;-1707
579;2585;-1844;-741;2585;337;-286.0;-1844
587;2108;?;-788;2108;315;-349.0;?
666;2672;-2376;-767;?;?;?;?
543;1667;-1652;?;?;314;-430.0;-1652
616;172;-337;-940;172;366;-494.0;-337
808;892;?;-978;892;429;?;-682
-38;635;?;-607;?;85;-498.0;?
?;?;-163;-406;-483;-64;-403.0;?
?;-717;-474;-716;-717;-55;?;-474
159;?;-701;-907;-548;?;?;-701
232;?;-845;-866;-149;33;-346.0;-845
253;?;-847;-894;-13;7;-445.0;-847
128;75;-263;-865;75;?;-593.0;-263
124;?;?;-837;200;2;-520.0;?
?;305;-54;-839;305;-19;-684.0;?
-41;346;?;-755;346;-4;?;?
50;330;55;-803;330;-13;?;55
?;?;189;?;252;?;-668.0;189
?;-54;289;-639;-54;-10;-568.0;289
42;-210;?;?;-210;-168;-472.0;48
285;-223;-133;-1203;-223;-320;?;-133
?;-204;-74;?;-204;-260;-489.0;?
229;-224;-95;?;-224;-285;?;-95
241;-247;?;-1155;-247;-296;-552.0;?
82;285;-21;-893;285;-102;-655.0;-21
88;814;?;-800;814;9;-580.0;5
153;920;35;-846;920;-35;-525.0;35
241;1298;173;?;1298;-25;-777.0;173
284;1470;133;-804;1470;43;-781.0;?
23;?;-115;-592;990;?;-863.0;?
-85;856;?;?;?;25;?;-156
72;849;-163;-561;849;85;?;-163
-61;131;?;?;?;8;?;-228
-337;-541;-308;-319;-541;-60;-739.0;-308
-281;-886;-170;?;-886;107;?;-170
?;-1354;323;-497;-1354;101;-542.0;?
?;-1182;341;-650;-1182;?;-460.0;341
?;?;-84;-594;-327;?;?;-84
92;-314;-294;-649;-314;?;-769.0;?
59;-693;-509;-740;?;-7;-980.0;-509
-3;-200;-531;?;-200;-30;?;-531
69;118;?;-689;118;?;?;-326
-190;-151;-285;?;-151;-78;-990.0;-285
-154;243;-129;-568;243;114;-1054.0;-129
-162;756;?;?;756;-470;?;-865
-659;803;?;-903;803;-1074;-975.0;-1011
-610;1053;?;-405;1053;-312;-1080.0;?
-314;1230;1283;-528;1230;-279;?;1283
-202;1271;1144;-726;1271;?;-1058.0;1144
16;1476;1854;-673;?;-362;-918.0;1854
135;1577;2530;-669;1577;-408;-885.0;2530
?;1444;2627;?;1444;-176;?;2627
?;1120;2312;-249;1120;151;-744.0;2312
13;947;2368;-12;?;251;-992.0;2368
?;1057;2632;130;1057;253;-1168.0;2632
?;727;2729;172;727;381;-928.0;?
-446;571;3126;314;571;577;-81.0;?
-340;?;2890;199;284;577;-1438.0;2890
-144;-482;2069;-81;-482;595;-2063.0;2069
-162;-445;1949;?;-445;674;?;?
?;-893;1461;-350;?;239;-1700.0;?
?;-1554;1365;-580;-1554;-199;?;?
243;-2012;2180;-680;-2012;33;-389.0;?
130;-1717;?;?;-1717;344;-740.0;1643
112;3;324;?;3;149;-989.0;?
276;192;-252;-1087;192;-209;-1069.0;-252
100;-546;-646;-822;-546;-216;-1111.0;-646
152;-818;?;-886;-818;-366;-1035.0;-1032
52;-1383;?;-942;-1383;-675;-914.0;-489
-393;-1088;?;-461;?;-526;-678.0;947
173;-596;1308;-619;-596;-100;-841.0;1308
?;-1055;-43;?;-1055;264;?;-43
-137;-788;-867;-870;-788;316;-964.0;-867
-291;?;?;-810;218;51;?;-1236
-38;704;-2225;-711;704;60;-678.0;-2225
-3;876;-2336;?;876;-320;-718.0;-2336
?;341;-1024;-230;?;?;-963.0;-1024
110;-681;251;-215;-681;157;-951.0;251
-46;?;416;-590;?;229;-1019.0;416
?;-45;-21;-815;-45;-277;-957.0;-21
-96;657;-302;-679;?;8;-882.0;-302
-150;?;-942;-634;?;-95;-553.0;-942
