Accelerometer RWR accX;InertialMeasurementUnit RUA accZ;InertialMeasurementUnit BACK accX;InertialMeasurementUnit LUA accX;InertialMeasurementUnit LUA magneticZ;InertialMeasurementUnit L-SHOE EuZ;InertialMeasurementUnit L-SHOE Nav_Ay;InertialMeasurementUnit RLA accZ;Accelerometer LUA^ accY;InertialMeasurementUnit BACK magneticY;InertialMeasurementUnit RUA gyroZ;Accelerometer RUA^ accX;Accelerometer RUA_ accZ
-342.0;227.0;?;-1000.0;582.0;4;-13;267.0;?;-460.0;?;-443.0;218.0
-361.0;245.0;-989.0;-1040.0;583.0;4;-4;289.0;1011.0;-458.0;-472.0;-433.0;219.0
-382.0;268.0;-989.0;-1038.0;582.0;?;13;306.0;?;-459.0;-453.0;-478.0;259.0
?;299.0;-962.0;-996.0;581.0;4;11;305.0;1035.0;-457.0;-433.0;-481.0;250.0
-424.0;290.0;-944.0;-970.0;580.0;4;?;?;?;-457.0;-428.0;-502.0;248.0
-431.0;269.0;-940.0;-964.0;579.0;4;?;269.0;981.0;-457.0;-419.0;-504.0;216.0
?;277.0;?;-943.0;578.0;4;6;242.0;954.0;?;?;-469.0;207.0
-362.0;284.0;-936.0;?;578.0;4;4;226.0;?;?;-402.0;?;186.0
-339.0;?;-967.0;-1003.0;580.0;4;?;232.0;979.0;-455.0;-368.0;-481.0;?
-405.0;328.0;-975.0;-999.0;583.0;5;-6;227.0;995.0;-455.0;-341.0;-504.0;186.0
?;?;-958.0;-993.0;587.0;5;-5;225.0;987.0;-454.0;-323.0;-538.0;?
-353.0;336.0;-943.0;-985.0;587.0;4;-6;237.0;1009.0;-450.0;-295.0;?;168.0
-354.0;?;-936.0;-968.0;587.0;4;?;?;980.0;-449.0;-277.0;?;171.0
-348.0;323.0;?;-957.0;591.0;?;2;233.0;?;?;-311.0;?;163.0
-342.0;325.0;-938.0;-961.0;?;?;?;239.0;?;-441.0;-246.0;-511.0;?
-370.0;?;-943.0;-967.0;589.0;4;13;239.0;?;-436.0;-269.0;-509.0;188.0
-358.0;329.0;-944.0;-969.0;590.0;3;-13;239.0;948.0;-437.0;-204.0;-507.0;182.0
-403.0;332.0;-943.0;?;592.0;4;2;231.0;938.0;-429.0;-171.0;-534.0;179.0
?;?;-942.0;-962.0;591.0;?;42;242.0;932.0;?;?;?;180.0
-398.0;333.0;-956.0;?;589.0;?;-8;?;950.0;-425.0;?;-528.0;?
-386.0;?;?;-942.0;?;4;-52;?;948.0;-422.0;-69.0;-547.0;?
-379.0;340.0;-935.0;-933.0;588.0;?;-8;279.0;925.0;?;-67.0;-538.0;174.0
-388.0;334.0;?;-951.0;586.0;?;?;279.0;914.0;-420.0;?;?;205.0
-354.0;240.0;?;?;591.0;5;6;209.0;970.0;-435.0;42.0;-433.0;177.0
-401.0;248.0;-959.0;-996.0;591.0;5;1;214.0;982.0;-437.0;30.0;-433.0;177.0
-331.0;?;-948.0;-991.0;?;?;-1;215.0;997.0;-437.0;-4.0;-461.0;164.0
-333.0;?;-950.0;?;590.0;5;-2;223.0;?;-437.0;24.0;-435.0;188.0
?;237.0;-954.0;-991.0;591.0;5;2;224.0;997.0;?;-1.0;-435.0;181.0
-328.0;246.0;?;-995.0;590.0;?;12;?;997.0;?;?;-445.0;189.0
-288.0;?;?;-1020.0;588.0;5;8;223.0;?;-439.0;-36.0;-442.0;181.0
-287.0;244.0;-999.0;-1052.0;587.0;5;1;234.0;1014.0;-439.0;-69.0;-435.0;199.0
-351.0;249.0;-959.0;?;587.0;5;9;226.0;1045.0;-438.0;-102.0;-442.0;199.0
-300.0;244.0;?;?;?;4;?;224.0;1006.0;-439.0;-96.0;?;179.0
-306.0;?;?;-940.0;?;5;?;223.0;949.0;-439.0;-129.0;-435.0;?
-277.0;259.0;-945.0;-966.0;586.0;?;7;218.0;949.0;-439.0;-91.0;-457.0;161.0
-313.0;?;-958.0;?;?;?;?;217.0;979.0;?;-103.0;-487.0;158.0
-295.0;?;-964.0;?;587.0;5;?;224.0;?;?;-106.0;-498.0;181.0
-296.0;290.0;-952.0;-973.0;589.0;?;-7;?;986.0;?;-139.0;-492.0;?
?;288.0;-944.0;-962.0;592.0;4;-3;224.0;968.0;-437.0;-174.0;-499.0;170.0
-266.0;297.0;-943.0;?;597.0;4;16;?;961.0;?;-141.0;-489.0;183.0
?;311.0;-952.0;-976.0;600.0;4;?;?;?;-437.0;-198.0;?;202.0
?;314.0;-960.0;-984.0;602.0;4;-12;226.0;978.0;-436.0;?;-512.0;172.0
-218.0;319.0;?;-988.0;609.0;4;14;231.0;?;-436.0;?;-515.0;162.0
-335.0;319.0;-955.0;-972.0;608.0;4;2;205.0;?;-434.0;?;-508.0;196.0
?;321.0;?;-970.0;?;4;-9;260.0;937.0;-430.0;-343.0;?;?
?;334.0;-963.0;-980.0;611.0;4;13;286.0;946.0;-427.0;-305.0;-506.0;?
-380.0;359.0;-972.0;-979.0;?;4;?;281.0;964.0;-425.0;-332.0;-518.0;240.0
-280.0;361.0;-957.0;-965.0;612.0;4;-6;272.0;950.0;-421.0;-277.0;-528.0;251.0
-350.0;?;-958.0;-958.0;?;4;-3;?;955.0;-414.0;?;-528.0;?
-368.0;?;-965.0;-977.0;?;4;7;277.0;937.0;-415.0;-268.0;-517.0;230.0
?;347.0;-977.0;-991.0;612.0;4;82;?;959.0;-409.0;-262.0;-502.0;244.0
-393.0;357.0;-968.0;-993.0;?;4;57;311.0;976.0;-409.0;-194.0;?;269.0
-453.0;?;-965.0;?;608.0;4;-54;315.0;991.0;?;-118.0;?;?
-481.0;344.0;-970.0;?;605.0;5;-33;313.0;971.0;-409.0;?;-509.0;?
?;354.0;-964.0;-965.0;607.0;5;?;322.0;963.0;-406.0;74.0;-502.0;280.0
?;379.0;?;-944.0;606.0;5;5;318.0;941.0;-408.0;133.0;?;276.0
-405.0;366.0;-938.0;-924.0;605.0;5;16;?;942.0;-407.0;201.0;-528.0;254.0
-373.0;337.0;-922.0;-913.0;?;5;0;283.0;912.0;-410.0;239.0;-516.0;227.0
-366.0;307.0;-887.0;-908.0;?;5;1;212.0;903.0;-416.0;224.0;?;?
-150.0;?;-698.0;-789.0;606.0;5;10;127.0;902.0;-416.0;80.0;-456.0;170.0
401.0;-49.0;-900.0;-782.0;602.0;5;4;115.0;755.0;?;-168.0;?;119.0
-8.0;163.0;-1195.0;-1369.0;599.0;5;-2;222.0;816.0;-415.0;299.0;-26.0;?
-650.0;612.0;-1272.0;-1444.0;?;5;5;136.0;1451.0;?;293.0;-785.0;161.0
-727.0;459.0;-1049.0;?;600.0;?;1;44.0;1345.0;?;174.0;-926.0;-32.0
?;?;-842.0;-842.0;597.0;?;?;196.0;1103.0;-407.0;?;-755.0;20.0
-144.0;149.0;-741.0;?;591.0;?;5;155.0;816.0;-408.0;-20.0;-464.0;91.0
-82.0;35.0;-831.0;-742.0;585.0;4;-10;?;743.0;-403.0;145.0;-235.0;122.0
-162.0;152.0;?;?;?;4;-1;156.0;?;-403.0;310.0;-184.0;100.0
-367.0;319.0;?;-1016.0;588.0;4;23;?;?;-405.0;305.0;-462.0;154.0
-351.0;?;-932.0;-1010.0;590.0;4;-3;?;987.0;-407.0;287.0;-552.0;126.0
-187.0;243.0;-925.0;-980.0;?;4;-11;215.0;971.0;-404.0;275.0;-533.0;117.0
-126.0;?;-942.0;-972.0;?;?;?;199.0;?;?;205.0;-455.0;107.0
-153.0;212.0;?;-962.0;?;4;7;190.0;971.0;-408.0;175.0;-399.0;124.0
-252.0;233.0;-922.0;-962.0;594.0;?;-13;?;959.0;-410.0;?;?;165.0
-208.0;?;-924.0;-973.0;595.0;?;-6;221.0;967.0;?;?;-423.0;?
-269.0;?;-946.0;-986.0;597.0;4;-2;200.0;959.0;?;?;-429.0;170.0
-302.0;?;-952.0;?;?;3;-1;195.0;972.0;-414.0;92.0;-437.0;153.0
-320.0;239.0;-950.0;-971.0;?;3;-4;?;993.0;-417.0;31.0;-444.0;?
-265.0;233.0;-949.0;-968.0;596.0;3;-5;208.0;955.0;-416.0;-2.0;-437.0;?
-333.0;247.0;-955.0;-981.0;600.0;?;-5;217.0;961.0;?;-68.0;-398.0;211.0
-334.0;242.0;-949.0;-1008.0;600.0;3;1;224.0;?;-420.0;-37.0;-415.0;209.0
-334.0;225.0;-970.0;-1019.0;601.0;3;13;224.0;?;?;?;?;208.0
?;?;-969.0;-1021.0;600.0;3;8;230.0;1026.0;-425.0;-60.0;-406.0;186.0
-363.0;?;-950.0;-997.0;?;3;-8;232.0;?;-427.0;-126.0;-408.0;197.0
?;?;-947.0;-979.0;599.0;3;-6;234.0;?;-429.0;?;-446.0;?
-372.0;278.0;-956.0;?;595.0;3;3;263.0;993.0;?;-19.0;-485.0;?
-383.0;270.0;-956.0;-974.0;595.0;4;-3;267.0;984.0;-432.0;3.0;-460.0;223.0
-322.0;269.0;-975.0;-993.0;597.0;4;-16;271.0;968.0;?;4.0;-461.0;?
?;271.0;-972.0;-1011.0;?;4;-4;278.0;989.0;-436.0;13.0;-463.0;243.0
-316.0;278.0;-951.0;?;597.0;3;14;?;?;-439.0;0.0;-429.0;246.0
?;285.0;-938.0;?;598.0;3;-5;249.0;961.0;?;?;-458.0;?
-245.0;278.0;-963.0;?;597.0;3;-2;?;978.0;-437.0;-20.0;-479.0;189.0
-281.0;289.0;-984.0;-1020.0;598.0;?;22;?;?;?;-74.0;-488.0;168.0
-284.0;311.0;-982.0;?;599.0;2;-9;219.0;1025.0;-441.0;-104.0;-484.0;180.0
-237.0;?;-963.0;-1005.0;599.0;2;-12;233.0;1001.0;-438.0;-124.0;-487.0;189.0
?;310.0;-947.0;-984.0;?;1;10;240.0;1009.0;-437.0;-163.0;-509.0;219.0
?;314.0;-949.0;-965.0;?;1;-30;236.0;981.0;-438.0;-182.0;-491.0;?
?;?;-945.0;-970.0;598.0;0;50;244.0;958.0;?;-193.0;-520.0;190.0
?;339.0;-954.0;?;?;0;150;248.0;970.0;-435.0;?;-537.0;176.0
-266.0;340.0;-944.0;-951.0;599.0;0;7;255.0;962.0;?;-216.0;?;185.0
-263.0;?;-949.0;?;601.0;1;-103;279.0;952.0;-433.0;?;-531.0;187.0
-311.0;?;-960.0;-982.0;600.0;1;?;287.0;?;?;-215.0;-535.0;204.0
-363.0;346.0;-959.0;-984.0;604.0;1;12;280.0;?;?;-168.0;-512.0;245.0
-382.0;361.0;-955.0;-979.0;?;1;?;270.0;966.0;-433.0;-131.0;-514.0;242.0
-376.0;351.0;-961.0;-987.0;608.0;1;-7;?;977.0;-433.0;-118.0;-534.0;?
-405.0;343.0;?;-976.0;607.0;1;4;270.0;?;-431.0;-51.0;-510.0;235.0
?;244.0;-955.0;?;609.0;4;-4;244.0;958.0;?;?;-432.0;210.0
?;252.0;-975.0;-1006.0;608.0;4;?;235.0;984.0;-429.0;9.0;?;?
-299.0;258.0;?;-998.0;?;4;-1;235.0;1001.0;-429.0;-18.0;-435.0;202.0
-294.0;252.0;-946.0;-973.0;607.0;4;6;240.0;996.0;-427.0;?;-434.0;206.0
-319.0;248.0;-954.0;-984.0;605.0;4;7;235.0;976.0;-428.0;-33.0;-433.0;176.0
-315.0;245.0;-942.0;-981.0;606.0;4;3;231.0;?;?;-31.0;?;?
-333.0;258.0;-948.0;-980.0;604.0;4;-4;235.0;972.0;-428.0;-20.0;-441.0;214.0
-296.0;250.0;-962.0;-1001.0;602.0;4;-3;230.0;981.0;-425.0;-11.0;-438.0;199.0
?;?;-966.0;-991.0;602.0;4;?;?;1017.0;-427.0;-40.0;-465.0;194.0
-302.0;242.0;-949.0;?;?;4;6;232.0;986.0;?;-42.0;?;203.0
-370.0;?;-948.0;-969.0;601.0;?;8;246.0;975.0;-427.0;-16.0;-422.0;?
-324.0;259.0;-955.0;-975.0;?;4;-1;244.0;987.0;-432.0;-7.0;-436.0;210.0
?;?;?;-985.0;600.0;4;-4;?;978.0;-431.0;2.0;?;217.0
-340.0;270.0;-979.0;?;602.0;4;5;?;987.0;-432.0;-3.0;-439.0;228.0
-351.0;268.0;?;-1011.0;602.0;?;4;267.0;?;-432.0;1.0;-450.0;231.0
-345.0;278.0;-966.0;-983.0;602.0;5;1;267.0;1006.0;-433.0;36.0;-454.0;?
-326.0;286.0;-965.0;-978.0;604.0;5;4;270.0;989.0;-433.0;15.0;?;220.0
-325.0;285.0;-961.0;-986.0;602.0;?;2;280.0;970.0;-433.0;69.0;-472.0;211.0
-322.0;293.0;-967.0;-983.0;604.0;5;-7;278.0;989.0;-438.0;70.0;-462.0;239.0
-322.0;305.0;-972.0;-986.0;603.0;5;5;279.0;?;-438.0;10.0;-481.0;233.0
-281.0;298.0;-969.0;-997.0;604.0;?;-8;?;981.0;?;2.0;-481.0;?
-260.0;290.0;?;-994.0;607.0;5;-17;263.0;982.0;-437.0;-3.0;-469.0;?
-242.0;?;-965.0;-996.0;606.0;4;?;252.0;985.0;-440.0;-34.0;-454.0;235.0
-302.0;283.0;-969.0;?;?;4;72;242.0;1000.0;-438.0;-67.0;-460.0;?
-305.0;?;-973.0;-1004.0;609.0;4;27;235.0;?;-440.0;-95.0;-457.0;207.0
-341.0;?;-971.0;-999.0;610.0;?;-10;249.0;997.0;-440.0;-86.0;-471.0;235.0
-292.0;297.0;-970.0;-1004.0;?;?;-36;262.0;987.0;-441.0;-115.0;-460.0;227.0
-347.0;302.0;-964.0;-996.0;608.0;?;-2;268.0;1003.0;-443.0;-103.0;-460.0;?
?;311.0;-954.0;-984.0;609.0;5;9;280.0;998.0;-440.0;-95.0;?;244.0
?;312.0;?;-969.0;606.0;5;9;285.0;978.0;-438.0;-61.0;?;236.0
-367.0;325.0;-944.0;-958.0;606.0;5;15;278.0;?;?;-41.0;-493.0;259.0
-381.0;349.0;-891.0;-904.0;608.0;5;?;251.0;942.0;-436.0;-59.0;-464.0;242.0
-313.0;281.0;?;?;604.0;5;?;?;877.0;-437.0;-167.0;-479.0;201.0
-102.0;123.0;-703.0;?;?;5;?;?;794.0;-436.0;?;-286.0;160.0
-43.0;70.0;?;?;?;5;4;94.0;763.0;-433.0;?;-122.0;156.0
-346.0;164.0;-1298.0;-1310.0;604.0;?;?;213.0;?;-429.0;502.0;-256.0;?
-671.0;400.0;?;?;600.0;5;3;230.0;1330.0;-420.0;?;-719.0;187.0
-627.0;419.0;-1157.0;-1175.0;603.0;5;6;131.0;1496.0;-414.0;?;?;115.0
-359.0;?;-849.0;-835.0;600.0;5;5;244.0;1118.0;-412.0;-90.0;?;?
-123.0;116.0;-760.0;-767.0;598.0;?;?;?;832.0;-411.0;-8.0;-358.0;199.0
?;126.0;?;-818.0;597.0;5;13;?;781.0;-406.0;64.0;-251.0;199.0
-335.0;?;-926.0;-918.0;595.0;5;?;262.0;827.0;-411.0;-8.0;-309.0;220.0
-395.0;313.0;-961.0;?;597.0;?;?;289.0;929.0;?;?;?;284.0
-377.0;256.0;-968.0;-1051.0;599.0;5;6;266.0;1028.0;?;?;?;273.0
?;207.0;?;-1025.0;596.0;5;?;218.0;?;-413.0;?;-426.0;226.0
?;197.0;-953.0;?;597.0;?;2;194.0;997.0;-416.0;?;-373.0;173.0
-376.0;207.0;?;-977.0;598.0;?;3;198.0;986.0;?;?;-371.0;188.0
-349.0;222.0;-938.0;?;597.0;5;5;?;976.0;?;127.0;-400.0;181.0
-348.0;232.0;-935.0;-973.0;595.0;?;4;178.0;968.0;-420.0;173.0;-385.0;180.0
?;231.0;-952.0;-975.0;596.0;6;-4;184.0;982.0;-422.0;204.0;-411.0;?
-264.0;234.0;-935.0;-970.0;596.0;6;-4;187.0;982.0;-421.0;181.0;?;?
-234.0;221.0;-956.0;-989.0;595.0;5;?;195.0;983.0;-423.0;152.0;-415.0;167.0
?;212.0;-955.0;-993.0;?;5;?;211.0;999.0;-424.0;90.0;-406.0;?
-261.0;217.0;?;?;?;5;2;229.0;?;-423.0;?;-395.0;?
-337.0;230.0;-964.0;-994.0;596.0;?;3;252.0;1000.0;-426.0;7.0;-397.0;211.0
-315.0;217.0;-950.0;-995.0;598.0;6;?;277.0;1009.0;?;39.0;-392.0;235.0
-356.0;205.0;?;?;?;6;4;266.0;994.0;-427.0;?;-376.0;236.0
-390.0;193.0;-955.0;-1002.0;597.0;5;-4;258.0;?;-430.0;27.0;-376.0;?
-401.0;214.0;?;-980.0;597.0;?;0;259.0;1015.0;-430.0;?;-382.0;250.0
-455.0;226.0;?;-994.0;598.0;6;2;254.0;985.0;-428.0;94.0;-382.0;?
-427.0;211.0;?;-998.0;597.0;?;3;237.0;?;-428.0;90.0;-381.0;237.0
-371.0;205.0;-955.0;-979.0;?;6;-5;229.0;996.0;-429.0;68.0;-383.0;211.0
?;213.0;-958.0;-999.0;594.0;6;-13;220.0;980.0;-429.0;90.0;-375.0;227.0
-350.0;215.0;-955.0;-1000.0;594.0;6;0;?;996.0;-429.0;86.0;-378.0;213.0
-339.0;?;-961.0;-1004.0;?;?;-1;211.0;?;-430.0;?;-376.0;200.0
-342.0;216.0;?;-1004.0;?;?;-9;?;1000.0;-427.0;35.0;?;210.0
-317.0;203.0;-962.0;-1005.0;596.0;6;-5;221.0;?;-427.0;2.0;-380.0;224.0
-305.0;196.0;-950.0;-991.0;?;6;1;227.0;1003.0;-432.0;-10.0;-349.0;261.0
?;206.0;-951.0;?;594.0;6;13;235.0;990.0;-428.0;-20.0;-387.0;230.0
-368.0;?;-951.0;-991.0;?;6;6;232.0;?;-429.0;-29.0;-386.0;208.0
-375.0;?;?;-987.0;592.0;6;-7;227.0;1002.0;-430.0;-49.0;-377.0;213.0
-343.0;?;-964.0;-996.0;590.0;?;?;233.0;1006.0;?;-40.0;-378.0;222.0
?;202.0;-999.0;-1031.0;589.0;6;?;?;1013.0;-429.0;-45.0;-390.0;217.0
-385.0;227.0;-1011.0;-1064.0;590.0;6;-1;250.0;1057.0;?;-12.0;?;227.0
-388.0;256.0;-1008.0;-1045.0;587.0;?;22;255.0;1055.0;-431.0;-56.0;?;227.0
?;252.0;-958.0;?;590.0;?;4;251.0;?;-430.0;-127.0;?;240.0
?;237.0;-935.0;-955.0;586.0;5;21;260.0;989.0;-429.0;-133.0;-399.0;224.0
-274.0;240.0;-941.0;-939.0;588.0;4;?;251.0;977.0;-427.0;-140.0;-400.0;228.0
-260.0;261.0;?;-951.0;589.0;?;?;244.0;930.0;-427.0;-202.0;-425.0;?
-301.0;287.0;?;-992.0;588.0;5;-55;241.0;963.0;-426.0;-270.0;-469.0;209.0
-302.0;296.0;-974.0;-1024.0;589.0;6;-3;?;983.0;-426.0;-290.0;-462.0;210.0
-350.0;293.0;-979.0;-1039.0;591.0;6;-10;226.0;1023.0;-427.0;?;-471.0;?
?;282.0;-962.0;-1027.0;590.0;?;-15;224.0;1039.0;-424.0;-339.0;?;212.0
-396.0;?;?;-963.0;586.0;?;11;207.0;?;-419.0;-346.0;-454.0;216.0
?;292.0;?;-883.0;?;?;?;186.0;951.0;-413.0;?;-415.0;?
-226.0;154.0;-749.0;-779.0;583.0;?;-7;179.0;875.0;-411.0;-412.0;?;186.0
?;95.0;-643.0;-690.0;582.0;6;3;115.0;795.0;?;-445.0;-217.0;126.0
-77.0;?;-844.0;-760.0;583.0;6;?;52.0;654.0;?;?;-124.0;124.0
-420.0;?;?;-1225.0;?;6;2;208.0;805.0;-399.0;389.0;?;182.0
-679.0;?;-1417.0;-1594.0;?;6;4;295.0;1347.0;-400.0;265.0;?;188.0
-660.0;418.0;?;-1315.0;589.0;6;3;?;1588.0;-394.0;67.0;?;?
-441.0;274.0;-942.0;-907.0;588.0;6;3;213.0;1202.0;-388.0;-32.0;-500.0;232.0
-324.0;110.0;-810.0;-803.0;583.0;6;-1;219.0;881.0;-390.0;67.0;-353.0;167.0
-239.0;?;?;-814.0;579.0;6;3;232.0;816.0;-390.0;93.0;?;173.0
-209.0;?;-903.0;-891.0;581.0;?;11;202.0;832.0;-388.0;109.0;?;175.0
-341.0;320.0;-913.0;-949.0;584.0;6;8;?;917.0;?;156.0;-461.0;209.0
-340.0;255.0;-934.0;-995.0;590.0;6;?;193.0;944.0;?;?;-460.0;181.0
?;?;-941.0;-1014.0;590.0;?;10;172.0;975.0;-391.0;?;-398.0;180.0
-236.0;185.0;-953.0;-1011.0;593.0;6;7;168.0;1008.0;?;161.0;-372.0;168.0
-297.0;198.0;-943.0;-984.0;593.0;6;6;171.0;?;?;?;-375.0;159.0
-302.0;225.0;-930.0;-962.0;?;?;5;?;970.0;-392.0;131.0;-368.0;179.0
-346.0;230.0;-933.0;-963.0;591.0;6;3;210.0;971.0;-396.0;?;-388.0;214.0
?;230.0;-951.0;-975.0;594.0;6;7;205.0;961.0;?;156.0;?;205.0
-324.0;222.0;-953.0;-988.0;?;7;7;?;989.0;?;?;-414.0;?
-302.0;?;?;-1002.0;591.0;7;0;221.0;?;-397.0;128.0;-405.0;199.0
?;213.0;-955.0;?;?;?;-2;?;?;-399.0;119.0;-388.0;197.0
-322.0;213.0;-949.0;?;594.0;7;-1;222.0;982.0;-405.0;118.0;-380.0;?
?;216.0;-955.0;-991.0;593.0;7;?;228.0;?;-403.0;?;-383.0;223.0
?;208.0;-967.0;-988.0;594.0;7;4;?;1006.0;-405.0;81.0;-382.0;204.0
?;?;-955.0;?;?;7;8;218.0;987.0;-404.0;?;-378.0;213.0
-345.0;193.0;-964.0;-1012.0;595.0;7;?;208.0;998.0;?;56.0;-365.0;?
-365.0;198.0;?;-1013.0;?;7;1;?;?;-409.0;?;-372.0;180.0
-364.0;202.0;?;-989.0;595.0;7;?;207.0;1011.0;-410.0;46.0;-387.0;199.0
-352.0;191.0;-949.0;?;?;7;0;198.0;?;-407.0;?;-371.0;209.0
-377.0;193.0;-957.0;?;597.0;7;1;?;?;-410.0;35.0;?;?
-354.0;?;-951.0;-989.0;595.0;?;?;213.0;991.0;-411.0;39.0;-379.0;202.0
?;?;-956.0;-987.0;595.0;?;?;212.0;984.0;-408.0;41.0;-368.0;201.0
-318.0;189.0;-955.0;-991.0;594.0;8;4;?;996.0;-410.0;19.0;-367.0;228.0
-332.0;198.0;-952.0;?;595.0;8;?;225.0;1003.0;-412.0;35.0;-361.0;?
?;197.0;-946.0;-985.0;?;8;-1;221.0;983.0;-411.0;10.0;?;221.0
?;196.0;-951.0;-996.0;596.0;8;-2;228.0;978.0;-410.0;6.0;-368.0;231.0
-362.0;198.0;?;-996.0;594.0;8;-6;223.0;1012.0;-413.0;6.0;-380.0;231.0
-378.0;?;-944.0;-997.0;594.0;8;-4;226.0;?;-412.0;-11.0;-372.0;217.0
-392.0;192.0;-952.0;-986.0;595.0;8;1;224.0;1015.0;-413.0;45.0;-368.0;220.0
-393.0;189.0;-940.0;-990.0;595.0;8;?;229.0;998.0;-415.0;12.0;-367.0;?
-407.0;?;-957.0;-1003.0;595.0;8;3;231.0;1006.0;?;44.0;-369.0;?
-412.0;187.0;-969.0;-999.0;598.0;8;-2;231.0;1024.0;-412.0;46.0;-362.0;226.0
-408.0;172.0;-954.0;-995.0;597.0;8;?;234.0;?;-414.0;67.0;-355.0;239.0
-390.0;173.0;-954.0;?;?;?;?;226.0;1005.0;?;?;-327.0;250.0
-390.0;193.0;-947.0;-999.0;598.0;8;-1;?;996.0;-416.0;57.0;-338.0;239.0
-406.0;193.0;-952.0;-996.0;?;8;-3;221.0;1012.0;-419.0;90.0;-376.0;218.0
-347.0;?;-962.0;-999.0;?;8;2;?;1011.0;-418.0;50.0;-353.0;200.0
-375.0;178.0;?;-999.0;597.0;8;0;?;1005.0;-420.0;37.0;-340.0;?
-376.0;?;-965.0;?;598.0;8;-4;?;1005.0;?;18.0;-349.0;217.0
-363.0;191.0;-957.0;-995.0;599.0;8;?;220.0;1007.0;-417.0;24.0;-351.0;?
-363.0;194.0;-953.0;-994.0;598.0;8;?;?;993.0;-417.0;?;?;227.0
?;176.0;-948.0;-999.0;598.0;8;?;222.0;988.0;?;14.0;-348.0;225.0
?;174.0;-955.0;-1003.0;595.0;8;?;230.0;?;-416.0;-32.0;-365.0;219.0
-357.0;186.0;-958.0;-994.0;597.0;?;-8;?;1007.0;-419.0;?;-378.0;219.0
-368.0;179.0;-960.0;-995.0;596.0;8;3;230.0;?;-416.0;-42.0;?;?
-398.0;177.0;-945.0;-989.0;596.0;8;4;236.0;1006.0;-417.0;?;?;223.0
-407.0;175.0;-958.0;-996.0;597.0;?;?;247.0;1006.0;-416.0;?;-351.0;256.0
-428.0;159.0;-970.0;-1003.0;595.0;?;3;245.0;998.0;-419.0;-20.0;-341.0;252.0
-433.0;171.0;?;-1012.0;?;8;4;257.0;?;-417.0;-25.0;-316.0;258.0
-433.0;?;-958.0;?;595.0;8;?;?;1021.0;?;-28.0;?;270.0
?;?;-957.0;?;595.0;8;-1;250.0;1001.0;-417.0;28.0;?;269.0
-400.0;181.0;?;?;594.0;8;0;?;998.0;?;46.0;-357.0;?
-414.0;190.0;?;-992.0;594.0;8;6;233.0;989.0;-421.0;67.0;?;248.0
?;211.0;-951.0;-1011.0;595.0;8;2;225.0;?;-422.0;71.0;?;226.0
?;?;-951.0;-1002.0;593.0;8;6;200.0;1031.0;-422.0;53.0;-349.0;216.0
-314.0;139.0;?;-988.0;592.0;?;10;177.0;1009.0;-424.0;-39.0;-304.0;193.0
-364.0;201.0;-963.0;-981.0;592.0;8;3;176.0;980.0;-425.0;12.0;?;193.0
-380.0;209.0;-949.0;-1002.0;?;8;4;183.0;989.0;?;-117.0;-358.0;201.0
?;162.0;-967.0;?;588.0;8;?;?;1004.0;-426.0;-186.0;-340.0;204.0
?;?;-949.0;-987.0;585.0;8;0;232.0;1014.0;-425.0;-149.0;?;?
?;153.0;-928.0;-973.0;582.0;?;?;276.0;1008.0;-423.0;-105.0;-333.0;?
?;186.0;-929.0;-972.0;584.0;8;7;279.0;997.0;-427.0;-11.0;-359.0;277.0
-440.0;214.0;?;-983.0;586.0;8;3;265.0;?;-429.0;40.0;-390.0;?
?;212.0;-955.0;?;?;8;-1;?;997.0;-428.0;?;-392.0;236.0
-455.0;197.0;-970.0;?;584.0;8;5;?;?;-429.0;86.0;?;223.0
-376.0;?;?;-1015.0;584.0;?;5;219.0;1020.0;-431.0;67.0;-353.0;229.0
-386.0;153.0;-954.0;-1003.0;580.0;8;?;?;1034.0;?;111.0;-331.0;?
?;?;-955.0;?;579.0;8;?;193.0;?;?;100.0;-300.0;213.0
?;158.0;-946.0;-985.0;?;8;?;?;1011.0;?;143.0;-337.0;214.0
-374.0;153.0;-947.0;?;?;8;3;?;?;-428.0;?;-313.0;194.0
?;154.0;-948.0;-974.0;579.0;?;4;?;982.0;-430.0;89.0;?;222.0
-353.0;150.0;-944.0;-985.0;580.0;8;5;190.0;981.0;-431.0;?;-341.0;207.0
-353.0;147.0;-953.0;-1003.0;?;8;?;193.0;988.0;-432.0;80.0;-357.0;205.0
-362.0;151.0;-953.0;?;583.0;?;-3;210.0;1032.0;-431.0;64.0;-343.0;188.0
-339.0;?;-944.0;-1009.0;585.0;8;?;?;?;-432.0;87.0;-355.0;211.0
?;146.0;-941.0;-999.0;583.0;8;?;216.0;?;?;72.0;-324.0;205.0
-365.0;135.0;-949.0;-996.0;583.0;8;-2;217.0;999.0;-433.0;70.0;-315.0;227.0
-363.0;131.0;-951.0;-995.0;585.0;?;12;219.0;1014.0;-430.0;33.0;-301.0;216.0
-383.0;131.0;-935.0;-985.0;584.0;8;?;229.0;1025.0;?;37.0;-295.0;216.0
-415.0;135.0;-942.0;-985.0;584.0;?;?;222.0;1005.0;?;22.0;-303.0;229.0
-413.0;134.0;-957.0;-997.0;586.0;?;2;215.0;1008.0;-431.0;37.0;-301.0;239.0
?;?;?;-1003.0;587.0;9;?;224.0;?;-432.0;45.0;?;?
