InertialMeasurementUnit BACK accZ;InertialMeasurementUnit LUA magneticZ;Accelerometer RKN^ accZ;InertialMeasurementUnit BACK magneticX;Accelerometer BACK accZ;InertialMeasurementUnit BACK magneticY;InertialMeasurementUnit LLA magneticY;Accelerometer HIP accZ
124.0;496.0;184.0;539.0;-447.0;-448.0;416.0;?
120.0;495.0;153.0;538.0;-427.0;-448.0;436.0;417.0
114.0;?;149.0;538.0;-432.0;-451.0;453.0;393.0
111.0;502.0;144.0;538.0;-424.0;-453.0;464.0;439.0
112.0;505.0;143.0;534.0;-423.0;?;472.0;398.0
100.0;508.0;167.0;532.0;?;-452.0;478.0;405.0
105.0;511.0;161.0;532.0;-427.0;-452.0;481.0;456.0
103.0;515.0;164.0;531.0;-442.0;-450.0;?;407.0
117.0;518.0;167.0;530.0;-452.0;-448.0;492.0;422.0
104.0;523.0;176.0;528.0;?;-449.0;497.0;434.0
107.0;?;171.0;527.0;-439.0;-446.0;?;435.0
133.0;530.0;167.0;526.0;-432.0;-446.0;503.0;415.0
111.0;537.0;160.0;523.0;-411.0;-447.0;499.0;425.0
111.0;542.0;167.0;524.0;-390.0;-449.0;?;?
113.0;546.0;208.0;523.0;-372.0;-445.0;482.0;433.0
110.0;?;186.0;521.0;-426.0;-448.0;475.0;421.0
115.0;551.0;181.0;519.0;-453.0;-449.0;471.0;398.0
31.0;553.0;185.0;523.0;-459.0;-447.0;469.0;437.0
64.0;550.0;181.0;523.0;-468.0;-449.0;467.0;422.0
118.0;545.0;184.0;524.0;-489.0;?;466.0;426.0
112.0;540.0;165.0;526.0;-458.0;-451.0;461.0;466.0
?;539.0;?;526.0;-467.0;-451.0;462.0;439.0
145.0;538.0;171.0;527.0;-421.0;-450.0;463.0;425.0
140.0;535.0;185.0;525.0;-375.0;-452.0;464.0;456.0
123.0;532.0;189.0;527.0;-431.0;-449.0;465.0;437.0
113.0;?;187.0;524.0;-432.0;-446.0;?;444.0
91.0;527.0;184.0;524.0;-445.0;-448.0;474.0;435.0
73.0;527.0;152.0;526.0;-451.0;-444.0;476.0;447.0
97.0;523.0;156.0;527.0;-431.0;-447.0;479.0;462.0
93.0;522.0;149.0;526.0;-431.0;-445.0;478.0;424.0
122.0;524.0;148.0;526.0;-449.0;-449.0;476.0;454.0
113.0;524.0;?;528.0;-441.0;-445.0;474.0;459.0
103.0;528.0;138.0;526.0;-461.0;?;475.0;427.0
101.0;532.0;141.0;525.0;-428.0;?;470.0;?
107.0;534.0;150.0;526.0;-426.0;-450.0;467.0;438.0
120.0;533.0;179.0;525.0;-428.0;-452.0;466.0;413.0
114.0;538.0;179.0;528.0;?;-453.0;469.0;437.0
105.0;537.0;177.0;529.0;-432.0;-451.0;471.0;410.0
103.0;538.0;207.0;527.0;-453.0;-456.0;468.0;408.0
105.0;?;?;524.0;-476.0;-458.0;?;490.0
119.0;540.0;?;?;-453.0;-454.0;468.0;429.0
111.0;538.0;191.0;524.0;-470.0;?;468.0;?
138.0;540.0;162.0;524.0;-477.0;-455.0;471.0;367.0
121.0;539.0;119.0;524.0;-490.0;-452.0;474.0;446.0
124.0;537.0;144.0;526.0;-480.0;-452.0;?;441.0
131.0;536.0;166.0;524.0;-479.0;-454.0;?;438.0
137.0;536.0;188.0;?;-446.0;-452.0;482.0;443.0
170.0;536.0;190.0;524.0;-432.0;-453.0;483.0;432.0
172.0;536.0;227.0;523.0;-438.0;-451.0;483.0;444.0
154.0;534.0;194.0;524.0;-431.0;-448.0;488.0;?
?;537.0;169.0;525.0;-445.0;-444.0;493.0;455.0
123.0;535.0;137.0;528.0;?;-440.0;498.0;456.0
96.0;533.0;151.0;?;-452.0;-435.0;505.0;452.0
115.0;532.0;150.0;?;-449.0;-436.0;507.0;466.0
109.0;532.0;159.0;531.0;-465.0;-435.0;510.0;453.0
?;530.0;166.0;533.0;-476.0;-432.0;509.0;502.0
135.0;530.0;187.0;533.0;-441.0;-429.0;510.0;469.0
141.0;527.0;183.0;534.0;-473.0;-428.0;514.0;433.0
159.0;528.0;163.0;534.0;-463.0;-426.0;515.0;465.0
131.0;527.0;156.0;534.0;-469.0;?;514.0;456.0
138.0;528.0;167.0;533.0;-450.0;-430.0;515.0;455.0
142.0;528.0;168.0;?;-480.0;-431.0;516.0;445.0
132.0;530.0;168.0;530.0;-457.0;-431.0;515.0;443.0
126.0;?;168.0;529.0;-464.0;-435.0;514.0;436.0
121.0;530.0;170.0;529.0;-467.0;-435.0;511.0;446.0
120.0;533.0;201.0;526.0;-462.0;-440.0;513.0;424.0
122.0;534.0;193.0;522.0;-490.0;-446.0;515.0;398.0
108.0;534.0;176.0;522.0;-474.0;?;?;419.0
114.0;?;162.0;520.0;-463.0;-455.0;510.0;417.0
122.0;537.0;167.0;516.0;-464.0;-466.0;505.0;419.0
133.0;539.0;197.0;514.0;?;-473.0;504.0;395.0
?;540.0;192.0;510.0;?;-478.0;496.0;426.0
131.0;543.0;194.0;508.0;-474.0;-485.0;488.0;414.0
118.0;543.0;238.0;506.0;-494.0;-491.0;478.0;402.0
120.0;543.0;232.0;504.0;-492.0;-495.0;469.0;389.0
124.0;543.0;185.0;502.0;-489.0;-496.0;458.0;374.0
115.0;545.0;168.0;501.0;-500.0;-499.0;450.0;415.0
116.0;544.0;186.0;501.0;?;-503.0;440.0;393.0
126.0;?;170.0;501.0;-478.0;?;435.0;396.0
115.0;?;139.0;499.0;-482.0;-504.0;432.0;?
122.0;539.0;169.0;500.0;-473.0;-505.0;434.0;382.0
125.0;539.0;168.0;502.0;-464.0;-504.0;431.0;392.0
115.0;536.0;179.0;501.0;-495.0;-502.0;431.0;387.0
110.0;533.0;177.0;501.0;-438.0;?;436.0;396.0
104.0;534.0;178.0;501.0;-469.0;-500.0;442.0;395.0
111.0;530.0;179.0;502.0;-513.0;-503.0;446.0;?
112.0;530.0;171.0;504.0;-440.0;?;447.0;435.0
107.0;?;150.0;505.0;-410.0;-499.0;?;427.0
110.0;526.0;148.0;510.0;-463.0;-500.0;450.0;403.0
101.0;526.0;?;509.0;-439.0;-498.0;451.0;413.0
89.0;525.0;162.0;511.0;-426.0;-495.0;?;424.0
?;?;?;508.0;-469.0;-496.0;458.0;415.0
102.0;524.0;165.0;509.0;?;?;459.0;425.0
94.0;?;160.0;510.0;-447.0;-491.0;460.0;424.0
89.0;521.0;148.0;509.0;-450.0;-492.0;464.0;?
90.0;?;139.0;511.0;-513.0;-492.0;466.0;429.0
78.0;521.0;139.0;509.0;?;-490.0;468.0;444.0
80.0;522.0;140.0;511.0;-444.0;-490.0;468.0;414.0
85.0;523.0;149.0;511.0;-452.0;-489.0;468.0;429.0
72.0;525.0;147.0;510.0;-468.0;?;468.0;429.0
82.0;521.0;148.0;511.0;-463.0;-483.0;470.0;384.0
86.0;521.0;150.0;?;-461.0;-484.0;475.0;448.0
96.0;524.0;164.0;513.0;-456.0;?;476.0;452.0
82.0;?;168.0;512.0;-464.0;-482.0;477.0;406.0
103.0;523.0;169.0;515.0;?;-481.0;482.0;381.0
91.0;523.0;161.0;513.0;-485.0;-480.0;?;426.0
86.0;523.0;158.0;516.0;-491.0;-476.0;489.0;429.0
?;521.0;152.0;?;-480.0;?;492.0;414.0
112.0;524.0;140.0;518.0;-440.0;-477.0;493.0;425.0
113.0;521.0;131.0;516.0;-451.0;?;?;404.0
104.0;520.0;119.0;517.0;-451.0;?;493.0;407.0
105.0;520.0;138.0;?;-458.0;-472.0;497.0;428.0
111.0;519.0;157.0;519.0;-452.0;-472.0;?;419.0
105.0;518.0;139.0;520.0;-453.0;-469.0;505.0;422.0
105.0;?;?;520.0;-427.0;-468.0;506.0;431.0
112.0;514.0;138.0;521.0;-475.0;-468.0;506.0;430.0
?;515.0;152.0;522.0;-457.0;-467.0;505.0;426.0
111.0;516.0;138.0;524.0;-432.0;-465.0;505.0;441.0
118.0;515.0;109.0;524.0;-420.0;-464.0;508.0;414.0
107.0;514.0;99.0;522.0;-435.0;-464.0;508.0;397.0
103.0;517.0;121.0;?;-425.0;-465.0;507.0;406.0
94.0;517.0;98.0;518.0;-418.0;-463.0;506.0;414.0
106.0;517.0;99.0;519.0;-448.0;-466.0;506.0;405.0
95.0;519.0;117.0;?;?;-465.0;506.0;424.0
88.0;519.0;134.0;518.0;-431.0;-465.0;508.0;405.0
98.0;520.0;125.0;515.0;-463.0;-464.0;505.0;?
97.0;521.0;99.0;515.0;?;-463.0;505.0;393.0
98.0;522.0;109.0;516.0;?;?;508.0;?
104.0;522.0;78.0;?;-481.0;-459.0;?;410.0
109.0;523.0;83.0;516.0;-431.0;-458.0;513.0;439.0
98.0;523.0;118.0;516.0;-429.0;-456.0;515.0;412.0
107.0;523.0;112.0;515.0;-459.0;-458.0;521.0;410.0
102.0;523.0;?;516.0;-429.0;-458.0;522.0;411.0
?;524.0;132.0;516.0;-460.0;-455.0;?;401.0
94.0;523.0;132.0;515.0;-443.0;-454.0;522.0;389.0
98.0;522.0;99.0;515.0;-460.0;-457.0;523.0;420.0
96.0;524.0;101.0;516.0;-481.0;?;?;398.0
97.0;522.0;96.0;516.0;?;-453.0;522.0;387.0
96.0;522.0;112.0;513.0;-452.0;-452.0;519.0;407.0
107.0;525.0;122.0;512.0;-451.0;-450.0;518.0;?
107.0;?;110.0;?;-476.0;-451.0;517.0;384.0
?;526.0;102.0;?;-458.0;-456.0;518.0;405.0
?;527.0;97.0;506.0;-476.0;-453.0;517.0;383.0
115.0;526.0;128.0;508.0;-412.0;-451.0;516.0;376.0
107.0;522.0;129.0;?;-486.0;-452.0;516.0;388.0
116.0;?;159.0;510.0;-458.0;-454.0;516.0;392.0
115.0;522.0;142.0;510.0;-460.0;-451.0;515.0;368.0
104.0;524.0;121.0;?;-444.0;-454.0;514.0;364.0
101.0;523.0;144.0;512.0;-459.0;-450.0;512.0;365.0
103.0;524.0;164.0;510.0;-457.0;-448.0;510.0;388.0
92.0;525.0;?;509.0;-469.0;-451.0;508.0;389.0
99.0;526.0;133.0;509.0;-449.0;-447.0;511.0;395.0
102.0;526.0;149.0;509.0;-406.0;-447.0;?;399.0
83.0;?;162.0;?;-380.0;-445.0;508.0;355.0
80.0;525.0;141.0;507.0;-409.0;-441.0;514.0;380.0
73.0;?;123.0;507.0;-419.0;-440.0;516.0;368.0
82.0;529.0;151.0;508.0;-412.0;-437.0;518.0;362.0
68.0;527.0;167.0;?;-445.0;-434.0;521.0;375.0
57.0;?;?;506.0;-459.0;-437.0;522.0;366.0
50.0;529.0;177.0;505.0;-445.0;-437.0;522.0;406.0
82.0;?;188.0;504.0;?;?;527.0;390.0
77.0;534.0;?;502.0;-423.0;-436.0;526.0;388.0
79.0;534.0;184.0;502.0;-407.0;-435.0;529.0;394.0
77.0;533.0;158.0;502.0;?;-434.0;?;382.0
69.0;533.0;184.0;501.0;-446.0;-436.0;533.0;412.0
56.0;533.0;185.0;503.0;-446.0;-436.0;?;412.0
66.0;532.0;193.0;504.0;-422.0;-432.0;536.0;395.0
67.0;530.0;175.0;505.0;?;-432.0;537.0;405.0
66.0;531.0;?;507.0;-473.0;-435.0;?;375.0
68.0;530.0;174.0;506.0;-450.0;?;?;395.0
67.0;528.0;151.0;505.0;-470.0;-436.0;530.0;?
75.0;528.0;128.0;508.0;-439.0;-438.0;527.0;405.0
76.0;527.0;?;508.0;-442.0;-437.0;523.0;406.0
?;527.0;144.0;507.0;-448.0;-440.0;516.0;385.0
75.0;524.0;166.0;509.0;-439.0;-441.0;512.0;395.0
81.0;523.0;159.0;?;-442.0;-440.0;509.0;385.0
77.0;?;168.0;510.0;?;-442.0;506.0;399.0
79.0;521.0;?;509.0;-456.0;-443.0;505.0;417.0
87.0;521.0;168.0;511.0;-465.0;?;504.0;409.0
89.0;521.0;143.0;510.0;?;-441.0;503.0;395.0
88.0;520.0;131.0;512.0;?;-439.0;501.0;426.0
87.0;519.0;156.0;513.0;-453.0;-436.0;503.0;414.0
?;518.0;167.0;?;-463.0;-436.0;505.0;?
86.0;?;171.0;512.0;-465.0;?;509.0;405.0
90.0;519.0;158.0;513.0;?;-437.0;509.0;431.0
87.0;518.0;?;513.0;-491.0;-439.0;511.0;409.0
95.0;522.0;156.0;512.0;-420.0;?;515.0;431.0
91.0;520.0;132.0;514.0;?;-437.0;517.0;393.0
80.0;522.0;112.0;512.0;-450.0;?;518.0;427.0
103.0;522.0;137.0;513.0;-448.0;-438.0;520.0;427.0
84.0;523.0;152.0;512.0;?;-441.0;?;426.0
94.0;?;146.0;513.0;-483.0;-437.0;519.0;430.0
87.0;522.0;158.0;512.0;?;-436.0;520.0;387.0
92.0;522.0;148.0;513.0;-446.0;-436.0;521.0;417.0
91.0;523.0;158.0;511.0;-462.0;-435.0;?;402.0
95.0;522.0;170.0;512.0;-452.0;?;517.0;440.0
84.0;523.0;161.0;510.0;-413.0;-433.0;517.0;428.0
81.0;?;142.0;508.0;?;-435.0;519.0;410.0
111.0;522.0;141.0;512.0;-458.0;-433.0;?;450.0
86.0;521.0;?;513.0;-439.0;-432.0;?;422.0
82.0;521.0;140.0;511.0;-424.0;-433.0;521.0;423.0
102.0;522.0;141.0;513.0;-409.0;-436.0;521.0;410.0
81.0;521.0;155.0;513.0;-460.0;-436.0;524.0;417.0
73.0;522.0;153.0;513.0;-440.0;-437.0;524.0;?
85.0;524.0;152.0;?;-447.0;-436.0;523.0;435.0
79.0;?;148.0;510.0;-418.0;-439.0;?;444.0
101.0;526.0;?;506.0;?;-436.0;522.0;445.0
95.0;526.0;156.0;508.0;-445.0;-440.0;523.0;395.0
93.0;525.0;131.0;508.0;-463.0;-437.0;525.0;427.0
71.0;526.0;139.0;509.0;-456.0;-441.0;?;425.0
86.0;526.0;137.0;508.0;-445.0;-441.0;520.0;451.0
?;527.0;122.0;508.0;-462.0;-442.0;519.0;433.0
92.0;528.0;150.0;509.0;-434.0;-443.0;519.0;414.0
91.0;527.0;147.0;508.0;-457.0;-444.0;519.0;413.0
93.0;?;?;506.0;-472.0;-443.0;520.0;419.0
84.0;525.0;166.0;507.0;?;-447.0;519.0;399.0
96.0;530.0;172.0;508.0;-452.0;-449.0;517.0;413.0
97.0;?;?;506.0;?;?;516.0;420.0
103.0;529.0;114.0;505.0;-431.0;?;514.0;420.0
106.0;529.0;150.0;506.0;?;-454.0;512.0;432.0
95.0;528.0;164.0;506.0;-419.0;-452.0;?;446.0
112.0;527.0;171.0;507.0;-449.0;-453.0;512.0;408.0
?;528.0;144.0;508.0;-474.0;-450.0;?;405.0
98.0;525.0;?;508.0;-474.0;-450.0;511.0;415.0
105.0;527.0;149.0;?;-435.0;?;513.0;413.0
113.0;?;129.0;509.0;-438.0;-452.0;513.0;409.0
92.0;524.0;?;509.0;-457.0;-448.0;515.0;436.0
97.0;526.0;148.0;508.0;-456.0;-451.0;?;422.0
110.0;524.0;134.0;508.0;-439.0;?;514.0;425.0
115.0;523.0;?;510.0;-449.0;-450.0;516.0;410.0
119.0;524.0;113.0;514.0;-447.0;-449.0;515.0;425.0
109.0;523.0;120.0;514.0;-486.0;-449.0;515.0;?
107.0;522.0;117.0;515.0;-463.0;-445.0;520.0;430.0
115.0;520.0;127.0;513.0;-460.0;-444.0;522.0;419.0
121.0;521.0;143.0;515.0;?;-444.0;521.0;455.0
113.0;520.0;130.0;516.0;-453.0;-442.0;?;463.0
109.0;523.0;132.0;?;-466.0;-441.0;?;?
126.0;525.0;113.0;516.0;-452.0;-439.0;525.0;432.0
126.0;524.0;109.0;517.0;-454.0;-442.0;529.0;465.0
?;525.0;108.0;517.0;-447.0;-438.0;528.0;456.0
113.0;?;?;517.0;-471.0;-434.0;?;434.0
126.0;522.0;100.0;519.0;-456.0;-430.0;536.0;?
113.0;520.0;99.0;518.0;-459.0;-427.0;541.0;467.0
127.0;521.0;100.0;519.0;-472.0;-422.0;545.0;451.0
131.0;515.0;120.0;521.0;-476.0;?;550.0;464.0
131.0;516.0;119.0;520.0;-460.0;-418.0;551.0;474.0
129.0;517.0;115.0;520.0;-460.0;-417.0;556.0;463.0
113.0;517.0;96.0;520.0;-451.0;-413.0;559.0;471.0
126.0;516.0;101.0;521.0;-440.0;-410.0;563.0;474.0
110.0;516.0;125.0;519.0;-440.0;-411.0;568.0;?
114.0;516.0;150.0;520.0;-430.0;?;573.0;458.0
111.0;518.0;96.0;520.0;-443.0;-407.0;575.0;475.0
?;518.0;114.0;520.0;-446.0;-406.0;?;476.0
107.0;515.0;128.0;522.0;-445.0;-401.0;583.0;467.0
101.0;515.0;101.0;?;-456.0;-394.0;587.0;475.0
103.0;515.0;98.0;522.0;-439.0;-397.0;588.0;456.0
116.0;514.0;108.0;?;-451.0;-393.0;590.0;447.0
112.0;515.0;109.0;521.0;-424.0;-388.0;592.0;476.0
?;514.0;119.0;520.0;-434.0;-390.0;595.0;480.0
112.0;513.0;129.0;519.0;-458.0;-388.0;594.0;477.0
115.0;?;128.0;519.0;-429.0;?;596.0;463.0
?;514.0;?;519.0;-454.0;-383.0;597.0;500.0
116.0;512.0;137.0;519.0;-452.0;-382.0;601.0;476.0
114.0;512.0;110.0;?;-450.0;-379.0;?;452.0
112.0;514.0;100.0;519.0;-450.0;-378.0;604.0;464.0
106.0;512.0;116.0;520.0;-460.0;-375.0;607.0;489.0
109.0;512.0;118.0;521.0;-472.0;-372.0;612.0;455.0
121.0;511.0;125.0;519.0;-447.0;-370.0;615.0;477.0
112.0;510.0;129.0;521.0;-406.0;-368.0;619.0;490.0
101.0;511.0;125.0;518.0;-438.0;-365.0;622.0;483.0
117.0;513.0;112.0;519.0;-423.0;-369.0;624.0;?
101.0;511.0;154.0;?;-437.0;-366.0;626.0;416.0
122.0;513.0;125.0;515.0;-439.0;-368.0;626.0;487.0
104.0;515.0;127.0;?;-431.0;-370.0;625.0;450.0
93.0;514.0;139.0;513.0;-417.0;-369.0;626.0;440.0
121.0;513.0;139.0;?;-453.0;-371.0;627.0;457.0
91.0;517.0;140.0;514.0;-427.0;-370.0;628.0;469.0
104.0;517.0;135.0;515.0;-495.0;-369.0;624.0;442.0
105.0;517.0;137.0;517.0;?;-372.0;624.0;466.0
111.0;518.0;152.0;?;-420.0;-372.0;624.0;469.0
93.0;517.0;130.0;515.0;-439.0;-372.0;622.0;453.0
136.0;518.0;152.0;513.0;-458.0;-376.0;?;484.0
103.0;519.0;148.0;514.0;-436.0;-375.0;617.0;461.0
101.0;517.0;134.0;514.0;-502.0;-375.0;617.0;435.0
105.0;516.0;119.0;514.0;-429.0;-378.0;614.0;433.0
126.0;515.0;135.0;516.0;?;?;613.0;491.0
103.0;515.0;122.0;514.0;-439.0;-375.0;612.0;487.0
92.0;514.0;163.0;515.0;?;-377.0;?;486.0
84.0;515.0;145.0;515.0;-435.0;-379.0;606.0;476.0
88.0;514.0;120.0;517.0;-426.0;-381.0;?;464.0
93.0;512.0;109.0;517.0;-445.0;-383.0;605.0;434.0
93.0;?;109.0;516.0;-435.0;-387.0;602.0;447.0
84.0;512.0;109.0;517.0;-451.0;-385.0;597.0;443.0
91.0;513.0;110.0;517.0;-433.0;-388.0;595.0;445.0
89.0;512.0;?;515.0;-421.0;-392.0;589.0;423.0
98.0;513.0;142.0;515.0;-401.0;?;586.0;407.0
80.0;?;?;515.0;-420.0;-388.0;588.0;463.0
72.0;512.0;108.0;515.0;-450.0;?;584.0;437.0
66.0;512.0;114.0;517.0;-425.0;?;584.0;450.0
95.0;511.0;122.0;513.0;-414.0;-391.0;587.0;445.0
83.0;514.0;?;512.0;-427.0;-396.0;587.0;421.0
85.0;512.0;142.0;513.0;-425.0;-397.0;589.0;?
?;511.0;146.0;513.0;-434.0;-400.0;588.0;393.0
68.0;513.0;141.0;512.0;?;-404.0;589.0;454.0
64.0;514.0;146.0;512.0;?;-407.0;587.0;395.0
83.0;516.0;148.0;510.0;-460.0;-406.0;586.0;438.0
58.0;517.0;140.0;511.0;-407.0;-408.0;582.0;?
93.0;515.0;129.0;511.0;-425.0;-406.0;578.0;402.0
102.0;515.0;137.0;?;-437.0;-407.0;580.0;420.0
45.0;517.0;107.0;514.0;-449.0;-408.0;573.0;411.0
70.0;?;123.0;512.0;-441.0;-404.0;572.0;433.0
75.0;?;111.0;511.0;-430.0;-411.0;571.0;?
82.0;?;?;512.0;-440.0;-407.0;567.0;415.0
?;518.0;125.0;513.0;-437.0;?;?;426.0
84.0;519.0;135.0;511.0;?;-410.0;564.0;426.0
98.0;520.0;157.0;510.0;-458.0;-414.0;564.0;?
93.0;519.0;151.0;511.0;-441.0;-411.0;564.0;404.0
76.0;522.0;153.0;511.0;-444.0;-414.0;?;413.0
92.0;524.0;166.0;511.0;-435.0;-413.0;565.0;414.0
91.0;?;157.0;509.0;-450.0;-418.0;567.0;425.0
81.0;521.0;114.0;509.0;-462.0;?;566.0;415.0
90.0;520.0;108.0;507.0;-454.0;-419.0;563.0;414.0
82.0;522.0;109.0;508.0;?;-422.0;563.0;408.0
82.0;521.0;129.0;509.0;-426.0;-418.0;561.0;446.0
92.0;526.0;139.0;507.0;-426.0;-423.0;561.0;418.0
83.0;524.0;?;?;?;-421.0;559.0;?
81.0;526.0;?;505.0;-439.0;-426.0;556.0;425.0
71.0;527.0;97.0;504.0;-430.0;-427.0;554.0;443.0
72.0;526.0;132.0;504.0;-409.0;-424.0;?;433.0
?;526.0;130.0;505.0;-403.0;-425.0;548.0;?
70.0;527.0;116.0;503.0;?;-425.0;549.0;439.0
72.0;528.0;99.0;503.0;-408.0;?;549.0;411.0
59.0;?;86.0;503.0;-408.0;-423.0;552.0;425.0
68.0;528.0;96.0;501.0;-400.0;-426.0;552.0;421.0
58.0;529.0;116.0;499.0;-412.0;-424.0;?;444.0
44.0;529.0;131.0;500.0;-406.0;-425.0;556.0;435.0
46.0;529.0;96.0;500.0;-391.0;?;556.0;436.0
?;529.0;112.0;501.0;-402.0;-424.0;558.0;416.0
52.0;528.0;121.0;500.0;-411.0;-421.0;?;455.0
49.0;528.0;109.0;?;-417.0;-424.0;563.0;422.0
43.0;526.0;130.0;499.0;-414.0;-419.0;564.0;?
?;527.0;146.0;501.0;-400.0;?;?;444.0
45.0;528.0;117.0;500.0;-409.0;-419.0;565.0;462.0
46.0;526.0;121.0;502.0;-410.0;-416.0;568.0;445.0
45.0;527.0;?;500.0;-400.0;-419.0;?;436.0
?;527.0;103.0;500.0;-398.0;-421.0;564.0;426.0
41.0;527.0;83.0;499.0;-406.0;-418.0;?;437.0
47.0;?;81.0;500.0;-426.0;-421.0;565.0;438.0
46.0;529.0;102.0;?;-394.0;-422.0;564.0;448.0
50.0;526.0;113.0;501.0;-404.0;-418.0;563.0;451.0
48.0;525.0;130.0;501.0;?;-416.0;560.0;442.0
41.0;525.0;118.0;501.0;-392.0;-417.0;561.0;447.0
36.0;525.0;143.0;?;?;-418.0;561.0;426.0
42.0;525.0;133.0;501.0;-402.0;-417.0;558.0;445.0
43.0;526.0;128.0;501.0;-407.0;-422.0;?;465.0
41.0;526.0;119.0;501.0;-403.0;-420.0;557.0;443.0
40.0;527.0;119.0;502.0;-399.0;?;555.0;433.0
35.0;528.0;110.0;?;-400.0;-426.0;555.0;425.0
38.0;528.0;130.0;502.0;-391.0;-423.0;554.0;456.0
32.0;529.0;130.0;501.0;-370.0;-424.0;550.0;455.0
32.0;530.0;?;499.0;-402.0;-427.0;?;418.0
35.0;530.0;111.0;501.0;?;-428.0;?;457.0
34.0;530.0;116.0;?;-429.0;?;543.0;453.0
38.0;531.0;115.0;499.0;-399.0;-429.0;541.0;451.0
42.0;528.0;133.0;498.0;-380.0;-426.0;541.0;449.0
37.0;529.0;126.0;500.0;?;-429.0;538.0;444.0
37.0;529.0;136.0;499.0;-384.0;-428.0;539.0;430.0
32.0;528.0;146.0;499.0;-386.0;-426.0;538.0;439.0
35.0;526.0;143.0;500.0;-412.0;-425.0;539.0;458.0
?;528.0;136.0;501.0;?;-423.0;539.0;435.0
37.0;526.0;157.0;501.0;-390.0;-425.0;540.0;455.0
31.0;527.0;149.0;503.0;-410.0;-422.0;542.0;435.0
36.0;527.0;129.0;503.0;-409.0;-421.0;542.0;443.0
32.0;525.0;111.0;503.0;-410.0;-418.0;?;426.0
42.0;525.0;149.0;504.0;-400.0;-418.0;550.0;447.0
47.0;523.0;136.0;505.0;-400.0;-414.0;553.0;431.0
42.0;522.0;143.0;505.0;-409.0;-415.0;?;457.0
42.0;523.0;?;506.0;-414.0;-413.0;560.0;463.0
52.0;?;150.0;507.0;-427.0;-412.0;562.0;444.0
52.0;518.0;161.0;508.0;-427.0;-412.0;566.0;436.0
52.0;?;?;508.0;-429.0;-413.0;567.0;462.0
?;522.0;123.0;508.0;-404.0;?;564.0;?
?;518.0;142.0;510.0;-460.0;-417.0;564.0;461.0
75.0;520.0;143.0;511.0;-449.0;-417.0;561.0;468.0
65.0;520.0;150.0;509.0;-464.0;-419.0;557.0;455.0
73.0;520.0;147.0;510.0;-459.0;-420.0;553.0;457.0
77.0;518.0;148.0;511.0;-434.0;-418.0;547.0;415.0
75.0;521.0;?;509.0;-421.0;-421.0;542.0;447.0
81.0;520.0;129.0;511.0;-435.0;-422.0;538.0;439.0
85.0;519.0;119.0;511.0;-451.0;-420.0;533.0;430.0
83.0;518.0;131.0;513.0;-430.0;-420.0;531.0;459.0
78.0;518.0;149.0;513.0;-430.0;-420.0;529.0;451.0
?;519.0;132.0;514.0;-420.0;-421.0;528.0;422.0
80.0;519.0;121.0;513.0;-432.0;-421.0;528.0;424.0
75.0;519.0;127.0;510.0;-441.0;-421.0;530.0;430.0
78.0;518.0;118.0;511.0;-451.0;-419.0;533.0;438.0
73.0;518.0;118.0;508.0;-427.0;-420.0;536.0;458.0
77.0;518.0;124.0;510.0;-412.0;-420.0;541.0;?
87.0;518.0;137.0;508.0;-444.0;-424.0;545.0;457.0
?;519.0;169.0;510.0;-441.0;-423.0;?;428.0
76.0;519.0;139.0;510.0;-420.0;?;552.0;443.0
83.0;520.0;134.0;512.0;-427.0;-419.0;?;426.0
88.0;520.0;132.0;511.0;-429.0;-419.0;556.0;445.0
82.0;520.0;136.0;512.0;-438.0;-417.0;556.0;424.0
75.0;?;158.0;511.0;-441.0;?;556.0;426.0
82.0;520.0;118.0;510.0;-431.0;-415.0;?;425.0
?;519.0;110.0;512.0;-430.0;-414.0;558.0;435.0
76.0;520.0;122.0;510.0;-428.0;-413.0;558.0;405.0
?;521.0;142.0;509.0;?;-415.0;559.0;436.0
74.0;519.0;133.0;510.0;-432.0;?;559.0;?
73.0;521.0;119.0;510.0;-430.0;-414.0;559.0;421.0
75.0;521.0;132.0;509.0;-441.0;-414.0;559.0;455.0
76.0;518.0;103.0;?;-401.0;?;561.0;427.0
76.0;519.0;116.0;509.0;-402.0;-417.0;559.0;427.0
?;520.0;119.0;509.0;-425.0;-416.0;561.0;421.0
67.0;518.0;115.0;510.0;?;?;560.0;?
74.0;520.0;?;511.0;-419.0;-415.0;559.0;428.0
72.0;519.0;134.0;510.0;-421.0;-414.0;559.0;424.0
69.0;520.0;111.0;511.0;-427.0;-411.0;557.0;434.0
70.0;?;117.0;?;-402.0;-417.0;553.0;455.0
75.0;521.0;147.0;510.0;-399.0;-417.0;553.0;435.0
72.0;520.0;138.0;510.0;-419.0;-414.0;?;445.0
68.0;518.0;?;513.0;-420.0;?;554.0;433.0
67.0;518.0;124.0;511.0;-401.0;-413.0;?;434.0
65.0;516.0;139.0;?;-423.0;-411.0;555.0;?
74.0;517.0;139.0;513.0;-441.0;-411.0;555.0;?
73.0;517.0;120.0;513.0;-436.0;-413.0;556.0;434.0
?;517.0;114.0;512.0;-432.0;-411.0;557.0;425.0
79.0;516.0;136.0;513.0;-437.0;-410.0;557.0;425.0
77.0;515.0;?;512.0;-409.0;-408.0;557.0;461.0
