InertialMeasurementUnit L-SHOE AngVelNavFrameZ;InertialMeasurementUnit L-SHOE AngVelBodyFrameX;InertialMeasurementUnit R-SHOE EuZ;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit LUA gyroX;InertialMeasurementUnit RUA gyroX;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit LUA gyroZ;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;InertialMeasurementUnit L-SHOE Body_Ay
?;?;-159;23;-42.0;-207.0;?;50.0;25;651
?;-8;-159;?;35.0;-64.0;-15;41.0;54;654
26;11;-159;18;-109.0;-158.0;28;82.0;33;?
-14;2;-159;22;-188.0;-198.0;30;91.0;-11;656
-41;19;-159;25;-122.0;-168.0;16;100.0;-13;652
-8;14;-159;20;?;-74.0;27;67.0;21;660
11;4;-159;23;27.0;-6.0;19;72.0;-5;658
-11;4;-159;19;-88.0;-58.0;?;72.0;?;656
-28;2;-159;15;?;-69.0;?;73.0;13;655
-10;7;-159;18;46.0;17.0;1;?;12;?
-2;17;-159;18;86.0;34.0;6;21.0;-31;658
-10;26;?;16;101.0;95.0;-4;38.0;-40;654
7;27;-159;?;78.0;102.0;3;47.0;-5;657
1;11;-159;18;98.0;320.0;28;32.0;4;?
-21;0;-159;15;?;580.0;44;-12.0;-11;661
4;7;-159;13;146.0;691.0;23;?;-24;661
?;?;-159;17;30.0;819.0;-8;-50.0;-1;656
-20;?;-159;?;-78.0;469.0;-13;-55.0;41;660
-2;2;-159;17;-39.0;62.0;11;?;36;658
-8;?;-159;17;145.0;-198.0;33;-32.0;?;?
0;17;-159;20;283.0;96.0;0;-62.0;1;655
6;-11;-159;14;361.0;330.0;-27;-43.0;-15;660
-11;-11;-159;22;238.0;206.0;-10;?;-7;655
0;?;-159;33;?;172.0;-3;23.0;10;650
14;?;-159;5;12.0;105.0;-26;117.0;-4;679
48;17;-159;3;-5.0;84.0;?;68.0;-21;672
29;10;-159;20;114.0;-61.0;5;36.0;16;652
?;-18;-159;13;134.0;-194.0;37;0.0;26;661
-2;-13;-159;17;-37.0;-183.0;3;?;12;658
-29;24;?;24;-123.0;-168.0;16;-30.0;30;656
-28;12;-159;17;-159.0;-171.0;15;-32.0;-13;658
-3;-6;-159;17;-138.0;-126.0;-16;-18.0;-51;655
2;21;-159;24;-219.0;-148.0;1;2.0;6;652
15;18;-159;21;-249.0;?;3;-1.0;7;655
19;5;?;18;-159.0;-354.0;10;-16.0;-43;658
10;15;-159;21;?;-240.0;18;-73.0;?;?
3;-11;-159;22;-111.0;-248.0;-31;-102.0;6;650
-10;-13;-159;21;-229.0;-441.0;2;-74.0;-15;651
-5;17;-159;18;-422.0;-601.0;19;-58.0;6;655
-2;6;-159;19;-376.0;-481.0;-34;-48.0;19;653
?;-20;-159;21;-393.0;-397.0;16;-1.0;-1;654
-1;-20;-159;21;-359.0;-184.0;58;76.0;17;656
-7;0;-159;?;-427.0;-238.0;17;150.0;30;650
-4;0;-159;23;-452.0;?;-1;189.0;-2;653
24;-9;?;19;-391.0;-103.0;-7;216.0;22;654
28;11;-159;17;-314.0;-190.0;5;261.0;52;652
?;13;-159;17;-200.0;-139.0;26;227.0;18;658
-9;3;-159;22;-113.0;-137.0;-8;212.0;0;653
-7;16;?;22;-115.0;-191.0;-15;203.0;-6;650
15;3;-159;18;-48.0;-56.0;18;157.0;-10;653
18;19;-159;18;-86.0;-60.0;0;96.0;5;653
9;31;-159;24;-128.0;?;-41;66.0;-24;?
10;-20;?;23;41.0;-98.0;-32;-11.0;-61;652
10;-13;-159;14;-8.0;-139.0;-14;-19.0;-20;657
11;9;?;18;-30.0;?;-7;-35.0;11;656
8;-10;-159;22;-20.0;-223.0;27;-11.0;-32;651
13;3;-159;17;9.0;-99.0;-34;-41.0;?;654
6;12;?;17;-48.0;-42.0;-64;-72.0;16;658
-10;-8;-160;17;1.0;148.0;-4;-110.0;10;?
?;8;?;15;-14.0;300.0;-53;-99.0;-8;?
?;30;-159;18;-63.0;122.0;-49;-90.0;-9;656
3;7;?;21;?;11.0;2;-66.0;12;656
-1;?;-159;?;15.0;49.0;?;-115.0;-20;654
1;-6;-160;20;17.0;132.0;2;-86.0;-20;652
20;4;-160;16;3.0;160.0;27;-95.0;41;654
10;22;-160;17;10.0;117.0;9;?;1;653
-39;?;-159;19;-94.0;122.0;-62;5.0;-4;659
-16;-18;-159;17;-78.0;152.0;-54;33.0;?;661
13;-2;-159;18;87.0;279.0;-16;36.0;-8;656
-2;54;-160;23;161.0;210.0;?;24.0;-36;656
-10;48;-160;?;?;131.0;-43;16.0;29;662
?;0;-160;12;95.0;137.0;-73;47.0;?;661
?;-7;-159;22;65.0;102.0;-44;30.0;-57;655
-1;19;-159;24;42.0;66.0;-18;-11.0;?;654
12;21;-159;?;-11.0;23.0;-40;3.0;25;655
-6;?;?;26;121.0;36.0;-31;-47.0;-11;652
-30;3;-160;23;161.0;13.0;-33;-66.0;0;?
7;15;-159;14;-9.0;-91.0;-40;-59.0;-13;657
31;2;-159;21;-98.0;-210.0;-1;-12.0;18;653
3;-13;-159;19;?;-135.0;28;-17.0;-9;?
-15;-3;-159;16;174.0;?;?;-18.0;-35;657
-32;2;-160;23;173.0;145.0;34;-49.0;11;?
-14;?;?;17;115.0;13.0;17;-80.0;-18;656
38;-1;?;?;29.0;-31.0;22;-33.0;8;651
14;34;-159;23;-30.0;-21.0;-13;2.0;18;653
-17;-25;-159;5;?;19.0;-7;35.0;-11;666
9;-24;-159;0;29.0;88.0;?;33.0;-12;671
9;24;-160;19;110.0;129.0;14;3.0;-32;660
8;-6;-160;26;33.0;99.0;6;7.0;-32;654
17;29;-159;20;-53.0;80.0;12;17.0;-19;658
-16;9;-159;22;?;23.0;28;7.0;14;?
-33;-16;-159;21;-92.0;-13.0;11;16.0;7;654
-30;19;?;15;-45.0;27.0;-15;8.0;?;656
-7;-9;-160;17;-43.0;56.0;19;61.0;?;654
29;8;-160;20;-45.0;86.0;37;65.0;-21;655
1;24;-159;16;-4.0;131.0;29;46.0;-12;661
-7;-3;-159;19;101.0;148.0;15;41.0;-16;658
17;18;-159;21;125.0;163.0;-19;74.0;-18;654
?;17;-159;19;201.0;96.0;-16;18.0;-10;653
?;-31;-160;19;256.0;?;18;-11.0;-10;654
3;-33;?;12;198.0;23.0;19;-4.0;8;661
2;-24;-159;?;91.0;-58.0;0;-5.0;0;662
57;?;-159;19;4.0;?;-35;14.0;-22;658
40;?;-159;34;-5.0;34.0;-16;15.0;-16;645
?;-43;-160;35;-9.0;108.0;4;27.0;-9;638
40;-29;-160;24;46.0;52.0;?;32.0;11;644
-9;28;-160;20;?;-4.0;-7;46.0;8;650
-31;36;?;22;-1.0;13.0;1;57.0;-34;657
-8;?;-159;21;-22.0;50.0;27;?;-2;652
-14;?;-159;17;-31.0;?;?;48.0;-1;652
-7;17;-160;18;-43.0;14.0;-18;28.0;0;659
10;-8;-160;23;-83.0;-87.0;-13;?;51;648
21;21;-160;22;-48.0;-129.0;-27;43.0;16;649
?;?;-159;?;89.0;-18.0;-25;-36.0;?;659
-13;-18;-159;20;19.0;-33.0;27;0.0;27;651
9;2;-159;23;27.0;-106.0;11;3.0;20;648
7;14;-159;19;44.0;?;-23;-22.0;48;655
-10;14;-159;18;-83.0;-25.0;5;27.0;-18;658
-2;14;-159;17;-141.0;5.0;19;?;2;660
-5;20;-159;19;-90.0;42.0;14;52.0;46;656
-10;27;-159;22;-37.0;?;21;0.0;5;653
5;2;?;18;-9.0;125.0;10;13.0;10;656
9;-17;-159;17;-13.0;144.0;-4;-8.0;30;?
0;22;-159;24;40.0;167.0;-13;3.0;2;?
-9;28;-159;23;38.0;?;-11;-20.0;-12;653
-7;-25;-159;13;50.0;197.0;21;-34.0;-11;660
10;-7;-159;20;15.0;136.0;22;-56.0;-30;656
19;28;-159;25;-11.0;86.0;35;-58.0;-7;?
-16;0;-159;?;?;48.0;20;-79.0;20;655
-33;1;-159;24;-82.0;18.0;-24;-94.0;-7;652
13;23;-159;17;?;94.0;34;-95.0;-33;?
15;30;-159;19;-52.0;113.0;28;-66.0;-71;?
15;39;-159;28;91.0;-24.0;7;-15.0;-97;647
15;12;-159;20;186.0;14.0;26;-1.0;-54;649
-11;-19;-159;20;74.0;77.0;-4;54.0;-9;652
-1;0;-159;21;84.0;100.0;4;7.0;-18;655
?;7;-159;13;40.0;25.0;5;?;-26;657
2;-5;?;14;-52.0;-6.0;25;59.0;-11;658
1;-4;-159;21;-71.0;-47.0;?;85.0;-38;656
?;?;-159;?;-99.0;-110.0;15;63.0;-29;?
?;?;-159;16;-86.0;-93.0;5;73.0;21;660
39;-16;-159;14;-161.0;-90.0;-7;104.0;-4;657
15;1;-159;23;-180.0;-118.0;49;95.0;-23;?
-13;26;-159;24;-192.0;-93.0;27;114.0;-19;649
20;20;-159;22;-125.0;-86.0;-4;116.0;?;650
38;-5;-159;25;-103.0;-112.0;18;83.0;19;649
9;-18;-159;22;-116.0;?;7;105.0;30;648
8;11;-159;21;-60.0;-112.0;?;87.0;-3;651
?;2;-159;18;-18.0;-70.0;-24;69.0;-22;658
?;-12;-159;?;48.0;19.0;12;?;?;657
-3;-7;?;16;40.0;8.0;49;65.0;-10;654
-20;-6;-159;15;86.0;58.0;24;21.0;-23;658
0;14;-159;20;91.0;88.0;?;16.0;31;?
?;33;-159;25;65.0;56.0;-14;25.0;0;650
-11;30;-159;23;63.0;28.0;24;6.0;-14;?
16;-21;-159;17;78.0;7.0;10;-5.0;?;?
-6;-38;-159;17;29.0;34.0;-62;8.0;18;654
-28;?;-159;20;?;37.0;-35;-2.0;?;?
9;-30;-159;21;14.0;11.0;-14;18.0;-31;652
14;-6;-159;22;2.0;114.0;-8;26.0;9;655
0;28;-159;22;36.0;80.0;20;20.0;48;655
-2;?;-159;20;37.0;90.0;?;36.0;40;651
-14;12;-159;18;59.0;83.0;-18;49.0;-27;654
?;-7;-159;?;16.0;?;-20;56.0;-31;658
30;?;-159;22;-49.0;58.0;-13;52.0;30;652
-8;0;-159;24;-73.0;?;-29;19.0;13;649
-27;26;?;18;-20.0;71.0;19;25.0;33;653
17;26;-159;?;-2.0;48.0;30;27.0;24;657
26;-1;-159;19;55.0;60.0;1;-4.0;?;657
9;?;-159;22;-18.0;45.0;?;13.0;42;?
10;47;-159;20;-43.0;-38.0;-23;7.0;-5;648
?;29;-159;17;8.0;-33.0;2;?;-35;652
10;22;-159;16;2.0;33.0;-6;-13.0;-20;655
22;26;-159;21;-134.0;19.0;-1;?;-20;651
2;5;-159;19;-168.0;-74.0;?;21.0;?;653
-11;6;-159;17;-127.0;-136.0;?;56.0;?;658
-11;25;-159;21;65.0;-18.0;-2;40.0;2;658
?;-3;-159;16;23.0;?;-23;17.0;-12;659
22;-2;-159;23;-39.0;12.0;-7;31.0;-2;652
10;-5;-159;22;-111.0;-71.0;11;62.0;-5;654
0;?;-159;19;-141.0;-120.0;21;72.0;-11;654
-2;-9;?;?;?;19.0;12;?;-23;651
-19;-28;-159;14;-33.0;92.0;?;88.0;?;662
-1;-18;-159;14;-37.0;-46.0;?;73.0;3;660
19;-2;-159;19;-83.0;-49.0;0;?;9;656
-3;-8;-159;15;-139.0;?;-22;45.0;23;658
-24;22;-159;15;-73.0;-58.0;11;44.0;39;655
-31;11;-159;?;-183.0;-136.0;36;63.0;22;658
-23;-12;-159;21;-104.0;?;17;81.0;65;659
-6;38;-159;17;-66.0;-47.0;32;83.0;53;655
8;17;-159;17;-35.0;-50.0;-11;105.0;-30;653
9;-49;?;20;25.0;22.0;-48;46.0;-3;?
12;?;-159;19;-3.0;78.0;?;64.0;41;?
20;2;-159;18;-16.0;37.0;-4;54.0;-11;656
5;?;-159;17;44.0;43.0;?;0.0;-17;656
-18;4;-159;17;?;97.0;-40;-24.0;9;656
-13;9;-159;20;-15.0;45.0;-5;?;-30;654
9;-14;-159;18;-91.0;-84.0;-7;?;-30;654
21;10;-159;?;-58.0;?;?;2.0;2;653
10;25;-159;?;-26.0;15.0;-14;-5.0;?;654
-16;-3;-159;16;25.0;2.0;-56;24.0;-17;661
-20;-13;-159;19;127.0;79.0;-51;1.0;11;655
5;?;-159;?;86.0;93.0;-22;5.0;7;652
4;2;-159;19;?;84.0;-20;0.0;32;655
-11;3;-159;22;24.0;4.0;-2;-34.0;9;?
0;3;-159;17;-10.0;17.0;-23;?;-31;661
-13;-7;-159;?;-25.0;-5.0;-36;-36.0;15;660
-28;2;-159;24;-47.0;47.0;-15;-38.0;0;650
27;22;-159;20;10.0;171.0;6;7.0;4;653
46;3;-159;?;151.0;?;0;50.0;11;658
17;-6;-159;23;260.0;345.0;-27;32.0;-45;656
1;13;-159;17;352.0;384.0;?;22.0;-23;?
-23;5;-159;13;313.0;295.0;-20;-15.0;-16;661
13;4;-159;18;191.0;221.0;-24;-60.0;-21;656
24;-2;-159;18;56.0;185.0;30;-40.0;?;656
-4;13;-159;15;48.0;211.0;?;-75.0;15;658
23;34;-159;15;41.0;218.0;-21;-101.0;33;660
13;5;-159;?;90.0;190.0;24;-107.0;32;660
?;2;-159;24;104.0;205.0;5;-101.0;?;652
-10;-10;-159;22;100.0;237.0;4;-96.0;-41;656
4;-14;?;14;76.0;228.0;13;-64.0;-5;659
-5;25;?;16;87.0;260.0;-5;-72.0;2;656
-9;34;-159;18;134.0;214.0;19;-29.0;-29;660
26;16;-159;20;201.0;170.0;?;-17.0;23;653
41;9;-159;21;?;152.0;60;22.0;46;650
-13;25;-159;18;88.0;?;-11;24.0;-15;656
?;17;-159;18;?;90.0;-37;31.0;-48;657
-9;18;-159;22;103.0;142.0;17;47.0;?;655
-1;23;-159;19;133.0;132.0;-17;33.0;21;656
-3;?;-159;16;125.0;123.0;-29;12.0;5;?
23;0;-159;?;107.0;102.0;16;38.0;-29;654
-6;-12;-159;20;92.0;177.0;-2;119.0;-24;650
-13;-33;-159;19;163.0;217.0;13;14.0;-21;654
12;3;?;18;163.0;293.0;36;16.0;-2;657
?;24;-159;?;80.0;244.0;27;2.0;9;650
16;24;-159;?;116.0;252.0;31;-37.0;-19;649
19;20;-159;19;139.0;261.0;-19;-76.0;-3;655
1;?;-159;25;153.0;227.0;14;?;-17;653
20;8;?;21;145.0;133.0;36;-86.0;-25;657
?;?;-159;13;-23.0;?;-50;-79.0;2;661
0;-30;-159;?;0.0;42.0;-53;-58.0;-10;?
17;6;-159;18;-10.0;27.0;-26;-81.0;14;656
10;11;-159;16;-162.0;-55.0;?;-8.0;33;659
-8;0;-159;20;-139.0;26.0;20;22.0;27;655
4;20;-159;19;97.0;-100.0;10;-29.0;10;656
?;?;-159;?;7.0;?;?;-8.0;-25;653
-21;2;-159;22;-161.0;?;7;56.0;-11;?
33;31;-159;18;-76.0;-150.0;10;36.0;21;655
?;?;-159;17;-56.0;-123.0;37;29.0;-4;656
9;?;-159;17;-73.0;-50.0;-4;39.0;-32;659
-7;12;-159;21;?;-142.0;?;58.0;-27;655
?;7;-159;16;-163.0;-159.0;36;76.0;?;657
10;-30;-159;8;-65.0;-38.0;-23;47.0;-20;668
?;?;?;20;-25.0;0.0;45;57.0;-17;656
-19;25;-159;25;-36.0;32.0;29;30.0;25;645
?;-3;?;17;?;19.0;24;25.0;41;653
-8;14;?;17;-146.0;-24.0;69;2.0;?;?
-8;20;-159;19;-205.0;-60.0;10;-7.0;-11;656
0;-8;-159;18;-94.0;-49.0;14;-34.0;-11;660
-9;-7;-159;22;-89.0;-55.0;23;-15.0;-8;654
-1;-21;-159;23;-184.0;-137.0;6;-5.0;?;652
17;-8;-159;13;-275.0;-149.0;5;44.0;-2;662
4;-19;-159;18;-169.0;-38.0;-5;60.0;-21;655
13;-11;-159;?;?;-115.0;?;?;-14;?
13;55;-159;15;-163.0;-135.0;18;?;22;658
-33;-1;-159;25;-106.0;-9.0;-1;89.0;-41;649
9;-16;-159;21;-69.0;-3.0;4;68.0;-14;651
18;1;-159;18;-59.0;-28.0;23;5.0;49;656
-27;-21;-159;24;-24.0;-67.0;-8;-49.0;2;657
4;15;-159;11;?;-138.0;-32;-96.0;-31;670
?;?;-159;14;-138.0;-216.0;19;-92.0;-6;661
62;?;-159;35;-168.0;-211.0;41;-88.0;42;633
?;-23;-159;35;-143.0;-86.0;-4;-66.0;4;635
-25;26;-159;28;-152.0;-92.0;?;-10.0;?;647
?;43;-159;34;-149.0;-149.0;47;-6.0;-12;638
-2;12;-159;32;-128.0;-113.0;26;48.0;-11;639
-21;19;-159;21;?;-47.0;27;80.0;-12;656
-4;48;-159;18;112.0;?;6;70.0;?;655
-11;25;-159;14;-134.0;-18.0;3;160.0;38;658
-38;-10;-159;14;-102.0;?;39;117.0;0;666
-8;-19;-159;21;?;-16.0;?;66.0;-3;?
20;4;-159;17;-125.0;-150.0;-33;101.0;9;654
-6;43;?;15;-55.0;-112.0;-5;19.0;-36;659
-19;22;-159;18;-161.0;?;-31;52.0;-28;657
-20;-13;-159;16;-77.0;-44.0;-36;-10.0;-25;656
?;21;-159;15;?;-162.0;17;-5.0;-19;657
18;32;?;19;-109.0;-134.0;23;19.0;26;653
-10;24;-159;22;-79.0;-107.0;6;1.0;0;652
-5;?;-159;22;31.0;-103.0;?;-15.0;-15;657
11;11;-159;20;-75.0;-111.0;-24;13.0;6;657
5;-18;-159;24;-120.0;-81.0;-21;24.0;-19;?
-1;-3;-159;26;-53.0;-55.0;-27;28.0;-5;649
14;4;-159;21;-46.0;-69.0;-19;60.0;33;653
20;13;-159;21;-74.0;-143.0;-3;60.0;21;658
7;3;-159;?;-57.0;?;-21;56.0;13;656
26;15;-159;16;-125.0;-4.0;-18;85.0;-1;655
?;25;-159;14;-165.0;23.0;-17;103.0;11;661
-8;8;-159;21;-93.0;61.0;-20;79.0;-3;658
16;14;-159;?;-41.0;99.0;11;19.0;-28;652
?;-7;-159;20;-31.0;101.0;17;14.0;9;656
26;-35;-159;20;-92.0;94.0;14;-20.0;-3;657
38;-4;-159;17;-98.0;98.0;21;-59.0;-9;658
11;-13;-159;19;-117.0;51.0;10;-53.0;7;655
23;?;-159;23;-73.0;31.0;29;-55.0;14;654
7;16;-159;21;-58.0;29.0;56;?;20;656
-9;-5;-159;22;-134.0;28.0;11;-61.0;10;?
-29;-28;-159;24;-59.0;46.0;-26;-70.0;28;651
?;13;-159;25;46.0;-17.0;5;-48.0;20;653
19;21;-159;25;100.0;35.0;38;-45.0;11;654
-15;13;-159;21;93.0;109.0;13;?;21;653
-28;12;-159;21;52.0;130.0;-24;-2.0;-3;652
-2;2;-159;21;3.0;57.0;-7;-3.0;-20;657
-7;26;-159;17;-5.0;?;?;-3.0;?;?
-11;37;-159;18;-9.0;15.0;45;-14.0;-13;653
-10;15;-159;19;-37.0;?;-18;32.0;13;656
9;31;?;19;-73.0;5.0;-20;8.0;21;659
29;8;-159;21;-63.0;12.0;38;20.0;45;656
3;-22;-159;19;?;37.0;?;?;65;654
5;24;-159;21;-52.0;10.0;-28;21.0;-7;653
5;-16;-159;20;-56.0;-3.0;29;35.0;-36;657
-19;-27;?;20;-74.0;4.0;69;9.0;11;655
-4;32;-159;16;-101.0;-20.0;60;?;20;652
-1;12;?;15;-84.0;-16.0;15;39.0;32;656
-20;21;-159;24;-69.0;-41.0;-20;41.0;26;657
-24;8;-159;16;-93.0;-28.0;-34;62.0;?;659
-40;-23;-159;15;-26.0;-22.0;-20;49.0;-21;?
11;6;-159;17;?;-28.0;29;54.0;11;657
?;-7;-159;15;-80.0;?;42;60.0;6;654
-31;-30;-159;22;-99.0;-58.0;-4;60.0;-21;652
-9;7;-159;17;-156.0;-81.0;-9;62.0;-33;662
8;12;-159;16;-139.0;-94.0;?;68.0;-14;661
-10;-5;-159;?;-173.0;-104.0;28;62.0;-15;655
?;?;-159;21;-142.0;-13.0;?;66.0;-20;656
-7;-2;-159;21;-84.0;?;27;81.0;-22;656
10;-9;-159;18;?;-50.0;-24;81.0;-10;658
-13;2;?;17;20.0;?;-17;?;46;658
-29;-1;-159;17;9.0;62.0;-11;40.0;31;?
?;11;-159;18;-24.0;66.0;-13;21.0;?;?
12;?;-159;?;-19.0;38.0;-15;4.0;-10;657
8;?;-159;19;11.0;64.0;3;-24.0;-9;658
-19;?;-159;17;-9.0;95.0;?;-30.0;-10;660
-28;1;-159;16;42.0;62.0;-9;-22.0;-29;660
?;12;-159;20;54.0;108.0;-2;-48.0;-17;657
9;3;-159;?;51.0;95.0;?;-38.0;-15;659
5;-7;?;16;55.0;91.0;3;-49.0;-34;658
5;15;-159;15;179.0;69.0;26;-62.0;-16;656
-39;3;-159;17;150.0;?;-10;-27.0;9;658
-6;-2;-159;16;103.0;26.0;-41;-11.0;22;656
?;9;-159;17;95.0;-34.0;-34;2.0;9;656
12;?;-159;12;37.0;5.0;18;36.0;-3;659
8;-44;-159;15;-8.0;-71.0;28;44.0;2;655
-13;-1;-159;24;-2.0;-118.0;-17;98.0;0;652
-12;26;-159;20;14.0;-102.0;-24;116.0;9;656
16;-31;-159;21;-32.0;?;-7;134.0;22;654
?;-31;-159;21;-83.0;-79.0;41;169.0;9;654
-8;10;-159;13;-80.0;-56.0;-1;191.0;-5;660
8;29;-159;20;-100.0;-34.0;-39;204.0;-13;655
?;33;?;23;-123.0;?;31;188.0;-8;652
11;5;-159;17;-81.0;-41.0;21;158.0;10;658
6;5;-159;?;?;-59.0;9;146.0;9;655
-18;20;-159;21;-116.0;-22.0;22;106.0;20;653
-9;9;-159;?;-92.0;-3.0;?;51.0;9;653
10;33;-159;22;-24.0;-3.0;-18;9.0;-10;653
-11;19;-159;18;-39.0;53.0;8;-47.0;12;660
5;?;-159;16;6.0;?;8;-58.0;12;659
19;-19;-159;21;19.0;-6.0;1;-71.0;-3;655
-14;-12;-159;18;10.0;-5.0;?;-75.0;-29;657
-11;-15;-159;12;27.0;-27.0;-41;-65.0;?;661
13;2;-159;16;75.0;-39.0;-27;-99.0;3;660
10;-20;-159;?;60.0;-35.0;8;-87.0;42;656
10;-13;-159;18;?;-37.0;3;-54.0;36;657
9;-4;-159;14;35.0;-29.0;-34;-21.0;11;660
16;-14;-159;20;35.0;?;-11;0.0;23;?
16;-2;-159;24;11.0;128.0;7;57.0;24;652
-3;18;-159;20;18.0;86.0;-4;51.0;-18;652
0;35;-159;19;31.0;75.0;-4;16.0;-9;656
2;20;-159;19;-18.0;?;-30;21.0;15;658
?;-15;-159;15;-42.0;53.0;-22;-7.0;-36;657
?;?;?;17;-61.0;?;-9;-14.0;-48;657
10;-10;-159;20;-62.0;48.0;5;-13.0;-25;655
19;-21;-159;19;-52.0;40.0;14;-21.0;-17;656
10;-9;-159;18;-58.0;-30.0;?;-26.0;0;658
1;10;-159;19;-24.0;-10.0;20;-30.0;-9;655
3;16;-159;?;-10.0;12.0;-17;13.0;-2;660
17;?;-159;12;-23.0;3.0;0;?;-8;659
0;-28;?;19;-91.0;-3.0;22;44.0;0;652
-7;-15;-159;22;-14.0;-11.0;-16;25.0;19;654
19;?;-159;21;-45.0;-27.0;?;12.0;-9;654
6;-18;-159;20;-78.0;7.0;-24;23.0;11;656
-10;?;-159;20;-40.0;?;-32;50.0;35;658
-8;?;-159;24;?;24.0;10;21.0;25;650
?;-24;-159;25;-42.0;41.0;12;52.0;20;649
8;-3;-159;19;-3.0;62.0;-5;21.0;22;656
-1;33;-159;?;-35.0;9.0;-4;16.0;21;656
20;25;-159;25;58.0;43.0;13;29.0;9;652
4;-14;-159;22;44.0;19.0;25;-3.0;?;650
16;19;-159;?;-24.0;10.0;23;?;58;655
38;44;-159;17;-10.0;19.0;-2;24.0;29;660
-16;11;-159;17;45.0;27.0;0;34.0;11;657
-24;13;-159;20;39.0;31.0;26;11.0;11;?
22;-10;-159;22;-4.0;25.0;-7;36.0;-8;652
31;-27;-159;22;-41.0;50.0;-42;44.0;0;657
7;-13;-159;20;-43.0;72.0;?;65.0;12;655
2;-8;-159;19;3.0;14.0;21;41.0;-7;654
9;3;-159;20;-35.0;14.0;-20;?;-20;658
-8;12;-159;?;-65.0;-18.0;-64;48.0;-4;654
-13;15;-159;21;-54.0;-16.0;-26;18.0;10;653
-7;?;-159;19;-48.0;7.0;0;45.0;-29;654
-18;-11;-159;?;-22.0;18.0;40;22.0;?;658
-33;9;-159;?;-16.0;20.0;48;22.0;32;659
-19;23;-159;21;-22.0;31.0;?;3.0;-2;654
-1;5;-159;20;88.0;?;-4;4.0;-18;657
-2;-3;-159;20;103.0;9.0;-14;?;-34;659
?;12;-159;17;99.0;-11.0;6;24.0;5;655
-12;10;-159;18;80.0;-67.0;7;1.0;52;653
-16;16;-159;23;69.0;-143.0;-10;22.0;21;652
10;12;-159;18;2.0;?;27;-1.0;?;?
-14;-9;-159;13;-39.0;-109.0;-4;38.0;0;658
?;4;-159;19;-110.0;-78.0;-24;65.0;0;653
-1;-16;-159;20;-93.0;?;0;72.0;-3;653
32;-4;-159;14;-77.0;-164.0;-9;110.0;-13;659
25;22;-159;14;-135.0;-73.0;1;116.0;-8;659
20;-9;-159;18;?;-16.0;-4;134.0;-10;656
44;17;?;17;-207.0;27.0;-49;158.0;-21;?
0;28;-159;22;?;?;-38;134.0;-6;651
8;27;-159;28;-72.0;119.0;-13;111.0;1;647
23;?;-159;?;-118.0;37.0;?;68.0;2;650
-26;9;-159;20;-84.0;-56.0;?;?;-4;658
-11;2;-159;21;-53.0;?;16;-58.0;-30;656
-7;16;?;18;-125.0;-58.0;35;-94.0;-9;653
-14;48;-159;18;?;?;-27;-119.0;10;656
-8;16;-159;18;-154.0;-173.0;-19;-103.0;-23;658
-11;-26;-159;?;-40.0;-157.0;57;-95.0;-40;657
?;-6;-159;19;34.0;-66.0;38;-72.0;-3;658
-10;-8;-159;14;112.0;-40.0;?;-23.0;21;660
-9;3;?;16;101.0;32.0;-4;41.0;-4;660
-14;26;-159;?;168.0;165.0;28;113.0;-18;659
2;-10;-159;18;261.0;147.0;-21;183.0;-27;?
?;6;-159;20;241.0;?;-51;220.0;-24;659
1;18;-159;18;297.0;199.0;-10;?;14;658
10;-29;?;18;252.0;217.0;?;181.0;-6;?
?;?;-159;16;172.0;288.0;-8;134.0;-41;655
-2;13;-159;22;223.0;250.0;-14;62.0;22;652
11;-10;-159;28;273.0;245.0;-41;24.0;27;651
-24;?;-159;18;236.0;290.0;?;8.0;-16;655
-40;?;-159;13;196.0;?;11;11.0;13;660
-31;-16;-159;19;190.0;254.0;-33;9.0;13;655
?;-26;-159;20;95.0;177.0;8;-58.0;5;653
-14;-8;-159;20;125.0;?;-1;-101.0;23;655
6;-12;-159;20;140.0;?;-25;-143.0;8;656
12;?;-159;14;?;147.0;4;-154.0;-11;658
20;21;-159;19;?;47.0;18;-161.0;25;655
3;-10;-159;23;318.0;80.0;?;-110.0;45;?
-11;30;-159;?;265.0;44.0;-44;-93.0;-15;658
-9;5;?;?;230.0;21.0;-63;-112.0;?;652
-10;-15;-159;23;?;95.0;-9;-113.0;?;652
6;13;-159;16;50.0;76.0;?;-72.0;2;660
20;-21;-159;20;-1.0;50.0;36;-21.0;-9;656
3;-4;-159;25;-38.0;65.0;-5;-15.0;18;?
1;?;-159;?;-7.0;?;-36;-38.0;4;654
17;-4;-159;18;24.0;126.0;-23;?;-15;659
-16;?;-159;?;55.0;165.0;-32;-85.0;33;660
18;?;-159;24;101.0;186.0;-40;-69.0;18;655
60;23;-159;20;35.0;?;8;-42.0;-20;658
-3;2;-159;18;-65.0;193.0;16;15.0;26;660
15;?;-159;?;-147.0;197.0;-24;8.0;-4;660
18;12;-159;13;-180.0;127.0;30;35.0;-43;662
-13;-14;?;19;-84.0;50.0;28;21.0;-4;657
26;7;-159;26;3.0;-20.0;?;0.0;-2;654
