InertialMeasurementUnit R-SHOE AngVelNavFrameX;InertialMeasurementUnit LUA gyroZ;InertialMeasurementUnit L-SHOE Nav_Ay;InertialMeasurementUnit LLA gyroZ;InertialMeasurementUnit L-SHOE Body_Ax;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE AngVelBodyFrameX;InertialMeasurementUnit R-SHOE AngVelBodyFrameY
-25;-56.0;-2;-17.0;5;22;-22;-25
-9;-58.0;0;-55.0;14;35;-35;-9
-19;-79.0;1;-60.0;15;20;-20;-19
-9;-94.0;3;-127.0;17;-24;24;-9
37;-95.0;3;-152.0;16;34;-34;37
5;-66.0;1;-86.0;8;28;?;5
10;-15.0;5;-21.0;8;7;-7;10
17;-1.0;7;27.0;5;26;-26;17
-13;54.0;4;73.0;6;-4;4;-13
48;7.0;1;121.0;19;4;-4;48
64;64.0;3;78.0;11;5;-5;64
47;?;0;79.0;6;25;-25;47
40;85.0;-1;94.0;16;31;-31;40
39;63.0;-1;110.0;16;15;-15;39
44;73.0;-3;117.0;6;5;-5;44
?;104.0;3;123.0;5;-7;7;17
25;95.0;6;125.0;16;49;-49;25
-2;114.0;5;135.0;8;27;-27;-2
-23;?;6;147.0;9;?;4;-23
25;83.0;6;160.0;18;18;-18;25
24;105.0;9;161.0;11;7;-7;24
12;87.0;6;159.0;14;9;-9;12
29;69.0;-2;121.0;14;-24;24;29
-1;71.0;1;121.0;8;12;-12;-1
-33;65.0;6;55.0;10;49;-49;?
-8;21.0;1;85.0;11;24;-24;-8
4;16.0;1;48.0;13;17;-17;4
-6;25.0;?;40.0;13;-14;14;-6
9;6.0;2;-25.0;13;24;-24;9
11;-5.0;4;0.0;12;10;-10;11
-17;8.0;4;24.0;7;-62;62;-17
-37;?;2;-10.0;?;-35;35;-37
-26;?;3;23.0;9;-14;14;-26
?;26.0;-3;13.0;7;-8;8;1
5;20.0;-3;54.0;8;20;-20;5
2;36.0;6;69.0;15;21;-21;2
-11;49.0;5;103.0;16;-18;18;-11
1;56.0;-1;77.0;10;-20;20;1
25;52.0;2;62.0;9;-13;13;25
-8;19.0;4;40.0;12;-29;29;-8
-10;25.0;4;86.0;12;19;-19;-10
20;27.0;2;62.0;9;30;-30;20
42;-4.0;-2;40.0;9;1;-1;42
30;13.0;1;37.0;9;-6;6;30
5;7.0;8;60.0;7;-23;23;5
34;-28.0;7;24.0;9;2;-2;34
10;-13.0;4;-33.0;8;-6;6;10
0;6.0;6;2.0;12;-1;1;0
13;21.0;5;26.0;12;32;-32;13
-5;56.0;0;43.0;9;15;-15;-5
13;?;-1;63.0;?;-2;2;13
0;17.0;1;39.0;14;?;23;0
7;31.0;2;52.0;8;-7;7;7
31;62.0;2;?;14;11;-11;31
6;72.0;4;80.0;10;21;-21;6
-5;41.0;0;50.0;3;12;-12;-5
4;88.0;-3;54.0;8;-49;?;4
7;73.0;0;111.0;11;-32;32;7
0;37.0;2;87.0;11;0;0;0
15;45.0;2;48.0;10;-22;22;15
24;44.0;5;50.0;9;11;-11;24
25;63.0;0;28.0;13;36;-36;25
36;?;-2;64.0;16;17;-17;36
4;83.0;6;56.0;11;32;-32;4
2;105.0;6;104.0;?;-11;11;2
37;46.0;3;83.0;4;-48;48;37
16;64.0;3;71.0;6;-15;15;16
-6;54.0;2;81.0;7;-4;4;-6
-12;0.0;3;36.0;4;-18;18;-12
-29;-24.0;3;42.0;11;-40;40;-29
-7;-8.0;5;23.0;17;-5;5;-7
-1;11.0;5;42.0;14;-7;7;-1
-27;2.0;7;36.0;16;-32;32;-27
15;-5.0;4;40.0;15;-14;14;15
50;24.0;-5;90.0;6;-56;56;50
19;1.0;1;90.0;8;-51;51;19
23;5.0;5;70.0;13;-22;22;23
-3;0.0;3;66.0;14;-20;20;?
-20;-34.0;3;-25.0;15;-2;2;-20
35;-33.0;-6;-41.0;9;-23;23;35
14;-36.0;-5;-41.0;?;-36;36;14
13;?;4;-87.0;12;-15;15;13
50;7.0;1;-6.0;?;6;-6;?
2;50.0;-2;?;10;0;0;2
?;32.0;-1;144.0;13;-27;27;-9
34;22.0;-2;200.0;11;-25;25;34
6;-15.0;0;176.0;9;-20;20;6
-6;-60.0;?;104.0;9;?;24;-6
37;-40.0;0;19.0;9;30;-30;37
24;-75.0;2;-23.0;12;19;-19;24
18;-101.0;-1;-68.0;13;-21;21;18
?;-107.0;-3;-57.0;9;24;-24;26
-13;-101.0;1;-67.0;9;5;-5;-13
8;-96.0;-3;-79.0;8;4;-4;8
25;-64.0;0;-63.0;2;13;-13;25
15;-72.0;2;-22.0;6;-5;5;15
23;-29.0;-2;0.0;13;19;-19;23
-30;?;4;53.0;6;44;?;-30
-48;22.0;6;72.0;?;60;-60;-48
-15;24.0;4;96.0;?;-11;11;-15
-19;31.0;4;115.0;11;-37;37;-19
6;47.0;2;83.0;8;17;-17;6
12;33.0;2;99.0;5;-17;17;12
-16;12.0;3;91.0;8;-29;29;-16
32;38.0;6;93.0;13;16;-16;32
26;119.0;11;104.0;13;-2;2;26
-37;14.0;7;81.0;17;13;-13;-37
-14;16.0;4;43.0;13;36;-36;-14
25;2.0;11;14.0;9;27;-27;25
19;-37.0;10;10.0;11;31;?;19
?;-76.0;3;8.0;8;-19;19;-11
-12;-66.0;3;-31.0;14;14;-14;?
-3;-86.0;1;-41.0;14;36;-36;-3
?;-79.0;1;-94.0;4;-50;50;7
-16;-58.0;7;-39.0;13;-53;53;-16
-50;-81.0;5;-55.0;22;?;26;-50
-9;?;1;-11.0;17;-6;?;-9
-36;?;3;10.0;18;20;-20;-36
-45;-29.0;3;5.0;14;10;-10;-45
-4;-8.0;5;-6.0;12;8;-8;-4
?;56.0;7;51.0;17;7;-7;-16
13;36.0;4;79.0;13;10;-10;13
-33;29.0;4;36.0;?;37;-37;-33
-75;39.0;?;32.0;20;-4;4;-75
-8;?;3;29.0;19;20;-20;-8
25;76.0;?;99.0;12;36;-36;25
16;47.0;-3;117.0;15;-23;23;16
-11;57.0;2;131.0;20;45;-45;-11
-16;30.0;11;141.0;16;?;-29;-16
7;25.0;8;90.0;16;?;-24;7
12;2.0;4;90.0;17;69;-69;12
4;-7.0;1;64.0;15;10;-10;4
4;-34.0;-3;11.0;15;14;-14;4
5;?;1;-66.0;13;23;-23;5
8;-5.0;1;-42.0;15;6;-6;8
23;44.0;-2;83.0;14;5;-5;23
21;60.0;1;121.0;13;-5;5;21
-9;110.0;3;147.0;13;9;-9;-9
-18;90.0;1;164.0;13;18;-18;-18
17;89.0;4;?;16;-1;1;17
30;68.0;2;?;9;4;-4;30
18;5.0;-2;151.0;9;23;-23;18
15;-49.0;-9;60.0;5;-8;8;15
26;-96.0;-16;-84.0;-3;-32;32;26
18;-92.0;0;-159.0;20;19;-19;18
-2;-88.0;?;-166.0;37;41;-41;?
36;-66.0;16;-122.0;37;?;4;36
50;-10.0;3;-77.0;29;17;-17;50
4;-6.0;9;-13.0;23;47;-47;4
17;48.0;8;56.0;21;26;-26;17
20;80.0;?;113.0;7;27;-27;20
-32;?;-2;142.0;6;6;-6;-32
-16;160.0;1;131.0;20;3;-3;-16
5;117.0;-10;185.0;14;39;-39;5
-3;66.0;-3;173.0;10;1;-1;-3
37;101.0;5;151.0;15;-33;33;37
41;19.0;-1;89.0;10;-5;5;41
?;52.0;1;-8.0;12;-31;31;15
24;-10.0;4;26.0;16;-36;36;24
22;-5.0;2;-33.0;11;17;-17;22
28;19.0;5;-5.0;8;23;-23;28
25;1.0;3;2.0;7;6;-6;25
-13;-15.0;-1;18.0;10;-10;10;-13
4;13.0;0;-39.0;11;-24;24;4
12;24.0;3;10.0;11;-21;21;12
-8;28.0;4;44.0;10;-27;27;-8
21;60.0;3;40.0;9;?;19;21
15;60.0;-1;81.0;15;-3;3;15
-23;?;-1;81.0;16;-21;21;-23
-18;85.0;5;80.0;11;-18;18;-18
-25;103.0;-3;91.0;9;-17;17;-25
-37;79.0;?;140.0;12;-20;20;-37
-37;19.0;4;112.0;10;11;-11;-37
-28;14.0;0;75.0;7;17;-17;-28
4;-20.0;-2;42.0;12;14;-14;4
-10;-59.0;-1;21.0;12;21;-21;?
22;-53.0;0;-53.0;12;10;-10;?
36;-55.0;-1;-50.0;16;29;-29;36
-20;-69.0;?;-74.0;12;56;-56;-20
1;-61.0;0;-86.0;9;?;-11;1
17;?;-1;-9.0;8;-26;26;17
9;-48.0;-3;-17.0;?;5;-5;9
-7;-45.0;-3;38.0;15;38;-38;-7
-13;-27.0;1;-7.0;10;13;-13;-13
5;-2.0;3;52.0;12;-24;24;5
4;-3.0;-3;44.0;15;-7;7;4
17;-3.0;0;54.0;12;36;-36;17
-2;-14.0;6;34.0;11;45;-45;-2
6;32.0;0;3.0;13;-18;18;6
6;8.0;-4;69.0;9;-20;20;?
-37;20.0;-1;38.0;7;38;-38;-37
-11;19.0;2;64.0;9;-4;4;-11
-8;21.0;2;64.0;8;-28;28;-8
-18;35.0;-2;55.0;8;?;-29;-18
2;9.0;2;46.0;14;69;-69;2
0;33.0;9;91.0;11;60;-60;0
-28;39.0;3;66.0;7;15;-15;-28
-40;41.0;-5;42.0;12;-20;20;-40
4;62.0;0;?;12;-34;34;4
17;49.0;1;54.0;10;-20;20;17
16;54.0;0;67.0;7;29;-29;16
-7;60.0;?;91.0;8;42;-42;-7
-46;60.0;5;23.0;13;-4;4;?
3;62.0;-4;28.0;11;-9;9;?
26;68.0;-1;56.0;13;22;-22;26
-7;62.0;3;?;16;28;-28;-7
?;66.0;1;71.0;15;44;-44;-17
-15;81.0;2;120.0;15;27;?;-15
-5;81.0;?;92.0;13;-24;24;-5
-5;45.0;2;97.0;14;-17;17;-5
3;40.0;-1;103.0;8;-11;11;3
32;21.0;-2;99.0;9;-13;13;32
27;4.0;-1;50.0;10;-15;15;27
3;-24.0;-2;52.0;7;3;-3;3
4;-30.0;0;31.0;15;27;-27;4
4;-22.0;1;2.0;16;-9;9;4
17;-48.0;-1;-8.0;11;-2;2;17
23;-38.0;-3;14.0;12;3;-3;?
-8;-49.0;0;-1.0;10;3;-3;-8
-28;-62.0;5;-27.0;9;26;-26;-28
?;-27.0;1;-27.0;11;-10;10;-36
-40;-11.0;2;-8.0;9;-41;41;-40
-12;2.0;2;28.0;8;?;34;-12
16;36.0;1;15.0;6;18;?;16
9;44.0;3;52.0;5;28;-28;9
-6;98.0;0;95.0;9;-17;17;-6
3;116.0;?;100.0;11;-24;?;3
24;?;-1;145.0;?;-7;7;24
14;169.0;-2;168.0;8;41;-41;14
-1;191.0;-3;170.0;7;-1;1;-1
-7;204.0;0;209.0;13;-39;39;-7
-5;188.0;2;279.0;15;31;-31;-5
4;158.0;0;220.0;11;21;-21;4
1;146.0;-2;184.0;16;9;-9;?
16;106.0;2;145.0;14;22;-22;16
-2;51.0;5;115.0;?;-13;13;-2
-27;9.0;3;67.0;16;-18;18;-27
-16;-47.0;-2;24.0;?;8;-8;-16
-17;-58.0;-3;-19.0;1;8;-8;?
2;-71.0;-1;-67.0;9;1;-1;2
-8;-75.0;0;-63.0;13;-19;19;-8
?;-65.0;-1;-86.0;11;-41;41;-5
30;-99.0;-2;-87.0;16;-27;27;30
13;-87.0;-3;-106.0;13;8;-8;13
11;-54.0;-2;-50.0;9;3;-3;11
21;-21.0;-2;-11.0;10;-34;?;21
-1;0.0;-3;28.0;?;-11;11;-1
-2;57.0;0;43.0;10;7;-7;-2
3;51.0;2;87.0;5;-4;4;3
-16;16.0;0;56.0;?;-4;4;-16
-25;21.0;-2;65.0;12;-30;30;-25
-32;-7.0;1;59.0;10;-22;22;-32
-27;-14.0;1;18.0;12;-9;9;?
26;-13.0;0;17.0;10;5;-5;26
14;-21.0;-1;7.0;9;14;-14;14
-26;-26.0;-1;52.0;13;7;-7;-26
10;-30.0;?;34.0;11;20;-20;10
0;13.0;-3;16.0;3;-17;17;0
9;12.0;2;46.0;7;0;0;9
21;44.0;6;40.0;14;22;-22;21
7;25.0;1;101.0;13;-16;16;7
35;12.0;3;77.0;13;-4;4;35
4;23.0;-1;85.0;10;-24;24;4
-4;50.0;-4;68.0;10;-32;32;-4
6;21.0;5;28.0;18;10;-10;6
?;52.0;5;85.0;17;12;-12;11
35;21.0;-1;64.0;8;-5;5;35
7;16.0;-1;42.0;9;-4;4;7
0;29.0;0;54.0;13;13;-13;0
?;-3.0;4;25.0;13;25;-25;8
1;15.0;2;73.0;8;23;-23;1
7;24.0;-4;60.0;8;-2;2;7
3;34.0;1;80.0;11;0;0;3
-15;11.0;4;66.0;9;26;-26;-15
-12;36.0;2;48.0;10;-7;7;-12
7;44.0;-3;44.0;?;-42;42;7
-4;65.0;0;95.0;13;-12;12;-4
?;41.0;3;95.0;13;21;-21;1
25;48.0;-2;71.0;13;-20;20;25
-9;48.0;2;26.0;?;-64;64;-9
-34;18.0;?;50.0;13;-26;26;-34
3;45.0;2;57.0;11;0;0;3
10;22.0;0;23.0;7;40;-40;10
-10;22.0;-2;52.0;?;48;-48;-10
-5;3.0;3;34.0;15;-4;?;-5
3;4.0;?;38.0;?;-4;4;3
9;18.0;-5;67.0;9;-14;14;9
-12;24.0;3;37.0;9;6;-6;-12
-28;1.0;7;35.0;13;7;-7;-28
-11;22.0;4;2.0;14;-10;10;-11
4;-1.0;2;-10.0;9;27;-27;4
6;38.0;4;20.0;12;-4;4;?
-5;65.0;6;54.0;13;-24;24;-5
3;72.0;5;90.0;17;?;0;3
19;110.0;1;101.0;17;-9;9;19
13;116.0;-1;136.0;10;1;-1;?
15;134.0;1;140.0;15;-4;4;15
18;158.0;4;173.0;19;-49;49;18
4;134.0;4;180.0;19;-38;38;4
18;111.0;?;147.0;17;-13;13;18
37;68.0;4;107.0;16;-15;15;37
9;24.0;0;42.0;26;?;12;9
?;-58.0;2;-74.0;28;16;-16;4
11;-94.0;?;-167.0;15;35;-35;11
-31;-119.0;2;-218.0;14;-27;27;-31
-16;-103.0;2;-218.0;18;?;19;-16
1;-95.0;0;-219.0;13;57;-57;1
-28;-72.0;0;-85.0;14;38;-38;-28
-7;-23.0;2;-17.0;15;-11;11;-7
-9;41.0;-2;48.0;7;-4;4;-9
-14;113.0;-4;184.0;2;28;-28;-14
19;183.0;-3;?;10;-21;21;19
-30;220.0;-2;388.0;12;-51;?;-30
-37;219.0;0;403.0;12;-10;10;-37
42;181.0;2;390.0;19;-13;13;42
24;134.0;6;311.0;13;-8;8;24
28;62.0;4;305.0;12;-14;14;28
42;24.0;0;271.0;16;-41;41;42
-13;8.0;2;165.0;12;6;-6;-13
-37;11.0;2;131.0;11;11;-11;-37
-28;9.0;3;73.0;11;-33;?;-28
21;-58.0;4;-42.0;11;8;-8;21
40;-101.0;1;-14.0;12;-1;1;40
8;-143.0;1;-44.0;14;-25;25;8
-5;-154.0;3;-91.0;12;4;-4;-5
5;-161.0;3;-89.0;13;18;-18;5
-3;-110.0;2;-192.0;12;21;-21;-3
-21;-93.0;-1;-117.0;6;-44;?;-21
14;-112.0;6;-110.0;20;-63;63;14
39;-113.0;5;-147.0;23;-9;9;39
17;-72.0;-1;-95.0;11;23;-23;17
-17;-21.0;2;?;15;36;-36;-17
-21;-15.0;0;-51.0;16;?;5;-21
?;-38.0;-1;-10.0;13;-36;36;21
12;-50.0;-2;-9.0;13;-23;23;12
14;-85.0;-3;34.0;14;-32;32;14
18;-69.0;0;43.0;18;-40;40;18
-37;-42.0;1;59.0;15;8;-8;-37
-32;15.0;-1;44.0;11;16;-16;-32
-12;8.0;-2;98.0;11;-24;24;-12
16;35.0;?;98.0;11;?;-30;16
37;21.0;3;100.0;?;28;-28;37
22;0.0;1;79.0;15;-13;13;22
4;15.0;2;50.0;13;17;-17;4
-9;21.0;8;23.0;17;-16;16;-9
21;30.0;4;38.0;13;-20;20;21
9;74.0;3;6.0;6;-13;13;9
-2;68.0;-1;24.0;12;15;-15;-2
13;70.0;0;35.0;17;30;-30;13
-15;92.0;6;45.0;9;-22;22;-15
12;113.0;-3;110.0;9;2;-2;12
29;85.0;?;158.0;18;-12;12;29
-30;?;-1;93.0;16;-7;7;-30
-26;90.0;0;141.0;10;27;-27;-26
-19;-18.0;9;122.0;16;-44;44;-19
-27;-10.0;-2;55.0;12;?;37;-27
29;-61.0;1;47.0;5;13;-13;29
3;-65.0;7;-33.0;17;-41;41;3
-27;?;3;-27.0;16;-28;28;-27
35;-64.0;1;-53.0;12;25;-25;35
42;-38.0;0;?;17;4;-4;42
16;-26.0;4;0.0;11;-3;3;16
1;-44.0;4;-55.0;15;-12;12;1
-20;11.0;-1;-56.0;16;-10;10;-20
-23;37.0;-5;-10.0;11;-22;22;-23
3;69.0;-2;31.0;14;4;-4;3
13;74.0;2;75.0;13;46;-46;13
4;69.0;0;108.0;15;10;-10;4
12;59.0;4;95.0;19;23;-23;12
12;72.0;4;55.0;19;?;-6;12
2;38.0;3;71.0;16;-8;8;2
5;70.0;4;103.0;19;36;-36;5
-7;68.0;0;105.0;19;25;-25;-7
-9;66.0;1;101.0;10;7;-7;-9
16;84.0;-1;95.0;12;2;-2;16
-7;58.0;-6;95.0;11;-15;15;-7
-23;64.0;0;107.0;9;-27;27;-23
28;35.0;2;81.0;?;-19;19;?
23;35.0;2;68.0;13;-4;4;23
-31;3.0;7;20.0;19;-20;20;-31
-29;-1.0;1;6.0;15;-11;11;?
-32;-4.0;-2;-6.0;8;?;-38;-32
-30;-49.0;3;-12.0;15;34;-34;-30
-2;?;2;-91.0;16;-23;23;?
-6;-44.0;2;-47.0;11;-12;12;-6
-7;-45.0;0;-12.0;18;42;-42;-7
-6;-49.0;-1;19.0;19;?;-46;-6
-4;-14.0;3;-67.0;15;52;-52;-4
11;-60.0;4;-63.0;16;13;-13;11
26;-71.0;1;-84.0;17;-20;20;26
5;-73.0;-1;-120.0;17;27;-27;5
?;-13.0;-1;-148.0;17;9;-9;-20
9;36.0;0;-160.0;?;-26;26;9
-28;53.0;4;-146.0;11;-16;16;-28
-31;117.0;2;-62.0;15;-15;15;-31
28;162.0;-1;74.0;24;-25;25;28
6;207.0;1;154.0;18;-24;24;6
10;231.0;2;220.0;15;-19;19;10
4;194.0;0;254.0;11;?;39;4
-31;194.0;-2;262.0;3;-6;6;-31
-16;181.0;1;281.0;8;13;?;-16
18;184.0;3;273.0;15;-13;?;18
7;183.0;-2;238.0;11;24;-24;?
-22;197.0;0;215.0;9;28;-28;-22
15;193.0;1;192.0;8;-2;2;15
-19;173.0;1;194.0;10;?;-25;?
?;150.0;1;184.0;6;16;-16;-51
20;125.0;-4;147.0;3;-2;2;20
9;101.0;-1;149.0;13;16;-16;9
-20;74.0;2;?;10;-3;3;-20
-1;42.0;0;51.0;13;15;-15;-1
4;12.0;1;-4.0;18;-9;9;4
-12;-16.0;0;-36.0;14;-56;56;-12
-26;?;-1;-43.0;15;2;?;-26
-8;-52.0;1;-54.0;12;19;-19;-8
-7;-57.0;2;-61.0;7;-1;1;-7
-44;-59.0;3;-14.0;10;-6;6;-44
-72;-35.0;1;-13.0;16;-20;20;-72
-30;-23.0;3;-18.0;20;-19;19;-30
-7;-36.0;15;?;23;19;-19;-7
-19;-4.0;11;26.0;19;?;-23;-19
23;-16.0;-6;11.0;5;-17;17;23
-3;?;-3;48.0;5;22;-22;-3
10;5.0;2;32.0;15;42;-42;10
100;16.0;-4;10.0;13;-2;2;100
64;32.0;-3;36.0;5;7;-7;64
24;54.0;-2;30.0;6;-5;5;24
33;33.0;1;?;14;-39;39;33
9;99.0;5;36.0;20;-11;11;9
38;51.0;1;47.0;18;-12;12;38
91;67.0;0;76.0;12;-22;22;91
46;96.0;-2;112.0;5;-14;14;46
-12;125.0;-4;143.0;7;?;42;-12
-7;113.0;7;122.0;15;-21;21;-7
-15;?;1;102.0;12;-31;31;-15
-23;171.0;1;70.0;15;-71;71;-23
11;156.0;?;39.0;32;-49;49;11
?;191.0;10;33.0;26;-43;?;15
-18;256.0;-5;29.0;10;-51;51;-18
-44;242.0;13;119.0;20;-56;56;-44
-39;199.0;2;170.0;2;-48;48;-39
-34;152.0;-11;85.0;-7;-92;92;-34
16;139.0;0;-79.0;10;-228;228;16
11;?;1;-185.0;5;-378;378;11
103;75.0;6;-237.0;11;-573;573;103
452;112.0;4;-224.0;10;-736;736;452
574;138.0;3;-176.0;?;-738;738;574
1455;201.0;8;-63.0;21;?;774;1455
1869;310.0;-5;-5.0;13;-647;647;1869
951;378.0;-3;103.0;11;-320;320;951
902;439.0;1;163.0;1;-291;291;902
384;652.0;-15;350.0;10;-189;189;?
-192;753.0;?;559.0;17;174;-174;-192
199;853.0;21;968.0;3;393;-393;199
108;935.0;0;1350.0;1;471;-471;108
126;883.0;?;1651.0;?;539;-539;126
200;767.0;-9;1666.0;2;566;-566;200
33;684.0;-8;1472.0;7;489;-489;33
98;?;8;1184.0;5;470;-470;98
333;633.0;15;948.0;5;434;-434;333
370;600.0;-3;734.0;7;383;-383;370
259;581.0;-10;598.0;?;534;-534;259
259;541.0;1;?;-10;601;-601;259
217;468.0;1;472.0;-11;587;?;217
562;412.0;18;385.0;10;754;-754;562
403;351.0;-1;275.0;-12;505;-505;403
703;314.0;-1;117.0;-7;347;?;703
874;231.0;27;10.0;5;416;-416;874
?;198.0;-15;-73.0;-45;-974;974;?
-1311;146.0;99;-66.0;99;-2850;2850;-1311
-263;58.0;254;-20.0;?;-3357;3357;-263
-641;48.0;227;-19.0;115;-1904;1904;?
243;98.0;292;19.0;321;-8;8;243
268;52.0;353;-24.0;361;127;-127;268
10;-86.0;192;26.0;931;-15;15;10
258;-327.0;8;-130.0;842;99;-99;258
173;-521.0;-161;-468.0;468;-29;29;173
217;-622.0;?;-740.0;495;?;-7;217
158;-685.0;351;-933.0;51;-23;23;158
149;-855.0;416;-1067.0;-63;-42;42;149
139;-999.0;?;-1176.0;40;-22;22;139
?;-1076.0;418;-1206.0;114;-66;66;68
59;-1006.0;315;-1224.0;185;-5;5;59
61;-857.0;?;-1187.0;-15;22;-22;61
?;-797.0;165;-1125.0;-164;-12;12;15
7;-637.0;?;-1031.0;-425;-1;1;7
-4;-534.0;-300;-870.0;-623;-79;?;-4
-99;-413.0;-794;-657.0;-430;-84;84;-99
6;-186.0;-1081;-431.0;-734;-320;320;6
?;11.0;-1424;-211.0;-366;-899;899;238
277;153.0;-1425;-30.0;546;-1379;1379;?
311;275.0;-158;180.0;-557;-2031;2031;311
365;391.0;263;383.0;-1318;-2346;2346;365
319;443.0;72;570.0;-418;-2010;2010;319
295;496.0;137;755.0;4;-2526;?;295
-483;?;-152;1066.0;-64;-3439;3439;-483
-1204;814.0;-117;1550.0;-17;-1976;1976;-1204
-436;930.0;-68;1460.0;31;746;-746;-436
-56;469.0;-119;1056.0;-2;1832;-1832;-56
-341;-9.0;-74;825.0;-28;3012;-3012;-341
-341;148.0;-91;678.0;-7;4721;-4721;-341
-66;?;-79;603.0;-1;5111;-5111;-66
692;151.0;-76;487.0;-7;5374;-5374;692
850;-22.0;-40;326.0;10;5824;-5824;850
-148;-158.0;-46;91.0;-15;?;-4464;-148
-1645;-188.0;-2;-51.0;35;1414;-1414;-1645
-2581;-165.0;-19;-127.0;-10;-300;300;-2581
-2437;-109.0;373;-198.0;22;-98;98;-2437
-2416;-162.0;676;-182.0;249;-88;?;-2416
-2558;-247.0;209;-122.0;117;-152;152;-2558
-2281;-449.0;839;-183.0;253;-83;83;-2281
-2710;-855.0;1412;-242.0;?;-138;138;-2710
-2040;-860.0;921;-624.0;774;-104;104;-2040
-95;-934.0;663;-1305.0;193;-124;?;-95
-5;-1095.0;27;-1660.0;-412;-147;147;-5
-160;-1106.0;-506;-1736.0;-775;-102;102;-160
?;-899.0;-610;?;-815;-111;?;59
-85;-740.0;-699;-1573.0;-681;-97;97;-85
-18;-717.0;-620;-1225.0;-554;-105;105;-18
-36;-824.0;-1093;-815.0;-1063;-103;103;-36
5;-829.0;-1096;-496.0;-1353;-129;129;5
33;-732.0;329;-81.0;-159;-313;313;33
90;-692.0;531;349.0;408;-578;578;90
26;-578.0;-77;670.0;144;-1323;1323;26
-19;-333.0;90;826.0;227;-4901;4901;-19
-835;42.0;?;853.0;-81;-7818;?;-835
-2739;340.0;-176;926.0;-165;-8012;8012;-2739
-3252;741.0;23;?;24;-9056;9056;-3252
-2933;991.0;12;2062.0;34;?;5289;-2933
-3281;605.0;34;2296.0;39;-1843;1843;-3281
-3049;422.0;7;1843.0;?;-2132;2132;-3049
-2599;294.0;-8;1465.0;7;661;-661;-2599
-2611;?;-11;1045.0;0;1504;-1504;-2611
-2235;72.0;7;662.0;24;1947;-1947;-2235
-1772;?;13;307.0;27;3489;-3489;-1772
-1675;-215.0;-17;-127.0;5;3417;-3417;-1675
-1133;-423.0;-4;-475.0;16;3825;-3825;-1133
-877;-569.0;23;-603.0;20;3606;?;-877
-458;-648.0;1;-665.0;6;?;-2889;-458
1591;-684.0;7;-659.0;31;3710;-3710;1591
?;-660.0;-14;-515.0;7;4707;-4707;1980
929;-601.0;-19;-398.0;-17;4166;-4166;?
1336;-551.0;7;-204.0;0;2668;-2668;1336
1819;-424.0;-19;-16.0;-3;1562;-1562;1819
1956;-321.0;9;153.0;33;1498;-1498;1956
1081;-276.0;17;288.0;14;1042;-1042;1081
-305;-238.0;-19;286.0;-8;-370;370;-305
-539;2.0;7;222.0;39;-613;613;-539
32;252.0;-5;220.0;17;-739;739;32
250;434.0;-41;334.0;10;-1091;1091;250
192;444.0;-19;563.0;50;-646;646;192
723;327.0;-13;722.0;-1;-2265;2265;723
?;191.0;-54;603.0;-6;-2969;2969;452
409;-19.0;-15;272.0;33;-4705;4705;409
223;-52.0;3;-4.0;51;-3655;3655;223
?;-14.0;44;-155.0;128;3311;-3311;-1276
-652;148.0;-26;-196.0;71;1981;-1981;-652
?;210.0;-450;-50.0;-300;?;823;104
-353;125.0;209;98.0;-817;598;-598;-353
?;-56.0;1473;118.0;-737;-174;174;-69
-7;-302.0;1601;?;?;-19;19;-7
100;-106.0;785;145.0;?;14;-14;100
289;14.0;-762;-57.0;-234;-92;92;289
260;-135.0;-2261;16.0;278;141;-141;260
?;-345.0;-3421;252.0;1509;16;-16;126
-50;?;?;332.0;878;48;-48;-50
-67;99.0;-498;399.0;-334;-33;33;-67
-64;72.0;-302;560.0;-325;-32;32;-64
-51;10.0;-229;603.0;124;?;76;-51
2;108.0;52;578.0;173;-48;48;2
?;185.0;-210;357.0;?;24;-24;-71
-154;252.0;-105;?;115;?;-45;-154
?;308.0;-128;-513.0;110;78;-78;-150
-122;452.0;-148;-207.0;106;41;-41;-122
-8;81.0;-115;57.0;116;90;-90;-8
-108;-152.0;-140;?;100;?;-138;-108
-296;-32.0;-127;-362.0;122;75;-75;-296
-298;191.0;-127;-236.0;94;37;-37;-298
-246;773.0;-92;-98.0;-31;28;-28;-246
-123;684.0;-88;-305.0;?;40;-40;-123
-128;336.0;-91;-747.0;-23;?;-39;-128
-89;-269.0;-91;-704.0;-52;73;-73;-89
-41;-473.0;-88;-635.0;?;-8;8;-41
44;-171.0;-92;-973.0;-44;87;-87;44
40;-161.0;-92;-1006.0;-43;163;-163;40
-303;-292.0;-79;-961.0;?;-364;?;-303
-12;-495.0;-148;-950.0;-230;?;680;-12
453;-432.0;-193;-1075.0;-369;-724;?;453
184;-642.0;-181;-1000.0;-341;?;624;184
123;-588.0;-181;-1115.0;-332;-233;233;123
319;-548.0;-146;-925.0;-159;?;213;319
247;-452.0;-137;-1172.0;-119;-285;285;247
299;-395.0;-145;-1329.0;-158;-185;185;299
191;-586.0;-139;-1572.0;-130;-337;337;191
418;-573.0;-141;-1752.0;?;-558;558;418
1581;-502.0;-142;-2135.0;?;-928;928;1581
1946;-289.0;-144;-2564.0;-138;-1093;1093;1946
