InertialMeasurementUnit R-SHOE Nav_Ax;Accelerometer RWR accX;Accelerometer RUA_ accX;Accelerometer RUA^ accX;InertialMeasurementUnit L-SHOE EuZ;InertialMeasurementUnit RLA accY;Accelerometer RWR accZ
1;-300.0;303.0;13.0;-177;318.0;592.0
2;-351.0;281.0;15.0;-177;300.0;624.0
-3;-324.0;291.0;12.0;-177;291.0;551.0
3;-311.0;291.0;8.0;-177;297.0;602.0
5;-283.0;299.0;9.0;-177;298.0;600.0
1;-332.0;278.0;-17.0;-177;284.0;598.0
4;-273.0;285.0;7.0;-177;293.0;563.0
2;-366.0;288.0;-20.0;-177;296.0;562.0
1;-318.0;276.0;5.0;-177;287.0;577.0
0;-304.0;250.0;-4.0;-177;259.0;589.0
-1;-295.0;250.0;6.0;-177;249.0;570.0
2;-324.0;268.0;5.0;-177;276.0;554.0
-1;-253.0;278.0;1.0;-177;295.0;577.0
2;-304.0;271.0;18.0;-177;283.0;563.0
4;-300.0;252.0;7.0;-177;?;575.0
0;?;259.0;?;-177;270.0;572.0
0;-339.0;263.0;12.0;-177;268.0;579.0
-1;-331.0;261.0;6.0;-177;281.0;570.0
-1;-294.0;281.0;36.0;-177;291.0;580.0
2;-352.0;272.0;12.0;-177;285.0;582.0
1;-324.0;291.0;9.0;-177;296.0;607.0
-1;-317.0;280.0;18.0;-177;?;574.0
0;-273.0;279.0;?;-177;287.0;?
-1;-301.0;274.0;20.0;-177;297.0;587.0
-1;-303.0;294.0;19.0;-177;293.0;581.0
2;-275.0;290.0;15.0;-177;308.0;584.0
2;-273.0;290.0;-3.0;-177;308.0;608.0
4;-340.0;296.0;22.0;-177;309.0;584.0
5;-304.0;300.0;20.0;-177;307.0;588.0
-3;-304.0;298.0;6.0;?;308.0;582.0
0;-319.0;267.0;16.0;-177;?;587.0
6;?;282.0;21.0;-177;288.0;598.0
-1;-290.0;?;11.0;-177;281.0;612.0
-4;-322.0;271.0;8.0;?;281.0;581.0
4;-314.0;291.0;17.0;-177;291.0;601.0
3;-295.0;291.0;20.0;-177;299.0;568.0
-2;-327.0;299.0;0.0;-177;303.0;587.0
3;-331.0;291.0;9.0;-177;299.0;618.0
2;-312.0;290.0;9.0;-177;295.0;602.0
6;-348.0;?;19.0;-177;300.0;626.0
7;-319.0;309.0;-10.0;-177;306.0;612.0
-9;-328.0;?;-8.0;-177;317.0;595.0
-5;-334.0;288.0;18.0;-177;299.0;591.0
1;-329.0;280.0;-4.0;-177;291.0;581.0
-3;-315.0;281.0;20.0;-177;297.0;568.0
2;-310.0;274.0;7.0;-177;?;601.0
-2;-357.0;283.0;0.0;-177;286.0;589.0
-7;-337.0;281.0;-6.0;-177;272.0;610.0
1;-292.0;272.0;0.0;-177;291.0;574.0
3;-281.0;280.0;34.0;-177;287.0;598.0
3;-343.0;281.0;39.0;-177;286.0;611.0
7;-292.0;300.0;29.0;-177;300.0;622.0
5;-298.0;?;19.0;-177;305.0;616.0
3;-301.0;291.0;28.0;-177;305.0;591.0
-2;-306.0;292.0;38.0;-177;304.0;603.0
-1;?;303.0;51.0;?;316.0;617.0
3;-266.0;315.0;63.0;?;320.0;628.0
-1;-319.0;333.0;43.0;-177;?;603.0
-3;-275.0;323.0;33.0;-177;320.0;?
1;-264.0;318.0;36.0;-177;316.0;612.0
?;-205.0;294.0;65.0;-177;315.0;575.0
2;-308.0;308.0;39.0;-177;332.0;593.0
5;-268.0;?;30.0;-177;335.0;571.0
-1;-246.0;303.0;51.0;-177;317.0;595.0
-3;-266.0;292.0;59.0;?;305.0;610.0
5;-300.0;307.0;55.0;-177;318.0;630.0
0;-324.0;320.0;67.0;-177;320.0;621.0
-4;-326.0;311.0;41.0;-177;316.0;630.0
?;-300.0;339.0;38.0;-177;329.0;622.0
-6;-258.0;316.0;47.0;-177;326.0;629.0
?;?;310.0;46.0;-177;321.0;608.0
-2;-303.0;309.0;28.0;-177;323.0;608.0
6;-296.0;309.0;40.0;-177;330.0;584.0
4;-253.0;311.0;36.0;-177;317.0;597.0
-3;-292.0;304.0;40.0;-177;315.0;?
5;-317.0;297.0;15.0;-177;320.0;579.0
1;-278.0;276.0;22.0;-177;307.0;563.0
-5;-281.0;278.0;35.0;-177;289.0;575.0
-2;-240.0;?;36.0;-177;?;565.0
2;-266.0;252.0;47.0;-177;284.0;567.0
-2;-292.0;252.0;26.0;?;282.0;553.0
?;-340.0;269.0;44.0;-177;276.0;559.0
3;-323.0;281.0;41.0;-177;277.0;591.0
5;-318.0;271.0;37.0;-177;?;610.0
?;-337.0;283.0;39.0;-177;290.0;603.0
-3;-292.0;291.0;38.0;-177;294.0;621.0
2;-321.0;?;43.0;-177;293.0;609.0
3;-287.0;287.0;14.0;-177;299.0;?
-1;-301.0;282.0;42.0;-177;312.0;619.0
3;?;296.0;10.0;-177;302.0;621.0
5;-284.0;299.0;43.0;-177;318.0;568.0
1;-307.0;277.0;42.0;-177;317.0;595.0
-1;-271.0;280.0;56.0;-177;317.0;613.0
-2;-268.0;300.0;49.0;-177;319.0;610.0
4;-285.0;299.0;52.0;-177;324.0;617.0
4;-280.0;295.0;26.0;-177;310.0;624.0
-3;-313.0;272.0;36.0;-177;317.0;?
-1;-276.0;289.0;49.0;-177;320.0;600.0
2;-294.0;300.0;63.0;-177;?;579.0
0;-264.0;310.0;21.0;-177;317.0;585.0
3;-305.0;310.0;62.0;-177;314.0;618.0
3;-342.0;?;57.0;-177;297.0;603.0
1;-331.0;283.0;57.0;-177;301.0;620.0
4;-300.0;304.0;23.0;-177;314.0;595.0
3;-308.0;293.0;26.0;-177;314.0;602.0
2;-319.0;274.0;30.0;-177;298.0;583.0
2;-314.0;275.0;32.0;-177;293.0;600.0
0;-284.0;285.0;62.0;-177;304.0;550.0
6;?;303.0;12.0;-177;292.0;545.0
5;-248.0;302.0;10.0;-177;310.0;607.0
-2;-304.0;267.0;15.0;-177;?;603.0
-2;-279.0;260.0;43.0;-177;276.0;600.0
-5;-295.0;285.0;38.0;-177;293.0;601.0
0;-306.0;310.0;10.0;-177;311.0;591.0
?;-286.0;291.0;24.0;-177;297.0;591.0
1;-334.0;300.0;22.0;-177;297.0;568.0
?;-310.0;299.0;9.0;-177;308.0;572.0
-4;-309.0;287.0;19.0;-177;298.0;?
?;-353.0;259.0;19.0;-177;284.0;582.0
7;?;?;20.0;?;280.0;592.0
-1;-266.0;257.0;28.0;-177;275.0;572.0
3;-320.0;252.0;15.0;-177;280.0;596.0
9;-313.0;256.0;12.0;-177;272.0;590.0
4;?;292.0;37.0;-177;287.0;?
-1;-289.0;288.0;49.0;-177;294.0;586.0
-1;-284.0;?;40.0;-177;294.0;605.0
3;-335.0;292.0;19.0;-177;319.0;559.0
0;-300.0;292.0;27.0;-177;321.0;556.0
1;-356.0;267.0;16.0;-177;294.0;569.0
2;-316.0;252.0;18.0;-177;292.0;591.0
-7;-305.0;252.0;?;-177;290.0;570.0
-3;-336.0;262.0;20.0;-177;282.0;604.0
-3;-310.0;271.0;44.0;-177;285.0;610.0
-5;-279.0;272.0;47.0;-177;291.0;610.0
6;-348.0;282.0;38.0;-177;284.0;596.0
-1;?;280.0;6.0;-177;292.0;?
-3;-359.0;279.0;-21.0;?;299.0;570.0
6;-341.0;246.0;-16.0;-177;279.0;557.0
0;-296.0;235.0;-11.0;-177;271.0;569.0
2;-268.0;242.0;-1.0;-177;275.0;585.0
6;-290.0;?;29.0;-177;268.0;558.0
-1;-281.0;258.0;60.0;-177;267.0;559.0
2;-291.0;282.0;37.0;-177;274.0;590.0
-3;-304.0;301.0;43.0;-177;282.0;589.0
1;-302.0;291.0;21.0;-177;278.0;610.0
10;-352.0;291.0;26.0;-177;275.0;591.0
0;-311.0;281.0;35.0;-177;296.0;611.0
-3;-286.0;291.0;26.0;-177;312.0;611.0
0;-305.0;290.0;37.0;-177;313.0;?
1;-288.0;295.0;47.0;-177;319.0;663.0
?;-292.0;309.0;47.0;-177;334.0;639.0
2;-316.0;300.0;45.0;-177;335.0;607.0
2;-298.0;315.0;20.0;-177;343.0;626.0
3;-311.0;319.0;39.0;-177;346.0;585.0
4;-275.0;297.0;25.0;-177;321.0;572.0
0;-261.0;297.0;30.0;?;303.0;552.0
1;?;289.0;27.0;-177;298.0;572.0
?;-372.0;280.0;?;-177;285.0;566.0
3;-359.0;274.0;25.0;?;272.0;573.0
2;-319.0;277.0;11.0;-177;281.0;582.0
6;?;282.0;14.0;-177;271.0;579.0
5;-324.0;272.0;31.0;-177;262.0;601.0
4;-275.0;262.0;49.0;-177;282.0;621.0
8;-281.0;272.0;30.0;-177;292.0;610.0
?;-254.0;292.0;37.0;-177;269.0;611.0
-4;-266.0;300.0;55.0;-177;342.0;613.0
-2;-270.0;288.0;85.0;-177;341.0;640.0
2;-297.0;315.0;37.0;-177;338.0;?
0;-279.0;350.0;49.0;-177;358.0;622.0
0;-309.0;316.0;?;-177;352.0;626.0
3;-281.0;311.0;36.0;-177;?;632.0
9;-278.0;308.0;30.0;-177;343.0;621.0
8;-228.0;?;49.0;-177;333.0;587.0
0;-314.0;305.0;18.0;-177;330.0;578.0
-2;-293.0;?;49.0;-177;?;566.0
-1;-269.0;287.0;38.0;-177;301.0;556.0
?;?;303.0;?;-177;303.0;599.0
3;-294.0;303.0;14.0;-177;311.0;570.0
-1;-305.0;271.0;46.0;-177;274.0;560.0
0;-310.0;271.0;33.0;-177;274.0;572.0
7;-286.0;?;10.0;-177;291.0;593.0
3;?;267.0;26.0;-177;268.0;588.0
2;-267.0;269.0;28.0;-177;270.0;575.0
3;-297.0;287.0;28.0;-177;289.0;574.0
0;-248.0;254.0;28.0;-177;288.0;602.0
?;-232.0;270.0;55.0;-177;292.0;615.0
6;-284.0;267.0;69.0;-177;293.0;627.0
-1;-284.0;286.0;48.0;-177;297.0;630.0
0;-313.0;309.0;69.0;-177;308.0;642.0
0;-281.0;310.0;50.0;-177;318.0;670.0
1;-241.0;310.0;67.0;-177;330.0;642.0
1;-290.0;310.0;49.0;-177;329.0;593.0
1;-223.0;310.0;33.0;-177;347.0;600.0
0;-207.0;302.0;16.0;-177;359.0;591.0
-1;-272.0;281.0;?;-177;333.0;578.0
10;-230.0;?;?;-177;310.0;574.0
7;-278.0;271.0;58.0;-177;317.0;586.0
-1;-280.0;282.0;47.0;-177;296.0;575.0
1;-285.0;294.0;84.0;-177;296.0;603.0
3;-280.0;282.0;56.0;?;301.0;608.0
3;-323.0;279.0;48.0;-177;283.0;613.0
-4;-254.0;300.0;43.0;-177;279.0;607.0
-2;-276.0;293.0;16.0;-177;303.0;616.0
4;-277.0;294.0;26.0;-176;316.0;?
1;-286.0;275.0;55.0;?;329.0;579.0
0;-304.0;291.0;60.0;-177;330.0;593.0
0;-275.0;283.0;5.0;?;304.0;619.0
1;-242.0;268.0;74.0;-176;300.0;612.0
0;-311.0;242.0;72.0;-176;283.0;592.0
8;-304.0;293.0;23.0;-176;295.0;570.0
8;?;311.0;27.0;-176;332.0;580.0
-3;-204.0;262.0;56.0;-176;296.0;595.0
0;-293.0;263.0;69.0;-176;292.0;606.0
-2;-279.0;286.0;42.0;-176;290.0;?
0;-301.0;312.0;-8.0;-176;318.0;?
4;-286.0;304.0;19.0;-176;317.0;556.0
-1;-283.0;269.0;9.0;-176;296.0;581.0
-1;-272.0;271.0;32.0;-176;301.0;566.0
0;-295.0;273.0;35.0;-176;293.0;566.0
-1;-252.0;?;28.0;-176;289.0;562.0
-2;-302.0;269.0;43.0;-176;290.0;574.0
-1;-292.0;258.0;27.0;-176;284.0;560.0
2;-307.0;276.0;28.0;-176;285.0;576.0
3;-315.0;271.0;32.0;-176;282.0;581.0
3;-314.0;233.0;39.0;-176;261.0;579.0
1;-264.0;276.0;34.0;-176;270.0;601.0
-3;-266.0;282.0;12.0;-176;285.0;594.0
0;-278.0;271.0;37.0;-176;287.0;618.0
1;-305.0;270.0;43.0;-176;293.0;?
-2;-258.0;265.0;58.0;-176;301.0;601.0
-3;-259.0;298.0;38.0;-176;?;590.0
-7;-298.0;309.0;57.0;-176;312.0;602.0
-3;-271.0;313.0;38.0;-176;?;604.0
6;-265.0;319.0;58.0;-176;331.0;611.0
1;-268.0;?;?;-176;323.0;612.0
-2;-299.0;306.0;47.0;-176;328.0;606.0
3;-310.0;302.0;34.0;-176;?;618.0
4;-279.0;274.0;43.0;-176;317.0;573.0
3;-354.0;277.0;48.0;-176;307.0;604.0
2;-279.0;289.0;70.0;-176;298.0;602.0
-1;-350.0;306.0;62.0;?;302.0;611.0
-1;-313.0;320.0;37.0;-176;303.0;612.0
1;-300.0;301.0;?;-176;307.0;650.0
0;-272.0;291.0;43.0;-176;?;621.0
0;-321.0;303.0;?;-176;308.0;612.0
2;-270.0;328.0;37.0;-176;327.0;601.0
-1;-319.0;307.0;64.0;-176;323.0;620.0
-2;-301.0;313.0;66.0;-176;321.0;577.0
1;?;321.0;65.0;-176;327.0;613.0
0;-306.0;297.0;58.0;-176;324.0;626.0
-1;-332.0;301.0;64.0;-176;322.0;599.0
-4;-288.0;304.0;46.0;-176;323.0;646.0
-9;-289.0;303.0;61.0;-176;326.0;630.0
-4;?;?;53.0;-176;316.0;612.0
0;-295.0;296.0;64.0;-176;313.0;624.0
-6;?;?;57.0;-176;316.0;619.0
-3;-343.0;316.0;45.0;-176;317.0;?
6;-333.0;321.0;48.0;-176;321.0;601.0
0;-287.0;310.0;46.0;?;323.0;622.0
-3;-262.0;320.0;48.0;-176;325.0;618.0
1;-278.0;318.0;46.0;-176;324.0;?
0;-292.0;289.0;?;-176;309.0;592.0
?;-276.0;294.0;48.0;-176;312.0;564.0
-1;-280.0;298.0;38.0;-176;?;596.0
0;-316.0;287.0;37.0;-176;303.0;594.0
1;-271.0;276.0;30.0;?;294.0;621.0
1;-241.0;272.0;62.0;-176;298.0;585.0
-3;-272.0;290.0;60.0;-176;300.0;600.0
1;-306.0;283.0;49.0;-176;294.0;?
0;-290.0;?;57.0;-176;304.0;610.0
-3;-293.0;291.0;61.0;-176;315.0;618.0
6;-322.0;298.0;60.0;-176;311.0;640.0
1;-304.0;300.0;42.0;-176;323.0;?
-3;-313.0;309.0;60.0;-176;334.0;630.0
0;-272.0;310.0;67.0;-176;334.0;599.0
-1;-292.0;310.0;66.0;-176;324.0;591.0
3;-324.0;312.0;60.0;-176;327.0;609.0
-4;-272.0;317.0;48.0;-176;328.0;629.0
-1;-258.0;301.0;56.0;-176;317.0;603.0
5;-322.0;310.0;48.0;-176;308.0;601.0
0;-316.0;315.0;19.0;-176;?;601.0
-1;-324.0;305.0;39.0;-176;312.0;595.0
1;-316.0;258.0;38.0;-176;297.0;590.0
1;-248.0;269.0;?;-176;291.0;584.0
-2;-319.0;?;26.0;-176;295.0;572.0
2;-235.0;286.0;28.0;-176;297.0;575.0
3;-293.0;264.0;14.0;-176;291.0;592.0
-3;-269.0;269.0;31.0;-176;?;571.0
6;-303.0;270.0;32.0;-176;296.0;580.0
10;-304.0;289.0;35.0;-176;298.0;581.0
-2;-311.0;282.0;30.0;-176;291.0;598.0
-7;-263.0;271.0;41.0;-176;294.0;557.0
-1;?;280.0;35.0;-176;293.0;574.0
-4;?;271.0;24.0;-176;293.0;?
-5;-272.0;269.0;39.0;-176;302.0;552.0
6;?;265.0;28.0;-176;299.0;604.0
-2;-289.0;287.0;38.0;-176;302.0;586.0
-4;-304.0;291.0;?;-176;295.0;586.0
8;-328.0;287.0;39.0;-176;293.0;?
-1;-329.0;275.0;23.0;-176;289.0;595.0
-3;-301.0;269.0;5.0;-176;?;556.0
4;-313.0;270.0;6.0;-176;282.0;575.0
-3;-291.0;242.0;36.0;-176;249.0;554.0
-3;-254.0;265.0;35.0;-176;281.0;577.0
0;-324.0;264.0;24.0;-176;295.0;580.0
-1;-294.0;278.0;42.0;-176;295.0;592.0
3;?;281.0;40.0;-176;293.0;601.0
?;-294.0;281.0;46.0;-176;285.0;?
1;-290.0;291.0;39.0;-176;299.0;594.0
1;-290.0;279.0;54.0;-176;305.0;595.0
?;-320.0;286.0;41.0;-176;305.0;578.0
-1;-285.0;298.0;46.0;-176;312.0;572.0
7;-308.0;275.0;57.0;-176;310.0;562.0
-4;-282.0;289.0;56.0;-176;305.0;571.0
-7;-282.0;283.0;36.0;-176;?;?
0;-288.0;292.0;42.0;?;306.0;603.0
?;-292.0;291.0;57.0;-176;305.0;585.0
-1;-306.0;277.0;41.0;-176;298.0;?
0;-322.0;283.0;42.0;-176;293.0;?
0;-296.0;273.0;47.0;-176;301.0;570.0
2;-324.0;263.0;45.0;-176;289.0;580.0
2;-289.0;269.0;27.0;-176;284.0;559.0
?;-248.0;281.0;47.0;-176;289.0;587.0
2;?;291.0;48.0;-176;289.0;620.0
3;-276.0;289.0;27.0;-176;298.0;611.0
4;-270.0;271.0;29.0;-176;302.0;604.0
-4;-304.0;282.0;35.0;-176;301.0;592.0
-7;-290.0;281.0;48.0;-176;302.0;601.0
1;-278.0;279.0;?;-176;308.0;606.0
3;-311.0;289.0;?;-176;309.0;600.0
6;-297.0;295.0;49.0;-176;301.0;597.0
2;-281.0;275.0;54.0;-176;?;619.0
-2;-336.0;295.0;38.0;-176;314.0;590.0
1;-328.0;295.0;46.0;-176;?;609.0
1;-315.0;289.0;37.0;-176;309.0;593.0
?;-295.0;292.0;33.0;-176;306.0;610.0
-1;-314.0;282.0;35.0;-176;305.0;601.0
0;-272.0;281.0;50.0;-176;303.0;601.0
2;?;?;45.0;-176;302.0;572.0
-2;-327.0;291.0;?;-176;305.0;554.0
-5;-295.0;291.0;46.0;-176;297.0;552.0
-5;-318.0;290.0;42.0;-176;304.0;568.0
-6;-329.0;278.0;28.0;-176;300.0;590.0
2;-304.0;271.0;38.0;-176;291.0;560.0
3;-317.0;270.0;28.0;-176;291.0;585.0
-3;?;271.0;38.0;-176;289.0;582.0
1;-312.0;269.0;26.0;-176;?;593.0
2;-342.0;277.0;20.0;?;274.0;596.0
-1;-323.0;276.0;16.0;?;285.0;596.0
-4;-309.0;?;10.0;-176;300.0;572.0
-4;-318.0;268.0;26.0;-176;284.0;569.0
-5;-326.0;244.0;41.0;-176;276.0;580.0
-4;-256.0;258.0;31.0;-176;283.0;591.0
11;-293.0;263.0;36.0;-176;295.0;576.0
11;-290.0;252.0;51.0;-176;286.0;543.0
-2;-317.0;271.0;38.0;-176;296.0;587.0
-2;-273.0;281.0;45.0;-176;306.0;586.0
1;-297.0;280.0;47.0;-176;?;579.0
0;-307.0;269.0;48.0;-176;291.0;580.0
-2;-333.0;274.0;23.0;-176;301.0;576.0
-5;-338.0;279.0;-8.0;-176;319.0;568.0
-2;-372.0;?;1.0;-176;310.0;567.0
3;-353.0;244.0;7.0;-176;279.0;543.0
?;?;231.0;-21.0;-176;275.0;547.0
-2;-281.0;227.0;-3.0;-176;258.0;530.0
0;-335.0;?;-5.0;?;236.0;497.0
2;-343.0;249.0;18.0;-176;244.0;527.0
1;-372.0;269.0;40.0;-176;223.0;519.0
2;-342.0;240.0;1.0;-176;220.0;551.0
6;-316.0;?;37.0;-176;242.0;593.0
1;-346.0;243.0;-10.0;-176;242.0;614.0
-1;-336.0;262.0;-11.0;-176;245.0;633.0
0;-309.0;264.0;29.0;-176;278.0;624.0
-1;-277.0;290.0;25.0;-176;?;612.0
-5;-253.0;271.0;31.0;-176;280.0;?
-4;-352.0;298.0;2.0;-176;317.0;592.0
-1;-225.0;297.0;8.0;-176;344.0;623.0
-10;-201.0;281.0;19.0;-176;347.0;609.0
-3;?;258.0;47.0;-176;320.0;589.0
4;-271.0;293.0;23.0;-176;313.0;608.0
?;-299.0;308.0;?;-176;339.0;573.0
-1;-346.0;259.0;16.0;-176;312.0;563.0
-4;-337.0;259.0;9.0;-176;292.0;540.0
-2;-295.0;261.0;-13.0;-176;283.0;579.0
2;-267.0;?;-2.0;-176;266.0;538.0
1;-312.0;226.0;17.0;-176;244.0;522.0
2;-275.0;250.0;17.0;-176;256.0;553.0
1;-293.0;252.0;27.0;-176;255.0;559.0
0;-280.0;252.0;10.0;-176;256.0;566.0
-4;-339.0;251.0;8.0;?;259.0;601.0
-6;-304.0;240.0;18.0;-176;?;608.0
7;-301.0;249.0;18.0;-176;270.0;599.0
10;-293.0;274.0;45.0;-176;286.0;627.0
-4;-279.0;?;47.0;-176;293.0;621.0
-1;-267.0;286.0;58.0;?;304.0;627.0
8;-324.0;299.0;?;-176;312.0;587.0
2;-337.0;318.0;42.0;-176;317.0;589.0
-4;-293.0;314.0;27.0;-176;329.0;588.0
-2;-323.0;302.0;28.0;-176;316.0;638.0
1;-314.0;300.0;32.0;-176;307.0;592.0
1;-313.0;285.0;54.0;-176;302.0;592.0
?;-307.0;270.0;33.0;-176;297.0;601.0
0;-308.0;290.0;33.0;-176;305.0;586.0
-3;-339.0;271.0;12.0;-176;301.0;587.0
?;-370.0;263.0;61.0;-176;292.0;591.0
?;-288.0;270.0;-6.0;-176;282.0;579.0
?;-313.0;274.0;-31.0;-176;289.0;610.0
3;-320.0;275.0;72.0;-176;281.0;584.0
2;-307.0;233.0;14.0;-176;?;589.0
1;-304.0;291.0;19.0;?;314.0;573.0
-1;-310.0;266.0;-2.0;-176;?;597.0
-3;-302.0;250.0;22.0;-176;268.0;588.0
1;-319.0;281.0;72.0;-176;268.0;574.0
1;-288.0;258.0;-28.0;-176;264.0;617.0
-9;-282.0;322.0;48.0;-176;305.0;603.0
-7;-304.0;274.0;66.0;-176;284.0;601.0
1;-255.0;281.0;41.0;-176;301.0;622.0
-7;-298.0;320.0;44.0;-176;322.0;641.0
-11;-300.0;293.0;66.0;-176;296.0;614.0
3;-295.0;292.0;25.0;-176;321.0;607.0
2;-289.0;319.0;15.0;-176;338.0;615.0
0;-266.0;287.0;46.0;-176;325.0;582.0
3;-259.0;285.0;41.0;-176;310.0;572.0
-7;-315.0;300.0;22.0;-176;332.0;538.0
-2;-326.0;267.0;18.0;?;?;579.0
4;-319.0;276.0;28.0;-176;276.0;586.0
2;-354.0;277.0;18.0;?;275.0;602.0
4;-338.0;242.0;0.0;-176;269.0;550.0
0;-319.0;241.0;?;-176;260.0;581.0
1;-295.0;255.0;-1.0;-176;258.0;539.0
0;?;257.0;18.0;-176;255.0;645.0
-5;-284.0;250.0;43.0;-176;264.0;592.0
2;-274.0;266.0;46.0;-176;292.0;646.0
7;?;297.0;31.0;-176;309.0;?
-1;-333.0;300.0;30.0;-176;311.0;604.0
-2;-294.0;300.0;20.0;-176;320.0;603.0
5;-272.0;280.0;32.0;-176;315.0;580.0
7;-317.0;284.0;39.0;-176;304.0;606.0
5;-291.0;300.0;39.0;-176;312.0;564.0
6;-267.0;286.0;22.0;-176;306.0;519.0
6;-307.0;285.0;19.0;-176;292.0;583.0
5;-308.0;303.0;1.0;-176;289.0;577.0
8;-200.0;274.0;10.0;-176;288.0;566.0
-1;-316.0;265.0;38.0;-176;296.0;599.0
0;-285.0;270.0;51.0;-176;288.0;615.0
7;-285.0;282.0;76.0;-176;289.0;631.0
-1;-287.0;299.0;62.0;-176;278.0;630.0
-1;-304.0;307.0;54.0;-176;302.0;631.0
-2;-303.0;?;27.0;-176;314.0;601.0
-3;-321.0;301.0;20.0;-176;313.0;649.0
-2;-349.0;291.0;10.0;-176;324.0;649.0
-5;-304.0;281.0;-6.0;-176;312.0;599.0
1;-311.0;262.0;?;-176;310.0;611.0
1;-289.0;261.0;11.0;-176;315.0;599.0
3;-309.0;267.0;16.0;-176;309.0;?
4;-340.0;294.0;-16.0;-176;315.0;545.0
-2;-280.0;271.0;-11.0;-176;300.0;559.0
-2;-269.0;260.0;17.0;?;274.0;512.0
3;-312.0;240.0;28.0;-176;259.0;520.0
4;-308.0;237.0;19.0;-176;266.0;557.0
0;-357.0;237.0;16.0;-176;265.0;520.0
1;-338.0;236.0;-11.0;-176;247.0;?
2;-334.0;245.0;-7.0;-176;246.0;550.0
-2;-275.0;227.0;-8.0;-176;243.0;570.0
-1;-331.0;221.0;19.0;-176;241.0;592.0
0;-353.0;249.0;5.0;-176;240.0;584.0
-2;-306.0;262.0;-6.0;-176;249.0;567.0
1;-323.0;262.0;-3.0;-176;254.0;599.0
2;-338.0;261.0;-11.0;-176;251.0;?
-1;-355.0;251.0;-8.0;-176;264.0;596.0
2;-334.0;254.0;-9.0;-176;274.0;557.0
-1;-311.0;264.0;-3.0;-176;269.0;569.0
-7;-313.0;273.0;17.0;-176;274.0;599.0
-6;?;266.0;10.0;-176;285.0;604.0
4;?;265.0;9.0;-176;284.0;?
10;-297.0;272.0;20.0;-176;283.0;585.0
-2;-272.0;270.0;?;-176;285.0;552.0
-4;-285.0;271.0;29.0;-176;290.0;586.0
-2;-275.0;275.0;41.0;-176;291.0;592.0
-7;-304.0;297.0;?;-176;299.0;591.0
3;-280.0;300.0;36.0;-176;299.0;611.0
4;-271.0;301.0;59.0;?;305.0;612.0
-5;-303.0;282.0;33.0;-176;304.0;623.0
3;-300.0;291.0;5.0;-176;310.0;630.0
2;-342.0;300.0;9.0;-176;324.0;614.0
1;-324.0;300.0;?;-176;316.0;614.0
13;-309.0;300.0;18.0;-176;308.0;593.0
9;-306.0;299.0;-1.0;-176;306.0;560.0
2;-330.0;287.0;2.0;-176;294.0;?
?;?;?;-18.0;-176;293.0;558.0
3;-360.0;289.0;-38.0;-176;286.0;576.0
-5;-306.0;287.0;-65.0;-176;273.0;634.0
-2;-315.0;272.0;-9.0;-176;248.0;618.0
4;?;238.0;84.0;?;237.0;591.0
-8;-334.0;270.0;71.0;-176;270.0;610.0
-2;-305.0;347.0;6.0;-176;322.0;620.0
0;-332.0;333.0;?;-176;315.0;591.0
-9;-304.0;258.0;-1.0;-176;285.0;584.0
-10;-304.0;242.0;4.0;-177;319.0;538.0
19;-218.0;242.0;-14.0;-177;332.0;548.0
58;-241.0;211.0;?;-177;313.0;502.0
56;-257.0;193.0;10.0;-177;286.0;488.0
109;-265.0;195.0;14.0;-177;298.0;?
65;-212.0;190.0;29.0;-177;283.0;451.0
-59;-206.0;171.0;19.0;-177;256.0;462.0
-137;-229.0;192.0;44.0;-177;246.0;455.0
-193;-281.0;165.0;57.0;-177;231.0;447.0
?;-272.0;?;46.0;-177;245.0;439.0
519;-284.0;185.0;16.0;-177;241.0;461.0
467;-164.0;141.0;-10.0;-177;223.0;480.0
314;-232.0;129.0;4.0;?;222.0;459.0
265;-246.0;?;-11.0;-177;226.0;448.0
280;-297.0;148.0;-40.0;-177;245.0;459.0
201;-292.0;?;-3.0;-177;241.0;454.0
?;-273.0;136.0;12.0;-177;215.0;468.0
216;-238.0;165.0;34.0;-177;?;481.0
141;-302.0;147.0;50.0;-177;176.0;482.0
118;-298.0;200.0;40.0;-176;186.0;528.0
132;-327.0;228.0;37.0;-179;200.0;562.0
91;-380.0;254.0;45.0;-173;204.0;567.0
109;-314.0;255.0;41.0;-182;219.0;584.0
-51;-340.0;273.0;37.0;-172;241.0;591.0
-82;-320.0;254.0;39.0;-179;?;579.0
-44;-307.0;250.0;0.0;-183;248.0;557.0
-604;-316.0;229.0;11.0;-156;286.0;549.0
-857;-296.0;218.0;43.0;-225;270.0;531.0
-815;-303.0;204.0;27.0;-58;273.0;559.0
-405;-383.0;201.0;?;209;297.0;525.0
338;-376.0;166.0;-90.0;172;270.0;497.0
140;-398.0;?;-154.0;148;262.0;554.0
-14;-400.0;64.0;-116.0;148;226.0;423.0
115;-529.0;98.0;-330.0;121;136.0;357.0
27;-552.0;161.0;-348.0;135;202.0;377.0
52;-593.0;66.0;-360.0;129;203.0;314.0
38;?;1.0;-348.0;132;7.0;291.0
36;-481.0;-36.0;-354.0;135;-19.0;341.0
26;-461.0;-69.0;-302.0;145;-91.0;366.0
14;-481.0;-68.0;-251.0;137;-123.0;343.0
