Accelerometer LH accX;Accelerometer LUA_ accZ;Accelerometer LWR accY;InertialMeasurementUnit LLA accY;Accelerometer LH accZ;InertialMeasurementUnit LLA accZ;Accelerometer LUA_ accX;Accelerometer LUA_ accY
900.0;542.0;1387.0;-1168.0;521.0;-443.0;93.0;1485.0
844.0;349.0;1505.0;-1236.0;278.0;-280.0;196.0;1382.0
1159.0;368.0;1783.0;-950.0;286.0;-460.0;655.0;1268.0
1462.0;451.0;1618.0;-959.0;418.0;?;509.0;1191.0
1451.0;549.0;1245.0;-992.0;251.0;-149.0;264.0;1135.0
800.0;553.0;1056.0;-932.0;-127.0;-61.0;86.0;1008.0
524.0;583.0;1012.0;-774.0;-459.0;-120.0;-18.0;974.0
613.0;558.0;922.0;-878.0;-343.0;-28.0;-54.0;?
561.0;530.0;854.0;-848.0;-269.0;192.0;-56.0;959.0
367.0;452.0;823.0;-646.0;-138.0;329.0;20.0;963.0
320.0;408.0;816.0;-574.0;-1.0;257.0;87.0;952.0
366.0;359.0;850.0;-653.0;90.0;210.0;48.0;971.0
345.0;?;905.0;-725.0;107.0;168.0;58.0;972.0
?;320.0;922.0;-689.0;126.0;133.0;?;961.0
254.0;342.0;923.0;-577.0;137.0;103.0;15.0;893.0
226.0;326.0;911.0;-465.0;149.0;87.0;-50.0;904.0
176.0;330.0;?;-354.0;188.0;68.0;-31.0;893.0
176.0;339.0;850.0;-290.0;202.0;35.0;-74.0;894.0
180.0;368.0;802.0;-263.0;188.0;2.0;-68.0;899.0
180.0;?;830.0;-233.0;182.0;-25.0;-50.0;904.0
178.0;357.0;811.0;-243.0;166.0;-32.0;-47.0;914.0
256.0;355.0;822.0;-245.0;144.0;-40.0;4.0;920.0
300.0;353.0;825.0;-260.0;?;-48.0;57.0;938.0
340.0;437.0;856.0;-262.0;60.0;-54.0;57.0;1003.0
341.0;399.0;862.0;-262.0;?;-56.0;35.0;985.0
379.0;384.0;905.0;-272.0;?;-46.0;85.0;989.0
421.0;427.0;904.0;-287.0;21.0;-35.0;48.0;971.0
415.0;418.0;894.0;-310.0;-6.0;-20.0;60.0;960.0
427.0;?;890.0;-318.0;-40.0;-3.0;74.0;936.0
445.0;440.0;874.0;-341.0;-45.0;11.0;16.0;969.0
386.0;455.0;850.0;-369.0;-88.0;47.0;-30.0;939.0
349.0;445.0;865.0;-409.0;-43.0;70.0;2.0;939.0
321.0;?;851.0;-438.0;3.0;77.0;20.0;925.0
314.0;395.0;840.0;-440.0;1.0;?;-3.0;949.0
334.0;388.0;858.0;-385.0;32.0;78.0;2.0;956.0
370.0;358.0;857.0;-374.0;87.0;69.0;25.0;961.0
?;361.0;862.0;?;115.0;72.0;1.0;964.0
352.0;351.0;875.0;-416.0;151.0;52.0;-15.0;941.0
350.0;354.0;868.0;-382.0;142.0;36.0;2.0;931.0
350.0;368.0;858.0;-360.0;161.0;5.0;-17.0;932.0
347.0;391.0;838.0;-362.0;130.0;-6.0;-10.0;942.0
304.0;411.0;855.0;-347.0;121.0;-23.0;-28.0;926.0
287.0;340.0;859.0;-337.0;110.0;-22.0;9.0;924.0
387.0;379.0;842.0;-339.0;89.0;-22.0;?;953.0
422.0;358.0;827.0;-309.0;44.0;-32.0;50.0;963.0
334.0;385.0;871.0;-299.0;79.0;-38.0;29.0;958.0
341.0;385.0;876.0;-322.0;85.0;-22.0;7.0;939.0
357.0;411.0;878.0;-370.0;54.0;-10.0;40.0;?
351.0;419.0;850.0;-348.0;22.0;-3.0;7.0;941.0
314.0;394.0;849.0;-306.0;3.0;-4.0;-21.0;948.0
286.0;419.0;840.0;-347.0;29.0;17.0;6.0;922.0
346.0;406.0;847.0;-384.0;13.0;27.0;27.0;938.0
357.0;425.0;831.0;-371.0;35.0;29.0;19.0;?
320.0;391.0;866.0;-345.0;61.0;37.0;-1.0;972.0
359.0;352.0;878.0;-329.0;51.0;39.0;1.0;971.0
349.0;385.0;?;-361.0;63.0;35.0;14.0;962.0
339.0;380.0;877.0;-369.0;79.0;34.0;7.0;970.0
347.0;379.0;861.0;-350.0;74.0;31.0;38.0;962.0
380.0;379.0;864.0;-360.0;57.0;36.0;19.0;962.0
368.0;388.0;890.0;-350.0;44.0;16.0;-11.0;923.0
362.0;379.0;858.0;-355.0;93.0;15.0;-20.0;934.0
316.0;375.0;848.0;-356.0;70.0;18.0;-29.0;946.0
336.0;344.0;833.0;-350.0;106.0;11.0;-14.0;975.0
334.0;354.0;851.0;-325.0;109.0;10.0;3.0;966.0
365.0;?;885.0;-335.0;78.0;6.0;15.0;978.0
339.0;409.0;886.0;-336.0;88.0;-2.0;11.0;971.0
304.0;?;895.0;-352.0;111.0;-4.0;-24.0;962.0
276.0;372.0;877.0;-360.0;105.0;0.0;-21.0;943.0
325.0;363.0;873.0;-335.0;58.0;-8.0;16.0;915.0
406.0;399.0;843.0;-309.0;40.0;-11.0;64.0;940.0
379.0;389.0;839.0;-308.0;51.0;-2.0;25.0;940.0
359.0;377.0;844.0;-324.0;62.0;3.0;28.0;958.0
377.0;371.0;864.0;-348.0;45.0;?;12.0;954.0
386.0;377.0;868.0;-363.0;27.0;22.0;?;943.0
316.0;398.0;869.0;-342.0;77.0;16.0;?;943.0
332.0;?;888.0;-329.0;69.0;18.0;-39.0;953.0
325.0;393.0;864.0;-353.0;87.0;16.0;?;961.0
365.0;369.0;864.0;-357.0;68.0;15.0;10.0;948.0
392.0;363.0;?;-332.0;38.0;8.0;39.0;930.0
388.0;336.0;857.0;-326.0;39.0;8.0;24.0;939.0
375.0;358.0;858.0;-342.0;99.0;3.0;2.0;969.0
342.0;350.0;858.0;-365.0;106.0;5.0;-8.0;962.0
330.0;366.0;869.0;-371.0;93.0;1.0;26.0;943.0
295.0;394.0;876.0;-336.0;96.0;-5.0;13.0;919.0
244.0;386.0;864.0;-323.0;122.0;1.0;?;913.0
244.0;419.0;844.0;-314.0;92.0;-10.0;-10.0;906.0
233.0;404.0;839.0;-326.0;81.0;0.0;?;916.0
?;436.0;820.0;-299.0;31.0;-9.0;5.0;933.0
301.0;394.0;834.0;-286.0;86.0;3.0;4.0;939.0
366.0;396.0;847.0;-295.0;74.0;?;-11.0;986.0
400.0;388.0;861.0;-312.0;?;10.0;10.0;?
389.0;418.0;864.0;?;43.0;18.0;11.0;971.0
370.0;425.0;890.0;-349.0;18.0;12.0;26.0;982.0
354.0;391.0;887.0;-381.0;63.0;27.0;-12.0;975.0
351.0;?;903.0;-386.0;62.0;21.0;4.0;939.0
356.0;399.0;872.0;-394.0;89.0;10.0;-4.0;980.0
434.0;351.0;867.0;-406.0;-55.0;27.0;28.0;966.0
389.0;418.0;877.0;-411.0;-63.0;51.0;64.0;923.0
242.0;388.0;895.0;-395.0;50.0;?;47.0;948.0
325.0;404.0;874.0;-396.0;73.0;45.0;31.0;943.0
296.0;393.0;852.0;-371.0;51.0;31.0;-3.0;?
309.0;407.0;842.0;-297.0;-47.0;9.0;1.0;934.0
271.0;401.0;860.0;-323.0;-80.0;33.0;25.0;910.0
228.0;?;858.0;-353.0;-4.0;61.0;25.0;945.0
322.0;381.0;851.0;-363.0;42.0;64.0;-9.0;952.0
315.0;369.0;857.0;-369.0;38.0;?;9.0;944.0
296.0;388.0;869.0;-365.0;31.0;42.0;10.0;914.0
337.0;378.0;868.0;-327.0;47.0;44.0;16.0;944.0
287.0;383.0;859.0;-358.0;76.0;50.0;-27.0;943.0
284.0;394.0;866.0;-362.0;131.0;43.0;14.0;953.0
326.0;382.0;846.0;-356.0;?;18.0;10.0;950.0
312.0;398.0;829.0;-335.0;92.0;21.0;17.0;?
392.0;387.0;848.0;-315.0;22.0;10.0;-5.0;951.0
364.0;399.0;869.0;?;37.0;5.0;5.0;970.0
264.0;381.0;886.0;-352.0;65.0;18.0;19.0;959.0
292.0;403.0;874.0;-356.0;93.0;8.0;27.0;952.0
339.0;387.0;871.0;-333.0;18.0;-1.0;9.0;942.0
302.0;358.0;887.0;-335.0;38.0;-1.0;26.0;957.0
341.0;396.0;883.0;-356.0;61.0;43.0;?;953.0
326.0;382.0;871.0;-362.0;60.0;49.0;22.0;960.0
266.0;387.0;871.0;-372.0;55.0;44.0;-26.0;?
275.0;388.0;874.0;-340.0;80.0;35.0;?;960.0
342.0;398.0;863.0;-358.0;59.0;43.0;39.0;952.0
326.0;358.0;877.0;-343.0;77.0;49.0;19.0;952.0
276.0;371.0;863.0;-303.0;80.0;39.0;31.0;940.0
288.0;365.0;855.0;-312.0;52.0;30.0;26.0;924.0
323.0;361.0;874.0;-335.0;29.0;30.0;22.0;934.0
348.0;369.0;870.0;-346.0;52.0;47.0;26.0;948.0
363.0;351.0;840.0;-336.0;47.0;?;4.0;962.0
358.0;359.0;858.0;-334.0;62.0;35.0;?;945.0
368.0;385.0;849.0;-308.0;44.0;23.0;?;?
363.0;373.0;860.0;-311.0;49.0;9.0;10.0;965.0
358.0;387.0;870.0;-326.0;43.0;15.0;-7.0;959.0
370.0;355.0;875.0;-335.0;41.0;15.0;24.0;923.0
372.0;393.0;?;-343.0;51.0;20.0;15.0;924.0
380.0;372.0;865.0;-317.0;52.0;15.0;16.0;943.0
303.0;410.0;854.0;-328.0;63.0;9.0;12.0;942.0
371.0;384.0;865.0;-331.0;57.0;11.0;10.0;960.0
381.0;369.0;862.0;-341.0;53.0;10.0;19.0;962.0
398.0;398.0;855.0;-345.0;?;21.0;27.0;944.0
375.0;376.0;865.0;-313.0;3.0;14.0;2.0;961.0
400.0;372.0;875.0;-348.0;?;13.0;33.0;954.0
?;359.0;877.0;-354.0;32.0;16.0;40.0;968.0
347.0;363.0;877.0;-366.0;24.0;25.0;31.0;935.0
317.0;394.0;886.0;-351.0;22.0;19.0;9.0;952.0
337.0;364.0;896.0;-355.0;53.0;?;19.0;962.0
332.0;361.0;873.0;-355.0;77.0;29.0;7.0;958.0
331.0;350.0;873.0;-324.0;75.0;20.0;7.0;948.0
330.0;366.0;876.0;-313.0;42.0;20.0;0.0;956.0
350.0;378.0;837.0;-312.0;61.0;15.0;24.0;934.0
321.0;?;885.0;-317.0;40.0;?;-12.0;952.0
364.0;?;868.0;-322.0;44.0;14.0;1.0;965.0
366.0;370.0;851.0;-325.0;60.0;19.0;21.0;952.0
362.0;379.0;882.0;-324.0;50.0;14.0;1.0;?
357.0;349.0;882.0;-323.0;68.0;11.0;0.0;943.0
388.0;349.0;896.0;-329.0;65.0;15.0;0.0;962.0
388.0;?;875.0;-337.0;71.0;13.0;-13.0;962.0
321.0;343.0;865.0;-334.0;100.0;8.0;-11.0;974.0
382.0;379.0;876.0;-329.0;93.0;5.0;32.0;976.0
370.0;394.0;877.0;-345.0;60.0;7.0;12.0;961.0
323.0;378.0;868.0;-350.0;51.0;2.0;-6.0;954.0
391.0;393.0;868.0;-305.0;37.0;-7.0;-1.0;920.0
370.0;401.0;857.0;-326.0;27.0;7.0;28.0;916.0
348.0;377.0;858.0;-338.0;32.0;5.0;25.0;934.0
360.0;361.0;843.0;-311.0;11.0;7.0;11.0;948.0
379.0;407.0;860.0;-338.0;20.0;18.0;13.0;963.0
398.0;387.0;854.0;-359.0;42.0;21.0;5.0;969.0
378.0;376.0;852.0;-352.0;49.0;27.0;43.0;936.0
392.0;387.0;874.0;-357.0;14.0;29.0;17.0;941.0
397.0;388.0;847.0;-358.0;-13.0;21.0;-1.0;934.0
386.0;369.0;846.0;-362.0;16.0;25.0;10.0;905.0
375.0;360.0;830.0;-366.0;54.0;22.0;9.0;897.0
364.0;378.0;824.0;-363.0;38.0;22.0;-12.0;957.0
332.0;370.0;823.0;-356.0;65.0;21.0;-16.0;979.0
323.0;363.0;888.0;-350.0;76.0;16.0;33.0;968.0
343.0;372.0;898.0;-356.0;118.0;22.0;34.0;960.0
350.0;387.0;886.0;-335.0;91.0;14.0;1.0;960.0
?;345.0;893.0;-326.0;39.0;8.0;22.0;944.0
349.0;380.0;870.0;-332.0;-3.0;-3.0;20.0;952.0
347.0;358.0;881.0;-349.0;-4.0;10.0;6.0;955.0
311.0;396.0;857.0;-330.0;28.0;14.0;15.0;930.0
350.0;364.0;868.0;-308.0;41.0;15.0;38.0;946.0
349.0;352.0;875.0;-337.0;52.0;27.0;42.0;953.0
340.0;361.0;878.0;-325.0;59.0;27.0;15.0;951.0
?;365.0;872.0;?;39.0;34.0;17.0;952.0
364.0;387.0;860.0;-342.0;43.0;32.0;2.0;960.0
353.0;388.0;861.0;-331.0;52.0;24.0;0.0;962.0
379.0;378.0;872.0;-330.0;27.0;30.0;10.0;954.0
386.0;370.0;835.0;-320.0;17.0;17.0;-1.0;978.0
359.0;389.0;873.0;?;60.0;18.0;2.0;938.0
405.0;373.0;861.0;-337.0;74.0;18.0;23.0;933.0
418.0;373.0;857.0;-359.0;?;21.0;11.0;936.0
377.0;374.0;868.0;-353.0;62.0;9.0;3.0;955.0
376.0;354.0;866.0;-342.0;65.0;?;10.0;949.0
379.0;363.0;860.0;-362.0;76.0;5.0;16.0;?
388.0;353.0;863.0;-364.0;?;5.0;13.0;973.0
371.0;372.0;855.0;-341.0;89.0;2.0;22.0;936.0
370.0;349.0;889.0;-350.0;51.0;10.0;24.0;953.0
?;?;870.0;-354.0;52.0;16.0;18.0;955.0
345.0;323.0;864.0;-340.0;49.0;12.0;12.0;952.0
321.0;362.0;856.0;-329.0;57.0;8.0;16.0;943.0
314.0;343.0;856.0;-332.0;84.0;13.0;29.0;969.0
?;349.0;874.0;-328.0;76.0;15.0;19.0;962.0
319.0;339.0;891.0;-313.0;73.0;13.0;30.0;951.0
338.0;352.0;869.0;-309.0;62.0;16.0;37.0;944.0
354.0;370.0;875.0;-319.0;47.0;16.0;17.0;963.0
341.0;380.0;877.0;-311.0;28.0;12.0;7.0;961.0
352.0;361.0;885.0;-308.0;?;15.0;4.0;958.0
360.0;367.0;886.0;-316.0;18.0;18.0;24.0;935.0
381.0;375.0;877.0;-323.0;36.0;?;?;939.0
370.0;376.0;864.0;-319.0;42.0;23.0;20.0;959.0
363.0;385.0;852.0;-322.0;49.0;22.0;8.0;960.0
332.0;345.0;884.0;-340.0;70.0;27.0;10.0;964.0
371.0;350.0;879.0;-350.0;70.0;22.0;21.0;?
386.0;369.0;866.0;-341.0;30.0;23.0;28.0;955.0
322.0;360.0;?;-337.0;55.0;18.0;-21.0;?
309.0;375.0;865.0;-321.0;73.0;?;-32.0;940.0
344.0;363.0;?;?;81.0;16.0;?;943.0
393.0;320.0;861.0;-339.0;65.0;18.0;29.0;962.0
373.0;379.0;855.0;-308.0;62.0;12.0;10.0;952.0
308.0;?;866.0;-305.0;62.0;15.0;10.0;962.0
353.0;335.0;875.0;-316.0;82.0;6.0;10.0;965.0
328.0;362.0;?;-329.0;65.0;2.0;8.0;962.0
?;372.0;877.0;-343.0;76.0;11.0;-3.0;933.0
381.0;378.0;885.0;-303.0;62.0;-2.0;-13.0;956.0
337.0;358.0;866.0;-315.0;54.0;6.0;0.0;971.0
336.0;332.0;858.0;-313.0;65.0;-2.0;7.0;965.0
350.0;364.0;872.0;?;?;5.0;3.0;?
368.0;371.0;869.0;-334.0;50.0;1.0;5.0;963.0
368.0;349.0;862.0;-329.0;81.0;-1.0;-31.0;958.0
303.0;343.0;878.0;?;103.0;8.0;-6.0;970.0
353.0;?;881.0;-324.0;106.0;2.0;-7.0;963.0
326.0;348.0;880.0;?;80.0;-11.0;-11.0;969.0
383.0;358.0;882.0;-322.0;78.0;-4.0;-1.0;971.0
378.0;359.0;879.0;-305.0;54.0;-11.0;10.0;971.0
340.0;369.0;877.0;-329.0;30.0;-7.0;-10.0;980.0
368.0;344.0;861.0;-313.0;24.0;-14.0;24.0;961.0
368.0;324.0;873.0;-327.0;26.0;0.0;33.0;963.0
339.0;350.0;878.0;?;27.0;?;12.0;958.0
337.0;337.0;877.0;-324.0;59.0;9.0;-1.0;?
326.0;358.0;876.0;-340.0;60.0;22.0;-10.0;966.0
328.0;367.0;858.0;-345.0;69.0;19.0;3.0;969.0
330.0;351.0;870.0;-318.0;71.0;16.0;-21.0;954.0
366.0;355.0;875.0;-312.0;79.0;15.0;-3.0;957.0
371.0;354.0;865.0;-311.0;91.0;16.0;11.0;957.0
360.0;?;874.0;-320.0;70.0;14.0;16.0;947.0
380.0;338.0;885.0;-320.0;37.0;7.0;7.0;966.0
375.0;317.0;?;-331.0;14.0;1.0;17.0;966.0
362.0;346.0;876.0;-328.0;76.0;-2.0;28.0;951.0
380.0;349.0;?;-308.0;101.0;-3.0;13.0;969.0
322.0;378.0;870.0;-331.0;122.0;3.0;-28.0;971.0
278.0;378.0;874.0;-326.0;99.0;1.0;-28.0;951.0
307.0;368.0;877.0;-306.0;50.0;-9.0;-8.0;945.0
331.0;356.0;877.0;-322.0;52.0;5.0;16.0;962.0
351.0;349.0;877.0;-299.0;49.0;-6.0;40.0;948.0
379.0;349.0;877.0;-310.0;16.0;12.0;23.0;958.0
398.0;349.0;878.0;-337.0;29.0;15.0;20.0;970.0
399.0;348.0;894.0;-332.0;66.0;11.0;12.0;959.0
391.0;352.0;879.0;-324.0;89.0;14.0;-1.0;982.0
371.0;362.0;909.0;-335.0;82.0;12.0;?;962.0
360.0;350.0;885.0;-332.0;81.0;7.0;3.0;952.0
339.0;362.0;880.0;-324.0;61.0;1.0;14.0;941.0
343.0;365.0;882.0;-336.0;73.0;1.0;6.0;965.0
344.0;348.0;874.0;-332.0;67.0;-6.0;-2.0;951.0
322.0;359.0;878.0;-331.0;96.0;-1.0;8.0;932.0
311.0;349.0;870.0;-318.0;89.0;-4.0;28.0;933.0
312.0;359.0;872.0;-308.0;25.0;0.0;10.0;951.0
324.0;348.0;880.0;-318.0;61.0;3.0;10.0;951.0
346.0;350.0;860.0;-307.0;64.0;0.0;-12.0;955.0
354.0;359.0;858.0;-311.0;71.0;8.0;-4.0;955.0
329.0;360.0;849.0;-319.0;78.0;7.0;20.0;926.0
348.0;357.0;868.0;-294.0;67.0;9.0;5.0;975.0
365.0;363.0;878.0;-322.0;79.0;7.0;0.0;970.0
368.0;368.0;885.0;-330.0;98.0;11.0;2.0;944.0
403.0;375.0;876.0;-319.0;54.0;6.0;18.0;943.0
392.0;372.0;875.0;-341.0;42.0;6.0;5.0;946.0
360.0;384.0;883.0;-320.0;41.0;-3.0;-17.0;990.0
362.0;399.0;891.0;-324.0;69.0;-4.0;12.0;982.0
396.0;363.0;873.0;-348.0;29.0;-4.0;9.0;967.0
342.0;359.0;875.0;-351.0;55.0;7.0;-6.0;972.0
347.0;?;862.0;-330.0;46.0;12.0;28.0;963.0
339.0;349.0;881.0;-348.0;43.0;18.0;?;952.0
308.0;349.0;886.0;-360.0;59.0;24.0;?;943.0
350.0;360.0;880.0;?;92.0;16.0;29.0;944.0
320.0;?;?;-341.0;76.0;29.0;-7.0;960.0
296.0;354.0;885.0;-330.0;63.0;?;-28.0;945.0
362.0;342.0;851.0;-287.0;113.0;8.0;55.0;975.0
377.0;365.0;850.0;-322.0;106.0;16.0;-5.0;965.0
297.0;364.0;878.0;-312.0;65.0;3.0;-22.0;962.0
318.0;364.0;886.0;?;60.0;-5.0;10.0;955.0
400.0;381.0;884.0;-335.0;61.0;3.0;3.0;935.0
325.0;355.0;874.0;-356.0;88.0;8.0;10.0;965.0
350.0;377.0;867.0;-285.0;?;-14.0;16.0;970.0
327.0;362.0;885.0;-302.0;60.0;?;17.0;935.0
331.0;368.0;893.0;-358.0;71.0;?;38.0;961.0
371.0;358.0;882.0;-315.0;34.0;-2.0;-7.0;950.0
302.0;?;881.0;-322.0;71.0;18.0;14.0;978.0
357.0;352.0;850.0;-318.0;67.0;9.0;20.0;964.0
384.0;378.0;890.0;-335.0;7.0;12.0;10.0;980.0
370.0;377.0;873.0;-350.0;43.0;21.0;-18.0;980.0
383.0;348.0;?;-323.0;90.0;17.0;33.0;961.0
364.0;354.0;871.0;-362.0;96.0;33.0;34.0;938.0
326.0;396.0;868.0;-349.0;47.0;17.0;4.0;925.0
287.0;388.0;858.0;-322.0;35.0;3.0;7.0;934.0
305.0;367.0;858.0;-336.0;87.0;1.0;33.0;950.0
359.0;365.0;858.0;-382.0;91.0;23.0;23.0;958.0
340.0;369.0;857.0;?;52.0;14.0;-4.0;953.0
377.0;429.0;861.0;-290.0;43.0;6.0;1.0;?
360.0;419.0;865.0;-317.0;20.0;3.0;5.0;973.0
381.0;401.0;859.0;-342.0;27.0;14.0;14.0;952.0
413.0;376.0;870.0;-326.0;2.0;13.0;54.0;933.0
461.0;367.0;861.0;-352.0;17.0;21.0;52.0;939.0
399.0;362.0;859.0;-367.0;?;27.0;30.0;960.0
319.0;349.0;?;-379.0;64.0;?;29.0;945.0
328.0;349.0;878.0;-385.0;75.0;35.0;29.0;933.0
343.0;?;878.0;-397.0;77.0;39.0;17.0;924.0
295.0;373.0;853.0;-364.0;73.0;37.0;5.0;932.0
262.0;?;848.0;-332.0;56.0;?;32.0;935.0
?;364.0;849.0;-332.0;69.0;29.0;-3.0;938.0
311.0;394.0;848.0;-317.0;78.0;12.0;85.0;940.0
367.0;395.0;832.0;-311.0;49.0;?;-7.0;943.0
275.0;368.0;?;-297.0;27.0;21.0;-10.0;944.0
376.0;376.0;?;?;69.0;22.0;48.0;953.0
424.0;344.0;839.0;-325.0;23.0;30.0;37.0;959.0
314.0;?;880.0;-365.0;42.0;44.0;26.0;981.0
442.0;396.0;864.0;-287.0;47.0;25.0;6.0;956.0
337.0;400.0;866.0;-359.0;34.0;31.0;41.0;935.0
382.0;382.0;875.0;-393.0;32.0;35.0;14.0;954.0
329.0;379.0;859.0;-300.0;21.0;?;17.0;957.0
343.0;361.0;863.0;-376.0;68.0;45.0;28.0;933.0
341.0;369.0;870.0;-353.0;80.0;19.0;48.0;943.0
380.0;358.0;865.0;-362.0;52.0;42.0;18.0;933.0
303.0;350.0;893.0;-326.0;36.0;23.0;-1.0;954.0
353.0;345.0;879.0;-344.0;88.0;25.0;3.0;?
317.0;347.0;877.0;-340.0;75.0;20.0;20.0;946.0
325.0;366.0;885.0;-340.0;86.0;21.0;21.0;933.0
330.0;369.0;877.0;-288.0;58.0;1.0;31.0;946.0
?;401.0;874.0;-314.0;40.0;10.0;26.0;956.0
330.0;381.0;?;-331.0;59.0;15.0;12.0;958.0
359.0;397.0;860.0;-310.0;61.0;10.0;20.0;945.0
380.0;?;872.0;-319.0;29.0;20.0;27.0;940.0
399.0;369.0;872.0;-317.0;-1.0;14.0;9.0;954.0
388.0;376.0;868.0;-320.0;0.0;?;18.0;970.0
402.0;385.0;860.0;-336.0;0.0;21.0;25.0;964.0
377.0;398.0;868.0;-370.0;18.0;31.0;40.0;952.0
382.0;388.0;875.0;?;51.0;35.0;12.0;?
383.0;398.0;850.0;-362.0;60.0;35.0;10.0;944.0
323.0;379.0;862.0;-370.0;46.0;33.0;0.0;925.0
351.0;367.0;863.0;-370.0;64.0;26.0;1.0;952.0
359.0;377.0;822.0;-364.0;66.0;24.0;12.0;940.0
364.0;402.0;849.0;-370.0;60.0;21.0;?;948.0
338.0;366.0;850.0;-347.0;50.0;9.0;23.0;962.0
336.0;395.0;869.0;-345.0;29.0;9.0;43.0;962.0
334.0;382.0;868.0;-356.0;41.0;13.0;30.0;954.0
329.0;396.0;877.0;-339.0;22.0;9.0;16.0;939.0
369.0;392.0;862.0;-345.0;20.0;18.0;22.0;948.0
338.0;383.0;859.0;-333.0;20.0;15.0;10.0;953.0
314.0;379.0;877.0;-330.0;?;20.0;29.0;940.0
354.0;402.0;880.0;-335.0;51.0;26.0;43.0;923.0
?;371.0;854.0;?;36.0;36.0;23.0;938.0
351.0;379.0;846.0;-344.0;31.0;38.0;10.0;952.0
364.0;350.0;855.0;-332.0;24.0;33.0;27.0;951.0
370.0;387.0;858.0;-352.0;30.0;35.0;39.0;952.0
366.0;379.0;858.0;-350.0;?;30.0;28.0;924.0
360.0;399.0;850.0;-345.0;59.0;26.0;10.0;933.0
379.0;386.0;840.0;?;63.0;25.0;6.0;933.0
341.0;389.0;849.0;-352.0;52.0;19.0;-7.0;930.0
376.0;390.0;848.0;-352.0;58.0;18.0;27.0;?
378.0;397.0;840.0;-344.0;48.0;10.0;?;947.0
367.0;385.0;851.0;-357.0;37.0;12.0;19.0;956.0
380.0;387.0;857.0;-345.0;79.0;13.0;18.0;956.0
350.0;376.0;859.0;-351.0;42.0;11.0;20.0;932.0
351.0;416.0;868.0;-355.0;20.0;18.0;14.0;944.0
369.0;416.0;848.0;-346.0;20.0;18.0;4.0;?
347.0;405.0;867.0;-352.0;34.0;19.0;-3.0;938.0
?;409.0;883.0;-353.0;52.0;23.0;16.0;930.0
358.0;399.0;843.0;?;49.0;20.0;?;943.0
366.0;388.0;846.0;-358.0;36.0;28.0;19.0;933.0
381.0;388.0;842.0;-350.0;30.0;26.0;29.0;951.0
380.0;379.0;838.0;-364.0;26.0;31.0;27.0;962.0
394.0;389.0;?;-373.0;?;22.0;4.0;958.0
381.0;399.0;876.0;-370.0;21.0;27.0;36.0;934.0
411.0;409.0;868.0;-364.0;18.0;25.0;-4.0;952.0
375.0;405.0;858.0;-367.0;28.0;34.0;14.0;?
394.0;397.0;857.0;-374.0;38.0;32.0;-8.0;954.0
359.0;413.0;861.0;-375.0;43.0;33.0;14.0;931.0
338.0;371.0;862.0;-377.0;?;31.0;31.0;925.0
370.0;377.0;833.0;-374.0;61.0;27.0;28.0;942.0
359.0;362.0;848.0;-382.0;61.0;30.0;26.0;959.0
339.0;334.0;859.0;-370.0;58.0;32.0;9.0;956.0
340.0;341.0;855.0;-350.0;?;27.0;24.0;948.0
336.0;347.0;864.0;-366.0;89.0;26.0;24.0;962.0
297.0;341.0;871.0;?;73.0;21.0;2.0;945.0
307.0;348.0;887.0;-325.0;91.0;20.0;8.0;951.0
330.0;349.0;870.0;-328.0;86.0;19.0;38.0;943.0
320.0;?;875.0;-317.0;102.0;14.0;38.0;943.0
310.0;351.0;876.0;-294.0;79.0;8.0;29.0;943.0
309.0;367.0;886.0;-296.0;58.0;11.0;28.0;953.0
326.0;?;849.0;-305.0;49.0;12.0;18.0;964.0
322.0;381.0;860.0;?;51.0;5.0;22.0;971.0
?;397.0;877.0;?;45.0;16.0;31.0;970.0
380.0;382.0;876.0;-303.0;5.0;24.0;22.0;969.0
378.0;379.0;877.0;-313.0;17.0;27.0;6.0;?
399.0;?;877.0;-323.0;41.0;29.0;22.0;959.0
397.0;398.0;890.0;-347.0;22.0;37.0;22.0;?
371.0;380.0;872.0;-363.0;?;35.0;-3.0;949.0
404.0;359.0;879.0;-355.0;28.0;39.0;16.0;961.0
389.0;359.0;870.0;-366.0;31.0;37.0;6.0;958.0
370.0;359.0;859.0;-377.0;70.0;?;5.0;973.0
362.0;350.0;871.0;?;79.0;33.0;29.0;934.0
351.0;340.0;865.0;-373.0;74.0;27.0;19.0;961.0
356.0;349.0;883.0;-371.0;77.0;19.0;38.0;934.0
314.0;348.0;895.0;-339.0;74.0;15.0;9.0;972.0
297.0;353.0;887.0;-340.0;94.0;11.0;35.0;935.0
310.0;381.0;858.0;-330.0;94.0;2.0;43.0;941.0
297.0;359.0;859.0;-321.0;59.0;13.0;12.0;962.0
303.0;352.0;883.0;?;59.0;3.0;20.0;961.0
356.0;359.0;888.0;-294.0;26.0;12.0;55.0;960.0
342.0;363.0;856.0;-303.0;19.0;10.0;?;963.0
350.0;369.0;869.0;-302.0;10.0;23.0;44.0;951.0
?;370.0;873.0;-294.0;11.0;24.0;39.0;944.0
348.0;355.0;885.0;-336.0;32.0;39.0;7.0;956.0
352.0;359.0;873.0;-322.0;41.0;37.0;12.0;?
345.0;368.0;878.0;-319.0;60.0;40.0;15.0;944.0
328.0;329.0;874.0;-346.0;80.0;35.0;29.0;940.0
