Accelerometer RKN_ accX;InertialMeasurementUnit L-SHOE AngVelNavFrameZ;InertialMeasurementUnit L-SHOE AngVelBodyFrameX;Accelerometer RKN^ accZ;Accelerometer BACK accZ;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit L-SHOE Body_Ay
-108.0;-17;?;?;-475.0;5;-7;666
-95.0;9;-24;?;-457.0;0;34;?
-98.0;9;24;138.0;-432.0;19;14;660
-100.0;8;-6;109.0;-420.0;26;6;654
-109.0;17;?;99.0;-435.0;20;12;658
-109.0;-16;9;121.0;-425.0;22;28;658
-119.0;-33;-16;98.0;-418.0;21;11;654
-118.0;-30;19;99.0;-448.0;15;-15;656
-131.0;-7;-9;117.0;-460.0;17;19;654
-132.0;29;8;134.0;-431.0;20;37;655
-131.0;1;24;125.0;-463.0;16;29;661
-128.0;-7;-3;99.0;-440.0;19;15;658
-103.0;17;18;109.0;-428.0;21;-19;654
-117.0;6;?;78.0;-481.0;19;-16;653
-116.0;10;-31;83.0;-431.0;19;18;654
-129.0;3;-33;?;?;12;19;661
-139.0;2;-24;112.0;-459.0;9;0;662
-128.0;57;-40;131.0;-429.0;19;-35;658
-127.0;40;-38;132.0;-460.0;34;-16;645
-141.0;13;-43;132.0;-443.0;35;4;638
-173.0;40;-29;99.0;-460.0;24;-23;644
-136.0;-9;28;101.0;-481.0;20;-7;650
?;-31;36;96.0;-470.0;22;1;657
-137.0;-8;15;112.0;-452.0;21;27;652
-144.0;-14;33;122.0;-451.0;17;26;652
-136.0;-7;17;110.0;-476.0;18;-18;659
-131.0;10;?;102.0;-458.0;23;-13;648
-136.0;21;?;97.0;-476.0;22;-27;649
-154.0;1;9;128.0;-412.0;16;-25;659
-142.0;-13;-18;129.0;-486.0;20;?;651
-143.0;9;2;159.0;-458.0;23;11;648
-127.0;7;14;142.0;-460.0;19;-23;655
-134.0;-10;14;121.0;-444.0;18;5;658
-136.0;-2;14;144.0;-459.0;17;19;660
-136.0;-5;20;164.0;-457.0;?;14;656
?;-10;27;159.0;-469.0;22;21;653
-144.0;5;2;133.0;-449.0;18;10;656
-154.0;9;-17;149.0;-406.0;17;?;653
-124.0;0;22;162.0;-380.0;24;-13;650
-111.0;-9;?;141.0;-409.0;?;-11;653
-128.0;-7;-25;123.0;-419.0;13;21;?
-127.0;10;-7;151.0;?;20;22;656
-139.0;19;28;167.0;-445.0;25;35;654
-128.0;-16;0;168.0;-459.0;21;20;655
-114.0;-33;1;177.0;-445.0;24;-24;652
-106.0;13;23;188.0;-422.0;17;34;656
-116.0;15;30;198.0;-423.0;19;28;654
-115.0;15;39;184.0;-407.0;28;7;647
-128.0;15;12;158.0;-412.0;20;26;649
-117.0;-11;-19;184.0;-446.0;20;-4;652
-148.0;-1;?;185.0;-446.0;21;4;655
-133.0;-9;7;193.0;-422.0;13;5;?
-109.0;2;-5;175.0;-449.0;14;25;658
-118.0;1;-4;179.0;-473.0;21;31;656
-116.0;-37;22;174.0;-450.0;22;?;656
-90.0;-6;23;151.0;-470.0;16;5;660
-118.0;39;-16;128.0;-439.0;14;-7;657
-143.0;15;1;?;-442.0;23;49;651
-108.0;-13;26;144.0;-448.0;24;27;649
-122.0;20;20;166.0;-439.0;22;-4;650
-129.0;38;-5;159.0;-442.0;25;18;?
?;9;-18;168.0;-470.0;22;7;648
-86.0;8;11;158.0;-456.0;21;9;651
-88.0;18;2;168.0;-465.0;18;-24;658
-118.0;20;-12;143.0;-471.0;16;12;657
-103.0;-3;-7;131.0;-457.0;16;?;654
?;-20;-6;156.0;-453.0;15;24;658
-94.0;0;14;167.0;-463.0;20;17;656
-90.0;?;33;171.0;-465.0;25;-14;650
-109.0;-11;30;158.0;-465.0;23;24;652
-118.0;16;-21;173.0;-491.0;17;10;654
-117.0;-6;-38;156.0;-420.0;17;?;654
-108.0;-28;-19;132.0;-432.0;20;-35;654
-112.0;9;-30;?;-450.0;?;-14;652
-115.0;14;-6;137.0;-448.0;22;-8;655
-90.0;0;?;152.0;-442.0;22;20;655
-65.0;-2;37;146.0;-483.0;20;21;651
-78.0;-14;12;158.0;-461.0;?;-18;654
-116.0;6;-7;148.0;-446.0;17;-20;658
-110.0;30;3;158.0;-462.0;22;-13;652
-116.0;-8;0;170.0;-452.0;24;-29;649
-106.0;-27;26;161.0;-413.0;18;19;653
-97.0;?;26;142.0;-444.0;14;30;657
-109.0;26;-1;141.0;-458.0;19;1;657
-92.0;?;?;136.0;-439.0;22;-6;653
-100.0;10;47;140.0;-424.0;20;-23;648
-118.0;1;29;141.0;-409.0;17;2;652
-118.0;10;22;155.0;-460.0;16;?;655
-116.0;22;26;153.0;-440.0;21;-1;651
-110.0;2;5;152.0;-447.0;19;32;653
-120.0;-11;6;148.0;-418.0;17;15;658
-114.0;-11;25;139.0;-434.0;21;-2;658
-91.0;2;-3;156.0;-445.0;16;-23;659
-105.0;22;-2;131.0;-463.0;23;-7;?
-112.0;10;-5;139.0;-456.0;22;11;654
-99.0;0;-19;137.0;-445.0;19;21;654
-122.0;-2;-9;122.0;-462.0;26;12;651
-97.0;-19;-28;150.0;?;14;-49;662
-96.0;-1;-18;147.0;-457.0;14;-32;660
-108.0;19;-2;150.0;-472.0;19;0;656
-117.0;-3;-8;166.0;-470.0;15;-22;658
-118.0;-24;22;172.0;-452.0;15;11;655
-100.0;?;11;124.0;-440.0;18;36;658
-91.0;-23;-12;114.0;-431.0;?;17;659
-102.0;-6;38;150.0;-448.0;17;32;?
-107.0;8;17;164.0;?;17;-11;653
-101.0;9;-49;171.0;-449.0;20;-48;653
-109.0;?;-17;144.0;-474.0;19;-15;654
-96.0;20;2;145.0;-474.0;18;-4;656
-109.0;5;-19;149.0;-435.0;17;-18;656
-120.0;-18;4;129.0;-438.0;17;-40;656
-114.0;-13;9;139.0;-457.0;20;-5;654
-97.0;9;-14;148.0;-456.0;18;?;654
-93.0;21;10;134.0;-439.0;18;-32;653
-111.0;10;?;106.0;-449.0;19;-14;654
-92.0;-16;-3;113.0;-447.0;16;-56;661
?;?;-13;120.0;-486.0;19;-51;655
?;5;0;117.0;?;20;-22;652
-109.0;4;2;127.0;-460.0;19;-20;655
-110.0;?;3;143.0;-468.0;22;-2;652
-115.0;0;3;130.0;-453.0;17;-23;661
-104.0;-13;?;132.0;-466.0;18;-36;660
-114.0;?;2;113.0;-452.0;24;-15;650
-106.0;27;22;109.0;-454.0;20;6;653
-124.0;46;3;108.0;-447.0;?;0;658
-94.0;17;-6;119.0;-471.0;23;-27;656
-125.0;1;13;100.0;-456.0;17;-25;660
-114.0;-23;5;99.0;-459.0;13;-20;661
-118.0;13;?;100.0;-472.0;18;-24;656
-131.0;24;-2;120.0;?;18;30;656
-117.0;-4;13;?;-460.0;15;19;658
-133.0;23;34;115.0;-460.0;15;-21;660
-130.0;?;5;96.0;-451.0;16;24;660
-109.0;-19;2;101.0;-440.0;24;5;652
-100.0;-10;-10;125.0;-440.0;22;4;656
-83.0;4;-14;150.0;-430.0;14;13;659
-100.0;-5;25;96.0;-443.0;16;-5;656
-92.0;-9;34;114.0;?;18;19;660
-101.0;26;16;128.0;-445.0;20;44;653
-118.0;41;9;101.0;-456.0;21;60;650
-135.0;-13;25;98.0;-439.0;18;-11;656
-126.0;?;17;108.0;-451.0;18;-37;657
-119.0;-9;18;109.0;-424.0;?;17;?
-111.0;-1;23;119.0;-434.0;19;-17;656
-118.0;-3;-6;129.0;-458.0;16;-29;?
-93.0;23;0;128.0;-429.0;20;16;654
-97.0;-6;-12;131.0;-454.0;20;-2;650
-120.0;-13;?;137.0;-452.0;19;13;654
-146.0;12;3;110.0;-450.0;18;36;657
-119.0;0;24;100.0;-450.0;19;27;650
-118.0;16;24;116.0;-460.0;22;?;649
-101.0;19;20;118.0;-472.0;19;-19;655
?;1;2;125.0;-447.0;25;14;653
-109.0;20;8;129.0;-406.0;21;36;657
-129.0;15;-5;?;-438.0;13;-50;661
-114.0;0;-30;112.0;-423.0;21;-53;652
-140.0;17;6;154.0;-437.0;18;-26;?
-153.0;10;11;125.0;-439.0;16;-6;659
-139.0;-8;0;127.0;-431.0;20;20;655
-136.0;4;20;139.0;-417.0;19;10;656
-131.0;-17;9;139.0;-453.0;22;8;653
-120.0;?;2;140.0;-427.0;22;7;652
-118.0;33;31;135.0;-495.0;18;10;655
-118.0;32;28;137.0;-450.0;17;37;656
-118.0;9;-2;152.0;?;17;-4;659
-126.0;-7;12;130.0;-439.0;21;20;655
-136.0;-7;7;152.0;-458.0;16;36;657
?;10;-30;148.0;-436.0;8;-23;668
-119.0;-24;1;134.0;-502.0;20;45;656
-129.0;-19;25;?;?;25;29;645
?;10;?;135.0;-421.0;17;24;653
-114.0;?;14;122.0;-439.0;17;69;655
-108.0;-8;20;163.0;-447.0;19;10;656
-113.0;0;-8;145.0;-435.0;18;14;660
-114.0;?;-7;?;-426.0;22;23;?
-115.0;-1;-21;109.0;-445.0;23;6;652
-134.0;17;-8;109.0;-435.0;13;5;?
-110.0;4;-19;109.0;-451.0;18;-5;655
-123.0;13;-11;110.0;-433.0;?;9;651
-114.0;13;55;136.0;-421.0;15;18;658
-107.0;-33;-1;142.0;-401.0;?;-1;649
-110.0;9;-16;112.0;-420.0;21;4;651
-109.0;?;1;108.0;-450.0;18;23;656
-108.0;-27;-21;114.0;-425.0;24;-8;657
-113.0;4;15;122.0;-414.0;11;-32;670
-129.0;37;-3;143.0;-427.0;14;19;661
-92.0;62;-41;142.0;-425.0;35;41;?
-121.0;26;-23;146.0;-434.0;35;-4;635
-104.0;-25;26;141.0;-409.0;28;17;?
-92.0;-2;43;146.0;-477.0;34;47;638
-90.0;-2;12;148.0;-460.0;32;26;639
-115.0;-21;19;140.0;-407.0;21;27;656
-105.0;-4;48;129.0;-425.0;18;6;655
-113.0;-11;25;137.0;-437.0;14;3;658
-95.0;-38;-10;107.0;-449.0;14;39;666
-96.0;-8;-19;123.0;-441.0;21;?;656
-109.0;20;4;111.0;-430.0;17;-33;654
-109.0;-6;?;103.0;-440.0;15;-5;659
-109.0;-19;22;125.0;-437.0;18;-31;?
-100.0;-20;-13;135.0;-426.0;16;-36;656
-99.0;3;21;157.0;-458.0;15;17;657
-102.0;18;32;?;-441.0;19;23;653
-105.0;-10;24;?;-444.0;22;6;652
-94.0;-5;47;166.0;-435.0;22;-10;657
-109.0;11;11;157.0;-450.0;20;-24;657
-100.0;5;-18;114.0;?;24;-21;652
-112.0;-1;-3;108.0;?;26;-27;649
-108.0;14;4;109.0;-438.0;21;-19;653
-105.0;20;13;129.0;-426.0;21;-3;658
-97.0;7;3;139.0;-426.0;22;-21;?
-102.0;26;15;139.0;-430.0;16;-18;?
-92.0;-8;25;110.0;-439.0;14;-17;661
-98.0;-8;8;97.0;-430.0;21;-20;658
-100.0;16;14;132.0;-409.0;22;11;652
-108.0;-20;-7;130.0;-403.0;20;?;656
-109.0;26;-35;116.0;-428.0;20;14;657
-91.0;38;-4;99.0;-408.0;17;21;658
?;?;-13;86.0;-408.0;19;10;655
-88.0;23;-26;96.0;-400.0;23;29;654
-134.0;?;16;116.0;-412.0;21;56;656
-117.0;-9;?;131.0;-406.0;22;11;?
-94.0;-29;-28;96.0;-391.0;24;-26;651
-94.0;-11;?;112.0;-402.0;25;5;653
-102.0;19;21;121.0;-411.0;?;38;654
-98.0;-15;13;109.0;-417.0;21;13;653
-110.0;-28;12;?;-414.0;21;?;652
-122.0;-2;2;146.0;-400.0;21;-7;657
-102.0;-7;26;117.0;-409.0;17;36;657
-107.0;-11;37;121.0;-410.0;18;45;653
-94.0;-10;15;117.0;-400.0;19;-18;656
-98.0;9;31;103.0;-398.0;19;-20;659
-118.0;29;8;83.0;-406.0;21;?;?
-101.0;3;-22;81.0;-426.0;19;-4;654
-129.0;5;24;102.0;-394.0;21;-28;653
-124.0;5;-16;113.0;?;20;29;657
-104.0;-19;-27;?;?;20;69;655
-107.0;-4;32;118.0;-392.0;16;60;652
-127.0;-1;12;143.0;?;15;15;656
-99.0;-20;21;133.0;-402.0;24;-20;657
-111.0;-24;8;128.0;-407.0;16;-34;659
-111.0;-40;-23;119.0;-403.0;15;-20;658
-89.0;11;6;119.0;-399.0;17;29;657
-104.0;32;-7;110.0;-400.0;15;42;654
-104.0;?;-30;130.0;-391.0;22;-4;652
-98.0;-9;7;130.0;-370.0;17;-9;662
-109.0;8;12;123.0;-402.0;?;22;661
?;-10;-5;111.0;-421.0;21;28;655
-118.0;-11;7;116.0;?;21;44;656
-108.0;-7;-2;115.0;-399.0;21;27;656
-112.0;10;-9;133.0;-380.0;18;-24;658
-125.0;-13;2;126.0;-393.0;17;-17;658
-106.0;-29;-1;136.0;-384.0;17;-11;659
-111.0;-2;11;146.0;-386.0;18;-13;659
-105.0;12;6;143.0;-412.0;20;-15;657
-100.0;8;-9;136.0;-388.0;19;3;658
-102.0;-19;2;157.0;-390.0;17;27;660
-121.0;-28;1;149.0;-410.0;16;-9;?
-123.0;13;12;129.0;-409.0;20;-2;657
-116.0;9;3;111.0;-410.0;21;3;659
-119.0;5;-7;149.0;-400.0;16;3;658
-117.0;5;15;136.0;-400.0;15;26;656
-126.0;-39;3;143.0;-409.0;17;-10;658
-119.0;-6;-2;148.0;-414.0;16;-41;656
-109.0;27;9;150.0;-427.0;17;-34;656
-118.0;12;-17;161.0;-427.0;12;18;659
-117.0;?;-44;123.0;-429.0;15;28;655
-123.0;-13;-1;123.0;-404.0;24;-17;652
-131.0;-12;26;142.0;-460.0;20;-24;656
-121.0;16;-31;143.0;-449.0;21;-7;654
?;12;?;150.0;-464.0;21;41;654
-106.0;-8;10;147.0;-459.0;13;-1;660
?;8;?;148.0;-434.0;?;-39;655
-100.0;19;33;148.0;-421.0;23;31;652
-121.0;11;5;129.0;-435.0;17;21;658
-106.0;6;5;119.0;-451.0;24;9;655
-131.0;-18;20;131.0;-430.0;21;22;653
-123.0;-9;9;149.0;-430.0;16;-13;653
-110.0;10;33;132.0;-420.0;22;-18;653
-100.0;-11;19;121.0;-432.0;18;8;660
-117.0;?;-38;127.0;?;16;8;659
-100.0;19;-19;118.0;-451.0;21;1;655
-111.0;-14;-12;118.0;-427.0;18;-19;657
-117.0;-11;-15;124.0;-412.0;12;-41;661
-121.0;13;2;137.0;-444.0;16;-27;660
-124.0;10;-20;169.0;-441.0;23;8;656
?;10;-13;139.0;-420.0;18;3;657
-115.0;9;-4;134.0;-427.0;14;-34;?
-116.0;16;-14;132.0;-429.0;20;-11;656
-124.0;16;?;136.0;-438.0;24;7;652
-122.0;-3;18;158.0;-441.0;20;-4;652
-118.0;0;35;118.0;-431.0;19;?;656
-117.0;2;20;110.0;-430.0;19;-30;?
-120.0;-16;-15;122.0;-428.0;15;-22;657
-115.0;-15;-15;142.0;-411.0;17;-9;657
-143.0;10;-10;133.0;-432.0;20;5;655
-128.0;19;-21;119.0;-430.0;19;14;656
-127.0;10;-9;132.0;-441.0;18;7;658
-118.0;1;10;103.0;-401.0;19;20;655
-127.0;3;16;116.0;-402.0;13;-17;660
-116.0;17;0;119.0;-425.0;12;0;659
-105.0;0;-28;115.0;-439.0;19;22;652
-90.0;-7;-15;?;-419.0;22;-16;654
-106.0;19;2;134.0;-421.0;21;-4;654
-108.0;6;?;111.0;-427.0;20;-24;656
-110.0;-10;-6;117.0;-402.0;20;-32;658
-106.0;-8;-3;147.0;-399.0;24;10;650
-117.0;6;-24;138.0;-419.0;25;12;649
-110.0;8;-3;99.0;-420.0;19;-5;656
-116.0;-1;33;124.0;-401.0;19;-4;656
-104.0;20;25;139.0;-423.0;25;13;652
-99.0;4;-14;139.0;-441.0;22;25;650
-109.0;16;19;120.0;-436.0;17;23;655
-118.0;38;44;114.0;-432.0;17;-2;660
-137.0;-16;11;136.0;-437.0;17;0;657
-122.0;-24;13;133.0;-409.0;20;26;652
-91.0;22;-10;102.0;-422.0;22;-7;652
-114.0;31;-27;117.0;-433.0;22;-42;657
-115.0;7;-13;132.0;-448.0;20;?;655
-105.0;2;?;122.0;-406.0;19;21;654
-102.0;9;3;109.0;-422.0;20;-20;658
-115.0;?;12;126.0;-423.0;21;-64;654
-115.0;-13;15;129.0;-428.0;21;-26;653
-97.0;-7;1;129.0;-440.0;19;0;654
-93.0;-18;-11;109.0;-439.0;15;40;658
-116.0;-33;9;122.0;-432.0;17;48;?
-111.0;-19;23;128.0;-448.0;21;-4;654
-109.0;-1;5;134.0;-430.0;20;-4;657
-101.0;-2;-3;149.0;-457.0;20;-14;659
-100.0;5;12;147.0;?;17;6;655
-100.0;-12;10;128.0;-474.0;18;7;653
-120.0;-16;16;126.0;-441.0;23;-10;652
-124.0;10;12;147.0;-464.0;18;27;656
-107.0;-14;-9;139.0;-469.0;13;-4;658
?;-28;4;115.0;?;19;-24;653
-120.0;-1;-16;?;-444.0;20;0;653
-114.0;32;-4;134.0;-455.0;14;-9;659
-105.0;25;22;136.0;-444.0;14;1;659
-93.0;20;-9;148.0;-448.0;18;-4;656
-101.0;44;17;?;-460.0;17;-49;654
-112.0;0;28;108.0;-461.0;22;-38;651
-106.0;8;27;101.0;-469.0;28;?;647
-118.0;23;32;120.0;-458.0;?;-15;650
-102.0;-26;9;133.0;-447.0;20;-12;658
-100.0;-11;2;137.0;-454.0;21;16;656
-100.0;-7;16;128.0;-418.0;18;35;653
-109.0;-14;48;?;-416.0;18;-27;656
-108.0;-8;16;121.0;-430.0;18;-19;658
-100.0;-11;-26;128.0;-409.0;19;57;657
-113.0;-10;-6;112.0;-428.0;19;38;658
-114.0;-10;-8;139.0;?;14;-11;660
-99.0;-9;3;116.0;-444.0;16;-4;660
-114.0;-14;26;115.0;-459.0;17;28;659
-101.0;2;-10;112.0;-476.0;18;-21;660
-108.0;8;6;99.0;-430.0;20;-51;659
-97.0;1;18;89.0;-510.0;18;-10;658
-97.0;10;-29;89.0;-520.0;18;-13;658
-94.0;-7;11;101.0;-517.0;16;-8;655
-97.0;-2;13;122.0;-474.0;22;-14;652
-101.0;11;-10;144.0;-488.0;28;-41;651
-108.0;-24;39;159.0;-497.0;18;6;655
-109.0;-40;30;?;-484.0;13;11;660
-109.0;-31;-16;150.0;-461.0;19;-33;655
-108.0;-34;-26;113.0;-498.0;20;8;653
-110.0;-14;-8;88.0;-505.0;20;-1;655
-105.0;6;-12;76.0;-460.0;20;?;656
-105.0;12;14;91.0;-513.0;14;4;658
-117.0;20;21;108.0;-530.0;19;18;655
-108.0;3;-10;115.0;-490.0;23;21;653
-107.0;-11;30;129.0;-509.0;17;-44;658
-123.0;-9;5;128.0;-500.0;22;-63;652
-134.0;?;-15;139.0;-510.0;23;-9;652
-125.0;6;13;119.0;-504.0;16;23;660
-108.0;20;-21;147.0;-521.0;20;36;656
-45.0;3;-4;129.0;-447.0;25;-5;654
-28.0;1;8;149.0;-506.0;24;-36;654
-26.0;17;-4;124.0;-481.0;18;-23;?
-54.0;-16;10;153.0;-463.0;19;-32;660
-83.0;18;27;145.0;-487.0;24;-40;655
-110.0;60;23;133.0;-456.0;20;8;658
-119.0;-3;2;129.0;-446.0;18;16;660
?;15;19;122.0;-466.0;17;-24;660
-123.0;18;12;130.0;-465.0;13;30;662
-88.0;-13;-14;126.0;-513.0;19;28;?
-94.0;26;7;98.0;-449.0;26;-13;654
-123.0;10;2;132.0;-474.0;24;17;654
-118.0;-12;?;123.0;-462.0;21;-16;652
-137.0;5;-3;127.0;-494.0;19;-20;654
-127.0;12;-4;129.0;-505.0;16;-13;656
-136.0;7;?;129.0;-384.0;18;15;659
-116.0;-2;13;127.0;-484.0;20;30;?
-107.0;-10;-8;119.0;-425.0;21;-22;652
-110.0;-12;-14;116.0;-460.0;21;2;658
-108.0;-4;9;111.0;-474.0;22;-12;657
-127.0;5;11;138.0;-464.0;23;-7;657
-108.0;10;19;130.0;-508.0;21;27;657
-112.0;-4;35;111.0;-435.0;23;-44;650
-115.0;-20;15;88.0;-505.0;23;-37;657
-114.0;1;-10;100.0;-510.0;14;13;659
-140.0;23;6;76.0;-452.0;18;?;654
-132.0;11;11;93.0;-458.0;24;-28;?
-120.0;17;0;136.0;-470.0;20;25;657
-102.0;40;16;146.0;-460.0;?;4;657
-104.0;14;34;141.0;-471.0;23;-3;652
-119.0;-14;21;119.0;-481.0;16;-12;658
-136.0;6;?;129.0;-476.0;17;-10;661
?;4;10;128.0;-462.0;18;-22;662
-109.0;4;8;132.0;-484.0;19;4;659
-117.0;20;-9;120.0;-476.0;21;46;656
-126.0;2;?;104.0;-489.0;17;10;660
-127.0;-10;-10;111.0;-499.0;22;23;653
-99.0;-12;-31;72.0;-476.0;23;6;653
-112.0;-4;0;108.0;?;18;-8;655
-127.0;12;?;123.0;?;24;36;651
-141.0;10;24;138.0;-476.0;25;25;654
-121.0;26;15;121.0;-482.0;19;7;656
-110.0;33;-7;103.0;-470.0;15;2;660
-135.0;-11;3;122.0;-489.0;14;-15;?
-110.0;-10;11;99.0;-480.0;18;-27;657
-100.0;10;2;126.0;-471.0;20;-19;654
-92.0;-11;13;120.0;-491.0;17;-4;658
-109.0;-12;22;109.0;-474.0;22;-20;651
-108.0;-10;?;100.0;-462.0;26;-11;652
-116.0;-5;-12;93.0;-486.0;16;38;659
-126.0;-5;13;74.0;-465.0;18;34;655
-119.0;-22;26;81.0;-433.0;21;-23;655
-118.0;0;-31;69.0;-453.0;12;-12;660
-144.0;20;-5;116.0;-450.0;18;?;658
-126.0;11;-2;112.0;-442.0;22;46;656
-112.0;10;-2;?;-501.0;16;52;654
-94.0;-13;11;106.0;-503.0;17;13;654
-108.0;-28;?;128.0;-493.0;18;-20;656
?;9;23;136.0;-479.0;21;?;656
-123.0;16;31;120.0;-509.0;22;9;655
-109.0;-15;1;89.0;-470.0;16;-26;658
-145.0;-17;16;91.0;-482.0;17;-16;653
-122.0;-10;19;78.0;-478.0;26;-15;650
-112.0;-10;1;119.0;-499.0;23;-25;657
-114.0;-1;2;120.0;-499.0;17;-24;658
-120.0;22;-8;138.0;-486.0;16;-19;657
-109.0;40;2;100.0;-506.0;12;-39;660
-117.0;6;21;78.0;-462.0;17;?;657
-118.0;-7;24;63.0;-466.0;20;13;653
-118.0;-3;9;85.0;-469.0;13;-13;659
-118.0;-30;-9;112.0;-476.0;15;24;660
-106.0;?;10;112.0;-482.0;17;?;656
-103.0;-22;-3;124.0;-471.0;?;-2;654
-106.0;-23;-28;?;-478.0;24;25;649
-105.0;6;-15;115.0;-480.0;20;16;651
-115.0;-1;-9;140.0;-480.0;19;-2;656
-93.0;8;0;91.0;-480.0;24;16;652
-113.0;14;-2;93.0;-492.0;21;-3;651
-109.0;-3;-23;110.0;-484.0;23;15;651
-95.0;-10;-7;109.0;-462.0;20;-9;?
-115.0;23;-4;119.0;-480.0;13;-56;658
-100.0;49;-31;107.0;-449.0;18;2;655
-79.0;15;-13;100.0;-460.0;21;19;652
-108.0;2;-10;109.0;-470.0;19;-1;650
-100.0;23;?;92.0;-467.0;18;-6;650
-118.0;9;-16;78.0;-449.0;17;-20;653
-89.0;2;3;99.0;-465.0;16;-19;?
-84.0;9;14;110.0;-469.0;19;19;?
-90.0;-8;35;109.0;-473.0;24;23;641
-80.0;-11;3;116.0;-442.0;18;-17;655
-86.0;-13;-13;140.0;-459.0;14;22;655
-87.0;-4;-8;98.0;-440.0;24;42;647
-87.0;-4;9;135.0;-451.0;25;-2;651
-109.0;-10;23;89.0;-460.0;15;7;656
-98.0;18;-8;86.0;-471.0;16;-5;655
-93.0;-4;22;99.0;?;22;-39;650
-115.0;-28;25;119.0;?;17;-11;652
-112.0;5;?;108.0;-502.0;16;-12;656
-114.0;20;16;111.0;-526.0;23;-22;650
-128.0;10;2;119.0;-529.0;22;-14;652
-101.0;-8;-11;118.0;-531.0;17;-42;657
-91.0;2;-11;107.0;-528.0;25;-21;644
-92.0;47;-34;134.0;-535.0;27;-31;646
-98.0;33;-20;142.0;-569.0;?;?;646
-95.0;-30;3;127.0;-570.0;30;-49;629
-105.0;-41;12;109.0;-561.0;?;-43;646
-80.0;-30;26;44.0;?;13;-51;659
-110.0;-45;3;89.0;-520.0;25;-56;639
-105.0;-46;22;85.0;-531.0;23;-48;645
-117.0;?;44;78.0;-539.0;6;-92;666
-107.0;7;9;69.0;-526.0;10;-228;660
-96.0;-1;12;125.0;-505.0;23;-378;650
-80.0;34;8;158.0;-500.0;18;-573;651
-98.0;33;-5;149.0;-472.0;14;-736;655
-85.0;14;10;143.0;-427.0;20;-738;653
-97.0;24;-9;?;-441.0;23;-774;648
-92.0;18;-17;134.0;?;14;-647;662
-82.0;1;21;88.0;-469.0;11;-320;661
-54.0;-16;28;70.0;-450.0;24;-291;647
-67.0;-28;10;45.0;-435.0;18;-189;665
?;-31;-9;81.0;?;14;174;658
-109.0;?;-21;?;-413.0;22;393;636
-142.0;-43;-8;?;-429.0;19;471;654
-143.0;-52;-18;54.0;-429.0;22;539;658
-125.0;-23;-42;46.0;-426.0;20;566;658
-100.0;4;-26;60.0;-493.0;15;489;662
-106.0;-14;-1;18.0;-476.0;26;470;642
-97.0;-33;0;-10.0;-499.0;29;434;634
-57.0;?;14;-10.0;-508.0;19;383;655
-69.0;-5;16;-61.0;-518.0;?;534;659
-73.0;11;-32;-69.0;-526.0;23;601;646
-81.0;-64;-50;-84.0;-497.0;16;587;651
-82.0;-25;-74;-100.0;?;31;754;630
-100.0;-47;-3;-96.0;-494.0;13;505;654
-100.0;-56;-4;-67.0;-492.0;33;347;639
-101.0;-42;-23;-67.0;-513.0;46;416;?
-95.0;-186;121;-79.0;-502.0;-25;-974;684
?;72;?;-92.0;-673.0;93;-2850;542
-50.0;-473;844;-125.0;-592.0;15;-3357;489
-63.0;-752;1882;-131.0;-780.0;-42;-1904;606
-31.0;-1551;2491;-110.0;-858.0;-198;-8;787
-21.0;-3750;2808;-66.0;-779.0;?;127;1356
-59.0;-2017;799;-48.0;-768.0;-239;-15;1650
?;660;-822;-76.0;-707.0;-200;99;1775
-60.0;447;-562;-70.0;-651.0;-956;-29;2410
-68.0;847;-779;-41.0;-567.0;-507;7;1901
-35.0;1557;-1016;-59.0;-554.0;408;-23;460
-31.0;1119;-1164;-60.0;-525.0;400;-42;346
-47.0;404;-1417;-54.0;-513.0;?;-22;564
8.0;519;-1693;-43.0;-513.0;221;-66;491
0.0;1197;-1811;-48.0;-530.0;147;-5;594
8.0;1734;-1926;-64.0;-521.0;-80;22;631
-12.0;1764;-2022;38.0;?;-292;-12;768
-47.0;1218;-1933;7.0;-521.0;-326;-1;843
-68.0;593;-2029;108.0;-520.0;-418;-79;905
-45.0;-1;-1567;1.0;-551.0;-18;-84;1140
-49.0;-169;-1153;338.0;-562.0;109;-320;1166
-14.0;1527;-347;588.0;-597.0;449;-899;1485
-4.0;?;1400;?;-610.0;1070;-1379;1569
-4.0;1572;?;208.0;-764.0;-308;-2031;610
-10.0;1435;1824;111.0;-1016.0;-1185;-2346;338
-24.0;693;1632;-140.0;-672.0;-126;-2010;361
?;?;667;9.0;-681.0;285;-2526;281
-85.0;6;139;94.0;-816.0;-10;-3439;692
-57.0;90;101;126.0;?;?;-1976;683
-45.0;-62;45;164.0;-731.0;22;746;638
-36.0;54;20;?;-687.0;5;1832;684
-46.0;0;3;?;-599.0;27;3012;625
-34.0;72;-3;227.0;-575.0;27;4721;649
-97.0;79;37;224.0;-572.0;22;5111;651
-106.0;114;28;206.0;-591.0;21;5374;652
-194.0;110;33;187.0;-593.0;56;5824;610
-379.0;46;129;334.0;?;-48;4464;697
?;-33;169;468.0;-630.0;99;1414;565
247.0;-224;410;602.0;?;?;-300;732
-27.0;-324;2304;371.0;-878.0;107;-98;271
-345.0;?;5927;209.0;-652.0;111;-88;262
