InertialMeasurementUnit LUA Quaternion1;Accelerometer LWR accX;InertialMeasurementUnit RLA magneticY;InertialMeasurementUnit RUA accZ;InertialMeasurementUnit RUA Quaternion4;InertialMeasurementUnit RUA Quaternion2;Accelerometer LH accX
-757.0;-339.0;10.0;95.0;-711.0;568.0;368.0
-757.0;-322.0;-44.0;94.0;-707.0;568.0;362.0
-757.0;-325.0;-157.0;?;-703.0;567.0;316.0
-758.0;?;?;173.0;-699.0;564.0;336.0
?;-343.0;-487.0;129.0;-693.0;562.0;334.0
-758.0;-348.0;-550.0;118.0;-693.0;556.0;365.0
-758.0;-350.0;-548.0;120.0;-697.0;551.0;?
-758.0;-311.0;-550.0;107.0;?;548.0;304.0
-757.0;-323.0;-549.0;118.0;-704.0;544.0;276.0
-757.0;-332.0;-538.0;106.0;-704.0;539.0;325.0
?;-342.0;-542.0;124.0;?;535.0;406.0
-757.0;-332.0;-541.0;152.0;-706.0;532.0;379.0
-757.0;-302.0;-549.0;148.0;?;530.0;359.0
-757.0;-316.0;-549.0;?;-706.0;?;377.0
-758.0;?;-536.0;125.0;-707.0;530.0;386.0
-758.0;-333.0;-524.0;87.0;-707.0;532.0;316.0
-758.0;-316.0;?;122.0;-707.0;535.0;332.0
-758.0;-331.0;-504.0;137.0;-707.0;?;325.0
-757.0;-328.0;?;135.0;?;540.0;365.0
-757.0;-355.0;?;126.0;-707.0;542.0;392.0
-756.0;-353.0;-444.0;115.0;-706.0;545.0;388.0
?;?;-419.0;121.0;-706.0;548.0;375.0
-755.0;-321.0;-389.0;126.0;-707.0;552.0;?
-754.0;-333.0;-360.0;152.0;-707.0;554.0;330.0
?;-346.0;-323.0;141.0;-707.0;557.0;295.0
-753.0;-305.0;?;136.0;-708.0;561.0;244.0
-753.0;-305.0;-233.0;143.0;-710.0;565.0;244.0
-753.0;-295.0;-187.0;138.0;-712.0;569.0;233.0
-752.0;-302.0;-158.0;132.0;-713.0;572.0;264.0
-753.0;-327.0;-135.0;106.0;-713.0;?;301.0
?;-335.0;-123.0;?;-714.0;575.0;366.0
-753.0;-344.0;?;117.0;-715.0;575.0;400.0
-753.0;-368.0;-113.0;106.0;-717.0;574.0;389.0
-753.0;-378.0;-108.0;115.0;?;574.0;370.0
-753.0;-351.0;?;119.0;?;574.0;?
-754.0;?;-100.0;?;-721.0;573.0;351.0
-755.0;-357.0;-96.0;?;-723.0;572.0;?
-756.0;-343.0;-102.0;128.0;-724.0;572.0;434.0
?;-283.0;-103.0;135.0;?;572.0;389.0
-758.0;-337.0;-103.0;129.0;-725.0;572.0;?
-759.0;-295.0;-106.0;114.0;-724.0;574.0;325.0
-759.0;-328.0;-105.0;133.0;-724.0;576.0;296.0
?;-293.0;-105.0;112.0;?;579.0;309.0
-760.0;-336.0;?;122.0;-723.0;582.0;?
-761.0;-282.0;-94.0;120.0;-721.0;585.0;228.0
?;-295.0;-94.0;130.0;-719.0;587.0;322.0
-762.0;-327.0;?;109.0;-717.0;588.0;315.0
-762.0;-343.0;-99.0;100.0;-714.0;589.0;296.0
-762.0;-335.0;-101.0;120.0;-712.0;590.0;337.0
-763.0;-317.0;-102.0;134.0;-711.0;591.0;287.0
-763.0;-308.0;-100.0;132.0;-710.0;591.0;?
-763.0;-328.0;-96.0;121.0;-709.0;591.0;326.0
-763.0;-340.0;-99.0;96.0;-708.0;591.0;312.0
-762.0;-331.0;-99.0;101.0;-708.0;590.0;392.0
-762.0;-351.0;-99.0;108.0;-707.0;590.0;364.0
-761.0;-344.0;?;112.0;-707.0;?;264.0
-761.0;-292.0;-104.0;93.0;-706.0;587.0;292.0
?;-330.0;-110.0;96.0;?;585.0;339.0
-761.0;-320.0;-116.0;107.0;?;583.0;302.0
-761.0;-304.0;?;94.0;-705.0;583.0;341.0
-760.0;-323.0;-123.0;92.0;-705.0;582.0;326.0
-760.0;-271.0;-128.0;93.0;-704.0;582.0;266.0
-760.0;-268.0;-128.0;95.0;-704.0;582.0;?
-760.0;-309.0;?;78.0;-703.0;583.0;342.0
-760.0;-310.0;?;107.0;-702.0;583.0;326.0
-760.0;-311.0;-131.0;102.0;-702.0;585.0;276.0
-760.0;-305.0;-128.0;103.0;-702.0;586.0;288.0
?;-292.0;-126.0;86.0;-703.0;587.0;323.0
-761.0;-309.0;-126.0;73.0;-702.0;587.0;348.0
-762.0;-311.0;?;86.0;-701.0;587.0;363.0
-763.0;-322.0;-134.0;95.0;-701.0;586.0;358.0
-764.0;-340.0;-133.0;92.0;?;587.0;368.0
-764.0;-316.0;-131.0;78.0;?;587.0;363.0
?;-318.0;-132.0;76.0;-701.0;586.0;?
?;-339.0;-133.0;80.0;?;586.0;?
-765.0;?;-136.0;82.0;-700.0;?;?
-765.0;-346.0;-137.0;84.0;-700.0;?;380.0
-765.0;?;-140.0;77.0;-699.0;584.0;303.0
-764.0;-323.0;-141.0;76.0;?;584.0;371.0
-763.0;-343.0;-140.0;90.0;-699.0;584.0;381.0
-763.0;-338.0;?;?;-699.0;584.0;398.0
-762.0;-335.0;?;84.0;-699.0;584.0;375.0
-761.0;-328.0;-140.0;73.0;-699.0;583.0;400.0
-761.0;-341.0;-140.0;71.0;-698.0;582.0;384.0
-760.0;-305.0;-142.0;74.0;-699.0;580.0;347.0
?;-292.0;-144.0;90.0;-699.0;?;?
-759.0;?;-146.0;91.0;-699.0;577.0;337.0
-759.0;-320.0;-148.0;91.0;-700.0;576.0;332.0
-759.0;-312.0;-150.0;93.0;-700.0;575.0;331.0
-758.0;-319.0;-146.0;91.0;?;574.0;?
-758.0;?;-144.0;83.0;-701.0;574.0;350.0
-758.0;-316.0;-142.0;74.0;-701.0;575.0;321.0
-758.0;-301.0;-142.0;86.0;-700.0;574.0;364.0
?;-318.0;-145.0;90.0;-700.0;574.0;366.0
-757.0;-329.0;-147.0;92.0;-700.0;?;362.0
-757.0;-350.0;-148.0;89.0;-700.0;575.0;357.0
-757.0;-347.0;-147.0;88.0;-699.0;575.0;?
?;-360.0;-149.0;91.0;-699.0;?;388.0
-758.0;-338.0;-148.0;94.0;?;575.0;321.0
-758.0;-328.0;-146.0;98.0;-700.0;576.0;382.0
-758.0;-350.0;-145.0;103.0;-700.0;577.0;370.0
-759.0;-321.0;-142.0;85.0;-700.0;578.0;323.0
-759.0;-302.0;-141.0;101.0;-700.0;578.0;391.0
-759.0;-314.0;-142.0;90.0;-700.0;578.0;370.0
-759.0;-330.0;-138.0;75.0;-701.0;579.0;348.0
-759.0;-319.0;-137.0;81.0;-701.0;579.0;360.0
-758.0;-323.0;?;85.0;-701.0;579.0;379.0
-758.0;-335.0;?;80.0;-701.0;579.0;398.0
-758.0;-339.0;-136.0;74.0;-700.0;578.0;378.0
-757.0;-346.0;-140.0;70.0;-700.0;577.0;392.0
-757.0;-342.0;-144.0;63.0;-699.0;577.0;397.0
-757.0;-321.0;-146.0;73.0;-699.0;?;386.0
-756.0;-322.0;-151.0;74.0;-698.0;574.0;375.0
-756.0;-313.0;?;68.0;-697.0;573.0;364.0
-755.0;-310.0;-157.0;65.0;-697.0;572.0;332.0
-755.0;-328.0;-160.0;?;-696.0;572.0;323.0
-754.0;-349.0;-163.0;?;-696.0;572.0;343.0
-753.0;-340.0;-161.0;53.0;-696.0;572.0;350.0
-752.0;-321.0;-165.0;58.0;-695.0;572.0;312.0
-752.0;-321.0;-167.0;58.0;-695.0;571.0;349.0
-751.0;-318.0;-168.0;64.0;-695.0;571.0;347.0
-752.0;?;-168.0;68.0;-695.0;?;311.0
-752.0;-297.0;-170.0;62.0;-694.0;572.0;?
-752.0;-316.0;-175.0;55.0;-693.0;573.0;?
?;-306.0;-177.0;60.0;-692.0;573.0;340.0
-754.0;-321.0;-178.0;56.0;-691.0;575.0;342.0
-754.0;-301.0;-176.0;56.0;-691.0;576.0;364.0
-755.0;-311.0;-178.0;?;-691.0;578.0;353.0
-756.0;-344.0;-174.0;?;-691.0;579.0;379.0
?;-344.0;-171.0;63.0;-691.0;580.0;386.0
-758.0;-338.0;-171.0;65.0;-692.0;581.0;359.0
-759.0;-349.0;-167.0;?;-692.0;582.0;405.0
-760.0;-350.0;-165.0;63.0;-692.0;582.0;418.0
-761.0;-350.0;-165.0;69.0;-693.0;583.0;377.0
-761.0;-338.0;-163.0;64.0;-694.0;583.0;376.0
-762.0;-336.0;-159.0;61.0;?;584.0;379.0
-763.0;-342.0;-161.0;59.0;-694.0;585.0;388.0
-763.0;-314.0;-161.0;61.0;?;585.0;371.0
-764.0;-343.0;?;59.0;-694.0;585.0;370.0
-764.0;-328.0;?;?;-693.0;586.0;360.0
-764.0;-324.0;-166.0;60.0;-692.0;586.0;345.0
-763.0;-308.0;-168.0;64.0;-691.0;586.0;321.0
-763.0;?;-171.0;68.0;-691.0;586.0;314.0
-763.0;-319.0;-172.0;64.0;-691.0;586.0;306.0
-762.0;-308.0;-170.0;66.0;-691.0;586.0;319.0
-761.0;-300.0;-172.0;65.0;-691.0;586.0;?
-761.0;-309.0;-170.0;70.0;-691.0;586.0;354.0
-760.0;-321.0;-169.0;53.0;-691.0;585.0;341.0
-760.0;-302.0;?;79.0;-692.0;583.0;352.0
-760.0;-322.0;-171.0;60.0;-692.0;582.0;360.0
-760.0;-331.0;-172.0;53.0;-692.0;581.0;381.0
?;-330.0;-174.0;55.0;-692.0;580.0;370.0
-760.0;-318.0;-174.0;49.0;?;580.0;363.0
-759.0;-310.0;-172.0;46.0;-692.0;580.0;332.0
-759.0;-313.0;-176.0;54.0;-691.0;580.0;371.0
-759.0;-329.0;?;?;-691.0;580.0;386.0
-760.0;-334.0;-178.0;46.0;-690.0;580.0;?
-760.0;-285.0;-181.0;52.0;-690.0;581.0;309.0
-760.0;-307.0;-182.0;65.0;-690.0;?;344.0
-760.0;-320.0;-182.0;56.0;-690.0;582.0;?
-760.0;-337.0;?;43.0;?;582.0;373.0
-759.0;-318.0;-184.0;52.0;-689.0;582.0;308.0
?;-325.0;-182.0;63.0;-690.0;582.0;353.0
-759.0;-333.0;-181.0;72.0;-690.0;583.0;328.0
?;-321.0;-179.0;62.0;-691.0;583.0;376.0
-759.0;-350.0;-180.0;77.0;-691.0;582.0;381.0
-759.0;-327.0;-180.0;?;-691.0;582.0;337.0
-759.0;-315.0;-179.0;72.0;-692.0;582.0;336.0
-759.0;-330.0;-176.0;80.0;-693.0;?;350.0
-759.0;-337.0;-176.0;67.0;-693.0;581.0;368.0
-759.0;-344.0;-175.0;?;-693.0;581.0;368.0
-759.0;-314.0;-175.0;80.0;-694.0;581.0;303.0
-760.0;-332.0;-175.0;71.0;-694.0;581.0;353.0
-760.0;-337.0;-175.0;78.0;-695.0;581.0;?
-760.0;-325.0;-170.0;75.0;-695.0;581.0;383.0
-760.0;?;-170.0;89.0;-696.0;581.0;378.0
-760.0;-323.0;-163.0;80.0;-697.0;?;340.0
-760.0;-306.0;-161.0;67.0;-697.0;581.0;368.0
-760.0;-337.0;-160.0;75.0;-698.0;581.0;368.0
-760.0;-333.0;-160.0;80.0;-698.0;581.0;339.0
-760.0;-311.0;?;64.0;-697.0;580.0;337.0
-760.0;-311.0;-165.0;?;-697.0;?;326.0
-760.0;-312.0;-166.0;74.0;?;581.0;328.0
?;-321.0;?;52.0;-695.0;581.0;330.0
-761.0;?;-169.0;69.0;-695.0;581.0;366.0
-761.0;-361.0;-165.0;83.0;-695.0;582.0;371.0
-762.0;-344.0;-163.0;61.0;-694.0;583.0;360.0
-762.0;-324.0;-166.0;67.0;-694.0;583.0;380.0
-762.0;?;-167.0;73.0;-694.0;584.0;375.0
-763.0;-332.0;-167.0;58.0;-693.0;584.0;362.0
-763.0;?;?;57.0;-693.0;583.0;380.0
?;-336.0;?;62.0;-692.0;583.0;322.0
-762.0;-321.0;?;51.0;-691.0;584.0;278.0
-761.0;-322.0;-177.0;52.0;-691.0;584.0;307.0
?;-311.0;-176.0;?;-691.0;584.0;331.0
-760.0;-330.0;-174.0;86.0;-692.0;582.0;351.0
?;-331.0;-180.0;83.0;-692.0;580.0;379.0
-759.0;-340.0;-185.0;?;?;578.0;398.0
-758.0;-329.0;-193.0;92.0;-690.0;574.0;399.0
-759.0;-336.0;-204.0;90.0;-689.0;571.0;391.0
-759.0;-346.0;-214.0;71.0;?;569.0;371.0
?;-346.0;-217.0;?;?;567.0;360.0
-758.0;-352.0;-227.0;67.0;-686.0;566.0;339.0
-757.0;-307.0;-226.0;67.0;?;566.0;343.0
-757.0;-323.0;-229.0;71.0;?;565.0;344.0
-756.0;-327.0;-234.0;74.0;?;565.0;322.0
-755.0;-317.0;-237.0;77.0;-681.0;564.0;311.0
-754.0;-331.0;-242.0;67.0;-679.0;563.0;312.0
-753.0;-315.0;-251.0;60.0;-678.0;561.0;324.0
-752.0;-318.0;-255.0;59.0;-676.0;560.0;346.0
-752.0;-322.0;?;58.0;-675.0;559.0;354.0
-751.0;-311.0;-267.0;61.0;?;557.0;329.0
-751.0;-331.0;-268.0;63.0;-675.0;?;348.0
-751.0;-348.0;-268.0;76.0;-674.0;555.0;365.0
-750.0;-320.0;-269.0;73.0;-674.0;554.0;368.0
-750.0;-347.0;-270.0;63.0;?;552.0;?
-749.0;?;-271.0;65.0;-674.0;?;392.0
-749.0;-336.0;-277.0;65.0;-673.0;550.0;360.0
-748.0;-343.0;-279.0;59.0;-673.0;550.0;362.0
-747.0;-334.0;-281.0;62.0;-672.0;548.0;396.0
-746.0;-329.0;-288.0;67.0;-671.0;547.0;342.0
-745.0;-309.0;-293.0;65.0;-669.0;545.0;347.0
-744.0;-324.0;-300.0;?;-668.0;544.0;339.0
-743.0;-289.0;-306.0;77.0;-667.0;542.0;308.0
-743.0;-315.0;-313.0;62.0;-665.0;540.0;350.0
-742.0;-344.0;-318.0;43.0;-664.0;540.0;320.0
-741.0;?;-324.0;63.0;-664.0;538.0;296.0
-741.0;-299.0;-326.0;70.0;-664.0;538.0;362.0
-740.0;-379.0;?;56.0;-664.0;537.0;377.0
-739.0;-315.0;-326.0;56.0;-664.0;537.0;297.0
-739.0;-298.0;-324.0;65.0;-664.0;537.0;318.0
-738.0;-347.0;-323.0;53.0;-664.0;537.0;400.0
-739.0;-339.0;-322.0;70.0;-666.0;537.0;?
-738.0;-309.0;-320.0;65.0;-666.0;537.0;350.0
-738.0;-325.0;-316.0;63.0;-667.0;537.0;327.0
-738.0;-323.0;-317.0;73.0;-668.0;538.0;331.0
-739.0;-355.0;-312.0;70.0;-668.0;539.0;371.0
-739.0;-318.0;-306.0;62.0;-668.0;540.0;302.0
-739.0;-309.0;-306.0;63.0;-669.0;541.0;357.0
-740.0;-332.0;-304.0;71.0;-670.0;?;384.0
-740.0;-323.0;?;63.0;-669.0;544.0;370.0
-741.0;?;?;73.0;-669.0;544.0;383.0
-742.0;-359.0;?;74.0;-668.0;?;364.0
-743.0;-305.0;-303.0;72.0;-667.0;546.0;326.0
-744.0;-283.0;-305.0;68.0;-667.0;547.0;287.0
-745.0;-304.0;-307.0;55.0;-666.0;?;305.0
-746.0;-336.0;-306.0;41.0;-665.0;?;359.0
-747.0;-345.0;-309.0;48.0;-665.0;552.0;340.0
?;-318.0;-309.0;52.0;-665.0;554.0;377.0
-748.0;-339.0;-304.0;38.0;-665.0;557.0;360.0
-749.0;-331.0;-301.0;34.0;-665.0;557.0;381.0
-749.0;-325.0;-297.0;59.0;-666.0;558.0;?
?;-355.0;-293.0;61.0;-667.0;559.0;461.0
-751.0;-347.0;-288.0;55.0;-667.0;558.0;399.0
-751.0;-307.0;-285.0;41.0;?;558.0;319.0
-751.0;-307.0;-280.0;?;-667.0;559.0;328.0
-752.0;-326.0;-284.0;44.0;-667.0;560.0;343.0
-752.0;-326.0;-278.0;44.0;-667.0;?;?
?;-283.0;-275.0;26.0;-668.0;564.0;262.0
?;?;-273.0;27.0;-668.0;567.0;302.0
-753.0;-283.0;-270.0;25.0;-668.0;568.0;?
-753.0;-322.0;-265.0;59.0;-668.0;569.0;367.0
-752.0;-268.0;?;61.0;-669.0;570.0;275.0
-752.0;-289.0;-259.0;38.0;-670.0;571.0;?
-753.0;-373.0;-248.0;30.0;-671.0;570.0;424.0
-753.0;-310.0;-247.0;64.0;-672.0;570.0;314.0
-753.0;-308.0;-245.0;46.0;-673.0;570.0;442.0
-754.0;-336.0;?;4.0;?;569.0;337.0
-754.0;-341.0;-245.0;65.0;-672.0;569.0;382.0
-754.0;-301.0;-243.0;67.0;-673.0;569.0;329.0
-754.0;-317.0;-239.0;53.0;-674.0;570.0;343.0
-754.0;-319.0;-241.0;12.0;-674.0;570.0;341.0
-754.0;-337.0;?;35.0;-674.0;571.0;380.0
-754.0;-317.0;?;70.0;-675.0;?;303.0
?;-308.0;-233.0;?;-676.0;572.0;353.0
-753.0;-350.0;-232.0;61.0;-677.0;572.0;?
-753.0;-330.0;-226.0;62.0;-678.0;572.0;325.0
-753.0;-332.0;-226.0;58.0;-679.0;572.0;330.0
-753.0;-314.0;?;54.0;-680.0;?;?
-752.0;-293.0;-224.0;55.0;-681.0;572.0;330.0
?;-305.0;-224.0;?;-681.0;572.0;359.0
?;-334.0;-221.0;73.0;-682.0;572.0;380.0
-753.0;?;-218.0;64.0;-683.0;?;399.0
-753.0;-320.0;-219.0;59.0;-683.0;573.0;?
-753.0;-320.0;?;53.0;-683.0;573.0;402.0
-753.0;-325.0;-220.0;62.0;-682.0;572.0;377.0
-753.0;-345.0;-222.0;70.0;-682.0;571.0;382.0
-753.0;-338.0;-224.0;57.0;-682.0;570.0;383.0
-752.0;-341.0;-224.0;49.0;-682.0;570.0;323.0
-752.0;-333.0;-224.0;?;-681.0;569.0;351.0
-752.0;-321.0;-225.0;50.0;-681.0;568.0;359.0
-752.0;-331.0;-226.0;51.0;-681.0;568.0;364.0
-751.0;-321.0;-227.0;46.0;?;568.0;338.0
?;-318.0;-225.0;48.0;-681.0;568.0;336.0
-750.0;-306.0;-226.0;48.0;-681.0;568.0;334.0
-750.0;-332.0;-228.0;48.0;?;568.0;329.0
-749.0;-317.0;-228.0;44.0;-681.0;568.0;?
-749.0;?;-232.0;42.0;-680.0;567.0;338.0
-749.0;-291.0;-235.0;?;-679.0;567.0;?
?;-302.0;-240.0;?;-679.0;566.0;354.0
-749.0;-308.0;-240.0;41.0;-678.0;567.0;357.0
-749.0;-298.0;-243.0;47.0;-678.0;567.0;351.0
-749.0;?;?;50.0;-677.0;567.0;?
-749.0;-329.0;?;48.0;-677.0;567.0;370.0
-750.0;-332.0;-244.0;45.0;-678.0;567.0;366.0
-750.0;-321.0;-242.0;51.0;-678.0;567.0;?
-751.0;-330.0;-243.0;46.0;-678.0;567.0;379.0
-751.0;-331.0;-242.0;44.0;-678.0;567.0;341.0
-751.0;-331.0;?;42.0;-678.0;566.0;376.0
-751.0;-330.0;?;47.0;-679.0;566.0;378.0
-752.0;-319.0;-241.0;?;-679.0;?;367.0
-752.0;?;-239.0;50.0;?;567.0;380.0
-752.0;-342.0;-237.0;43.0;-679.0;567.0;?
-752.0;-319.0;-238.0;40.0;-679.0;568.0;351.0
-752.0;-316.0;-237.0;48.0;?;568.0;369.0
?;-315.0;-235.0;52.0;-679.0;568.0;?
-752.0;-320.0;-238.0;?;-680.0;568.0;354.0
-751.0;-338.0;?;50.0;-681.0;568.0;358.0
-751.0;-342.0;-231.0;55.0;-682.0;568.0;366.0
-751.0;-325.0;-229.0;?;?;569.0;381.0
-751.0;-321.0;?;42.0;-683.0;569.0;380.0
-751.0;-320.0;-221.0;54.0;-683.0;569.0;394.0
-751.0;-349.0;-223.0;45.0;?;569.0;381.0
-752.0;-340.0;-221.0;47.0;?;569.0;?
-752.0;-332.0;-223.0;48.0;-683.0;569.0;375.0
?;-340.0;-225.0;42.0;-682.0;569.0;394.0
-752.0;-340.0;-228.0;41.0;-682.0;570.0;359.0
-752.0;-323.0;-228.0;39.0;-681.0;570.0;338.0
?;-316.0;-231.0;42.0;-680.0;570.0;370.0
?;-327.0;-231.0;34.0;-679.0;571.0;359.0
?;-303.0;-235.0;?;?;571.0;339.0
-752.0;?;?;42.0;-677.0;571.0;340.0
-752.0;-307.0;?;40.0;-677.0;571.0;336.0
-752.0;?;-244.0;38.0;-676.0;570.0;297.0
-752.0;-300.0;-247.0;37.0;-676.0;570.0;?
-752.0;-309.0;-250.0;42.0;-676.0;570.0;330.0
-752.0;-312.0;-246.0;49.0;-676.0;570.0;320.0
-752.0;-302.0;-249.0;42.0;-677.0;570.0;310.0
-752.0;-311.0;-246.0;46.0;-677.0;571.0;309.0
-752.0;-292.0;-242.0;55.0;-678.0;571.0;326.0
-752.0;-282.0;-240.0;63.0;-679.0;571.0;322.0
-753.0;-310.0;-237.0;?;-680.0;572.0;372.0
-754.0;-337.0;-231.0;47.0;?;572.0;380.0
-755.0;-323.0;-229.0;56.0;-681.0;572.0;378.0
-756.0;-341.0;?;57.0;-681.0;572.0;399.0
-756.0;?;-224.0;61.0;-682.0;572.0;397.0
-757.0;-340.0;-226.0;?;?;572.0;371.0
-758.0;-328.0;-224.0;58.0;-683.0;572.0;404.0
-759.0;-360.0;-222.0;55.0;?;?;389.0
-759.0;-333.0;-220.0;52.0;-683.0;572.0;370.0
-760.0;-324.0;-220.0;55.0;-683.0;572.0;?
-760.0;-340.0;-219.0;46.0;?;572.0;351.0
-760.0;-325.0;-223.0;55.0;?;572.0;356.0
-759.0;-302.0;-223.0;55.0;-682.0;572.0;314.0
?;-321.0;-221.0;52.0;-682.0;573.0;297.0
-758.0;-302.0;-224.0;?;-682.0;573.0;310.0
-758.0;-302.0;-224.0;?;-682.0;574.0;297.0
-757.0;-303.0;-219.0;63.0;-682.0;574.0;303.0
-757.0;-312.0;-219.0;62.0;-682.0;574.0;356.0
?;-307.0;-215.0;55.0;-682.0;575.0;342.0
-756.0;-285.0;-212.0;68.0;-682.0;574.0;350.0
-755.0;?;-214.0;71.0;-682.0;573.0;377.0
-755.0;-312.0;-221.0;49.0;-682.0;572.0;?
-755.0;-312.0;-220.0;52.0;-682.0;571.0;352.0
-755.0;-339.0;-225.0;56.0;-681.0;571.0;345.0
-755.0;-312.0;-226.0;?;-681.0;570.0;328.0
-755.0;-324.0;-225.0;59.0;-681.0;570.0;335.0
-755.0;-334.0;-226.0;55.0;-681.0;569.0;341.0
-755.0;-313.0;-226.0;53.0;-680.0;570.0;336.0
-755.0;-311.0;?;56.0;-681.0;570.0;331.0
-755.0;-311.0;-227.0;54.0;?;570.0;?
-754.0;-311.0;?;52.0;-681.0;?;344.0
-755.0;?;-225.0;50.0;-680.0;570.0;353.0
-754.0;-313.0;?;53.0;-681.0;570.0;369.0
-755.0;-306.0;-227.0;54.0;-681.0;571.0;362.0
-755.0;-309.0;-223.0;52.0;-680.0;571.0;340.0
-754.0;?;-225.0;46.0;-680.0;572.0;360.0
-755.0;?;-224.0;53.0;-680.0;572.0;351.0
-755.0;?;-223.0;51.0;-679.0;572.0;?
-755.0;-303.0;-225.0;48.0;-679.0;573.0;333.0
-755.0;-295.0;-229.0;51.0;-678.0;573.0;337.0
-755.0;-312.0;-226.0;51.0;-678.0;573.0;336.0
-756.0;-346.0;-234.0;46.0;-678.0;573.0;348.0
-756.0;-321.0;-233.0;58.0;-678.0;573.0;338.0
-756.0;-300.0;-230.0;?;-678.0;573.0;339.0
-756.0;-320.0;-231.0;54.0;-678.0;?;324.0
-756.0;?;-234.0;52.0;-678.0;572.0;352.0
?;-329.0;-233.0;52.0;-678.0;572.0;367.0
?;-303.0;-231.0;54.0;-678.0;?;358.0
-756.0;-323.0;?;47.0;-678.0;572.0;352.0
?;-320.0;-232.0;49.0;-678.0;571.0;358.0
-756.0;?;-235.0;?;-678.0;571.0;351.0
-756.0;-308.0;-232.0;53.0;-678.0;571.0;340.0
?;-312.0;-230.0;54.0;-678.0;571.0;349.0
-755.0;-309.0;-232.0;46.0;-678.0;571.0;330.0
-755.0;-316.0;-231.0;53.0;-678.0;571.0;345.0
-754.0;-323.0;-231.0;50.0;-678.0;571.0;360.0
?;-312.0;-233.0;46.0;-678.0;571.0;343.0
-754.0;-312.0;-233.0;43.0;-678.0;571.0;343.0
-754.0;-296.0;-232.0;47.0;-678.0;571.0;325.0
-754.0;-291.0;-235.0;51.0;-678.0;571.0;310.0
-754.0;-302.0;-233.0;55.0;-678.0;?;296.0
-754.0;-302.0;-232.0;55.0;?;572.0;274.0
-754.0;-302.0;?;63.0;-679.0;572.0;305.0
-754.0;-312.0;-228.0;67.0;-680.0;573.0;312.0
-755.0;?;-225.0;67.0;-680.0;573.0;318.0
-755.0;-330.0;-222.0;?;-681.0;574.0;339.0
-755.0;-330.0;?;76.0;?;?;359.0
-756.0;-315.0;-216.0;75.0;-684.0;574.0;389.0
-756.0;-330.0;-216.0;58.0;-684.0;574.0;380.0
-756.0;?;-213.0;54.0;?;574.0;402.0
-757.0;-347.0;-212.0;62.0;-684.0;573.0;425.0
-757.0;-377.0;-210.0;?;-684.0;573.0;430.0
-757.0;-354.0;-213.0;?;-684.0;572.0;?
-757.0;-333.0;?;57.0;-684.0;571.0;345.0
-756.0;-353.0;-213.0;52.0;-684.0;571.0;325.0
-755.0;-307.0;-212.0;39.0;-684.0;572.0;256.0
-754.0;-301.0;-211.0;41.0;-684.0;573.0;288.0
-752.0;-302.0;-210.0;57.0;-685.0;573.0;276.0
-751.0;-302.0;?;80.0;-685.0;574.0;256.0
-750.0;-289.0;-203.0;73.0;?;575.0;246.0
-749.0;-286.0;-206.0;75.0;-686.0;?;301.0
-749.0;-302.0;-207.0;85.0;?;575.0;?
-749.0;-307.0;-211.0;?;-687.0;574.0;251.0
-750.0;-345.0;-211.0;89.0;-686.0;572.0;?
-752.0;-366.0;-215.0;88.0;-686.0;571.0;225.0
-753.0;-373.0;-220.0;67.0;-685.0;569.0;300.0
-756.0;-385.0;?;78.0;-685.0;568.0;347.0
-757.0;-338.0;-234.0;80.0;-683.0;567.0;330.0
-759.0;-287.0;-238.0;74.0;?;566.0;282.0
-760.0;-329.0;-251.0;103.0;-679.0;565.0;?
-761.0;-344.0;-259.0;89.0;-677.0;564.0;181.0
?;-305.0;-265.0;74.0;-676.0;563.0;119.0
-761.0;-320.0;-275.0;76.0;-674.0;561.0;172.0
-760.0;-331.0;-282.0;88.0;-673.0;560.0;200.0
-759.0;-309.0;-283.0;101.0;-672.0;?;230.0
-758.0;-289.0;-284.0;84.0;-672.0;556.0;201.0
-757.0;-269.0;-286.0;60.0;-671.0;?;218.0
-756.0;-278.0;-289.0;69.0;-670.0;553.0;165.0
-755.0;?;-290.0;82.0;-670.0;553.0;263.0
-753.0;-285.0;-287.0;79.0;?;552.0;192.0
-751.0;?;-287.0;89.0;-670.0;552.0;185.0
-750.0;-262.0;-288.0;92.0;-670.0;551.0;153.0
-748.0;-272.0;-287.0;82.0;-669.0;?;?
-748.0;-300.0;-288.0;?;-669.0;550.0;?
-747.0;-286.0;-288.0;78.0;-669.0;?;289.0
-747.0;-297.0;-293.0;70.0;-668.0;551.0;324.0
-747.0;-288.0;-292.0;74.0;-667.0;550.0;?
-746.0;-271.0;-297.0;75.0;-666.0;549.0;305.0
-746.0;-292.0;-301.0;?;-665.0;549.0;326.0
-746.0;-303.0;-307.0;72.0;-663.0;548.0;338.0
-746.0;-311.0;-315.0;59.0;-662.0;547.0;385.0
-746.0;-327.0;-320.0;?;-661.0;545.0;350.0
-746.0;-333.0;-326.0;58.0;?;544.0;337.0
-746.0;-316.0;-330.0;56.0;-660.0;543.0;350.0
-746.0;-341.0;-330.0;61.0;-660.0;543.0;340.0
?;-310.0;-330.0;65.0;-660.0;543.0;341.0
-746.0;-293.0;-328.0;68.0;-660.0;543.0;336.0
?;-279.0;-325.0;?;-661.0;543.0;309.0
-746.0;-278.0;-322.0;51.0;-661.0;543.0;294.0
