InertialMeasurementUnit LUA Quaternion2;InertialMeasurementUnit BACK Quaternion2;InertialMeasurementUnit BACK Quaternion4;InertialMeasurementUnit LLA magneticY;InertialMeasurementUnit RLA Quaternion1;InertialMeasurementUnit LLA Quaternion2;InertialMeasurementUnit RUA Quaternion1
?;316.0;-286.0;510.0;-26.0;85.0;-269.0
34.0;315.0;-285.0;509.0;-20.0;86.0;-269.0
33.0;315.0;-284.0;510.0;-13.0;88.0;-268.0
30.0;?;-283.0;514.0;-8.0;91.0;?
29.0;314.0;-283.0;515.0;-5.0;91.0;-262.0
31.0;314.0;-283.0;514.0;-2.0;89.0;?
33.0;315.0;-284.0;515.0;2.0;86.0;-259.0
?;315.0;-285.0;?;5.0;84.0;-258.0
37.0;316.0;-287.0;?;?;82.0;-255.0
40.0;317.0;-289.0;514.0;8.0;79.0;-251.0
42.0;319.0;-291.0;511.0;8.0;77.0;-246.0
44.0;320.0;-294.0;513.0;10.0;75.0;-243.0
45.0;323.0;-298.0;515.0;16.0;74.0;-240.0
?;327.0;-304.0;512.0;22.0;?;-236.0
52.0;332.0;-311.0;510.0;28.0;63.0;-233.0
57.0;337.0;?;?;32.0;?;-232.0
61.0;343.0;-323.0;504.0;35.0;52.0;-233.0
64.0;348.0;-329.0;496.0;36.0;47.0;-234.0
68.0;354.0;-335.0;488.0;38.0;?;-235.0
72.0;358.0;-338.0;478.0;41.0;40.0;-236.0
75.0;361.0;-341.0;469.0;45.0;38.0;-235.0
77.0;364.0;-343.0;458.0;?;38.0;-233.0
?;365.0;-345.0;450.0;58.0;39.0;-230.0
78.0;367.0;-346.0;440.0;66.0;42.0;-227.0
78.0;367.0;-347.0;435.0;75.0;45.0;-224.0
77.0;?;-348.0;432.0;83.0;47.0;-223.0
77.0;367.0;-348.0;434.0;90.0;?;-221.0
79.0;368.0;-348.0;431.0;98.0;?;-219.0
80.0;369.0;-348.0;431.0;104.0;48.0;-216.0
80.0;370.0;-349.0;436.0;110.0;49.0;-214.0
80.0;373.0;-349.0;442.0;?;52.0;-211.0
81.0;374.0;-349.0;446.0;117.0;51.0;-209.0
82.0;?;-348.0;447.0;118.0;48.0;-208.0
84.0;378.0;-347.0;448.0;117.0;46.0;-208.0
86.0;379.0;-344.0;450.0;113.0;43.0;-210.0
87.0;379.0;-343.0;451.0;108.0;?;-213.0
?;380.0;-342.0;?;101.0;41.0;-213.0
90.0;380.0;-341.0;458.0;97.0;40.0;-214.0
?;379.0;-340.0;459.0;94.0;38.0;-216.0
91.0;380.0;-339.0;460.0;91.0;38.0;-219.0
91.0;380.0;?;464.0;86.0;?;?
91.0;380.0;?;?;82.0;38.0;-222.0
91.0;380.0;-336.0;468.0;79.0;38.0;-223.0
93.0;380.0;-334.0;468.0;77.0;39.0;-225.0
91.0;379.0;?;468.0;75.0;42.0;-227.0
89.0;378.0;-331.0;468.0;72.0;?;-228.0
86.0;377.0;-329.0;470.0;72.0;53.0;-229.0
83.0;375.0;-328.0;475.0;74.0;57.0;-230.0
81.0;374.0;-326.0;476.0;74.0;58.0;-230.0
?;374.0;-325.0;477.0;75.0;59.0;-230.0
79.0;373.0;-324.0;482.0;76.0;60.0;-229.0
78.0;374.0;-323.0;484.0;77.0;60.0;-229.0
76.0;374.0;-323.0;489.0;78.0;61.0;?
76.0;375.0;-323.0;492.0;80.0;62.0;-227.0
77.0;375.0;-323.0;493.0;83.0;62.0;?
77.0;375.0;-322.0;493.0;85.0;62.0;-224.0
75.0;375.0;-320.0;493.0;?;64.0;-224.0
73.0;374.0;?;497.0;84.0;67.0;-225.0
72.0;374.0;-317.0;502.0;85.0;69.0;-225.0
71.0;373.0;-317.0;505.0;86.0;71.0;-225.0
71.0;?;-316.0;506.0;85.0;73.0;-225.0
69.0;371.0;-315.0;506.0;84.0;74.0;?
69.0;370.0;-313.0;505.0;82.0;?;?
66.0;368.0;-312.0;505.0;80.0;78.0;-228.0
65.0;367.0;-312.0;508.0;80.0;79.0;-229.0
65.0;365.0;-311.0;508.0;78.0;80.0;?
65.0;364.0;-311.0;507.0;76.0;80.0;-231.0
66.0;364.0;-311.0;506.0;75.0;79.0;-231.0
66.0;363.0;-311.0;506.0;74.0;?;-232.0
66.0;362.0;-310.0;506.0;73.0;80.0;?
66.0;362.0;-309.0;508.0;71.0;80.0;-234.0
66.0;361.0;-308.0;505.0;?;81.0;-235.0
64.0;359.0;-307.0;505.0;67.0;82.0;-236.0
62.0;?;-306.0;508.0;66.0;85.0;-237.0
59.0;355.0;-305.0;510.0;65.0;88.0;-237.0
55.0;353.0;-305.0;513.0;64.0;91.0;-238.0
?;352.0;-305.0;515.0;65.0;94.0;?
50.0;350.0;-305.0;?;66.0;95.0;-238.0
49.0;350.0;-304.0;?;66.0;95.0;-238.0
49.0;349.0;-304.0;520.0;65.0;95.0;-238.0
?;349.0;-303.0;522.0;?;96.0;-239.0
?;347.0;-302.0;523.0;63.0;98.0;-240.0
46.0;346.0;-301.0;523.0;62.0;99.0;-240.0
45.0;345.0;-301.0;522.0;63.0;100.0;?
44.0;?;-301.0;519.0;63.0;101.0;-241.0
44.0;344.0;?;518.0;63.0;101.0;-241.0
44.0;344.0;-302.0;517.0;63.0;101.0;-240.0
?;345.0;-303.0;518.0;64.0;?;-239.0
46.0;345.0;-303.0;517.0;66.0;100.0;-238.0
45.0;?;-303.0;?;67.0;100.0;?
44.0;343.0;-304.0;516.0;68.0;101.0;-236.0
44.0;344.0;?;516.0;70.0;?;-235.0
43.0;?;-303.0;515.0;73.0;101.0;-233.0
44.0;?;-303.0;514.0;73.0;101.0;-233.0
45.0;?;-302.0;512.0;74.0;100.0;?
46.0;346.0;-300.0;510.0;74.0;99.0;-231.0
47.0;347.0;-298.0;?;73.0;?;-231.0
48.0;?;-296.0;511.0;?;98.0;-231.0
49.0;345.0;-294.0;509.0;72.0;97.0;-230.0
49.0;344.0;?;508.0;71.0;?;-230.0
49.0;344.0;-289.0;514.0;69.0;97.0;-231.0
49.0;344.0;-287.0;516.0;67.0;97.0;-231.0
49.0;343.0;-286.0;518.0;66.0;96.0;-231.0
49.0;344.0;-284.0;521.0;66.0;95.0;-230.0
51.0;344.0;-284.0;522.0;65.0;93.0;-230.0
52.0;346.0;-284.0;522.0;64.0;90.0;-229.0
54.0;347.0;-283.0;527.0;63.0;87.0;-229.0
56.0;348.0;-283.0;526.0;61.0;85.0;-229.0
?;349.0;-283.0;529.0;61.0;86.0;-229.0
53.0;349.0;-282.0;531.0;62.0;89.0;-229.0
50.0;?;-282.0;?;61.0;92.0;-230.0
49.0;349.0;-281.0;534.0;61.0;94.0;-231.0
47.0;349.0;-282.0;536.0;60.0;96.0;-231.0
46.0;350.0;-282.0;537.0;60.0;96.0;-231.0
46.0;352.0;-284.0;532.0;60.0;96.0;?
?;353.0;-285.0;532.0;61.0;96.0;-231.0
47.0;354.0;?;530.0;62.0;95.0;-230.0
48.0;355.0;-288.0;527.0;63.0;95.0;-230.0
49.0;357.0;-289.0;523.0;?;94.0;?
50.0;358.0;?;516.0;65.0;93.0;-229.0
?;358.0;-292.0;512.0;66.0;92.0;-228.0
52.0;359.0;-293.0;?;68.0;92.0;-227.0
?;360.0;-293.0;506.0;70.0;92.0;-226.0
53.0;360.0;-294.0;505.0;72.0;91.0;-225.0
53.0;360.0;-294.0;?;73.0;92.0;-225.0
52.0;359.0;-293.0;503.0;73.0;93.0;-225.0
51.0;358.0;-293.0;501.0;73.0;93.0;?
50.0;?;-292.0;503.0;73.0;94.0;-226.0
48.0;356.0;-292.0;505.0;72.0;95.0;-228.0
47.0;355.0;-292.0;509.0;71.0;96.0;?
46.0;354.0;-292.0;509.0;69.0;96.0;-229.0
45.0;353.0;?;511.0;?;97.0;-231.0
43.0;352.0;-292.0;515.0;65.0;98.0;-232.0
43.0;352.0;-293.0;517.0;63.0;98.0;-232.0
42.0;352.0;-294.0;518.0;61.0;98.0;-233.0
?;351.0;-294.0;520.0;58.0;99.0;?
41.0;351.0;-293.0;521.0;56.0;101.0;-236.0
40.0;351.0;-293.0;519.0;55.0;102.0;-237.0
38.0;350.0;-292.0;520.0;54.0;103.0;?
37.0;350.0;-292.0;521.0;54.0;104.0;-238.0
37.0;349.0;-291.0;519.0;53.0;104.0;-238.0
38.0;349.0;-291.0;517.0;53.0;103.0;-238.0
38.0;349.0;-290.0;?;53.0;103.0;-238.0
38.0;350.0;-290.0;519.0;53.0;103.0;-238.0
37.0;349.0;-289.0;517.0;?;103.0;?
?;349.0;-289.0;?;?;103.0;?
38.0;349.0;-289.0;521.0;55.0;103.0;-237.0
38.0;349.0;-289.0;521.0;56.0;102.0;-237.0
38.0;?;-289.0;?;56.0;102.0;-236.0
39.0;349.0;-289.0;524.0;57.0;101.0;-236.0
41.0;349.0;-290.0;523.0;58.0;99.0;-235.0
42.0;350.0;-291.0;522.0;58.0;98.0;-234.0
41.0;350.0;-291.0;522.0;59.0;99.0;-233.0
40.0;349.0;-292.0;523.0;60.0;100.0;-234.0
39.0;?;-293.0;525.0;60.0;100.0;-233.0
39.0;349.0;-294.0;523.0;61.0;100.0;-232.0
40.0;349.0;-295.0;520.0;61.0;?;-232.0
41.0;349.0;-296.0;519.0;61.0;98.0;-232.0
40.0;349.0;-296.0;519.0;60.0;98.0;-233.0
40.0;348.0;-297.0;519.0;60.0;98.0;-233.0
40.0;348.0;-298.0;520.0;61.0;98.0;-233.0
41.0;348.0;-299.0;519.0;61.0;?;-232.0
41.0;?;-301.0;517.0;62.0;97.0;-232.0
42.0;349.0;-303.0;516.0;63.0;96.0;-231.0
43.0;350.0;-303.0;514.0;64.0;?;-230.0
43.0;350.0;-304.0;512.0;64.0;95.0;?
42.0;350.0;-304.0;512.0;63.0;96.0;-230.0
41.0;350.0;-304.0;512.0;63.0;96.0;-231.0
41.0;?;-303.0;511.0;?;97.0;-232.0
?;350.0;-303.0;511.0;62.0;97.0;?
40.0;350.0;-302.0;513.0;61.0;97.0;-233.0
39.0;350.0;-301.0;513.0;59.0;97.0;-234.0
39.0;351.0;?;515.0;58.0;97.0;-234.0
40.0;352.0;-301.0;514.0;60.0;96.0;-234.0
41.0;353.0;-301.0;514.0;61.0;95.0;-234.0
41.0;353.0;-300.0;516.0;60.0;95.0;-234.0
41.0;352.0;-299.0;515.0;60.0;96.0;-235.0
40.0;351.0;-298.0;515.0;60.0;98.0;-235.0
38.0;350.0;?;520.0;?;100.0;?
37.0;349.0;-296.0;522.0;59.0;101.0;-237.0
?;349.0;-295.0;521.0;57.0;101.0;-238.0
35.0;348.0;?;526.0;56.0;100.0;-238.0
35.0;347.0;-294.0;?;55.0;?;-238.0
?;346.0;-293.0;525.0;54.0;98.0;-239.0
37.0;344.0;-292.0;529.0;52.0;98.0;-240.0
35.0;341.0;-289.0;528.0;48.0;101.0;?
31.0;338.0;-286.0;532.0;44.0;105.0;-246.0
27.0;334.0;-283.0;536.0;?;111.0;?
?;331.0;-280.0;541.0;37.0;115.0;-252.0
19.0;329.0;-278.0;545.0;33.0;119.0;-254.0
18.0;327.0;-276.0;550.0;?;120.0;-256.0
?;326.0;-273.0;551.0;25.0;120.0;?
17.0;325.0;-271.0;556.0;20.0;119.0;-261.0
17.0;?;-269.0;559.0;16.0;120.0;-263.0
16.0;324.0;-267.0;563.0;12.0;121.0;-266.0
15.0;323.0;-265.0;568.0;8.0;?;-269.0
15.0;?;-263.0;573.0;5.0;123.0;-271.0
14.0;321.0;-261.0;575.0;2.0;125.0;-273.0
12.0;319.0;-259.0;578.0;0.0;128.0;-274.0
9.0;317.0;-257.0;583.0;-1.0;131.0;-275.0
7.0;316.0;-255.0;587.0;-1.0;135.0;-276.0
5.0;314.0;?;588.0;-1.0;137.0;-277.0
3.0;312.0;-252.0;590.0;-2.0;140.0;-278.0
1.0;?;-250.0;592.0;-2.0;142.0;-280.0
-2.0;308.0;-249.0;595.0;-4.0;145.0;-282.0
-4.0;307.0;-247.0;594.0;?;148.0;-283.0
-6.0;305.0;-246.0;596.0;-8.0;150.0;-285.0
-9.0;303.0;-244.0;597.0;-12.0;152.0;-288.0
-11.0;301.0;-242.0;601.0;-17.0;155.0;-291.0
-14.0;299.0;-240.0;602.0;-21.0;158.0;-294.0
-15.0;297.0;-238.0;604.0;-28.0;159.0;-297.0
-17.0;296.0;-236.0;607.0;-33.0;161.0;-300.0
-18.0;294.0;?;?;-37.0;162.0;-303.0
-19.0;293.0;-232.0;615.0;-40.0;163.0;-305.0
-21.0;292.0;-231.0;619.0;-42.0;?;-306.0
-21.0;291.0;-231.0;622.0;-43.0;164.0;-307.0
-21.0;291.0;-230.0;624.0;-43.0;163.0;-307.0
-21.0;292.0;-230.0;626.0;-42.0;?;-306.0
-20.0;292.0;-230.0;626.0;-40.0;163.0;-305.0
?;292.0;-229.0;625.0;?;161.0;-304.0
-19.0;292.0;-229.0;626.0;?;162.0;-302.0
?;291.0;-230.0;627.0;-31.0;?;-301.0
?;291.0;-230.0;628.0;-29.0;163.0;-299.0
-19.0;292.0;?;?;-25.0;163.0;?
-19.0;293.0;-232.0;624.0;-22.0;163.0;-296.0
-19.0;294.0;-233.0;624.0;-21.0;163.0;-295.0
-19.0;?;-234.0;622.0;-19.0;163.0;-294.0
-18.0;295.0;-235.0;620.0;?;162.0;-292.0
-17.0;296.0;-236.0;617.0;-18.0;162.0;-292.0
-17.0;297.0;-236.0;617.0;-18.0;164.0;-292.0
-17.0;298.0;-235.0;614.0;-18.0;164.0;?
-17.0;299.0;-236.0;613.0;-19.0;164.0;?
-16.0;300.0;?;612.0;-19.0;163.0;-293.0
-13.0;303.0;-238.0;609.0;-18.0;161.0;?
-11.0;306.0;?;606.0;?;158.0;-292.0
?;308.0;-240.0;607.0;-18.0;?;-292.0
-8.0;310.0;-242.0;605.0;-19.0;?;-291.0
-4.0;312.0;-243.0;602.0;-18.0;153.0;-289.0
-2.0;315.0;-244.0;597.0;-18.0;152.0;?
-1.0;316.0;-245.0;595.0;-15.0;152.0;-287.0
1.0;318.0;-245.0;589.0;-11.0;152.0;-285.0
2.0;319.0;-244.0;586.0;-8.0;152.0;-284.0
3.0;319.0;-244.0;588.0;-5.0;152.0;-284.0
4.0;320.0;-244.0;584.0;-2.0;152.0;-283.0
?;322.0;-245.0;584.0;1.0;?;-281.0
?;?;-247.0;587.0;4.0;148.0;-281.0
?;325.0;-250.0;587.0;6.0;145.0;-279.0
11.0;328.0;?;589.0;8.0;?;-277.0
14.0;329.0;-254.0;588.0;8.0;138.0;-276.0
16.0;330.0;-256.0;?;8.0;136.0;-276.0
17.0;332.0;-257.0;587.0;9.0;135.0;-274.0
18.0;333.0;-258.0;?;12.0;135.0;?
20.0;334.0;-258.0;582.0;14.0;135.0;-272.0
18.0;334.0;-259.0;578.0;17.0;136.0;-271.0
16.0;?;-258.0;580.0;18.0;138.0;-271.0
18.0;332.0;-257.0;573.0;18.0;137.0;-271.0
16.0;332.0;-258.0;572.0;18.0;138.0;-270.0
16.0;332.0;-259.0;571.0;20.0;139.0;-268.0
?;332.0;?;567.0;22.0;137.0;-268.0
18.0;333.0;-260.0;566.0;23.0;135.0;-267.0
19.0;333.0;?;564.0;23.0;133.0;-265.0
21.0;333.0;-262.0;564.0;24.0;132.0;-263.0
22.0;334.0;-263.0;564.0;26.0;130.0;-262.0
23.0;334.0;-264.0;563.0;28.0;128.0;-261.0
22.0;334.0;-265.0;565.0;30.0;?;-259.0
22.0;334.0;-266.0;567.0;31.0;127.0;-258.0
23.0;334.0;-267.0;566.0;32.0;126.0;-257.0
23.0;334.0;-267.0;563.0;?;126.0;-256.0
23.0;333.0;-268.0;563.0;34.0;126.0;-255.0
22.0;?;-269.0;?;?;126.0;-254.0
22.0;333.0;-269.0;?;35.0;?;?
22.0;334.0;-269.0;559.0;?;126.0;-254.0
23.0;335.0;-269.0;?;34.0;125.0;-254.0
24.0;335.0;-269.0;554.0;33.0;125.0;?
25.0;336.0;?;552.0;?;125.0;?
?;336.0;-268.0;548.0;31.0;124.0;-255.0
26.0;336.0;-267.0;549.0;30.0;123.0;?
28.0;336.0;-268.0;549.0;29.0;121.0;-256.0
30.0;337.0;-267.0;552.0;28.0;118.0;-255.0
32.0;338.0;?;552.0;?;116.0;-254.0
33.0;339.0;-267.0;555.0;29.0;?;-254.0
35.0;340.0;-266.0;556.0;29.0;112.0;?
37.0;341.0;-265.0;556.0;30.0;111.0;-253.0
37.0;341.0;-264.0;558.0;31.0;112.0;-252.0
36.0;341.0;-263.0;561.0;32.0;113.0;-252.0
?;340.0;-262.0;563.0;?;114.0;-252.0
33.0;340.0;-261.0;564.0;31.0;115.0;-253.0
33.0;340.0;-260.0;567.0;31.0;116.0;-252.0
33.0;340.0;?;565.0;31.0;117.0;?
?;341.0;-259.0;568.0;30.0;117.0;-252.0
32.0;341.0;-259.0;567.0;28.0;117.0;-253.0
33.0;342.0;-259.0;564.0;28.0;116.0;-253.0
33.0;342.0;-259.0;565.0;27.0;116.0;-253.0
34.0;342.0;-259.0;565.0;27.0;116.0;-254.0
34.0;342.0;-259.0;564.0;27.0;115.0;-254.0
34.0;343.0;-259.0;563.0;27.0;?;-253.0
35.0;343.0;-259.0;560.0;27.0;115.0;?
?;343.0;-259.0;561.0;28.0;115.0;-253.0
?;343.0;-260.0;561.0;28.0;114.0;-252.0
36.0;343.0;-260.0;558.0;29.0;114.0;-252.0
37.0;343.0;-261.0;556.0;29.0;113.0;-251.0
36.0;343.0;-261.0;557.0;29.0;113.0;-251.0
?;343.0;-262.0;555.0;29.0;114.0;-250.0
36.0;344.0;-263.0;555.0;30.0;113.0;-250.0
36.0;344.0;-265.0;554.0;31.0;112.0;-249.0
37.0;345.0;-266.0;550.0;32.0;111.0;-248.0
38.0;346.0;?;546.0;33.0;110.0;-247.0
?;347.0;-269.0;549.0;35.0;109.0;-246.0
41.0;348.0;-269.0;543.0;36.0;107.0;-246.0
42.0;348.0;?;541.0;37.0;106.0;-246.0
41.0;348.0;-269.0;541.0;38.0;106.0;-245.0
40.0;348.0;-270.0;538.0;38.0;107.0;-245.0
40.0;348.0;-269.0;539.0;38.0;107.0;-246.0
40.0;?;-268.0;538.0;38.0;107.0;-246.0
41.0;348.0;-268.0;539.0;37.0;107.0;-246.0
41.0;349.0;?;539.0;35.0;106.0;-246.0
42.0;?;-266.0;540.0;33.0;106.0;-248.0
42.0;?;-265.0;542.0;32.0;105.0;-248.0
42.0;349.0;-264.0;542.0;29.0;105.0;?
41.0;349.0;-263.0;548.0;28.0;105.0;-251.0
41.0;348.0;?;550.0;26.0;105.0;-252.0
40.0;347.0;-261.0;553.0;26.0;107.0;-252.0
37.0;346.0;-260.0;557.0;25.0;108.0;-253.0
?;344.0;-260.0;560.0;25.0;109.0;-254.0
33.0;343.0;-260.0;562.0;25.0;111.0;-254.0
31.0;342.0;-261.0;566.0;25.0;113.0;-254.0
30.0;341.0;-262.0;567.0;26.0;114.0;-254.0
28.0;341.0;-264.0;?;27.0;115.0;-254.0
?;?;?;564.0;28.0;117.0;-254.0
24.0;341.0;-266.0;561.0;28.0;119.0;-254.0
23.0;?;-267.0;557.0;28.0;120.0;-254.0
21.0;342.0;-269.0;553.0;28.0;121.0;?
?;341.0;-270.0;547.0;28.0;122.0;-255.0
20.0;341.0;-270.0;542.0;29.0;123.0;-255.0
20.0;341.0;-271.0;538.0;29.0;124.0;-256.0
?;341.0;-272.0;533.0;29.0;124.0;-255.0
21.0;341.0;?;531.0;30.0;123.0;-255.0
22.0;342.0;?;529.0;30.0;121.0;-255.0
23.0;342.0;-271.0;?;30.0;120.0;-255.0
25.0;342.0;-271.0;528.0;30.0;118.0;-255.0
26.0;?;-272.0;530.0;30.0;117.0;-255.0
26.0;342.0;-271.0;533.0;30.0;116.0;-254.0
27.0;342.0;-271.0;536.0;31.0;115.0;?
27.0;341.0;-271.0;541.0;32.0;114.0;-254.0
26.0;341.0;?;545.0;33.0;114.0;?
26.0;340.0;?;?;33.0;114.0;-253.0
26.0;340.0;-270.0;552.0;34.0;115.0;-253.0
25.0;340.0;?;554.0;36.0;116.0;-253.0
24.0;340.0;?;556.0;35.0;118.0;-253.0
22.0;339.0;-268.0;556.0;?;119.0;-254.0
22.0;339.0;-267.0;556.0;33.0;120.0;-255.0
21.0;?;-266.0;558.0;32.0;122.0;-255.0
20.0;338.0;-266.0;558.0;31.0;123.0;-256.0
21.0;338.0;-266.0;558.0;30.0;122.0;-256.0
21.0;338.0;?;559.0;30.0;122.0;-256.0
22.0;338.0;-265.0;559.0;29.0;121.0;-256.0
23.0;338.0;-265.0;559.0;28.0;121.0;-256.0
24.0;339.0;-265.0;559.0;29.0;?;-256.0
24.0;339.0;-265.0;561.0;29.0;120.0;-255.0
24.0;339.0;-265.0;559.0;30.0;?;-255.0
23.0;339.0;-265.0;561.0;30.0;121.0;-254.0
23.0;340.0;-265.0;560.0;?;121.0;-254.0
23.0;340.0;-265.0;559.0;31.0;121.0;?
?;?;-265.0;559.0;32.0;121.0;-253.0
24.0;341.0;-265.0;557.0;32.0;121.0;-253.0
25.0;341.0;-264.0;553.0;33.0;121.0;-253.0
25.0;342.0;-264.0;553.0;33.0;121.0;-253.0
25.0;342.0;-263.0;554.0;33.0;121.0;-254.0
25.0;342.0;-264.0;554.0;32.0;121.0;-255.0
25.0;342.0;?;553.0;31.0;121.0;-255.0
24.0;341.0;-263.0;555.0;29.0;121.0;-256.0
?;?;?;555.0;28.0;122.0;-256.0
23.0;341.0;?;556.0;27.0;122.0;-257.0
23.0;341.0;-263.0;557.0;27.0;122.0;-258.0
22.0;340.0;-263.0;557.0;27.0;123.0;-258.0
21.0;340.0;-262.0;557.0;26.0;?;-259.0
20.0;339.0;-261.0;558.0;26.0;125.0;?
20.0;339.0;?;558.0;?;125.0;-260.0
20.0;338.0;-261.0;556.0;25.0;125.0;-261.0
?;338.0;-261.0;557.0;25.0;126.0;-261.0
19.0;337.0;-261.0;555.0;?;126.0;-261.0
19.0;337.0;-262.0;?;24.0;?;-260.0
20.0;337.0;-261.0;556.0;?;125.0;-260.0
20.0;337.0;-261.0;555.0;24.0;125.0;-259.0
20.0;337.0;-261.0;555.0;24.0;125.0;?
20.0;337.0;?;557.0;24.0;125.0;-259.0
21.0;337.0;-261.0;560.0;24.0;125.0;-259.0
20.0;336.0;-261.0;561.0;24.0;126.0;-259.0
18.0;335.0;-261.0;565.0;25.0;?;-260.0
16.0;333.0;-262.0;568.0;26.0;128.0;-260.0
14.0;332.0;-263.0;569.0;26.0;?;-260.0
12.0;331.0;-264.0;574.0;27.0;130.0;-259.0
11.0;?;-265.0;573.0;27.0;131.0;-260.0
11.0;330.0;-267.0;574.0;27.0;131.0;-259.0
10.0;329.0;-268.0;574.0;?;131.0;-259.0
?;?;-270.0;572.0;27.0;131.0;-260.0
10.0;330.0;-271.0;569.0;?;132.0;-259.0
10.0;331.0;-272.0;569.0;?;132.0;?
10.0;332.0;-273.0;564.0;30.0;132.0;-259.0
?;332.0;-273.0;558.0;30.0;132.0;-259.0
12.0;333.0;-273.0;556.0;29.0;132.0;-259.0
?;333.0;-273.0;553.0;28.0;131.0;-259.0
14.0;332.0;-273.0;552.0;28.0;130.0;-259.0
14.0;332.0;?;549.0;?;128.0;-258.0
15.0;?;-275.0;550.0;32.0;126.0;-256.0
?;334.0;-276.0;551.0;32.0;122.0;-255.0
20.0;?;-277.0;?;33.0;117.0;?
24.0;335.0;?;553.0;37.0;?;-251.0
25.0;336.0;?;557.0;39.0;?;-250.0
26.0;?;-278.0;559.0;41.0;110.0;-249.0
25.0;335.0;-279.0;560.0;43.0;111.0;-249.0
23.0;333.0;-278.0;565.0;43.0;?;-251.0
20.0;331.0;?;566.0;43.0;119.0;-253.0
15.0;328.0;-276.0;566.0;42.0;125.0;-256.0
?;325.0;-274.0;566.0;38.0;132.0;-260.0
4.0;322.0;-272.0;565.0;32.0;138.0;-264.0
-1.0;319.0;-269.0;564.0;25.0;143.0;-268.0
-4.0;316.0;-266.0;566.0;17.0;148.0;-273.0
-7.0;313.0;-264.0;567.0;?;152.0;-279.0
-10.0;?;-263.0;569.0;0.0;157.0;-284.0
-14.0;308.0;-260.0;574.0;-9.0;164.0;-289.0
-17.0;306.0;-258.0;?;-18.0;169.0;-293.0
-20.0;305.0;-255.0;582.0;-24.0;170.0;-296.0
-21.0;304.0;-253.0;584.0;-25.0;?;-299.0
-21.0;303.0;-251.0;588.0;-26.0;171.0;-301.0
-21.0;302.0;-248.0;593.0;-28.0;172.0;-303.0
-23.0;300.0;-246.0;599.0;-28.0;175.0;-304.0
-27.0;297.0;-243.0;607.0;-26.0;180.0;-303.0
-31.0;295.0;-240.0;615.0;-24.0;183.0;-303.0
-35.0;293.0;-238.0;623.0;-22.0;186.0;-303.0
-38.0;291.0;-236.0;629.0;?;188.0;-302.0
-40.0;290.0;-234.0;636.0;-19.0;190.0;-302.0
-41.0;290.0;-233.0;636.0;-18.0;190.0;-302.0
-42.0;290.0;-231.0;639.0;-18.0;189.0;-302.0
-41.0;290.0;-229.0;640.0;-19.0;188.0;-302.0
-41.0;290.0;-227.0;639.0;-20.0;187.0;-303.0
-40.0;290.0;-225.0;640.0;?;?;-304.0
-40.0;290.0;-223.0;641.0;-24.0;?;-305.0
?;290.0;?;642.0;?;190.0;-306.0
-42.0;289.0;?;645.0;-29.0;192.0;-307.0
?;289.0;-218.0;644.0;-32.0;192.0;-308.0
-41.0;289.0;-216.0;642.0;-34.0;191.0;?
-39.0;289.0;-215.0;643.0;-36.0;190.0;?
-38.0;289.0;-214.0;641.0;-36.0;190.0;-308.0
-38.0;288.0;-214.0;643.0;-35.0;191.0;?
-38.0;288.0;-214.0;644.0;-34.0;192.0;-306.0
?;288.0;?;?;?;192.0;-306.0
-40.0;287.0;-216.0;644.0;-32.0;192.0;-306.0
-40.0;288.0;-217.0;643.0;-30.0;192.0;-305.0
-40.0;?;-219.0;642.0;-28.0;191.0;-304.0
-39.0;292.0;?;638.0;?;191.0;-302.0
?;293.0;-221.0;633.0;-26.0;189.0;-302.0
-34.0;293.0;-221.0;631.0;-26.0;187.0;-301.0
-33.0;296.0;-221.0;626.0;-26.0;187.0;-301.0
-34.0;?;-220.0;628.0;-26.0;188.0;-302.0
-33.0;?;-220.0;?;-26.0;188.0;-302.0
-33.0;296.0;-219.0;624.0;-26.0;187.0;-301.0
-32.0;296.0;-219.0;624.0;-26.0;187.0;-301.0
-32.0;295.0;?;624.0;-27.0;186.0;-301.0
-31.0;293.0;-217.0;627.0;-29.0;186.0;-303.0
?;293.0;-217.0;630.0;-32.0;186.0;-303.0
-33.0;?;-217.0;632.0;-34.0;186.0;?
-34.0;290.0;-217.0;635.0;?;187.0;-306.0
-33.0;290.0;-216.0;634.0;-36.0;186.0;-306.0
-34.0;290.0;-216.0;?;?;186.0;-306.0
-32.0;291.0;-216.0;637.0;-38.0;185.0;-307.0
-31.0;292.0;-217.0;633.0;-38.0;?;-306.0
-32.0;293.0;-217.0;632.0;-37.0;184.0;-305.0
-32.0;292.0;-217.0;630.0;-36.0;?;-305.0
-33.0;292.0;-218.0;629.0;-33.0;185.0;-304.0
-34.0;292.0;-218.0;627.0;-30.0;186.0;-303.0
-34.0;291.0;-219.0;629.0;-28.0;186.0;-303.0
-35.0;291.0;-221.0;629.0;-26.0;186.0;-302.0
-35.0;292.0;-221.0;626.0;-23.0;186.0;-301.0
-36.0;291.0;-222.0;625.0;-23.0;187.0;?
-36.0;?;-223.0;624.0;-23.0;187.0;-301.0
?;292.0;-223.0;622.0;-25.0;186.0;-301.0
-34.0;292.0;-223.0;619.0;-27.0;186.0;-302.0
-34.0;292.0;-223.0;618.0;-29.0;186.0;-303.0
-34.0;292.0;-223.0;617.0;-30.0;186.0;-304.0
