InertialMeasurementUnit LUA gyroY;InertialMeasurementUnit R-SHOE Nav_Ax;InertialMeasurementUnit LUA gyroZ;Accelerometer HIP accY;InertialMeasurementUnit L-SHOE AngVelBodyFrameX;InertialMeasurementUnit LLA gyroY;InertialMeasurementUnit L-SHOE AngVelNavFrameZ;InertialMeasurementUnit L-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE Body_Ax;InertialMeasurementUnit LLA gyroZ;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ
-109.0;0;-1612.0;944.0;19;1802.0;13;-19;296;-3338.0;13
-14.0;2;-1638.0;975.0;-7;1952.0;21;7;297;-3150.0;21
85.0;3;-1598.0;916.0;-19;2111.0;3;19;296;-2970.0;3
235.0;3;-1608.0;918.0;8;2265.0;-10;-8;297;-2871.0;-10
447.0;2;-1505.0;920.0;41;2409.0;0;-41;297;-2768.0;0
541.0;1;-1415.0;941.0;-20;2345.0;-3;20;295;-2635.0;-3
605.0;-1;-1278.0;967.0;1;2063.0;11;-1;293;-2469.0;11
494.0;-7;-1156.0;976.0;18;1628.0;?;-18;287;-2047.0;-3
458.0;-7;-985.0;933.0;-20;1308.0;-17;20;285;-1476.0;-17
331.0;-2;-765.0;943.0;5;1061.0;10;-5;291;-978.0;10
183.0;-1;-539.0;923.0;-5;619.0;-6;5;293;-584.0;-6
69.0;-1;-351.0;948.0;5;418.0;-3;-5;292;-182.0;-3
17.0;-5;-234.0;952.0;-25;286.0;28;25;288;70.0;28
32.0;-2;-137.0;968.0;-44;237.0;21;44;291;223.0;21
100.0;5;-70.0;925.0;14;253.0;-18;-14;297;232.0;-18
158.0;2;-24.0;910.0;26;278.0;-20;-26;295;138.0;-20
159.0;-2;-43.0;870.0;44;209.0;18;-44;292;108.0;18
154.0;-8;4.0;956.0;36;150.0;5;-36;285;178.0;5
58.0;-3;10.0;983.0;-13;159.0;4;13;290;217.0;4
6.0;2;23.0;951.0;-6;104.0;-15;6;297;265.0;-15
-27.0;2;50.0;927.0;30;24.0;-37;-30;297;277.0;-37
0.0;7;75.0;935.0;16;2.0;19;-16;301;229.0;19
-13.0;2;99.0;927.0;-8;12.0;28;8;297;180.0;28
-9.0;8;82.0;936.0;11;9.0;5;-11;301;161.0;5
-50.0;7;?;925.0;7;-46.0;19;-7;300;130.0;19
-77.0;-3;?;952.0;-9;-92.0;-2;9;293;86.0;-2
-56.0;0;?;966.0;-7;-122.0;-7;7;295;13.0;-7
-50.0;-2;?;934.0;-7;-120.0;1;7;293;23.0;1
-63.0;1;?;927.0;19;-195.0;-38;-19;297;93.0;-38
-55.0;4;?;924.0;23;-237.0;-17;-23;300;154.0;-17
-137.0;0;?;937.0;-17;-336.0;0;17;296;280.0;0
-348.0;-2;?;919.0;-9;-609.0;-8;9;297;493.0;-8
-678.0;3;?;927.0;-12;-1163.0;23;12;301;1096.0;23
-1006.0;3;?;890.0;-40;-1837.0;21;40;297;1865.0;21
-1252.0;-7;?;929.0;3;-2461.0;26;-3;291;2534.0;26
-1409.0;-3;1597.0;956.0;15;-3043.0;25;-15;294;3145.0;25
-1375.0;4;1794.0;941.0;0;-3357.0;-5;0;297;3921.0;-5
-1211.0;0;1969.0;903.0;5;-3258.0;-5;-5;296;4682.0;-5
-813.0;8;2002.0;913.0;6;-3137.0;22;-6;303;5374.0;22
-449.0;9;1900.0;935.0;25;-2992.0;13;-25;303;5452.0;13
-141.0;-4;1885.0;958.0;11;-2912.0;-20;-11;294;5416.0;-20
176.0;7;1714.0;934.0;9;-2503.0;-2;-9;303;5650.0;-2
475.0;10;1465.0;?;37;-1760.0;6;-37;306;6055.0;6
807.0;-3;1468.0;?;14;-1635.0;-13;-14;294;5973.0;-13
1280.0;5;1721.0;?;-6;-1733.0;1;6;301;5679.0;1
1137.0;10;2069.0;926.0;22;-1601.0;1;-22;307;4961.0;1
770.0;2;1928.0;963.0;23;-746.0;-10;-23;303;3847.0;-10
329.0;2;1749.0;941.0;8;227.0;-6;-8;303;2298.0;-6
-303.0;1;1350.0;945.0;22;793.0;0;-22;301;950.0;0
-639.0;0;908.0;947.0;7;977.0;-13;-7;301;186.0;-13
-490.0;1;525.0;926.0;-6;958.0;12;6;300;-157.0;12
-329.0;-5;126.0;910.0;5;676.0;18;-5;295;-437.0;18
-140.0;-5;-262.0;939.0;-28;438.0;-45;28;?;-619.0;-45
30.0;1;-541.0;949.0;-36;255.0;18;36;?;-716.0;18
73.0;0;-738.0;953.0;-8;150.0;50;8;?;-839.0;50
70.0;-2;-754.0;966.0;-6;112.0;-18;6;?;-921.0;-18
44.0;0;-732.0;957.0;27;84.0;21;-27;?;-983.0;21
56.0;5;-691.0;911.0;51;106.0;29;-51;?;-957.0;29
94.0;7;-579.0;937.0;16;161.0;-11;-16;?;-898.0;-11
94.0;2;-456.0;933.0;-3;191.0;10;3;?;-797.0;10
137.0;0;-377.0;943.0;-14;210.0;34;14;?;-604.0;34
174.0;0;-293.0;948.0;-28;213.0;-1;28;?;-410.0;-1
192.0;-1;-164.0;944.0;4;187.0;-31;-4;303;-180.0;-31
208.0;0;-48.0;956.0;19;193.0;-4;-19;304;69.0;-4
295.0;-1;29.0;930.0;-4;207.0;-1;4;304;307.0;-1
325.0;3;145.0;935.0;-4;217.0;9;4;306;439.0;9
350.0;7;203.0;956.0;-15;222.0;-1;15;312;475.0;-1
371.0;1;284.0;935.0;-28;233.0;-19;28;309;462.0;-19
340.0;-3;346.0;920.0;-8;262.0;0;8;305;453.0;0
282.0;0;362.0;948.0;11;283.0;-11;-11;306;417.0;-11
244.0;-2;342.0;928.0;27;262.0;16;-27;305;298.0;16
160.0;-3;274.0;902.0;11;201.0;25;-11;305;230.0;25
56.0;4;142.0;902.0;-10;149.0;-9;10;311;132.0;-9
-18.0;5;133.0;944.0;-7;76.0;-9;7;312;61.0;-9
-183.0;-3;92.0;954.0;-7;3.0;-1;7;305;28.0;-1
-206.0;-3;64.0;963.0;11;-135.0;19;-11;302;61.0;19
-215.0;-2;-16.0;953.0;15;-269.0;8;-15;304;110.0;8
-162.0;1;-86.0;951.0;17;-333.0;6;-17;309;136.0;6
-143.0;3;-135.0;944.0;11;-369.0;39;-11;309;134.0;39
-138.0;1;-158.0;933.0;18;-328.0;26;-18;307;108.0;26
-118.0;4;-138.0;931.0;18;-293.0;1;-18;310;60.0;1
-129.0;0;-147.0;916.0;-38;-184.0;-6;38;307;33.0;-6
-101.0;-5;-122.0;956.0;-6;-95.0;-18;6;301;21.0;-18
-113.0;0;-60.0;907.0;9;-31.0;11;-9;305;-9.0;11
-75.0;-1;16.0;929.0;-3;55.0;26;3;305;64.0;26
27.0;-4;74.0;922.0;25;76.0;-12;-25;301;97.0;-12
54.0;2;50.0;923.0;-13;83.0;-4;13;308;95.0;-4
86.0;0;41.0;951.0;-8;131.0;26;8;308;14.0;26
166.0;-1;82.0;938.0;11;198.0;26;-11;305;12.0;26
115.0;3;91.0;925.0;2;238.0;-14;-2;308;-1.0;-14
106.0;-2;100.0;922.0;19;220.0;-41;-19;305;-7.0;-41
50.0;-2;67.0;916.0;14;229.0;-8;-14;305;-36.0;-8
67.0;2;72.0;926.0;4;263.0;11;-4;307;-36.0;11
75.0;-1;72.0;945.0;4;185.0;-11;-4;302;17.0;-11
79.0;3;73.0;909.0;2;93.0;-28;-2;306;75.0;-28
56.0;-2;38.0;937.0;7;45.0;-10;-7;303;107.0;-10
5.0;-5;21.0;948.0;17;31.0;-2;-17;301;90.0;-2
-26.0;2;38.0;947.0;26;50.0;-10;-26;306;142.0;-10
-64.0;-7;47.0;919.0;27;31.0;7;-27;298;139.0;7
13.0;-6;32.0;927.0;11;-2.0;1;-11;299;122.0;1
-26.0;-5;-12.0;926.0;0;-33.0;-21;0;300;68.0;-21
-30.0;-5;-42.0;942.0;7;-20.0;4;-7;300;45.0;4
-10.0;0;-50.0;951.0;1;12.0;4;-1;304;25.0;4
-5.0;-3;-55.0;939.0;-7;18.0;-20;7;303;-31.0;-20
16.0;3;-14.0;940.0;2;42.0;-2;-2;309;-46.0;-2
16.0;6;-32.0;914.0;10;58.0;-8;-10;310;35.0;-8
56.0;4;-62.0;929.0;17;52.0;0;-17;308;86.0;0
51.0;6;-43.0;905.0;-11;87.0;6;11;311;107.0;6
17.0;6;9.0;922.0;-11;97.0;-11;11;310;72.0;-11
-20.0;3;23.0;919.0;47;123.0;0;-47;307;55.0;0
-23.0;1;117.0;920.0;45;88.0;14;-45;305;87.0;14
-34.0;2;68.0;900.0;17;41.0;48;-17;304;159.0;48
-16.0;0;36.0;920.0;10;36.0;29;-10;304;176.0;29
-10.0;2;0.0;928.0;-18;32.0;-6;18;309;123.0;-6
-10.0;5;45.0;936.0;-13;21.0;-2;13;312;59.0;-2
26.0;1;-30.0;937.0;24;16.0;-29;-24;311;22.0;-29
33.0;2;-32.0;917.0;12;1.0;-28;-12;310;-88.0;-28
5.0;4;-18.0;920.0;-6;36.0;-3;6;309;-60.0;-3
13.0;2;2.0;921.0;21;4.0;2;-21;309;-40.0;2
28.0;3;-1.0;898.0;18;-2.0;15;-18;310;4.0;15
51.0;2;-16.0;925.0;5;-53.0;19;-5;?;9.0;19
44.0;-1;-73.0;943.0;15;-86.0;10;-15;?;9.0;10
16.0;4;-102.0;955.0;-11;-46.0;3;11;?;-39.0;3
16.0;4;-74.0;941.0;-13;-61.0;-10;13;?;-155.0;-10
30.0;-5;-58.0;955.0;17;-12.0;-5;-17;?;-201.0;-5
-5.0;-3;-48.0;948.0;6;-15.0;-2;-6;?;-221.0;-2
1.0;3;-1.0;943.0;-20;1.0;-10;20;?;-203.0;-10
-26.0;1;76.0;923.0;-20;70.0;-1;20;307;-119.0;-1
-27.0;-1;150.0;959.0;0;62.0;-7;0;305;17.0;-7
-30.0;2;189.0;951.0;0;20.0;-4;0;308;87.0;-4
-33.0;-1;216.0;954.0;-9;-8.0;24;9;305;192.0;24
19.0;4;261.0;966.0;11;-63.0;28;-11;311;311.0;28
-14.0;9;227.0;955.0;13;-78.0;8;-13;316;370.0;8
-44.0;1;212.0;938.0;3;-76.0;-9;-3;307;434.0;-9
-44.0;0;203.0;946.0;16;-62.0;-7;-16;307;337.0;-7
-77.0;-3;157.0;950.0;3;-54.0;15;-3;306;296.0;15
-79.0;-6;96.0;933.0;19;-138.0;18;-19;302;212.0;18
-72.0;3;66.0;916.0;31;-128.0;9;-31;310;111.0;9
-101.0;1;-11.0;966.0;-20;-83.0;10;20;308;98.0;10
-64.0;-3;-19.0;?;-13;-110.0;10;13;304;5.0;10
-22.0;7;-35.0;?;9;-130.0;11;-9;313;-28.0;11
-89.0;7;-11.0;?;-10;-120.0;8;10;310;-104.0;8
-35.0;4;-41.0;?;3;-79.0;13;-3;306;-48.0;13
-53.0;5;-72.0;?;12;-23.0;6;-12;305;-56.0;6
-49.0;-1;-110.0;?;-8;21.0;-10;8;299;-63.0;-10
-69.0;1;-99.0;?;8;-13.0;6;-8;301;-92.0;6
-33.0;2;-90.0;?;30;37.0;14;-30;302;-39.0;14
-41.0;-7;-66.0;?;7;0.0;3;-7;292;3.0;3
-16.0;-7;-115.0;956.0;-11;19.0;-1;11;292;-61.0;-1
-22.0;1;-86.0;924.0;-6;32.0;1;6;300;-9.0;1
-3.0;6;-95.0;933.0;4;33.0;20;-4;305;-69.0;20
4.0;6;-42.0;953.0;22;53.0;10;-22;303;-46.0;10
28.0;0;5.0;935.0;18;88.0;-39;-18;298;12.0;-39
13.0;0;33.0;951.0;-18;127.0;-16;18;297;64.0;-16
46.0;1;36.0;932.0;-2;160.0;13;2;299;124.0;13
35.0;-3;24.0;908.0;54;208.0;-2;-54;296;171.0;-2
9.0;1;16.0;962.0;48;273.0;-10;-48;299;161.0;-10
56.0;2;47.0;916.0;0;248.0;-45;0;300;132.0;-45
44.0;-3;30.0;952.0;-7;197.0;-39;7;295;57.0;-39
46.0;3;-11.0;961.0;19;188.0;-1;-19;301;27.0;-1
42.0;5;3.0;926.0;21;138.0;12;-21;304;-30.0;12
20.0;1;-47.0;881.0;1;119.0;-6;-1;301;-18.0;-6
3.0;4;-66.0;944.0;3;97.0;-30;-3;303;-47.0;-30
0.0;2;-59.0;984.0;15;59.0;7;-15;299;-51.0;7
-14.0;1;-12.0;985.0;2;44.0;31;-2;299;8.0;31
-33.0;0;-17.0;926.0;-13;25.0;3;13;300;26.0;3
-22.0;-1;-18.0;925.0;-3;34.0;-15;3;299;74.0;-15
-51.0;2;-49.0;909.0;2;57.0;-32;-2;300;78.0;-32
-80.0;-1;-80.0;942.0;-17;32.0;-14;17;297;50.0;-14
-43.0;2;-33.0;933.0;-1;12.0;38;1;299;82.0;38
-49.0;4;2.0;958.0;34;-27.0;14;-34;300;112.0;14
-37.0;0;35.0;963.0;-25;-12.0;-17;25;298;108.0;-17
-8.0;0;33.0;971.0;-24;4.0;9;24;299;127.0;9
-2.0;-1;3.0;938.0;24;32.0;9;-24;299;125.0;9
23.0;-1;7.0;912.0;-6;-19.0;8;6;298;72.0;8
18.0;2;17.0;928.0;29;52.0;17;-29;300;68.0;17
38.0;1;7.0;?;9;14.0;-16;-9;301;26.0;-16
65.0;-1;16.0;?;-16;82.0;-33;16;300;24.0;-33
65.0;0;8.0;?;19;78.0;-30;-19;300;-2.0;-30
63.0;-1;61.0;?;-9;77.0;-7;9;298;38.0;-7
67.0;-1;65.0;?;8;117.0;29;-8;297;67.0;29
49.0;2;46.0;?;24;93.0;1;-24;298;48.0;1
65.0;2;41.0;?;-3;138.0;-7;3;299;99.0;-7
84.0;4;74.0;?;18;147.0;17;-18;302;113.0;17
66.0;5;18.0;?;17;160.0;6;-17;304;92.0;6
63.0;-3;-11.0;?;-31;135.0;10;31;299;71.0;10
59.0;0;-4.0;?;-33;114.0;3;33;301;-2.0;3
34.0;6;-5.0;?;-24;116.0;2;24;307;12.0;2
37.0;-1;14.0;?;-40;85.0;57;40;302;-24.0;57
24.0;-4;15.0;?;-38;56.0;40;38;299;18.0;40
12.0;4;27.0;?;-43;32.0;13;43;306;66.0;13
68.0;3;32.0;927.0;-29;32.0;40;29;306;68.0;40
9.0;-2;46.0;933.0;28;41.0;-9;-28;302;102.0;-9
0.0;3;57.0;943.0;36;41.0;-31;-36;306;92.0;-31
15.0;2;68.0;956.0;15;38.0;-8;-15;304;109.0;-8
-10.0;6;48.0;938.0;33;-6.0;-14;-33;310;84.0;-14
-4.0;7;28.0;964.0;17;-28.0;-7;-17;310;82.0;-7
-41.0;-9;26.0;955.0;-8;6.0;10;8;295;62.0;10
-18.0;-5;43.0;940.0;21;2.0;21;-21;303;78.0;21
-41.0;1;-36.0;986.0;9;-10.0;1;-9;309;52.0;1
-8.0;-3;0.0;958.0;-18;-1.0;-13;18;304;46.0;-13
-10.0;2;3.0;948.0;2;16.0;9;-2;312;79.0;9
-2.0;-2;-22.0;959.0;14;1.0;7;-14;311;36.0;7
40.0;-7;27.0;966.0;14;77.0;-10;-14;307;50.0;-10
49.0;1;54.0;964.0;14;83.0;-2;-14;314;42.0;-2
45.0;3;52.0;966.0;20;56.0;-5;-20;318;36.0;-5
36.0;3;0.0;?;27;32.0;-10;-27;319;24.0;-10
30.0;7;13.0;?;2;40.0;5;-2;320;101.0;5
40.0;5;-8.0;?;-17;39.0;9;17;321;43.0;9
45.0;3;3.0;?;22;28.0;0;-22;322;48.0;0
30.0;-2;-20.0;?;28;30.0;-9;-28;318;19.0;-9
32.0;-1;-34.0;?;-25;21.0;-7;25;316;7.0;-7
46.0;3;-56.0;?;-7;26.0;10;7;319;-17.0;10
58.0;-1;-58.0;?;28;23.0;19;-28;317;-55.0;19
47.0;-3;-79.0;?;0;34.0;-16;0;314;-60.0;-16
65.0;1;-94.0;970.0;1;9.0;-33;-1;318;-127.0;-33
63.0;3;?;982.0;23;16.0;13;-23;321;-152.0;13
50.0;2;?;960.0;30;14.0;15;-30;316;-86.0;15
53.0;5;?;946.0;39;87.0;15;-39;319;-21.0;15
0.0;-1;?;960.0;12;92.0;15;-12;318;27.0;15
13.0;-3;?;945.0;-19;97.0;-11;19;311;73.0;-11
-18.0;5;?;940.0;0;57.0;-1;0;316;121.0;-1
-25.0;0;?;946.0;7;54.0;-9;-7;312;78.0;-9
-35.0;-4;?;953.0;-5;43.0;2;5;309;79.0;2
-26.0;-6;?;949.0;-4;-19.0;1;4;305;94.0;1
-43.0;-6;63.0;947.0;22;-46.0;-37;-22;303;110.0;-37
-71.0;0;73.0;937.0;23;-29.0;-6;-23;308;117.0;-6
-72.0;-2;104.0;946.0;-16;-23.0;39;16;306;123.0;39
-56.0;6;95.0;937.0;1;-38.0;15;-1;313;125.0;15
-83.0;4;114.0;947.0;26;-52.0;-13;-26;310;135.0;-13
-93.0;-3;116.0;948.0;20;-66.0;20;-20;304;147.0;20
-81.0;5;83.0;963.0;-5;-69.0;38;5;312;160.0;38
-62.0;1;105.0;937.0;-18;-42.0;9;18;308;161.0;9
-62.0;-5;87.0;946.0;11;-31.0;8;-11;302;159.0;8
-50.0;-2;69.0;953.0;2;-2.0;18;-2;306;121.0;18
-62.0;2;71.0;956.0;-12;16.0;20;12;310;121.0;20
-27.0;-2;65.0;925.0;-7;33.0;-3;7;305;55.0;-3
7.0;-3;21.0;958.0;-6;66.0;?;6;303;85.0;-20
13.0;3;16.0;948.0;14;81.0;?;-14;311;48.0;0
42.0;5;25.0;944.0;33;77.0;-6;-33;313;40.0;-6
34.0;0;6.0;920.0;30;66.0;-11;-30;309;-25.0;-11
42.0;-3;-5.0;929.0;-21;76.0;16;21;303;0.0;16
52.0;2;8.0;940.0;-38;122.0;-6;38;307;24.0;-6
65.0;3;-2.0;926.0;-19;98.0;-28;19;310;-10.0;-28
58.0;-1;18.0;944.0;-30;65.0;9;30;307;23.0;9
57.0;3;26.0;965.0;-6;88.0;14;6;311;13.0;14
57.0;5;20.0;946.0;28;66.0;0;-28;312;54.0;0
37.0;1;36.0;919.0;37;107.0;-2;-37;309;69.0;-2
23.0;-1;49.0;949.0;12;79.0;-14;-12;?;103.0;-14
25.0;-2;56.0;944.0;-7;69.0;6;7;?;77.0;6
2.0;4;52.0;934.0;3;32.0;30;-3;?;62.0;30
17.0;4;19.0;928.0;0;35.0;-8;0;?;40.0;-8
49.0;-3;25.0;958.0;26;21.0;-27;-26;?;86.0;-27
-14.0;-1;27.0;959.0;26;30.0;17;-26;?;62.0;17
-27.0;2;-4.0;942.0;-1;?;26;1;?;40.0;26
13.0;0;13.0;947.0;30;?;9;-30;?;37.0;9
5.0;3;7.0;919.0;47;?;10;-47;?;60.0;10
17.0;3;-28.0;955.0;29;?;1;-29;?;24.0;1
17.0;1;-13.0;916.0;22;?;10;-22;306;-33.0;10
-4.0;4;6.0;943.0;26;32.0;22;-26;308;2.0;22
7.0;3;21.0;976.0;5;-5.0;2;-5;308;26.0;2
15.0;2;56.0;967.0;6;22.0;-11;-6;307;43.0;?
15.0;2;40.0;918.0;25;81.0;-11;-25;307;63.0;?
7.0;0;17.0;919.0;-3;60.0;2;3;304;39.0;?
19.0;6;31.0;950.0;-2;41.0;22;2;309;52.0;?
33.0;5;62.0;950.0;-5;-4.0;10;5;308;54.0;?
9.0;-2;72.0;927.0;-19;-5.0;0;19;302;80.0;?
-2.0;-2;41.0;936.0;-9;6.0;-2;9;302;50.0;?
-43.0;-5;88.0;927.0;-28;40.0;-19;28;299;54.0;?
0.0;0;73.0;937.0;-18;17.0;-1;18;302;111.0;?
-43.0;3;37.0;917.0;-2;-25.0;19;2;305;87.0;?
-7.0;1;45.0;932.0;-8;-12.0;-3;8;303;48.0;-3
0.0;-1;44.0;949.0;22;17.0;-24;-22;302;50.0;-24
-2.0;-4;63.0;909.0;11;12.0;-31;-11;299;28.0;-31
-12.0;4;81.0;941.0;-12;46.0;-23;12;305;64.0;-23
23.0;7;83.0;949.0;38;18.0;-6;-38;309;56.0;-6
12.0;-1;105.0;898.0;17;56.0;8;-17;301;104.0;8
-8.0;3;46.0;942.0;-49;72.0;9;49;304;83.0;9
-10.0;9;64.0;966.0;-17;85.0;12;17;311;71.0;12
5.0;4;54.0;945.0;2;57.0;20;-2;306;81.0;20
-16.0;-1;0.0;930.0;-19;24.0;5;19;303;36.0;5
-30.0;-1;-24.0;950.0;4;-1.0;-18;-4;304;42.0;-18
-14.0;3;-8.0;890.0;9;-5.0;-13;-9;305;?;-13
-26.0;0;11.0;911.0;-14;11.0;9;14;303;?;9
-43.0;1;2.0;978.0;10;-15.0;21;-10;305;?;21
-10.0;2;-5.0;974.0;25;-22.0;10;-25;305;?;10
-43.0;-7;24.0;926.0;-3;-11.0;-16;3;297;?;-16
-26.0;-3;1.0;920.0;-13;8.0;-20;13;301;?;-20
-13.0;?;5.0;933.0;0;7.0;5;0;300;?;5
13.0;?;0.0;943.0;2;46.0;4;-2;298;?;4
40.0;?;-34.0;934.0;3;21.0;-11;-3;305;-25.0;-11
90.0;?;-33.0;936.0;3;31.0;0;-3;301;-41.0;0
79.0;?;-36.0;938.0;-7;58.0;-13;7;301;-41.0;-13
63.0;?;-38.0;927.0;2;140.0;-28;-2;306;-87.0;-28
34.0;?;7.0;928.0;22;133.0;27;-22;300;-6.0;27
31.0;?;50.0;898.0;3;126.0;46;-3;303;77.0;46
23.0;6;32.0;927.0;-6;58.0;17;6;306;144.0;17
3.0;-1;22.0;918.0;13;45.0;1;-13;299;200.0;1
-5.0;2;-15.0;939.0;5;27.0;-23;-5;302;176.0;-23
28.0;-3;-60.0;920.0;4;20.0;13;-4;298;104.0;13
18.0;1;-40.0;920.0;-2;-26.0;24;2;302;19.0;24
32.0;10;-75.0;911.0;13;-15.0;-4;-13;311;-23.0;-4
51.0;0;-101.0;911.0;34;31.0;23;-34;301;-68.0;23
35.0;-3;-107.0;914.0;5;74.0;13;-5;298;-57.0;13
62.0;0;-101.0;911.0;2;88.0;-19;-2;300;-67.0;-19
45.0;1;-96.0;942.0;-10;82.0;-10;10;302;-79.0;-10
53.0;3;-64.0;916.0;-14;59.0;4;14;302;-63.0;4
62.0;2;-72.0;931.0;25;85.0;-5;-25;300;-22.0;-5
53.0;2;-29.0;883.0;34;114.0;-9;-34;?;0.0;-9
34.0;3;-17.0;920.0;16;104.0;26;-16;301;53.0;26
49.0;4;22.0;910.0;9;94.0;41;-9;301;72.0;41
9.0;0;24.0;918.0;25;55.0;-13;-25;299;96.0;-13
46.0;1;31.0;927.0;17;93.0;-45;-17;300;115.0;-45
45.0;6;47.0;935.0;18;78.0;-9;-18;305;83.0;-9
44.0;3;33.0;906.0;23;94.0;-1;-23;302;99.0;-1
41.0;2;12.0;937.0;-6;77.0;-3;6;302;91.0;-3
78.0;6;38.0;936.0;0;84.0;23;0;306;93.0;23
67.0;5;119.0;903.0;-12;138.0;-6;12;306;104.0;-6
82.0;4;14.0;927.0;-33;120.0;-13;33;304;81.0;-13
79.0;8;16.0;918.0;3;169.0;12;-3;308;43.0;12
87.0;4;2.0;926.0;24;82.0;0;-24;306;14.0;0
69.0;-4;-37.0;913.0;24;91.0;16;-24;297;10.0;16
53.0;-2;-76.0;909.0;20;91.0;19;-20;299;8.0;19
41.0;2;-66.0;891.0;2;96.0;1;-2;305;-31.0;1
34.0;0;-86.0;910.0;8;54.0;20;-8;303;-41.0;20
41.0;0;-79.0;912.0;-5;22.0;15;5;303;-94.0;15
58.0;3;-58.0;922.0;-30;-4.0;0;30;307;-39.0;0
36.0;9;-81.0;948.0;6;15.0;17;-6;308;-55.0;17
55.0;8;-8.0;889.0;11;3.0;10;-11;308;-11.0;10
33.0;0;22.0;919.0;0;19.0;-8;0;302;10.0;-8
12.0;-2;-29.0;916.0;20;3.0;4;-20;301;5.0;4
18.0;-1;-8.0;901.0;9;76.0;-17;-9;305;-6.0;-17
24.0;-1;56.0;897.0;2;55.0;-21;-2;305;51.0;-21
1.0;3;36.0;929.0;31;50.0;33;-31;306;79.0;33
-5.0;-1;29.0;922.0;28;24.0;32;-28;303;36.0;32
-18.0;0;39.0;959.0;-2;47.0;9;2;304;32.0;9
0.0;7;58.0;939.0;12;-1.0;-7;-12;310;29.0;-7
-13.0;3;76.0;914.0;7;22.0;-7;-7;308;99.0;-7
-42.0;2;47.0;904.0;-30;19.0;10;30;307;117.0;10
-62.0;3;57.0;921.0;1;6.0;-24;-1;307;131.0;-24
-93.0;0;30.0;928.0;25;-55.0;-19;-25;306;141.0;-19
-82.0;5;25.0;925.0;-3;-76.0;10;3;311;90.0;10
-67.0;6;2.0;936.0;14;-98.0;-8;-14;311;90.0;-8
-63.0;-1;-7.0;928.0;20;-86.0;-8;-20;306;64.0;-8
-111.0;0;-34.0;918.0;-8;-59.0;0;8;306;11.0;0
-114.0;0;-15.0;928.0;-7;-59.0;-9;7;306;-66.0;-9
-82.0;1;-5.0;937.0;-21;-41.0;-1;21;308;-42.0;-1
-51.0;1;44.0;911.0;-8;-79.0;17;8;307;83.0;17
-24.0;1;60.0;933.0;-19;-57.0;4;19;307;121.0;4
-12.0;0;110.0;927.0;-11;10.0;13;11;306;147.0;13
-64.0;-1;90.0;915.0;55;32.0;13;-55;306;164.0;13
-51.0;10;89.0;951.0;-1;6.0;-33;1;317;145.0;-33
-49.0;7;68.0;924.0;-16;-1.0;9;16;314;153.0;9
-34.0;-1;5.0;939.0;1;-22.0;18;-1;305;151.0;18
-30.0;1;-49.0;943.0;-21;-39.0;-27;21;307;60.0;-27
-44.0;3;-96.0;932.0;15;-28.0;4;-15;311;-84.0;4
-20.0;3;-92.0;934.0;-3;-34.0;37;3;311;-159.0;37
-34.0;-4;-88.0;920.0;-41;-25.0;62;41;303;-166.0;62
-46.0;-2;-66.0;957.0;-23;32.0;26;23;305;-122.0;26
-20.0;4;-10.0;960.0;26;32.0;-25;-26;309;-77.0;-25
7.0;1;-6.0;908.0;43;28.0;-2;-43;306;-13.0;-2
-1.0;0;48.0;968.0;12;5.0;-2;-12;307;56.0;-2
-9.0;0;80.0;961.0;19;30.0;-21;-19;306;113.0;-21
-10.0;1;70.0;923.0;48;39.0;-4;-48;307;142.0;-4
5.0;0;160.0;920.0;25;42.0;-11;-25;307;131.0;-11
-33.0;8;117.0;926.0;-10;10.0;-38;10;315;185.0;-38
21.0;8;66.0;933.0;-19;-59.0;-8;19;316;173.0;-8
15.0;-3;101.0;943.0;4;-11.0;20;-4;306;151.0;20
-32.0;0;19.0;917.0;43;43.0;-6;-43;308;89.0;-6
9.0;-2;52.0;947.0;22;59.0;-19;-22;306;-8.0;-19
-7.0;0;-10.0;939.0;-13;3.0;-20;13;306;26.0;-20
45.0;4;-5.0;921.0;21;1.0;3;-21;311;-33.0;3
-5.0;-1;19.0;941.0;32;21.0;18;-32;307;-5.0;18
46.0;-1;1.0;949.0;24;9.0;-10;-24;307;2.0;-10
-8.0;0;-15.0;936.0;47;16.0;-5;-47;307;18.0;-5
33.0;-1;13.0;947.0;11;6.0;11;-11;305;-39.0;11
24.0;-2;24.0;909.0;-18;17.0;5;18;304;10.0;5
34.0;-1;28.0;949.0;-3;39.0;-1;3;305;44.0;-1
17.0;2;60.0;960.0;4;50.0;14;-4;309;40.0;14
28.0;3;60.0;930.0;13;65.0;20;-13;309;81.0;20
-12.0;?;56.0;955.0;3;37.0;7;-3;308;81.0;7
21.0;1;85.0;934.0;15;44.0;26;-15;309;80.0;26
11.0;-3;103.0;951.0;25;26.0;-8;-25;307;91.0;-8
28.0;0;79.0;943.0;8;49.0;-8;-8;307;140.0;-8
11.0;1;19.0;949.0;14;22.0;16;-14;308;112.0;16
-3.0;-2;14.0;937.0;-7;22.0;-20;7;307;75.0;-20
12.0;-3;-20.0;920.0;-35;-22.0;26;35;307;42.0;26
-1.0;-7;-59.0;944.0;-4;-45.0;38;4;303;21.0;38
