InertialMeasurementUnit R-SHOE AngVelNavFrameX;InertialMeasurementUnit R-SHOE Nav_Ay;InertialMeasurementUnit R-SHOE Body_Az;Accelerometer RKN^ accX;Accelerometer RKN^ accZ;InertialMeasurementUnit R-SHOE Nav_Az;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE Body_Ay;InertialMeasurementUnit R-SHOE AngVelBodyFrameX;InertialMeasurementUnit R-SHOE AngVelBodyFrameY
3;-3;801;239.0;160.0;67;2;373;-2;3
4;-2;801;232.0;148.0;67;27;372;-27;4
-8;-4;798;211.0;139.0;69;9;372;-9;-8
13;2;803;221.0;139.0;67;-62;369;62;13
3;0;801;208.0;140.0;69;-54;371;54;3
-17;-3;797;190.0;149.0;71;-16;374;16;-17
25;1;803;190.0;147.0;66;-26;374;26;25
17;-1;799;195.0;148.0;68;-43;376;43;17
-54;-1;797;218.0;150.0;70;-73;374;73;-54
-9;3;802;216.0;164.0;67;-44;374;44;-9
12;-1;797;210.0;168.0;69;-18;376;18;12
-23;2;799;210.0;169.0;67;-40;374;40;-23
-15;8;805;213.0;161.0;65;-31;371;31;-15
-25;5;797;193.0;158.0;70;-33;372;33;-25
-5;1;794;163.0;152.0;73;-40;375;40;-5
15;0;796;161.0;140.0;69;-1;377;1;15
-9;4;802;168.0;131.0;64;28;376;-28;-9
4;9;807;198.0;119.0;63;40;373;-40;4
25;4;800;211.0;138.0;68;34;374;-34;25
25;-1;797;201.0;157.0;70;17;378;-17;25
30;2;799;210.0;139.0;68;22;375;-22;30
-13;3;797;186.0;148.0;71;-13;373;13;-13
-68;2;797;157.0;138.0;70;-7;375;7;-68
-59;0;798;153.0;152.0;69;34;376;-34;-59
-34;-3;797;161.0;138.0;69;14;378;-14;-34
-18;-2;799;166.0;109.0;68;6;378;-6;-18
1;3;798;184.0;99.0;70;12;371;-12;1
5;4;800;157.0;121.0;68;28;370;-28;5
9;0;803;180.0;98.0;64;11;376;-11;9
32;0;802;?;99.0;65;-15;375;15;32
22;4;805;?;117.0;65;19;372;-19;22
-13;2;802;?;134.0;68;37;372;-37;?
-11;-1;795;?;125.0;73;29;371;-29;?
0;6;802;?;99.0;69;15;367;-15;?
11;6;803;?;109.0;67;-19;366;19;?
11;-3;798;161.0;78.0;68;-16;373;16;?
-17;-3;801;164.0;83.0;67;18;376;-18;?
-18;0;799;188.0;118.0;69;19;370;-19;?
-15;-2;797;159.0;112.0;69;0;369;0;?
-9;0;802;175.0;131.0;67;-35;369;35;-9
14;2;804;165.0;132.0;66;-16;370;16;14
9;3;802;?;132.0;67;4;366;-4;9
-37;5;803;?;99.0;67;-23;364;23;-37
-27;-1;803;?;101.0;65;-7;371;7;-27
23;0;800;?;96.0;68;1;?;-1;23
-19;7;803;?;112.0;68;27;?;-27;-19
13;0;804;?;122.0;63;26;368;-26;13
18;-2;801;?;110.0;66;-18;369;18;18
-87;4;807;?;102.0;66;-13;368;13;-87
-47;-1;810;?;97.0;58;-27;374;27;-47
-55;-5;803;?;128.0;61;-25;376;25;-55
-76;-1;798;?;129.0;69;27;369;-27;-76
-35;-1;796;?;159.0;69;11;368;-11;-35
-22;-2;802;?;142.0;63;-23;372;23;-22
4;1;803;?;121.0;65;5;370;-5;4
-28;-2;792;206.0;144.0;73;19;366;-19;-28
-30;-1;795;207.0;164.0;69;14;366;-14;-30
-8;2;797;180.0;159.0;67;21;363;-21;-8
-1;1;787;178.0;133.0;78;10;358;-10;-1
1;-2;790;194.0;149.0;74;-4;362;4;1
-25;-2;799;189.0;162.0;64;-13;367;13;-25
-3;3;799;196.0;141.0;67;-11;363;11;-3
0;4;796;216.0;123.0;71;21;360;-21;0
-25;4;794;204.0;151.0;72;22;358;-22;-25
-9;3;795;168.0;167.0;71;35;361;-35;-9
-19;0;795;207.0;168.0;72;20;363;-20;-19
-9;0;795;202.0;177.0;71;-24;363;24;-9
37;-4;797;211.0;188.0;65;34;368;-34;37
5;1;792;222.0;198.0;74;28;361;-28;5
10;-1;794;230.0;184.0;70;7;364;-7;10
17;-4;805;221.0;158.0;57;26;374;-26;17
-13;5;800;218.0;184.0;69;-4;363;4;-13
48;4;794;215.0;185.0;73;4;359;-4;?
64;2;802;232.0;193.0;65;5;365;-5;?
47;-5;801;214.0;175.0;64;25;372;-25;?
40;-3;803;210.0;179.0;64;31;371;-31;?
39;4;806;212.0;174.0;65;15;365;-15;?
44;-1;803;204.0;151.0;65;5;368;-5;44
17;1;805;201.0;128.0;64;-7;366;7;17
25;-2;797;205.0;123.0;69;49;364;-49;25
-2;-5;794;230.0;144.0;71;27;367;-27;-2
-23;0;801;213.0;166.0;68;-4;366;4;-23
25;1;800;220.0;159.0;68;18;363;-18;25
24;2;801;230.0;168.0;68;7;364;-7;24
12;0;803;250.0;158.0;67;9;367;-9;12
29;-1;801;219.0;168.0;67;-24;367;24;29
-1;-4;799;209.0;143.0;67;12;368;-12;-1
-33;-4;798;205.0;131.0;69;49;369;-49;-33
-8;1;802;234.0;156.0;69;24;365;-24;-8
4;3;805;213.0;167.0;64;17;364;-17;4
-6;-3;801;213.0;171.0;64;-14;368;14;-6
9;-3;802;208.0;158.0;64;24;370;-24;9
11;6;805;218.0;173.0;66;10;362;-10;11
-17;4;800;220.0;156.0;70;-62;360;62;-17
-37;1;799;224.0;132.0;69;-35;363;35;-37
-26;5;805;206.0;112.0;66;-14;364;14;-26
1;-2;801;201.0;137.0;65;-8;369;8;1
5;-4;795;192.0;152.0;70;20;368;-20;5
2;-2;800;208.0;146.0;66;21;368;-21;2
-11;-4;798;212.0;158.0;69;-18;369;18;-11
1;0;800;211.0;148.0;69;-20;365;20;1
25;0;807;230.0;158.0;60;-13;367;13;25
-8;-5;796;209.0;170.0;70;-29;368;29;-8
-10;0;802;213.0;161.0;67;19;367;-19;-10
20;?;805;207.0;142.0;65;30;363;-30;20
42;?;797;203.0;141.0;70;1;366;-1;42
30;?;801;211.0;136.0;64;-6;374;6;30
5;?;803;190.0;140.0;63;-23;370;23;5
34;?;810;187.0;141.0;61;2;362;-2;34
10;?;805;216.0;155.0;65;-6;363;6;10
0;?;795;220.0;153.0;72;-1;367;1;0
13;?;802;229.0;152.0;66;32;?;-32;13
-5;?;805;231.0;148.0;65;15;?;-15;-5
13;?;801;225.0;139.0;66;-2;?;2;13
0;?;802;194.0;156.0;65;-23;?;23;0
7;?;800;200.0;131.0;67;-7;367;7;7
31;-2;798;191.0;139.0;68;11;369;-11;31
6;-2;801;203.0;137.0;66;21;372;-21;6
-5;-3;803;221.0;122.0;65;12;374;-12;-5
4;-2;803;222.0;150.0;66;-49;374;49;4
7;2;803;217.0;147.0;66;-32;?;32;7
0;3;802;199.0;150.0;66;0;?;0;0
15;2;802;218.0;166.0;66;-22;?;22;15
24;-1;803;194.0;172.0;66;11;?;-11;24
25;-2;801;189.0;124.0;69;36;?;-36;25
36;3;799;201.0;114.0;71;17;?;-17;36
4;5;802;212.0;150.0;67;32;?;-32;4
2;3;801;218.0;164.0;69;-11;?;11;2
37;-2;796;201.0;171.0;71;-48;369;48;37
16;-5;794;201.0;144.0;70;-15;371;15;16
-6;0;797;201.0;145.0;71;-4;368;4;-6
-12;0;802;192.0;149.0;66;-18;370;18;-12
-29;-6;801;191.0;129.0;65;-40;376;40;-29
-7;-3;797;191.0;139.0;69;-5;371;5;-7
-1;1;803;202.0;148.0;65;-7;371;7;-1
-27;-5;801;199.0;134.0;64;-32;376;32;-27
15;-3;797;188.0;106.0;69;-14;374;14;15
50;4;806;178.0;113.0;65;-56;371;56;50
19;-1;801;169.0;120.0;65;-51;374;51;19
23;-3;798;196.0;117.0;68;-22;376;22;23
-3;-1;799;211.0;127.0;69;-20;374;20;-3
-20;0;792;214.0;143.0;75;-2;369;2;-20
35;4;801;200.0;130.0;69;-23;370;23;35
14;0;805;219.0;132.0;62;-36;?;36;14
13;-2;795;192.0;113.0;69;-15;?;15;13
50;4;798;185.0;109.0;71;6;?;-6;50
2;2;799;193.0;108.0;68;0;?;0;?
-9;-2;792;182.0;119.0;73;-27;?;27;?
34;2;796;171.0;100.0;72;-25;?;25;?
6;4;799;191.0;99.0;68;-20;?;20;?
-6;-4;795;182.0;100.0;70;-24;?;24;?
37;-6;796;214.0;120.0;67;30;?;-30;37
24;-1;800;205.0;119.0;63;19;?;-19;24
18;4;803;189.0;115.0;65;-21;374;21;18
26;5;803;176.0;96.0;66;24;374;-24;26
-13;0;799;171.0;101.0;68;5;375;-5;-13
8;2;800;169.0;125.0;67;4;374;-4;8
25;4;799;177.0;150.0;69;13;370;-13;25
15;0;796;175.0;96.0;71;-5;373;5;15
23;-1;799;175.0;114.0;68;19;376;-19;23
-30;1;799;184.0;128.0;69;44;372;-44;-30
-48;1;798;172.0;101.0;70;60;371;-60;-48
-15;0;798;?;98.0;70;-11;372;11;-15
-19;-3;798;?;108.0;68;-37;375;37;-19
6;-3;799;?;109.0;66;17;375;-17;6
12;1;801;?;119.0;67;-17;372;17;12
-16;0;801;?;129.0;67;-29;371;29;-16
32;-5;795;?;128.0;69;16;374;-16;32
26;-8;796;?;131.0;68;-2;377;2;26
-37;-3;799;?;137.0;67;13;372;-13;-37
-14;-4;795;?;110.0;71;36;370;-36;-14
25;-8;795;?;100.0;69;27;376;-27;25
19;2;802;?;?;69;31;369;-31;19
-11;5;804;?;?;67;-19;366;19;-11
-12;-8;799;170.0;?;66;14;376;-14;-12
-3;-8;797;171.0;?;69;36;375;-36;-3
7;1;805;170.0;?;65;-50;369;50;7
-16;1;805;178.0;?;63;-53;370;53;-16
-50;-1;794;189.0;?;73;-26;366;26;-50
-9;-1;795;200.0;?;71;-6;367;6;-9
-36;-2;801;201.0;?;66;20;372;-20;-36
-45;-1;803;191.0;?;65;10;371;-10;-45
-4;0;807;191.0;?;60;8;372;-8;-4
-16;1;807;190.0;140.0;61;7;372;-7;-16
13;1;803;193.0;135.0;65;10;369;-10;13
-33;-1;802;200.0;137.0;65;37;372;-37;-33
-75;1;802;206.0;152.0;66;-4;368;4;-75
-8;2;799;222.0;130.0;68;20;366;-20;-8
25;-5;797;203.0;152.0;68;36;372;-36;25
16;1;801;204.0;148.0;67;-23;368;23;16
-11;9;804;189.0;134.0;67;45;360;-45;-11
-16;1;805;184.0;119.0;63;29;369;-29;-16
7;-3;799;199.0;135.0;67;24;368;-24;7
12;5;801;207.0;122.0;69;69;359;-69;12
4;5;807;220.0;163.0;64;10;362;-10;4
4;5;807;221.0;145.0;65;14;362;-14;4
5;7;807;221.0;120.0;64;23;360;-23;5
8;0;801;212.0;109.0;67;6;366;-6;8
23;-1;800;191.0;109.0;68;5;366;-5;23
21;4;805;202.0;109.0;65;-5;363;5;21
-9;1;803;213.0;110.0;67;9;366;-9;-9
-18;-2;803;222.0;136.0;65;18;370;-18;-18
17;0;803;221.0;142.0;63;-1;366;1;17
30;0;802;219.0;112.0;64;4;366;-4;30
18;3;802;206.0;108.0;68;23;363;-23;18
15;4;803;200.0;114.0;67;-8;362;8;15
26;1;805;201.0;122.0;63;-32;366;32;26
18;0;805;199.0;143.0;62;19;367;-19;18
-2;1;806;212.0;142.0;63;41;368;-41;-2
36;4;805;231.0;146.0;65;-4;364;4;36
50;2;799;216.0;141.0;70;17;362;-17;50
4;-3;797;209.0;146.0;71;47;367;-47;4
17;-3;801;221.0;148.0;67;26;368;-26;17
20;-3;801;211.0;140.0;67;27;367;-27;20
-32;-5;799;211.0;129.0;68;6;369;-6;-32
-16;-5;797;201.0;137.0;69;3;369;-3;-16
5;-5;796;199.0;107.0;68;39;366;-39;5
-3;-6;800;195.0;123.0;64;1;368;-1;-3
37;-5;803;224.0;111.0;64;-33;372;33;37
41;-4;803;?;103.0;64;-5;370;5;41
15;0;805;?;125.0;64;-31;368;31;15
24;1;801;?;135.0;67;-36;366;36;24
22;-3;799;?;157.0;66;17;369;-17;22
28;-3;803;?;151.0;63;23;371;-23;28
25;0;803;?;153.0;66;6;368;-6;25
-13;1;803;?;166.0;66;-10;366;10;-13
4;3;801;?;157.0;68;-24;363;24;4
12;0;799;?;114.0;70;-21;365;21;12
-8;-1;802;?;108.0;67;-27;367;27;-8
21;1;802;?;109.0;66;-19;365;19;21
?;-4;795;?;129.0;72;-3;368;3;15
?;-4;794;?;139.0;73;-21;366;21;-23
?;3;806;?;139.0;63;-18;365;18;-18
?;-4;801;200.0;110.0;65;-17;371;17;-25
?;-1;797;202.0;97.0;71;-20;365;20;-37
?;8;806;219.0;132.0;67;11;358;-11;-37
?;0;803;225.0;130.0;66;17;367;-17;-28
?;-3;803;190.0;116.0;64;14;370;-14;4
?;-2;808;202.0;99.0;61;21;372;-21;-10
22;-5;802;209.0;86.0;64;10;372;-10;22
36;-2;798;191.0;96.0;68;29;365;-29;36
-20;3;806;204.0;116.0;64;56;364;-56;-20
1;4;809;213.0;131.0;62;11;364;-11;1
17;2;800;210.0;96.0;69;-26;362;26;17
9;1;798;212.0;112.0;71;5;361;-5;9
-7;3;802;201.0;121.0;67;38;361;-38;-7
-13;0;802;211.0;109.0;67;13;365;-13;-13
5;-2;803;211.0;130.0;66;-24;368;24;5
4;-1;803;212.0;146.0;66;-7;367;7;4
17;-5;800;208.0;117.0;67;36;370;-36;17
-2;1;805;204.0;121.0;64;45;367;-45;-2
6;?;804;209.0;117.0;64;-18;367;18;6
6;?;798;218.0;103.0;68;-20;370;20;6
?;?;801;208.0;83.0;67;38;368;-38;-37
?;?;801;193.0;81.0;67;-4;368;4;-11
?;?;799;200.0;102.0;69;-28;367;28;-8
?;?;799;215.0;113.0;67;29;369;-29;-18
2;?;803;202.0;130.0;67;69;362;-69;2
0;?;807;194.0;118.0;69;60;353;-60;0
-28;?;807;210.0;143.0;66;15;362;-15;-28
-40;?;809;211.0;133.0;60;-20;368;20;-40
4;?;805;210.0;128.0;62;-34;366;34;4
17;?;806;231.0;119.0;65;-20;364;20;17
16;?;808;200.0;119.0;63;29;363;-29;16
-7;-1;801;192.0;110.0;66;42;364;-42;-7
-46;0;801;?;130.0;68;-4;364;4;-46
3;2;803;?;130.0;67;-9;363;9;3
26;-2;800;?;123.0;67;22;366;-22;26
-7;-3;803;?;111.0;63;28;368;-28;-7
-17;0;807;?;116.0;60;44;367;-44;-17
-15;-1;806;?;115.0;61;27;368;-27;-15
-5;-2;803;?;133.0;64;-24;368;24;-5
-5;-3;799;?;126.0;68;-17;366;17;-5
3;-1;803;?;136.0;64;-11;365;11;3
32;0;803;?;146.0;65;-13;365;13;32
27;1;797;199.0;143.0;71;-15;362;15;27
3;3;802;218.0;136.0;67;3;362;-3;3
4;-1;803;213.0;157.0;65;27;368;-27;4
4;-1;799;201.0;149.0;67;-9;364;9;4
17;3;801;211.0;129.0;68;-2;362;2;17
23;7;802;199.0;111.0;69;3;360;-3;23
-8;7;804;181.0;149.0;66;3;361;-3;-8
-28;2;807;193.0;136.0;61;26;368;-26;-28
-36;1;803;204.0;143.0;63;-10;368;10;-36
-40;4;802;213.0;148.0;67;-41;365;41;-40
-12;2;801;228.0;150.0;67;-34;367;34;-12
16;0;801;222.0;161.0;64;18;369;-18;16
9;-3;803;210.0;123.0;62;28;373;-28;9
-6;-3;801;205.0;123.0;?;-17;371;17;-6
3;1;799;205.0;142.0;?;-24;366;24;3
24;-1;799;213.0;143.0;68;-7;368;7;24
14;-1;804;210.0;150.0;62;41;370;-41;14
-1;-1;801;212.0;147.0;65;-1;368;1;-1
-7;0;799;210.0;148.0;67;-39;367;39;-7
-5;6;805;220.0;148.0;66;31;363;-31;-5
4;3;798;211.0;129.0;70;21;361;-21;4
1;1;795;201.0;119.0;71;9;361;-9;1
16;6;801;201.0;131.0;69;22;361;-22;16
-2;4;802;201.0;149.0;69;-13;362;13;-2
-27;2;800;199.0;132.0;69;-18;363;18;-27
-16;1;?;191.0;121.0;69;8;366;-8;-16
-17;1;?;208.0;127.0;69;8;366;-8;-17
2;6;?;206.0;118.0;66;1;361;-1;2
-8;5;?;201.0;118.0;61;-19;366;19;-8
-5;3;?;198.0;124.0;68;-41;365;41;-5
30;?;?;214.0;137.0;70;-27;362;27;30
13;1;803;217.0;169.0;65;8;368;-8;13
11;3;800;202.0;139.0;71;3;364;-3;11
21;0;798;200.0;134.0;69;-34;365;34;21
-1;0;804;218.0;132.0;64;-11;369;11;-1
-2;2;803;222.0;136.0;66;7;367;-7;-2
3;2;801;211.0;158.0;68;-4;365;4;3
-16;7;803;211.0;118.0;69;-4;360;4;-16
-25;2;803;212.0;110.0;65;-30;364;30;-25
-32;-4;799;221.0;122.0;66;-22;369;22;-32
-27;1;799;208.0;142.0;70;-9;363;9;-27
26;0;802;200.0;133.0;65;5;366;-5;26
14;-2;808;201.0;119.0;60;14;372;-14;14
-26;3;809;200.0;132.0;60;7;366;-7;-26
10;-1;802;202.0;103.0;64;20;366;-20;10
0;-7;802;195.0;116.0;63;-17;373;17;0
9;-3;806;198.0;119.0;62;0;371;0;9
21;-2;800;229.0;115.0;68;22;365;-22;21
7;0;800;218.0;148.0;70;-16;363;16;7
35;2;805;202.0;134.0;65;-4;364;4;35
4;-1;803;208.0;111.0;64;-24;366;?;4
-4;-3;802;221.0;117.0;64;-32;368;?;-4
6;4;802;211.0;147.0;68;10;359;?;6
11;3;800;221.0;138.0;69;12;360;-12;11
35;-2;801;201.0;99.0;67;-5;365;5;35
7;3;801;212.0;124.0;69;-4;360;4;7
0;2;802;210.0;139.0;66;13;362;-13;0
8;0;803;210.0;139.0;64;25;364;-25;8
1;-4;802;199.0;120.0;65;23;369;-23;1
7;-4;803;220.0;114.0;65;-2;370;2;7
3;2;803;210.0;136.0;67;0;361;0;3
-15;-2;801;202.0;133.0;66;26;365;-26;-15
-12;0;802;192.0;102.0;65;-7;363;7;-12
7;2;803;210.0;117.0;65;-42;362;42;7
-4;-3;801;218.0;132.0;66;-12;368;12;-4
1;-3;801;208.0;122.0;66;21;367;-21;1
25;-2;801;213.0;109.0;67;-20;366;20;25
-9;1;802;202.0;126.0;67;-64;364;64;-9
-34;3;805;210.0;129.0;64;-26;364;26;-34
3;-4;799;221.0;129.0;67;0;369;0;3
10;-5;797;200.0;109.0;68;40;368;-40;10
-10;-3;804;215.0;122.0;63;48;369;-48;-10
-5;-5;803;?;128.0;64;-4;371;4;-5
3;1;804;?;134.0;66;-4;366;4;3
9;1;808;?;149.0;61;-14;368;14;9
-12;3;801;?;147.0;67;6;362;-6;-12
-28;4;804;?;128.0;65;7;361;-7;-28
-11;-1;805;?;126.0;63;-10;368;10;-11
4;1;797;?;147.0;73;27;361;-27;4
6;0;800;?;139.0;68;-4;364;4;6
-5;-6;797;?;115.0;69;-24;369;24;-5
3;-5;796;?;143.0;71;0;369;0;3
19;-1;802;?;134.0;66;-9;369;9;19
13;-3;800;210.0;136.0;68;1;370;-1;13
15;-2;801;220.0;148.0;67;-4;370;4;15
18;2;800;241.0;148.0;66;-49;364;49;18
4;1;797;231.0;108.0;68;-38;365;38;4
18;-1;801;228.0;101.0;65;-13;370;13;18
37;2;801;201.0;120.0;67;-15;367;15;37
9;4;799;228.0;133.0;71;-12;363;12;9
4;4;803;225.0;137.0;67;16;366;-16;4
11;5;805;207.0;128.0;65;35;365;-35;11
-31;0;800;199.0;125.0;70;-27;368;27;-31
-16;-1;799;209.0;121.0;69;-19;370;19;-16
1;2;801;225.0;128.0;67;57;367;-57;1
-28;-5;798;217.0;112.0;67;38;373;-38;-28
-7;-7;799;227.0;139.0;67;-11;376;11;-7
-9;5;802;196.0;116.0;68;-4;365;4;-9
-14;2;799;199.0;115.0;69;28;366;-28;-14
19;-4;795;192.0;112.0;71;-21;370;21;19
-30;2;801;200.0;99.0;67;-51;366;51;-30
-37;-1;800;182.0;89.0;66;-10;368;10;-37
42;-4;795;191.0;89.0;72;-13;370;13;42
24;0;798;202.0;101.0;70;-8;367;8;24
28;-4;797;224.0;122.0;69;-14;370;14;28
42;-1;803;233.0;144.0;64;-41;370;41;42
-13;5;808;259.0;159.0;62;6;367;-6;-13
-37;3;800;249.0;159.0;71;11;365;-11;-37
-28;4;800;211.0;150.0;69;-33;365;33;-28
21;1;802;190.0;113.0;68;8;371;-8;21
40;-1;797;181.0;88.0;71;-1;369;1;40
8;2;802;174.0;76.0;65;-25;367;25;8
-5;0;801;177.0;91.0;67;4;370;-4;-5
5;2;799;180.0;108.0;69;18;367;-18;5
-3;4;805;196.0;115.0;65;21;367;-21;-3
-21;0;796;187.0;129.0;72;-44;368;44;-21
14;2;799;161.0;128.0;68;-63;367;63;14
39;4;803;170.0;139.0;64;-9;368;9;39
17;0;795;171.0;119.0;72;23;367;-23;17
?;-1;799;182.0;147.0;68;36;370;-36;-17
?;-2;799;191.0;129.0;67;-5;372;5;-21
?;1;802;205.0;149.0;66;-36;371;36;21
?;0;804;204.0;124.0;64;-23;373;?;12
?;-3;795;178.0;153.0;68;-32;372;?;14
?;-1;796;181.0;145.0;68;-40;370;?;18
?;0;801;187.0;133.0;66;8;374;?;-37
?;2;798;209.0;129.0;69;16;371;?;-32
?;3;794;211.0;122.0;71;-24;367;?;-12
?;0;795;206.0;130.0;71;30;370;?;16
?;-2;797;194.0;126.0;69;28;374;?;37
?;0;799;183.0;98.0;68;-13;373;?;22
4;4;799;187.0;132.0;70;17;368;?;4
-9;2;797;210.0;123.0;71;-16;369;?;-9
21;0;798;193.0;127.0;68;-20;371;20;21
9;7;803;191.0;129.0;67;-13;366;13;9
-2;5;801;210.0;129.0;68;15;368;-15;-2
13;-1;799;203.0;127.0;68;30;374;-30;13
-15;6;807;208.0;119.0;64;-22;370;22;-15
12;4;805;207.0;116.0;63;2;371;-2;12
29;-2;797;214.0;111.0;68;-12;373;12;29
-30;-2;799;193.0;138.0;65;-7;375;7;-30
-26;-2;800;212.0;130.0;64;27;375;-27;-26
-19;-5;796;197.0;111.0;68;-44;376;44;-19
-27;-3;797;200.0;88.0;68;-37;376;37;-27
29;4;797;181.0;100.0;71;13;368;-13;29
3;2;798;188.0;76.0;68;-41;371;41;3
-27;4;803;191.0;93.0;65;-28;373;28;-27
35;7;800;191.0;136.0;70;25;369;-25;35
42;0;797;199.0;146.0;69;4;372;-4;42
16;2;804;211.0;141.0;64;-3;374;3;16
1;4;805;201.0;119.0;65;-12;373;12;1
-20;-3;796;211.0;129.0;67;-10;375;10;-20
-23;-5;795;211.0;128.0;68;-22;376;22;-23
3;-5;797;207.0;132.0;67;4;378;-4;3
13;-5;797;176.0;120.0;66;46;377;-46;13
4;-3;799;190.0;104.0;68;10;375;-10;4
12;-5;797;211.0;111.0;68;23;375;-23;12
12;-4;796;173.0;72.0;68;6;374;-6;12
2;-1;797;168.0;108.0;70;-8;370;8;2
5;0;800;187.0;123.0;66;36;370;-36;5
-7;1;801;206.0;138.0;68;25;369;-25;-7
-9;0;797;229.0;121.0;72;7;367;-7;-9
16;2;804;196.0;103.0;64;2;369;-2;16
-7;5;806;191.0;122.0;64;-15;368;15;-7
-23;0;796;182.0;99.0;71;-27;369;27;-23
28;-2;796;181.0;126.0;69;-19;371;19;28
23;2;799;180.0;120.0;70;-4;370;4;23
-31;0;797;211.0;109.0;71;-20;371;20;-31
-29;-1;798;191.0;100.0;67;-11;371;11;-29
-32;-3;796;202.0;93.0;67;38;372;-38;-32
-30;-6;794;187.0;74.0;69;34;373;-34;-30
-2;-6;794;181.0;81.0;69;-23;374;23;-2
-6;-6;795;181.0;69.0;69;-12;374;12;-6
-7;2;798;180.0;116.0;70;42;365;-42;-7
-6;5;798;188.0;112.0;71;46;362;-46;-6
-4;2;801;212.0;111.0;68;52;366;-52;-4
11;0;800;224.0;106.0;68;13;367;-13;11
26;-2;797;207.0;128.0;69;-20;368;20;26
5;-1;801;194.0;136.0;67;27;370;-27;5
-20;-2;799;188.0;120.0;69;9;369;-9;-20
9;-1;802;209.0;89.0;66;-26;371;26;9
-28;0;800;194.0;91.0;68;-16;370;16;-28
-31;5;800;191.0;78.0;70;-15;366;15;-31
28;8;807;191.0;119.0;65;-25;366;25;28
6;2;801;191.0;120.0;66;-24;370;24;6
10;2;802;206.0;138.0;66;-19;370;19;10
4;2;801;240.0;100.0;66;-39;368;39;4
-31;1;797;201.0;78.0;70;-6;367;6;-31
-16;0;803;194.0;63.0;65;13;371;-13;-16
18;0;802;201.0;85.0;66;-13;370;13;18
7;5;799;201.0;112.0;72;24;362;-24;7
-22;5;805;200.0;112.0;64;28;364;-28;-22
15;4;806;209.0;124.0;63;-2;366;2;15
-19;0;799;236.0;134.0;69;25;366;-25;-19
-51;0;803;236.0;115.0;64;16;367;-16;-51
20;4;807;223.0;140.0;64;-2;365;2;20
?;2;800;?;91.0;71;16;364;-16;9
?;3;799;?;93.0;72;-3;362;3;-20
?;0;805;?;110.0;64;15;367;-15;-1
?;3;806;?;109.0;63;-9;364;9;4
?;3;804;?;119.0;66;-56;363;56;-12
?;-3;803;?;107.0;65;2;370;-2;-26
?;2;803;?;100.0;66;19;364;-19;-8
?;-2;799;?;109.0;69;-1;367;1;-7
?;-3;801;?;92.0;66;-6;370;6;-44
?;4;808;?;78.0;62;-20;366;20;-72
-30;-3;798;?;?;66;-19;369;19;-30
-7;-5;791;?;?;72;19;367;-19;-7
-19;6;801;?;?;69;23;360;-23;-19
23;7;803;203.0;?;68;-17;359;17;23
-3;7;802;206.0;?;68;22;359;-22;-3
10;1;800;206.0;?;70;42;364;-42;10
100;-4;794;206.0;?;73;-2;367;2;100
64;0;799;191.0;89.0;69;7;366;-7;64
24;0;803;183.0;86.0;67;-5;368;5;24
33;0;802;171.0;99.0;67;-39;367;39;33
9;-14;804;201.0;119.0;57;-11;384;11;9
38;-8;804;201.0;108.0;60;-12;380;12;?
91;10;806;200.0;111.0;65;-22;360;22;?
46;1;809;205.0;119.0;58;-14;372;14;?
-12;2;801;221.0;118.0;70;-42;368;42;?
-7;7;797;210.0;107.0;74;-21;364;21;?
-15;-3;805;228.0;134.0;60;-31;379;31;?
-23;-1;804;233.0;142.0;64;-71;379;71;-23
11;6;801;244.0;127.0;71;-49;371;49;11
15;5;805;199.0;109.0;64;-43;374;43;15
-18;3;805;173.0;44.0;64;-51;380;51;-18
-44;-2;800;161.0;89.0;?;-56;383;56;-44
-39;4;793;183.0;85.0;?;-48;373;48;-39
-34;6;799;193.0;78.0;?;-92;376;92;-34
16;0;797;207.0;69.0;70;-228;385;228;16
11;20;795;222.0;125.0;72;-378;366;378;11
103;41;810;211.0;158.0;48;?;362;573;103
452;43;800;230.0;149.0;55;?;369;736;452
574;63;842;211.0;143.0;4;?;369;738;574
1455;71;887;235.0;123.0;-36;?;407;774;1455
1869;83;842;226.0;134.0;59;?;398;647;1869
951;135;789;219.0;88.0;163;?;339;320;951
902;148;776;186.0;70.0;187;?;342;291;902
384;102;816;198.0;45.0;93;?;278;189;384
-192;39;808;215.0;81.0;30;?;206;-174;-192
199;-17;793;173.0;104.0;9;?;278;-393;199
108;-44;830;206.0;80.0;-29;?;354;-471;108
126;-36;804;206.0;54.0;14;?;331;-539;126
200;-27;788;244.0;46.0;33;?;313;-566;200
33;-52;830;237.0;60.0;-6;?;350;-489;33
98;-35;827;206.0;18.0;15;470;295;-470;98
333;-5;841;153.0;-10.0;11;434;235;-434;333
370;29;858;191.0;-10.0;27;?;204;-383;370
259;142;906;190.0;-61.0;36;?;84;-534;259
259;189;975;183.0;-69.0;-22;?;42;-601;259
217;114;847;205.0;-84.0;99;?;76;-587;217
562;95;975;193.0;-100.0;-46;?;71;-754;562
403;-60;713;207.0;-96.0;224;?;215;-505;403
703;-205;572;221.0;-67.0;343;?;313;-347;703
874;-194;656;213.0;-67.0;249;416;299;-416;874
-1371;-378;-429;243.0;-79.0;1462;-974;563;974;-1371
-1311;-612;279;218.0;-92.0;571;-2850;1147;2850;-1311
