InertialMeasurementUnit L-SHOE AngVelNavFrameY;InertialMeasurementUnit L-SHOE Body_Ay;InertialMeasurementUnit L-SHOE Nav_Ax;InertialMeasurementUnit L-SHOE Nav_Ay;InertialMeasurementUnit L-SHOE AngVelBodyFrameY;InertialMeasurementUnit L-SHOE Body_Ax;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;InertialMeasurementUnit L-SHOE Body_Az;InertialMeasurementUnit L-SHOE AngVelBodyFrameX;InertialMeasurementUnit L-SHOE AngVelNavFrameX;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit L-SHOE AngVelNavFrameZ
27;485;-10;2;-57;-77;-38;-889;-27;-57;-16;-38
?;484;-8;3;-88;-80;-27;-888;-61;-88;-15;-27
36;489;-1;-5;-71;-90;-59;-881;-36;-71;-11;-59
36;501;-2;-13;-27;-92;?;-883;-36;-27;-19;-24
33;495;-18;0;-54;-76;-30;-891;-33;-54;-22;-30
19;494;-6;-1;?;-89;-34;-887;-19;-28;-20;-34
7;498;21;-9;23;-119;10;-882;-7;?;?;10
-25;497;-1;-5;39;-96;?;-884;25;39;-19;6
-14;494;-32;1;43;-64;13;-886;14;43;-16;13
7;481;-10;13;0;-81;24;-890;-7;0;-14;24
-44;485;1;6;9;-92;-3;-888;44;9;-16;-3
-57;500;-14;-7;80;-77;32;-888;57;80;-22;32
-12;481;-6;5;77;-81;51;-883;12;77;-9;51
-36;495;-29;-2;74;-55;55;-891;36;74;-20;?
22;491;-18;-1;-11;-63;39;-890;-22;-11;-17;39
92;465;41;22;41;-118;60;-905;-92;41;-23;60
-66;512;0;4;318;-73;207;-942;66;318;-76;207
-43;438;-35;21;66;-18;86;-833;?;66;59;86
160;404;-89;18;-160;42;-15;-750;-160;-160;151;-15
82;539;-92;-58;-201;?;-21;-828;-82;-201;18;-21
-84;543;41;-55;-409;-120;-161;-871;84;-409;-31;-161
-41;488;48;-3;-121;-127;-52;-882;41;-121;-14;-52
65;501;8;-10;55;-91;13;-883;?;55;-20;13
28;508;1;?;-32;-84;-30;-878;-28;-32;-18;-30
-50;489;?;11;4;-44;-42;-889;?;4;-15;-42
-61;487;-19;8;-76;-64;-80;-889;61;-76;-15;-80
-61;?;19;-7;-77;-107;-20;-890;61;-77;-25;-20
-44;489;7;3;17;-95;12;-896;44;17;-25;12
-30;486;-9;5;2;?;13;-894;30;2;-20;13
-27;487;-8;2;-22;-80;26;-890;27;-22;-18;26
-29;487;-10;4;-15;-78;17;?;29;-15;-20;17
-27;487;-8;3;-14;-79;23;-892;27;-14;?;23
-28;487;-9;3;-15;-79;22;-892;28;-15;-19;22
-40;490;-10;-1;-46;-80;-5;-891;40;-46;-20;-5
-23;481;-11;3;-17;-81;?;-885;23;-17;-10;-7
-23;473;-9;11;-15;-82;6;-890;?;-15;-12;6
-21;479;-9;8;?;-82;-6;-896;21;-19;-19;-6
20;479;-13;7;-12;-78;-20;-892;-20;-12;-15;-20
18;477;-19;?;-74;-73;-10;?;-18;-74;-15;-10
-12;479;?;7;-51;-73;0;-893;12;?;-16;0
-20;478;-13;6;-28;-77;1;-890;20;-28;-14;1
-12;481;-21;5;-35;?;-3;-893;12;-35;-17;-3
-3;482;?;?;-10;?;-30;-890;3;-10;-15;-30
6;477;-2;7;-30;-89;-37;-891;-6;-30;-14;-37
6;481;-13;7;-47;-78;6;-894;-6;?;?;6
-13;486;-13;0;-38;-77;25;-891;13;-38;-18;?
?;487;-9;-2;-36;-80;15;-889;19;-36;-17;15
-16;487;-11;-1;-36;-78;28;-890;16;?;-17;28
-16;487;-12;-1;-35;-78;12;-890;16;-35;-17;12
7;?;-19;4;-25;-72;3;-892;-7;-25;-16;3
17;479;-21;8;-24;-68;30;-892;-17;-24;?;30
-5;485;-17;4;-62;-71;10;-895;5;?;-20;10
2;487;-4;1;-89;-84;-3;-896;-2;-89;-23;-3
-3;484;5;1;-56;-94;-1;-891;3;-56;-19;-1
-17;485;-2;0;-19;-89;-10;-890;17;-19;-18;-10
-6;487;-9;1;-5;-83;1;?;6;-5;-21;1
-7;488;-9;1;-4;-83;1;-894;?;-4;-22;1
5;481;-9;6;-22;-81;1;-892;-5;-22;-17;1
-13;481;-8;4;-22;-82;-5;-891;?;-22;-16;-5
-23;487;-5;-2;-17;?;-8;-892;23;-17;-20;-8
28;484;-4;-1;-27;-87;?;-889;-28;-27;-15;3
36;486;-5;-2;-16;-87;11;-886;-36;-16;-14;11
-10;492;-5;-6;-13;-87;6;-891;10;-13;?;6
-19;491;-7;-4;-26;-85;-31;?;19;-26;-22;-31
21;485;-7;1;-16;-85;-41;-891;-21;-16;-19;-41
40;479;-7;6;-3;?;-43;-888;-40;-3;-13;-43
36;484;-6;3;-7;-86;-33;-892;-36;-7;-18;-33
16;491;-2;-2;-6;-91;1;-897;-16;-6;-26;1
-7;?;-7;3;-19;-83;?;-888;7;-19;-13;-7
13;481;-15;7;-52;?;-4;-892;-13;-52;-16;-4
4;484;-4;-1;-47;-89;2;-886;-4;-47;-14;2
-2;487;-6;-3;-36;-87;1;-884;2;-36;-13;1
16;488;-14;2;-47;-79;-15;-894;-16;-47;?;-15
16;484;-1;0;-37;?;-30;-887;-16;?;-13;-30
51;489;-1;-4;?;-91;?;-885;-51;-40;-15;8
58;491;-8;-3;-61;-85;-14;-885;-58;-61;-15;-14
46;?;-4;0;-41;-89;-25;-885;-46;-41;-15;-25
65;490;-12;6;-45;-82;12;-894;-65;-45;-23;12
?;497;-6;0;-65;-90;22;-890;-42;-65;-23;22
16;503;6;-8;-19;-104;22;-884;-16;-19;-22;22
27;494;-11;3;9;-86;-5;-884;-27;9;-16;-5
?;490;-5;4;-14;-90;5;-881;-12;-14;-12;5
6;495;2;0;-8;-98;24;-884;-6;?;-18;24
-2;494;-10;?;-11;-86;-16;-884;2;-11;-16;-16
-16;489;-4;4;-25;-90;?;-880;16;-25;-10;-38
13;489;-3;6;-7;?;-3;-888;-13;-7;-17;-3
?;497;-4;-1;-25;-93;12;-886;-20;-25;-21;12
9;497;-3;0;-47;-93;-34;-887;-9;-47;-21;-34
-1;490;-4;6;-18;-91;-23;-889;1;-18;-20;-23
-4;491;2;2;-9;-98;2;-884;4;-9;-16;2
18;487;5;6;-38;-101;-9;-884;-18;-38;-14;-9
36;485;0;?;-30;-98;0;-886;-36;-30;-14;0
51;494;0;3;-3;?;-9;-890;-51;-3;-22;-9
23;492;-2;4;-19;-97;0;-886;-23;-19;-19;0
-21;493;-3;3;3;?;-17;-883;21;3;-16;-17
7;496;3;0;22;-103;-53;-884;-7;22;-19;-53
25;489;3;6;-18;-103;-17;-884;-25;-18;-15;?
-5;490;-1;7;-27;-100;2;-888;5;-27;-19;2
11;496;-3;3;-19;-100;-17;-887;-11;-19;-21;-17
10;498;-4;?;-7;-98;-13;-883;-10;?;-19;-13
10;491;-3;5;-9;-98;12;-883;-10;-9;-15;12
12;489;-1;5;?;-100;19;-881;-12;2;-12;19
6;497;0;-2;24;-102;0;-880;-6;24;-15;0
35;?;-1;2;-18;-100;-10;-883;-35;-18;-17;-10
21;497;-6;2;-27;-95;-2;-886;-21;-27;-21;-2
23;498;-3;3;-2;-99;3;-889;-23;-2;-24;3
14;494;2;4;-13;-104;-2;-885;-14;-13;-19;-2
1;493;-5;5;-27;-98;-10;-884;-1;?;-17;-10
82;495;-4;4;-16;-100;1;-884;-82;-16;-18;1
76;499;1;-3;-4;-104;?;-878;-76;-4;-15;-3
5;498;-4;3;-23;-100;-28;-883;-5;-23;-19;-28
22;508;3;-4;-15;-108;14;-883;-22;-15;-25;14
-32;503;0;-2;-10;?;21;-878;32;-10;-18;21
-93;488;-9;12;-40;-93;-9;-882;93;-40;-12;-9
-40;493;3;2;-46;-108;21;-880;40;-46;?;21
-27;495;8;-1;-22;-114;17;-880;27;-22;?;17
-20;497;-4;2;0;?;1;-888;20;0;-23;1
-25;492;-8;6;-28;-99;-5;-889;25;-28;-21;-5
-18;490;-3;3;-41;-104;-24;-884;18;-41;-16;-24
2;495;2;-2;0;-110;-5;-884;-2;0;-19;-5
-27;488;2;5;-4;-110;11;-886;27;-4;-17;11
?;492;-2;-1;-12;-106;15;-882;?;-12;-15;15
?;492;-4;0;20;?;41;-883;-25;20;-17;41
3;488;-3;6;19;-104;24;-887;-3;19;-18;24
-10;495;0;-2;18;-106;-4;-885;10;18;-20;-4
-2;492;-1;2;11;-105;1;-886;2;11;-19;1
36;491;-4;5;-24;-102;-9;-886;-36;-24;-18;-9
32;499;-5;-3;-26;-100;-3;-883;-32;-26;-19;-3
23;493;-7;5;-27;-98;-1;-886;-23;-27;-19;?
27;491;-2;5;14;-103;-15;-882;-27;14;-15;-15
?;502;-4;-4;43;-101;-4;-880;-8;43;-18;-4
-19;501;-9;-1;-10;-96;0;-883;19;-10;-19;0
-19;?;5;-5;-17;-110;?;-878;19;-17;-16;0
11;499;10;-4;-4;?;12;-880;-11;-4;-19;12
19;491;?;4;-1;-101;-6;-881;-19;-1;-14;-6
45;491;-5;?;34;-99;-21;-885;?;34;-17;-21
73;505;-4;-3;41;-101;14;-885;-73;?;-24;14
58;513;-5;-15;13;-98;?;-871;-58;13;-15;41
41;510;0;-10;5;-101;7;?;-41;5;-15;7
-2;506;2;?;5;-103;-25;-878;2;5;-19;-25
-35;502;6;-2;14;-106;4;-874;35;14;-14;4
-43;501;6;0;30;-107;0;-878;43;30;-17;0
-50;503;1;0;7;-103;-19;-881;50;7;-20;-19
-26;499;-2;3;7;-99;1;-880;26;7;-16;1
11;495;-6;9;27;-94;2;-887;-11;27;-20;2
28;496;-3;7;-16;-97;-5;-886;-28;-16;-21;-5
23;497;1;2;-7;-102;?;-879;-23;-7;-15;-16
30;501;0;0;34;-100;1;-881;-30;34;-18;1
5;505;-4;-2;-9;-97;-7;-881;-5;-9;-20;?
-16;499;-1;4;-25;-98;-18;-882;16;-25;-18;-18
39;498;3;5;3;-102;37;-884;-39;3;?;37
39;507;?;-4;1;-96;4;-877;-39;1;-18;4
-12;507;-1;-6;21;-98;-29;-876;12;21;?;-29
4;500;0;2;13;-98;-22;-880;-4;13;-18;-22
-18;502;-5;2;-17;-93;-38;-882;18;-17;-19;-38
-50;501;2;1;-5;-100;11;-886;50;-5;?;11
-3;494;1;7;-5;-98;28;-884;3;-5;-17;28
0;497;1;3;13;-98;-3;-881;0;13;-16;-3
-2;500;4;-3;31;-100;24;-877;2;31;-15;?
-1;501;?;-1;20;-92;35;-879;1;20;-16;35
-15;500;-2;1;1;-93;?;-881;15;1;-17;-17
15;497;5;1;-6;-100;-11;-878;-15;-6;-13;-11
1;502;-5;-1;7;-91;25;-882;-1;?;-19;25
-7;499;-4;2;-19;-91;-20;-884;7;-19;-19;-20
?;493;2;6;-12;-98;-40;-884;-19;-12;-17;-40
30;493;-2;6;20;-94;-10;-886;-30;20;-18;-10
52;493;0;6;1;-96;1;-886;-52;1;-18;1
50;493;-1;6;3;-96;1;-886;-50;3;?;1
-3;494;0;5;3;-95;-11;-881;3;?;-14;-11
-30;502;10;-4;-27;-106;18;-878;30;-27;-17;18
4;505;5;-5;-8;-102;49;-880;-4;-8;-20;49
?;499;-5;2;0;-92;-1;?;-11;0;-17;-1
-6;495;2;4;-13;-98;-27;-882;6;-13;-15;-27
13;493;2;5;?;-98;8;-882;-13;22;-15;8
29;496;-1;3;10;-96;14;-885;-29;10;-19;14
6;498;3;1;-26;-100;13;-884;-6;-26;-20;13
-38;505;-1;-8;6;-96;26;-878;38;6;-18;26
-26;504;-7;-7;9;-91;17;-878;26;9;-17;17
16;493;-2;?;-4;-94;11;-884;-16;-4;-16;11
-3;498;0;2;23;-95;12;-886;3;23;-21;12
-5;500;-2;-2;19;-94;2;-881;5;19;-17;2
23;492;0;2;12;-94;5;-877;-23;12;-10;5
18;496;2;-1;-9;-96;11;-879;-18;-9;-14;11
-16;501;-1;-3;-7;-94;-4;-882;16;-7;-19;-4
-15;?;-1;1;24;-94;-9;-882;15;24;-16;-9
24;496;1;3;-19;-96;9;-885;-24;-19;-19;9
0;502;-4;0;-16;-91;14;-888;0;-16;-25;14
?;500;-1;-1;30;?;7;-882;32;30;-19;7
4;496;-2;1;-12;-93;17;-879;-4;-12;-14;17
25;497;-6;3;-30;-89;18;-885;-25;-30;-19;18
-7;497;0;3;?;-96;0;-886;7;16;-20;0
-3;497;6;2;10;-102;?;-884;3;10;-19;-1
39;497;9;0;-3;-106;3;-881;-39;-3;-17;3
12;497;-6;0;18;-90;-4;-876;?;18;-12;-4
-3;497;0;-1;3;-97;7;-875;3;3;-11;7
18;498;9;1;-15;-106;8;-881;-18;-15;-17;8
16;501;-7;3;5;-91;1;-886;-16;5;-21;1
42;497;1;6;7;-98;3;-884;-42;7;-19;3
49;491;0;10;-5;-96;-18;-882;-49;-5;-15;-18
23;506;-2;-3;-1;?;-4;-878;-23;-1;-18;-4
33;512;1;-9;8;-99;10;-874;-33;8;-18;10
20;502;-4;2;16;-91;2;-876;-20;16;-13;2
5;?;2;2;?;-97;11;-878;-5;5;-16;11
?;505;-1;-2;-23;-95;?;-873;-11;-23;-13;-8
-28;508;-3;-7;-16;-94;5;-867;28;-16;-10;5
0;511;4;-6;4;-101;3;-875;0;4;-19;?
?;504;-3;5;2;-94;?;-885;?;2;-23;-7
-49;501;-4;4;?;-93;11;-881;49;-5;-17;11
2;505;5;-2;4;-101;-8;-878;-2;4;-17;-8
3;504;2;1;24;-98;-12;-879;-3;24;-18;-12
-14;?;4;2;19;-100;-7;-879;14;19;-17;-7
1;505;6;-1;12;-102;-12;-880;-1;12;-20;-12
8;506;2;0;-2;-99;-6;-882;?;-2;-22;-6
14;501;1;6;-2;-97;14;-884;-14;-2;-20;14
-15;499;-1;6;24;-95;13;-882;15;24;-17;13
?;501;6;3;11;-102;-26;-881;8;11;-18;-26
28;502;3;4;?;-100;-11;-883;-28;0;-21;-11
18;503;-4;4;7;-93;?;-883;-18;7;-21;21
42;502;0;4;4;-96;6;-883;-42;4;-21;6
82;501;-2;7;4;?;37;-879;-82;4;-16;37
72;508;-5;3;?;-89;63;-875;-72;4;-16;63
72;517;1;-6;6;-95;0;-876;-72;6;-22;0
56;510;1;1;1;-93;-28;-870;-56;1;-13;-28
56;505;0;?;12;-92;10;-871;-56;12;-11;10
65;516;3;3;11;-96;19;-878;-65;11;?;19
-1;519;2;-2;6;-95;10;-868;1;6;?;10
-40;514;3;-1;?;-97;2;-864;40;16;-9;2
-9;511;8;6;-4;-103;-2;-875;9;-4;-19;-2
19;509;8;7;12;-102;?;?;-19;12;-17;5
12;510;1;4;22;-94;-7;-871;-12;22;-14;-7
37;519;0;0;3;-94;-4;-876;-37;3;-22;-4
34;523;0;?;15;?;11;-871;-34;15;-19;11
-33;521;-5;-5;8;-88;-7;-865;33;8;-13;-7
-32;524;-2;-8;-3;-92;-3;-867;32;-3;-17;-3
?;521;3;-5;-11;-98;-5;-870;44;-11;-19;-5
-63;515;2;-1;-16;-97;-26;-871;63;-16;?;-26
-64;517;3;-2;-16;-98;-16;-871;64;-16;-18;-16
-60;517;3;-2;-15;?;-20;-871;60;-15;-17;-20
-1;515;-1;-3;3;?;-31;-869;1;3;-14;-31
-26;515;-4;-2;-6;-93;-18;-873;26;-6;-18;?
-63;512;?;2;-22;-96;-31;-879;63;-22;?;-31
-41;507;4;1;-9;-101;-17;-871;41;-9;-13;-17
-24;505;3;3;-5;-99;-3;-874;24;-5;-14;-3
-6;505;3;?;5;-100;-30;-884;6;5;-22;-30
-8;507;5;-1;25;-102;1;-878;8;25;-18;1
12;506;-1;4;8;-95;29;?;-12;8;-23;29
1;503;-7;7;-13;-88;33;-885;-1;-13;-22;33
-18;503;-4;2;-1;-90;23;-877;18;-1;-16;23
-5;508;-8;0;-21;-86;-1;-880;5;-21;-19;-1
-6;507;-7;0;-17;-87;1;-880;6;-17;-19;1
5;501;4;4;35;-97;-14;-881;-5;35;-18;-14
-16;502;-3;3;-5;-90;-26;-881;16;-5;-18;-26
-29;501;-7;3;-18;-86;-10;?;29;-18;-15;-10
-14;496;1;?;26;-93;-12;?;14;26;-14;-12
-18;498;-2;5;11;-91;-7;-879;18;11;-14;-7
-17;499;-1;3;4;-91;10;-882;17;4;-17;10
-25;?;-1;2;13;-91;-4;-883;25;13;-19;-4
-30;501;-5;-2;22;-86;-8;-876;30;22;-13;-8
-25;491;4;6;21;-93;2;-878;25;21;-11;2
-11;492;15;6;-2;-104;-34;-884;11;-2;-17;-34
5;504;7;-6;-4;?;-35;-882;-5;-4;-20;-35
5;500;-4;0;5;?;8;-884;-5;5;-18;8
-2;495;-2;4;-4;-87;-2;-882;2;-4;-15;-2
-12;496;3;1;-5;-93;-18;-881;12;-5;-16;-18
7;497;6;2;-10;-96;-22;-885;-7;-10;-20;?
13;500;?;-1;-15;-94;-15;-885;-13;-15;-20;?
5;499;-1;0;-5;-89;-11;-884;-5;?;-18;-11
7;499;-1;0;-6;-89;-13;-884;-7;-6;-18;-13
-18;502;-3;-4;?;-88;?;-883;18;2;-19;42
6;496;-3;2;6;?;30;-886;-6;6;-19;30
2;493;1;4;5;-91;-7;-887;-2;5;-19;-7
-30;498;0;-1;0;-90;19;-886;30;0;-20;19
-5;499;-8;1;-38;-83;31;-890;5;-38;-23;31
?;499;-8;2;-41;-82;32;-890;5;-41;-24;?
13;500;-5;-4;7;-86;16;-885;-13;7;-20;16
35;511;-10;-17;8;-83;6;-881;-35;8;-22;6
-9;510;0;-16;10;-94;-7;-878;9;10;-20;-7
-42;494;10;1;11;-103;-5;-884;42;11;-18;?
-39;491;0;8;6;-93;10;-892;39;6;-22;10
-30;491;-2;5;44;-91;-7;-885;30;44;-16;-7
-18;490;-4;3;7;-87;-2;-882;18;7;-13;-2
-13;487;-10;8;-26;-79;-5;-887;13;-26;?;-5
22;493;-6;3;-11;-85;-4;-886;-22;-11;-18;-4
17;502;5;-7;-17;-97;10;-883;-17;-17;-20;10
-17;?;5;-1;-15;-97;-9;-884;17;-15;-18;-9
29;?;-5;4;-10;-88;12;-887;-29;-10;-19;12
30;497;-4;?;21;-89;33;-887;-30;21;?;33
9;496;-1;2;7;-91;-7;-887;-9;7;-21;-7
12;497;1;1;-18;-93;-17;-883;-12;-18;-18;-17
-23;494;11;1;-3;-103;-11;-882;23;-3;-16;-11
-18;495;10;1;-5;-102;-10;-882;18;-5;-16;-10
5;501;4;-4;-5;-95;19;-879;-5;-5;-16;19
-1;495;7;4;-10;-98;-7;-886;?;-10;?;-7
18;496;6;2;6;?;-42;-884;-18;6;-19;-42
1;505;-1;-8;-8;-92;-18;-878;-1;-8;-17;-18
-26;502;1;-5;-21;-94;2;-879;26;-21;-17;2
24;499;-1;-2;23;-92;1;-880;-24;23;-15;1
30;501;-5;-2;11;-88;-9;-884;-30;11;-19;-9
-29;499;5;-3;3;-98;-3;-878;29;3;-15;-3
-31;500;5;-4;-5;-100;2;-878;31;-5;-15;2
?;501;-4;1;-31;-91;1;-888;15;?;-23;1
-18;501;-1;-1;-24;-94;0;-885;?;-24;-21;0
-37;505;-1;-6;-16;-95;0;-884;37;-16;-22;0
-50;500;1;0;2;-96;18;-886;50;2;-21;18
6;493;6;3;12;-100;18;-883;-6;12;-17;18
22;?;3;-4;46;-97;5;-879;-22;46;-16;5
3;502;0;-7;46;-92;-1;-877;-3;46;-15;-1
2;495;1;1;3;-91;2;-880;-2;3;-13;2
-26;496;-3;2;4;-87;28;-885;26;4;-18;28
?;505;-5;-5;-17;-87;31;-886;0;-17;-24;31
26;498;-2;0;-26;-89;-3;-883;-26;-26;-18;-3
11;497;1;?;?;-92;-5;-879;-11;-12;-14;-5
34;501;-4;-3;-32;-88;0;-878;-34;-32;-14;0
11;495;-1;5;-23;-92;2;-884;-11;-23;-17;2
-29;497;5;3;4;-98;12;-886;29;?;-20;12
20;495;-7;4;-9;-87;-9;-882;-20;-9;-16;-9
34;492;3;4;-17;-96;8;-880;-34;-17;-13;8
-19;?;2;0;4;-97;15;-879;19;4;-13;15
-23;500;-12;-4;1;-84;-14;-877;23;1;-13;-14
6;501;2;-4;-5;-98;-9;?;-6;-5;-17;-9
26;497;6;2;21;-101;-9;-886;-26;21;-20;-9
14;501;-3;-2;23;-93;4;-883;-14;23;-19;4
-3;?;-5;2;?;?;8;?;3;?;-17;8
?;496;0;4;25;-94;-19;-886;-16;25;-20;-19
24;496;3;0;3;-96;-1;-879;?;?;-14;-1
5;492;-4;?;-36;-87;10;-876;-5;-36;-8;10
12;497;-4;3;-1;-88;-18;-884;-12;-1;-18;-18
20;491;2;7;-4;-93;-10;-885;-20;-4;-16;-10
8;493;2;3;-19;-94;-22;-882;-8;-19;-16;-22
3;498;0;?;4;-92;-22;-884;-3;4;-19;-22
-9;491;0;6;16;-91;0;-883;9;16;?;0
4;501;-1;-3;25;-91;-29;-882;-4;25;-18;-29
37;?;?;-6;33;-89;-11;-879;-37;33;-17;-11
15;495;?;1;36;-96;31;-880;-15;36;-14;31
5;498;?;-3;-1;-98;20;-878;-5;-1;-14;20
-3;501;-3;-3;-10;-87;7;-878;3;-10;-15;7
-15;499;-2;2;17;-89;-14;-884;15;17;-19;-14
15;499;7;-1;15;-97;-20;-882;-15;15;-18;-20
9;500;4;-3;17;-95;23;?;-9;17;-15;23
7;496;0;3;-1;-90;31;-884;-7;-1;-18;31
15;496;4;2;-2;-94;13;-885;-15;-2;-19;13
-19;503;6;-6;-15;-98;9;-883;19;-15;-21;9
-13;499;4;-3;-22;-95;-12;-881;13;-22;-17;-12
5;490;3;6;4;-93;-11;?;-5;4;-12;-11
-10;498;3;-1;-23;-95;10;-884;10;-23;-19;10
25;503;2;-7;2;-95;3;-881;-25;2;-19;3
22;493;5;0;26;-97;8;-880;-22;26;-13;8
-25;489;8;4;0;-100;22;-882;25;0;-13;22
10;?;8;3;29;-100;9;-880;-10;29;-11;9
9;489;8;3;28;-100;10;?;-9;28;-11;10
-33;493;2;1;-5;?;8;-882;33;-5;-15;8
8;496;-3;2;7;-90;-13;-887;-8;7;-20;-13
19;493;-3;3;13;-89;3;-887;-19;13;-19;3
-11;494;0;?;3;-93;7;-885;11;3;-18;7
6;499;4;-5;4;-98;-9;-883;-6;4;-19;-9
6;498;4;-5;-4;-98;9;-880;-6;-4;-15;9
-4;492;5;3;-2;-98;6;?;4;-2;-18;6
-14;491;3;?;27;?;-6;-886;14;27;-18;-6
-16;494;0;0;55;-93;-12;-882;16;55;-15;?
-19;493;1;2;33;-94;?;-885;19;33;-17;-4
-4;493;1;3;-17;-93;10;-888;?;-17;-20;10
35;495;0;2;-19;-91;-7;-888;-35;-19;-21;-7
27;494;0;1;8;-92;-4;-884;-27;8;-17;-4
36;499;3;-2;19;-96;3;-885;-36;19;?;3
-4;499;0;?;7;-93;1;-887;4;7;-22;1
-48;492;-2;4;-8;-89;-2;-886;48;-8;-17;-2
17;493;1;2;-16;-93;?;-888;-17;-16;-20;-20
31;498;0;-2;-10;-94;-13;-886;-31;-10;-21;-13
14;499;1;-3;25;-95;1;-884;-14;25;-19;1
18;493;8;0;29;-101;-4;-882;-18;?;-15;-4
?;492;3;2;-10;-96;-12;-882;?;-10;-15;-12
14;493;?;3;3;-94;-7;-886;-14;3;-18;-7
-6;?;5;3;25;-97;1;-884;6;25;-16;1
-8;494;?;0;-18;-92;-8;-883;?;-18;-16;-8
-8;498;-1;-2;-26;-93;-5;-885;8;-26;-20;-5
-32;500;8;-5;3;-102;9;-885;32;?;-22;9
-12;497;4;-3;13;-99;8;-883;12;13;-18;?
29;491;0;4;-38;-95;-15;-884;-29;-38;-16;-15
6;495;2;0;-37;-97;-30;-886;-6;-37;-19;?
-18;?;-2;-4;52;-96;2;-883;18;52;-19;2
-8;493;-4;?;3;-93;21;-884;8;3;-17;21
-12;494;-3;-2;-17;-94;-7;-880;12;-17;-14;-7
-14;488;-2;4;18;-94;0;-884;14;18;-15;0
7;493;9;-1;-7;-105;19;-887;-7;?;-20;19
-15;?;0;-8;?;-97;-17;-882;15;-14;-17;-17
-82;488;-11;3;-82;-83;-34;-883;82;-82;-13;-34
-91;506;27;-22;-84;?;-18;-877;91;-84;-20;-18
-47;477;8;19;-25;-105;-28;-907;47;-25;-30;-28
-25;445;-11;52;19;-84;-22;-918;25;19;-22;-22
-28;486;?;-6;18;-119;13;-884;28;18;-16;13
-19;?;5;-6;-51;-105;-6;-891;19;-51;-22;-6
-5;483;9;-1;-41;-110;-36;-890;5;-41;-19;-36
-20;495;5;-17;-1;-108;6;-881;20;-1;-17;?
-28;480;-9;3;8;-92;9;?;?;8;-16;9
-10;476;?;6;-3;-93;-42;-891;10;?;-14;-42
19;483;-7;0;-25;-94;-13;-893;-19;-25;-19;-13
38;473;10;6;-7;-111;30;-891;-38;-7;-14;30
12;477;0;1;-17;-102;-4;-885;-12;-17;-11;-4
9;477;-4;5;-32;-98;-31;-892;-9;-32;?;-31
42;475;12;8;-18;-115;-8;-895;-42;-18;-20;-8
46;483;9;-2;-18;-114;-16;-888;-46;-18;-18;-16
38;486;9;?;-37;-114;-17;-886;-38;-37;-17;-17
47;491;11;-8;-30;-118;18;-884;-47;-30;-18;18
38;484;5;3;10;-112;9;?;-38;10;-18;9
6;484;7;3;12;-115;-3;-889;-6;12;-19;-3
15;496;6;-9;25;-114;1;-884;-15;25;-20;1
25;494;?;-4;15;-113;4;-887;-25;15;-21;4
16;492;6;-3;-14;-114;32;-886;-16;-14;-19;32
26;490;-4;0;30;-103;35;-885;-26;30;-17;35
11;485;-1;8;14;?;12;-890;-11;14;-19;?
8;488;-1;4;-24;-106;15;-887;-8;-24;-18;15
17;?;-4;4;-25;-102;-1;-887;-17;-25;-18;-1
16;489;6;3;-8;-115;?;-889;-16;-8;-21;-20
15;497;6;-7;25;-116;-9;-884;-15;25;-20;-9
-5;490;2;0;24;-112;-9;-884;5;24;-16;-9
14;484;7;?;33;-115;-3;-882;-14;?;-13;-3
32;487;1;3;-11;-109;7;-884;?;-11;-15;7
26;483;-2;9;-28;-106;30;?;-26;-28;-18;30
39;487;2;4;21;-110;13;-887;-39;21;-18;13
27;497;-1;-4;15;-108;0;-884;-27;15;-20;0
-3;?;-2;-3;13;-106;50;-883;3;13;-18;50
-3;494;-1;1;11;-106;?;-887;?;11;-21;10
14;?;0;4;1;-106;-4;-887;-14;1;-19;-4
12;490;7;3;4;-112;4;-885;-12;4;-18;4
5;494;5;-2;-20;-110;-31;-883;-5;-20;-18;-31
5;493;-9;1;-26;-98;-11;-886;-5;-26;-18;-11
2;489;-8;8;-6;-99;-1;-891;-2;-6;-21;-1
25;484;1;?;-18;-106;17;-883;-25;-18;-13;17
37;490;-9;4;-24;-98;7;-885;-37;-24;-16;7
1;495;-7;0;-14;-102;-7;-886;-1;-14;-20;-7
-16;493;3;-2;-15;-112;10;-880;16;-15;-15;10
13;495;-7;0;3;-102;1;-886;-13;3;-19;1
29;493;-7;0;10;-100;?;-880;-29;10;-14;14
17;490;-2;3;-16;-104;-19;-882;-17;-16;-15;-19
18;492;6;-1;-24;-113;-16;-880;-18;?;-15;-16
9;490;6;0;5;-114;13;-877;?;5;-11;13
-6;490;-2;6;14;-106;1;-886;6;14;-18;1
3;495;1;-2;-4;-110;11;-882;-3;-4;-17;11
5;494;-3;0;-6;-105;-10;-884;-5;-6;-18;-10
10;?;-3;5;-10;-104;16;-886;-10;-10;-18;16
15;490;3;4;-14;-110;22;-886;-15;-14;-18;22
0;495;7;-1;14;?;3;-884;0;14;-20;3
-6;497;6;-5;?;?;43;-880;6;13;-17;43
3;495;-5;1;11;-103;18;-885;-3;11;-19;18
-4;496;-6;1;67;-102;-19;-886;4;67;-20;?
-45;491;-1;4;55;-106;-11;-886;45;55;-19;?
-40;489;1;3;13;-106;12;-882;40;13;-15;12
