InertialMeasurementUnit RLA Quaternion1;InertialMeasurementUnit LLA Quaternion4;InertialMeasurementUnit LLA Quaternion2;InertialMeasurementUnit RUA Quaternion1;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;Accelerometer HIP accY;InertialMeasurementUnit R-SHOE Body_Az
91.0;-294.0;?;?;20;?;924.0;801
86.0;-295.0;37.0;-221.0;16;20;?;?
82.0;-297.0;38.0;?;17;?;953.0;798
79.0;-296.0;?;-223.0;19;-39;935.0;803
77.0;-296.0;?;-225.0;17;-16;951.0;801
75.0;-296.0;?;?;?;13;932.0;797
?;-297.0;?;?;23;-2;908.0;?
72.0;-298.0;53.0;-229.0;?;-10;962.0;799
74.0;?;?;-230.0;12;?;916.0;797
74.0;?;58.0;?;22;-39;952.0;802
75.0;-301.0;59.0;-230.0;24;-1;?;797
?;-302.0;?;-229.0;19;12;?;799
77.0;?;?;-229.0;26;-6;881.0;805
78.0;-307.0;61.0;-228.0;23;-30;944.0;797
80.0;-309.0;?;?;?;7;984.0;794
83.0;-309.0;?;-225.0;21;31;?;796
85.0;-309.0;62.0;-224.0;19;3;926.0;802
85.0;-310.0;64.0;?;?;-15;925.0;807
?;-312.0;?;?;23;-32;909.0;800
85.0;?;69.0;?;17;-14;?;?
86.0;?;71.0;-225.0;21;38;933.0;799
85.0;-314.0;73.0;-225.0;?;14;958.0;?
84.0;?;?;-226.0;5;-17;963.0;797
82.0;-314.0;76.0;-227.0;0;9;971.0;798
80.0;-314.0;78.0;-228.0;19;?;938.0;?
?;-315.0;79.0;-229.0;26;8;912.0;799
78.0;?;80.0;?;?;17;928.0;?
76.0;-315.0;80.0;-231.0;22;-16;955.0;800
75.0;-314.0;79.0;-231.0;21;-33;925.0;803
74.0;-315.0;79.0;-232.0;15;?;938.0;802
73.0;-316.0;80.0;-233.0;?;-7;958.0;?
71.0;-315.0;?;?;?;29;918.0;802
?;-315.0;81.0;-235.0;16;1;948.0;?
67.0;-316.0;82.0;-236.0;?;?;956.0;802
66.0;-317.0;85.0;-237.0;21;?;953.0;803
65.0;-318.0;?;-237.0;19;6;?;798
64.0;?;?;-238.0;?;10;934.0;801
65.0;?;94.0;-238.0;12;3;928.0;799
66.0;-326.0;95.0;-238.0;9;?;?;797
66.0;-326.0;95.0;-238.0;19;57;?;?
65.0;-326.0;95.0;-238.0;34;40;959.0;?
64.0;-326.0;96.0;-239.0;?;13;?;802
63.0;-327.0;98.0;-240.0;24;40;927.0;803
62.0;-327.0;?;-240.0;20;-9;933.0;803
?;?;100.0;?;22;-31;943.0;800
63.0;?;101.0;-241.0;21;-8;956.0;803
63.0;?;?;-241.0;17;?;938.0;804
63.0;-326.0;101.0;-240.0;18;-7;964.0;801
64.0;-325.0;101.0;?;23;10;955.0;807
66.0;-324.0;100.0;?;22;?;?;810
?;?;100.0;?;16;1;986.0;803
?;-326.0;101.0;-236.0;20;-13;958.0;?
70.0;-325.0;101.0;-235.0;23;9;948.0;796
73.0;?;101.0;-233.0;19;7;959.0;802
73.0;-325.0;101.0;-233.0;18;-10;?;?
?;-324.0;100.0;-232.0;17;-2;964.0;792
74.0;?;99.0;-231.0;?;-5;966.0;795
73.0;?;98.0;-231.0;22;-10;?;797
73.0;-324.0;98.0;?;?;5;?;?
72.0;-324.0;97.0;-230.0;17;9;946.0;790
71.0;-324.0;97.0;-230.0;24;0;954.0;799
?;-326.0;97.0;-231.0;23;-9;948.0;799
67.0;-328.0;97.0;-231.0;13;?;?;?
66.0;-329.0;96.0;?;20;10;938.0;794
?;?;95.0;-230.0;25;19;927.0;795
65.0;-331.0;93.0;-230.0;21;-16;929.0;795
64.0;-332.0;90.0;-229.0;24;?;?;795
63.0;-333.0;87.0;-229.0;17;13;?;797
61.0;-334.0;85.0;-229.0;19;15;960.0;792
61.0;-335.0;86.0;?;28;15;946.0;794
?;?;89.0;-229.0;20;15;960.0;?
?;-338.0;92.0;-230.0;20;-11;945.0;800
?;-338.0;94.0;?;21;-1;940.0;794
60.0;-339.0;?;-231.0;13;-9;946.0;802
?;?;96.0;-231.0;14;2;953.0;?
?;-336.0;96.0;-231.0;?;1;949.0;803
?;-334.0;96.0;-231.0;22;-37;947.0;806
?;-333.0;95.0;-230.0;16;-6;937.0;803
63.0;-330.0;?;?;14;39;?;805
64.0;?;94.0;?;23;?;?;797
?;-325.0;93.0;?;24;-13;947.0;?
?;-323.0;92.0;-228.0;22;20;948.0;801
68.0;-322.0;92.0;-227.0;25;?;963.0;800
70.0;-320.0;?;?;22;9;937.0;801
?;-318.0;91.0;?;21;8;946.0;803
73.0;-317.0;92.0;-225.0;18;18;953.0;?
73.0;-317.0;93.0;-225.0;16;20;?;799
73.0;-318.0;?;-225.0;?;-3;925.0;798
73.0;-318.0;94.0;-226.0;15;-20;958.0;?
72.0;-319.0;95.0;-228.0;20;0;948.0;805
71.0;-320.0;96.0;-229.0;?;-6;944.0;801
69.0;?;?;?;23;-11;920.0;802
67.0;-323.0;97.0;-231.0;17;?;929.0;805
?;-324.0;98.0;?;17;-6;940.0;?
63.0;?;98.0;-232.0;20;-28;?;799
61.0;-325.0;98.0;?;21;9;944.0;805
58.0;-325.0;99.0;-235.0;22;14;?;?
56.0;-326.0;101.0;-236.0;22;?;946.0;795
55.0;-326.0;102.0;-237.0;20;-2;919.0;800
54.0;-326.0;103.0;-237.0;18;-14;?;798
54.0;-326.0;104.0;-238.0;?;6;944.0;800
?;-325.0;104.0;-238.0;22;30;934.0;?
53.0;-325.0;103.0;-238.0;24;-8;928.0;?
53.0;-324.0;103.0;-238.0;18;-27;958.0;802
53.0;-325.0;103.0;-238.0;14;?;959.0;805
54.0;?;103.0;-238.0;19;?;942.0;?
55.0;-326.0;103.0;-238.0;22;?;947.0;?
55.0;-326.0;103.0;-237.0;20;10;919.0;?
56.0;?;?;-237.0;17;1;955.0;810
56.0;-327.0;102.0;-236.0;?;10;916.0;805
57.0;-327.0;101.0;?;21;22;943.0;795
?;-325.0;99.0;-235.0;?;2;976.0;802
58.0;-324.0;98.0;?;17;-11;967.0;805
59.0;?;99.0;-233.0;21;-11;918.0;801
60.0;?;100.0;-234.0;16;2;919.0;802
60.0;-324.0;100.0;-233.0;23;22;950.0;800
61.0;-324.0;?;?;22;10;950.0;798
61.0;-322.0;99.0;-232.0;19;0;?;801
61.0;-321.0;98.0;-232.0;?;-2;936.0;803
60.0;-321.0;98.0;-233.0;14;-19;?;803
60.0;-320.0;98.0;?;14;?;?;?
61.0;-319.0;?;-233.0;19;19;917.0;?
61.0;-319.0;98.0;?;15;-3;932.0;802
62.0;-318.0;97.0;-232.0;15;-24;949.0;803
63.0;-316.0;96.0;?;18;?;?;801
64.0;?;95.0;-230.0;21;?;?;799
64.0;-314.0;95.0;?;17;-6;949.0;?
63.0;-313.0;?;-230.0;17;?;898.0;801
63.0;?;96.0;?;20;9;942.0;796
63.0;-314.0;?;?;19;12;?;794
62.0;-313.0;97.0;-232.0;?;20;945.0;797
61.0;-314.0;97.0;-233.0;17;5;930.0;802
59.0;-315.0;97.0;-234.0;17;-18;?;801
58.0;-315.0;97.0;-234.0;20;-13;890.0;797
60.0;-315.0;?;?;18;?;?;803
61.0;-314.0;95.0;-234.0;?;21;?;801
60.0;-315.0;95.0;-234.0;19;10;974.0;797
60.0;-315.0;?;-235.0;16;-16;926.0;806
60.0;-316.0;98.0;-235.0;19;-20;920.0;801
?;-318.0;100.0;-236.0;20;5;?;798
59.0;-319.0;101.0;?;19;4;943.0;799
57.0;-320.0;101.0;-238.0;?;-11;934.0;?
?;-321.0;100.0;-238.0;17;?;936.0;801
55.0;-321.0;?;-238.0;18;-13;938.0;805
54.0;-322.0;98.0;-239.0;?;-28;927.0;?
52.0;-322.0;98.0;-240.0;20;27;928.0;798
?;-323.0;101.0;?;?;46;898.0;799
?;-326.0;105.0;-246.0;23;17;927.0;792
40.0;-328.0;111.0;-250.0;?;?;918.0;796
37.0;?;115.0;-252.0;13;-23;939.0;?
33.0;-334.0;119.0;?;18;13;?;795
29.0;-336.0;120.0;-256.0;18;24;?;796
25.0;-338.0;?;-259.0;15;-4;911.0;?
20.0;?;119.0;-261.0;?;23;911.0;803
16.0;-343.0;120.0;-263.0;16;13;914.0;?
12.0;-346.0;121.0;?;24;-19;?;799
8.0;-349.0;?;-269.0;22;-10;942.0;800
5.0;-352.0;123.0;-271.0;14;4;916.0;799
2.0;-354.0;125.0;?;16;-5;931.0;796
0.0;?;128.0;?;18;?;883.0;799
-1.0;-359.0;131.0;-275.0;20;26;920.0;799
-1.0;-361.0;135.0;-276.0;21;41;910.0;798
-1.0;-362.0;137.0;-277.0;18;?;918.0;?
-2.0;?;140.0;-278.0;18;-45;?;798
-2.0;-364.0;142.0;?;?;-9;?;799
-4.0;-365.0;145.0;-282.0;19;-1;906.0;801
-6.0;-367.0;148.0;-283.0;?;-3;?;801
?;-367.0;150.0;-285.0;20;23;?;795
-12.0;-368.0;152.0;?;20;-6;?;?
-17.0;-370.0;155.0;-291.0;19;-13;927.0;799
-21.0;-372.0;158.0;-294.0;18;?;918.0;795
-28.0;-374.0;159.0;-297.0;19;0;926.0;795
-33.0;-377.0;161.0;-300.0;22;?;913.0;?
-37.0;-379.0;?;-303.0;19;19;909.0;804
-40.0;-381.0;?;-305.0;25;1;891.0;799
-42.0;-384.0;164.0;-306.0;21;20;910.0;797
-43.0;-386.0;?;-307.0;?;15;912.0;?
-43.0;?;163.0;-307.0;?;0;922.0;805
-42.0;-389.0;163.0;-306.0;18;17;948.0;794
?;-389.0;?;?;16;10;889.0;795
-38.0;?;161.0;-304.0;20;?;919.0;801
?;-389.0;162.0;-302.0;19;4;?;803
-31.0;-391.0;164.0;-301.0;22;-17;901.0;807
-29.0;?;?;-299.0;22;-21;897.0;807
-25.0;-388.0;163.0;-297.0;18;33;929.0;803
-22.0;-388.0;163.0;-296.0;17;?;922.0;802
-21.0;-387.0;163.0;-295.0;17;?;959.0;802
-19.0;?;?;-294.0;?;-7;939.0;799
-18.0;-385.0;162.0;-292.0;16;-7;914.0;797
?;-384.0;?;-292.0;?;10;904.0;801
-18.0;-383.0;164.0;-292.0;20;-24;921.0;804
-18.0;-383.0;164.0;-293.0;25;?;928.0;805
-19.0;-384.0;164.0;?;17;10;925.0;?
?;-383.0;163.0;-293.0;17;?;936.0;801
?;-381.0;161.0;-292.0;19;?;928.0;807
-18.0;-381.0;?;-292.0;18;0;918.0;807
-18.0;-383.0;157.0;-292.0;22;-9;?;807
-19.0;-382.0;155.0;?;23;-1;937.0;801
-18.0;-379.0;153.0;?;13;17;911.0;800
?;-378.0;?;-288.0;18;4;?;805
?;-376.0;?;-287.0;22;?;927.0;803
-11.0;-373.0;152.0;-285.0;15;13;915.0;803
-8.0;-372.0;?;?;25;-33;951.0;803
-5.0;?;152.0;?;21;9;924.0;802
-2.0;-371.0;152.0;-283.0;18;?;939.0;?
1.0;?;?;-281.0;24;-27;943.0;803
4.0;-374.0;148.0;-281.0;11;?;932.0;805
6.0;-375.0;145.0;?;14;?;?;805
8.0;-376.0;?;-277.0;35;62;920.0;806
8.0;?;138.0;-276.0;35;26;957.0;805
8.0;-376.0;136.0;-276.0;28;?;960.0;799
9.0;-375.0;135.0;-274.0;34;?;908.0;?
?;-374.0;135.0;-273.0;32;-2;968.0;801
14.0;?;135.0;-272.0;21;-21;961.0;801
17.0;-372.0;?;?;18;-4;?;799
18.0;-371.0;138.0;-271.0;14;-11;920.0;?
18.0;-367.0;?;-271.0;?;-38;926.0;796
18.0;-367.0;?;-270.0;?;-8;933.0;800
20.0;-366.0;139.0;?;?;20;?;803
22.0;-364.0;137.0;-268.0;15;-6;917.0;803
23.0;-363.0;135.0;?;18;-19;947.0;805
23.0;-362.0;?;-265.0;?;-20;939.0;?
24.0;-363.0;132.0;?;15;3;921.0;?
26.0;-362.0;130.0;?;19;18;941.0;803
28.0;-361.0;128.0;-261.0;?;?;949.0;?
30.0;-362.0;128.0;-259.0;22;-5;?;803
31.0;-362.0;?;-258.0;20;11;947.0;?
32.0;-360.0;126.0;-257.0;24;5;909.0;799
33.0;-360.0;126.0;-256.0;26;-1;949.0;802
34.0;-359.0;126.0;?;?;14;960.0;802
35.0;-358.0;126.0;-254.0;21;20;930.0;795
35.0;-357.0;127.0;-254.0;22;7;955.0;?
35.0;-355.0;?;-254.0;16;26;934.0;?
?;-353.0;125.0;-254.0;14;-8;951.0;801
?;-351.0;?;-254.0;?;?;943.0;797
32.0;-350.0;?;-255.0;22;16;949.0;806
31.0;-350.0;?;-255.0;20;-20;937.0;?
?;-351.0;123.0;-256.0;20;26;920.0;803
29.0;-351.0;121.0;?;17;38;944.0;808
28.0;-351.0;118.0;-255.0;19;11;936.0;802
29.0;-352.0;116.0;-254.0;?;23;947.0;798
?;-354.0;?;-254.0;21;?;928.0;806
29.0;-354.0;112.0;-254.0;22;-9;945.0;809
30.0;-355.0;111.0;-253.0;24;?;928.0;800
31.0;-356.0;112.0;-252.0;25;-11;947.0;798
32.0;?;113.0;-252.0;25;?;937.0;802
32.0;-359.0;114.0;-252.0;21;?;944.0;802
31.0;?;115.0;-253.0;21;-28;927.0;803
31.0;-360.0;?;-252.0;21;-2;933.0;803
31.0;-360.0;117.0;-252.0;17;-7;919.0;800
30.0;-360.0;117.0;?;18;?;937.0;805
28.0;?;117.0;?;19;-10;?;804
28.0;-359.0;?;?;19;9;941.0;798
27.0;?;116.0;-253.0;21;29;932.0;801
27.0;-359.0;116.0;?;19;3;941.0;801
27.0;-358.0;115.0;-254.0;21;5;925.0;?
27.0;-358.0;115.0;?;20;5;938.0;?
?;-358.0;115.0;-253.0;20;-19;912.0;803
?;-357.0;115.0;-253.0;16;?;923.0;807
28.0;-356.0;?;-252.0;?;-1;927.0;807
29.0;-356.0;114.0;-252.0;24;-20;?;809
29.0;-355.0;113.0;-251.0;16;-24;928.0;805
29.0;-355.0;113.0;-251.0;?;-40;935.0;806
29.0;-354.0;114.0;?;?;11;?;?
30.0;?;113.0;-250.0;15;?;933.0;?
31.0;?;?;-249.0;22;-31;917.0;801
32.0;-351.0;?;-248.0;?;-9;?;803
33.0;?;110.0;-247.0;16;8;930.0;800
35.0;-348.0;109.0;-246.0;21;-10;?;803
36.0;?;?;-246.0;?;-11;925.0;807
?;?;106.0;?;21;-7;?;806
38.0;-344.0;106.0;-245.0;?;10;921.0;803
?;-344.0;107.0;-245.0;17;-13;928.0;?
38.0;-344.0;?;?;17;-29;925.0;803
38.0;-343.0;107.0;-246.0;18;?;936.0;803
37.0;-344.0;107.0;-246.0;20;12;937.0;797
35.0;-344.0;106.0;-246.0;19;?;937.0;802
33.0;-345.0;106.0;-248.0;17;-19;917.0;803
32.0;-346.0;105.0;-248.0;16;-28;910.0;799
29.0;?;105.0;-250.0;20;?;928.0;801
28.0;-349.0;105.0;-251.0;21;9;941.0;?
26.0;?;105.0;-252.0;16;5;939.0;804
?;-354.0;107.0;?;15;5;917.0;807
25.0;-356.0;108.0;-253.0;17;-39;?;803
25.0;-357.0;109.0;-254.0;16;?;914.0;?
25.0;-358.0;111.0;-254.0;?;27;?;801
25.0;-359.0;113.0;?;12;12;934.0;801
?;-358.0;?;-254.0;15;?;929.0;803
27.0;-357.0;?;-254.0;24;-13;?;801
28.0;-355.0;117.0;-254.0;20;-12;931.0;799
?;-353.0;119.0;-254.0;21;16;918.0;799
?;-350.0;?;-254.0;21;12;?;804
28.0;?;121.0;-255.0;13;?;926.0;801
?;-344.0;122.0;-255.0;20;?;937.0;799
29.0;-341.0;123.0;-255.0;23;19;947.0;805
29.0;-338.0;?;-256.0;17;11;944.0;798
29.0;-337.0;124.0;-255.0;24;?;925.0;?
30.0;-335.0;123.0;?;21;-18;927.0;801
30.0;-334.0;121.0;-255.0;16;-9;911.0;802
30.0;-334.0;120.0;-255.0;22;10;934.0;800
30.0;-334.0;118.0;-255.0;18;-11;951.0;801
?;-336.0;117.0;?;16;5;932.0;801
?;?;?;-254.0;21;19;934.0;802
31.0;-340.0;115.0;-254.0;18;-14;?;808
32.0;?;114.0;-254.0;12;-11;937.0;?
33.0;-344.0;114.0;-253.0;16;13;921.0;797
?;?;114.0;-253.0;23;10;931.0;803
34.0;-348.0;115.0;-253.0;18;?;948.0;800
36.0;-349.0;116.0;-253.0;14;9;?;798
35.0;-350.0;?;-253.0;20;16;?;804
34.0;-349.0;119.0;-254.0;24;?;954.0;803
33.0;?;120.0;?;20;?;926.0;801
32.0;-351.0;122.0;?;19;0;928.0;803
31.0;?;123.0;-256.0;19;2;?;803
30.0;-350.0;122.0;-256.0;15;-16;943.0;?
30.0;?;122.0;?;?;-15;?;799
29.0;-351.0;121.0;-256.0;20;10;948.0;802
28.0;-352.0;121.0;-256.0;19;19;?;808
29.0;-352.0;121.0;-256.0;?;?;922.0;809
29.0;?;120.0;-255.0;?;1;923.0;802
30.0;-353.0;121.0;-255.0;?;3;949.0;802
?;-352.0;121.0;-254.0;?;17;942.0;806
?;?;121.0;-254.0;19;0;943.0;800
31.0;-351.0;?;-253.0;22;-7;946.0;800
32.0;-350.0;121.0;-253.0;21;19;956.0;805
32.0;-349.0;121.0;-253.0;20;?;919.0;803
33.0;-349.0;121.0;-253.0;20;-10;928.0;802
?;?;121.0;?;24;-8;936.0;802
33.0;-350.0;121.0;-254.0;25;6;938.0;?
?;-350.0;?;-255.0;19;8;?;801
31.0;-350.0;121.0;-255.0;19;?;954.0;801
29.0;-351.0;?;-256.0;25;20;?;802
28.0;-352.0;122.0;-256.0;22;4;919.0;803
27.0;-351.0;122.0;-257.0;?;16;926.0;802
?;-351.0;122.0;?;17;38;942.0;?
27.0;-351.0;123.0;-258.0;17;-16;?;803
26.0;-351.0;?;?;20;-24;926.0;801
26.0;?;125.0;?;22;22;926.0;802
25.0;-352.0;125.0;-260.0;22;31;?;?
25.0;-351.0;125.0;?;?;7;?;?
?;-351.0;?;-261.0;19;?;?;801
24.0;?;126.0;-261.0;20;?;?;801
24.0;-350.0;125.0;-260.0;21;-8;956.0;802
24.0;-350.0;125.0;-260.0;21;-13;946.0;805
?;-349.0;?;?;19;-7;?;799
24.0;-350.0;125.0;?;?;-18;916.0;797
24.0;-350.0;125.0;-259.0;17;-33;934.0;?
24.0;?;?;-259.0;?;-19;944.0;803
24.0;-351.0;?;-259.0;20;?;?;804
25.0;-352.0;127.0;-260.0;20;-2;951.0;808
26.0;-353.0;128.0;-260.0;17;5;934.0;801
26.0;-354.0;129.0;?;18;-12;930.0;?
27.0;-355.0;130.0;-259.0;?;-16;939.0;805
27.0;-355.0;131.0;-260.0;18;10;?;797
27.0;-355.0;131.0;-259.0;13;-14;945.0;?
27.0;-353.0;131.0;?;19;-28;947.0;797
?;-352.0;131.0;?;?;-1;931.0;796
29.0;-351.0;?;-259.0;14;32;907.0;802
30.0;-348.0;132.0;-259.0;14;25;966.0;?
30.0;-345.0;132.0;-259.0;?;?;?;801
?;-343.0;132.0;?;17;?;?;?
29.0;-341.0;132.0;-259.0;22;0;953.0;797
28.0;?;131.0;-259.0;28;8;949.0;?
28.0;-338.0;130.0;-259.0;24;23;?;?
?;-338.0;128.0;-258.0;20;?;?;?
?;-339.0;126.0;-256.0;21;-11;937.0;803
32.0;-340.0;122.0;-255.0;18;?;?;805
33.0;-341.0;117.0;-253.0;18;-14;926.0;?
37.0;-342.0;113.0;?;18;?;?;799
39.0;-345.0;110.0;-250.0;19;-11;?;801
41.0;-345.0;110.0;-249.0;?;-10;910.0;?
?;-347.0;111.0;-249.0;14;-10;?;799
43.0;-348.0;?;-251.0;16;-9;?;?
43.0;-348.0;?;-253.0;17;-14;924.0;?
42.0;?;?;?;18;2;919.0;795
38.0;?;132.0;?;20;8;910.0;?
32.0;?;?;-264.0;18;1;?;800
25.0;-345.0;143.0;-268.0;18;10;?;?
?;-346.0;148.0;-273.0;16;-7;959.0;798
8.0;-347.0;152.0;-279.0;22;-2;926.0;797
0.0;-349.0;157.0;-284.0;?;11;915.0;?
-9.0;?;164.0;-289.0;?;-24;908.0;808
-18.0;-356.0;169.0;-293.0;13;-40;923.0;800
?;-357.0;170.0;?;19;-31;?;800
-25.0;-360.0;169.0;-299.0;?;?;?;802
?;?;?;-301.0;20;-14;919.0;797
-28.0;-367.0;172.0;-303.0;20;6;917.0;802
-28.0;-372.0;175.0;-304.0;14;?;912.0;?
-26.0;-378.0;180.0;?;19;20;904.0;799
?;?;183.0;-303.0;?;3;936.0;805
-22.0;-389.0;186.0;-303.0;?;?;?;796
-20.0;-393.0;188.0;?;22;-9;927.0;799
-19.0;-397.0;190.0;-302.0;23;-10;926.0;?
-18.0;-398.0;?;?;16;6;?;?
-18.0;-399.0;189.0;-302.0;20;20;912.0;799
-19.0;-399.0;188.0;?;25;?;937.0;?
-20.0;-398.0;187.0;-303.0;24;1;924.0;802
-22.0;-400.0;186.0;-304.0;18;17;925.0;?
-24.0;-402.0;188.0;-305.0;?;-16;918.0;795
?;?;190.0;-306.0;?;18;?;796
-29.0;-405.0;?;-307.0;20;60;?;801
-32.0;-405.0;?;-308.0;18;-3;?;?
-34.0;-404.0;191.0;-308.0;17;15;?;794
-36.0;-404.0;190.0;-308.0;?;18;904.0;795
-36.0;-403.0;190.0;-308.0;19;-13;909.0;?
-35.0;-404.0;191.0;-307.0;26;26;945.0;799
-34.0;-405.0;192.0;-306.0;24;?;928.0;799
-33.0;?;192.0;-306.0;21;-12;918.0;797
-32.0;-405.0;192.0;-306.0;19;5;929.0;798
-30.0;-404.0;192.0;-305.0;16;12;956.0;?
-28.0;-402.0;191.0;-304.0;18;7;929.0;801
-27.0;-400.0;191.0;-302.0;20;?;896.0;799
-26.0;-398.0;189.0;?;21;-10;?;807
-26.0;-395.0;187.0;-301.0;21;-12;945.0;?
-26.0;-394.0;187.0;-301.0;22;?;909.0;797
-26.0;-394.0;?;-302.0;23;5;?;?
-26.0;-393.0;?;-302.0;?;?;896.0;800
-26.0;-394.0;187.0;-301.0;?;-4;942.0;?
?;-395.0;187.0;-301.0;?;-20;899.0;797
-27.0;-396.0;186.0;?;?;1;916.0;797
-29.0;-398.0;186.0;-303.0;18;23;955.0;798
-32.0;-400.0;?;-303.0;?;11;901.0;803
-34.0;-402.0;?;-304.0;20;17;924.0;800
-35.0;-404.0;187.0;-306.0;22;40;899.0;797
?;-403.0;186.0;?;23;14;909.0;804
-37.0;-404.0;?;-306.0;?;-14;935.0;?
?;-403.0;185.0;-307.0;17;6;?;796
-38.0;-402.0;184.0;-306.0;18;4;906.0;795
-37.0;-402.0;184.0;-305.0;19;?;?;797
-36.0;-401.0;?;-305.0;21;20;923.0;797
-33.0;-400.0;?;?;17;2;886.0;799
-30.0;?;?;-303.0;?;-10;919.0;797
-28.0;-399.0;186.0;?;23;-12;907.0;796
-26.0;-398.0;?;?;18;-4;918.0;797
-23.0;-397.0;186.0;-301.0;24;12;931.0;800
-23.0;-396.0;187.0;-301.0;25;10;905.0;801
?;-395.0;187.0;-301.0;19;26;915.0;797
?;?;186.0;-301.0;15;?;?;804
-27.0;-393.0;186.0;-302.0;14;-11;908.0;806
-29.0;-392.0;186.0;-303.0;18;-10;?;796
-30.0;-392.0;186.0;-304.0;20;10;?;?
-32.0;-391.0;184.0;-303.0;17;-11;917.0;?
-33.0;-392.0;?;-303.0;22;-12;?;797
?;?;?;-303.0;26;-10;927.0;798
?;-392.0;180.0;-303.0;16;?;899.0;796
-32.0;-394.0;179.0;-304.0;18;?;890.0;794
?;-396.0;179.0;?;?;-22;903.0;794
-31.0;-398.0;179.0;?;12;?;923.0;795
-30.0;-397.0;178.0;?;18;?;?;798
-29.0;-397.0;177.0;-302.0;22;11;903.0;?
?;-399.0;178.0;?;16;?;910.0;?
-27.0;?;178.0;-302.0;17;-13;935.0;800
-25.0;-403.0;177.0;-301.0;?;-28;914.0;?
-24.0;-403.0;175.0;-300.0;21;9;914.0;801
-24.0;-401.0;171.0;-300.0;22;16;910.0;799
-22.0;-397.0;165.0;-298.0;16;-15;916.0;802
-21.0;-394.0;159.0;?;17;-17;918.0;800
-17.0;-389.0;154.0;-293.0;26;-10;?;?
-13.0;?;150.0;-290.0;23;-10;926.0;807
-10.0;?;148.0;-288.0;?;-1;?;801
-7.0;-373.0;?;-286.0;16;?;919.0;802
-2.0;?;146.0;-282.0;?;40;912.0;801
3.0;-363.0;145.0;-279.0;17;?;895.0;797
10.0;-357.0;?;-274.0;20;-7;?;?
18.0;?;140.0;?;13;-3;920.0;802
24.0;?;137.0;-265.0;15;?;928.0;?
30.0;-340.0;134.0;-261.0;?;-14;927.0;805
?;?;130.0;-257.0;19;-22;914.0;?
41.0;-330.0;127.0;-253.0;24;-23;920.0;799
?;-325.0;123.0;-250.0;?;6;909.0;?
47.0;-322.0;121.0;-248.0;?;-1;915.0;807
49.0;-320.0;119.0;-246.0;?;8;936.0;800
50.0;-320.0;118.0;-245.0;21;14;?;799
51.0;-318.0;116.0;-244.0;23;-3;918.0;805
51.0;?;113.0;-243.0;20;-10;917.0;806
?;-318.0;111.0;-243.0;?;23;920.0;804
48.0;-318.0;109.0;-244.0;18;49;924.0;803
47.0;?;107.0;-245.0;21;15;?;?
45.0;-321.0;106.0;-246.0;19;2;937.0;799
43.0;-323.0;107.0;-247.0;18;23;923.0;?
42.0;-324.0;?;-249.0;?;9;929.0;808
40.0;-326.0;?;-251.0;16;2;920.0;798
38.0;-328.0;110.0;-252.0;19;9;917.0;791
36.0;-329.0;111.0;-254.0;?;-8;922.0;801
35.0;-330.0;112.0;-255.0;18;-11;930.0;803
33.0;-330.0;114.0;?;?;?;910.0;802
31.0;-331.0;115.0;-257.0;24;?;930.0;800
30.0;-332.0;115.0;-257.0;25;-4;931.0;794
30.0;-332.0;115.0;-257.0;15;-10;907.0;799
30.0;-331.0;?;-257.0;16;?;?;803
30.0;?;?;-257.0;22;-4;917.0;802
?;-329.0;112.0;-256.0;17;-28;930.0;804
?;-328.0;111.0;-255.0;16;?;934.0;804
37.0;-326.0;?;-254.0;?;20;924.0;?
?;-322.0;108.0;-251.0;22;10;916.0;809
47.0;?;106.0;-248.0;17;-8;916.0;801
?;-314.0;104.0;-244.0;25;2;898.0;797
61.0;-308.0;100.0;-239.0;27;47;882.0;805
71.0;-301.0;93.0;-232.0;?;33;883.0;?
81.0;-292.0;86.0;?;30;-30;924.0;801
90.0;-283.0;?;-218.0;20;-41;948.0;805
99.0;-271.0;?;-212.0;13;?;968.0;805
?;-257.0;52.0;-201.0;25;-45;?;800
?;-242.0;38.0;?;23;-46;931.0;?
139.0;-228.0;23.0;?;6;-4;?;799
155.0;-213.0;4.0;-159.0;10;7;1005.0;?
173.0;-198.0;-19.0;-144.0;23;-1;?;795
?;-184.0;-41.0;-127.0;18;?;?;810
215.0;-171.0;-61.0;-111.0;14;33;976.0;?
?;-158.0;-79.0;-93.0;20;?;965.0;842
258.0;-144.0;-95.0;-75.0;23;24;?;?
280.0;?;-110.0;-56.0;14;18;991.0;842
301.0;-112.0;-124.0;-37.0;11;1;1010.0;?
319.0;-93.0;-138.0;-19.0;24;?;1036.0;776
337.0;-71.0;-151.0;-1.0;?;-28;997.0;816
?;-46.0;-161.0;?;14;-31;958.0;808
365.0;-14.0;-167.0;29.0;22;?;964.0;793
?;25.0;-172.0;39.0;19;-43;?;830
380.0;66.0;?;47.0;22;-52;979.0;804
387.0;102.0;?;?;20;?;994.0;788
396.0;132.0;-168.0;60.0;15;4;995.0;830
?;157.0;-169.0;64.0;26;-14;995.0;827
411.0;?;-175.0;65.0;29;-33;?;?
415.0;195.0;-183.0;64.0;19;-30;946.0;?
417.0;207.0;-190.0;62.0;21;-5;947.0;?
?;217.0;-196.0;60.0;?;11;?;975
