InertialMeasurementUnit L-SHOE AngVelNavFrameX;InertialMeasurementUnit L-SHOE AngVelBodyFrameY;InertialMeasurementUnit L-SHOE Body_Ax;InertialMeasurementUnit BACK gyroZ;InertialMeasurementUnit L-SHOE Nav_Ax
16;16;14;13.0;4
-9;-9;15;22.0;4
8;8;12;9.0;-1
20;20;7;8.0;-6
29;29;10;-10.0;-3
26;26;16;-2.0;3
9;9;20;30.0;7
11;11;23;22.0;7
-5;-5;19;16.0;4
-18;-18;5;-20.0;-5
-29;-29;5;13.0;-6
-62;-62;15;-8.0;4
-36;-36;13;-3.0;4
1;1;5;-4.0;-6
-26;-26;6;-9.0;-6
-22;-22;14;-6.0;2
-27;-27;20;21.0;7
-17;-17;18;32.0;6
12;12;12;40.0;0
-19;-19;5;60.0;-7
-7;-7;7;84.0;-4
17;17;15;119.0;1
3;3;12;117.0;0
20;20;15;127.0;2
3;3;32;118.0;14
-19;-19;26;?;11
26;26;10;?;-2
19;19;20;?;3
22;22;2;?;-10
?;43;-7;?;-14
?;6;10;?;2
?;-18;5;?;-3
?;-43;11;241.0;1
?;-49;10;269.0;-1
?;-30;14;234.0;1
?;-29;21;249.0;6
?;-4;13;219.0;-1
?;21;11;194.0;-3
?;6;1;154.0;-13
?;3;?;112.0;1
16;16;?;115.0;5
9;9;?;117.0;-13
25;25;?;95.0;-9
43;43;?;126.0;-6
17;17;?;124.0;-1
10;10;?;112.0;4
9;9;?;100.0;-2
18;18;?;68.0;-3
42;42;?;31.0;5
25;25;0;41.0;1
15;15;-10;63.0;-12
22;22;-11;?;-11
24;24;10;?;5
63;63;-12;111.0;-6
83;83;-7;156.0;-2
84;84;5;170.0;1
79;79;-45;156.0;-24
160;160;99;153.0;77
417;417;44;163.0;18
1075;1075;115;186.0;106
1860;1860;321;?;376
3276;3276;?;?;749
4833;4833;?;?;1602
4301;4301;?;?;1710
4393;4393;?;?;1672
3637;3637;?;?;1460
234;234;?;?;356
-576;-576;?;?;182
-665;-665;?;?;374
-1504;-1504;?;?;365
-1456;?;?;?;436
-1744;?;?;?;167
-2028;?;?;?;-24
-2327;?;?;?;-344
-2970;?;?;?;-642
-2885;?;?;?;-228
-2581;?;-734;?;-466
348;?;-366;?;198
4405;?;546;-173.0;1382
4625;?;-557;-239.0;-715
4734;?;-1318;-295.0;-1943
3184;?;-418;-428.0;-622
252;252;4;-545.0;-63
267;267;-64;-679.0;-28
84;84;-17;-581.0;17
-72;-72;31;-449.0;53
161;161;-2;-364.0;37
-36;-36;-28;-205.0;?
-40;-40;-7;-168.0;?
-71;-71;-1;-59.0;29
-43;-43;-7;10.0;20
-53;-53;10;-28.0;7
-38;-38;-15;15.0;10
-77;-77;35;56.0;-4
13;13;-10;39.0;9
-228;-228;22;-5.0;-211
139;139;249;-24.0;-142
742;742;117;-54.0;328
-1867;-1867;253;-74.0;-121
-3279;-3279;796;-78.0;-169
-2104;-2104;774;-91.0;201
-2457;-2457;193;-137.0;-387
-2859;-2859;-412;-353.0;-654
-3526;-3526;-775;-468.0;-667
-4289;-4289;-815;-404.0;-535
-4377;-4377;-681;-464.0;-132
-4397;-4397;-554;-524.0;146
-3809;-3809;-1063;-597.0;?
-3613;-3613;-1353;-634.0;?
-3247;-3247;-159;-685.0;?
-821;-821;408;-724.0;?
1003;1003;144;-747.0;?
565;565;227;-814.0;?
172;172;-81;-921.0;?
35;35;-165;-1082.0;?
-138;-138;24;-1112.0;41
-53;-53;34;-1050.0;11
-7;-7;39;-919.0;36
2;2;22;-730.0;24
18;18;7;-603.0;29
3;3;0;-534.0;36
1;1;24;-510.0;20
8;8;27;-538.0;16
-25;-25;5;-498.0;16
-33;-33;16;-525.0;14
-34;-34;20;-556.0;29
-17;-17;6;-645.0;27
36;36;31;-671.0;-4
61;61;7;-725.0;8
42;42;-17;-785.0;33
71;71;0;-869.0;28
54;54;-3;-912.0;7
-59;-59;33;-990.0;-14
-74;-74;14;-941.0;19
-93;-93;-8;-839.0;26
-109;-109;39;-759.0;-9
-89;-89;17;-737.0;12
-151;-151;10;-780.0;3
-125;-125;50;-728.0;-25
-163;-163;-1;-610.0;35
-299;-299;-6;-399.0;36
-305;-305;33;-155.0;3
-306;-306;51;102.0;17
-314;-314;128;302.0;-31
-291;-291;71;472.0;-31
-1075;-1075;-300;616.0;342
-2842;-2842;-817;753.0;1145
-3122;-3122;-737;809.0;1363
-554;-554;304;885.0;179
1133;1133;?;905.0;-553
122;122;?;867.0;60
167;167;?;990.0;-508
1219;1219;?;1240.0;-1817
725;725;?;1434.0;-1127
39;39;?;1332.0;232
?;9;?;1083.0;240
?;44;?;838.0;-177
?;111;?;543.0;-203
?;167;?;104.0;-153
?;152;?;-32.0;-163
?;154;?;0.0;-161
?;159;106;-63.0;-159
?;147;116;-275.0;-164
?;164;100;-332.0;-155
?;145;122;-435.0;-168
164;164;94;-605.0;-149
234;234;?;-660.0;-59
241;241;?;-551.0;-46
235;235;?;-516.0;-66
236;236;?;-425.0;-43
240;240;?;-365.0;-66
235;235;-44;-267.0;-49
235;235;-43;-182.0;-50
255;255;2;-146.0;-90
142;142;-230;-138.0;118
66;66;-369;-99.0;238
87;87;-341;-42.0;218
85;85;-332;25.0;204
133;133;-159;97.0;20
146;146;-119;204.0;-21
133;133;-158;274.0;18
143;143;-130;431.0;-10
138;138;-146;487.0;7
139;139;-140;533.0;-1
139;139;-138;575.0;-3
129;129;-150;589.0;13
170;170;-121;521.0;-24
88;88;-169;493.0;36
197;197;-111;552.0;-35
122;122;-149;689.0;11
59;59;-180;794.0;47
396;396;-18;975.0;-147
-413;-413;-383;1083.0;315
-62;-62;101;1154.0;-409
-2344;-2344;-636;1207.0;-302
-1166;-1166;-1785;1270.0;1138
6182;6182;-355;1322.0;319
?;1585;-998;1427.0;368
?;-2782;-1264;?;385
?;523;202;?;-521
?;541;-147;?;-68
?;970;-533;?;226
?;272;-662;?;298
?;-428;-641;1152.0;361
-299;-299;-674;996.0;486
-624;-624;-541;1004.0;324
179;179;-401;963.0;108
689;689;-870;864.0;474
659;659;-920;768.0;522
780;780;-878;654.0;470
439;439;-823;644.0;470
-208;-208;298;-256.0;-601
-353;-353;118;-239.0;-451
-559;-559;-200;-62.0;-151
-302;-302;-58;62.0;-241
-472;-472;-182;31.0;-102
-500;-500;-145;-54.0;-158
66;66;127;-164.0;-428
60;?;-94;-133.0;-194
-103;?;-270;-49.0;-37
292;?;-231;52.0;-107
468;?;-174;136.0;-174
438;?;-205;249.0;-172
474;?;-262;431.0;-144
418;?;-256;570.0;?
357;?;?;673.0;?
81;?;?;588.0;?
-130;?;?;617.0;?
-12;?;?;453.0;?
25;?;?;431.0;?
-54;-54;?;315.0;?
-63;-63;-288;288.0;-105
-113;-113;-268;143.0;-112
-207;-207;-272;-76.0;-95
-223;-223;-324;-232.0;-23
-90;-90;-312;-293.0;-32
-133;-133;-323;-397.0;-19
-297;-297;-311;-381.0;21
-39;-39;-98;-357.0;-138
122;122;1;-351.0;-233
56;56;-48;-258.0;-172
46;46;-105;-527.0;-99
-110;-110;-152;-635.0;-69
-146;-146;-42;-705.0;-167
-82;-82;-22;-711.0;-160
-181;-181;-72;-721.0;-115
-168;-168;-34;-713.0;-137
-115;-115;-2;-694.0;-159
-11;-11;-19;-616.0;-138
173;?;-21;-545.0;-139
399;?;108;-395.0;-311
1024;?;154;-309.0;-301
504;?;175;-203.0;-473
394;?;-73;-203.0;-480
1181;?;-10;-216.0;-537
-110;?;659;-318.0;-1187
198;?;229;-421.0;-559
1924;?;-250;-438.0;70
795;?;-440;-550.0;159
-1429;-1429;-526;-617.0;175
-2078;-2078;-238;-722.0;-34
-3053;-3053;-504;-842.0;333
-5985;-5985;-393;-923.0;54
-6426;-6426;-915;-1013.0;606
-5934;-5934;248;-1187.0;-878
-3678;-3678;2407;-1349.0;-2823
1433;1433;973;-1467.0;-358
1755;1755;85;-1636.0;161
947;947;507;-1695.0;-573
1120;1120;-76;-1772.0;49
-66;-66;-285;-1725.0;-99
-41;?;-189;-1623.0;-60
-134;?;-184;-1544.0;-83
-279;?;-109;-1459.0;-175
-123;?;-71;-1263.0;-134
-200;?;-99;-1054.0;-148
-171;?;-84;-806.0;-138
-166;?;-73;-615.0;-148
-127;?;-48;-465.0;-162
-71;?;-78;-431.0;-127
-90;?;-127;-382.0;-83
-60;?;-84;-373.0;-123
-225;?;-99;-386.0;-104
-438;-438;-79;-516.0;-109
-330;-330;47;-589.0;-189
-251;-251;15;-720.0;-123
-167;-167;-38;-806.0;-95
-441;-441;8;-734.0;-73
-313;-313;115;-616.0;-132
-245;-245;171;-451.0;-81
-2557;-2557;-412;-405.0;566
-4751;-4751;-886;-411.0;888
-4952;-4952;180;-465.0;529
-5401;-5401;1416;-397.0;299
-4859;-4859;940;-198.0;357
-2590;-2590;198;-216.0;475
-1748;-1748;254;-271.0;466
-1779;-1779;80;-476.0;369
-1663;-1663;-61;-602.0;457
-1758;-1758;-103;-639.0;254
-1157;-1157;-273;-729.0;147
-1214;-1214;-263;-729.0;141
-3586;-3586;-399;-698.0;-708
-5070;-5070;-354;-675.0;-1045
-3668;-3668;-71;-664.0;-725
-4237;-4237;-103;-657.0;-923
-3197;-3197;-90;-623.0;-776
2297;2297;-789;-537.0;-569
3242;3242;-1645;-512.0;-870
1142;1142;-319;-537.0;-400
521;521;417;-617.0;?
50;50;-284;-698.0;?
118;118;-83;-721.0;?
-5;-5;13;-833.0;?
-99;-99;-1;-762.0;?
40;40;63;-435.0;?
-5;-5;-53;-171.0;?
36;36;7;-64.0;-17
138;138;49;-61.0;29
138;138;7;18.0;1
142;142;-22;19.0;-38
44;44;-21;51.0;-29
-49;-49;-54;78.0;-44
-78;-78;-5;67.0;-5
-127;-127;18;108.0;25
-166;-166;-69;142.0;-14
-326;-326;-34;260.0;54
-444;-444;-48;305.0;89
-434;-434;-102;284.0;127
289;289;216;276.0;309
957;957;314;?;511
-536;-536;39;?;824
-2353;-2353;330;?;1078
-1931;-1931;588;?;903
-849;-849;376;?;598
-556;-556;390;?;626
-384;-384;386;?;675
-392;-392;?;?;424
-915;-915;?;?;144
-1684;-1684;?;?;52
-1206;-1206;?;?;94
-705;-705;?;?;221
-332;-332;?;-276.0;-151
1415;1415;-244;-294.0;-1190
1691;1691;365;-258.0;-2013
1224;1224;-1661;-219.0;-1962
307;307;-323;-202.0;52
-200;-200;1989;-196.0;507
1183;1183;-1649;-232.0;-1574
764;764;?;-329.0;-1105
51;51;?;-389.0;-97
204;204;?;-515.0;-219
-74;-74;?;-462.0;32
18;18;?;-224.0;-65
?;-23;-12;-17.0;-62
?;-61;70;-8.0;-25
?;-29;-32;-83.0;-68
?;-71;38;-115.0;-37
?;-37;10;-16.0;-56
?;-50;22;39.0;-47
?;-76;18;?;-38
?;-79;17;?;-37
?;-75;20;125.0;-35
?;-52;31;138.0;-25
?;-7;29;211.0;-21
2;2;26;215.0;-20
0;0;39;171.0;-12
28;28;32;130.0;-9
29;29;26;107.0;-8
25;25;26;141.0;-7
35;35;15;167.0;-11
33;33;22;171.0;-5
19;19;28;196.0;2
-15;-15;26;190.0;3
-4;-4;39;132.0;14
-7;-7;34;98.0;8
-41;-41;33;74.0;2
-27;-27;46;-16.0;10
-9;-9;30;-16.0;-4
7;7;36;-7.0;1
15;15;41;11.0;7
14;14;24;39.0;-5
10;10;21;43.0;-7
-26;-26;23;-4.0;-5
-34;-34;25;7.0;-4
0;0;15;-24.0;-13
-13;-13;26;-62.0;0
-41;-41;38;-32.0;8
-11;-11;29;-26.0;0
-6;-6;36;-16.0;8
?;-44;31;-3.0;0
?;-27;25;27.0;-6
?;9;31;85.0;1
?;9;35;153.0;2
?;-9;40;233.0;?
?;-9;40;306.0;?
?;13;36;389.0;?
2;2;24;454.0;?
19;19;19;436.0;?
46;46;28;535.0;?
44;44;27;?;?
44;44;14;?;-7
5;5;7;?;-11
50;50;15;?;-5
-9;-9;11;?;-5
127;127;?;?;26
121;121;?;?;24
91;91;?;?;20
483;483;?;?;98
375;375;?;?;121
1950;1950;?;655.0;431
1977;1977;?;629.0;?
4043;4043;?;629.0;?
9140;9140;?;592.0;?
4436;4436;?;611.0;?
-477;-477;?;563.0;?
-391;-391;-255;465.0;?
-1700;?;-341;334.0;?
-1464;?;-282;330.0;?
?;?;228;304.0;?
?;?;462;285.0;569
-1248;?;346;246.0;358
-693;?;125;204.0;144
-124;?;-187;119.0;-482
-156;?;-288;110.0;-895
-706;?;-788;125.0;-1475
-2835;?;-1884;78.0;-2602
142;?;-1429;26.0;-654
5100;?;73;-19.0;498
3854;?;-291;-7.0;-1451
1501;?;-1500;-77.0;-1240
734;?;-1208;-141.0;-308
250;250;-232;-256.0;-150
210;210;-21;-309.0;-8
102;102;-95;-387.0;-79
-135;-135;50;-361.0;-5
-95;-95;57;-208.0;-6
-41;-41;-6;-63.0;-33
-94;-94;18;93.0;-18
-97;-97;30;114.0;-13
-108;-108;33;232.0;-15
-75;-75;34;348.0;-15
-75;-75;12;366.0;-23
-103;-103;17;232.0;-22
-133;-133;26;221.0;-30
-104;-104;13;202.0;-3
-213;-213;11;214.0;42
-268;-268;61;204.0;106
-302;-302;116;215.0;166
-335;-335;108;199.0;166
582;582;155;?;260
1139;1139;317;?;462
-45;-45;273;?;961
-1611;-1611;227;?;?
-2170;-2170;424;?;?
-1512;-1512;622;?;?
-601;-601;817;?;?
-746;-746;370;?;?
-1702;-1702;-371;-360.0;?
-2575;-2575;-366;-356.0;?
-2629;-2629;-358;-400.0;?
-2388;-2388;-360;-443.0;?
-2806;-2806;9;-504.0;?
-1912;-1912;-573;-499.0;?
-797;-797;-1415;-446.0;?
-2172;-2172;-964;-488.0;?
-2462;-2462;-861;-471.0;-2389
-72;-72;-1287;-466.0;-1352
1789;1789;-174;-488.0;-176
2527;2527;?;-565.0;-282
2090;2090;?;-721.0;-163
554;554;?;-756.0;-70
59;59;?;-825.0;10
137;137;?;-876.0;52
33;33;?;-779.0;36
48;48;?;-477.0;84
-27;-27;?;-329.0;80
-37;-37;?;-320.0;77
-59;-59;?;-293.0;86
-53;-53;?;-272.0;90
-36;-36;?;-276.0;78
-67;-67;?;-254.0;69
-66;-66;?;?;72
-66;-66;-7;?;71
-76;-76;-9;?;70
?;-77;-11;?;64
?;-78;1;?;57
?;-92;12;?;48
-95;-95;12;?;31
-69;-69;21;?;26
-52;-52;17;?;21
-37;-37;15;?;13
-82;-82;16;-204.0;8
-45;-45;37;-185.0;34
-43;-43;16;-213.0;-8
-49;-49;-3;-227.0;-14
29;29;40;-222.0;41
-193;-193;-68;-219.0;-30
-662;-662;-190;-164.0;88
-2644;-2644;-563;-230.0;-526
-4911;-4911;-554;-226.0;-1291
-4252;-4252;251;?;-601
-3658;-3658;390;?;-348
-4590;-4590;362;?;-592
-2788;-2788;240;-196.0;-276
-424;-424;203;-176.0;238
-719;-719;149;-211.0;127
-979;-979;39;-290.0;174
-1008;-1008;365;-324.0;602
-1701;-1701;-479;-351.0;-391
-3018;-3018;2069;-397.0;2181
-2299;-2299;3165;-384.0;3278
217;217;-887;-374.0;-846
183;183;-465;-367.0;-447
-246;-246;395;-329.0;413
-40;-40;-317;-351.0;-307
-240;-240;200;-377.0;206
-130;-130;-26;-437.0;-29
-118;-118;54;-388.0;46
-77;-77;116;-345.0;104
17;17;39;-282.0;23
63;63;73;-178.0;58
99;99;19;-89.0;5
74;74;31;3.0;19
75;75;20;55.0;10
43;43;27;61.0;18
22;22;28;57.0;19
22;22;14;75.0;5
8;8;11;59.0;2
-9;-9;13;78.0;4
-17;-17;19;105.0;9
0;0;22;106.0;11
4;4;18;100.0;7
3;3;22;119.0;10
-16;-16;22;96.0;10
-25;-25;22;104.0;10
-7;-7;31;83.0;16
-19;-19;25;98.0;7
3;3;30;67.0;10
8;8;35;61.0;15
10;10;22;74.0;1
20;20;20;61.0;0
-33;-33;23;75.0;4
-13;-13;19;46.0;-1
?;9;17;37.0;-3
?;-14;29;48.0;9
?;11;26;25.0;4
?;12;15;46.0;-8
?;-23;25;44.0;1
?;-21;16;57.0;-6
?;22;10;35.0;-11
?;23;23;14.0;2
?;-27;25;33.0;3
?;-16;19;11.0;-2
?;24;15;-6.0;-6
-6;-6;18;25.0;-3
-14;-14;19;8.0;-1
-11;-11;20;-20.0;-1
-27;-27;21;?;-1
-7;-7;21;?;1
-6;-6;?;?;?
-2;-2;?;?;?
2;2;?;?;1
-10;-10;?;?;10
9;9;?;?;7
24;24;?;?;-3
7;7;?;-55.0;-6
1;1;19;-40.0;-3
3;3;25;-74.0;5
-13;-13;26;-40.0;5
-15;-15;24;-40.0;3
-7;-7;31;-24.0;12
-29;-29;30;-63.0;11
-49;-49;24;-87.0;4
-39;-39;22;-114.0;2
-20;-20;15;?;-6
6;6;16;?;-4
-4;-4;27;?;6
-46;-46;26;?;1
-24;-24;23;?;-3
-6;-6;34;?;10
-18;-18;34;?;9
4;4;28;?;0
-20;-20;30;?;3
-69;-69;26;?;-1
-39;-39;29;?;-1
-12;-12;32;?;1
-33;-33;30;?;-4
-37;-37;32;?;-2
-44;-44;28;?;-5
-49;-49;30;-220.0;-6
-9;-9;36;-170.0;0
-26;-26;45;-163.0;7
-56;-56;53;-144.0;13
-16;-16;48;-110.0;8
-29;-29;46;-56.0;2
-56;-56;49;-53.0;6
-16;-16;54;-35.0;9
1;1;?;-5.0;17
-45;-45;?;24.0;14
-6;-6;?;117.0;12
-5;-5;51;131.0;14
-223;-223;1;167.0;-31
-291;-291;11;240.0;-15
-267;-267;49;290.0;4
-305;-305;54;318.0;1
-301;-301;63;188.0;2
-343;-343;102;123.0;29
406;406;15;85.0;-16
605;605;-60;-7.0;-80
498;498;-136;-49.0;-137
262;262;-178;-85.0;-166
34;34;-151;-75.0;-127
-180;-180;?;-145.0;?
-467;-467;?;-224.0;?
-852;-852;?;-266.0;?
-1131;-1131;?;-393.0;?
-1172;-1172;?;-473.0;?
-960;-960;?;-568.0;?
-861;-861;?;-657.0;?
-708;-708;?;-724.0;?
-890;-890;?;-781.0;?
-1334;-1334;?;-832.0;585
-896;-896;?;-834.0;715
-713;-713;?;-782.0;434
-553;-553;?;-720.0;441
5;5;?;-614.0;5
-148;-148;92;-589.0;59
-191;-191;26;-580.0;-17
-176;-176;-1;-583.0;-69
-413;-413;61;-592.0;-4
-291;-291;65;-508.0;-35
-104;-104;167;-393.0;45
-50;-50;135;-337.0;24
130;130;161;-327.0;34
233;233;147;-229.0;40
159;159;94;-299.0;12
143;143;125;-400.0;30
193;193;110;-400.0;25
180;180;82;-311.0;7
123;123;92;-208.0;18
165;165;103;-157.0;28
171;171;97;-62.0;28
73;73;50;-16.0;-4
97;97;-7;25.0;-21
94;94;-5;97.0;-20
58;58;-4;146.0;-33
-92;-92;47;196.0;-38
-857;-857;192;243.0;-196
52;52;135;258.0;-37
249;249;197;306.0;-74
-1122;-1122;539;430.0;-518
416;416;409;367.0;-186
768;768;174;422.0;23
1057;1057;415;573.0;7
2735;2735;517;152.0;315
2560;2560;318;172.0;227
2582;2582;311;285.0;210
1696;1696;464;325.0;560
939;939;529;262.0;762
1857;1857;546;246.0;799
2360;2360;597;252.0;773
2250;2250;578;303.0;755
1413;1413;529;297.0;641
960;960;662;278.0;548
1692;1692;603;239.0;683
246;246;521;256.0;147
-1184;-1184;-901;261.0;-1462
191;191;-679;236.0;-665
-537;-537;1130;227.0;951
-1802;-1802;-396;131.0;-271
-15;-15;1310;97.0;1258
907;907;2496;63.0;2085
141;141;-420;-352.0;-269
114;114;-26;-325.0;91
85;85;183;-131.0;263
-25;-25;-200;-178.0;-35
66;66;146;-126.0;248
-6;-6;-101;-50.0;45
-33;-33;-4;61.0;125
-114;-114;-3;94.0;124
-111;-111;12;184.0;128
-75;?;33;272.0;141
-39;?;9;309.0;116
18;?;13;401.0;113
21;?;2;417.0;103
-5;?;1;444.0;96
-33;?;4;503.0;92
-43;?;18;502.0;101
-37;?;13;615.0;87
-47;-47;2;703.0;65
-1;-1;9;721.0;62
-19;?;-5;762.0;34
-42;?;-19;793.0;16
187;?;-15;765.0;41
424;?;-48;778.0;41
1034;?;2;756.0;80
2529;?;-67;695.0;-19
3407;?;-90;592.0;-114
3361;?;35;498.0;-39
3480;?;-492;384.0;-398
2052;?;-641;241.0;-519
511;?;-396;102.0;-357
722;?;-415;34.0;-370
724;?;-395;42.0;-355
757;?;-569;14.0;-483
288;288;232;23.0;130
-210;-210;542;-2.0;507
11;11;-139;-36.0;93
-174;-174;20;-75.0;122
-157;-157;45;-58.0;127
2;2;-28;-58.0;85
-37;-37;42;-54.0;125
-10;-10;-28;-119.0;77
2;2;14;-97.0;99
-6;-6;7;-105.0;90
1;1;3;-84.0;63
8;8;10;-122.0;60
-7;-7;-4;-105.0;60
-22;-22;19;-154.0;68
-40;-40;25;-122.0;53
-46;-46;-3;-152.0;19
-53;-53;15;-139.0;34
-63;-63;27;-150.0;50
-42;-42;15;-122.0;24
-39;-39;17;-118.0;9
-29;-29;15;-131.0;11
13;13;13;-43.0;9
-7;-7;11;-37.0;5
-29;-29;15;-9.0;2
-26;-26;18;-16.0;-5
-23;-23;17;8.0;3
7;7;?;38.0;13
5;5;?;40.0;11
-20;-20;?;24.0;-2
0;0;?;1.0;-21
-7;-7;?;4.0;8
-18;-18;?;-20.0;39
-41;-41;?;-16.0;8
?;-34;?;-3.0;2
44;44;?;45.0;18
17;?;-16;24.0;3
158;?;31;20.0;4
426;?;-2;23.0;-5
434;?;-53;23.0;2
547;?;5;57.0;62
683;683;-144;34.0;54
417;417;-193;29.0;42
270;270;-27;63.0;103
129;129;66;11.0;57
-213;-213;115;-3.0;-48
-221;-221;115;-18.0;-49
-188;-188;114;-14.0;-43
-213;-213;108;-46.0;-46
-209;-209;125;-45.0;-50
-184;-184;94;-78.0;-36
-44;-44;-5;-138.0;26
-14;-14;3;-136.0;40
5;5;19;-222.0;28
31;31;-5;-237.0;26
4;4;-2;-207.0;24
5;5;0;-221.0;26
4;4;3;-240.0;25
-5;-5;5;-200.0;26
-9;-9;4;-197.0;27
4;4;4;-180.0;26
16;16;-2;-160.0;20
14;?;2;-150.0;24
23;?;5;-141.0;29
13;?;-7;-139.0;20
-20;?;0;-87.0;21
6;?;-1;-36.0;14
20;?;-7;-66.0;9
-9;?;?;-43.0;20
-7;?;?;-17.0;11
1;?;?;10.0;5
20;?;?;134.0;11
13;?;?;67.0;17
?;?;?;2.0;17
?;28;?;-35.0;5
9;9;?;-10.0;6
-42;-42;?;-75.0;18
6;6;?;-102.0;11
11;11;?;-177.0;8
-17;-17;-6;-270.0;12
4;4;-3;-356.0;10
-22;-22;3;-342.0;5
-37;-37;-8;-385.0;-2
-38;-38;-6;-399.0;4
-29;-29;3;-397.0;7
-31;-31;2;-362.0;-1
-34;-34;3;-253.0;0
-7;-7;4;-216.0;1
-38;-38;13;-164.0;4
-34;-34;14;-106.0;5
-15;-15;11;-60.0;7
-26;-26;13;1.0;9
-6;-6;13;66.0;3
-14;-14;15;145.0;3
-11;-11;10;100.0;4
-12;-12;7;83.0;2
-33;-33;13;94.0;5
-21;-21;9;66.0;0
-6;-6;7;49.0;-3
-6;-6;11;23.0;3
-8;-8;7;35.0;1
-5;-5;12;-11.0;4
-8;-8;13;-37.0;5
-4;-4;4;-22.0;-3
4;4;7;-2.0;-1
10;10;12;-48.0;5
22;22;14;-37.0;5
-8;-8;10;-56.0;1
-6;-6;7;-51.0;0
10;10;14;-30.0;4
-35;-35;15;-24.0;5
-48;-48;10;-37.0;-1
-48;-48;8;-30.0;-4
-34;-34;12;-24.0;-1
-14;-14;13;-20.0;-1
-15;-15;11;-16.0;-1
-6;-6;?;-30.0;0
?;-16;?;-7.0;0
?;-7;?;-3.0;-3
?;-15;?;1.0;-7
?;-7;?;0.0;-6
?;12;?;-26.0;-3
?;-24;?;-20.0;-4
?;-26;?;14.0;-5
?;-41;?;-18.0;-2
?;-36;?;-18.0;1
?;-17;?;-27.0;-1
-25;-25;?;-9.0;-8
2;2;?;14.0;?
-24;-24;?;23.0;?
-33;-33;?;10.0;?
15;15;13;-20.0;?
20;20;17;18.0;?
3;3;13;-22.0;-3
3;3;13;8.0;-3
6;6;14;-46.0;-2
-8;-8;12;-14.0;-4
-16;-16;10;-54.0;-4
13;13;?;-78.0;-2
34;34;?;-65.0;1
1;1;?;-105.0;2
-17;-17;?;-80.0;2
18;18;?;-62.0;-1
13;13;?;-83.0;-3
-20;-20;?;-30.0;-5
-16;-16;?;-41.0;-6
-7;-7;16;-18.0;2
-5;-5;16;-16.0;2
-12;-12;9;25.0;-5
-17;-17;11;12.0;-2
-17;-17;18;32.0;4
-17;-17;17;38.0;3
-14;-14;17;37.0;3
-29;-29;16;26.0;3
-5;-5;15;40.0;2
29;29;16;59.0;1
-3;?;17;42.0;4
-17;?;13;78.0;1
-2;?;6;65.0;-7
-31;?;14;50.0;0
-23;?;14;24.0;1
9;9;11;70.0;-3
3;3;11;76.0;-2
4;4;9;58.0;-2
3;3;7;65.0;-3
14;14;31;55.0;20
8;8;-7;41.0;-18
22;22;45;48.0;34
-4;-4;-9;64.0;-19
-39;-39;-4;39.0;-11
-39;-39;147;55.0;138
28;28;250;41.0;243
933;933;1436;3.0;1467
1591;1591;612;?;700
42;42;-1238;?;-1213
-2458;-2458;28;?;-123
-3149;-3149;430;?;233
-1299;-1299;205;?;110
157;157;393;?;360
20;20;-110;?;-142
-115;-115;49;?;21
-97;-97;64;?;34
-198;-198;-45;?;-89
-252;-252;28;-257.0;-18
-184;-184;39;-174.0;-14
-82;-82;102;-121.0;36
-25;-25;68;-21.0;7
32;32;32;46.0;-27
7;7;42;36.0;-23
4;?;36;30.0;-29
5;?;47;27.0;-13
-29;-29;64;22.0;3
-7;-7;46;-1.0;-18
3;3;50;-23.0;-10
10;10;50;-65.0;-10
9;9;45;-104.0;-20
7;7;49;-191.0;-10
10;10;49;-230.0;-7
-26;-26;50;-206.0;-5
-32;-32;45;-205.0;-10
-12;-12;47;-136.0;-9
-1;-1;47;-125.0;-7
2;2;48;-54.0;-2
-8;-8;49;-74.0;-1
2;2;38;-40.0;-10
9;9;46;-37.0;-5
-17;-17;46;25.0;-6
2;2;43;-3.0;-4
21;21;50;36.0;3
-21;-21;48;34.0;-2
-20;-20;48;12.0;0
24;24;47;43.0;1
26;26;47;13.0;0
-25;-25;44;-19.0;-5
-46;-46;?;2.0;2
-3;-3;?;-17.0;-3
-3;-3;?;-15.0;-3
-20;-20;?;24.0;15
14;14;?;19.0;-26
-33;-33;95;4.0;37
16;16;-7;-5.0;-53
-30;-30;44;-4.0;-5
302;302;203;-9.0;195
1692;1692;-302;-19.0;-182
2057;2057;-92;-52.0;-135
794;794;306;-50.0;152
122;122;15;-122.0;-31
172;172;39;-150.0;-43
24;24;30;-154.0;-44
-34;-34;14;-204.0;-35
21;21;74;-186.0;2
-13;-13;40;-163.0;-24
3;3;65;-131.0;-3
44;44;58;-188.0;-5
65;65;52;-174.0;-5
28;28;48;-154.0;-11
-20;-20;42;-109.0;-18
-14;-14;42;-69.0;-12
-20;-20;43;-45.0;-10
-17;-17;44;-48.0;-13
3;3;45;-44.0;-11
-13;-13;48;-131.0;-6
-6;-6;35;-69.0;-20
18;18;41;-91.0;-9
12;12;59;?;11
4;4;51;?;0
-15;-15;53;?;4
-8;-8;54;?;6
9;9;47;?;-3
-2;-2;46;?;-1
-7;-7;47;?;0
-7;-7;46;2.0;0
?;5;41;-13.0;-5
?;32;44;-13.0;-1
?;22;45;-26.0;-1
?;0;38;19.0;-9
4;4;41;14.0;-6
3;3;46;24.0;6
4;4;48;36.0;10
-2;-2;40;76.0;-4
-8;-8;35;74.0;-12
-7;-7;36;61.0;-10
