InertialMeasurementUnit L-SHOE EuX;Accelerometer HIP accY;InertialMeasurementUnit L-SHOE AngVelNavFrameZ;InertialMeasurementUnit L-SHOE Nav_Ay;InertialMeasurementUnit L-SHOE Body_Az;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;Accelerometer BACK accZ;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE AngVelBodyFrameX
99;937.0;2;0;738;2;-459.0;0;0
99;943.0;57;-1;727;57;-429.0;-35;35
99;959.0;40;2;719;40;-460.0;-16;16
99;944.0;13;7;725;13;-443.0;4;-4
99;927.0;40;7;734;40;-460.0;-23;23
99;933.0;-9;4;733;-9;-481.0;-7;7
99;943.0;-31;-7;?;-31;-470.0;1;-1
99;956.0;-8;-1;729;-8;-452.0;27;-27
99;938.0;-14;2;735;-14;-451.0;26;-26
99;964.0;-7;-6;729;-7;-476.0;-18;18
99;955.0;10;5;732;10;-458.0;-13;13
99;940.0;21;4;732;21;-476.0;-27;27
99;986.0;1;-3;730;1;-412.0;-25;25
99;958.0;-13;4;731;-13;-486.0;27;-27
99;948.0;9;6;731;9;-458.0;11;-11
99;959.0;7;1;731;7;-460.0;-23;23
99;966.0;-10;-3;730;-10;-444.0;5;-5
99;964.0;-2;-3;729;-2;-459.0;19;-19
99;966.0;-5;1;730;-5;-457.0;14;-14
99;965.0;-10;0;728;-10;-469.0;21;-21
99;961.0;5;1;731;5;-449.0;10;-10
99;946.0;9;6;735;9;-406.0;-4;4
99;954.0;0;5;728;0;-380.0;-13;13
99;948.0;-9;3;727;-9;-409.0;-11;11
99;947.0;-7;0;?;-7;-419.0;21;-21
99;938.0;10;-2;?;10;-412.0;22;-22
99;927.0;19;0;?;19;-445.0;35;-35
99;929.0;-16;1;?;-16;-459.0;20;-20
99;970.0;-33;3;?;-33;-445.0;?;24
99;982.0;13;3;?;13;-422.0;?;-34
99;960.0;?;1;?;15;-423.0;?;-28
99;?;?;5;726;15;-407.0;7;-7
?;?;?;7;734;15;-412.0;26;-26
?;?;?;4;733;-11;-446.0;-4;?
?;?;?;1;727;-1;-446.0;4;?
?;?;?;3;736;-9;-422.0;5;?
?;?;?;0;734;2;-449.0;25;-25
?;949.0;?;-1;726;1;-473.0;31;-31
?;947.0;?;-1;725;-37;-450.0;15;-15
?;937.0;?;-3;730;-6;-470.0;5;-5
?;946.0;39;3;736;39;-439.0;-7;7
?;937.0;15;6;729;15;-442.0;49;-49
?;947.0;-13;5;728;-13;-448.0;27;-27
?;948.0;20;?;730;20;-439.0;?;4
?;963.0;38;?;727;38;-442.0;?;-18
99;937.0;9;?;734;9;-470.0;?;-7
99;946.0;8;?;732;?;-456.0;?;-9
99;953.0;18;?;728;?;-465.0;?;24
99;956.0;20;?;732;?;-471.0;?;-12
99;925.0;-3;?;735;?;-457.0;?;-49
99;958.0;-20;?;732;?;-453.0;?;-24
99;948.0;0;1;730;?;-463.0;17;-17
99;944.0;-6;4;?;-6;-465.0;-14;14
99;920.0;-11;2;?;-11;-465.0;24;-24
99;929.0;16;4;?;16;-491.0;10;-10
99;940.0;-6;4;?;-6;-420.0;-62;62
99;926.0;-28;2;?;-28;-432.0;-35;35
99;944.0;9;3;?;9;-450.0;-14;14
99;965.0;14;-3;?;14;-448.0;-8;8
99;946.0;0;-3;?;0;-442.0;20;-20
99;919.0;-2;6;?;-2;-483.0;21;-21
99;949.0;-14;5;?;-14;-461.0;-18;18
99;944.0;6;-1;?;6;-446.0;-20;20
99;934.0;30;2;?;30;-462.0;-13;13
99;928.0;-8;4;?;-8;-452.0;-29;29
99;958.0;-27;4;?;-27;-413.0;19;-19
99;959.0;17;2;?;17;-444.0;30;-30
99;942.0;26;-2;728;?;-458.0;1;-1
99;947.0;9;1;728;9;-439.0;-6;6
99;919.0;10;8;735;10;-424.0;-23;23
99;955.0;1;7;736;1;-409.0;2;-2
99;916.0;10;4;734;10;-460.0;-6;6
99;943.0;22;6;731;22;-440.0;-1;1
99;976.0;2;5;?;2;-447.0;32;-32
99;967.0;-11;0;?;-11;-418.0;15;-15
99;918.0;-11;-1;?;?;-434.0;-2;2
99;919.0;2;1;?;2;-445.0;-23;23
99;950.0;22;2;?;22;-463.0;-7;7
99;950.0;10;2;?;10;-456.0;11;-11
99;927.0;0;4;?;0;-445.0;21;-21
99;936.0;-2;0;?;-2;-462.0;12;-12
99;927.0;-19;-3;?;-19;-434.0;-49;49
99;937.0;-1;0;?;-1;-457.0;-32;32
99;917.0;19;2;730;19;-472.0;0;0
99;932.0;-3;2;733;-3;-470.0;-22;22
99;949.0;-24;5;735;-24;-452.0;11;-11
99;909.0;-31;0;729;-31;-440.0;36;-36
99;941.0;-23;-2;725;-23;-431.0;17;-17
99;949.0;-6;6;733;-6;-448.0;32;-32
99;898.0;8;6;734;8;-419.0;-11;11
99;942.0;9;3;730;9;-449.0;-48;48
99;966.0;12;3;731;12;-474.0;-15;15
99;945.0;20;2;732;20;-474.0;-4;4
99;930.0;5;3;733;5;-435.0;-18;18
99;950.0;-18;3;732;-18;-438.0;-40;40
99;890.0;-13;5;730;-13;?;-5;5
99;911.0;9;5;732;9;?;-7;7
99;978.0;21;7;733;21;?;-32;32
99;974.0;10;4;732;10;?;-14;14
99;?;-16;-5;729;-16;?;-56;56
99;?;-20;1;730;-20;-486.0;-51;51
99;?;5;5;731;5;-463.0;-22;22
99;?;4;3;731;4;-460.0;-20;20
99;?;-11;3;729;-11;-468.0;-2;2
99;?;0;-6;728;0;-453.0;-23;23
99;938.0;-13;-5;727;-13;-466.0;-36;36
99;927.0;-28;4;728;-28;-452.0;-15;15
99;928.0;27;1;729;27;-454.0;6;-6
99;898.0;46;-2;728;46;-447.0;0;0
99;927.0;17;-1;725;17;-471.0;-27;27
99;918.0;1;-2;729;1;-456.0;-25;25
99;939.0;-23;0;734;-23;-459.0;-20;20
99;920.0;13;0;730;13;-472.0;-24;24
99;920.0;24;0;730;24;-476.0;30;-30
99;911.0;-4;2;734;-4;-460.0;19;-19
99;911.0;23;-1;731;23;-460.0;-21;21
99;914.0;13;-3;730;13;-451.0;24;-24
99;911.0;-19;1;726;-19;-440.0;5;-5
99;942.0;-10;-3;725;-10;-440.0;4;-4
99;916.0;4;0;734;4;-430.0;13;-13
99;931.0;-5;2;733;-5;-443.0;-5;5
99;883.0;-9;-2;727;-9;-446.0;19;-19
99;920.0;26;4;731;26;-445.0;44;-44
99;910.0;41;6;732;41;-456.0;60;-60
99;918.0;-13;?;731;-13;-439.0;-11;11
99;927.0;-45;?;730;-45;-451.0;-37;37
99;935.0;-9;?;726;-9;-424.0;17;-17
99;?;-1;?;730;-1;-434.0;-17;17
99;?;-3;?;732;-3;-458.0;-29;29
99;936.0;23;?;730;23;-429.0;16;-16
99;903.0;-6;?;733;-6;-454.0;-2;2
99;927.0;-13;?;731;?;-452.0;13;-13
99;918.0;12;?;730;?;-450.0;36;-36
99;926.0;0;?;736;?;-450.0;27;-27
99;913.0;16;10;732;16;-460.0;31;-31
99;909.0;19;3;730;19;-472.0;-19;19
99;891.0;1;3;724;1;-447.0;14;-14
99;910.0;20;1;726;20;-406.0;36;-36
99;912.0;15;1;734;15;-438.0;-50;50
99;922.0;0;7;732;0;-423.0;-53;53
99;948.0;17;5;731;17;-437.0;-26;26
99;889.0;10;1;730;10;-439.0;-6;6
99;919.0;-8;3;728;?;-431.0;20;-20
99;916.0;4;3;729;?;-417.0;10;-10
99;901.0;-17;5;729;?;-453.0;8;-8
99;897.0;-21;7;730;?;-427.0;7;-7
99;929.0;33;4;731;?;-495.0;10;-10
99;922.0;32;4;732;?;-450.0;37;-37
99;959.0;9;2;729;?;-420.0;-4;4
99;939.0;-7;3;727;?;-439.0;20;-20
99;914.0;-7;3;732;?;-458.0;36;-36
99;904.0;10;-3;734;?;-436.0;-23;23
99;921.0;-24;2;728;?;-502.0;45;-45
99;928.0;-19;11;730;?;-429.0;29;-29
99;925.0;10;8;734;10;-421.0;24;-24
99;936.0;-8;4;732;-8;-439.0;69;-69
99;928.0;-8;1;729;-8;-447.0;10;-10
99;918.0;0;-3;728;0;-435.0;14;-14
99;928.0;-9;1;727;-9;-426.0;23;-23
99;937.0;-1;1;727;-1;-445.0;?;-6
99;911.0;17;-2;732;17;-435.0;?;-5
99;933.0;4;1;732;4;-451.0;?;5
99;927.0;13;3;730;13;-433.0;?;-9
99;915.0;13;1;734;13;-421.0;?;-18
99;951.0;-33;4;728;-33;-401.0;-1;1
99;924.0;9;2;731;9;-420.0;4;-4
99;939.0;18;-2;730;18;-450.0;23;-23
99;943.0;-27;-9;721;-27;-425.0;-8;8
99;932.0;4;-16;728;4;-414.0;-32;32
?;934.0;37;0;732;37;-427.0;19;-19
?;920.0;62;?;728;62;-425.0;41;-41
?;957.0;26;?;726;26;-434.0;-4;4
?;960.0;-25;?;724;-25;-409.0;17;-17
?;908.0;-2;?;726;-2;-477.0;47;-47
99;968.0;-2;?;727;-2;-460.0;26;-26
99;961.0;-21;?;727;-21;-407.0;27;-27
99;923.0;-4;?;731;-4;-425.0;6;-6
99;920.0;-11;?;733;-11;-437.0;3;-3
99;926.0;-38;?;726;-38;-449.0;39;-39
99;933.0;-8;?;727;-8;-441.0;1;-1
99;943.0;20;5;734;20;-430.0;-33;33
99;917.0;-6;-1;732;-6;-440.0;-5;5
99;947.0;-19;1;730;-19;-437.0;-31;31
99;939.0;-20;4;733;-20;-426.0;-36;36
99;921.0;3;2;733;3;-458.0;17;-17
99;941.0;18;5;733;18;-441.0;23;-23
99;949.0;?;3;729;-10;-444.0;6;-6
99;936.0;?;-1;725;-5;-435.0;-10;10
99;947.0;?;0;727;11;-450.0;-24;24
99;909.0;?;3;726;5;-462.0;-21;21
99;949.0;?;4;726;-1;-454.0;-27;27
99;960.0;?;3;729;14;-438.0;-19;19
99;930.0;?;-1;726;20;-426.0;-3;3
99;955.0;?;-1;725;7;-426.0;-21;21
99;934.0;?;5;734;26;-430.0;-18;18
99;951.0;?;-3;731;-8;-439.0;-17;17
99;943.0;?;-4;724;-8;-430.0;-20;20
99;949.0;?;4;730;16;-409.0;11;-11
99;937.0;?;0;730;-20;-403.0;17;-17
99;920.0;?;-2;726;26;-428.0;?;-14
99;944.0;38;-1;730;38;-408.0;21;-21
99;936.0;11;0;730;11;-408.0;10;-10
99;947.0;23;-1;726;23;-400.0;29;-29
99;928.0;7;-2;728;7;-412.0;56;-56
99;945.0;-9;0;729;-9;-406.0;11;-11
99;928.0;-29;-1;728;-29;-391.0;-26;26
99;947.0;-11;-3;724;-11;-402.0;5;-5
99;937.0;19;-3;723;19;-411.0;38;-38
99;944.0;-15;1;729;-15;-417.0;13;-13
99;927.0;-28;3;731;-28;-414.0;-24;24
99;933.0;-2;-3;725;-2;-400.0;-7;7
99;919.0;-7;0;731;-7;-409.0;36;-36
99;937.0;-11;6;734;-11;-410.0;45;-45
99;926.0;-10;0;729;-10;-400.0;-18;18
99;941.0;9;-4;727;9;-398.0;-20;20
99;932.0;29;-1;728;29;-406.0;38;-38
99;941.0;3;2;731;3;-426.0;-4;4
99;925.0;5;2;730;5;-394.0;-28;28
99;938.0;5;-2;727;5;-404.0;29;-29
99;912.0;-19;2;729;-19;-394.0;69;-69
99;923.0;-4;9;738;-4;-392.0;60;-60
99;927.0;-1;3;735;-1;-409.0;15;-15
99;927.0;-20;-5;722;-20;-402.0;-20;20
99;928.0;-24;0;730;-24;-407.0;-34;34
99;935.0;-40;1;732;-40;-403.0;-20;20
99;928.0;11;0;730;11;-399.0;29;-29
99;933.0;32;6;736;32;-400.0;42;-42
99;917.0;-31;5;729;-31;-391.0;-4;4
99;927.0;-9;-4;727;-9;-370.0;-9;9
99;930.0;8;-1;729;8;-402.0;22;-22
99;933.0;-10;3;728;-10;-421.0;28;-28
99;925.0;-11;1;727;-11;-429.0;44;-44
99;921.0;-7;2;727;-7;-399.0;27;-27
?;921.0;10;1;730;10;-380.0;-24;24
?;928.0;-13;2;731;-13;-393.0;-17;17
?;925.0;-29;-1;730;-29;-384.0;-11;11
?;936.0;-2;-2;728;-2;-386.0;-13;13
99;937.0;12;-1;727;12;-412.0;-15;15
99;937.0;8;-2;727;8;-388.0;3;-3
99;917.0;-19;0;730;-19;-390.0;27;-27
99;910.0;-28;1;730;-28;-410.0;-9;9
99;928.0;13;-1;727;13;-409.0;-2;2
99;941.0;9;-3;724;9;-410.0;3;-3
99;939.0;5;0;730;5;-400.0;3;-3
99;917.0;5;5;735;5;-400.0;26;-26
99;926.0;-39;1;732;-39;-409.0;-10;10
99;914.0;-6;2;733;-6;-414.0;-41;41
99;921.0;27;2;732;27;-427.0;-34;34
99;934.0;12;1;736;12;-427.0;18;-18
99;929.0;8;3;735;8;-429.0;28;-28
99;933.0;-13;0;727;-13;-404.0;-17;17
99;931.0;-12;0;729;-12;-460.0;-24;24
99;918.0;16;-1;728;16;-449.0;-7;7
99;918.0;12;-2;728;12;-464.0;41;-41
99;926.0;-8;-3;733;-8;-459.0;-1;1
99;937.0;8;0;729;8;-434.0;-39;39
99;947.0;19;2;728;?;-421.0;31;-31
99;944.0;11;0;732;?;-435.0;21;-21
99;925.0;6;-2;724;?;-451.0;9;-9
99;927.0;-18;2;729;?;-430.0;22;-22
99;911.0;-9;5;737;?;-430.0;-13;13
99;934.0;10;3;728;?;-420.0;-18;18
99;951.0;-11;-2;728;?;-432.0;8;-8
99;932.0;5;-3;731;?;-441.0;8;-8
99;934.0;19;-1;727;?;?;1;-1
99;921.0;-14;0;730;?;?;-19;19
99;937.0;-11;-1;734;?;-412.0;-41;41
99;921.0;13;-2;729;13;-444.0;-27;27
99;931.0;10;-3;725;10;-441.0;8;-8
99;948.0;10;-2;730;10;-420.0;3;-3
99;928.0;9;-2;733;9;-427.0;-34;34
99;947.0;16;-3;726;16;-429.0;-11;11
99;954.0;16;0;726;16;-438.0;7;-7
99;926.0;-3;2;732;-3;-441.0;-4;4
99;928.0;0;0;730;0;-431.0;-4;4
99;940.0;2;-2;728;2;-430.0;-30;30
99;943.0;-16;1;733;-16;-428.0;-22;22
99;923.0;-15;1;731;-15;-411.0;-9;9
99;?;10;0;728;10;-432.0;5;-5
99;?;19;-1;729;19;-430.0;14;-14
99;922.0;10;-1;730;10;-441.0;7;-7
99;923.0;1;1;731;1;-401.0;20;-20
99;949.0;3;-3;733;3;-402.0;-17;17
99;942.0;17;2;737;17;-425.0;0;0
99;943.0;0;6;732;0;-439.0;22;-22
99;946.0;-7;1;727;-7;-419.0;-16;16
99;956.0;19;3;729;19;-421.0;-4;4
99;919.0;6;-1;728;6;-427.0;-24;24
99;928.0;-10;-4;726;-10;-402.0;-32;32
99;936.0;-8;5;727;-8;-399.0;10;-10
99;938.0;6;5;727;6;-419.0;12;-12
99;949.0;8;-1;730;8;-420.0;-5;5
99;954.0;-1;-1;730;-1;-401.0;-4;4
99;940.0;20;0;724;20;-423.0;13;-13
99;919.0;4;4;730;4;-441.0;25;-25
99;926.0;16;2;732;16;-436.0;23;-23
99;942.0;38;-4;729;38;-432.0;-2;2
99;950.0;-16;1;732;-16;-437.0;0;0
99;926.0;-24;4;732;-24;-409.0;26;-26
99;?;22;2;728;22;-422.0;?;7
99;?;31;-3;724;31;-433.0;?;42
99;?;7;0;?;7;-448.0;?;12
99;?;2;3;?;2;-406.0;?;-21
99;?;9;-2;?;9;-422.0;?;20
99;956.0;-8;2;?;-8;-423.0;?;64
99;946.0;-13;3;?;?;-428.0;?;26
99;935.0;-7;2;?;?;-440.0;?;0
99;916.0;-18;0;?;?;-439.0;?;-40
99;934.0;-33;-2;?;-33;-432.0;?;-48
99;944.0;-19;3;?;-19;-448.0;?;4
99;937.0;-1;-1;?;-1;-430.0;?;4
99;?;-2;-5;?;-2;-457.0;?;14
99;?;5;3;732;5;-459.0;?;-6
99;?;-12;7;734;-12;-474.0;?;-7
99;?;-16;4;728;?;-441.0;-10;10
99;?;10;2;732;?;-464.0;27;-27
99;?;-14;4;736;?;-469.0;-4;4
99;?;-28;6;733;-28;-460.0;-24;24
99;?;-1;5;730;-1;-444.0;0;0
99;?;32;1;732;32;-455.0;-9;9
99;?;25;-1;733;25;-444.0;1;-1
99;952.0;20;1;732;20;-448.0;-4;4
99;910.0;44;4;733;44;-460.0;-49;49
99;953.0;0;4;729;0;-461.0;-38;38
99;949.0;8;6;725;8;-469.0;-13;13
99;937.0;23;4;728;23;-458.0;-15;15
?;915.0;-26;0;727;-26;-447.0;-12;12
?;937.0;-11;2;727;-11;-454.0;16;-16
?;943.0;-7;5;733;-7;-418.0;35;-35
?;926.0;-14;2;730;-14;-416.0;-27;27
?;912.0;-8;2;729;-8;-430.0;-19;19
?;923.0;?;0;728;-11;-409.0;57;-57
?;910.0;?;0;728;-10;-428.0;38;-38
?;938.0;?;2;734;-10;-443.0;-11;11
?;925.0;?;-2;730;-9;-444.0;-4;4
?;924.0;?;-4;729;-14;-459.0;28;-28
99;919.0;?;-3;727;2;-476.0;-21;21
99;910.0;?;-2;726;8;-430.0;-51;51
99;943.0;1;0;729;1;-510.0;-10;10
99;912.0;10;2;729;10;-520.0;-13;13
99;959.0;-7;6;735;-7;-517.0;-8;8
99;926.0;-2;4;729;-2;-474.0;-14;14
99;915.0;11;0;721;11;-488.0;-41;41
99;908.0;-24;2;731;-24;-497.0;6;-6
99;923.0;-40;2;735;-40;-484.0;11;-11
99;932.0;-31;3;732;-31;-461.0;-33;33
99;932.0;-34;4;732;-34;-498.0;8;-8
99;919.0;-14;?;728;-14;-505.0;-1;1
99;917.0;6;?;728;6;-460.0;-25;25
99;912.0;?;?;734;12;-513.0;4;-4
99;904.0;?;?;731;20;-530.0;18;-18
99;936.0;?;?;727;3;-490.0;21;-21
99;909.0;?;-1;731;?;-509.0;-44;44
99;927.0;?;6;729;-9;-500.0;-63;63
99;926.0;?;5;727;-10;-510.0;-9;9
99;915.0;?;-1;730;6;-504.0;23;-23
99;912.0;?;2;729;20;-521.0;36;-36
99;937.0;?;0;724;3;-447.0;-5;5
99;924.0;1;-1;723;1;-506.0;-36;36
99;925.0;17;-2;727;17;-481.0;-23;23
99;918.0;-16;-3;725;-16;-463.0;-32;32
99;930.0;18;0;723;18;-487.0;-40;40
99;914.0;60;1;728;60;-456.0;8;-8
99;910.0;-3;-1;728;-3;-446.0;16;-16
99;928.0;15;-2;728;15;-466.0;-24;24
99;904.0;18;0;731;18;-465.0;30;-30
99;909.0;-13;3;729;-13;-513.0;28;-28
99;945.0;26;1;722;26;-449.0;-13;13
99;928.0;10;2;725;10;-474.0;17;-17
99;918.0;-12;8;731;-12;-462.0;-16;16
99;929.0;5;4;730;5;-494.0;-20;20
99;956.0;12;3;733;12;-505.0;-13;?
99;929.0;7;-1;728;7;-384.0;15;?
99;896.0;-2;0;726;-2;-484.0;30;?
99;948.0;-10;6;732;-10;-425.0;-22;?
99;945.0;-12;-3;724;-12;-460.0;2;?
99;909.0;-4;1;724;-4;-474.0;-12;?
99;919.0;5;-1;723;5;-464.0;-7;7
99;896.0;10;0;726;10;-508.0;27;?
99;942.0;-4;9;731;-4;-435.0;-44;?
99;899.0;-20;-2;723;-20;-505.0;-37;?
99;916.0;1;1;733;1;-510.0;13;?
99;955.0;23;7;732;23;-452.0;-41;?
99;901.0;11;3;725;11;-458.0;-28;?
99;924.0;17;1;728;17;-470.0;25;?
99;899.0;40;0;725;40;-460.0;4;?
99;909.0;14;4;729;14;-471.0;-3;?
99;935.0;-14;4;732;-14;-481.0;-12;?
99;916.0;6;-1;727;6;-476.0;-10;?
99;906.0;4;-5;724;4;-462.0;-22;?
99;913.0;4;-2;725;4;-484.0;4;-4
99;923.0;20;2;728;20;-476.0;46;-46
99;886.0;2;0;729;2;-489.0;10;-10
99;919.0;-10;4;728;-10;-499.0;23;-23
99;907.0;-12;4;727;-12;-476.0;6;-6
99;918.0;-4;3;731;-4;-469.0;-8;8
99;931.0;12;4;727;12;-470.0;36;-36
99;905.0;10;0;724;10;-476.0;25;-25
99;915.0;26;1;730;?;-482.0;7;-7
99;919.0;33;-1;731;?;-470.0;2;-2
99;908.0;-11;-6;728;?;-489.0;-15;15
99;926.0;-10;0;730;?;-480.0;-27;27
99;918.0;10;2;729;?;-471.0;-19;19
99;917.0;-11;2;732;?;-491.0;-4;4
99;909.0;-12;7;731;-12;-474.0;-20;20
99;927.0;-10;1;724;-10;-462.0;?;11
99;899.0;-5;-2;731;-5;-486.0;?;-38
99;890.0;-5;3;731;-5;-465.0;?;-34
99;903.0;-22;2;728;-22;-433.0;?;23
99;923.0;0;2;736;0;-453.0;?;12
99;904.0;20;0;729;20;-450.0;?;-42
99;903.0;11;-1;726;11;-442.0;?;-46
99;910.0;10;3;?;10;-501.0;?;-52
99;935.0;-13;4;?;-13;-503.0;?;-13
99;914.0;-28;1;?;-28;-493.0;-20;20
99;914.0;9;-1;?;9;?;27;-27
99;910.0;16;-1;?;16;?;9;-9
99;916.0;-15;0;731;-15;?;?;26
99;918.0;-17;4;733;-17;?;?;16
99;919.0;-10;2;725;-10;?;?;15
99;926.0;-10;-1;724;-10;?;?;25
99;917.0;-1;1;731;-1;?;?;24
99;919.0;22;2;733;22;?;?;19
99;912.0;40;0;736;40;?;?;39
99;895.0;6;-2;732;6;?;?;6
99;920.0;-7;?;730;-7;?;?;-13
99;920.0;-3;?;736;-3;-469.0;?;13
99;928.0;-30;?;732;-30;?;?;-24
99;927.0;-14;?;732;-14;?;28;-28
99;914.0;-22;?;732;-22;?;?;2
99;920.0;-23;?;728;-23;?;?;-25
99;909.0;6;?;733;6;?;?;-16
99;915.0;-1;?;?;-1;?;?;2
99;936.0;8;?;?;8;?;?;-16
99;919.0;14;?;?;14;?;?;3
99;918.0;-3;?;?;-3;?;15;-15
99;917.0;-10;1;?;-10;?;-9;9
99;920.0;23;0;?;23;?;-56;56
?;924.0;49;-1;?;49;-449.0;2;-2
?;922.0;15;1;?;15;-460.0;19;-19
?;937.0;2;2;?;2;-470.0;-1;1
?;923.0;23;3;?;23;-467.0;-6;6
?;929.0;9;1;?;9;-449.0;-20;20
?;920.0;2;3;737;2;-465.0;-19;19
?;917.0;9;15;742;9;-469.0;19;-19
?;922.0;-8;11;737;-8;-473.0;23;-23
?;930.0;-11;-6;732;-11;-442.0;-17;17
?;910.0;-13;-3;736;-13;-459.0;22;-22
?;930.0;-4;2;731;-4;-440.0;42;-42
99;931.0;-4;-4;726;-4;-451.0;-2;2
99;907.0;-10;-3;736;-10;-460.0;7;-7
99;947.0;18;-2;735;18;-471.0;-5;5
99;917.0;-4;1;730;-4;-454.0;-39;39
99;930.0;-28;5;735;-28;-474.0;-11;11
99;934.0;5;1;733;5;-502.0;-12;12
99;924.0;20;0;729;20;-526.0;-22;22
99;916.0;10;-2;730;10;-529.0;-14;14
99;916.0;-8;-4;731;-8;-531.0;-42;42
99;898.0;2;7;732;?;-528.0;-21;21
99;882.0;47;1;728;?;-535.0;-31;31
99;883.0;33;1;729;?;-569.0;-71;71
99;?;-30;23;739;?;-570.0;-49;49
99;?;-41;10;738;?;-561.0;-43;43
99;?;-30;-5;735;?;-551.0;-51;51
99;?;-45;13;736;?;-520.0;-56;56
99;?;-46;2;733;-46;-531.0;-48;48
99;?;-4;-11;738;-4;-539.0;-92;92
99;?;7;0;738;7;?;-228;228
99;?;-1;1;730;-1;?;-378;378
99;?;34;6;735;34;?;-573;573
99;?;33;4;736;33;?;-736;736
99;?;14;?;731;14;?;-738;738
99;?;24;?;731;24;?;-774;774
99;991.0;18;-5;?;18;?;-647;647
99;1010.0;1;-3;?;1;?;-320;320
99;1036.0;-16;1;?;-16;?;-291;291
99;997.0;-28;-15;?;-28;?;-189;189
99;958.0;-31;1;734;-31;?;174;-174
99;964.0;-31;21;744;-31;?;393;-393
99;950.0;-43;0;732;-43;?;471;-471
99;979.0;-52;-10;723;-52;?;539;-539
99;994.0;-23;-9;726;-23;?;566;-566
99;995.0;4;-8;729;4;?;489;-489
99;995.0;-14;8;732;-14;?;470;-470
99;984.0;-33;15;736;-33;?;434;-434
99;946.0;-30;-3;731;-30;?;383;-383
99;947.0;-5;-10;725;-5;?;534;-534
99;961.0;11;1;732;11;?;601;-601
99;973.0;-64;1;737;-64;?;587;-587
99;969.0;-25;18;738;-25;?;754;-754
99;964.0;-47;-1;739;-47;?;505;-505
100;928.0;-56;-1;727;-56;?;347;-347
99;942.0;-42;27;738;-42;-513.0;416;-416
100;936.0;-186;-15;754;-186;-502.0;-974;974
100;996.0;72;99;748;72;-673.0;-2850;2850
102;1014.0;-473;254;870;-473;-592.0;-3357;3357
105;1118.0;-752;227;897;-752;-780.0;-1904;1904
108;1206.0;-1551;292;967;-1551;-858.0;-8;8
120;1291.0;-3750;353;1159;-3750;-779.0;127;-127
135;967.0;-2017;192;842;-2017;-768.0;-15;15
138;753.0;660;8;641;660;-707.0;99;-99
138;?;447;-161;810;447;-651.0;-29;29
136;?;847;-36;721;?;-567.0;7;-7
126;?;1557;351;622;?;-554.0;-23;23
121;?;1119;416;670;?;-525.0;-42;42
119;?;404;400;747;?;-513.0;-22;22
115;?;519;418;820;?;-513.0;-66;66
111;?;1197;315;788;?;-530.0;-5;5
106;?;1734;288;938;?;-521.0;22;-22
102;?;1764;165;1040;?;-528.0;-12;12
98;?;1218;-85;1009;?;-521.0;-1;1
97;?;593;-300;1119;?;-520.0;-79;79
99;839.0;-1;-794;536;?;-551.0;-84;84
102;825.0;-169;-1081;522;?;-562.0;?;320
103;916.0;1527;-1424;-82;?;-597.0;?;899
100;930.0;2705;-1425;-1085;?;-610.0;-1379;1379
98;938.0;1572;-158;1266;1572;-764.0;-2031;2031
98;1119.0;1435;263;2592;1435;-1016.0;-2346;2346
98;1744.0;693;72;1181;693;-672.0;-2010;2010
99;907.0;-583;137;666;-583;-681.0;-2526;2526
101;774.0;6;-152;752;6;-816.0;-3439;3439
101;972.0;90;-117;756;90;-750.0;-1976;1976
101;1101.0;-62;-68;?;-62;-731.0;746;?
101;892.0;54;-119;?;54;-687.0;1832;?
101;1021.0;0;-74;?;0;-599.0;3012;-3012
101;913.0;72;-91;?;72;-575.0;4721;-4721
101;861.0;79;-79;?;79;-572.0;5111;-5111
100;833.0;114;-76;?;114;-591.0;5374;-5374
100;894.0;110;-40;?;110;-593.0;5824;-5824
100;912.0;46;-46;?;46;-623.0;4464;-4464
100;912.0;-33;-2;758;-33;-630.0;1414;-1414
101;904.0;-224;-19;775;-224;-797.0;-300;300
105;922.0;-324;373;977;-324;-878.0;-98;98
110;1248.0;-1127;676;1124;-1127;-652.0;-88;88
120;1090.0;-2754;209;1080;-2754;-820.0;-152;152
142;882.0;-3052;839;1359;-3052;-660.0;-83;83
?;874.0;-2751;1412;1044;-2751;-725.0;-138;138
?;1041.0;-2143;921;?;-2143;-620.0;-104;104
?;1107.0;-18;663;?;-18;-611.0;-124;124
?;924.0;1221;27;?;1221;-494.0;-147;147
?;846.0;408;-506;?;408;-453.0;-102;102
175;715.0;-784;-610;?;-784;-449.0;-111;111
145;671.0;-837;-699;?;-837;-479.0;-97;97
188;698.0;-393;-620;596;-393;-542.0;-105;105
169;716.0;-829;-1093;309;-829;-544.0;-103;103
-129;885.0;-2005;-1096;5;-2005;-505.0;-129;129
-210;968.0;-2325;329;-450;-2325;-587.0;-313;313
-143;955.0;-772;531;187;-772;-658.0;-578;578
-172;1115.0;-10;-77;906;-10;-881.0;-1323;1323
-154;1390.0;-514;90;643;-514;-905.0;-4901;4901
-154;1152.0;-256;-140;794;-256;-887.0;-7818;7818
-157;1043.0;-12;-176;792;-12;?;-8012;8012
-151;1014.0;78;23;682;78;-864.0;-9056;9056
-156;999.0;96;12;735;96;-896.0;-5289;5289
-153;1075.0;-56;34;682;-56;-870.0;-1843;1843
