InertialMeasurementUnit R-SHOE AngVelNavFrameX;InertialMeasurementUnit L-SHOE AngVelBodyFrameX;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit L-SHOE Body_Ay;InertialMeasurementUnit L-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE AngVelBodyFrameY
-19;-28;24;649;28;-19
-51;-15;20;651;15;-51
20;-9;19;656;9;20
9;0;24;652;0;9
-20;-2;21;651;2;-20
-1;-23;23;651;23;-1
4;-7;20;653;7;4
-12;-4;13;658;4;-12
-26;-31;18;655;31;-26
-8;-13;21;652;13;-8
-7;-10;19;650;10;-7
-44;-37;18;650;37;-44
-72;-16;17;653;16;-72
-30;3;16;652;-3;-30
-7;14;19;642;-14;-7
-19;35;24;641;-35;-19
23;3;18;655;-3;23
-3;-13;14;655;13;-3
10;-8;24;647;8;10
100;9;25;651;-9;100
64;23;15;656;-23;64
?;-8;16;655;8;24
?;22;22;650;-22;33
?;25;17;652;-25;9
?;-3;16;656;3;38
?;16;23;650;-16;91
?;?;22;652;-2;46
?;?;17;657;11;-12
?;?;25;644;?;-7
?;?;27;646;?;-15
?;?;26;646;?;-23
?;?;30;629;?;11
15;?;20;646;-12;15
-18;?;13;659;-26;-18
-44;?;25;639;-3;-44
-39;?;23;645;-22;-39
-34;?;6;666;-44;-34
16;?;10;660;-9;16
11;?;23;650;-12;11
103;8;18;651;-8;103
452;-5;14;655;5;452
574;10;20;653;-10;574
1455;-9;23;648;9;1455
1869;-17;14;662;17;1869
951;21;11;661;-21;951
902;28;24;647;-28;902
384;10;18;665;-10;384
-192;-9;14;658;9;-192
199;-21;22;?;21;199
108;-8;19;?;8;108
126;-18;22;?;18;126
200;-42;20;?;42;200
33;-26;15;?;26;33
98;-1;26;?;1;98
333;0;29;?;0;333
370;14;19;?;-14;370
259;16;21;?;-16;259
259;-32;23;?;32;259
217;-50;16;?;50;217
?;-74;31;?;74;562
?;-3;13;?;3;403
?;-4;33;?;4;703
?;-23;46;?;23;874
?;121;-25;684;-121;-1371
?;19;93;542;-19;-1311
-263;844;15;489;-844;-263
-641;1882;-42;606;-1882;-641
243;2491;-198;787;-2491;243
?;2808;-645;1356;-2808;268
10;799;-239;1650;-799;10
258;-822;-200;1775;822;258
173;-562;-956;2410;562;173
217;-779;-507;1901;779;217
158;-1016;408;460;1016;158
149;-1164;400;346;1164;149
139;-1417;234;564;1417;139
68;-1693;221;491;1693;68
59;-1811;147;594;1811;59
61;-1926;-80;631;1926;61
15;-2022;-292;768;2022;15
7;-1933;-326;843;1933;7
-4;-2029;-418;905;2029;-4
-99;-1567;-18;1140;?;-99
6;-1153;109;?;?;6
238;-347;449;?;?;238
277;1400;1070;?;?;277
311;1890;-308;?;?;311
365;1824;-1185;?;-1824;365
319;1632;-126;?;-1632;319
295;667;285;?;-667;295
-483;139;-10;?;-139;-483
-1204;101;-10;?;-101;-1204
-436;45;22;?;-45;-436
-56;20;5;?;-20;-56
-341;3;27;?;-3;-341
-341;-3;27;?;3;-341
-66;37;22;651;-37;-66
692;28;21;652;-28;?
850;33;?;610;-33;?
?;129;?;697;-129;?
?;169;?;565;-169;?
?;410;?;732;-410;?
?;2304;?;271;-2304;?
?;5927;?;262;-5927;?
?;7225;?;2346;-7225;?
?;3535;?;1497;?;?
?;-595;?;-296;?;?
?;-1280;773;250;?;?
?;-945;714;67;?;?
?;-1713;564;86;?;?
?;-2327;?;304;?;?
?;-2129;?;102;?;59
?;-1932;?;426;?;-85
?;-1432;?;890;?;-18
-36;-1278;?;1042;?;-36
5;-768;507;1109;?;5
33;973;461;1235;?;33
90;-351;63;987;?;90
26;-2010;-8;550;?;26
-19;-735;184;476;735;-19
-835;-314;-3;622;314;-835
-2739;-163;-20;664;163;-2739
-3252;127;30;679;-127;-3252
-2933;-59;-8;697;59;-2933
-3281;-32;28;688;32;-3281
-3049;-10;?;682;10;-3049
-2599;11;?;679;-11;-2599
-2611;21;?;683;-21;-2611
-2235;-15;?;685;15;-2235
-1772;-9;?;682;9;-1772
-1675;-1;?;670;1;-1675
-1133;-6;?;677;6;-1133
-877;-6;16;701;6;-877
-458;-109;23;684;109;-458
?;-116;19;673;116;1591
?;-73;9;671;73;1980
?;-76;9;679;76;929
1336;-104;15;684;104;1336
1819;-143;21;653;143;1819
1956;-41;12;664;41;1956
1081;32;11;683;-32;1081
-305;115;25;657;-115;-305
-539;114;3;674;-114;-539
32;85;-5;682;-85;32
250;154;27;639;-154;250
192;138;1;659;-138;?
723;462;22;677;-462;?
452;726;-16;701;-726;?
409;813;47;672;-813;?
223;1010;-31;776;-1010;?
-1276;889;-44;819;-889;-1276
-652;1032;171;624;-1032;-652
104;1381;-482;1067;?;104
-353;748;-178;1460;?;-353
-69;-320;509;1577;?;-69
-7;766;140;1525;?;-7
100;3705;1267;-8;?;100
289;4078;2019;-1151;?;289
260;1390;539;-213;?;260
126;-172;-452;421;?;126
-50;338;-163;362;?;-50
-67;1525;154;695;?;-67
-64;1986;150;759;?;-64
-51;669;9;914;?;-51
2;-187;-33;1050;187;2
-71;51;35;914;-51;-71
-154;-59;11;967;59;-154
-150;-34;16;956;34;-150
-122;-12;20;945;12;-122
-8;-52;13;962;52;-8
-108;-21;18;950;21;-108
-296;-35;17;955;35;-296
-298;-33;16;955;33;-298
-246;-63;12;962;63;-246
-123;-65;12;962;65;-123
-128;-69;10;963;?;-128
-89;-55;14;959;?;-89
-41;-76;?;966;?;-41
44;-57;?;960;?;44
40;-58;?;960;?;40
-303;-112;?;977;?;-303
-12;176;?;891;?;-12
453;355;?;846;?;453
184;316;?;849;?;184
123;307;?;861;?;123
319;111;?;970;?;319
247;65;?;992;?;247
299;110;?;970;?;299
191;76;?;986;-76;191
418;105;?;976;-105;418
1581;86;?;982;-86;1581
1946;80;?;984;-80;1946
861;129;-8;971;-129;861
338;24;-30;995;-24;338
1526;178;-3;962;-178;1526
942;4;-29;998;-4;942
843;113;-14;976;-113;843
3692;?;-3;960;-198;3692
3280;?;-66;1050;?;3280
2163;?;117;818;?;2163
2789;?;-525;1498;?;2789
2485;?;-2172;2689;?;2485
2579;?;-1318;1690;?;2579
2612;-3997;750;198;?;2612
2528;-3187;-264;795;?;2528
2611;-3442;-456;1309;?;2611
2556;-2958;984;773;?;2556
2580;-2081;929;649;?;2580
2575;-1189;702;738;1189;2575
2572;-485;514;746;485;2572
2576;?;494;642;419;2576
2577;?;573;390;495;2577
2519;?;535;371;-241;2519
2141;?;450;466;-583;2141
2192;?;132;467;-136;2192
2379;?;103;474;-128;2379
1179;?;131;434;-32;1179
553;567;125;619;-567;553
4200;-1260;65;1174;1260;4200
-4350;-1073;39;1016;1073;-4350
-1040;-693;37;618;693;-1040
433;-731;71;797;731;433
-862;-875;49;831;875;-862
247;-315;21;661;315;247
-504;436;11;767;-436;-504
304;468;28;795;-468;304
32;525;43;723;-525;32
-302;844;31;694;-844;-302
-223;965;56;796;-965;-223
43;1119;31;831;-1119;43
349;1120;9;809;-1120;349
9;1084;52;850;-1084;9
123;1063;16;844;-1063;123
250;598;-7;893;-598;250
85;467;7;920;-467;85
34;227;10;867;-227;34
-22;-127;22;863;127;-22
-22;-1;20;889;1;-22
32;-321;16;907;321;32
74;-578;22;900;578;74
177;-481;20;859;481;177
147;-600;2;843;600;147
61;-675;-47;926;675;61
108;-679;-33;898;679;108
69;-794;50;757;794;69
30;-718;31;842;718;30
44;-529;-14;929;529;44
48;-782;27;866;782;48
37;-1014;43;791;1014;37
-26;-673;16;711;673;-26
?;-271;17;743;271;-50
?;-159;33;783;159;-20
?;-101;25;752;101;-1
?;-18;29;734;18;-60
?;-5;8;843;5;-134
?;-213;7;805;213;-89
?;231;39;581;-231;-54
?;2118;69;579;-2118;-149
?;?;198;481;-3509;-175
-119;?;-79;845;-3158;-119
-82;?;-567;1513;-3195;-82
-48;?;-462;1542;-2414;-48
-27;?;-107;1329;661;-27
21;?;265;686;1960;21
15;?;420;325;1518;15
28;?;176;518;1950;?
149;?;?;841;2607;?
62;?;?;782;2938;?
-38;?;?;482;2420;?
204;?;?;1044;1501;204
104;-1099;706;549;1099;104
-103;-30;-288;1771;30;-103
-44;-570;-2662;3567;570;-44
299;-2312;-1584;1280;2312;299
-3;-762;297;162;762;-3
-3675;244;608;473;-244;-3675
-8139;-320;317;297;320;-8139
-8728;69;-38;664;-69;-8728
-9597;43;53;550;-43;-9597
-9797;67;44;580;-67;-9797
-4495;104;19;649;-104;-4495
-2829;17;48;588;-17;-2829
-4630;60;27;627;-60;-4630
-3018;28;34;615;-28;-3018
-1918;47;32;620;-47;-1918
-1961;56;33;627;-56;-1961
-1130;64;34;620;-64;-1130
54;65;37;602;-65;54
332;71;30;626;-71;332
722;80;34;620;-80;722
1640;113;29;625;-113;1640
2040;144;18;670;?;2040
2208;64;42;631;?;2208
984;136;-10;673;?;984
10;164;71;595;?;10
-1204;366;-6;640;?;-1204
-2541;801;-171;686;?;-2541
-717;1803;-88;492;?;-717
246;2980;-327;822;?;246
-57;2080;-430;805;-2080;-57
332;2059;-519;544;-2059;332
159;1327;-335;550;-1327;159
124;-2097;591;81;2097;124
114;-2405;645;51;2405;114
73;-2168;163;452;2168;73
141;-2957;243;405;2957;141
83;-2375;45;571;2375;83
63;-1755;-32;616;1755;63
62;-1784;-44;628;1784;62
55;-2758;-587;1436;2758;55
62;-3226;-196;1460;3226;62
-4;-2786;97;1115;2786;-4
23;-2962;141;1316;2962;23
-36;-2620;26;1174;2620;-36
-206;308;54;140;-308;-206
-463;3248;1257;-680;-3248;-463
-2277;2583;207;723;-2583;-2277
-4485;673;-670;?;-673;-4485
-3123;135;197;?;-135;-3123
-1415;141;-88;?;-141;-1415
-2534;120;-30;?;-120;-2534
-2222;139;107;?;-139;-2222
-1515;112;-29;?;-112;-1515
-2116;123;38;?;-123;-2116
-2115;108;-19;?;-108;-2115
-1512;55;15;?;-55;-1512
-741;80;33;636;-80;-741
-427;129;16;667;-129;-427
11;163;1;683;-163;11
820;186;25;653;-186;820
1658;223;12;678;-223;1658
3214;327;2;670;-327;3214
3126;619;34;610;-619;3126
-1169;1282;25;621;-1282;-1169
-4263;2122;98;472;-2122;-4263
-1167;3064;-94;652;-3064;-1167
826;5216;-27;738;-5216;826
-674;6936;-543;1392;-6936;-674
-116;6209;-1482;2487;-6209;-116
291;4316;-48;1251;-4316;291
-37;672;1136;111;-672;-37
232;-1973;813;360;1973;232
20;-1532;992;165;1532;20
63;-1978;859;305;1978;63
64;-3677;512;?;3677;64
8;-4414;208;?;4414;8
51;-4638;187;?;4638;51
36;-4284;-399;?;?;36
41;?;-710;?;?;41
14;?;-1014;?;?;14
19;?;-1079;?;?;19
-12;?;1696;?;?;-12
32;?;700;?;?;32
35;?;-3206;?;-5036;35
?;?;-2462;?;-4093;-39
?;?;-958;?;-2229;214
?;?;-681;?;-986;322
?;?;-162;?;-212;52
?;?;49;?;-130;571
?;?;-12;?;24;972
?;22;12;?;-22;645
?;28;24;?;-28;564
?;11;6;?;-11;504
?;13;?;?;-13;732
?;21;?;?;-21;371
?;16;?;?;-16;710
?;1;?;?;-1;1471
730;20;?;?;-20;730
479;30;?;?;-30;479
173;3;?;?;-3;173
891;-15;?;?;15;891
1068;-22;19;?;22;1068
-550;-20;25;677;20;-550
-116;-10;17;685;10;-116
165;-19;15;683;19;165
-201;-10;18;681;10;-201
5;-4;12;689;4;5
-109;-72;15;685;72;?
-53;-84;19;681;84;?
-16;-32;14;680;32;?
37;-67;20;669;67;?
82;-48;28;660;48;?
25;2;19;664;-2;?
38;5;14;675;-5;?
14;45;21;677;-45;14
-40;16;16;679;-16;-40
-42;-35;0;689;35;-42
-43;-7;6;?;7;-43
-77;15;20;?;-15;-77
-73;12;21;?;-12;-73
-94;2;20;?;-2;-94
-145;-3;19;?;3;-145
-76;18;22;670;-18;-76
66;-13;21;669;13;?
136;-23;16;675;23;?
95;13;17;676;-13;?
-232;-18;23;668;18;?
-361;-20;24;669;20;?
348;13;16;674;-13;?
833;1;19;669;-1;?
581;-9;23;671;9;?
488;3;19;677;-3;?
487;2;20;677;-2;?
355;-9;12;681;9;355
438;-2;13;674;2;438
622;2;15;671;-2;622
737;5;15;675;-5;737
868;-1;23;669;1;868
869;-19;17;672;19;869
811;-19;3;679;19;811
967;-31;6;683;31;967
922;-61;-13;697;61;922
1426;-128;-2;687;128;1426
1108;-137;0;676;137;1108
1004;-129;-3;677;129;1004
3026;-409;2;662;409;3026
1633;-805;-140;729;?;1633
-117;-1161;-80;828;?;-117
?;-2110;-185;746;?;777
?;-2435;87;766;?;267
?;-1205;906;880;?;194
?;-104;344;692;?;375
?;608;-349;567;?;121
?;421;31;380;?;184
?;-44;168;76;?;109
?;-32;185;125;?;129
?;-1021;201;326;?;124
?;-1667;-28;493;?;104
?;-1167;125;548;1167;76
?;-676;-285;653;676;58
?;-352;-737;1409;352;-18
?;?;-1163;1881;1340;-126
?;?;-272;1652;3121;-66
?;?;?;1535;2122;63
?;947;?;379;-947;49
?;2473;?;-248;-2473;243
?;3412;?;1263;-3412;32
?;3612;?;1688;-3612;-118
-8;1478;-272;634;-1478;-8
-152;132;429;539;-132;-152
1942;196;-312;764;?;1942
2108;52;158;630;?;2108
-584;110;-33;674;?;-584
-589;137;-1;?;?;-589
-594;100;50;657;?;-594
-1193;135;-18;678;?;-1193
-1016;113;41;650;?;-1016
-518;96;5;676;?;-518
142;115;11;675;?;142
330;171;12;680;?;330
556;197;14;687;?;556
441;132;?;675;?;441
1060;331;?;684;?;1060
2878;744;?;614;-744;2878
4428;1235;?;618;-1235;4428
4467;1747;?;617;-1747;4467
1781;3013;?;489;-3013;1781
-1106;6039;?;1227;-6039;-1106
-840;7648;?;2304;-7648;-840
176;5905;?;1710;-5905;176
-64;2175;?;322;-2175;-64
-30;-1456;?;82;1456;-30
36;-2425;?;304;2425;36
-58;-2392;?;413;2392;-58
34;-3357;?;470;3357;34
30;-4317;247;565;4317;30
57;-4273;264;537;4273;57
59;-3799;51;715;3799;59
42;-4113;-738;1383;4113;42
13;-3950;-844;1247;3950;13
17;-4383;-1009;1940;4383;17
54;-3880;-637;2583;3880;54
81;-4258;1039;1981;4258;81
86;-4888;1205;2033;4888;86
59;1490;92;1128;-1490;59
172;4679;-811;1123;-4679;172
76;3695;-1491;2371;-3695;76
-703;3507;-1117;1794;-3507;-703
-812;204;-149;902;-204;-812
542;-264;36;696;264;542
1331;320;?;670;-320;1331
909;-213;?;685;213;909
345;125;?;675;?;345
-424;-21;?;667;?;-424
-491;27;?;666;?;-491
105;71;?;670;?;105
-688;20;?;677;?;-688
-1175;41;10;684;?;-1175
-1010;31;18;675;?;-1010
-1470;46;20;675;?;-1470
-1457;46;20;675;?;-1457
-1020;52;17;672;?;-1020
-173;59;18;673;?;-173
194;18;15;686;?;194
-679;-7;15;688;7;-679
-1025;40;19;681;-40;-1025
-1015;58;16;683;-58;-1015
-1168;37;18;680;-37;-1168
-748;36;16;684;-36;-748
-1832;29;19;683;-29;-1832
-2454;23;4;677;-23;-2454
-366;23;16;694;-23;-366
?;5;12;696;-5;523
?;-35;-17;693;35;181
?;-129;31;673;129;99
-23;-417;-135;689;417;-23
-45;-838;-193;1056;838;-45
-36;-1022;110;1475;1022;-36
-2;-713;172;1344;713;-2
8;-539;176;1206;539;8
1;-847;143;1439;847;1
1;-138;169;1032;138;1
-19;1049;-193;814;-1049;-19
16;852;-59;770;-852;16
30;180;191;438;-180;30
-95;21;-247;615;-21;-95
-52;-115;1101;-94;115;-52
-22;-623;-997;1304;623;-22
-92;?;-3651;3072;131;-92
-57;?;-786;1273;-760;-57
-92;?;157;598;-178;-92
-61;?;-208;801;83;-61
-44;?;200;567;-111;-44
-79;?;-98;749;36;-79
-41;?;55;635;-12;-41
-27;?;33;651;50;-27
-159;?;14;666;43;-159
-658;?;57;636;-90;-658
-1224;?;12;666;-112;-1224
-1518;?;17;668;-111;-1518
-849;?;12;677;-80;-849
125;15;9;679;-15;125
30;-2;17;672;2;?
31;-4;21;670;4;?
142;-34;24;661;34;?
-150;-3;24;660;3;?
-217;22;13;672;-22;?
-228;2;17;668;-2;?
-120;20;23;667;-20;?
5;13;14;672;-13;?
-12;1;13;676;-1;?
18;16;23;665;-16;?
30;11;27;654;?;?
-22;?;22;664;?;?
-27;-33;20;666;33;?
3;-10;17;665;10;?
-3;-3;22;666;3;?
-19;-24;22;666;24;?
-15;-33;16;?;33;-15
-6;-44;22;?;44;-6
-6;6;22;?;?;?
30;21;19;?;?;?
20;?;23;?;?;?
9;?;18;665;?;9
45;?;15;669;?;45
28;18;19;669;?;28
35;-20;15;670;?;35
49;-42;17;665;?;49
46;-33;25;661;?;46
55;12;16;669;?;55
34;23;12;671;?;34
16;1;22;662;?;16
6;26;18;665;-26;6
7;22;15;667;-22;7
18;-22;20;665;22;18
27;-2;15;669;2;27
35;2;16;666;-2;35
33;-23;23;661;23;33
55;3;20;660;-3;55
62;-20;26;653;20;62
13;7;31;652;-7;13
-18;81;24;653;-81;-18
?;37;17;658;-37;-17
?;10;9;673;-10;-29
?;16;15;668;-16;-52
?;14;19;662;-14;-41
?;27;15;669;-27;-91
?;23;20;664;-23;-90
?;23;25;658;-23;-93
?;25;27;655;-25;-127
?;11;26;658;-11;-33
-250;-2;19;664;2;-250
-259;23;15;665;-23;-259
-572;19;16;665;-19;-572
-2085;-10;20;664;10;-2085
-2504;35;22;666;-35;-2504
-1394;30;18;671;-30;-1394
-1019;-13;22;660;13;-1019
-782;15;17;?;-15;-782
-255;?;13;?;-33;-255
-266;?;27;?;-5;-266
-15;?;16;?;-1;-15
233;?;14;?;-36;233
42;?;26;?;-17;42
76;?;18;674;-7;76
53;?;20;670;-34;53
-67;?;23;662;-16;-67
31;?;12;674;-18;31
-24;?;20;668;-21;-24
-260;?;21;669;-11;-260
-297;?;13;676;-29;-297
-365;?;22;669;-46;-365
-324;47;18;677;-47;-324
-176;26;17;671;-26;-176
-817;31;26;667;-31;-817
-1517;51;16;676;-51;-1517
-792;60;11;674;-60;-792
142;112;15;671;-112;142
31;283;17;666;-283;31
-88;562;36;658;-562;-88
-6;842;76;621;-842;-6
0;1065;19;698;-1065;0
35;1317;?;705;-1317;35
4;1436;?;743;-1436;4
65;1629;?;824;-1629;65
36;-376;?;605;376;36
55;-184;?;597;184;55
40;-294;?;650;294;40
-2;-441;?;703;441;-2
11;-601;?;654;601;11
21;-781;?;586;781;21
6;-844;?;609;844;6
24;-946;12;589;946;24
-2;-915;70;581;915;-2
-11;-775;222;695;775;-11
-26;-843;-60;?;843;-26
-34;-578;572;?;578;-34
-178;-616;671;?;616;-178
-343;74;-351;?;-74;-343
-625;2060;92;?;-2060;-625
-862;2626;8;?;-2626;-862
-395;2908;-507;?;-2908;-395
-1480;2001;-99;?;-2001;-1480
-3549;179;-6;?;-179;-3549
-3531;177;-74;750;-177;-3531
-2722;-48;-71;734;48;-2722
-2334;-320;-19;657;320;-2334
-2011;-278;14;652;278;-2011
-1295;-186;?;604;186;-1295
-243;164;?;592;-164;-243
260;134;?;603;-134;260
458;326;?;567;-326;458
879;438;-23;666;-438;879
1199;247;-42;709;-247;1199
1248;214;32;636;?;1248
916;?;-5;676;?;916
952;?;-12;692;?;952
1577;?;16;662;?;1577
1614;?;13;661;?;1614
1951;?;0;661;?;1951
1364;?;21;669;?;1364
801;?;-19;731;?;801
386;?;-16;728;?;386
-2962;?;16;710;?;-2962
-3528;?;-39;695;?;-3528
-962;?;208;449;?;-962
-306;6436;-92;823;?;-306
-283;7617;-991;2024;?;-283
-280;4459;-447;1859;-4459;-280
-375;-1178;909;342;1178;-375
-3;-2523;1156;-79;2523;-3
243;-2582;854;282;2582;243
148;-4156;585;468;4156;148
174;-4982;324;679;4982;174
179;-5001;332;675;5001;179
101;-4396;-15;962;4396;101
111;-4084;-684;1617;4084;111
114;-4557;-678;1600;4557;114
72;-4649;-143;1250;4649;72
46;-4460;-182;1284;4460;46
48;-4265;-301;1551;4265;48
44;-3990;-21;1707;3990;44
116;-4178;-22;1282;4178;116
-6;-3552;336;1925;3552;-6
21;-1487;1247;1488;1487;21
-135;2559;-287;762;-2559;-135
-241;5296;-65;748;-5296;-241
655;4290;2135;-817;-4290;655
710;6210;-4260;3247;-6210;710
?;4774;-5678;4741;-4774;1313
?;-427;745;207;427;2521
?;39;62;659;-39;2420
?;228;-309;937;-228;2828
?;-288;390;408;288;3407
?;218;-272;890;-218;4036
?;-117;178;567;117;2861
?;-2;-24;707;?;1187
?;17;23;671;-17;1990
?;10;50;660;-10;2013
?;50;-2;694;-50;1694
?;-11;47;659;11;1984
?;-4;25;676;4;1548
?;10;21;677;-10;1186
?;-9;19;679;9;1038
?;12;25;674;-12;854
?;-16;26;674;16;817
866;-16;16;677;16;866
1060;30;14;677;-30;1060
934;-2;28;667;2;934
327;9;29;664;-9;327
180;27;11;679;-27;180
262;52;27;629;-52;262
182;323;19;600;-323;182
142;719;-8;627;-719;142
24;695;8;708;-695;24
-29;559;54;773;-559;-29
4;630;78;750;-630;4
-18;163;11;866;-163;-18
-18;-466;55;875;466;-18
21;-574;123;797;574;21
11;-583;120;802;583;11
-7;-586;125;795;586;-7
8;-567;83;855;567;8
11;-566;263;563;566;11
-27;-251;288;363;251;-27
-44;127;53;580;-127;-44
-5;187;29;644;-187;-5
-1;177;21;657;-177;-1
-30;145;12;666;-145;-30
-6;94;25;652;-94;-6
-5;61;13;666;-61;-5
-28;19;29;653;-19;-28
-17;34;22;656;?;-17
-9;47;27;658;?;-9
11;35;29;658;?;11
1;42;22;652;?;1
-16;66;24;644;?;-16
21;79;19;655;?;21
15;89;15;669;?;15
-16;124;18;661;?;-16
-10;141;19;652;?;-10
?;127;18;671;?;-39
?;176;16;688;?;-30
?;133;17;684;?;28
-4;-5;20;681;5;-4
-33;-4;18;682;4;-33
4;-17;19;685;17;4
6;-30;22;691;30;6
-28;-47;20;683;47;-28
-35;-84;20;673;84;-35
-9;-44;17;676;44;-9
14;-90;8;692;90;14
3;-110;4;709;110;3
-10;-66;19;663;66;-10
-2;-67;32;628;67;?
16;-64;8;?;64;?
25;?;2;?;65;?
6;?;27;?;36;?
22;?;11;?;6;?
60;?;42;?;-2;?
45;?;7;?;-147;?
13;?;-26;?;-327;?
14;?;50;?;-356;?
-2;?;-22;552;-242;?
-43;?;-18;528;272;?
-36;?;64;529;846;-36
-16;?;292;485;273;-16
-27;?;601;421;-664;-27
-11;?;603;422;-675;-11
0;?;598;416;-628;0
-16;?;571;435;-637;-16
5;691;646;398;-691;5
-20;550;502;463;-550;-20
-56;17;11;672;-17;-56
-12;-7;-17;682;7;-12
-18;42;44;662;-42;-18
-19;-29;?;681;29;-19
-8;13;?;658;-13;-8
-12;-30;?;671;30;-12
25;-21;?;670;21;25
?;10;?;666;-10;11
?;14;?;669;-14;-2
3;2;?;664;-2;3
-27;-12;?;664;12;-27
-8;-11;23;663;11;-8
24;-31;19;660;31;24
-2;-38;15;663;38;-2
-3;-4;17;664;4;-3
3;-9;21;664;9;3
-8;-19;17;665;19;-8
6;-9;14;661;9;6
-5;0;16;665;0;-5
-7;26;15;669;-26;?
37;-8;21;660;8;?
38;-6;21;659;6;?
40;24;19;?;-24;?
27;-26;23;?;26;?
-43;-14;17;658;14;?
-24;21;15;656;-21;?
10;-20;21;657;20;?
-28;5;23;655;-5;?
-31;31;23;646;-31;?
-5;1;20;654;-1;-5
-14;21;18;663;-21;-14
-29;29;24;656;-29;-29
-14;54;18;654;-54;-14
0;39;14;661;-39;0
21;30;17;667;-30;21
11;54;13;669;-54;11
-18;16;16;667;-16;-18
24;31;15;675;-31;24
31;14;15;673;-14;31
24;15;19;663;-15;24
-14;42;21;662;-42;-14
-56;-10;22;668;10;-56
6;15;19;672;-15;6
3;16;23;660;-16;3
5;-37;19;660;37;5
20;29;19;666;-29;20
-24;45;23;665;-45;-24
-27;-9;18;670;9;-27
-11;12;18;667;-12;-11
22;-22;21;660;22;22
7;-8;26;660;8;7
0;24;19;665;-24;0
10;2;14;667;-2;10
-36;34;25;662;-34;-36
-18;3;18;664;-3;-18
6;-21;15;668;21;6
-27;6;20;662;-6;-27
-16;13;20;660;-13;-16
4;11;21;666;-11;4
-15;2;18;667;-2;-15
-34;18;16;669;-18;-34
-37;28;17;669;-28;-37
-2;15;16;669;-15;-2
26;15;22;?;-15;26
-12;24;22;?;-24;-12
0;24;17;?;-24;0
35;15;24;?;-15;35
-25;8;23;?;-8;-25
-10;24;14;?;-24;-10
37;33;15;?;-33;37
-22;9;15;?;-9;-22
-30;-18;15;?;18;-30
-17;-26;14;?;26;-17
-47;-3;20;?;3;-47
-2;-4;24;?;4;-2
51;-7;17;?;7;51
21;1;14;?;-1;21
-5;-9;18;?;9;-5
-6;2;16;?;-2;-6
-5;-20;18;668;20;-5
-11;-48;26;654;48;-11
-17;-23;24;660;23;-17
-17;-10;18;670;10;-17
-19;-10;18;669;10;-19
8;-9;18;669;9;?
1;-7;16;669;7;?
-39;9;15;669;-9;?
0;10;17;669;-10;?
33;2;16;669;-2;?
-19;11;13;667;-11;-19
-20;11;17;668;-11;-20
4;23;21;668;-23;4
-19;?;17;666;-37;-19
-38;?;14;666;-33;-38
-26;?;15;670;-23;-26
9;?;20;667;-4;9
-2;?;24;663;-2;-2
-53;-5;16;671;5;-53
-7;-7;14;673;7;-7
32;1;19;667;-1;32
4;1;16;667;-1;4
23;5;16;667;-5;23
-2;-13;17;669;13;-2
-6;8;20;666;-8;-6
30;-2;21;663;2;30
0;-28;16;668;28;0
12;21;16;671;-21;12
32;13;17;670;-13;32
-11;-14;22;664;14;-11
-31;-2;22;664;2;-31
-26;2;16;668;-2;-26
-26;0;18;667;0;-26
-8;-9;15;671;9;-8
3;-8;14;674;8;3
9;-10;22;663;10;9
17;15;20;666;-15;17
11;-17;23;661;17;11
4;-41;1;682;41;4
3;-84;-11;699;84;3
-15;-262;20;670;262;-15
-45;-224;-38;769;224;-45
-17;-103;-56;959;103;-17
-31;21;37;1158;-21;-31
-54;167;26;1011;-167;-54
-15;71;-8;?;-71;-15
-63;29;8;?;-29;-63
-38;99;-66;614;-99;-38
-39;135;-90;?;-135;-39
-28;101;-23;?;-101;-28
-107;-1;-7;?;1;-107
-109;-3;7;?;3;-109
116;-12;1;668;12;116
-647;-41;-1;681;41;-647
-1252;55;45;648;-55;-1252
-707;128;53;640;-128;-707
-501;145;28;677;-145;-501
-524;178;19;687;-178;-524
-282;124;8;688;-124;-282
-88;94;5;691;-94;-88
-97;88;16;690;-88;-97
232;24;19;691;-24;232
788;12;23;683;-12;788
789;-10;19;689;10;789
577;-35;9;695;35;577
260;7;15;680;-7;260
90;-20;17;682;20;90
101;-35;13;692;35;101
105;12;21;685;-12;105
323;-25;23;681;25;323
215;-2;23;676;2;215
66;25;22;677;-25;66
106;-25;17;686;25;106
14;-15;20;684;15;14
21;11;20;684;-11;21
6;8;16;682;-8;6
-21;-18;21;676;18;-21
-57;-10;17;683;10;-57
-103;-1;17;681;1;-103
-77;-8;25;671;8;-77
-78;2;20;678;-2;-78
-56;-25;17;682;25;-56
-48;-29;15;681;29;-48
-62;-18;18;675;18;-62
-56;-20;22;673;20;-56
-58;-22;15;681;22;-58
-67;-31;25;673;31;-67
-77;-28;33;664;28;-77
-29;-42;19;?;42;-29
6;5;40;?;-5;6
-35;101;18;?;-101;-35
-72;173;4;?;-173;-72
-57;320;10;776;-320;-57
-31;354;-86;946;-354;-31
-68;107;-22;708;-107;-68
-19;-54;59;578;54;-19
18;-152;2;737;152;18
-70;-213;21;658;213;-70
-152;-12;18;661;12;-152
-195;46;10;700;-46;-195
-81;-51;23;666;51;-81
-103;29;19;675;-29;-103
-13;73;23;669;-73;-13
