InertialMeasurementUnit RLA magneticY;InertialMeasurementUnit RUA magneticX;InertialMeasurementUnit R-SHOE Nav_Ay;InertialMeasurementUnit BACK magneticY;InertialMeasurementUnit LUA magneticZ;InertialMeasurementUnit L-SHOE Compass;InertialMeasurementUnit R-SHOE EuX;InertialMeasurementUnit LLA magneticX;InertialMeasurementUnit R-SHOE Compass
-550.0;292.0;1;-453.0;?;16;75;358.0;-7
-548.0;282.0;-7;?;?;16;75;357.0;-7
-550.0;273.0;-8;-448.0;?;16;75;355.0;-7
-549.0;261.0;-3;-444.0;?;16;75;354.0;-7
-538.0;250.0;-5;-440.0;?;16;?;356.0;?
-542.0;242.0;0;-435.0;?;16;?;355.0;?
-541.0;240.0;5;-436.0;?;16;?;356.0;?
-549.0;237.0;?;-435.0;?;16;?;353.0;?
-549.0;237.0;?;-432.0;?;16;?;353.0;?
-536.0;237.0;?;-429.0;?;16;?;355.0;?
-524.0;238.0;?;-428.0;?;16;?;355.0;?
-515.0;241.0;?;-426.0;528.0;16;?;356.0;-7
-504.0;243.0;?;-430.0;527.0;16;?;359.0;-7
-488.0;246.0;?;-430.0;528.0;16;?;359.0;-7
-468.0;248.0;?;-431.0;528.0;16;?;359.0;-7
?;252.0;?;-431.0;530.0;16;?;358.0;-7
?;256.0;?;-435.0;531.0;16;?;359.0;-7
?;260.0;?;?;530.0;16;?;361.0;-7
?;264.0;?;?;533.0;16;?;361.0;-7
?;?;?;?;534.0;16;?;363.0;-7
?;?;?;?;534.0;16;?;361.0;-7
?;?;?;?;537.0;16;?;358.0;-7
?;?;1;?;537.0;16;?;355.0;-7
?;?;2;-473.0;539.0;16;?;351.0;-7
?;?;?;-478.0;540.0;16;?;347.0;-7
?;?;?;-485.0;543.0;16;?;346.0;-7
?;?;?;-491.0;543.0;16;?;346.0;-7
-113.0;?;?;-495.0;?;16;75;351.0;-7
-108.0;?;?;-496.0;?;16;75;355.0;-7
-102.0;?;?;?;?;16;75;361.0;-7
-100.0;?;?;?;544.0;16;75;371.0;-7
-96.0;285.0;1;-502.0;542.0;16;75;377.0;-7
-102.0;281.0;-2;-504.0;540.0;16;75;386.0;-7
-103.0;278.0;1;-505.0;539.0;16;75;391.0;-7
-103.0;?;0;?;539.0;16;75;395.0;-7
-106.0;?;-1;?;536.0;16;75;399.0;-7
?;?;3;?;533.0;16;75;401.0;-7
?;?;2;?;534.0;16;75;400.0;?
?;?;7;?;530.0;16;75;400.0;?
?;?;?;?;530.0;16;75;403.0;-7
?;?;0;?;528.0;16;75;399.0;-7
?;?;3;?;526.0;16;75;399.0;-7
?;295.0;-1;?;526.0;16;75;395.0;-7
?;299.0;0;?;525.0;16;75;396.0;-7
?;302.0;4;?;522.0;16;75;395.0;-7
?;305.0;-3;?;524.0;16;75;396.0;-7
?;306.0;-3;?;524.0;16;75;395.0;-7
?;308.0;-2;?;521.0;16;75;393.0;-7
?;308.0;-4;?;522.0;16;75;391.0;-7
?;307.0;2;?;521.0;16;75;389.0;-7
-101.0;306.0;0;?;522.0;16;75;388.0;-7
-104.0;304.0;-3;-489.0;523.0;16;75;386.0;?
-110.0;304.0;1;-488.0;525.0;16;75;387.0;?
-116.0;302.0;-1;-483.0;521.0;16;75;385.0;?
-118.0;302.0;?;-484.0;521.0;16;75;381.0;?
-123.0;297.0;?;-481.0;524.0;16;75;379.0;?
-128.0;301.0;?;-482.0;523.0;16;75;375.0;?
-128.0;303.0;?;-481.0;523.0;16;75;370.0;?
-129.0;301.0;?;-480.0;523.0;16;75;367.0;?
-132.0;304.0;?;-476.0;523.0;16;75;364.0;-7
-131.0;305.0;?;-476.0;521.0;16;75;359.0;-7
-128.0;305.0;?;-477.0;?;16;75;358.0;-7
-126.0;306.0;?;-477.0;?;16;75;356.0;-7
-126.0;305.0;9;-475.0;?;16;75;?;-7
-129.0;?;4;?;?;16;75;?;-7
-134.0;?;-1;?;?;16;75;?;-7
-133.0;?;2;?;?;16;75;?;-7
-131.0;?;3;?;?;16;75;?;-7
-132.0;?;2;?;?;16;75;?;-7
-133.0;?;0;?;?;16;75;?;-7
-136.0;?;-3;?;?;16;75;?;-7
-137.0;?;-2;?;?;16;75;?;-7
-140.0;?;3;?;?;16;75;?;-7
-141.0;?;4;?;?;16;75;367.0;-7
-140.0;?;0;?;517.0;16;75;367.0;-7
-137.0;?;0;-466.0;517.0;16;75;367.0;-7
-137.0;?;4;-465.0;519.0;16;75;365.0;-7
-140.0;?;2;-465.0;519.0;16;75;363.0;-7
-140.0;?;-1;-464.0;520.0;16;75;363.0;-7
-142.0;300.0;6;-463.0;521.0;16;75;362.0;-7
-144.0;297.0;6;-461.0;522.0;16;75;362.0;-7
-146.0;294.0;-3;-459.0;522.0;16;75;?;-7
-148.0;294.0;-3;?;523.0;16;75;?;-7
-150.0;292.0;0;-456.0;523.0;16;75;?;-7
-146.0;293.0;-2;-458.0;523.0;16;75;?;-7
-144.0;290.0;0;-458.0;523.0;16;75;?;-7
?;292.0;2;-455.0;524.0;16;75;?;-7
?;291.0;3;-454.0;523.0;16;75;?;-7
?;293.0;5;-457.0;522.0;16;75;?;-7
?;291.0;-1;-454.0;524.0;16;75;?;-7
?;291.0;0;-453.0;522.0;16;75;?;-7
?;293.0;7;-452.0;522.0;?;75;?;-7
?;291.0;0;-450.0;525.0;?;75;?;-7
?;291.0;-2;-451.0;525.0;?;75;?;-7
?;290.0;4;-456.0;526.0;?;75;?;-7
-145.0;293.0;-1;-453.0;527.0;?;75;?;-7
-142.0;294.0;-5;-451.0;526.0;16;75;?;-7
-141.0;293.0;-1;-452.0;522.0;16;75;?;-7
-142.0;292.0;-1;-454.0;522.0;16;75;?;-7
-138.0;295.0;-2;-451.0;522.0;16;75;?;-7
-137.0;294.0;1;-454.0;524.0;16;74;?;-7
-137.0;292.0;-2;-450.0;523.0;16;74;?;-8
-134.0;291.0;-1;-448.0;524.0;16;74;?;-8
-136.0;289.0;2;-451.0;525.0;16;74;360.0;-8
-140.0;289.0;1;-447.0;526.0;16;74;360.0;-8
?;288.0;-2;-447.0;526.0;16;74;359.0;-8
?;285.0;-2;-445.0;525.0;16;74;358.0;-8
?;283.0;3;-441.0;525.0;16;74;357.0;-8
?;282.0;4;-440.0;?;16;74;356.0;-8
?;279.0;4;-437.0;?;16;74;356.0;-8
?;279.0;3;-434.0;?;16;74;353.0;-8
?;279.0;0;-437.0;?;16;74;351.0;-8
?;278.0;0;-437.0;?;16;74;349.0;-8
?;278.0;?;?;?;16;74;344.0;-8
-167.0;277.0;?;?;?;16;74;342.0;?
-168.0;277.0;?;?;?;16;74;340.0;?
-168.0;278.0;?;?;?;16;74;339.0;?
-170.0;280.0;?;?;?;16;74;337.0;?
-175.0;?;?;?;?;16;74;337.0;?
-177.0;?;?;?;?;16;74;337.0;?
-178.0;?;?;?;?;16;74;338.0;-8
-176.0;?;?;-435.0;?;16;74;340.0;-7
-178.0;?;?;-434.0;?;16;74;343.0;-7
-174.0;?;?;-436.0;528.0;16;74;345.0;-7
-171.0;?;?;-438.0;528.0;16;74;345.0;-7
-171.0;?;?;-437.0;527.0;16;74;348.0;-7
-167.0;?;-5;-440.0;527.0;16;74;352.0;-7
-165.0;?;0;-441.0;?;16;74;354.0;-7
-165.0;?;1;-440.0;?;16;74;358.0;-7
-163.0;?;2;-442.0;?;16;74;364.0;-7
-159.0;?;0;-443.0;?;16;74;366.0;-7
-161.0;299.0;-1;-440.0;?;16;74;370.0;-7
-161.0;299.0;?;-441.0;521.0;16;74;367.0;-7
-160.0;301.0;?;-439.0;520.0;16;74;368.0;-7
-164.0;300.0;?;-436.0;519.0;16;74;368.0;-7
-166.0;302.0;3;-436.0;518.0;16;74;368.0;-7
-168.0;302.0;-3;-438.0;519.0;16;74;368.0;?
-171.0;305.0;-3;-437.0;519.0;16;74;368.0;?
-172.0;308.0;6;-439.0;518.0;16;74;365.0;?
-170.0;?;4;-441.0;522.0;16;74;363.0;?
-172.0;?;1;-437.0;520.0;16;74;362.0;-7
-170.0;?;5;-437.0;522.0;16;74;358.0;?
-169.0;304.0;-2;-438.0;522.0;16;74;357.0;?
-173.0;303.0;-4;-441.0;523.0;16;74;356.0;?
-171.0;304.0;-2;-437.0;523.0;16;74;355.0;?
-172.0;304.0;-4;-436.0;522.0;16;74;354.0;?
-174.0;303.0;0;-436.0;522.0;16;74;354.0;?
-174.0;302.0;0;-435.0;523.0;16;74;353.0;?
-172.0;299.0;-5;-437.0;522.0;16;74;354.0;?
-176.0;301.0;0;-433.0;523.0;16;74;356.0;-7
-176.0;300.0;3;-435.0;521.0;16;74;355.0;-7
-178.0;301.0;-3;-433.0;522.0;16;74;356.0;-8
-181.0;301.0;-9;-432.0;521.0;16;74;357.0;-8
-182.0;300.0;-5;?;521.0;16;74;357.0;-8
-182.0;301.0;6;?;522.0;16;74;356.0;-7
-183.0;302.0;3;?;521.0;16;74;354.0;-7
-184.0;?;-5;?;522.0;16;74;352.0;-7
-182.0;?;-1;?;524.0;16;74;353.0;-7
-181.0;?;1;?;526.0;16;74;355.0;-7
-179.0;?;-5;?;526.0;16;74;354.0;-7
-180.0;?;-3;?;526.0;16;74;354.0;-7
-180.0;305.0;0;?;525.0;16;74;354.0;-7
-179.0;303.0;-2;?;526.0;16;74;353.0;-7
-176.0;301.0;-2;-441.0;526.0;16;74;355.0;-7
-176.0;301.0;-3;-442.0;527.0;16;74;356.0;-7
-175.0;301.0;-2;-443.0;528.0;16;74;354.0;-7
-175.0;300.0;2;-444.0;527.0;16;74;354.0;?
-175.0;301.0;3;?;526.0;16;74;357.0;?
-175.0;301.0;2;?;?;16;74;358.0;?
-170.0;301.0;-1;?;?;16;74;361.0;?
-170.0;302.0;-2;?;?;16;74;360.0;?
-163.0;301.0;3;?;?;16;74;360.0;?
-161.0;299.0;5;?;?;16;74;360.0;?
-160.0;?;3;?;?;16;74;362.0;?
-160.0;298.0;-2;?;?;16;74;362.0;?
?;297.0;?;?;528.0;16;74;361.0;?
-165.0;298.0;?;?;525.0;16;74;362.0;?
-166.0;298.0;?;?;?;16;74;361.0;-7
-167.0;299.0;-6;?;?;16;74;362.0;-7
-169.0;301.0;-3;?;524.0;16;74;361.0;-7
-165.0;301.0;1;?;526.0;16;74;363.0;-7
-163.0;303.0;-5;-450.0;524.0;16;74;363.0;-7
-166.0;304.0;-3;-450.0;523.0;16;74;362.0;-7
-167.0;303.0;4;-449.0;524.0;16;74;365.0;-7
-167.0;304.0;-1;-449.0;523.0;16;74;366.0;-7
-173.0;305.0;-3;-445.0;522.0;16;74;367.0;-7
-175.0;306.0;-1;-444.0;520.0;16;74;367.0;-7
-174.0;306.0;0;-444.0;521.0;16;74;367.0;-7
-177.0;306.0;4;-442.0;520.0;16;74;364.0;-7
-176.0;305.0;0;-441.0;523.0;16;74;363.0;-7
-174.0;?;-2;?;525.0;16;74;358.0;-7
-180.0;?;4;?;524.0;16;74;354.0;-7
-185.0;?;2;?;525.0;16;74;351.0;-7
-193.0;?;-2;-434.0;523.0;16;74;352.0;-7
-204.0;?;2;-430.0;522.0;16;74;353.0;-7
-214.0;?;4;-427.0;520.0;16;74;?;-7
-217.0;?;-4;-422.0;521.0;16;74;?;-7
-227.0;290.0;-6;-420.0;515.0;16;74;?;-7
-226.0;291.0;-1;-418.0;516.0;16;74;?;-7
-229.0;294.0;4;-417.0;517.0;16;74;?;-7
-234.0;294.0;5;-413.0;517.0;16;74;?;-7
-237.0;295.0;0;-410.0;516.0;16;74;?;-7
-242.0;297.0;2;-411.0;516.0;16;74;?;-7
-251.0;295.0;4;-407.0;516.0;16;74;?;-7
-255.0;296.0;0;-407.0;518.0;16;74;?;-7
-261.0;296.0;-1;-406.0;518.0;16;74;?;-7
-267.0;295.0;1;-401.0;515.0;16;74;?;-7
-268.0;292.0;1;-394.0;515.0;16;74;?;-7
-268.0;290.0;0;-397.0;515.0;16;74;335.0;-7
-269.0;293.0;-3;-393.0;514.0;16;74;332.0;-7
-270.0;290.0;-3;-388.0;515.0;16;74;335.0;-7
-271.0;288.0;1;-390.0;514.0;16;74;333.0;-7
-277.0;287.0;0;-388.0;513.0;16;74;?;-7
-279.0;287.0;-5;-385.0;512.0;16;74;332.0;-7
-281.0;287.0;-8;-383.0;514.0;16;74;333.0;-7
-288.0;288.0;-3;-382.0;512.0;16;74;331.0;-7
-293.0;287.0;-4;-379.0;512.0;16;74;329.0;-7
-300.0;287.0;-8;-378.0;514.0;16;74;326.0;-7
-306.0;286.0;2;-375.0;512.0;16;74;324.0;-7
-313.0;286.0;5;-372.0;512.0;16;74;324.0;-7
-318.0;287.0;-8;-370.0;511.0;16;74;319.0;-7
-324.0;286.0;-8;-368.0;510.0;16;74;318.0;-7
-326.0;287.0;1;-365.0;511.0;16;74;313.0;-7
-325.0;289.0;1;-369.0;513.0;16;74;312.0;-7
-326.0;289.0;-1;-366.0;511.0;16;74;310.0;-7
-324.0;286.0;-1;-368.0;513.0;16;74;308.0;-7
-323.0;285.0;-2;-370.0;515.0;16;74;309.0;-7
-322.0;283.0;-1;?;514.0;16;74;309.0;-7
-320.0;?;?;?;513.0;16;74;308.0;-7
?;?;?;?;517.0;16;74;306.0;-7
?;?;?;?;517.0;16;74;307.0;-7
?;?;?;?;517.0;16;74;306.0;-7
?;?;?;?;518.0;16;74;306.0;-7
?;?;?;?;517.0;16;74;306.0;-7
?;?;?;?;518.0;16;74;306.0;-7
?;?;?;?;519.0;16;74;309.0;-7
?;?;?;?;517.0;16;74;311.0;-7
?;?;?;?;516.0;16;74;314.0;-7
?;?;?;?;515.0;16;74;317.0;-7
?;?;?;?;515.0;16;74;320.0;-7
?;289.0;?;?;514.0;16;74;322.0;-7
?;292.0;?;?;515.0;16;74;322.0;-7
-309.0;295.0;7;?;514.0;16;74;321.0;-7
-309.0;296.0;0;?;512.0;16;74;321.0;-7
-304.0;?;-1;?;511.0;16;74;322.0;-7
-301.0;?;4;-385.0;512.0;16;74;324.0;-7
-297.0;?;?;-388.0;513.0;?;74;327.0;-7
-293.0;?;?;-392.0;512.0;?;74;330.0;-7
-288.0;?;?;-387.0;513.0;?;74;332.0;-7
?;?;0;-388.0;513.0;?;74;334.0;-7
?;299.0;3;-389.0;512.0;?;74;338.0;-7
?;300.0;4;-391.0;512.0;?;74;341.0;-7
?;301.0;1;-391.0;511.0;?;74;338.0;-7
?;304.0;0;-396.0;514.0;?;74;337.0;-7
?;?;?;-397.0;512.0;?;74;333.0;-7
?;?;?;-400.0;511.0;?;74;?;-7
?;?;?;-404.0;513.0;?;74;?;-7
?;?;?;-407.0;514.0;?;74;?;-7
?;?;-3;-406.0;516.0;?;74;?;-7
?;?;-3;-408.0;517.0;?;74;?;-7
?;?;-5;-406.0;515.0;?;74;?;-7
?;?;-5;-407.0;515.0;?;74;327.0;-7
?;?;-5;-408.0;517.0;?;74;332.0;-7
-245.0;?;-6;-404.0;515.0;?;74;334.0;-7
-243.0;307.0;-5;-411.0;517.0;?;74;335.0;-7
-239.0;306.0;-4;-407.0;517.0;?;74;336.0;-7
-241.0;307.0;0;-408.0;518.0;?;74;335.0;-7
-240.0;306.0;1;-410.0;519.0;?;74;336.0;-7
-235.0;307.0;-3;-414.0;520.0;16;74;334.0;-7
-233.0;307.0;-3;-411.0;519.0;16;74;333.0;-7
-232.0;306.0;?;-414.0;522.0;16;74;333.0;-7
-226.0;304.0;?;-413.0;524.0;16;74;334.0;-7
-226.0;304.0;?;-418.0;519.0;16;74;331.0;-7
-223.0;303.0;?;-416.0;521.0;16;74;331.0;-7
-224.0;303.0;?;-419.0;520.0;16;74;331.0;-7
-224.0;303.0;?;?;522.0;16;74;330.0;-7
-221.0;300.0;?;?;521.0;16;74;333.0;-7
-218.0;299.0;?;?;526.0;16;74;332.0;-7
-219.0;299.0;?;?;524.0;16;74;332.0;-7
-219.0;299.0;?;?;526.0;16;74;333.0;-7
-220.0;298.0;?;?;527.0;16;74;335.0;-7
-222.0;297.0;?;?;526.0;16;74;334.0;-7
-224.0;296.0;?;?;526.0;16;74;338.0;-7
-224.0;293.0;-3;?;527.0;16;74;337.0;-7
-224.0;295.0;-2;?;528.0;16;74;336.0;-7
-225.0;292.0;-5;?;526.0;16;74;336.0;-7
-226.0;292.0;-2;-426.0;528.0;16;74;336.0;-7
-227.0;292.0;3;-424.0;529.0;16;74;334.0;-7
-225.0;291.0;4;-425.0;529.0;16;74;334.0;-7
-226.0;290.0;2;-425.0;529.0;16;74;331.0;-7
-228.0;288.0;1;-424.0;529.0;16;74;330.0;-7
-228.0;289.0;3;-421.0;528.0;16;74;?;-7
-232.0;289.0;0;?;528.0;16;74;?;-7
-235.0;288.0;-2;?;526.0;16;74;?;-7
-240.0;289.0;-1;?;527.0;16;74;?;-7
-240.0;288.0;-5;?;528.0;16;74;323.0;-7
-243.0;290.0;1;?;526.0;16;74;324.0;-7
-245.0;288.0;0;?;527.0;16;74;323.0;-7
-243.0;291.0;-6;-421.0;527.0;16;74;322.0;-7
-244.0;291.0;-2;-418.0;527.0;16;74;325.0;-7
-242.0;294.0;-2;-421.0;526.0;16;74;325.0;-7
-243.0;293.0;-3;-422.0;529.0;16;74;327.0;-7
-242.0;290.0;-5;-418.0;526.0;16;74;330.0;-7
-241.0;291.0;4;-416.0;525.0;16;74;331.0;?
-239.0;290.0;13;-417.0;525.0;16;74;331.0;?
-241.0;291.0;4;-418.0;525.0;16;74;332.0;-7
-239.0;291.0;-1;-417.0;525.0;16;74;332.0;-7
-237.0;291.0;0;-422.0;526.0;16;74;334.0;-7
-238.0;292.0;2;-420.0;526.0;16;74;332.0;-7
-237.0;292.0;4;-421.0;527.0;16;74;334.0;-7
-235.0;290.0;-1;-426.0;528.0;16;74;334.0;-7
-238.0;291.0;0;-423.0;528.0;16;74;?;-7
-236.0;289.0;2;-424.0;529.0;16;74;?;-7
-231.0;288.0;-2;-427.0;530.0;16;74;?;-7
-229.0;291.0;?;-428.0;530.0;16;74;?;-7
-224.0;290.0;?;-429.0;530.0;16;74;?;-7
-221.0;290.0;?;-429.0;?;16;74;?;-7
?;289.0;?;?;?;16;74;?;-7
?;288.0;?;?;?;16;74;?;-7
?;286.0;?;?;?;16;74;?;-7
?;286.0;?;?;?;16;74;?;-7
?;287.0;?;?;?;16;74;?;-7
?;288.0;?;?;528.0;16;74;?;-7
?;292.0;?;?;526.0;16;74;?;-7
?;292.0;?;?;527.0;16;74;?;-7
?;295.0;?;?;527.0;16;74;339.0;-7
?;292.0;?;?;525.0;16;74;336.0;-7
-242.0;295.0;?;?;525.0;16;74;337.0;-7
-244.0;295.0;?;?;523.0;16;74;333.0;-7
-247.0;296.0;1;?;?;16;74;334.0;-7
-250.0;296.0;4;?;?;16;74;333.0;-7
-246.0;296.0;2;-412.0;?;16;74;331.0;-7
-249.0;297.0;0;-412.0;?;16;74;332.0;-7
-246.0;297.0;-3;-413.0;518.0;16;74;330.0;-7
-242.0;298.0;-3;-416.0;522.0;16;74;333.0;-7
-240.0;300.0;1;-417.0;518.0;16;74;332.0;-7
-237.0;300.0;-1;-417.0;520.0;16;74;334.0;-7
-231.0;301.0;-1;-419.0;520.0;16;74;335.0;-7
-229.0;302.0;-1;-420.0;520.0;16;74;336.0;-7
?;302.0;0;-418.0;518.0;16;74;338.0;-7
?;302.0;6;-421.0;521.0;16;74;339.0;-7
?;302.0;3;-422.0;520.0;16;74;344.0;-7
?;303.0;1;-420.0;519.0;16;74;348.0;-7
?;303.0;6;-420.0;518.0;16;74;348.0;-7
?;300.0;4;-420.0;518.0;16;74;351.0;-7
?;300.0;2;-421.0;519.0;16;74;352.0;-7
?;?;1;-421.0;519.0;16;74;353.0;-7
?;?;1;-421.0;519.0;16;74;352.0;-7
-223.0;?;6;-419.0;518.0;16;74;350.0;-7
-221.0;?;5;-420.0;518.0;16;74;350.0;-7
-224.0;?;3;-420.0;518.0;16;74;349.0;-7
-224.0;?;3;-424.0;518.0;16;74;347.0;-7
-219.0;?;1;-423.0;519.0;16;74;343.0;-7
-219.0;?;3;-419.0;519.0;16;74;341.0;-7
-215.0;302.0;0;-419.0;520.0;16;74;337.0;-7
-212.0;301.0;0;?;520.0;16;74;?;-7
-214.0;300.0;2;-417.0;520.0;16;74;?;-7
-221.0;298.0;2;-418.0;521.0;?;74;?;-7
-220.0;295.0;7;-415.0;?;?;74;?;-7
-225.0;297.0;2;-414.0;519.0;?;74;?;-7
-226.0;295.0;-4;-413.0;520.0;?;74;?;-7
-225.0;?;1;-415.0;521.0;?;74;335.0;-7
-226.0;?;0;-416.0;519.0;?;74;334.0;-7
-226.0;?;-2;-414.0;521.0;?;74;336.0;-7
-227.0;?;3;-414.0;521.0;?;74;336.0;-7
-227.0;?;-1;-417.0;518.0;?;74;334.0;-7
-227.0;?;-7;-417.0;519.0;?;?;336.0;-7
-225.0;?;-3;?;520.0;16;?;336.0;-7
-227.0;?;-2;?;518.0;16;?;335.0;-7
-227.0;?;?;?;?;16;?;335.0;-7
-223.0;?;?;?;?;16;?;337.0;-7
-225.0;?;?;?;?;16;?;335.0;?
-224.0;?;?;?;?;16;?;337.0;?
-223.0;297.0;?;?;?;16;?;?;-7
-225.0;298.0;?;?;?;16;74;338.0;-7
-229.0;299.0;-2;?;?;16;74;338.0;-8
-226.0;298.0;3;?;?;16;74;340.0;-7
-234.0;299.0;2;-411.0;516.0;16;74;339.0;-7
-233.0;298.0;0;-411.0;517.0;16;74;339.0;-7
-230.0;298.0;?;-413.0;517.0;16;74;340.0;-7
-231.0;301.0;?;-411.0;517.0;16;?;342.0;-7
-234.0;301.0;?;-410.0;516.0;16;?;343.0;-7
-233.0;301.0;?;-408.0;515.0;16;?;342.0;-7
-231.0;300.0;?;-410.0;513.0;16;?;343.0;-7
-232.0;300.0;2;-411.0;514.0;16;?;343.0;-7
-232.0;300.0;-3;-410.0;514.0;16;?;341.0;-7
-235.0;300.0;-3;-408.0;514.0;16;?;342.0;-7
-232.0;302.0;-2;-410.0;?;16;?;342.0;-7
-230.0;300.0;?;-414.0;?;16;?;342.0;-7
-232.0;301.0;?;-410.0;?;16;74;?;-7
-231.0;300.0;?;-410.0;?;16;74;?;-7
-231.0;300.0;?;-411.0;?;16;74;?;-7
-233.0;299.0;?;-409.0;?;16;74;?;-7
-233.0;300.0;?;-411.0;?;16;?;?;-7
-232.0;299.0;1;-410.0;?;16;?;?;-7
-235.0;302.0;1;-413.0;?;16;?;?;-7
-233.0;300.0;3;-411.0;?;16;?;?;-7
-232.0;300.0;4;-411.0;?;16;?;?;-7
-233.0;301.0;-1;-410.0;?;16;74;?;-7
-228.0;302.0;1;-410.0;?;16;74;?;?
-225.0;306.0;0;-415.0;?;16;74;?;?
-222.0;304.0;?;-413.0;?;16;74;337.0;?
-222.0;306.0;?;-415.0;515.0;16;74;338.0;?
-216.0;305.0;?;-416.0;517.0;16;74;338.0;?
-216.0;305.0;?;-417.0;517.0;16;74;339.0;?
-213.0;305.0;-2;-418.0;518.0;16;74;340.0;-7
-212.0;302.0;2;-420.0;520.0;16;74;342.0;-7
-210.0;301.0;1;-421.0;520.0;16;74;347.0;-7
-213.0;301.0;-1;-422.0;520.0;16;74;349.0;-7
-214.0;301.0;2;-420.0;520.0;16;74;351.0;-7
-213.0;301.0;4;-421.0;521.0;16;74;351.0;-7
-212.0;301.0;4;-421.0;?;16;74;351.0;-7
-211.0;297.0;5;-423.0;?;16;74;347.0;-7
-210.0;295.0;0;-426.0;?;16;74;343.0;-7
-209.0;295.0;-1;-430.0;?;16;74;338.0;-7
-203.0;295.0;2;?;?;16;74;333.0;-7
-206.0;296.0;-5;?;?;16;74;328.0;-7
-207.0;294.0;-7;?;?;16;74;324.0;-7
-211.0;293.0;5;?;531.0;16;74;322.0;-7
-211.0;292.0;2;?;528.0;16;74;325.0;-7
-215.0;293.0;-4;?;527.0;16;74;328.0;?
-220.0;292.0;2;?;523.0;16;74;335.0;?
-228.0;294.0;-1;?;516.0;16;74;345.0;?
-234.0;296.0;-4;?;513.0;16;74;351.0;?
-238.0;300.0;0;?;508.0;16;74;356.0;?
-251.0;302.0;-4;?;504.0;16;74;362.0;?
-259.0;307.0;-1;-397.0;501.0;16;74;365.0;?
-265.0;308.0;5;-390.0;498.0;16;74;370.0;?
-275.0;310.0;3;-390.0;497.0;16;?;370.0;?
-282.0;312.0;4;-386.0;494.0;16;?;372.0;?
-283.0;310.0;1;-382.0;494.0;16;?;369.0;?
-284.0;311.0;-1;-381.0;493.0;16;?;367.0;-7
-286.0;311.0;2;-377.0;493.0;16;?;361.0;-7
-289.0;308.0;0;-378.0;493.0;16;?;357.0;-7
-290.0;309.0;2;-371.0;490.0;16;?;355.0;-7
-287.0;?;4;-368.0;488.0;16;?;350.0;-7
-287.0;?;0;-366.0;487.0;16;?;344.0;-7
-288.0;?;2;-363.0;485.0;16;?;337.0;-7
-287.0;?;4;-361.0;486.0;16;?;330.0;-7
-288.0;?;0;-362.0;488.0;16;?;325.0;?
-288.0;?;-1;-357.0;487.0;16;?;323.0;?
-293.0;?;-2;-356.0;487.0;?;?;316.0;-7
-292.0;?;1;-352.0;489.0;?;?;315.0;-7
?;?;0;-350.0;489.0;16;74;313.0;-7
?;302.0;-3;?;488.0;16;74;311.0;-7
?;302.0;-1;?;?;16;74;310.0;-7
?;303.0;0;?;?;16;74;312.0;-7
?;298.0;2;?;?;16;74;314.0;-7
?;299.0;3;?;?;16;74;314.0;-7
?;298.0;0;?;?;16;74;319.0;-7
-330.0;297.0;-2;?;488.0;16;74;321.0;-7
-330.0;298.0;?;?;489.0;16;74;325.0;-7
-328.0;296.0;?;-339.0;485.0;16;74;326.0;-7
-325.0;296.0;?;-340.0;486.0;16;74;327.0;-7
-322.0;296.0;?;-343.0;488.0;16;74;328.0;-7
-322.0;294.0;?;-343.0;487.0;16;74;326.0;-7
-319.0;296.0;?;-344.0;489.0;16;74;326.0;-7
-314.0;296.0;?;-348.0;493.0;16;74;320.0;-7
-311.0;297.0;?;-348.0;492.0;16;74;320.0;-7
-310.0;297.0;?;-350.0;494.0;16;74;320.0;-7
-310.0;?;?;-352.0;494.0;16;74;322.0;-7
-315.0;?;?;-349.0;493.0;16;74;323.0;-7
-318.0;?;?;-348.0;496.0;16;74;326.0;-7
-317.0;?;?;-346.0;493.0;16;74;330.0;-7
-317.0;?;?;-346.0;494.0;16;74;332.0;-7
-317.0;?;?;-344.0;492.0;16;74;331.0;-7
-319.0;?;?;-343.0;494.0;?;74;331.0;-7
-328.0;?;?;?;489.0;?;74;334.0;-7
-331.0;?;?;?;488.0;?;74;333.0;-7
-330.0;?;?;?;489.0;?;74;331.0;-7
-334.0;?;?;?;490.0;?;74;327.0;-7
-333.0;?;?;?;492.0;?;74;?;-7
-331.0;?;?;?;494.0;?;74;?;-7
-331.0;?;?;?;494.0;?;74;?;-7
-329.0;?;-5;?;495.0;?;74;?;-7
-331.0;291.0;-5;?;497.0;?;74;?;-7
-328.0;292.0;-3;?;496.0;?;74;?;-7
-323.0;289.0;-5;?;496.0;?;74;?;-7
-315.0;290.0;-4;?;496.0;?;74;?;-7
-318.0;290.0;-1;-349.0;494.0;?;74;?;-7
-312.0;290.0;0;-347.0;496.0;?;74;?;-7
-309.0;290.0;1;-348.0;496.0;?;74;?;-7
-310.0;291.0;0;-353.0;495.0;?;74;?;-7
-309.0;292.0;2;-351.0;496.0;?;74;325.0;-7
-309.0;290.0;5;-354.0;496.0;?;74;?;-7
-315.0;292.0;0;-350.0;497.0;?;74;?;-7
-316.0;291.0;-2;-353.0;497.0;?;74;?;-7
-318.0;289.0;2;-353.0;498.0;?;?;326.0;-7
-320.0;289.0;0;-351.0;498.0;?;?;327.0;-7
-320.0;289.0;-1;-352.0;501.0;16;?;330.0;-7
