Accelerometer RKN_ accY;Accelerometer HIP accY;InertialMeasurementUnit L-SHOE Nav_Ay;Accelerometer RKN^ accX;Accelerometer RKN^ accZ;Accelerometer BACK accZ;InertialMeasurementUnit L-SHOE Nav_Ax
981.0;948.0;6;192.0;159.0;-458.0;2
964.0;959.0;1;198.0;142.0;-460.0;-3
?;966.0;-3;182.0;121.0;-444.0;-5
?;964.0;-3;206.0;144.0;-459.0;3
?;?;1;207.0;164.0;-457.0;2
?;965.0;0;180.0;159.0;-469.0;-4
?;961.0;1;178.0;?;-449.0;-3
989.0;946.0;6;194.0;?;-406.0;-5
979.0;954.0;5;189.0;?;-380.0;2
977.0;948.0;3;196.0;?;-409.0;9
972.0;947.0;0;216.0;?;-419.0;-2
1003.0;938.0;-2;204.0;?;-412.0;-6
973.0;927.0;0;168.0;?;-445.0;2
971.0;929.0;1;207.0;?;-459.0;4
984.0;970.0;3;202.0;?;-445.0;5
964.0;982.0;3;211.0;?;-422.0;4
976.0;?;1;222.0;?;-423.0;-4
979.0;?;5;230.0;?;-407.0;-4
976.0;?;7;221.0;?;-412.0;-8
993.0;?;4;218.0;?;-446.0;-6
984.0;?;1;215.0;185.0;-446.0;8
969.0;?;3;232.0;193.0;-422.0;0
971.0;?;0;214.0;175.0;-449.0;-5
952.0;?;-1;210.0;179.0;-473.0;6
979.0;?;-1;212.0;174.0;-450.0;6
970.0;?;-3;204.0;151.0;-470.0;-4
991.0;?;3;201.0;128.0;-439.0;-5
983.0;?;6;205.0;123.0;-442.0;5
965.0;?;5;230.0;144.0;-448.0;-3
978.0;?;6;213.0;166.0;-439.0;-3
982.0;?;6;220.0;159.0;-442.0;7
967.0;?;9;230.0;168.0;-470.0;-3
965.0;?;6;250.0;158.0;-456.0;1
962.0;?;-2;219.0;168.0;-465.0;3
983.0;?;1;209.0;143.0;-471.0;-3
991.0;?;6;205.0;131.0;-457.0;-3
978.0;?;1;234.0;156.0;-453.0;0
988.0;948.0;1;213.0;167.0;-463.0;2
963.0;944.0;4;213.0;171.0;-465.0;1
961.0;920.0;2;208.0;158.0;-465.0;1
990.0;929.0;4;218.0;173.0;-491.0;-1
984.0;940.0;4;220.0;156.0;-420.0;-5
964.0;926.0;2;224.0;132.0;-432.0;-5
990.0;944.0;3;206.0;112.0;-450.0;-4
974.0;965.0;-3;201.0;137.0;-448.0;-3
980.0;946.0;-3;192.0;152.0;-442.0;-1
960.0;919.0;6;208.0;146.0;-483.0;4
970.0;949.0;5;212.0;158.0;-461.0;5
978.0;944.0;-1;211.0;148.0;-446.0;1
980.0;934.0;2;230.0;?;-462.0;-1
965.0;928.0;4;209.0;?;-452.0;2
970.0;958.0;4;213.0;?;-413.0;1
989.0;959.0;2;207.0;?;-444.0;-2
980.0;942.0;-2;203.0;?;-458.0;0
979.0;947.0;1;211.0;?;-439.0;-2
979.0;919.0;8;190.0;?;-424.0;-6
979.0;955.0;7;187.0;?;-409.0;-3
979.0;916.0;4;216.0;?;-460.0;-3
978.0;943.0;6;220.0;?;-440.0;?
980.0;976.0;5;229.0;152.0;-447.0;?
974.0;967.0;0;231.0;148.0;-418.0;-2
975.0;?;-1;225.0;139.0;-434.0;6
988.0;?;1;194.0;156.0;-445.0;2
974.0;?;2;200.0;131.0;-463.0;-3
986.0;?;2;191.0;139.0;-456.0;3
983.0;?;4;203.0;137.0;-445.0;-1
972.0;936.0;0;221.0;122.0;-462.0;-8
963.0;?;-3;222.0;150.0;-434.0;-1
965.0;?;0;217.0;147.0;-457.0;2
987.0;?;2;199.0;150.0;-472.0;1
980.0;932.0;2;218.0;166.0;-470.0;0
988.0;949.0;5;194.0;172.0;-452.0;-1
989.0;909.0;0;189.0;124.0;-440.0;5
990.0;941.0;-2;201.0;114.0;-431.0;7
985.0;949.0;6;212.0;150.0;-448.0;0
986.0;898.0;6;218.0;164.0;-419.0;-4
1001.0;942.0;3;201.0;171.0;-449.0;-6
960.0;966.0;3;201.0;144.0;-474.0;-4
961.0;945.0;2;201.0;145.0;-474.0;-2
966.0;930.0;3;192.0;149.0;-435.0;-6
986.0;950.0;3;191.0;129.0;-438.0;1
989.0;890.0;5;191.0;139.0;-457.0;7
981.0;911.0;5;202.0;148.0;-456.0;4
984.0;978.0;7;199.0;134.0;-439.0;5
984.0;974.0;4;188.0;106.0;-449.0;4
961.0;926.0;-5;178.0;113.0;-447.0;-4
977.0;920.0;1;169.0;120.0;?;-3
970.0;933.0;5;196.0;117.0;?;1
979.0;943.0;3;211.0;127.0;?;3
989.0;934.0;3;214.0;143.0;?;3
976.0;936.0;-6;200.0;130.0;?;1
972.0;938.0;?;219.0;132.0;?;1
974.0;927.0;?;192.0;113.0;?;2
963.0;928.0;?;185.0;109.0;?;-1
978.0;898.0;-2;193.0;108.0;?;0
951.0;927.0;-1;182.0;119.0;-471.0;3
979.0;918.0;-2;171.0;100.0;-456.0;0
977.0;939.0;0;191.0;99.0;-459.0;-3
977.0;920.0;0;182.0;100.0;-472.0;-4
994.0;920.0;0;214.0;120.0;-476.0;-3
971.0;911.0;2;205.0;119.0;-460.0;0
985.0;911.0;-1;189.0;115.0;-460.0;0
982.0;914.0;-3;176.0;?;-451.0;-3
969.0;911.0;1;171.0;?;-440.0;-4
979.0;942.0;-3;169.0;?;-440.0;-4
961.0;916.0;0;177.0;?;-430.0;-11
980.0;931.0;2;175.0;?;-443.0;-8
977.0;883.0;-2;175.0;?;-446.0;2
981.0;920.0;4;184.0;?;-445.0;-7
989.0;910.0;6;172.0;?;-456.0;-10
989.0;918.0;4;171.0;?;-439.0;-3
1002.0;927.0;4;171.0;?;-451.0;?
978.0;935.0;2;162.0;?;-424.0;?
959.0;906.0;2;141.0;?;-434.0;?
?;937.0;3;173.0;?;-458.0;?
?;936.0;?;191.0;?;?;0
?;903.0;?;191.0;?;?;-1
?;927.0;?;191.0;?;?;3
?;918.0;?;189.0;?;?;1
?;926.0;?;176.0;?;?;-6
?;913.0;?;170.0;?;?;-4
?;909.0;?;171.0;?;?;-5
?;891.0;?;170.0;?;?;1
?;910.0;?;171.0;?;?;2
970.0;912.0;?;170.0;125.0;?;-10
970.0;922.0;?;178.0;112.0;-423.0;-2
985.0;948.0;?;189.0;?;-437.0;6
998.0;889.0;1;200.0;?;-439.0;3
972.0;919.0;3;201.0;?;-431.0;4
966.0;916.0;3;191.0;?;-417.0;0
989.0;901.0;5;191.0;?;-453.0;-3
975.0;897.0;7;190.0;?;-427.0;2
968.0;929.0;4;193.0;?;-495.0;?
964.0;922.0;4;200.0;?;-450.0;?
958.0;959.0;2;206.0;?;-420.0;6
987.0;939.0;3;222.0;130.0;-439.0;4
979.0;914.0;3;203.0;152.0;-458.0;-2
989.0;904.0;-3;204.0;148.0;-436.0;?
967.0;921.0;2;189.0;134.0;-502.0;?
966.0;928.0;11;184.0;?;-429.0;?
988.0;925.0;8;199.0;?;-421.0;?
961.0;936.0;4;207.0;?;-439.0;?
970.0;928.0;1;220.0;?;-447.0;2
991.0;918.0;-3;221.0;?;-435.0;3
988.0;?;1;221.0;120.0;-426.0;0
984.0;?;1;212.0;109.0;-445.0;1
972.0;?;-2;191.0;109.0;-435.0;2
967.0;?;1;202.0;109.0;-451.0;0
971.0;?;3;213.0;110.0;-433.0;-1
966.0;?;1;222.0;136.0;-421.0;0
988.0;?;4;221.0;142.0;-401.0;3
963.0;?;2;219.0;112.0;-420.0;-4
978.0;?;-2;206.0;108.0;-450.0;-2
979.0;943.0;-9;200.0;114.0;-425.0;-3
991.0;932.0;-16;201.0;122.0;-414.0;-9
993.0;934.0;0;199.0;143.0;-427.0;11
969.0;920.0;22;212.0;142.0;-425.0;22
980.0;957.0;16;231.0;146.0;-434.0;18
975.0;960.0;3;216.0;141.0;?;11
964.0;908.0;9;209.0;146.0;?;3
967.0;968.0;8;221.0;148.0;?;1
982.0;961.0;-7;211.0;140.0;?;-8
975.0;923.0;-2;211.0;?;?;-10
986.0;920.0;1;201.0;?;?;5
983.0;926.0;-10;199.0;?;?;3
970.0;933.0;-3;195.0;?;?;-4
984.0;943.0;5;224.0;?;?;-1
999.0;917.0;-1;219.0;?;?;-5
971.0;947.0;1;216.0;?;?;-2
970.0;939.0;4;195.0;?;-426.0;0
970.0;921.0;2;214.0;157.0;-458.0;-4
981.0;941.0;5;212.0;151.0;-441.0;-7
988.0;949.0;3;205.0;153.0;-444.0;-7
991.0;936.0;-1;241.0;166.0;-435.0;-2
982.0;947.0;0;180.0;?;-450.0;-2
984.0;909.0;3;207.0;?;-462.0;-3
979.0;949.0;4;234.0;?;-454.0;-4
978.0;960.0;3;220.0;?;-438.0;-4
982.0;930.0;-1;241.0;?;-426.0;3
963.0;955.0;-1;220.0;?;-426.0;4
?;934.0;5;210.0;?;-430.0;-4
?;951.0;-3;200.0;?;?;-3
?;943.0;-4;202.0;?;?;1
?;949.0;4;219.0;?;?;-2
?;937.0;0;225.0;?;?;-4
?;920.0;-2;190.0;?;?;2
?;944.0;-1;202.0;?;?;1
?;936.0;0;209.0;86.0;?;0
?;947.0;-1;191.0;96.0;?;3
?;928.0;-2;204.0;116.0;?;0
994.0;945.0;0;213.0;131.0;?;-4
974.0;928.0;-1;210.0;96.0;?;-4
970.0;947.0;-3;212.0;?;-402.0;2
988.0;937.0;-3;201.0;?;-411.0;4
970.0;944.0;1;211.0;?;-417.0;?
?;927.0;3;211.0;?;-414.0;?
?;933.0;-3;212.0;?;-400.0;?
?;919.0;0;208.0;?;-409.0;?
?;937.0;6;204.0;?;-410.0;?
?;926.0;0;209.0;?;-400.0;3
?;941.0;-4;218.0;?;-398.0;0
?;932.0;-1;208.0;?;-406.0;-3
?;941.0;2;193.0;81.0;-426.0;-2
?;925.0;2;200.0;102.0;-394.0;-3
?;938.0;-2;215.0;113.0;-404.0;-2
?;912.0;2;202.0;130.0;-394.0;4
?;923.0;?;194.0;118.0;?;-1
?;927.0;?;210.0;143.0;?;-4
?;927.0;?;211.0;133.0;?;5
?;928.0;?;210.0;128.0;?;3
?;935.0;?;231.0;119.0;-403.0;1
965.0;928.0;?;200.0;119.0;-399.0;-1
979.0;933.0;?;192.0;110.0;-400.0;-3
978.0;917.0;?;190.0;130.0;-391.0;3
959.0;927.0;?;194.0;130.0;-370.0;4
969.0;930.0;?;199.0;123.0;-402.0;5
978.0;933.0;?;207.0;111.0;-421.0;6
979.0;925.0;?;203.0;116.0;?;6
989.0;921.0;?;194.0;115.0;?;6
987.0;921.0;1;196.0;133.0;?;4
979.0;928.0;2;?;126.0;?;4
?;925.0;-1;?;136.0;?;0
?;936.0;-2;?;146.0;?;1
?;937.0;-1;?;143.0;?;2
?;937.0;-2;?;136.0;?;-1
?;917.0;0;?;157.0;?;6
969.0;910.0;1;?;149.0;?;8
994.0;928.0;-1;?;129.0;?;2
985.0;941.0;-3;?;111.0;?;3
976.0;939.0;0;?;149.0;?;-1
979.0;?;5;?;136.0;?;-4
978.0;?;1;?;143.0;?;0
971.0;?;2;?;148.0;-414.0;-2
961.0;?;2;?;150.0;-427.0;-4
961.0;?;1;222.0;161.0;-427.0;?
973.0;?;3;210.0;123.0;-429.0;?
999.0;?;0;205.0;123.0;-404.0;?
984.0;931.0;0;205.0;?;-460.0;?
980.0;918.0;-1;213.0;?;-449.0;?
?;918.0;-2;210.0;150.0;-464.0;?
?;926.0;-3;212.0;147.0;-459.0;?
?;937.0;0;210.0;148.0;-434.0;?
?;947.0;2;220.0;?;-421.0;?
?;?;0;211.0;?;-435.0;?
?;?;-2;201.0;119.0;-451.0;?
?;?;2;201.0;131.0;-430.0;?
?;?;5;201.0;149.0;-430.0;?
?;?;3;199.0;132.0;-420.0;?
?;?;-2;191.0;121.0;-432.0;4
?;?;-3;?;127.0;-441.0;-9
?;?;-1;?;118.0;-451.0;-1
?;?;0;?;?;-427.0;3
?;?;-1;?;?;-412.0;1
?;?;-2;?;?;-444.0;6
?;931.0;-3;?;?;-441.0;2
?;948.0;-2;?;139.0;-420.0;-2
?;928.0;-2;?;134.0;-427.0;-2
?;947.0;-3;?;132.0;-429.0;2
?;954.0;0;222.0;136.0;?;-2
?;926.0;2;211.0;158.0;?;-8
?;928.0;0;211.0;118.0;-431.0;0
?;940.0;-2;212.0;110.0;-430.0;1
?;943.0;1;221.0;?;-428.0;-2
?;923.0;1;208.0;?;?;0
?;948.0;0;200.0;?;?;-2
989.0;929.0;-1;201.0;?;?;-2
989.0;922.0;-1;?;?;?;2
988.0;923.0;1;?;?;?;-2
979.0;949.0;-3;?;?;?;-9
977.0;942.0;2;198.0;?;?;-6
970.0;943.0;6;229.0;115.0;?;0
979.0;946.0;1;218.0;148.0;?;1
980.0;956.0;3;202.0;134.0;?;1
991.0;919.0;-1;208.0;111.0;?;-2
982.0;928.0;-4;221.0;117.0;-402.0;-1
982.0;936.0;5;211.0;147.0;-399.0;6
992.0;?;5;221.0;138.0;-419.0;4
978.0;?;-1;201.0;99.0;-420.0;-4
987.0;954.0;-1;212.0;124.0;-401.0;-3
981.0;940.0;0;210.0;139.0;-423.0;0
978.0;919.0;4;210.0;139.0;-441.0;-1
979.0;926.0;2;199.0;120.0;-436.0;-5
979.0;942.0;-4;220.0;114.0;-432.0;-4
980.0;950.0;1;210.0;136.0;-437.0;-2
975.0;926.0;4;202.0;133.0;-409.0;-4
965.0;926.0;2;192.0;?;-422.0;-3
987.0;942.0;-3;210.0;?;-433.0;1
967.0;917.0;0;218.0;?;-448.0;0
982.0;936.0;3;208.0;122.0;-406.0;-1
976.0;927.0;-2;213.0;109.0;-422.0;1
983.0;956.0;2;202.0;?;-423.0;-1
992.0;946.0;3;210.0;?;-428.0;-1
973.0;935.0;2;221.0;?;-440.0;-3
981.0;916.0;0;200.0;?;-439.0;-7
990.0;934.0;-2;215.0;?;-432.0;-2
988.0;944.0;3;215.0;?;-448.0;3
989.0;937.0;-1;206.0;?;-430.0;-2
989.0;951.0;-5;216.0;?;-457.0;-2
970.0;934.0;3;203.0;?;-459.0;-3
971.0;930.0;7;207.0;?;-474.0;0
999.0;939.0;4;?;?;-441.0;2
982.0;934.0;2;217.0;?;-464.0;-3
974.0;945.0;4;216.0;?;-469.0;0
986.0;947.0;6;214.0;?;-460.0;0
982.0;931.0;5;218.0;143.0;-444.0;4
996.0;?;1;214.0;134.0;-455.0;5
963.0;?;-1;210.0;136.0;-444.0;-3
970.0;?;1;220.0;148.0;-448.0;2
984.0;?;4;241.0;148.0;-460.0;4
996.0;?;4;231.0;108.0;-461.0;4
991.0;?;6;228.0;101.0;-469.0;2
982.0;?;4;201.0;120.0;-458.0;0
962.0;?;0;228.0;133.0;-447.0;10
969.0;?;2;225.0;137.0;-454.0;11
979.0;?;5;207.0;128.0;-418.0;-3
997.0;?;2;199.0;125.0;-416.0;-1
968.0;?;2;209.0;121.0;-430.0;4
972.0;?;0;225.0;128.0;-409.0;-1
980.0;?;0;217.0;112.0;-428.0;0
988.0;938.0;2;227.0;139.0;-443.0;1
974.0;925.0;-2;196.0;116.0;-444.0;-6
982.0;924.0;-4;199.0;115.0;-459.0;-11
970.0;919.0;-3;192.0;?;-476.0;-2
977.0;910.0;-2;200.0;?;-430.0;1
965.0;?;0;182.0;?;-510.0;0
976.0;?;2;191.0;?;-520.0;7
993.0;?;6;202.0;?;-517.0;-1
979.0;?;4;224.0;?;-474.0;-1
987.0;?;0;233.0;?;-488.0;4
990.0;?;2;259.0;?;-497.0;-1
979.0;?;2;249.0;?;-484.0;-2
989.0;?;3;211.0;?;-461.0;-2
980.0;?;4;190.0;?;-498.0;-3
996.0;?;1;181.0;?;-505.0;-1
964.0;?;1;174.0;?;-460.0;1
962.0;?;3;177.0;91.0;-513.0;-1
976.0;?;3;180.0;108.0;-530.0;-1
987.0;?;2;196.0;115.0;-490.0;-2
978.0;?;-1;187.0;129.0;?;-8
998.0;927.0;6;161.0;128.0;?;4
984.0;926.0;5;170.0;139.0;?;8
988.0;915.0;-1;171.0;119.0;?;-2
997.0;912.0;2;182.0;147.0;-521.0;1
969.0;937.0;0;191.0;129.0;-447.0;2
979.0;924.0;-1;205.0;149.0;-506.0;-1
969.0;925.0;-2;204.0;124.0;-481.0;-1
989.0;918.0;-3;178.0;153.0;-463.0;1
970.0;930.0;0;181.0;145.0;-487.0;4
998.0;914.0;1;187.0;133.0;-456.0;1
977.0;910.0;-1;209.0;129.0;-446.0;-2
993.0;928.0;-2;211.0;122.0;-466.0;-2
981.0;904.0;0;206.0;130.0;-465.0;-2
969.0;909.0;3;194.0;126.0;-513.0;0
967.0;945.0;1;183.0;98.0;-449.0;1
975.0;928.0;2;187.0;132.0;-474.0;0
976.0;918.0;8;210.0;123.0;-462.0;1
986.0;929.0;?;193.0;127.0;-494.0;-2
980.0;956.0;?;191.0;129.0;-505.0;-9
988.0;929.0;?;210.0;129.0;-384.0;-1
967.0;896.0;?;203.0;127.0;-484.0;4
966.0;948.0;?;208.0;119.0;-425.0;-6
971.0;?;?;207.0;116.0;-460.0;-4
961.0;909.0;?;214.0;111.0;-474.0;5
970.0;919.0;?;193.0;138.0;-464.0;3
997.0;896.0;?;212.0;130.0;-508.0;-3
977.0;942.0;?;197.0;111.0;-435.0;0
980.0;899.0;?;200.0;88.0;-505.0;0
977.0;?;?;181.0;100.0;?;-8
979.0;?;7;188.0;76.0;?;3
977.0;?;3;191.0;93.0;?;3
980.0;?;1;191.0;136.0;?;-1
973.0;?;0;199.0;146.0;?;4
972.0;?;4;211.0;141.0;?;-4
986.0;?;4;201.0;119.0;?;0
989.0;?;-1;211.0;129.0;?;4
?;?;?;211.0;128.0;-462.0;-1
?;?;?;207.0;132.0;-484.0;0
?;?;?;176.0;120.0;-476.0;-1
?;886.0;?;190.0;104.0;?;0
?;919.0;?;?;111.0;?;2
?;907.0;?;?;72.0;?;3
?;918.0;3;?;108.0;?;0
?;931.0;4;187.0;123.0;?;4
?;905.0;0;206.0;138.0;?;5
?;915.0;1;229.0;121.0;?;-6
962.0;919.0;-1;196.0;103.0;?;-3
987.0;?;-6;191.0;122.0;?;-1
985.0;?;0;182.0;99.0;?;-6
993.0;?;2;181.0;126.0;?;-4
968.0;?;2;180.0;120.0;?;?
970.0;?;7;211.0;109.0;-474.0;2
981.0;?;1;191.0;100.0;-462.0;0
977.0;?;-2;202.0;93.0;-486.0;-7
988.0;890.0;3;187.0;74.0;?;-1
980.0;903.0;2;181.0;81.0;?;1
970.0;923.0;2;181.0;69.0;?;-4
988.0;904.0;0;180.0;116.0;?;4
969.0;903.0;-1;188.0;112.0;?;6
980.0;910.0;?;212.0;111.0;?;-1
963.0;935.0;?;224.0;106.0;-503.0;?
970.0;914.0;?;207.0;128.0;-493.0;?
1002.0;914.0;?;194.0;136.0;-479.0;?
972.0;910.0;?;188.0;120.0;-509.0;?
963.0;916.0;?;209.0;89.0;-470.0;?
973.0;918.0;?;194.0;91.0;-482.0;?
988.0;919.0;?;191.0;78.0;-478.0;?
975.0;926.0;?;191.0;119.0;-499.0;?
969.0;917.0;1;191.0;120.0;-499.0;?
968.0;919.0;2;206.0;138.0;-486.0;0
987.0;912.0;0;240.0;100.0;-506.0;-4
980.0;895.0;-2;201.0;78.0;-462.0;-12
989.0;920.0;1;194.0;63.0;-466.0;-7
979.0;920.0;3;201.0;85.0;-469.0;1
990.0;?;-2;201.0;112.0;-476.0;-1
996.0;?;0;200.0;112.0;-482.0;-3
972.0;?;1;209.0;124.0;-471.0;-4
964.0;?;1;236.0;134.0;-478.0;-1
965.0;?;1;236.0;115.0;-480.0;-6
969.0;915.0;-4;?;140.0;-480.0;-6
992.0;936.0;-1;?;91.0;-480.0;?
987.0;919.0;2;?;93.0;-492.0;?
980.0;918.0;0;?;?;-484.0;?
963.0;917.0;1;?;?;-462.0;?
986.0;920.0;0;?;?;-480.0;?
981.0;924.0;-1;?;?;-449.0;?
971.0;922.0;1;?;?;-460.0;?
968.0;937.0;2;?;?;-470.0;?
989.0;923.0;3;?;?;-467.0;?
979.0;929.0;?;?;?;-449.0;?
988.0;920.0;?;?;?;-465.0;?
970.0;917.0;?;?;?;-469.0;?
993.0;922.0;11;?;?;-473.0;?
983.0;930.0;-6;203.0;116.0;-442.0;?
?;910.0;?;206.0;140.0;-459.0;?
?;930.0;?;206.0;98.0;-440.0;?
?;931.0;?;206.0;135.0;?;?
980.0;907.0;?;191.0;89.0;?;?
984.0;947.0;?;183.0;86.0;?;?
983.0;917.0;?;171.0;99.0;?;?
983.0;930.0;?;201.0;119.0;?;?
984.0;934.0;?;201.0;108.0;?;6
983.0;924.0;?;200.0;111.0;?;0
1008.0;916.0;?;205.0;119.0;?;-7
971.0;916.0;?;221.0;118.0;?;-4
989.0;898.0;?;?;107.0;?;1
978.0;882.0;?;?;134.0;?;0
978.0;883.0;?;?;142.0;-569.0;2
982.0;924.0;?;?;127.0;-570.0;14
982.0;948.0;?;?;109.0;-561.0;11
960.0;968.0;?;?;44.0;-551.0;-2
983.0;926.0;13;?;89.0;-520.0;3
975.0;931.0;?;?;85.0;-531.0;?
981.0;974.0;?;?;78.0;-539.0;-14
971.0;1005.0;?;?;69.0;-526.0;2
974.0;982.0;?;222.0;125.0;-505.0;-3
986.0;949.0;?;211.0;158.0;-500.0;1
990.0;976.0;4;230.0;149.0;-472.0;-1
980.0;965.0;3;211.0;143.0;-427.0;1
978.0;978.0;8;235.0;123.0;-441.0;6
988.0;991.0;-5;226.0;134.0;-454.0;-1
998.0;1010.0;-3;219.0;88.0;-469.0;-3
969.0;1036.0;1;186.0;70.0;-450.0;-13
961.0;997.0;?;198.0;45.0;-435.0;1
974.0;958.0;1;215.0;81.0;-452.0;5
1001.0;964.0;21;173.0;104.0;-413.0;-13
992.0;950.0;0;206.0;80.0;-429.0;-9
991.0;979.0;-10;206.0;54.0;-429.0;-6
998.0;994.0;-9;244.0;46.0;-426.0;?
994.0;995.0;-8;237.0;60.0;-493.0;?
980.0;995.0;8;206.0;18.0;-476.0;?
989.0;984.0;15;153.0;-10.0;-499.0;?
1001.0;946.0;-3;191.0;-10.0;-508.0;?
977.0;947.0;-10;190.0;-61.0;-518.0;?
965.0;961.0;1;183.0;-69.0;-526.0;?
996.0;973.0;1;205.0;-84.0;-497.0;?
989.0;969.0;18;193.0;?;-516.0;?
998.0;964.0;-1;207.0;?;-494.0;?
978.0;928.0;-1;221.0;?;-492.0;?
992.0;942.0;27;?;-67.0;-513.0;?
993.0;936.0;-15;?;-79.0;-502.0;?
966.0;996.0;99;218.0;-92.0;-673.0;77
974.0;1014.0;254;?;-125.0;-592.0;18
979.0;1118.0;227;?;-131.0;-780.0;106
999.0;1206.0;292;?;-110.0;-858.0;376
998.0;1291.0;353;?;-66.0;-779.0;749
988.0;967.0;192;?;-48.0;-768.0;1602
981.0;753.0;8;?;-76.0;-707.0;1710
984.0;866.0;-161;?;-70.0;?;1672
983.0;1033.0;-36;?;-41.0;?;1460
977.0;887.0;351;?;-59.0;?;356
979.0;741.0;416;?;-60.0;-525.0;182
978.0;719.0;400;?;-54.0;-513.0;374
989.0;733.0;418;?;-43.0;-513.0;365
998.0;781.0;315;?;-48.0;-530.0;436
1008.0;889.0;288;226.0;-64.0;-521.0;167
991.0;883.0;165;229.0;38.0;-528.0;-24
973.0;878.0;-85;260.0;7.0;-521.0;-344
986.0;842.0;-300;207.0;108.0;-520.0;-642
967.0;839.0;-794;268.0;1.0;-551.0;?
983.0;825.0;-1081;207.0;338.0;-562.0;?
?;916.0;-1424;147.0;588.0;-597.0;?
?;930.0;-1425;454.0;532.0;-610.0;?
?;938.0;-158;581.0;208.0;-764.0;?
?;1119.0;263;44.0;111.0;-1016.0;?
?;1744.0;72;-71.0;-140.0;-672.0;?
?;907.0;137;280.0;9.0;-681.0;-63
?;774.0;-152;17.0;94.0;-816.0;-28
?;972.0;-117;-165.0;126.0;-750.0;17
952.0;1101.0;-68;-26.0;164.0;-731.0;53
969.0;892.0;-119;68.0;152.0;-687.0;37
964.0;?;-74;10.0;?;-599.0;-3
974.0;?;-91;-64.0;?;-575.0;23
966.0;?;-79;-48.0;?;-572.0;29
931.0;?;-76;-72.0;?;-591.0;20
1080.0;?;-40;68.0;?;-593.0;7
1276.0;?;-46;144.0;?;-623.0;10
1268.0;?;-2;215.0;?;-630.0;-4
1285.0;?;-19;310.0;602.0;-797.0;9
1036.0;?;373;527.0;371.0;-878.0;-211
1042.0;?;676;293.0;209.0;?;-142
1004.0;?;209;703.0;0.0;?;328
742.0;?;839;1725.0;2184.0;?;-121
818.0;?;1412;-1462.0;-79.0;?;-169
820.0;?;921;441.0;-275.0;?;201
812.0;?;663;493.0;?;?;-387
795.0;?;27;133.0;?;-494.0;-654
863.0;?;-506;367.0;?;-453.0;-667
840.0;?;-610;384.0;?;-449.0;-535
845.0;?;-699;177.0;?;-479.0;-132
877.0;?;-620;260.0;?;-542.0;146
970.0;716.0;-1093;448.0;?;-544.0;705
937.0;885.0;-1096;536.0;?;-505.0;1285
828.0;968.0;329;636.0;?;-587.0;1150
794.0;955.0;531;620.0;?;-658.0;293
774.0;1115.0;-77;385.0;?;-881.0;-270
659.0;1390.0;90;383.0;?;-905.0;-182
1511.0;1152.0;-140;832.0;?;-887.0;8
872.0;1043.0;-176;202.0;?;-938.0;83
809.0;1014.0;23;-565.0;?;-864.0;41
1171.0;999.0;12;-690.0;-297.0;-896.0;?
995.0;1075.0;34;-137.0;-56.0;-870.0;36
1090.0;1152.0;7;-73.0;-101.0;-783.0;24
998.0;1105.0;-8;64.0;-102.0;-719.0;29
1037.0;954.0;-11;72.0;?;-670.0;36
995.0;889.0;7;-42.0;?;-700.0;20
982.0;900.0;13;-53.0;?;-639.0;16
943.0;?;-17;-173.0;?;-638.0;16
962.0;?;-4;10.0;?;-589.0;14
856.0;?;23;331.0;184.0;-512.0;29
970.0;?;1;638.0;548.0;-541.0;27
818.0;?;7;568.0;423.0;-566.0;-4
1541.0;?;-14;1410.0;301.0;-528.0;8
1849.0;982.0;-19;1802.0;409.0;-657.0;33
1649.0;808.0;7;-343.0;250.0;-598.0;28
884.0;706.0;-19;34.0;829.0;-608.0;7
783.0;734.0;9;-43.0;750.0;-844.0;-14
805.0;911.0;17;447.0;111.0;-838.0;19
546.0;1060.0;-19;708.0;-274.0;-670.0;26
459.0;1129.0;7;807.0;-84.0;-685.0;-9
355.0;1193.0;-5;424.0;?;-681.0;12
199.0;1094.0;-41;288.0;?;-660.0;3
191.0;958.0;-19;183.0;?;-617.0;-25
301.0;908.0;-13;386.0;?;-575.0;35
603.0;866.0;-54;427.0;?;-538.0;36
859.0;867.0;-15;604.0;?;-633.0;3
1001.0;868.0;3;485.0;?;-872.0;17
1084.0;888.0;44;459.0;?;-1209.0;-31
1491.0;1030.0;-26;429.0;?;-1191.0;-31
1186.0;1355.0;-450;425.0;275.0;-932.0;342
1171.0;1428.0;209;531.0;306.0;-919.0;1145
1015.0;775.0;1473;491.0;261.0;-934.0;1363
1064.0;602.0;1601;397.0;391.0;-605.0;179
1040.0;473.0;785;333.0;328.0;-636.0;-553
952.0;426.0;-762;408.0;216.0;-712.0;?
971.0;419.0;-2261;334.0;241.0;-779.0;?
1008.0;563.0;-3421;406.0;311.0;-828.0;?
994.0;686.0;-2635;323.0;436.0;-1025.0;?
988.0;692.0;-498;284.0;541.0;-1172.0;?
978.0;844.0;-302;234.0;560.0;-1135.0;?
1005.0;1092.0;-229;179.0;581.0;-1089.0;-177
941.0;791.0;52;136.0;531.0;-1157.0;-203
928.0;882.0;-210;55.0;556.0;-1136.0;-153
901.0;1072.0;-105;90.0;?;-1167.0;-163
939.0;989.0;-128;19.0;?;-1128.0;-161
1003.0;996.0;-148;-187.0;?;-1128.0;-159
930.0;1020.0;-115;-713.0;?;-1101.0;-164
922.0;940.0;-140;424.0;?;-1032.0;-155
