Accelerometer LUA^ accZ;InertialMeasurementUnit BACK accY;InertialMeasurementUnit BACK accZ;InertialMeasurementUnit LUA accZ;InertialMeasurementUnit BACK accX;InertialMeasurementUnit BACK magneticX;Accelerometer HIP accZ;Accelerometer HIP accX;Accelerometer BACK accY
893.0;-152.0;?;?;-984.0;526.0;429.0;-55.0;?
881.0;-147.0;?;?;-962.0;525.0;403.0;-53.0;?
883.0;-145.0;109.0;?;-981.0;525.0;424.0;-56.0;?
865.0;-149.0;104.0;?;-986.0;525.0;440.0;-40.0;869.0
858.0;-143.0;88.0;?;-980.0;521.0;411.0;-40.0;875.0
874.0;-150.0;89.0;?;-987.0;517.0;?;-31.0;890.0
876.0;-146.0;73.0;?;-974.0;517.0;?;-44.0;929.0
848.0;-162.0;98.0;32.0;-978.0;516.0;?;-61.0;906.0
805.0;-144.0;78.0;?;-975.0;515.0;?;-11.0;942.0
740.0;-157.0;67.0;?;-995.0;?;?;-41.0;902.0
698.0;-161.0;62.0;?;-1004.0;?;?;-58.0;917.0
671.0;-161.0;69.0;?;-1011.0;?;?;-46.0;899.0
697.0;-176.0;72.0;?;-999.0;?;454.0;0.0;894.0
680.0;-159.0;104.0;?;-1002.0;?;419.0;-33.0;903.0
851.0;-150.0;84.0;?;-998.0;?;422.0;-57.0;895.0
789.0;-156.0;75.0;?;-949.0;?;450.0;-17.0;906.0
782.0;-148.0;89.0;?;-966.0;?;414.0;-24.0;916.0
828.0;-159.0;101.0;?;-985.0;?;423.0;-11.0;939.0
661.0;-187.0;80.0;?;-988.0;?;452.0;-19.0;933.0
746.0;-173.0;87.0;?;-982.0;?;428.0;-5.0;926.0
660.0;-166.0;113.0;?;-991.0;?;425.0;-20.0;918.0
604.0;-152.0;118.0;721.0;-1023.0;?;424.0;0.0;881.0
414.0;-43.0;94.0;784.0;-998.0;?;418.0;31.0;894.0
145.0;-27.0;125.0;489.0;-994.0;540.0;412.0;-16.0;881.0
?;-47.0;146.0;209.0;-989.0;543.0;455.0;-11.0;874.0
?;-66.0;160.0;80.0;-988.0;544.0;435.0;0.0;876.0
?;-109.0;177.0;2.0;-980.0;544.0;?;-1.0;875.0
295.0;-121.0;139.0;35.0;-979.0;544.0;?;-33.0;?
298.0;-137.0;132.0;104.0;-979.0;541.0;?;-51.0;?
435.0;-161.0;132.0;156.0;-965.0;540.0;?;-79.0;?
357.0;-198.0;133.0;190.0;-979.0;537.0;?;-99.0;?
339.0;-183.0;124.0;204.0;-969.0;539.0;?;-100.0;?
301.0;-181.0;120.0;200.0;-970.0;538.0;?;-83.0;?
278.0;-161.0;114.0;198.0;-967.0;538.0;?;-45.0;?
223.0;-163.0;?;189.0;-977.0;538.0;?;-37.0;?
218.0;-157.0;?;176.0;-983.0;534.0;?;-48.0;?
234.0;-144.0;?;159.0;-993.0;532.0;405.0;-31.0;?
239.0;-134.0;?;166.0;-992.0;532.0;456.0;-9.0;?
264.0;-128.0;?;168.0;-984.0;?;407.0;-19.0;920.0
254.0;-138.0;?;179.0;-985.0;?;422.0;-28.0;922.0
295.0;-135.0;?;194.0;-977.0;?;434.0;-21.0;916.0
?;-124.0;?;199.0;-986.0;?;435.0;0.0;913.0
?;?;?;213.0;?;?;415.0;-10.0;898.0
?;?;?;223.0;?;?;425.0;-1.0;911.0
?;?;?;216.0;?;?;413.0;-38.0;?
?;?;?;201.0;-984.0;?;433.0;-55.0;?
?;?;?;199.0;-975.0;?;421.0;-36.0;?
?;?;115.0;184.0;-1016.0;?;398.0;-41.0;?
?;?;31.0;172.0;-1047.0;?;437.0;-35.0;?
?;-106.0;64.0;154.0;-1013.0;?;422.0;-26.0;?
266.0;-120.0;118.0;130.0;-984.0;?;426.0;-38.0;?
290.0;-99.0;112.0;131.0;-963.0;?;466.0;-23.0;?
296.0;-126.0;142.0;147.0;-957.0;?;439.0;-10.0;?
301.0;-161.0;145.0;172.0;-968.0;?;425.0;-33.0;?
308.0;-131.0;140.0;191.0;-984.0;?;456.0;-4.0;?
276.0;-150.0;123.0;186.0;-979.0;?;437.0;-16.0;923.0
285.0;-138.0;113.0;183.0;-979.0;?;444.0;-29.0;869.0
264.0;-126.0;91.0;177.0;-1014.0;?;435.0;-39.0;890.0
250.0;-125.0;73.0;169.0;-1008.0;526.0;447.0;-18.0;887.0
237.0;-110.0;97.0;151.0;-993.0;527.0;462.0;19.0;894.0
251.0;-145.0;93.0;134.0;-965.0;526.0;424.0;?;?
253.0;-133.0;122.0;169.0;-983.0;526.0;454.0;?;?
293.0;-122.0;113.0;183.0;-977.0;528.0;459.0;?;?
296.0;-123.0;103.0;182.0;-989.0;526.0;427.0;?;?
253.0;-130.0;101.0;184.0;-996.0;525.0;449.0;-45.0;?
230.0;-141.0;107.0;189.0;-993.0;526.0;438.0;-89.0;?
275.0;-133.0;120.0;189.0;-988.0;525.0;413.0;-56.0;?
266.0;-128.0;?;?;-988.0;528.0;437.0;-21.0;899.0
265.0;-125.0;?;?;-984.0;529.0;410.0;-13.0;898.0
272.0;-146.0;103.0;?;-984.0;527.0;408.0;-59.0;900.0
284.0;-122.0;105.0;?;-988.0;524.0;490.0;-27.0;902.0
?;-150.0;119.0;?;-994.0;525.0;429.0;-42.0;907.0
?;-128.0;111.0;?;?;524.0;456.0;-51.0;886.0
?;-139.0;138.0;?;?;524.0;367.0;-67.0;895.0
?;?;121.0;?;?;524.0;446.0;-78.0;852.0
?;?;124.0;?;-983.0;526.0;441.0;-28.0;856.0
?;-118.0;131.0;?;-975.0;?;438.0;-42.0;877.0
?;-112.0;137.0;184.0;-982.0;?;443.0;-51.0;918.0
?;-172.0;170.0;187.0;-965.0;?;432.0;-76.0;928.0
?;-171.0;172.0;170.0;-965.0;?;444.0;-54.0;928.0
223.0;-140.0;154.0;159.0;-989.0;?;450.0;-28.0;919.0
242.0;-114.0;125.0;157.0;-1011.0;?;455.0;-19.0;880.0
258.0;-101.0;123.0;166.0;-1012.0;?;456.0;?;903.0
294.0;-94.0;96.0;173.0;-1016.0;530.0;452.0;?;893.0
289.0;-86.0;115.0;166.0;-986.0;531.0;466.0;?;857.0
246.0;-80.0;109.0;145.0;-986.0;531.0;453.0;?;885.0
244.0;-94.0;119.0;149.0;-974.0;533.0;502.0;?;903.0
253.0;-113.0;135.0;166.0;-957.0;533.0;469.0;?;890.0
285.0;-91.0;141.0;180.0;-975.0;534.0;433.0;?;897.0
251.0;-114.0;159.0;171.0;-979.0;534.0;465.0;-11.0;877.0
239.0;-121.0;131.0;182.0;-986.0;534.0;456.0;-29.0;884.0
247.0;-109.0;138.0;192.0;-983.0;533.0;455.0;-29.0;895.0
232.0;-104.0;142.0;176.0;-998.0;533.0;445.0;-39.0;904.0
266.0;-92.0;132.0;143.0;-989.0;?;443.0;-40.0;915.0
258.0;-96.0;126.0;134.0;-979.0;?;?;-35.0;910.0
271.0;-77.0;121.0;144.0;-988.0;?;?;-34.0;907.0
258.0;-59.0;120.0;164.0;-989.0;?;?;-48.0;907.0
310.0;-57.0;122.0;170.0;-997.0;?;?;-40.0;895.0
268.0;-47.0;108.0;176.0;-1001.0;?;?;-55.0;881.0
260.0;-87.0;114.0;176.0;-1003.0;?;?;-65.0;867.0
246.0;-131.0;122.0;181.0;-993.0;?;?;-64.0;849.0
213.0;-123.0;133.0;171.0;-1000.0;?;?;-52.0;850.0
240.0;-142.0;122.0;166.0;-982.0;?;?;-41.0;879.0
245.0;-151.0;131.0;156.0;-977.0;?;414.0;-46.0;860.0
254.0;-157.0;118.0;145.0;-963.0;?;402.0;-58.0;868.0
284.0;-126.0;120.0;140.0;-980.0;?;389.0;-68.0;896.0
266.0;-135.0;124.0;139.0;-980.0;?;374.0;?;858.0
301.0;-124.0;115.0;158.0;-973.0;?;415.0;?;895.0
299.0;-110.0;116.0;174.0;-995.0;501.0;393.0;?;865.0
304.0;-115.0;126.0;169.0;-989.0;501.0;396.0;-45.0;869.0
324.0;-99.0;115.0;164.0;-989.0;499.0;379.0;-83.0;863.0
275.0;-81.0;122.0;151.0;-999.0;500.0;382.0;-72.0;875.0
292.0;-119.0;125.0;155.0;-990.0;502.0;392.0;-41.0;878.0
274.0;-87.0;115.0;164.0;-986.0;501.0;387.0;-64.0;864.0
?;-100.0;110.0;153.0;-986.0;501.0;396.0;-46.0;845.0
?;-119.0;104.0;147.0;-1000.0;501.0;395.0;-35.0;880.0
?;-128.0;111.0;155.0;-988.0;502.0;395.0;-80.0;922.0
258.0;-122.0;112.0;182.0;-966.0;504.0;435.0;24.0;899.0
271.0;-144.0;107.0;172.0;-943.0;505.0;427.0;-2.0;885.0
266.0;-147.0;110.0;168.0;-1013.0;510.0;?;-73.0;893.0
265.0;-93.0;101.0;151.0;-1011.0;509.0;?;-89.0;?
286.0;-130.0;89.0;139.0;?;?;?;-62.0;?
283.0;-133.0;92.0;161.0;-986.0;?;?;-59.0;?
279.0;-117.0;102.0;169.0;-989.0;?;?;-49.0;?
292.0;-124.0;94.0;173.0;-980.0;?;?;-39.0;?
256.0;-124.0;89.0;157.0;-996.0;?;?;-37.0;?
280.0;-124.0;90.0;154.0;-986.0;?;?;-27.0;?
289.0;-130.0;78.0;138.0;-988.0;?;?;-6.0;?
270.0;-145.0;80.0;158.0;-972.0;?;?;-57.0;?
287.0;-112.0;85.0;163.0;-1031.0;?;?;-84.0;?
303.0;-114.0;72.0;170.0;-1001.0;?;?;-10.0;?
300.0;-141.0;82.0;177.0;?;?;?;-61.0;?
278.0;-99.0;86.0;?;?;512.0;?;-52.0;?
289.0;-114.0;96.0;168.0;?;513.0;?;-70.0;?
298.0;-100.0;82.0;177.0;?;512.0;406.0;-67.0;?
275.0;-123.0;103.0;?;?;515.0;381.0;-53.0;909.0
285.0;-130.0;91.0;?;?;513.0;426.0;-16.0;885.0
236.0;-105.0;86.0;?;?;516.0;429.0;-17.0;894.0
286.0;-142.0;94.0;?;?;516.0;414.0;-28.0;895.0
247.0;-131.0;112.0;175.0;?;518.0;425.0;-69.0;894.0
248.0;-169.0;113.0;196.0;?;516.0;404.0;-78.0;886.0
259.0;-155.0;104.0;199.0;?;517.0;407.0;-56.0;892.0
278.0;-142.0;105.0;196.0;?;520.0;428.0;-39.0;877.0
273.0;-145.0;111.0;192.0;-993.0;519.0;419.0;-52.0;898.0
275.0;-135.0;105.0;174.0;-983.0;520.0;422.0;-44.0;874.0
276.0;-150.0;105.0;187.0;-987.0;?;431.0;-44.0;888.0
262.0;-160.0;112.0;?;-975.0;?;430.0;-66.0;905.0
250.0;-145.0;114.0;?;-991.0;?;426.0;-66.0;?
257.0;-143.0;111.0;?;-971.0;?;441.0;-50.0;?
243.0;-131.0;118.0;?;-988.0;?;414.0;-56.0;?
263.0;-134.0;107.0;?;-984.0;?;397.0;-53.0;?
265.0;-124.0;103.0;?;-992.0;?;406.0;-43.0;?
265.0;-145.0;94.0;?;-978.0;518.0;?;-22.0;?
254.0;-137.0;106.0;?;-973.0;519.0;?;-51.0;?
267.0;-148.0;95.0;?;-988.0;516.0;424.0;-71.0;?
272.0;-154.0;88.0;?;-981.0;518.0;405.0;-29.0;932.0
250.0;-157.0;98.0;?;-994.0;515.0;424.0;-38.0;919.0
284.0;-140.0;97.0;190.0;-1002.0;515.0;393.0;-32.0;903.0
313.0;-130.0;98.0;175.0;-1004.0;516.0;397.0;-59.0;903.0
290.0;-130.0;104.0;182.0;-998.0;517.0;410.0;-49.0;905.0
294.0;-100.0;109.0;187.0;-999.0;516.0;439.0;-41.0;914.0
279.0;-108.0;98.0;182.0;-985.0;516.0;412.0;-22.0;897.0
292.0;-121.0;107.0;179.0;-988.0;515.0;410.0;-19.0;916.0
253.0;-135.0;102.0;176.0;-989.0;516.0;411.0;-10.0;887.0
243.0;-121.0;97.0;179.0;-989.0;516.0;401.0;-51.0;891.0
?;?;94.0;178.0;-996.0;515.0;389.0;-15.0;901.0
?;?;98.0;182.0;-984.0;515.0;420.0;-22.0;898.0
?;?;96.0;181.0;-987.0;516.0;398.0;-36.0;913.0
?;?;97.0;172.0;-987.0;516.0;387.0;-48.0;921.0
?;?;96.0;175.0;-984.0;513.0;407.0;-48.0;906.0
?;?;107.0;173.0;-984.0;512.0;377.0;-59.0;896.0
?;?;107.0;174.0;-993.0;511.0;384.0;-4.0;920.0
?;?;105.0;169.0;-1013.0;507.0;405.0;19.0;886.0
?;-145.0;106.0;177.0;-986.0;506.0;383.0;-72.0;899.0
?;-106.0;115.0;176.0;-996.0;508.0;376.0;-62.0;863.0
?;-113.0;107.0;172.0;-972.0;507.0;388.0;-15.0;882.0
?;-147.0;116.0;180.0;-986.0;510.0;392.0;-14.0;906.0
?;-121.0;115.0;?;-968.0;?;368.0;-16.0;898.0
280.0;-127.0;104.0;?;-982.0;?;364.0;4.0;897.0
265.0;-142.0;101.0;?;-983.0;?;365.0;-5.0;911.0
250.0;-132.0;103.0;?;-976.0;?;388.0;?;902.0
256.0;-150.0;92.0;?;-975.0;?;389.0;?;900.0
252.0;-149.0;99.0;?;-979.0;?;395.0;?;928.0
283.0;-159.0;102.0;?;-982.0;?;399.0;?;902.0
295.0;-142.0;83.0;?;-986.0;?;355.0;?;?
284.0;-133.0;80.0;?;-983.0;?;380.0;?;?
299.0;-121.0;73.0;?;-993.0;?;368.0;?;?
299.0;-126.0;82.0;?;-983.0;?;362.0;?;?
306.0;-120.0;68.0;?;-983.0;?;375.0;?;?
295.0;-126.0;57.0;?;-974.0;506.0;366.0;?;?
242.0;-138.0;50.0;?;-967.0;505.0;406.0;?;?
270.0;-147.0;82.0;?;-992.0;504.0;390.0;10.0;?
269.0;-154.0;77.0;?;-1023.0;502.0;388.0;9.0;?
263.0;-150.0;79.0;?;-1012.0;502.0;394.0;-5.0;?
272.0;-138.0;77.0;?;-1012.0;502.0;382.0;-10.0;?
330.0;-130.0;69.0;?;-998.0;501.0;412.0;-11.0;?
311.0;-137.0;56.0;178.0;-997.0;503.0;412.0;-7.0;?
262.0;-110.0;66.0;179.0;-987.0;504.0;395.0;-19.0;?
313.0;-124.0;67.0;174.0;-996.0;505.0;405.0;-6.0;?
?;-135.0;66.0;176.0;-999.0;507.0;375.0;-11.0;?
?;-142.0;68.0;189.0;-982.0;506.0;395.0;-24.0;?
?;-138.0;67.0;199.0;-981.0;505.0;416.0;-18.0;?
?;-142.0;75.0;179.0;-985.0;508.0;405.0;-29.0;?
?;-150.0;76.0;?;-987.0;508.0;406.0;-28.0;?
?;-144.0;81.0;?;-987.0;507.0;385.0;-39.0;?
?;-141.0;75.0;177.0;-997.0;509.0;395.0;-39.0;?
?;-149.0;81.0;169.0;-992.0;508.0;385.0;-36.0;?
?;?;77.0;173.0;-994.0;510.0;399.0;-10.0;?
?;?;79.0;176.0;-990.0;509.0;417.0;-36.0;?
?;?;87.0;185.0;-984.0;511.0;409.0;-33.0;?
?;-158.0;?;178.0;-980.0;510.0;395.0;-17.0;?
?;-150.0;?;174.0;-990.0;512.0;426.0;-8.0;?
257.0;-147.0;?;177.0;-987.0;513.0;414.0;-39.0;?
258.0;-138.0;?;180.0;-988.0;513.0;427.0;?;?
262.0;-140.0;?;182.0;-990.0;512.0;405.0;?;?
285.0;-142.0;?;185.0;-987.0;513.0;431.0;?;?
275.0;-133.0;?;193.0;-987.0;513.0;409.0;?;916.0
265.0;-132.0;?;190.0;-990.0;512.0;431.0;?;838.0
250.0;-146.0;91.0;181.0;-983.0;514.0;?;?;897.0
235.0;-126.0;80.0;183.0;-974.0;512.0;?;?;881.0
243.0;-146.0;103.0;181.0;-1006.0;513.0;?;?;891.0
231.0;-136.0;84.0;185.0;-985.0;512.0;?;?;902.0
238.0;-148.0;94.0;194.0;-995.0;513.0;?;?;907.0
252.0;-137.0;87.0;189.0;-984.0;512.0;?;-56.0;912.0
267.0;-138.0;92.0;183.0;-981.0;513.0;?;-26.0;898.0
234.0;-143.0;91.0;184.0;-988.0;511.0;?;-29.0;917.0
?;-143.0;95.0;184.0;-994.0;512.0;?;6.0;903.0
?;-148.0;84.0;192.0;-981.0;510.0;428.0;27.0;876.0
?;-135.0;81.0;191.0;-990.0;508.0;410.0;-29.0;902.0
?;-149.0;111.0;187.0;-1005.0;512.0;450.0;-67.0;895.0
?;-138.0;86.0;177.0;-986.0;513.0;422.0;-36.0;909.0
?;-145.0;82.0;194.0;-979.0;511.0;423.0;-14.0;915.0
?;-163.0;102.0;205.0;-984.0;513.0;410.0;-36.0;913.0
?;-128.0;81.0;184.0;-994.0;513.0;417.0;?;922.0
?;-138.0;73.0;167.0;-985.0;?;435.0;?;905.0
?;-156.0;85.0;177.0;-990.0;?;435.0;?;909.0
?;?;79.0;188.0;-990.0;?;444.0;?;887.0
?;-148.0;101.0;196.0;-988.0;?;445.0;?;920.0
?;-123.0;95.0;177.0;-1000.0;?;395.0;?;923.0
?;-130.0;93.0;163.0;-987.0;?;427.0;?;911.0
?;-104.0;71.0;169.0;-982.0;?;425.0;-49.0;895.0
?;-134.0;86.0;186.0;-985.0;?;451.0;-74.0;905.0
?;-129.0;95.0;178.0;-995.0;?;433.0;-65.0;908.0
?;-128.0;92.0;168.0;-998.0;?;414.0;-74.0;913.0
239.0;-110.0;91.0;158.0;-996.0;?;413.0;-58.0;920.0
240.0;-113.0;93.0;168.0;-986.0;?;419.0;-56.0;909.0
245.0;-120.0;84.0;175.0;-986.0;?;399.0;-70.0;901.0
244.0;-115.0;96.0;182.0;-991.0;?;413.0;-38.0;914.0
244.0;-116.0;97.0;167.0;-991.0;?;420.0;-31.0;904.0
245.0;-142.0;103.0;170.0;-983.0;505.0;420.0;-62.0;894.0
242.0;-118.0;106.0;169.0;-993.0;506.0;432.0;-58.0;877.0
264.0;-136.0;95.0;178.0;-984.0;506.0;446.0;-20.0;896.0
276.0;-139.0;112.0;185.0;-979.0;507.0;408.0;-47.0;897.0
261.0;-121.0;94.0;176.0;-994.0;508.0;405.0;-49.0;917.0
278.0;-126.0;98.0;173.0;-994.0;508.0;415.0;-69.0;908.0
232.0;-124.0;105.0;185.0;-983.0;507.0;413.0;-71.0;903.0
262.0;-143.0;113.0;192.0;-987.0;509.0;409.0;-85.0;901.0
252.0;-115.0;92.0;177.0;-993.0;509.0;436.0;-39.0;885.0
242.0;-142.0;97.0;180.0;-985.0;508.0;422.0;-20.0;900.0
245.0;-151.0;110.0;187.0;-978.0;508.0;425.0;-57.0;910.0
242.0;-136.0;115.0;170.0;-989.0;510.0;410.0;-76.0;865.0
253.0;-169.0;119.0;177.0;-978.0;514.0;425.0;-75.0;906.0
245.0;-140.0;109.0;187.0;-987.0;514.0;436.0;-64.0;899.0
253.0;-132.0;107.0;191.0;-986.0;515.0;430.0;-51.0;885.0
265.0;-143.0;115.0;193.0;-979.0;513.0;419.0;-65.0;895.0
256.0;-132.0;121.0;185.0;-995.0;515.0;455.0;-80.0;903.0
271.0;-153.0;113.0;182.0;-977.0;516.0;463.0;-55.0;895.0
215.0;-159.0;109.0;?;-982.0;514.0;428.0;-63.0;904.0
222.0;-166.0;126.0;?;-982.0;516.0;432.0;-87.0;904.0
232.0;-156.0;126.0;?;-987.0;517.0;465.0;-89.0;884.0
223.0;-142.0;116.0;?;-996.0;517.0;456.0;-69.0;884.0
252.0;-128.0;113.0;?;-986.0;517.0;434.0;-77.0;884.0
293.0;-115.0;126.0;?;-987.0;519.0;439.0;-48.0;870.0
310.0;-99.0;113.0;?;-974.0;518.0;467.0;-47.0;888.0
285.0;-97.0;127.0;?;-981.0;519.0;451.0;-41.0;890.0
255.0;-119.0;131.0;?;-971.0;521.0;464.0;-46.0;922.0
217.0;-108.0;131.0;?;-980.0;520.0;474.0;-46.0;908.0
231.0;-139.0;129.0;?;-980.0;520.0;463.0;-54.0;903.0
226.0;-130.0;113.0;?;-984.0;520.0;471.0;-35.0;904.0
?;-126.0;126.0;?;-995.0;521.0;474.0;-44.0;913.0
?;-143.0;110.0;?;-982.0;519.0;448.0;-63.0;914.0
?;-140.0;114.0;?;-992.0;520.0;458.0;-64.0;904.0
?;-151.0;111.0;?;-993.0;520.0;475.0;-57.0;900.0
?;-155.0;110.0;?;-995.0;520.0;476.0;-66.0;875.0
?;-141.0;107.0;?;-998.0;522.0;467.0;-79.0;904.0
?;-131.0;101.0;?;-997.0;520.0;475.0;-60.0;909.0
?;?;103.0;?;-986.0;522.0;456.0;-59.0;906.0
?;?;116.0;?;?;522.0;447.0;-48.0;915.0
?;?;112.0;?;?;521.0;476.0;-40.0;905.0
?;?;106.0;?;-982.0;520.0;480.0;-51.0;888.0
?;?;112.0;?;-987.0;519.0;477.0;-59.0;907.0
269.0;?;115.0;?;-985.0;519.0;463.0;-39.0;884.0
256.0;?;115.0;?;-982.0;519.0;?;-17.0;922.0
252.0;?;116.0;?;-979.0;519.0;?;-21.0;919.0
265.0;-120.0;114.0;?;-984.0;519.0;?;-25.0;?
244.0;-127.0;112.0;?;-980.0;519.0;?;-54.0;?
275.0;-122.0;106.0;176.0;-993.0;520.0;489.0;-57.0;?
274.0;-121.0;109.0;183.0;-992.0;521.0;455.0;-75.0;?
264.0;-135.0;121.0;189.0;-993.0;519.0;477.0;-55.0;?
269.0;-114.0;112.0;181.0;-978.0;?;490.0;-23.0;?
282.0;-120.0;101.0;169.0;-987.0;?;483.0;-51.0;?
?;-138.0;117.0;179.0;-977.0;?;480.0;-12.0;?
?;-124.0;101.0;182.0;-970.0;?;416.0;-48.0;?
248.0;-127.0;122.0;166.0;-1022.0;?;487.0;-50.0;?
239.0;-161.0;104.0;171.0;-964.0;?;450.0;-80.0;910.0
263.0;-117.0;93.0;207.0;-991.0;?;440.0;-67.0;893.0
283.0;-120.0;121.0;170.0;-1002.0;?;457.0;-53.0;927.0
281.0;-134.0;91.0;156.0;-995.0;?;469.0;-45.0;894.0
249.0;-118.0;104.0;173.0;-989.0;?;442.0;-69.0;928.0
?;-133.0;105.0;181.0;-987.0;?;466.0;?;884.0
?;-128.0;111.0;173.0;-990.0;?;469.0;?;892.0
?;-121.0;93.0;166.0;-990.0;?;453.0;-65.0;895.0
?;-142.0;136.0;172.0;-1011.0;?;484.0;-72.0;904.0
?;-133.0;?;184.0;-999.0;?;461.0;-57.0;918.0
?;-138.0;?;169.0;-976.0;?;435.0;-43.0;936.0
?;-134.0;?;165.0;-977.0;?;433.0;-69.0;902.0
?;-95.0;?;169.0;-996.0;516.0;491.0;-44.0;912.0
?;-114.0;?;170.0;-993.0;514.0;487.0;-47.0;909.0
?;-143.0;?;179.0;-985.0;?;486.0;-31.0;915.0
?;-141.0;?;206.0;-1007.0;?;476.0;-10.0;892.0
?;-132.0;88.0;187.0;-988.0;?;464.0;-21.0;909.0
303.0;-160.0;?;157.0;-975.0;?;434.0;-42.0;897.0
273.0;-180.0;?;161.0;-976.0;?;447.0;-47.0;920.0
268.0;-168.0;?;195.0;-974.0;?;443.0;-55.0;915.0
263.0;-163.0;?;190.0;-983.0;?;445.0;-64.0;921.0
311.0;-172.0;?;178.0;-986.0;?;423.0;-31.0;915.0
278.0;-157.0;?;163.0;-989.0;?;407.0;-50.0;905.0
315.0;-128.0;?;159.0;-1003.0;?;463.0;-29.0;895.0
265.0;-150.0;?;174.0;-994.0;?;437.0;-5.0;914.0
298.0;-131.0;?;206.0;-986.0;517.0;450.0;-17.0;891.0
306.0;-140.0;?;211.0;-998.0;513.0;445.0;-31.0;889.0
309.0;-154.0;?;192.0;-993.0;512.0;421.0;-44.0;?
238.0;-181.0;?;189.0;-977.0;513.0;445.0;-21.0;?
261.0;-161.0;?;200.0;-979.0;513.0;393.0;-29.0;?
266.0;-155.0;?;181.0;-981.0;512.0;454.0;-20.0;?
260.0;-168.0;?;168.0;-971.0;512.0;395.0;-39.0;?
278.0;-179.0;83.0;178.0;-995.0;510.0;438.0;-20.0;?
285.0;-166.0;58.0;197.0;-985.0;511.0;426.0;-43.0;?
324.0;-161.0;93.0;215.0;-965.0;511.0;402.0;-59.0;917.0
298.0;-154.0;102.0;162.0;-991.0;512.0;420.0;-42.0;897.0
?;-167.0;45.0;171.0;-999.0;514.0;411.0;-14.0;902.0
?;-107.0;70.0;183.0;-993.0;512.0;433.0;-12.0;904.0
334.0;-141.0;75.0;189.0;-997.0;511.0;410.0;-46.0;922.0
309.0;-141.0;82.0;208.0;-968.0;512.0;415.0;-55.0;914.0
256.0;-150.0;73.0;193.0;-989.0;513.0;426.0;-54.0;904.0
302.0;-150.0;84.0;190.0;-985.0;511.0;426.0;-54.0;901.0
266.0;-140.0;98.0;178.0;-1004.0;510.0;405.0;-44.0;884.0
284.0;-143.0;93.0;176.0;-991.0;511.0;404.0;-28.0;900.0
242.0;-142.0;76.0;183.0;-988.0;511.0;413.0;-40.0;916.0
241.0;-140.0;92.0;198.0;-981.0;511.0;414.0;-21.0;908.0
301.0;-138.0;91.0;175.0;-986.0;509.0;425.0;-47.0;901.0
289.0;-154.0;81.0;182.0;-990.0;509.0;415.0;-49.0;885.0
254.0;-126.0;90.0;181.0;-994.0;507.0;414.0;-68.0;893.0
291.0;-145.0;82.0;190.0;-984.0;508.0;408.0;-7.0;879.0
262.0;-135.0;82.0;185.0;-980.0;509.0;446.0;-14.0;904.0
258.0;-125.0;92.0;176.0;-975.0;?;418.0;-19.0;938.0
277.0;-143.0;83.0;175.0;-982.0;509.0;420.0;-21.0;890.0
255.0;-146.0;81.0;180.0;-988.0;505.0;425.0;-19.0;893.0
264.0;-141.0;71.0;190.0;?;504.0;443.0;-23.0;904.0
245.0;-136.0;72.0;180.0;?;504.0;433.0;?;904.0
287.0;-135.0;71.0;174.0;?;505.0;434.0;?;?
301.0;-133.0;70.0;170.0;?;503.0;439.0;?;?
277.0;-130.0;72.0;173.0;?;503.0;411.0;?;?
308.0;-141.0;59.0;172.0;?;503.0;?;?;?
269.0;-134.0;68.0;180.0;-999.0;501.0;?;?;?
285.0;-149.0;58.0;167.0;-996.0;499.0;?;?;?
309.0;-148.0;44.0;160.0;-986.0;500.0;?;?;?
279.0;-146.0;46.0;167.0;-996.0;500.0;?;?;?
286.0;-156.0;45.0;170.0;-978.0;501.0;?;?;?
290.0;-145.0;52.0;169.0;-996.0;500.0;?;?;?
295.0;-153.0;49.0;168.0;-989.0;499.0;?;?;?
303.0;-138.0;43.0;175.0;-988.0;499.0;?;?;?
297.0;-133.0;44.0;183.0;-993.0;501.0;?;-30.0;?
303.0;?;45.0;182.0;-991.0;500.0;462.0;-16.0;?
297.0;?;46.0;175.0;-992.0;502.0;?;-7.0;?
276.0;?;45.0;167.0;-992.0;500.0;?;-21.0;?
265.0;?;43.0;183.0;-993.0;500.0;?;-20.0;?
287.0;?;41.0;181.0;-997.0;499.0;?;-17.0;?
306.0;?;47.0;175.0;-989.0;?;?;-34.0;919.0
300.0;?;46.0;163.0;-989.0;?;?;-20.0;919.0
285.0;?;50.0;171.0;-995.0;?;?;-15.0;?
298.0;?;48.0;173.0;-998.0;?;?;8.0;?
291.0;?;41.0;175.0;-994.0;?;?;2.0;?
303.0;?;36.0;172.0;-990.0;503.0;?;0.0;?
294.0;?;42.0;160.0;-989.0;501.0;?;0.0;?
287.0;?;43.0;160.0;-989.0;501.0;?;-10.0;?
305.0;?;41.0;171.0;-989.0;501.0;?;-10.0;898.0
304.0;?;40.0;175.0;-991.0;?;?;-12.0;915.0
300.0;?;?;174.0;-994.0;?;?;-21.0;926.0
283.0;?;?;167.0;-995.0;?;?;-16.0;904.0
314.0;?;?;161.0;?;?;?;6.0;923.0
286.0;?;?;168.0;?;?;?;-12.0;923.0
275.0;-145.0;?;162.0;?;?;?;-15.0;932.0
286.0;?;?;163.0;?;?;?;-15.0;932.0
296.0;?;38.0;?;?;?;?;-15.0;928.0
?;?;42.0;?;?;?;?;-10.0;909.0
?;?;37.0;?;?;?;?;4.0;918.0
